,NBHD,adaptive_n_back.hddm_drift_load,NBHN,NBHT,adaptive_n_back.hddm_thresh_load,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTBETA,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,KRBPCTP,LOGCONHD,local_global_letter.global_bias_hddm_drift,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,motor_selective_stop_signal.condition_sensitivity_hddm_drift,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,SHFTBETA,SHFTMDCY,SHFTMLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,stim_selective_stop_signal.condition_sensitivity_hddm_drift,STSHD,STSHN,STSHTL,SSSSRTHI,SSSSRTLO,stop_signal.condition_sensitivity_hddm_drift,stop_signal.condition_sensitivity_hddm_thresh,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,threebytwo.cue_switch_cost_hddm_drift,32HD,32HN,32HT,threebytwo.task_switch_cost_hddm_drift,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s098,1.6956686090000002,-0.283097095,0.0365303281,2.5873484280000003,-0.2489982417,2.4,52.631578947399994,0.3666666667,22.8333333333,0.4,-0.3499323251,-0.8540541124000001,3.5592226026,0.34978384560000003,2.1154542062,-1.2495069756,-9.161630211006921,-7.376511526532002,3.3343989781,0.32088287449999997,1.584161159,0.6666666667000001,0.0,14.875,0.17083333329999997,1.0,-0.0055000000000000005,-2.2916666667,12.5,0.2390070922,1.0,-0.0048699764,-1.1991725768,-0.1610379224,0.9252034453,7.8,7.6,0.8438622131999999,0.414736768002,2.2582225601,-0.6302834317,0.3888888889,-0.7573027295,0.1268240625,0.1910395678,4.9380558016,2.629145009,0.1416968203,3.446346205,-0.9457732772,1.8199132911000002,145.0,10.925098710999999,0.2565783653,8.0,0.7632787704,0.0011140227,0.8879852295,0.0013438489000000002,0.6388888889000001,-7.365900695568905,-6.449609932071973,-5.553730190361736,0.6666666667000001,-0.9012907190999999,-0.2508442744,1.4726757995,0.4225776173,2.1401157707,-0.3633226588,359.84166666667,-0.983099571097,2.851003964503,0.325544817793,1.580610808312001,29.265,54.405,1.5288729302459998,0.6544873017,6.0,1.2890217508,0.5194020015999999,1.9906732213,-0.1431861426,3.5235105836,0.35773282630000003,2.2608552293,-1.5843422927000002,0.4314214464,0.075142952,-0.000301623,6.2912126063,0.5747553129,0.2056284246,2.5156066285,0.3161081575,1.6640043162,-0.42229412299999997,352.5,6.0,5.7,296.6666666667,-0.6919276181999999,2.4656727882,0.35997878180000004,0.2805972116668392,393.1666666667,430.0,-0.6473388949000001,0.0503259576,0.9864276441,0.23316590329999998,1.5848845735,36.8333333333,82.6129860602,2.1298355455,0.30374187550000004,2.4306257717,-0.5691884045000001,-0.2175288016,1.1974737727,0.0202676356,2.3214017216,-0.0215784962,2747.5,0.0,8.0,5536.333333333299,-0.055254150874000055,0.0066110200919999905,-0.19597413697000002,0.35941737970000004,0.3479613939
s099,2.8324516093,-0.8613979022,0.2485261274,1.3966052797,-0.1238346128,1.65,8.642857142899999,0.0666666667,5.8620689655,0.033333333300000004,-0.2451244859,-1.1539111697,2.917130057,0.3611214099,1.2483304244,-0.4183245992,-6.866898405070175,-5.694801930726078,2.929161838,0.2531280998,1.2005704093,0.5,0.33333333330000003,6.375,0.0041666667,2.0,-0.0038333333,-1.9583333333,6.333333333300001,0.0079987387,2.0,-0.0055122977,-2.7064326256,0.6206907388,0.3151220892,7.6,5.9,2.0793544718,0.4531651495,1.6514681377,-0.3319349655,0.38749999999900014,-1.3876946525999998,-0.9245223242,-0.5629734621,4.194188013,2.487468944,0.1142511119,2.8236352577,-1.4013457528,3.1627162452999995,126.0,2.3916188301,0.3492235958,5.0,0.8103168488,0.0013731656,0.8968307495000001,0.0024342351,0.6944444444,-5.553730190361736,-4.609202534990781,-5.528101895420604,0.5185185185,-0.9279936695,0.1137807372,1.3946552131999999,0.2847926254,1.6762336509,-0.3330853144,333.6666666667,-1.9694163282,2.8307204183,0.33194799469999997,1.4294055309,0.0,110.0,-12.3689138902,0.2027971735,7.0,1.8286433037,0.4240212435,2.0033722392,-0.2916303994,2.6579695415,0.4074755313,1.3484752955,-1.6083514818,0.5925925926,0.0589101298,0.0004070942,9.1194645293,0.5829215834,0.18582285489999997,2.89080545,0.2320509459,1.2535737237,-1.0131017838,267.5,6.0,5.1,254.6666666667,-0.2882447949,2.0568635534,0.2323695605,0.5704546020467987,250.5,228.8333333333,0.3814820685,0.23914255399999998,2.7999086862,0.2919689605,1.6122137349,-21.6666666667,18.5514380531,2.3338720545,0.27142997010000003,1.7617385909,-0.8950831358,-0.1566958533,1.6140715817,0.2630714453,1.5060395035,-0.1228379251,1486.3636363635999,26.0,7.0,2040.4166666667002,-0.08521079398300004,0.09581913588399997,-0.232395774594,0.8581592075000001,0.3900451268
s100,2.0319204713,-0.32277174059999997,0.3576045728,1.6455544132000002,-0.0497131628,2.6,34.0,0.33333333330000003,24.347826086999998,0.23333333329999997,-0.5167841546,-0.9142635116,3.444442173,0.4049504884,2.0706473756,-0.6276601815999999,-8.290895419889008,-4.8598734470247384,2.2001232575,0.3854107527,1.8395038062,0.1666666667,0.6666666667000001,16.0416666667,0.0458333333,1.0,-0.0028333333,-5.125,22.9166666667,-0.014084507,1.0,0.0002816901,-2.6197183099,-0.003429319,0.8722912694,7.1,8.7,2.2123165706,0.42358349590000005,1.8400424547999998,-0.1896023205,0.4722222222,-1.3464570636000002,-0.5418864803,-0.5638194763000001,3.4283377134,2.2739341719999997,0.25798740130000003,1.8898785344,-1.1195720593,3.7262636324,169.0,0.0331595576,-0.6040336064999999,3.0,0.7329155922,0.001122788,0.7720947266,0.0012455782,0.5,-4.625581180301964,-4.625581180301964,-2.7483841522350163,0.3703703704,-1.2156801546,0.0707887633,1.899123106,0.5116159124,1.9847948638,-0.2601696492,448.6666666667,-0.1912200228,2.0093152312,0.4454079735,1.2187425786,6.0,11.5,7.090573880599999,0.4057887535,11.0,1.9486200979,0.5704818304,1.7468482440000002,-0.30109548199999997,2.7731688911,0.5319183915,1.5580427052,-1.6338539559999998,0.4225,0.0250046748,-4.75622e-05,6.1837916455999995,0.6785209054000001,0.2134426735,2.9591065329000004,0.37166177729999994,2.1565098546,-0.7020708146,466.0,6.9,7.6,382.1666666667,-0.29030926430000004,2.6362393928,0.4500300079,0.2700378309726757,352.0,311.8333333333,0.2422231707,0.1294541809,2.5800635712999997,0.4426813181,1.3336302995,-40.1666666667,5.9969433719000005,2.4607769515999998,0.39807323969999997,2.2097428343,-0.8707959212999999,-0.1196552596,1.4802993011,0.15420103640000002,2.4874411253,-0.0600201497,2286.6240740741,21.0,7.0,2699.4166666667,-0.7623877640000001,-0.0604169203,-0.5431058693999999,0.2819918741,0.3731665842
s101,2.1873063846000003,-0.4615235709,0.2733306129,1.7214151915,-0.0260787183,2.4,43.75,0.4666666667,25.0,0.33333333330000003,-0.1072365784,-1.1931112306,5.4019060947,0.3769155373,3.1285398954000003,-0.4605932239,-8.649791876290756,-5.023374787950719,5.0773482596,0.27604561510000003,1.8242001344,0.8333333333,0.0,12.458333333299999,0.0208333333,2.0,-0.0148333333,-4.0416666667,14.125,0.2418054338,2.0,0.0028992112,-1.9555214724,0.191531771,0.9761415801,7.0,6.3,2.0546093863,0.5861704688,2.6421670325,-0.4111942604,0.19444444440000003,-1.368406291,-0.0984049056,0.0,5.320134937200001,3.5370589469,0.07745795650000001,4.006476758,-1.0705413209999999,3.8243251091,158.0,10.925098710999999,0.2565783653,8.0,0.6457630157,0.001132782,0.7228530884000001,0.0011627969,0.6111111111,-4.013218290242,-3.7461996672902913,-4.625581180301964,0.14814814810000002,-1.0496993212,0.0340092966,2.1769199667,0.40593467479999995,1.8887691278999998,-0.2925816189,364.5,-0.5934283570000001,3.9257900633999996,0.3121411931,1.7201437968000002,2.5,29.5,9.171595271000001,0.516919576,9.0,1.4612260159000001,0.5627878152,2.1574093609,-0.2490959003,3.7464058148,0.430411649,1.7414988837999998,-1.8570831648,0.4029484029,0.0629626737,0.0025933189,7.199723915044997,0.7224688765,0.1262621702,3.5814598091,0.2954040966,1.5001928783,-0.7947688541,345.0,4.8,5.3,256.0,-0.4915309107000001,4.2484995132,0.2878369179,0.7358787161477128,246.3333333333,307.6666666667,-0.0500548551,0.28178330456300005,4.1189042023,0.3289836907,2.692832548,61.3333333333,137.92055676549998,3.5007548351,0.3316341387,2.6251154243,-1.09693256,-0.3095531204,1.6149952125,0.3646757912,1.7415694528,-0.0025652942,2383.2583333333,2.0,7.0,5437.4166666667,-0.2049509587,-0.3705753446,-0.7043703417,0.1773930752,0.5367894767
s102,2.4079359665,-0.6472084271999999,0.2304247924,1.5641481494999998,-0.1973518796,1.6,41.176470588200004,0.43333333329999996,34.1176470588,0.43333333329999996,-0.3430473932,-1.0045158769,2.2769471291,0.30887550760000004,1.6433854677000002,-0.7786125434000001,-7.034725585670718,-4.833296681573907,2.9846219605,0.2386813219,1.6747973558000002,0.6666666667000001,0.1666666667,12.0,-0.075,0.0,0.0003333333,-0.33333333330000003,27.9130434783,-0.004545454500000001,0.0,-0.0055566188,-0.6184210526,0.09087120970000001,0.6657958843999999,6.7,4.8,1.3501789535,0.4178683764,1.8094225527,-0.41438816939999995,0.0833333333,-1.5362386958,-0.29940414320000003,-0.3539369881,2.9294172095,1.9817731455,0.0157060843,2.0904763800999997,-0.9227923031,2.0608533909999998,108.0,7.6113128603,0.37525354829999996,7.0,0.6904129505000001,0.0016462818,0.6801437378,0.0017187646,0.75,-3.5606269355246605,-2.7483841522350163,-2.7483841522350163,0.14814814810000002,-1.2026331893,-0.3720531699,1.6389190378999998,0.3921040902,1.684809894,-0.31966005350000004,470.1666666667,-1.4309024111000002,2.5950729967,0.2901814455,1.2321332356999999,23.0,62.5,4.8054984640889975,0.5566739089,13.0,0.3695901053,0.46978290270000006,1.5289176901,-0.34892056299999996,2.0103191482,0.38601992729999995,1.5294679186000002,-0.7853732227,0.4888337469,0.0791811932,-0.0032614843,8.9176946212,0.5484638688,0.1354593557,1.9623289603,0.2977569654,1.6078475369999998,-0.6465704941,380.0,5.7,6.1,382.8333333333,-0.671168251,1.6144249590000002,0.30596042960000003,0.2441083480494072,302.1666666667,271.1666666667,0.3146430268,0.0824348993,2.8766478602000003,0.1964314525,2.1740258678,-31.0,-18.3728103197,1.9492382302,0.2791096554,1.590188133,-0.3797987122,-0.2928088156,0.9170749595,0.2829861749,1.4351221665,0.020561871,1783.5988095238001,20.0,6.0,2221.0833333333,-0.35897841213299997,0.10225431502,-0.5305215167079997,0.8315301179000001,0.6093769210000001
s103,2.6811395115,-0.7924822810000001,0.2842990808,1.7465455901,-0.0747815923,1.8,29.695652173899997,0.23333333329999997,16.95,0.33333333330000003,-0.2859228406,-0.9814256638,4.1815556117,0.3686551799,2.9367404079000003,0.0472249874,-7.308769770991139,-4.272673125635436,2.5481925875,0.2933539234,1.6103734021,0.1666666667,0.5,11.458333333299999,0.0125,1.0,-0.0005,-5.625,7.125,0.16168437030000002,3.0,-0.0050804249,-2.2086494689,0.05678410790000001,0.6941529234999999,6.1,4.6,1.6571825035769996,0.4906594870510002,1.9379801215660009,-0.473522926779,0.1388888889,-1.9146308586,-1.323547684,-0.7962484724000001,3.7276379925,2.3971125613,0.25908862050000003,1.9563070658000001,-0.8308046694000001,3.7967503866,143.0,0.0331595576,-0.6040336064999999,3.0,0.7385379791000001,0.0010727896,0.7926330565999999,0.0011125346,0.6388888889000001,-3.6646748864517766,-3.6646748864517766,-2.7483841522350163,0.2962962963,-1.1329616501000002,0.1753656179,1.9164651243,0.4387587968,2.1496584950999997,-0.28897683560000004,451.1666666667,-1.4050168436000001,2.8233838323,0.2632956386,2.0397853866999998,46.0,145.0,-11.5155628609,0.5936422140000001,3.0,1.0670630077,0.4577820030000001,2.2049294703,-0.45199345590000006,2.9578865051000003,0.4772225799,1.5705193738,-1.3661717094999999,0.4826732673,0.0824442794,-0.00027448049999999997,7.9922735069,0.5655494333000001,0.2003751634,2.5809914056,0.336598632,1.3635287278000001,-0.9616868003,346.0,4.6,4.7,321.8333333333,-0.6110587183,1.8889953727,0.32686555026900005,1.0879276578200103,271.6666666667,246.5,0.4693381181,0.28489071050000003,3.1584684496,0.3318957967,1.70051995,-25.1666666667,-4.6542734519,3.0201155192,0.4262404065,2.1068283038,-1.3503852179,-0.21013099,1.9235601543,0.401882761,1.5831979355,-0.027848930900000003,2633.0590909091,6.0,8.0,2609.8333333333,0.6576048881000001,-0.06446139440000001,0.6961506101999999,0.593664155,0.5745071466
s105,1.0094345825,-0.5006134841000001,0.0624276832,1.5438273048,-0.1134008781,1.05,41.5,0.4666666667,25.5,0.2,-0.18012037760000002,-0.8837598189,3.343790391,0.3367708192,2.211681831,-0.6260150263,-9.158431267238754,-8.108835603896189,2.6309488885,0.28409231,1.8670626671000001,0.1666666667,0.1666666667,15.875,0.07083333330000001,0.0,-0.008833333300000001,0.7083333333,22.2916666667,0.0171284635,2.0,0.005737195600000001,-2.2298488665000002,0.0369162536,0.9195799634999999,6.3,4.7,1.0351755026,0.38314842,1.6891196287,-0.055838102,0.8611111111,-0.7964582014,-0.7636030760000001,-0.6932395302000001,3.1607721784,1.8923207057,0.2208346525,1.7491352650999998,-0.7870721941000001,2.2302886033,155.0,59.8991114415,0.8568707964000001,6.0,0.7342792511,0.0019930811,0.8955169678,0.0019821293,0.6388888889000001,-7.365900695568905,-6.449609932071973,-5.553730190361736,0.6296296296,-1.4214749028,-0.7688172848,1.0044771856999999,0.2647187482,1.8075462828,-0.27562370410000003,295.8333333333,-0.72064927,2.5445782761,0.33390008720000003,1.4204350704,-14.0,40.0,-12.161980731400002,0.5576468825,3.0,1.0857722331,0.5156951761999999,1.6867288018000002,-0.3087854731,2.343719141256001,0.411591134364,1.7338707415819996,-1.3554287258060005,0.5088161209000001,0.055307108099999995,-0.0006284209000000001,6.7306527402,0.8159827101999999,0.2399242616,1.6226247787,0.33553149200000004,1.2690581271999999,-1.1212841825,433.0,6.3,4.8,197.0,-0.3339492651,2.6745392608,0.34073738540000004,0.7854752271764246,220.3333333333,294.1666666667,0.0870945013,0.1236931424,2.4976161725,0.30445072230000003,1.2984779671,73.8333333333,22.685520362,2.0842419879,0.27160268660000003,2.3346735638,-1.0684463191,-0.19079506622199996,1.1681961009539994,0.12842112520899998,1.961180235191,-0.02034345577200001,2160.1686147185997,4.0,9.0,3798.4166666666997,-0.31885977130000004,0.8899924564,-0.3746700897,0.8215974089,0.38167900549999995
s106,2.9361653095,-0.9136848304,0.0724479648,2.1142260624,-0.3459252889,1.65,34.6666666667,0.2,21.8823529412,0.43333333329999996,-0.36512828869999997,-1.0765016037000001,2.6698154685,0.3817455192,1.1863781558,-0.544947005,-11.097147055587001,-10.285093566065273,5.3334072407,0.243825633,1.1261611023,0.1666666667,0.33333333330000003,17.625,0.054166666700000005,0.0,-0.006500000000000001,-1.625,18.7083333333,0.26575899210000004,2.0,-0.0032017883,-2.2098150782,0.09501638470000001,0.9221298278,8.3,7.0,2.2557670146,0.3552978847,1.5794931319999999,-0.2997747531,0.7777777778,-2.7343664875,1.1998679456,0.4847229195,4.3506890982,3.1319148689999996,0.2173102293,1.2677642392,-1.2494826612,3.4664424285,160.0,59.8991114415,0.8568707964000001,6.0,0.6421589851,0.0012834576,0.6838119506999999,0.0013489725,0.4722222222,-8.511264302067357,-8.511264302067357,-8.511264302067357,0.8888888889000001,-1.2610201472,0.1574582558,1.9720017422999998,0.3459758492,1.3403510287,-0.3809434448,290.3333333333,-0.535987831,2.4833802241000003,0.35258936760000004,0.7289895683000001,47.5,12.5,0.0048136832,0.3842625785,7.0,1.7468946859,0.43060741630000005,1.6002081906999999,-0.31109926,3.588554732,0.3733757292,1.4658385665,-2.0451571497,0.3936430318,0.0323562134,0.002903282,5.6301215588,0.5882361484,0.2563722284,3.6243213713,0.2604088522,1.1121548417,-1.4685146348,281.0,5.4,4.9,346.1666666667,-0.7444450182,1.7320469238999998,0.3206746635,-0.05841055240305301,230.1666666667,259.3333333333,-0.1363759515,-0.036813132000000005,1.7200402855,0.1565309676,1.7631001458000002,29.1666666667,31.926415094299998,2.849192517,0.34902418820000003,1.7529805996,-1.2560212081,-0.2768505442,1.9575753331,0.3372960812,1.2517504757,-0.035923050500000005,1548.5303030303,4.0,10.0,4390.8333333333,-0.39541716670000004,0.36517380759999996,-0.2541992657,0.4162853786,0.6711490993000001
s107,1.9818145104,-0.4336360652,0.1166805332,2.7708887089000003,-0.31098509010000003,2.25,35.1052631579,0.3666666667,41.0588235294,0.43333333329999996,-0.4464568753,-0.9956300523,3.92843554,0.3360686378,2.2629708391,-0.8712968751000001,-8.251139970293103,-6.4697740629268345,3.6037326496,0.3095059847,1.2482342286,0.6666666667000001,0.33333333330000003,11.208333333299999,0.1625,2.0,0.0028333333,-4.5416666667,13.541666666700001,0.1211586902,1.0,0.0024072207999999997,-3.7315281276,0.2234873837,0.6430794458,6.7,7.8,1.9039800036,0.34984091910000004,1.8586322272,-0.1480311649,0.33333333330000003,-3.9022992085,-0.8138622059,-0.5629734621,4.194188013,3.1833519341,0.0910732025,2.5449193159,-1.0385004381999998,3.3813588491,164.0,59.8991114415,0.8568707964000001,6.0,0.6801818848000001,0.0010243000000000001,1.0,0.0012345529,0.5,-4.625581180301964,-3.6869826661541367,-3.6646748864517766,0.4074074074,-0.8473361278,-0.0009012194999999999,1.6714466091999998,0.5010689646,2.1557491019999997,-0.3055952527,300.0,-1.0816219225,3.0521351813,0.2919809074,1.5378286828,21.5,38.5,-29.7529814533,0.5763595557,11.0,1.4428248872999998,0.4726655687,1.9552399040000001,-0.42373890229999994,2.5299840864,0.4669773188,1.8338805397,-1.4728467586000002,0.5975,0.055868243600000006,5.94252e-05,4.8987483271,0.49865119399999996,0.3078092013,3.0447216291,0.3117435624,1.6232621793000002,-0.1129688762,299.5,5.8,5.1,244.8333333333,-0.2943142201,2.6125108722,0.20983561899999997,1.0088945919511474,255.8333333333,273.5,0.3187091479,0.1592735999,3.2877579316000003,0.31696531850000004,1.9746385002,17.6666666667,-18.3796918802,3.2269234739,0.32427036670000003,2.3707974026,-0.6198666420000001,-0.1809045576,2.5901342508000003,0.31386297,1.9530126513,-0.0601306738,2470.2454545455,-1.0,10.0,3937.25,-0.7914141516000001,0.5170598725000001,-0.7035014784,0.2205553883,0.1797998153
s108,2.7491448245,-0.7935688790000001,0.23671107670000002,1.6311516507,-0.12063849019999999,1.75,30.9545454545,0.2666666667,22.5,0.4,-0.3989734339,-1.1598492562,4.2117048717,0.4956906285,1.9136612457,-0.5380642706000001,-10.407135663054696,-9.286368648272724,4.1607762263,0.32662676360000004,1.4075257604,1.0,0.0,4.4583333333,0.1125,3.0,-0.0041666667,-2.2083333333,2.3333333333,0.0208037825,1.0,-0.0018321513,-1.2913711584,0.4588078619,-0.0018674994,6.6,6.5,2.0460088085,0.4768025129,2.3444289739,-0.32130218050000003,0.7777777778,-2.834975982,0.38808333729999994,0.4902031417,4.3397286539,3.7005907025,0.2243916204,2.3359640322,-0.8075379761,4.3503317988,202.0,59.8991114415,0.8568707964000001,6.0,0.8256057739,0.0009403176,1.0,0.0011827446,0.6111111111,-6.449609932071973,-6.449609932071973,-5.553730190361736,0.6296296296,-0.6810355503000001,-0.486472902,2.2669161514,0.3044509488,2.088255603768,-0.3655480905,389.3333333333,-1.3861776516,2.9577529923,0.3160735287,1.854553328,31.0,87.5,19.202998521199998,0.6453253666000001,14.0,1.4904424177000002,0.5089635516000001,2.4908437009999997,-0.1539900001,3.1485728193,0.4209772515,2.1676163817,-1.5161513005,0.4950738916,0.06667921090000001,0.0009287152,14.8994001704,0.6109481232,0.10744364529999999,3.4423965305,0.33763225080000003,1.3808515959,-0.7509580687,349.5,6.9,5.8,349.3333333333,-1.0711894923,3.3608380363999997,0.3902477021,0.9333228948187611,275.1666666667,310.0,-1.1192022513,0.1603748899,3.2324364506,0.3005666209,2.4097554241999997,34.8333333333,46.04293053925198,3.7549708201999996,0.4318218104,2.6302717793,-1.0019539532,-0.18357692039999998,2.1111400961,0.43350980219999996,1.823148115,-0.0149378603,2609.7727272726997,-5.0,11.0,4432.4545454545005,1.6010018911,-0.1517893385,0.9586679225,0.8789986569,0.4867264704
s109,2.0554219562,-0.5480530692,0.0332264496,2.3982369038,-0.2664407125,1.8,20.9545454545,0.2666666667,17.0869565217,0.23333333329999997,-0.5785459336000001,-0.7837267578,2.3994489668,0.36076442090000005,1.7050209011000002,-0.5783002274,-7.72202521586231,-6.60973366924962,2.1575675738999998,0.35625016940000004,1.7872987315,0.6666666667000001,0.1666666667,8.4166666667,0.0666666667,1.0,0.0016666667,-1.5,10.875,0.0375,1.0,-0.0017450979999999998,-1.0196078431,-0.1375755588,0.5784639895,7.3,7.2,1.4785330972,0.44382681409999997,2.1165209865,-0.38840946579999996,0.30555555560000003,-0.8447326673000001,-1.3601697378,-0.6468257519,0.9790301345999999,0.7729123014,0.054272420099999996,1.7499818147,-0.3422410601,2.3677245872999997,133.0,59.8991114415,0.8568707964000001,6.0,0.7423069,0.0015015254999999998,0.9576660156,0.0018466348999999999,0.3888888889,-5.553730190361736,-4.625581180301964,-4.625581180301964,0.4814814815,-0.8997207382,-0.4243379558,1.6070141561000002,0.48899856909999995,2.457767711,-0.24709295829999997,336.6666666667,-1.0345927078000001,2.148280844,0.2477737961,1.4456660925,50.5,27.5,2.3498472124000003,0.7997560254,9.0,1.2240916625,0.5703032245,1.8083784795,-0.25050894879999996,2.0056810371,0.2472217791,2.1358565433,-0.7195675991,0.39454094289999997,0.0307282154,-0.0011795250999999999,1.0,0.5378681884900001,0.1,1.846612304,0.3303448867,2.1709271656,-0.35150462549999995,376.305,6.0,6.7,397.5,-0.5457889229999999,2.1286236101,0.4406186447,-0.004854710359987003,305.1666666667,386.6666666667,-0.3143413848,-0.04722088519999999,2.278563993,0.38538650939999997,1.4019997882,81.5,2.9725810885,2.2774183709,0.4702794755,2.0161530446,-0.9760680391,-0.1061355648,1.4888815841,0.1873026861,2.1389957151,-0.0524035763,2495.975,15.0,5.0,3599.0,-0.8701457039,0.0289720284,-0.9572843959,0.7896617864000001,0.3525971572
s110,2.5660569335,-0.9813573125,0.2042014881,1.3418478301,-0.143727125,1.3,26.75,0.2,12.72,0.1666666667,-0.5273297404,-0.8652146905,2.6374310213000003,0.26998232780000003,1.2477101306,-1.2538619237000002,-7.094776808255517,-3.3023091824287976,2.7677400877999996,0.2168092742,1.4630538988,0.33333333330000003,0.33333333330000003,5.1666666667,0.1,2.0,-0.0003333333,-1.6666666666999999,10.75,-0.046582406500000006,2.0,-0.0092861476,-1.9732052578,0.5658187411,0.45819244159999994,5.7,4.6,1.1966436365000002,0.30689927969999997,1.6848679112,-0.39788914509999995,0.1975000000090001,-2.229519603,0.0149105957,0.3298219498,4.6604910377,2.7552090677999996,0.1758585556,1.4206354352000001,-0.7017421781000001,4.5619233948,120.0,25.7627506452,0.3968411315,9.0,0.6435934067,0.0008878011,0.8122179031000001,0.0013406951999999999,0.3888888889,-3.6646748864517766,-1.8444397271102144,-2.067339257049917,0.14814814810000002,-1.1023674408799995,-0.12658170890000006,1.5171113489570007,0.3670303909220001,1.6349212866310003,-0.31764869074199986,315.475000000005,-1.0506016035110006,2.831228005574,0.2937905660049999,1.4604412958250002,16.8,47.355,2.4085824576110006,0.44218470979999996,7.0,0.8540579134,0.24578242,1.6158203750000002,-0.2070026494,2.8479408044000003,0.3720115005,1.6202592793000001,-1.7454910697,0.4458438287,0.010960707,0.001501403,2.51745748,0.6768185493000001,0.2645115703,1.4476525641999998,0.19912469019999998,0.9055376812999999,-1.6125736824,287.5,5.5,4.7,309.71166666666295,-0.6750685569750001,2.464820891622,0.2922402946570001,0.4243294981182472,260.04916666666287,286.09333333333205,-0.041231939794,0.20982615002800006,2.5997788676409987,0.2954930895419999,1.7080511324819998,19.97749999999601,35.05128681084999,2.1655792397,0.2989031064,1.5723208322,-1.353557945,-0.189146637776,1.1816868789329993,0.129945069464,1.8108142126370004,-0.031063766830000013,2182.7481481481,4.0,7.0,3268.5,-0.31323577560199994,0.08232825872,-0.2551421349829999,0.876295535,0.39704768799999995
s111,2.4605155869,-0.5469348571,0.2570075529,1.7513178044000002,-0.0618166738,2.35,22.9545454545,0.2666666667,13.6363636364,0.2666666667,-0.6660498133,-1.3472563401,3.627749374,0.3734215394,2.7042787689999996,-0.9157183406,-6.983138741150591,-5.066332615467479,3.5434710366,0.29006627700000004,1.7197077050999998,0.8333333333,0.1666666667,14.916666666700001,-0.125,0.0,0.0006666667,-0.5,20.4583333333,0.12916666670000002,1.0,-0.0031176471000000003,-4.2549019608,0.1778842246,0.9441226354,10.5,10.9,0.48901800729999995,0.3999861377,1.9664321232,-0.4334839363959999,0.0833333333,-1.7500577318780008,-0.4157743593959999,-0.2915637683639999,3.5166062380599983,2.342263635033,0.14824384631499998,2.2678633575729994,-0.7717910818000001,3.4406522452,160.0,2.8450011804,0.1342500019,5.0,0.7748316765000001,0.0015883648000000002,0.9517501831,0.0019421935999999998,0.6111111111,-3.6646748864517766,-3.6869826661541367,-2.7483841522350163,0.2962962963,-1.0898091469,-0.2698540209,2.2198363412999997,0.45679464840000006,1.9482970565,-0.249625693,339.34166666666687,-0.9259758855459996,2.894897337805,0.317349392173,1.6497177067039999,20.205,56.9,-8.6357489967,0.6066099114,11.0,1.5789523626,0.3866428855,2.0211204938,-0.4834054764,2.056070659,0.4719199392,1.6207418275999999,-0.8362609931999999,0.5259259259000001,0.041789908300000005,0.0030364408000000003,9.8206513222,0.5721992367000001,0.1492916032,3.1437240464,0.3339158575,1.7929083963999999,-0.4680975931,361.0,6.3,6.5,306.0,-0.9609918093,2.5117787878,0.3378263351,0.5155077826525023,265.5,341.0,0.424039551,0.7892779436,2.3640619076,0.31633400302899983,2.5556529331999998,75.5,90.96523582409999,1.9505598023,0.3177381501,1.8912867132,-1.0183384438,-0.2353209361,2.1015674415,0.3275864546,1.4800021843,-0.1164585355,2836.81,6.0,7.0,4958.9166666667,-0.15350114269999998,0.5501378133,-0.21562565949999998,0.1935873171,0.3772382368
