,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium.logTr,bickel_titrator.auc_small.logTr,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s420,1.5225536603,0.3173925704,1.5114504862,2.5,35.2631578947,0.36666666670000003,20.0,0.33333333330000003,0.1157223574,-1.1482772716,2.2040667559,0.4109395853,1.7847480172,-1.1578669574,0.5662619863,-0.09773177386790922,-1.377056341325762,-8.373986753350852,-9.319010803812349,3.2938635927,0.3253852719,1.526668954,0.6666666667000001,0.1666666667,8.5,-0.09166666670000001,2.0,-0.0053333333000000005,-3.25,14.375,-0.11820448880000001,1.0,0.0020174564,-2.6758104738,-0.0761073171,0.7094930700000001,9.1,7.7,1.6762529779,0.37910273380000004,1.968252864,-0.8530443778000001,0.30555555560000003,-2.048088915,-0.7804349099,-0.235643119,2.6928294713,1.9923809665,0.16916293300000002,1.8216666415,-1.070541321,3.8243251091,220.0,46.0626954627,0.8291899447000001,10.0,0.6410208702,0.0009659589,0.6870723724000001,0.0013621814,0.6944444444,-3.664674886451777,-2.748384152235016,-4.609202534990781,-1.5095217012000002,0.8941543797,0.0529148796,2.0311801177,-0.1681686026,348.4433333333391,2.766640945332,0.29910028669700006,1.5216930391169996,16.815,69.695,3.1153785655,0.6422481307,7.0,1.4246169445,0.3715557736,2.0895990381,-0.0496846821,2.1415249576,0.3288845287,1.8426842051,-0.7369409128000001,0.45580110500000004,0.0071484011,-0.0020368693000000003,4.2018060727,0.44835414690000003,0.2252091535,3.0584727886,0.3112978717,1.7258085786000001,-0.8163293688000001,420.5,7.8,5.7,382.1666666667,3.0002754854,0.3796573898,0.27787535419383047,356.6666666667,2.9025392378,0.32501053950000003,1.5280891572000002,3.1514458346,0.31371359330000004,2.8388150068,-0.7755956431000001,-0.7743024145,0.0683721258,2.1777704037,0.3681638407,1.6912766087,-0.3874222961,-0.5973638731,2210.3796296296,2.0,7.0,3312.25,-0.1805130577,0.1636471042,0.17276408070000002,0.8217529209000001,0.3179942208
s421,2.3463415443,0.2769332796,1.1853237479,2.7,39.0909090909,0.2666666667,22.5,0.4,-0.07370058800000001,-0.2515223178,3.2872937756000002,0.3694224044,1.6320980848,-0.5423926054,0.3277328767,-2.2400123295677714,-3.172616584595884,-7.431091164095845,-6.0639971761511235,4.0087245611,0.2439192121,1.6000625097999999,0.5,0.1666666667,16.4583333333,0.22916666670000002,2.0,-0.0045000000000000005,-8.125,15.1666666667,0.0364812942,1.0,0.0038592518,-6.3073811931,-0.055308833700000004,0.9085467256,8.5,6.7,1.4849312771,0.38963917870000003,1.7682967018,-0.4671210857,0.1111111111,-1.9760303893,0.5133402758,-0.5616381195,3.4239749998,2.1931815302,0.16631056160000002,1.6247058341,-0.6807759697,4.096807786,173.0,10.925098711,0.2565783653,8.0,0.8157928467000001,0.0017959870000000002,0.88671875,0.0016432629,0.5833333333,-4.625581180301964,-4.625581180301964,-2.748384152235016,-0.8469677045,2.4200274603,0.35058249140000003,1.9728093202,-0.4997671374,268.1666666667,3.2451451452,0.4006155905,1.6625439647,31.0,195.0,-2.0755633171,0.3793708562,10.0,2.0778643481,0.47147564500000005,2.3495813667,-0.3156897162,2.0683794304,0.3531865802,2.3339064946,-0.8951355501,0.4187192118,0.0284468911,-7.256190000000001e-05,3.6678087778,0.4318299312,0.34742306700000003,3.6020630713,0.2789849782,1.1391318178,-1.194156759,295.0,6.3,5.5,226.6666666667,2.1986753955,0.3053407816,0.43789366064864654,236.5,2.3971367613,0.2996718873,1.4265024948,3.1875353066,0.2849343776,2.9207245095000003,-1.4440186455,0.0494478015,-0.22243064040000002,1.4044829495,0.2601143669,1.5279258171999999,-1.1094185766,-0.6525961254,2005.8452380952,15.0,9.0,2570.6666666667,-0.8456330771,0.6190152002,-0.7134042403,0.85833508,0.517058028
s425,1.8073880668000002,0.3168100933,1.5592693153,2.65,27.3157894737,0.36666666670000003,33.4090909091,0.2666666667,-0.4085315666,-0.6865621915,3.7700978038,0.3959974379,1.5087988721999999,-0.7503585974,0.48811815070000003,-0.686402851561815,-1.4737379609589052,-7.482449426162087,-7.973354060169115,6.4920372959,0.2918855157,1.8961649597,0.5,0.33333333330000003,7.9166666667,0.17500000000000002,3.0,-0.0046666667000000005,-3.6666666667000003,8.75,0.2971188475,3.0,-0.013939976000000001,-2.1651860744,0.45905321990000003,0.8203784198,8.2,6.1,2.5403408592,0.4103680348,2.4668962934,-0.059638035000000006,0.5833333333,-0.6891232748,-0.062293852600000005,0.0,5.3201349372,3.4211545481,0.0815824222,4.849020901,-0.9575666758,4.0502743994,125.0,7.6113128603,0.3752535483,7.0,0.8235885620000001,0.0007136634,0.99921875,0.0010976759,0.8055555556,-6.449609932071972,-5.553730190361736,-5.553730190361736,-0.2531605381,1.4762671018,0.6240773876,2.2534183524999998,-0.2194381165,248.1666666667,4.03177858,0.29992271740000004,1.6248865473,-10.5,44.0,7.9541336193,0.5446675214,16.0,2.0368711642,0.4230618948,2.161900169,-0.4591695491,3.4772282316,0.4243615489,1.5769012342000002,-3.059619223,0.5392156863,0.1467557071,-0.0029616053,94.835876289,0.9983962242000001,0.1808958941,4.5997207389,0.28251250380000004,1.7124546887,-0.6274679031,287.0,7.2,5.8,326.8333333333,5.8501019351,0.3609602991,0.31706657702864166,214.8333333333,4.4867329191,0.3102402647,1.4647796518,3.4209445221,0.38043314100000003,2.0039832938,-0.5412883615,-0.7674774721000001,-0.8699953457,2.0713669946,0.3243541307,1.6379622713000002,-0.2164481908,0.38172824310000003,1772.2986111111,0.0,12.0,5576.0,1.7804966188,0.0100898481,2.7218679953000002,0.213998563,0.3581534031
s427,2.0633028987,0.3302469977,1.1962927747,3.1,37.7777777778,0.4,28.0,0.30000000000000004,0.1074768401,-1.1619423389,2.9002950965,0.4096509652,1.1796353756,-0.603367133,0.7012517123,-0.5687165782601055,-0.7902051197462849,-8.680372338809892,-8.569528080707046,4.7477631108,0.266331571,1.9522470069,1.0,0.0,10.625,-0.1375,2.0,-0.0008333333,-0.9583333333,12.3333333333,-0.08094347460000001,0.0,-0.0026334165,-0.9761014131,0.3064672174,0.8306382164,8.3,7.7,2.1916317794,0.44125115210000004,2.6939632380000003,0.3337656449,0.8611111111,-3.9843480349,-1.8347798859000002,-0.36754262600000004,3.8033263406,2.5371797926,0.0993375719,1.817877903,-1.2083775268,3.5486526974,222.0,59.8991114415,0.8568707964000001,6.0,0.7554122925000001,0.0008289222,1.0,0.0012577632000000001,0.5555555556,-8.511264302067358,-8.511264302067358,-8.511264302067358,-0.9277174007000001,1.9509394251,0.46448138170000003,1.9919031123000002,0.0667503282,343.5,2.6962242517,0.27250202490000003,1.1995939239,16.0,48.5,17.1454996006,0.4602496474,13.0,1.7425281969,0.40233778610000004,2.1899093729,-0.095181074,3.1616873736,0.3927093568,2.379140568,-1.6132086041,0.5365239295,0.0639673379,0.0057761892,5.8533061382,0.49393743970000004,0.2652115286,2.7806190699,0.32103145510000003,1.0334214691999999,-2.4847439418,292.0,6.2,6.2,307.6666666667,3.0752619230000002,0.3344623923,0.032210697420306356,289.3333333333,2.8788234043000003,0.30683676400000004,1.0726653977,2.5681816191999998,0.3241615781,1.7335494072,-0.6088608515,-0.3263388854,-0.46548208630000004,1.8284126047,0.2910811427,1.9197210281000001,-0.255847564,-0.3449102201,2138.8054761905,10.0,7.0,3462.8333333333,2.136701171,-1.1967568689,0.7285041717,0.5467039102,0.5648713336
s430,1.0836798865,0.1977278562,1.5619860982,2.05,29.6153846154,0.1333333333,16.0869565217,0.2333333333,-0.7361808233,-1.0873997105,3.4172794226,0.34111194240000003,2.1890422283,-0.040590736100000004,0.3974606164,-3.213028230423166,-2.114713895648229,-6.351721384087475,-2.495676349776394,2.181653062,0.25181801470000004,1.4403680354000001,0.1666666667,0.33333333330000003,12.2916666667,0.0791666667,1.0,0.0008333333,-4.7916666667,9.0833333333,0.0772717991,3.0,-0.0036209924,-3.6101694914999998,0.1814291827,0.5479246898,6.5,6.0,0.9682471318,0.2767151383,1.8435719384,-0.8474490065,0.35777777777800013,-0.47003723010000004,0.8575666609,0.5536567586,4.21282142,1.9943062018000002,0.2147631922,1.5335007101,-0.6617687581,1.5388063010000002,117.0,0.0574694643,0.16315927530000002,5.0,0.8707984924000001,0.0011463783,0.9746093750000001,0.0013419236,0.4166666667,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7762350689,1.7787428757,0.4372333628,2.2766207864,-0.5710539241,335.0,2.0211220941,0.3003681914,1.8619355405,-24.0,181.0,3.3561155291599993,0.5380925979,7.0,1.0501898423,0.5015028333,1.3813552936,-0.3028081731,2.0637442479,0.14474124400000002,2.6581330232,-1.2637028369,0.4510385757,0.040989133500000004,0.0027051621,4.0650279408,0.6804018205,0.3243183196,2.4472008634,0.2586813616,1.9440181811000001,-0.3051947537,311.0,5.4,5.3,301.0,2.9212717048,0.3082836054,0.636792181172628,250.8333333333,2.7506246361,0.3160397323,2.08713014,2.0654397692,0.4072806363,1.6749959786000002,-0.6594463518,-0.1686242359,-0.1873683234,0.8326919519,0.0378493335,2.0532793687,0.3039422922,0.2265414134,3032.125,3.0,3.0,4066.9,-0.36994533536899993,0.13383590002500004,-0.3676170823430001,0.4262416183,0.2421250577
s441,0.8412023024,0.0744956613,1.7350378431,1.8,31.4,0.1666666667,27.1764705882,0.4333333333,-0.4042421467,-1.0137893265,3.6273171921,0.3265873567,1.936223922,-0.6597122502,0.5887517123,-1.5207498596845255,-2.1269568339239324,-8.423150177764295,-6.990309947322137,3.6195766086,0.2852983324,1.424402711,0.5,0.5,15.0,2.4980018049999996e-16,1.0,-2.7321894750000005e-17,0.0,11.8333333333,0.0153627312,0.0,-0.0005088397,-0.1564722617,0.07856859170000001,0.8046398882,8.3,7.3,1.5484577731,0.4393794668,2.2155609283,-0.2139834596,0.4444444444,-4.3487389828,0.3818778067,0.1932209246,4.933693088,2.4066200194,0.1923909823,1.6930251122,-0.8893284577,4.1867508355,217.0,7.6113128603,0.3752535483,7.0,0.7579256058,0.0013438107,0.79921875,0.0017645508,0.3611111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.3907656212,1.9008022054,0.49850417420000004,1.8141779183,-0.49225267770000003,296.6666666667,3.7759737741,0.2752976748,2.2716592546,33.5,55.0,10.118377978028,0.8005203462,8.0,1.3097299359,0.5814790507,2.0858049305,-1.0435655541,2.8041339395,0.35078774830000004,3.6824659879,-0.39534080860000004,0.4701492537,0.0775992362,-0.0045398193,6.7544536339,0.564911905,0.2076471613,3.540746056,0.3346559228,1.8077309351,-0.7695096552,323.0,4.7,5.1,280.5,4.4495455523,0.3394060277,0.4547137137169421,211.3333333333,3.5958790921,0.3327093242,1.3615863323,2.6711610461,0.3449342165,2.0055181038,-0.8931614598000001,-0.132822021,0.40773622340000004,2.3831221319,0.34165454500000003,1.8740556928,0.0348959972,-0.8920146282,2101.3541666667,-9.0,8.0,5842.2916666667,-1.1116904385,0.36635632030000004,-0.8929858483,0.1123515379,0.2400188182
s442,1.008589851063,0.157213848338,1.466615375761,1.833789473684,16.192307692299998,0.1333333333,14.347826087,0.2333333333,-0.0781611551,-0.5839380603000001,1.2081632042,0.0257962809,2.0695841171,-0.2556917879,0.22554794520000002,-2.191981496836258,-2.077170150443121,-6.5559744617677405,-3.09459538756069,2.4843480145,0.2575100467,1.339909499,0.0,0.33333333330000003,8.9583333333,-0.0375,0.0,0.0011666667,-0.2916666667,22.25,0.1303698435,0.0,0.0025775249,1.8215809795,0.1044394074,-0.1387239397,9.3,8.6,0.2002244387,0.0172594545,1.5722311606,0.45798239960000003,0.0833333333,0.9953461675,0.9783691017,-0.6118858827,1.6446285539,1.0338734057,0.030559889200000002,1.4529691141,-1.3199953136,1.8306348181,114.0,-0.4585630845,0.1533472536,5.0,0.7632318497,0.0017736754,0.695666933,0.0020347135000000002,0.2777777778,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3606292526,1.3163650653,0.38721980240000003,1.6393244374,-0.16378572200000002,330.256666666666,2.6542178820079987,0.27889524321399994,1.776667345811001,19.34,88.295,6.841392565969998,0.23066575520000002,2.0,1.089927587872,0.4591851546330002,1.9426653403790013,-0.368859714081,1.4545665501,0.0494010764,2.9220154381,-0.1529732358,0.27329192550000003,-0.0680929394,0.0067525300000000005,1.9948793661000002,0.22302830580000002,0.0073918823,2.061731661,0.1451708977,1.9071384841999999,-0.7540702172,371.0,6.0,4.9,325.036666666665,2.242177702621001,0.26547803059100017,0.4672182388113651,197.6666666667,2.0383887926,0.1275721195,2.0652367874,2.1548397834,0.3198296923,1.5090172044,-1.1489173228,-0.22156658567200008,-0.21064547447400003,1.0346813717409993,0.21175491621499998,1.9030272189059994,-0.39331850793500023,-0.45830846762200034,1699.5666666667,19.0,5.0,2776.5,-0.48007016447300005,0.007378694572000009,-0.46868041854899983,0.1815193471,0.1918970506
s449,1.4422407982,0.2471226943,1.6420333366,3.3,35.7894736842,0.36666666670000003,23.85,0.33333333330000003,-0.1774836373,-1.2144303275000001,3.4140976713,0.3672378244,1.6928324523,-0.7109179372000001,0.2514229452,-3.003674689198805,-3.3133088222595344,-6.022379858592307,-4.630037377566487,3.209855852,0.2808669606,1.4008440377,1.0,0.0,6.6666666667,0.09166666670000001,2.0,-0.0116666667,-1.6666666667,6.5416666667,0.0567621145,2.0,-0.0063497797000000005,-1.7920704846,-0.1263366831,0.8415413553000001,8.6,7.3,1.9828611578,0.3648129605,1.8575185266,-0.3004501277,0.47222222220000004,-0.867454378,-1.5079544414,-0.7558235790000001,2.4891999802,2.0852947281,0.11101496920000001,2.0052913808,-0.8742787237,3.2356769612,294.0,46.0626954627,0.8291899447000001,10.0,0.7626342774,0.0014512173,0.9,0.0020811163,0.8333333333,-6.449609932071972,-5.553730190361736,-4.609202534990781,-1.6008860962,1.9485655906,0.3735950611,1.5489506657,-0.0245851061,515.6666666667,2.5615371611,0.1460167142,2.5050201999,24.0,-8.0,-1.9462782272,0.3871837302,17.0,2.13023322,0.4296543497,2.1968169309,-0.2210060819,3.1431104325,0.4009067921,1.678822979,-0.5909620055,0.45208845210000004,0.10627776230000001,-0.0046478402,7.750563913,0.4802677628,0.20646749860000002,2.4117747405,0.2920736436,1.477565088,-0.7052086485,351.5,7.2,6.2,333.8333333333,3.8800437227,0.337138139,0.5301227942815885,238.8333333333,2.9980672684,0.3096953866,1.6915289675,2.6475547559,0.29390376,2.744859024,-0.6708996162,-0.9834343120000001,0.1154675411,1.5433923795,0.3121085616,1.513281547,-0.0509478639,-0.2673022812,1343.4930555556,11.0,7.0,2510.0,-0.0241661939,0.0741489862,0.6363823823,0.1481889747,0.36252367620000003
s451,1.7780311366000001,0.2821827886,1.7623186671000002,2.8,33.15,0.33333333330000003,21.0526315789,0.36666666670000003,-0.6042832661,-0.4116850334,4.1118758516,0.3593068156,2.6144994693,-1.5228891469999999,0.9062517123,-0.38016042097120245,-1.6655010359705884,-10.70374789485229,-9.056748419636632,4.9487050171,0.2779302513,2.423523505,1.0,0.0,7.1666666667,0.17500000000000002,2.0,-0.0033333333,-4.1666666667,11.2083333333,0.0728125,1.0,0.0014125,-4.446875,-0.2929504469,0.8424824158,8.1,7.7,3.0006509822,0.5988382137,1.8329482076999999,-0.5924648201,0.6388888889000001,-2.1638175456,0.48308639600000003,0.0,5.3201349372,4.0044427745,0.20928168800000002,3.8767577396,-0.7017421781000001,4.5619233948,284.0,59.8991114415,0.8568707964000001,6.0,0.8120998382,0.0008232849000000001,1.0,0.001004076,0.6666666667000001,-8.511264302067358,-7.365900695568905,-6.449609932071972,-0.274521014,1.6658730673000002,0.40442299670000004,2.2544474396,-0.48422761210000004,327.1666666667,3.6513254924,0.3442839196,1.4812187471,12.0,46.0,2.9855971223,0.5720845845,15.0,1.7078201669,0.7008633949,1.876764869,-0.462531517,3.5761705112,0.48045624410000004,1.7290777941000002,-1.4526316689,0.6136919315,0.0688327301,0.004463128,7.304887752,0.6188430231000001,0.2420730396,3.0588483785,0.3130937596,1.8501864526,0.6021526791,334.0,5.1,4.8,282.1666666667,3.2027374107,0.2973433415,0.9527535768718588,254.5,3.1161298414,0.3406582101,1.8192037811000001,2.4497618732,0.3518513521,1.5379057341,-0.39962786510000003,-0.6940884849000001,-0.3897963585,1.7860938583000001,0.3494562295,2.0875829788,-0.1150002017,-0.2838889994,2854.575,-2.0,10.0,5443.25,0.4374843443,-0.2832678384,0.1131443243,0.8526234898,0.4166756709
s453,0.2870658168,0.0591568904,1.7551856124,1.25,23.5,0.2666666667,34.375,0.4666666667,-0.458275776,-0.40690606690000003,3.4380422573000002,0.26156768480000003,3.5070350248,0.0311660672,0.4286258562,-3.3047592591335553,-3.418303475175642,-6.229260624286584,-3.44236657394858,3.8517953112,0.3666114368,1.5051302076000002,0.1666666667,0.33333333330000003,14.7916666667,-0.0208333333,0.0,-0.0008333333,0.2083333333,21.6818181818,0.1528571429,0.0,0.0038857143000000003,0.6714285714,-0.0862998558,0.757841459,6.9,4.1,0.6964512324000001,0.3691031004,1.7102370911,-0.3727743325,0.30638888888500015,-2.1822721417,-1.6452085694,-0.8209008483,2.887653143,1.537809867,0.2448188316,2.1296154279,-1.070541321,3.8243251091,107.0,25.7627506452,0.3968411315,9.0,0.9735351562000001,0.0027045476,0.977734375,0.0030724254000000003,0.3611111111,-1.3862943611198906,-2.067339257049917,-1.3862943611198906,-1.0246138887,1.6456183293,0.39706018400000004,1.9218767744,-0.0604238572,342.1950000000051,2.644652599982998,0.3365509435650002,1.5980614536099995,7.655,93.15,4.139945204587999,0.6563796772,3.0,1.0957548223,0.49814185460000004,1.6126636572000002,-0.35996552730000003,2.6475212797000003,0.4052823112,2.2440690294,-0.8787728973000001,0.3955223881,-0.0351877221,0.0045611829,25.0130943397,0.6623150004,0.0144935753,2.3892013393,0.3318818934,1.8953895032,-0.0927889771,388.5,5.1,4.8,294.0,2.9164915222000003,0.42370259460000004,0.487506257873112,334.3333333333,1.3626711873000001,0.3490681631,1.5043733656,3.1084240274,0.34536603650000003,3.2959782548,-1.0615342646,-0.33470910440799995,-0.23936450720800015,1.2346773642220001,0.248690024689,1.8969690303,-0.3498811355190002,-0.468043520607,1890.2516666667,2.0,8.0,3717.8333333333,-0.4318457481710001,0.09197833400999995,-0.5425661825930002,0.8562071306,0.32643855780000003
s456,1.0731234361,0.2057397815,1.0268801294,1.15,31.8260869565,0.2333333333,17.347826087,0.2333333333,-0.3521502425,-0.3889496465,2.7292878839,0.14484291970000002,3.0405670142,-0.567791856,0.4384417808,-2.2808705152288296,-2.209940355053118,-7.897397115660228,-5.710213338405847,0.8003461183,0.2441755801,1.4175405143,0.5,0.33333333330000003,11.2083333333,0.0625,0.0,0.0045000000000000005,-1.4583333333000001,7.875,-0.0297900262,0.0,-0.0025249344,-0.030183727,-0.2887919463,0.6605201342,7.5,8.4,1.3986923470120007,0.34668621044499986,1.8967178828769997,-0.36505925817100005,0.4444444444,-1.1867884624,-0.7277376445,-0.48589816760000004,2.6550388022,1.5368022145,0.1788509439,1.6395421115,-0.8728782135,2.401900642,114.0,0.0331595576,-0.6040336065,3.0,0.6504592895,0.0013474370000000002,0.6574838638,0.0010097058000000001,0.5,-3.6990849535198307,-2.067339257049917,-1.3862943611198906,-1.7340171325,1.1901532435,0.43110329000000003,1.498168995,-0.056816084100000004,261.0,2.9903330646,0.3259149153,1.9597978555000002,-5.0,170.0,6.241094914359003,0.4490968186,5.0,1.0696454123,0.6527793537000001,1.818703631,-0.4867885414,1.0653530678,0.0428548752,2.4374121698,-0.4966919765,0.3324099723,0.1569694362,-0.0132803031,11.0391080415,0.7297048827,0.0455654427,1.5528615571,0.22536321750000002,1.6201288593,0.0833644506,334.5,6.4,4.9,439.3333333333,1.480838297,0.0671179707,0.6427100321011721,239.3333333333,1.478487085,0.206934795,1.5650627885000001,1.8817185449,0.5042397999,1.4726655806,-1.0352793238,-0.7529226364,-0.1680985859,1.3051509817,0.3661428781,1.4610471904,-0.5349143123,-0.5862551215,1667.3,4.0,9.0,5433.6666666667,-0.5793859897,0.09730671340000001,-0.290284783,0.14533620360000002,0.3308138323
s467,1.3063865968,0.0881892296,1.8316553611000002,2.45,19.4583333333,0.2,35.2380952381,0.30000000000000004,-0.1324944741,-1.1538238538,3.7403755901,0.37953651320000004,1.8583802806,-1.6228107711000002,0.0315359589,-3.39631207522769,-3.2837797087426086,2.934594733350845,-2.5146150917450085,3.3543457701,0.31535284950000003,1.3961002565,0.33333333330000003,0.5,10.0,2.2204460489999999e-16,0.0,1.2576745200000002e-17,-2.2204460489999999e-16,12.2083333333,-0.086547619,2.0,-0.0017714286,-1.4428571429,0.009376104500000001,0.1765506634,2.3,4.5,1.6905980498000002,0.29643892980000003,1.6784680338,-0.7663204258,0.3561111111140001,-0.8954651261000001,-0.3612978156,-0.16358795580000002,2.6278746724,2.1721861135,0.2688831251,1.4178010901,-0.3826890941,3.9238172268,105.0,46.0626954627,0.8291899447000001,10.0,0.7222919464,0.0013473894,1.0,0.001678942,0.5,-1.3862943611198906,-1.3862943611198906,-1.8444397271102142,-2.1242495631,1.3568145122,0.40614074710000003,1.2773210574,-0.1070594777,265.5,2.1263114366,0.3632524334,1.2608315824,-59.5,18.5,0.931030243897,0.49673576290000004,1.0,1.3736429144,0.4243014396,1.7038270746,-1.0260278178,2.3323477365,0.1445725682,3.0016388086,-0.7321674878000001,0.3830845771,-0.017875312,0.00041015800000000004,63.7609200119,0.6993172356,0.0068872943,3.0839766874,0.2921520648,1.8522784803999999,-0.6073219848,425.5,5.8,5.4,354.1666666667,0.9644488007,0.445073612,0.21867762196029303,238.1666666667,2.9515356356,0.3361222944,2.1149558688,2.7376268561,0.337054888,2.0492885337,-1.3086877368,-0.440011358,-0.4882486608,1.4939321913,0.3175061502,1.7637945597,-0.156985924,0.2154185566,2645.3575757576,6.0,6.0,3869.3333333333,-0.9423798352,0.5686472208000001,-0.8100984033,0.4516486635,0.1724203359
s469,1.0203415738,0.305674748,1.3470694254,1.9,30.9090909091,0.2666666667,19.9565217391,0.2333333333,-0.4542686857,-1.2240466318,3.483221486,0.3737976885,1.8516524752999999,-1.3178909219000001,0.06468065070000001,-2.89104835573687,-2.3043846562371226,-5.215924751302064,-3.618814242056373,4.8518998276000005,0.28860632280000004,1.6415792229,0.1666666667,0.33333333330000003,15.4583333333,0.1458333333,2.0,-0.0025,-4.2083333333,18.375,0.1215051503,2.0,-0.0023287786,-1.4192768552000001,0.0893832772,1.0389658639,6.1,5.2,2.4431622439,0.452451743,1.3819319073,-0.449775515,0.31333333333700014,1.2049077492,0.0320000702,0.1910395678,4.9380558016,3.7381469132,0.3376181874,2.6244648041,-1.2890129854999999,3.38738178,182.0,10.925098711,0.2565783653,8.0,0.7059070587,0.0017827435,0.7587882996,0.0018790962,0.5277777778,-1.3862943611198906,-1.3862943611198906,-1.8444397271102142,-1.4692700359,1.940824305,0.4099954662,1.3690570043,-0.5299431457,309.8333333333,3.743250517,0.37980921440000004,1.4865312536,11.5,59.0,-6.3603895082,0.4702995245,12.0,1.8571645675,0.5494880467000001,1.4772462232,-1.1500481508,3.865282267,0.4518783001,1.5479292759,-2.7984060797,0.5220588235,0.1599900668,-0.0069103089,6.8635573121,0.7285170443,0.2303556387,4.4841930151,0.34196511760000003,1.6155123357,-1.1395369537,302.0,5.6,6.0,258.6666666667,5.7577154705,0.3943770662,1.067406932780811,267.6666666667,4.7575227365,0.3204984878,2.2609256603,3.1119686824,0.34621867040000004,2.4767510709,-1.0574040629,-0.4701761318,0.4916505581,2.1844132145,0.34252998500000004,1.6472096448,-0.8133224941,-0.5457163394,2069.5433333333,7.0,8.0,4204.8333333333,0.3838811407,0.7388092502,0.2513447307,0.17599690240000002,0.2465153723
