,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,bickel_titrator.auc_large,bickel_titrator.auc_medium,bickel_titrator.auc_small,BITIHDL,BITIHDM,BITIHDS,bickel_titrator.min_rss_large,bickel_titrator.min_rss_medium,bickel_titrator.min_rss_small,bickel_titrator.num_trials_large,bickel_titrator.num_trials_medium,bickel_titrator.num_trials_small,BISATTII,BISMOTII,BISNPLII,bis11_survey.total,BBASDRIV,BBASFUNS,BBASRWRD,bis_bas_survey.BAS_total,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,columbia_card_task_cold.log_ll,CCTCLOSS,columbia_card_task_cold.num_trials,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,columbia_card_task_hot.log_ll,CCTHLOSS,columbia_card_task_hot.num_trials,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,dietary_decision.log_ll,dietary_decision.num_trials,dietary_decision.prop_healthy_choice,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,discount_titrate.log_ll_glm,discount_titrate.neg_log_ll_nm,discount_titrate.num_trials_glm,discount_titrate.num_trials_nm,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,dot_pattern_expectancy.AX_errors,DPEAYBHD,dot_pattern_expectancy.AY_errors,DPEBXBHD,dot_pattern_expectancy.BX_errors,dot_pattern_expectancy.BY_errors,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,TFEQCGRS,TFEQEEAT,eating_survey.total,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,five_facet_mindfulness_survey.total,FTPSFTP,GNGBIAS,go_nogo.commission_errors,GNGDRPIM,go_nogo.omission_errors,GRTSGRIT,HIRSCOR,holt_laury_survey.beta,holt_laury_survey.neg_log_ll,holt_laury_survey.prob_weighting,holt_laury_survey.risk_aversion,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,KRBHDRL,KRBHDRM,KRBHDRS,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,LCATACTL,LOGCONHD,local_global_letter.global_congruent_errors,local_global_letter.global_error_cost,local_global_letter.global_incongruent_errors,LOGHD,LOGHN,LOGHT,local_global_letter.local_congruent_errors,local_global_letter.local_error_cost,local_global_letter.local_incongruent_errors,LOGSWCHD,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,probabilistic_selection.log_ll,probabilistic_selection.num_trials,PRSPLB,PRSRVS,PRPSLOPE,psychological_refractory_period_two_choices.log_ll,psychological_refractory_period_two_choices.num_trials,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,sensation_seeking_survey.total,SMHD,SMHN,SMHT,shape_matching.negative_priming,shape_matching.positive_priming,shape_matching.prime_trials,SMSIHD,SHFTAC,shift_task.conceptual_responses,shift_task.fail_to_maintain_set,SHFTLR,shift_task.learning_to_learn,shift_task.log_ll,shift_task.model_beta,shift_task.model_decay,shift_task.model_fit,shift_task.model_learning_rate,shift_task.nonperseverative_errors,shift_task.num_trials,shift_task.perseverative_errors,shift_task.perseverative_responses,shift_task.total_errors,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,stop_signal.commission_errors,SSHD,SSHN,SSHT,stop_signal.inhibition_slope,stop_signal.log_ll,stop_signal.num_stop_trials,stop_signal.omission_errors,SSPASS,SSPAS,stop_signal.total_errors,stroop.congruent_errors,stroop.errors,STRHD,STRHN,STRHT,stroop.incongruent_errors,STRSTRHD,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s005,1.5142828456,0.25693914489999997,1.1158685656,1.9,23.2692307692,0.1333333333,580.0,22.2222222222,0.4,375.0,-0.5688061440000001,-1.4515944329,3.5210183185000004,0.4023489738,1.5394559099,-0.3375350914,0.1723433219,0.1648364726,0.11874657529999999,0.0010179561,0.0017600098000000004,0.0079482422,130803209856.20468,35595.534796835,1.5507523007,30.0,30.0,30.0,3.0,3.25,3.6,1.6666666666999999,3.0,3.0,3.6,3.2307692308,2.1428571429,43,4.6516243194,0.29778820429999997,1.2802884717,1.0,0.0,16.0833333333,0.2916666667,3,-68.1992499483,-0.027999999999999997,24,-2.6666666667000003,16.9583333333,0.7415789474000001,3,-73.27870265840001,-0.0172555431,24,-2.8244120941000004,1.0,1.5454545455000002,0.33946628430000003,-60.598810939799996,47,0.2553191489,1.0081751988,9.1,7.1,3.4242513619,0.4603399158,1.8246081208000002,0.2871889106,-13.0413542797,13.370971927200001,36.0,36.0,0.33333333330000003,2.0,2.3333333333,1.5,1.6666666666999999,3.6666666667,5.3333333333,6.166666666699999,6.166666666699999,6.5,4.1666666667,2.3333333333,1.8333333333,3.0,1.5,4.6666666667,2.0,-1.0317344031,1.0,1.2508973441,0.0,0.0,0.33223158610000003,4.6556717651,3.0632838414999997,0.22956005149999997,1.5366234518000002,22.2222222222,0.0,30,29.6296296296,5.833333333300001,6.0,4.5,4.0,3.125,4.2857142857,4.625,158,49,-0.7717910818000001,0.1714285714,3.4406522452,0.0063492063,30,143.0,59.8991114415,6.266420000000001e-05,-8.5507035957,0.8568707964000001,6,1.25,1.5333333333,0.7236789465000001,0.0009836497,0.9180419921999999,0.0013364966000000002,0.5833333333,0.997999499,0.997999499,0.997999499,0.9954988698999999,0.962962963,1.0,1.0,1.0,0.0015811388,0.0015811388,0.0038729833,0.962962963,1.0,1.0,1.0,5,-0.995497918,0.0,-178.0,0.0769230769,2.2037326652,0.5292332165,2.4778820759999998,0.0,,0.0,0.0440700512,5.466666666699999,308.8333333333,3.3880346482,0.2744021378,1.4827082072,27.0,100.5,43,-45.022655987200004,90.0,26.123471733400002,-23.6861105789,0.6566922334,-1300.453796582,199.0,15,1.8098018178,0.4155936869,2.1949660449,-0.31397727210000004,0.6666666667000001,0.5833333333,0.75,0.75,137.0,0.0,0.6000000000000001,0.7000000000000001,0.4,17,2.9362108866,0.4107243637,2.6637762537,-25.0,65.5,0.10431654679999999,-2.0799396649,0.5597014925,143.0,9.0,0.057892993,0.0022924945,-266.1812394748,7.878684459,0.8442439861000001,-165.841696228,0.2180237403,81.0,402.0,96.0,163.0,177.0,4.813492553500001,0.3237651091,1.6803742528,-0.7963686931999999,275.0,6.7,6.1,365.3333333333,4.2597753606,0.37343253579999997,1.3498895766999999,242.0,242.3333333333,0.5055555556,5.7775225373,0.34788091200000004,1.8340792512000001,0.0203581331,-104.9723637083,180.0,0.0261904762,0.33333333330000003,62.07683866560001,0.17,0,0,3.5825593689999997,0.2918222693,2.3089247158,0,-0.997423424,6.5,5.5,7.0,3.5,5.5,29,-0.7265400176000001,-1.1437047266,2.40620351,0.33580230980000003,1.9266946025,0.1094878277,-0.015676671399999998,3.8461538462,3.2,3.3333333332999997,2.1111111111,3.2666666667000004,1994.5166666667,4,10,3262.0833333333003,-0.1656782418,-0.0084840798,-0.22383290670000003,1.4,1.4545454544999998,1.75,1.2857142857,2.75,0.27256981129999996,0.3393247426
s007,0.9259261439,0.2700195026,1.3906269278999999,1.95,30.8636363636,0.2666666667,643.0,35.9523809524,0.30000000000000004,700.0,-0.1156024391,-1.005340705,3.9412606395,0.40039796619999996,2.3336831355000003,-1.0215647695,0.30317636989999996,0.045065924699999996,0.0736472603,0.0059243271000000005,0.0086957397,0.012907226599999998,680561164008.5648,122880.7247947512,9.8999092938,30.0,30.0,30.0,4.0666666667,3.3928571429,3.8666666667,1.8666666666999998,2.75,2.5,4.0,3.1538461538,3.4285714286,42,2.3158909162,0.3179600428,1.5445290424,0.5,0.1666666667,15.916666666700001,-0.008333333299999999,1,-57.7573779667,0.0013333332999999998,24,2.5,16.75,0.15,1,-49.9377965482,-0.0016666667,24,-0.4166666667,1.1666666667,1.2727272726999999,0.1917215995,-64.4413557237,49,0.2040816327,0.8057487034,8.1,4.3,,,,,-5.6436023256,15.9380846644,36.0,36.0,0.0833333333,2.6666666667000003,5.5,2.6666666667000003,4.5,5.1666666667,3.8333333332999997,4.6666666667,4.0,5.0,1.8333333333,3.3333333332999997,4.1666666667,4.3333333333,4.0,6.5,,,,,,,,,,,,50.0,0.0,30,11.1111111111,5.3333333333,5.5,3.125,3.125,3.125,3.1428571429,3.25,124,57,-1.0816155204,0.2857142857,3.2951286846,0.0031746032000000003,23,195.0,59.8991114415,6.266420000000001e-05,-8.5507035957,0.8568707964000001,6,1.1875,1.6,0.6941823959000001,0.00130253,0.8349777222,0.0010820387,0.6111111111,0.9538658187,0.9538658187,0.9538658187,0.9390795958,0.8888888889000001,1.0,0.8888888889000001,0.8888888889000001,0.06403124240000001,0.1265219767,0.0636371852,0.8888888889000001,1.0,0.8888888889000001,0.8888888889000001,2,-1.4097703590000001,0.0,-115.0,0.5,1.1140977136,0.4415820116,1.6100339252000002,0.052631578899999996,-292.0,0.21052631579999997,-0.6697244830000001,4.0,,,,,,,44,,,,,0.538500946,-1310.7662425603999,188.0,11,,,,,0.4166666667,,,0.6666666667000001,113.0,0.2,0.30000000000000004,0.8,0.9,22,2.8458024539999998,0.4876088439,2.5396417927,166.0,-31.0,0.0967741935,-1.4757910811,0.442408377,74.0,10.0,0.0257691031,-0.0002524327,-261.0155720393,16.465464917200002,0.4277884817,-243.2948071163,0.046872982699999996,114.0,382.0,99.0,174.0,213.0,3.6102645647000005,0.32296375,2.0697144535,-0.1729597451,396.5,5.5,4.4,401.1666666667,2.0373819092,0.41049923689999995,1.8557240827,356.5,356.8333333333,0.6000000000000001,1.488911994,0.44056849229999995,1.3101542403,0.007820712300000001,-115.4636148336,180.0,0.1666666667,0.33333333330000003,13.2490016831,0.2966666667,4,6,1.955362347,0.6297483054999999,1.7397245636,2,-0.246906216,3.5,6.0,4.0,4.0,5.0,38,-0.1821120302,-0.1981653586,0.6494991358000001,0.1425558827,2.0821979235,-0.5418548188000001,-0.8559498269,3.7692307692,4.3,2.7777777778,3.0,3.0,2120.49,3,8,5704.166666666701,,,,2.1,1.5454545455000002,3.1666666667000003,1.5714285713999998,3.25,0.44548472899999997,0.41014642689999997
s009,1.2526526222,0.1329129155,1.57327044,2.55,48.181818181800004,0.2666666667,1010.0,30.555555555599998,0.4,520.0,-0.5743673394000001,-0.7328141058000001,3.7182209541000004,0.3146281534,1.3665156136,-1.6930766997000002,0.8992166095999999,0.4418809932,0.0725907534,0.00016512099999999998,0.0007631911999999999,0.011943359399999999,2733346294.5852017,16653.3438121111,1.7577950985,30.0,30.0,30.0,4.4666666667,4.3928571429000005,6.0,2.5333333333000003,2.25,2.75,3.2,2.7692307692,3.1428571429,25,5.2754955968,0.2260402096,1.6904301314,0.6666666667000001,0.1666666667,7.291666666699999,0.20416666670000003,3,-67.506510401,-0.0188333333,24,-3.7916666667,7.083333333300001,0.1957525084,2,-73.92428821109999,-0.0231973244,24,-3.9424749163999997,1.8333333333,1.0,-0.0287443268,-40.689393883,49,0.0,0.4001512859,7.7,4.9,1.899920232,0.3670108186,1.4158751397999998,-1.0387953743,,10.0175368246,36.0,36.0,0.8611111111,3.8333333332999997,2.0,2.3333333333,2.3333333333,3.5,3.0,4.5,3.5,3.5,2.6666666667000003,2.8333333332999997,1.5,3.5,2.8333333332999997,5.0,0.0,-1.0116575379000001,3.0,0.6356731638,0.0,0.0,0.0,5.320134937200001,2.9002235156,0.19127916670000003,1.5509489654,77.7777777778,44.4444444444,49,48.148148148100006,5.0,5.0,2.75,1.75,3.625,2.7142857143,3.375,113,34,-0.5402436899,0.028571428599999997,4.8849203713,0.0,14,266.0,25.7627506452,0.0,0.9984046206999999,0.3968411315,9,1.625,1.4,0.6760320662999999,0.0023875259,0.8853013992000001,0.0027768546,0.5833333333,0.9954988698999999,0.9954988698999999,0.9784630806,0.9954988698999999,0.9259259259,1.0,1.0,1.0,0.0038729833,0.0256124969,0.0038729833,0.9259259259,1.0,1.0,1.0,3,-1.0477533679000002,0.04,-52.5,0.0909090909,1.9782074662,0.3136971398,2.0252897552,0.0,-4.5,0.0714285714,-0.1645152198,3.7333333332999996,204.1666666667,3.7548955232,0.2906491216,2.0529225394,40.0,130.5,33,-25.2948485097,90.0,-0.7816201197,10.4752270244,0.4760700667,-1333.4389734966,199.0,13,1.0092232754000001,0.5193517802000001,2.0450043526,-0.7584526139000001,0.1666666667,0.4166666667,0.4166666667,0.0,78.0,0.7000000000000001,0.9,0.8,0.4,28,3.0093194514999997,0.3318571288,1.5438995181,12.5,3.0,0.1182795699,-1.3266027104,0.6185819071,164.0,15.0,0.0942853347,0.0018678579,-253.70082084740002,5.7362652875,0.6168453969000001,-225.2005135996,0.2653450865,78.0,409.0,78.0,166.0,156.0,3.2965547163999998,0.2260573346,1.4896946697,-0.0929115185,254.5,6.2,5.3,256.3333333333,4.3150242778,0.24056566489999998,1.4312282916999999,160.3333333333,231.6666666667,0.5277777778,3.7674241425,0.25726090890000003,2.8042229797000005,0.0056353068999999995,-117.4682611641,180.0,0.014285714299999999,71.3333333333,63.8797848029,0.16833333329999997,0,2,2.6906641781,0.34225206210000003,1.5237538765,2,-2.2509997596,2.5,3.5,2.5,2.0,4.0,60,-0.3749246725,-0.0009177406,1.2779264553,0.2978560568,1.81592961,-0.2954422685,-1.2686940965,3.0769230769,2.7,3.3333333332999997,3.2222222222,3.6666666667,1241.8333333333,6,10,5413.0833333333,1.3077408289,-0.5791927331000001,0.30202277320000004,2.4,2.0909090909,2.9166666667000003,2.9285714286,2.3333333333,0.1314693092,0.1842408366
s011,1.8216797666999998,0.1908333273,1.6544438760000002,3.0,24.304347826100003,0.23333333329999997,538.0,15.7692307692,0.1333333333,394.0,0.33818771540000003,-0.7265091714,2.8779651002999995,0.35687664960000004,1.5935009169999999,-0.6182895466,0.9062517123,0.5437619863,0.055619863000000005,3.25053e-05,0.00029330830000000004,0.07358105470000001,3605156079.7070813,45913.847306034404,29.3495431383,30.0,30.0,30.0,2.0,2.4285714286,2.2,1.1333333333,2.5,2.5,3.2,2.7692307692,2.8571428571,59,3.9685751484,0.25050175690000004,1.5968205469,0.33333333330000003,0.33333333330000003,10.4583333333,0.0208333333,1,-63.824694756499994,-0.0038333333,24,-2.2916666667,10.4166666667,0.2562656642,3,-67.6345477334,-0.0083308271,24,-2.9235588972000004,1.0,1.1818181818,-0.21701739190000002,-90.77910789,49,0.1632653061,0.35044167,9.3,9.0,1.5999528867,0.4832965193,2.3175496418,-0.6520297124000001,-24.3538186969,19.0374917822,36.0,36.0,0.4166666667,2.0,1.0,2.5,1.0,5.1666666667,7.0,7.0,5.0,7.0,1.0,2.0,1.0,3.0,1.0,7.0,0.0,-1.1604835973,3.0,0.2458313411,0.0,0.0,0.0,5.320134937200001,2.8042134749,0.1063443216,2.6100505270000003,72.2222222222,22.2222222222,35,7.4074074074,7.0,1.0,4.875,5.0,5.0,3.5714285714000003,1.0,152,52,-1.0170844173,0.1714285714,3.9312389163,0.0,40,290.0,25.7627506452,0.0,0.9984046206999999,0.3968411315,9,1.0625,1.2,0.7266063690000001,0.0013082775,0.9,0.0019703727,0.75,0.866,0.8834645520000001,0.8834645520000001,0.866,0.9259259259,0.8888888889000001,0.8888888889000001,1.0,0.25,0.25,0.25,1.0,1.0,1.0,1.0,2,-0.9493522106,0.0,-138.0,0.1333333333,2.233908391,0.390204666,1.6420615908,0.0,169.0,0.14285714289999998,-0.2442438469,6.0,244.1666666667,2.415643598,0.19531112239999998,1.4168278852,17.0,32.0,48,-26.500365125300004,89.0,-13.7549484408,22.9690967823,0.3168698411,-1265.7659098896002,197.0,10,1.8472783231999998,0.6124753385,1.8831358161000002,0.0040303497,1.0,1.0,1.0,0.8333333333,150.0,0.1,0.2,0.6666666667000001,0.0,9,3.2554675742000003,0.4356363809,1.3398072436,-5.0,7.5,0.1039426523,-2.4607238653,0.5147783251,130.0,11.0,0.0545601618,7.56313e-05,-275.45825169470004,9.4391038746,0.5327991817000001,-240.07702731830003,0.23066257329999998,99.0,406.0,98.0,161.0,197.0,3.7154591385000004,0.3095086582,1.2678422704,-1.9668590303,387.0,6.3,7.9,301.6666666667,2.9934951776,0.3328737342,0.859754573,255.0,237.1666666667,0.55,3.6815271291000005,0.3067391436,1.2076621741,0.023802552999999997,-101.5729788908,180.0,0.040476190499999995,-17.8333333333,-15.122923504200001,0.1933333333,1,3,2.4334858739,0.3471840438,1.591047775,2,-1.0805694095,7.0,7.0,7.0,7.0,6.5,72,0.3313436949,0.1681101693,2.6128365147,0.343121557,1.2476184893,-0.7395470082000001,-0.0436811835,4.5384615385,1.9,1.6666666666999999,1.0,2.1333333333,1686.3416666667001,19,4,2352.0,-0.9323890442,-0.1916268687,-0.7276952255,1.0,1.3636363636000002,1.1666666667,1.1428571429,1.25,0.17973338400000002,0.45109789659999994
s012,2.1037673436,0.2760179414,1.5265094323,3.65,30.0769230769,0.1333333333,750.0,30.5454545455,0.2666666667,640.0,-0.17517184460000002,-0.24313063769999999,3.4037524220999997,0.3280120234,2.2193184703999997,-0.6939147756999999,0.1740916096,0.1115599315,0.14586301370000002,0.0010192831,0.010624939,0.0217265625,137571654525.25433,37353.1788109686,5.14037699,30.0,30.0,30.0,4.3333333333,3.3571428571,4.8,2.0666666666999998,2.5,2.0,3.6,2.7692307692,2.5714285714000003,40,2.5825553107,0.24915873149999998,1.2011119727,1.0,0.0,8.625,0.2791666667,2,-77.7646236401,-0.0261666667,24,-4.7916666667,4.4166666667,0.2052600473,1,-73.9057637095,-0.0134751773,24,-2.2192671395,1.1666666667,1.2727272726999999,-0.181201017,-54.87322531189999,49,0.0612244898,0.9406044403,9.0,6.5,2.0866955325,0.46697658579999995,1.8782944472,-0.4807995865,-19.9126292405,13.532766302,36.0,36.0,0.25,3.5,3.1666666667000003,1.1666666667,2.5,4.0,4.3333333333,5.3333333333,4.8333333333,5.0,3.3333333332999997,4.3333333333,2.0,4.0,2.1666666667,5.0,0.0,-0.0777069286,1.0,-0.5272081775999999,3.0,0.0,-0.9092231175,3.5016887022000005,1.8401861665,0.1600786321,1.989712418,38.8888888889,66.6666666667,48,62.962962963,3.5,4.75,4.0,3.625,3.25,2.5714285714000003,1.5,118,38,-1.0816155204,0.2857142857,3.2951286846,0.0031746032000000003,20,217.0,10.925098710999999,0.060867639400000006,0.9214174355,0.2565783653,8,1.0625,1.0,0.5907514930000001,0.0013580401,0.970703125,0.0020802717,0.7222222222,0.9784630806,0.9784630806,0.9784630806,0.9784630806,1.0,1.0,1.0,1.0,0.0256124969,0.0256124969,0.0256124969,1.0,1.0,1.0,1.0,3,-0.2941775285,0.0,-706.0,0.125,1.6258521784000002,0.2937074511,2.4428541238,0.0869565217,-102.5,0.0,-0.4431501729,3.5333333333,348.5,2.4831052143,0.2860772802,1.2805078917,6.0,112.0,46,-35.5799560139,90.0,-20.5666405171,26.8229064585,0.5749289078,-1363.5735342028,194.0,12,1.0421407803,0.4386390678,1.7376499564,-0.8171350042000001,0.25,0.4166666667,0.75,0.4166666667,114.0,0.5,0.8,0.5,0.0,18,3.0911455591,0.4026313917,1.8647816461000002,7.0,3.5,0.102189781,-1.2959175231,0.3665835411,79.0,8.0,0.0689772045,0.00028917490000000004,-255.16654911770001,8.2255207299,0.6742025776,-240.19921780169997,0.1496514705,137.0,401.0,117.0,172.0,254.0,2.5850903724000003,0.260031992,1.7114329528999999,0.0443908323,296.0,6.5,5.2,295.3333333333,3.8581927123,0.2864239507,1.5454995742,297.1666666667,306.0,0.5166666667,2.1540908625,0.31030013019999997,1.3810311202,0.008882865799999999,-115.7483945168,180.0,0.0738095238,8.8333333333,9.3470426632,0.20666666670000003,2,9,1.5472410579,0.34111319970000004,1.6995925761,7,-1.0625602481999998,3.0,5.5,4.0,2.0,2.5,36,0.032653077600000004,-0.1189578285,1.3569084563999998,0.3091898577,1.6798949258000002,0.0491835063,-0.3812189304,4.3076923077,3.1,2.4444444444,1.7777777778,2.2666666667,1787.9242424242002,1,11,3688.25,0.8825150781000001,0.203500879,1.5619455955,2.1,1.8181818182,2.1666666667,1.0714285714,1.3333333333,0.8229371665,0.37785376229999995
s014,0.7549122433000001,0.0357384568,1.3919384468,1.6,11.76,0.1666666667,288.0,12.75,0.0666666667,357.0,-0.2184134787,-1.2321064062,3.3961957206,0.3701147646,1.6747883918000002,-0.1284027909,0.5590325342,0.1543202055,0.0791952055,0.0005559224000000001,0.0647773438,0.0263359375,113325646444.3372,162973.70172493492,21.1995685073,30.0,30.0,30.0,3.0,3.5714285714000003,4.8,1.9333333333000002,3.0,2.25,2.8,2.6923076923,2.8571428571,48,3.1314006912,0.27277372489999996,1.5269520840000002,0.33333333330000003,0.6666666667000001,11.333333333299999,0.0916666667,0,-68.9136347041,-0.0016666667,24,-1.8333333333,6.166666666699999,0.2503735326,3,-71.5922474346,-0.0100149413,24,-2.4951974386,1.0833333333,1.4545454544999998,-0.0027181657,-32.797738341999995,49,0.2857142857,0.6590894145,6.9,6.3,1.1474129418,0.39598583579999996,1.5247931413999998,-1.5083588475999998,,,,,,2.5,2.3333333333,1.8333333333,2.3333333333,3.5,5.3333333333,5.5,4.5,5.1666666667,3.6666666667,1.6666666666999999,2.0,2.5,2.0,2.8333333332999997,0.0,0.08553429,3.0,-1.5153912328,8.0,2.0,-1.4200399192,2.4800550988,1.7121733341999998,0.0864820642,1.860161884,44.4444444444,33.3333333333,37,29.6296296296,4.0,4.0,4.0,3.125,4.0,2.4285714286,2.375,125,36,-0.8005189753,0.2285714286,3.0881574643,0.0095238095,29,125.0,59.8991114415,6.266420000000001e-05,-8.5507035957,0.8568707964000001,6,1.125,1.2,0.6273424149,0.00134547,0.7109272003,0.0018064547,0.4722222222,0.9012813101,0.8834645520000001,0.8834645520000001,0.9538658187,0.8888888889000001,0.8888888889000001,0.8888888889000001,1.0,0.25,0.25,0.06403124240000001,0.9259259259,1.0,1.0,1.0,1,-0.9433666682999999,0.0454545455,-71.0,0.1333333333,1.7994053475,0.48386538590000006,1.3701975055000002,0.2,-91.0,0.22222222219999999,0.13936568770000002,5.0666666667,,,,,,,44,,,,,0.2698720297,-1354.1671169397,194.0,1,1.4305699221,0.39195246409999995,1.9362216841,-0.1397913087,0.5833333333,0.75,0.33333333330000003,0.5833333333,103.0,0.2,0.2,0.30000000000000004,0.0,7,1.5476595383,0.2109173747,2.2804883746,-80.0,-7.0,0.1003717472,-0.42831470369999997,0.3656716418,37.0,3.0,-0.0030216815,-0.0015332032,-262.38636476669996,1.0,0.0,-438.5279108718,0.1,169.0,402.0,86.0,142.0,255.0,2.4557702075,0.3047299959,1.6068639375,-0.5878370851,349.0,6.5,4.9,389.0,2.8023489130000003,0.3628625032,1.3055031919,321.3333333333,336.3333333333,0.5388888889,1.7849415452,0.21791211170000002,1.6686877471000001,0.013837396299999999,-108.9759219543,180.0,0.12619047619999998,15.0,32.2303225806,0.25,0,3,2.8890416931000003,0.39809073009999996,1.67894826,3,-1.8940458937,5.0,4.5,4.5,3.5,3.5,46,-0.17834695220000002,0.26720816680000004,1.3227844892,0.3844382471,1.338121789,-0.222283973,-0.1235013905,2.9230769231,3.0,3.1111111111,3.0,2.8666666667,2717.1904761905,16,5,4030.0833333333003,,,,2.1,2.2727272727,2.25,2.0,2.0833333333,0.4370257158,0.34132697230000003
