"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.auc_large","bickel_titrator.auc_medium.logTr","bickel_titrator.auc_small.logTr","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.prop_healthy_choice","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.hyp_discount_rate_glm.logTr","discount_titrate.hyp_discount_rate_nm","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.commission_errors","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_error_cost","local_global_letter.global_incongruent_errors","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.local_error_cost","local_global_letter.local_incongruent_errors","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.negative_priming","shape_matching.prime_trials","shape_matching.stimulus_interference_hddm_drift","shift_task.conceptual_responses","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.num_cat_achieved.ReflogTr","shift_task.perseverative_errors","shift_task.perseverative_responses","shift_task.trials_pre_first_cat","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT","stop_signal.commission_errors","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stop_signal.inhibition_slope","stop_signal.omission_errors","stop_signal.proactive_SSRT_speeding","stop_signal.proactive_slowing","stroop.congruent_errors","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift_100.0","threebytwo.cue_switch_cost_hddm_drift_900.0","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift_100.0","threebytwo.task_switch_cost_hddm_drift_900.0","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","writing_task.neutral_probability","writing_task.positive_probability"
"s173",1.9588515791,0.2175422947,1.2713972505,3.1,42.35,0.3333333333,29.2777777778,0.4,-0.8651559423,-0.9966900921,3.6859884446,0.3354776831,1.6874377341,-1.3023969621,0.2296780822,-0.662757496023901,-2.26808440550274,-7.00393286487437,-7.77199569058516,2.7048619892,0.2998487208,1.4775401367,1,0,13.375,-0.0041666667,1,-0.0015,-4.4583333333,13.125,0.1250151668,3,-0.0042006067,-5.5748230536,0.2313260514,0.1428571429,0.1962742911,8.1,8.6,2.5252813222,0.3527791742,1.8598625613,-0.0743375673,-4.13271178466222,0.0090285606,0.4444444444,0.9229443953,1.408702294166,0.3298219498,4.6604910377,3.1102925092,0.2427973532,1.3688391944,-0.9575666758,0.1428571429,4.0502743994,286,59.8991114415,0.8568707964,6,0.6947055817,0.0016899769,0.9779907227,0.0029563763,0.6388888889,0.4074074074,-1.1786773485,-82.69,0,2.3331170677,0.4406339104,2.2228591005,-137.405,0,0.0942417253,233.3333333333,3.4475168484,0.3267473965,1.6535176159,-39,40,7.036164887605,0.4556050162,14,1.6345930814,0.4814559497,1.7938186767,-0.7602509998,3.6098300158,0.3859168283,1.4255714103,14,0.125,-2.7878833475,221,0.1204663841,-0.1105263158,0,79,174,20,3.2988414975,0.3047016919,1.3806840457,-0.6456759635,8.5,6.9,236.6666666667,3.8022819849,0.311289053,0.418779422274226,252.6666666667,0.5222222222,2.7644584772,0.3681662692,1.0977702873,0.0250083554,0.0761904762,0.3333333333,5.4006968641,1,2.5440986415,0.3036266421,1.6989756087,-0.5746803014,-0.3871907007,0.6351471531,1.695094981,0.3034769629,1.7078664072,-0.51938522,-1.4251762217,2668.455,7,7,2426.1666666667,0.7791509464,0.1882187386
"s179",1.2406655233,0.2169351839,1.2006015987,2,24.3333333333,0.3,13.7777777778,0.1,-0.3262108277,-0.6690592377,4.6409950443,0.3165569406,3.4419384863,-1.1004405179,0.0861489726,-2.27229507757151,-3.36597735096207,-5.86643981373214,-3.83878865441313,3.9833115353,0.2947597184,1.3701349858,0.6666666667,0,7.6666666667,0.063958333339,1,-0.0076666667,-1.9166666667,13.0416666667,0.2724279402,0,-0.0060534399,-1.1051967179,0.1310675324,0.1836734694,0.8224533663,8.2,6.7,1.8049274506,0.4860347388,1.8478576241,-0.371743,-2.5194916078074,-0.0127941551,0.0555555556,0.628198291,1.285193422779,0,5.3201349372,3.9753480402,0.1702111934,2.2666533105,-0.7122733402,0.1428571429,3.5596877282,174,0.0565860642,0.0011628241,4,0.7517391205,0.0012560644,0.9310546875,0.0029635782,0.6111111111,0.1111111111,-1.0220323634,-228.5,0.125,2.0375735864,0.3745404363,2.2687192222,-175.91,0,-0.5677933807,284,3.3035562292,0.3108149864,1.3905086598,-3.5,12.5,3.021272642798,0.6245385897,9,2.1780623304,0.4906697566,2.1734875972,-0.4870151375,3.9234217908,0.4400788765,2.1717537135,-17,0.0607142857,-1.6388969391,210,0.0903093978,-0.0070175439,0,75,130,24,3.5155405108,0.3880494277,1.2692260943,-0.9838908098,5.5,6.1,215.3333333333,4.3979791342,0.2995567873,1.21712336033824,265.75,0.5166666667,2.8868381171,0.3753439736,1.4708581322,0.0101766467,0.0642857143,18.5,-22.437737743,1,2.5115189193,0.377298795,1.6069162748,-0.5378195066,-0.2304171262,0.0430997568,1.7774852371,0.3448104265,1.323905678,-0.7096852516,-0.3542651072,3027.1666666667,8,7,4603.6666666667,0.8434666487,0.1892791984
"s180",1.4905626352,0.3096890377,1.279675468,2.3915,50,0.3333333333,22.5,0.4666666667,-0.000424222,-1.137315239,2.7114523023,0.2714803889,2.0641749361,-0.5528203935,0.8312517123,-0.717197790343228,-3.18334175963488,-9.79333354404424,-7.48244818255191,3.005007811144,0.277316815183,1.658952335171,0.6666666667,0,11.1666666667,0.0083333333,2,-0.0086666667,-4.25,11.9583333333,0.0138237229,1,-0.0030357378,-3.8820434115,0.0490956249,0.0816326531,0.628456848,8.2,7.3,1.495233607,0.4177690058,1.9070802424,-1.0591254488,-1.89912803901107,-0.0143596279,0.1944444444,0.7905795727,1.5012128066,-0.7548590441,3.810416849,2.5580458059,0.0555173621,2.7891802469,-0.9304295772,0.3142857143,2.8283362605,171,1.2928725743,0.0438060331,4,0.8466796875,0.0021004182,0.88125,0.0021027242,0.7777777778,0.2222222222,-1.2391853314,307,0.125,1.7616838292,0.4339653561,2.049400165,-258.5,0.1052631579,-0.5710842289,419,1.9901989513,0.3257137253,1.2080252519,75,43,13.9610280256,0.5002766904,10,1.5803349409,0.4427402174,2.5289665853,-0.0714762084,2.2791675437,0.4527601935,2.1396116685,62.5,0.0758122744,-0.4591942484,167,0.0789956493,0.3756449948,0.693147180559945,70,131,19,2.155335421,0.353396943,1.9027676948,-0.0332306611,7.3,5.4,415.6666666667,2.1726283739,0.3413392737,0.224109207158491,278.5,0.536166666673,1.6784178533,0.3097862415,1.3150869381,0.0104455993,0.1595238095,16.3333333333,-17.8450230719,0,1.664969106,0.4165707456,1.5847496693,-1.6523622154,-0.440168566,-0.6167340257,1.3306265148,0.3444068453,1.8672320409,-0.1258193311,-0.2085130905,1311.5416666667,11,9,2827.4166666667,0.3047718309,0.1684039546
"s182",1.3364647652,0.0840049034,2.1401060885,3,40,0.4333333333,20,0.3666666667,-0.8528044283,-1.6398357661,2.5362747892,0.3806078197,1.2623494379,-0.9833654806,0.1737517123,-1.64128825101065,-3.0356450065778,-6.90586406844869,-6.43485285530369,3.0973540145,0.281055763,1.2946863412,0.8333333333,0.1666666667,9.5,0.2666666667,2,-0.014,-1.5833333333,11.875,0.0826927206,2,-0.0078711617,-2.8366974447,0.0176935724,0.2040816327,0.8641405047,8.2,6.4,2.239287706,0.4055676744,2.1221282911,-0.7489694254,-3.83196664400167,0.0123653652,0.3611111111,-2.8871624493,-0.2786591382,0.1910395678,4.9380558016,3.2266265253,0.0114170411,2.9362316625,-1.1652624446,0.2571428571,3.6348828618,215,0.0331595576,-0.6040336065,3,0.6351511478,0.001834125,0.8596910477,0.0028326802,0.5277777778,0.2222222222,-0.824113006,25.5,0,1.5064831659,0.4363666888,1.8209307687,-31,0.1538461538,0.0042302301,329.70666666667,2.510858319713,0.31786675636,1.455610284606,24.895,61.54,5.1436069209,0.4925848951,18,1.7268980989,0.5438734613,1.5863288388,-0.2080133234,2.6620357004,0.3914044618,1.3766876077,-9,0.125,-1.4105903483,165,0.0022376666,0.0368421053,0,75,173,19,2.3333970317,0.3232085619,1.076759944,-0.8229282131,6.1,5.9,307,2.5439710096,0.3534749047,0.449739470167646,273.8333333333,0.5166666667,2.7252598481,0.3602915111,1.3793466251,0.0153039605,0.05,4.6666666667,23.0780076628,1,1.6613072993,0.3640589195,1.7398173307,-0.8986985343,-0.2386998339,-0.0431729262,1.40995303,0.33112866,1.7622209363,-0.2747474644,-0.5395311344,1626.2685185185,-4,9,7090.6666666667,0.1561736761,0.1436652515
"s184",1.1401366066,0.0792626318,1.6450001056,2.5,26.6666666667,0.3,23.5882352941,0.4333333333,-0.2696528936,-0.5058090174,4.0972128769,0.333652398,2.3236786116,-0.8015227296,0.1127671233,-2.13463572982769,-3.03655426807425,-6.51219533208064,-5.95076366072102,4.0278196047,0.2114995103,1.5184212362,0.6666666667,0,12.2916666667,-0.0791666667,2,-0.0191666667,-1.625,14.1666666667,0.0764478764,2,-0.0088648649,-2.5212355212,0.1851080822,0.2857142857,1.0199743367,6.9,6.1,1.6106981936,0.3388113277,2.2321726287,-0.0987379979,-4.4413360312783,0.0086184651,0.5277777778,-0.8001281828,0.1035431066,-0.5836083582,3.3887599497,3.1432662941,0.2570668877,1.3345531782,-0.8893284577,0.1142857143,4.1867508355,167,1.2928725743,0.0438060331,4,0.6905380249,0.0012583907,0.8812332153,0.0015112667,0.5,0.6296296296,-2.0177514675,-280,0.5454545455,1.7186097567,0.508931232,1.5108606943,-0.5,0.1428571429,0.0662863809,260,2.6180148826,0.2382921382,1.8366120452,19,168,-5.9223121894,0.5310458561,9,1.5471132253,0.4469487922,1.9640942718,-0.6543435349,2.2666432702,0.387847510479,3.0154764273,-67,0.0851851852,-1.1564208223,160,0.1041447037,0.050877193,0,100,180,16,3.9321334963,0.2705021342,1.8118413196,-0.2453257758,5.5,5.6,229.1666666667,4.4467868424,0.3078744521,0.839228150775193,212.6666666667,0.5333333333,3.5853742353,0.3165493446,2.4947157088,0.0093713105,0.019047619,-24.3333333333,51.3190596745,0,2.75698265,0.2960380761,1.9201466699,-0.5328584572,-1.1844780294,-0.101278928,1.7665461007,0.2589660206,2.1844712625,-0.1058683371,-0.2257082333,1953.5476190476,11,7,3838.75,0.858684755,0.3382495708
"s187",1.2743217702,0.2439794474,1.2685189631,2.15,21.347826087,0.2333333333,25.2380952381,0.3,0.1869385039,-0.6304197545,2.6190649003,0.4424349512,1.6650394298,-1.2392274625,0.2077910959,-1.79029478899603,-1.76154088973594,-8.05887696961801,-5.26845165995014,2.610922829,0.2018317059,1.9248291548,0.6666666667,0.1666666667,5.5416666667,-0.0041666667,1,0.0115,0.625,14.625,0.2063380282,0,0.0097746479,-0.7042253521,-0.025291888,0.1136363636,0.9521105749,8.2,5.2,1.1488168056,0.4446683918,2.0114595658,-1.2486418643,-4.36199234793831,0.0076956662,0.5277777778,-4.0018855183,-1.337113702,-0.5025857176,2.3541509355,1.3025606386,0.1499543958,1.3464356575,-0.6980313333,0.1714285714,3.2931327483,131,46.0626954627,0.8291899447,10,0.6438240051,0.0011541989,0.7064038992,0.0012643378,0.5833333333,0.5925925926,-1.4958343875,-295.5,0.1176470588,1.7113392563,0.4042839202,1.6647200219,-246,0.3333333333,-0.3746559408,334.134999999998,2.602690723408,0.306295199236,1.537710137214,22.18,65.795,-2.7406448445,0.4207572079,8,1.7013431162,0.5727319695,1.5027542468,-0.2233025828,1.9475722296,0.3727997713,2.0958009184,-98.5,0.1231884058,-1.3069511914,92,-0.0175913782,0.1736842105,0,96,141,19,2.6978120248,0.2761465768,1.4575739458,-0.4365249405,4.8,4.5,196.3333333333,2.3562890317,0.3447076583,0.675858620029875,282.8333333333,0.5111111111,2.9118287944,0.3274200414,1.6504622638,0.0159771111,0.0285714286,23,11.8386176362,0,2.3375469717,0.3123962689,2.7990353641,-1.0004634445,-0.8907913104,-0.2518008145,1.1472297276,0.308556602,2.1875298425,-0.0839786615,-0.6512440017,2302.5166666667,10,6,4427.1666666667,0.1391221224,0.2164103357
"s190",0.9310385198,0.2577786276,1.6892728552,1.9,43.0555555556,0.4,20.6363636364,0.2666666667,-0.6233260504,-1.2129087341,4.2962724444,0.3305308182,1.9528504776,-1.2071084081,0.9687517123,-0.42121085586066,-3.35519976158843,-12.3595035844331,-10.3329943601246,6.1614863509,0.2311296767,1.8387131087,0.1666666667,0.5,14.4583333333,0.1625,1,-0.0221666667,0.2916666667,14.75,0.2247687132,3,-0.0136568545,-2.2504205214,-0.0519362703,0.2244897959,0.9893972898,8.2,7.5,2.7180383118,0.4542179677,2.2016160885,-0.5215936528,-5.23487991687258,0.0015551871,0.8055555556,-0.7646425576,-0.8733780972,-0.556638505,2.8875701281,2.0250161563,0.1978733638,2.1643687831,-0.9575666758,0.1428571429,4.0502743994,262,1.2928725743,0.0438060331,4,0.7597427368,0.0013282675,0.9264404297,0.0019763447,0.6666666667,0.6666666667,-1.1136209504,-58,0.4705882353,1.0170997056,0.3800205575,1.3974826062,-209.5,0.4,-0.3912967828,249.5,3.2524847162,0.2251873815,1.476104333,-7.5,149.5,5.0715272357,0.2075183687,7,1.2563539651,0.5334192752,1.5052292906,-0.8929261907,3.9432407812,0.3831975604,1.7097494043,-2,0.0892857143,-1.5194572268,111,0.0142257186,-0.1517027864,0.693147180559945,91,136,18,4.6085379971,0.2808173567,1.6331749297,-1.0050321542,5.2,5.8,218.8333333333,5.8723146518,0.2223630123,1.06997316036315,194.9166666667,0.5222222222,4.6087396546,0.3048738313,2.3429076916,0.0084592985,0.0023809524,2.5,19.5969084147,0,2.9397771386,0.3535625572,1.9059386558,-1.5687090313,-0.111875212,-0.0134654118,1.668260395,0.3256694474,1.5714183655,-0.3438794749,-0.5564798327,2030.8703703704,13,9,4511,0.2295765239,0.1806512524
"s192",1.343640319,0.0202323352,1.8297917363,2.373333333333,53.3333333333,0.5,26.0869565217,0.2333333333,-0.4794114356,-1.6250868791,2.0981572262,0.400384289,1.244807314,-0.4254020604,0.8860933219,-1.19475740584565,-1.24041655499778,-10.4716810238365,-7.31509138631825,2.9236786386,0.281601547531,2.8082309766,0.8333333333,0,9.2916666667,0.0041666667,2,-0.0038333333,-2.625,8.6666666667,0.0899074853,1,-0.00227418,-2.5887300252,-0.2246196172,0.0408163265,0.6776045568,9,7.1,2.2441000467,0.3990701073,1.5510117182,-0.7171011605,-3.36093893790681,-0.0213054183,0.3055555556,-3.7005359071,-2.7679897063,-0.3990162682,2.5723256545,1.9234486609,0.1763930156,1.6919576359,-0.9575666758,0.1428571429,4.0502743994,194,25.7627506452,0.3968411315,9,0.7067736626,0.0011529396,0.9100631714,0.001543699,0.5555555556,0.5925925926,-1.3572908364,-251,0.4285714286,1.5422959287,0.486770924,1.336039796,-102,0.2,-0.0821481061,336.395000000003,2.662750511139,0.32019849519,1.447307695374,26.565,57.225,8.755124898287,0.4514231134,15,1.1720016944,0.4554115119,1.9589696902,-0.5387515889,3.2406462765,0.4074533049,1.8139133459,9.5,0.1007194245,-1.8496975643,177,0.0891833956,0.1368421053,0,84,148,19,3.6686045784,0.326558538,1.4545590864,-0.7662907957,7,6.3,342.1666666667,3.1389450155,0.3454478414,0.861370578905478,294.1666666667,0.5222222222,2.7172270124,0.3550015485,1.2797454008,0.0127560213,0.0619047619,-12.3333333333,41.3713609467,0,2.8670364994,0.3607408149,1.5345087492,-1.2756223617,-0.0358967041,0.0756905987,2.1813649177,0.364690856,1.6689655076,-0.5634936229,-0.5396279509,1746.0972222222,0,12,3312,0.1756917372,0.7448121168
"s196",0.2832780517,0.1081008323,2.3657637751,1.05,25.2173913043,0.2333333333,16.6666666667,0.3,0.2193750511,-0.7680508552,2.938685556,0.3824442644,1.9003297368,0.8311810919,0.1874606164,-2.97915805982444,-3.07762600731979,-6.29472336289458,-4.73964363521354,2.2080908494,0.1686865713,2.1758360593,0.1666666667,0.3333333333,11.875,0.0958333333,0,-0.0018333333,-0.7916666667,1,-2.385244779e-17,0,-1.919037845e-17,1.387778781e-16,0.1315284462,0.25,0.675445071,6.1,4.8,1.138880805185,0.415060285254,1.940463832992,-0.856348726707,-2.47709359812138,-0.0224311316,0.0277777778,-4.6228186971,-5.3355645054,-1.157909896,1.3110153453,0.7985970426,0.1816990763,2.2568565899,-1.1195720593,0.2285714286,3.7262636324,114,46.0626954627,0.8291899447,10,0.8033453941,0.0013641418,0.7555055618,0.0016146833,0.4722222222,0.1851851852,-0.9336208749,-148,0.125,1.4554648295,0.4263411075,2.0218570348,-493,0.1764705882,-0.3154286953,341.8333333333,1.0023228475,0.324238344999,1.6832718229,7.5,-83,-0.254622985942001,0.6142160526,2,1.1008736311,0.6352562919,1.9882734022,0.4275299127,2.0061252563,0.276908711,2.5004510327,40,0.0935251799,-0.6669693759,29,0.0106432542,-0.0051599587,0.693147180559945,92,122,21,2.5256056037,0.3495051498,2.1348863044,-0.1458153105,5.9,5.8,326.496666666664,2.244471421155,0.336909817925,0.588818550168761,239.6666666667,0.5611111111,1.9018984142,0.3836495698,1.8252492688,0.0066872174,0.1261904762,-63.6666666667,119.4703196347,2,2.5441648004,0.4133454864,1.7122775607,-0.6964886441,0.0592776328,-0.5558764271,0.6451231477,0.0664843868,2.024565408,-0.5115166989,0.0842000821,2003.5833333333,12,6,2764.4166666667,0.8524108546,0.3675555504
"s198",1.4909207443,0.1622944599,1.61996866493,2.8,22,0.1333333333,11.3461538462,0.1333333333,-0.0405236032,-0.0304572657,3.6855329875,0.370316025,2.3996559571,-1.2969047589,0.1662962329,-2.51510462830318,-2.56787143126386,-5.80234660481942,-3.60768656507573,2.8405385611,0.2620351929,1.5909932046,0.1666666667,0.5,10,0.0083333333,2,-0.0086666667,-2.8333333333,11.2083333333,0.1046099291,2,-0.007787234,-2.5372340426,0.2809227098,0.1041666667,0.4264218481,7.5,7.5,1.8425320432,0.4568019759,1.828953635,-0.0637357564,-2.73210595657913,-0.0237639305,0.0833333333,-3.9686048438,-3.8878772195,-0.7858538927,2.9206872858,1.6244110433,0.0145850075,2.390858594,-0.7219629751,0.2857142857,2.5758235941,222,7.6113128603,0.3752535483,7,0.7973876953,0.0010951102,0.9426940918,0.0013664415,0.5,0.2222222222,-1.2361144568,-55.5,0.2,1.7095962768,0.4634632057,2.0349252544,-178,0.1875,-0.1592902347,231.8333333333,2.2007385263,0.3927054321,1.6374136758,-10,43.5,-0.2173602091,0.5669396789,9,1.3220350805,0.5643706967,2.1980056803,-0.459636409,2.0432798115,0.4617723491,1.7266036732,-44,0.1046511628,-2.2131803228,223,0.1579487374,0.318627451,1.09861228866811,72,160,18,2.4191691823,0.3381312172,1.3254201372,-0.9682368283,6,5.3,205.5,3.1376502524,0.2314939111,1.02692745363211,213.3333333333,0.5222222222,4.5665135712,0.3277163494,2.4667861835,0.0186759214,0.0071428571,26.6666666667,-9.7876860241,1,2.5025480761,0.3239579679,1.8599099358,-0.7080186617,-0.660499008,-0.29868237,1.6291182223,0.3413285074,2.0313155069,0.358111799,-0.2225498524,2745.25,-1,7,6340,0.1338460237,0.1661284167
"s205",1.4003939852,0.2640713456,1.1349673478,2.05,24.68,0.1666666667,21.6,0.3333333333,-0.6204361558,-0.5825218093,3.0717516616,0.3153911368,1.5209426297,-1.4391751929,0.033744863,-3.19765565619009,-3.12506505725707,-6.75338448952991,-3.50911650777384,5.1728367738,0.2024192069,2.2091488822,0.1666666667,0.5,3.6666666667,0.075,3,-0.004,-1.3333333333,7.4166666667,0.3242857143,3,-0.0058857143,-2.3285714286,0.1675492693,0.1428571429,0.8690508111,7.3,6.8,1.2117940206,0.43917942,1.2819498867,-1.5268523402,-2.65435465800097,-0.0237741171,0.1111111111,-0.6614880145,-0.3259601747,-0.3884511935,3.7790742791,2.815379721,0.2365580571,1.5882318068,-1.4734436219,0.4857142857,3.0185205071,194,59.8991114415,0.8568707964,6,0.6823934555,0.0012969871,0.6636909485,0.0017264613,0.5277777778,0.1851851852,-1.8345803616,40.5,0.3333333333,1.6247839868,0.4302006755,1.4196304761,12.5,0.2222222222,0.0379632388,318.8333333333,2.9681699645,0.311096387,1.04985251,32,17,-6.5524959081,0.3512915611,7,1.3153075758,0.5258168236,1.4706337176,-0.9357764068,2.4709021351,0.3980436846,1.2993453838,-17.5,0.1218637993,-1.9251880878,142,0.0465134945,-0.0773993808,0.693147180559945,82,145,24,4.0032168835,0.2566677876,1.2497943204,-0.941177399,6.6,5.4,263.6666666667,3.9958079589,0.3975629197,0.332412004308212,293.9166666667,0.5166666667,3.4374525892,0.2842592904,1.452537357,0.0087886758,0.0476190476,62.1666666667,48.5274377805,0,2.4176252713,0.271010071,2.0262310029,-1.5207456835,-0.5770978612,0.0158737251,1.3679007884,0.3192355522,1.5829030394,-0.6395400353,-0.3149941708,1430.537037037,-8,9,3891.41900974026,0.5879434263,0.1994950356
"s206",1.6273839594,0.2521521865,1.1716912657,2.45,55.1176470588,0.4333333333,18.3333333333,0.3,-0.5169298946,-1.0765258704,2.2705524634,0.2928686218,1.7285866215,-0.3868423526,0.459119863,-2.60902650131981,-3.14785020381727,-9.14323795293564,-5.29720408647433,1.9175251602,0.1800640559,2.0196368526,0.3333333333,0.5,21.8333333333,0.0083333333,2,-0.0093333333,-4.25,14.0833333333,0.0492176387,1,0.0008307255,-3.6507823613,0.1784028427,0.2244897959,0.6349983168,7.8,7.2,2.8273418197,0.2984755863,1.9226434736,-0.0547880163,-4.07276897813131,0.0111452902,0.3888888889,-0.7777749683,-0.4009091417,-0.1863841214,2.594311476,2.0098076235,0.2058580412,1.6551455305,-0.6842764301,0.3428571429,2.1779086693,219,1.2928725743,0.0438060331,4,0.6650846243,0.0014623336,0.7815998077,0.0021576264,0.75,0.4444444444,-1.8010753297,16,0.6111111111,0.9835930375,0.3587338501,1.6123531481,33,0.2727272727,-0.3584334028,350.565000000004,2.547392742213,0.301539793478,1.4878193204,17.34,67.42,1.367307592305,0.5975134884,15,1.5216084883,0.3231766462,2.1611883834,-0.2574832453,1.7491806722,0.382618901216,2.3659447464,-24.5,0.0869565217,-1.6646954348,66,0.0146197571,-0.0052631579,0,134,162,16,2.2895813942,0.2855207044,1.363149024,-0.9955278058,6.5,6.5,339.8333333333,1.530727399,0.312541577293,0.730189187970024,294.1666666667,0.5388888889,2.197064767,0.2577254933,1.427918309,0.0090216614,0.1,11,60.1299293367,0,2.617742476,0.3025031214,1.5487471913,-1.2633191055,-0.1302608364,-0.3543411837,1.3275349459,0.205687616,1.7837223113,-0.6651912117,-0.4787766604,2095.5916666667,16,7,1941.3333333333,0.8757042006,0.2292489733
"s207",1.1342753283,0.0354182045,2.0345882076,2.3,36.6,0.1666666667,24.8181818182,0.2666666667,-0.1482546088,-1.8630107799,3.1282785053,0.3880238491,1.5310442097,-0.9793489104,0.5352671233,-2.26970689536655,-1.87924418331492,-8.31136793989686,-5.86541500888307,4.3810272046,0.2465955987,1.4858500364,0.3333333333,0.5,5.4166666667,0.05,2,-0.0093333333,-1.5833333333,10.5,0.0935579196,1,-0.0049078014,-2.8144208038,0.3623957303,0.25,0.6406616134,7.1,7,2.6862988066,0.4245843796,1.8270886518,-0.9599534602,-5.67910314020276,0.0036757784,0.7222222222,-1.5301937502,1.3306000282,0.1910395678,4.9380558016,2.3380579667,0.2570097554,1.6121046326,-0.7625664513,0.1142857143,3.9332268227,204,7.6113128603,0.3752535483,7,0.7067550659,0.0014992249,0.9782592773,0.0015825564,0.6388888889,0.6666666667,-1.2121510169,-608,0.3636363636,1.6325591881,0.3158493276,1.7884699777,-92.615,0,-0.1410645224,404.3333333333,3.0840667285,0.2822255236,1.6356539871,11.5,79,10.2598203042,0.5949084623,11,2.2099002155,0.4209637192,1.7544279816,-0.4839655579,3.2424108635,0.3930727902,1.444359883,35,0.0964285714,-1.7994409839,151,0.0960985655,-0.2052631579,0,82,153,23,3.3932745478,0.2659284025,1.1326745871,-1.5034588722,5.9,5.4,276.6666666667,3.4494074732,0.3785664779,0.503809502025587,240.4166666667,0.5333333333,3.4250932492,0.314901036,1.7552066387,0.0038403523,0.0476190476,61.5,55.7038112616,0,3.2694897037,0.3275203326,1.8430113761,-1.1297254713,-0.6293765427,0.2427136639,2.163098444,0.3364654365,1.649261842,-0.1613003787,-0.5094580448,2268.5104166667,7,7,3098,0.7773894067,0.4220925919
