,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTZD,ANTZN,ANTZT,ANTALTZD,ANTALTZN,ANTALTZT,ANTCONZD,ANTCONZN,ANTCONZT,ANTORTZD,ANTORTZN,ANTORTZT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFZD,DRFZN,DRFZT,DRFPINZD,DRFPINZN,DRFPINZT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBZD,DPEAYBZN,DPEAYBZT,DPEBXBZD,DPEBXBZN,DPEBXBZT,DPEZD,DPEZN,DPEZT,DPBIAS,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGZTD,LOGZN,LOGZT,LOGCONZD,LOGCONZN,LOGCONZT,LOGSWCZD,LOGSWCZN,LOGSWCZT,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SHFTAC,SHFTLR,SIMZD,SIMZN,SIMZT,SIMSIMZD,SIMSIMZN,SIMSIMZT,SRTAVRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRZD,STRZN,STRZT,STRSTRZD,STRSTRZN,STRSTRZT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s082,1.8050551799,0.3500014333,1.0974741885,2.45,31.4583333333,0.2,720,23.681818181799997,0.2666666667,506,3.7646795783999996,0.3982015898,1.3182648156,0.6752254669000001,0.0702846342,-0.0268053795,-0.9080163845,0.0190638463,0.1011790361,0.11310224529999999,0.040470368799999996,-0.030455178399999998,0.0002384741,0.0015404434,0.05459375,2.7333333332999996,2.8928571429,4.6,1.5,1.0,2.4,1.8571428571000002,48,5.1589762162,0.29352327559999997,1.1049563585,0.6666666667000001,0.0,5.958333333300001,0.0041666667,1,-0.0038333333,-2.7916666667000003,3.7083333332999997,0.0502525253,2,0.0010606061,-2.0858585859,1.0833333333,1.1818181818,-0.12233371119999999,0.6323626457,8.3,7.3,2.9613563532,0.5215153324,1.6758687704000002,-1.686009305,-0.1010206986,0.6786837935000001,0.22222222219999999,3.1666666667000003,3.5,1.0,1.1666666667,3.3333333332999997,4.6666666667,4.6666666667,5.0,4.1666666667,2.8333333332999997,1.5,3.0,2.0,1.1666666667,5.0,1.5662051552,0.18855836760000003,-0.4068935842,0.3297931103,-0.0904281934,0.05786491050000001,3.0977868292000004,0.2460371898,1.7810950852,0.0,5.320134937200001,11.1111111111,0.0,11.1111111111,5.666666666699999,5.5,4.625,3.875,4.875,3.2857142857,2.5,31,-0.9575666758,4.0502743994,35,233.0,7,1.0,1.0666666667,0.8056304931999999,0.0018937548,0.8680659293999999,0.0021259087,0.6388888889000001,0.0038729833,0.0038729833,0.0256124969,1,2.1026079188,0.6380094699000001,1.8311296021,-0.2400085032,0.0124592831,0.1836537625,-0.268958433,0.1578737817,-0.4463959214,5.4,3.5461318793000003,0.4055542546,1.4628293539,267.3333333333,0.5,115.5,47,6.9779141275,-5.6665655616,0.6319495059,11,0.0833333333,0.6666666667000001,0.25,0.33333333330000003,129.0,0.1,0.2,0.5,0.0,0.3832923833,0.026727515700000003,3.6284861555,0.31000213930000003,1.2664013733,0.3006866978,0.100352815,-0.2951121471,252.0,7.3,5.7,3.7481148645,0.47452041009999996,1.3839986215,260.0,3.8411086343,0.4097604463,1.1023136567,217.5,247.6666666667,30.1666666667,43.8494572462,3.1188204978,0.45606706729999996,1.4601279216999998,0.248500916,0.1186875747,-0.34055195439999997,5.0,6.0,4.5,1.0,1.5,43,3.0,3.0,1.8888888889,2.1111111111,2.0,2231.475,-1,9,6488.333333333299,-0.1516094905,-0.2888056289,-0.1460968297,1.5,1.1818181818,1.0,1.1428571429,1.3333333333,0.6486152767000001,0.5123222555
s083,1.5384940216,0.4566217881,1.0401765665,2.1,38.92,0.1666666667,921,17.363636363599998,0.2666666667,364,1.0019189385,0.5890094437,0.8856037757999999,0.30054335860000003,0.0429732099,0.015866267700000002,-4.1065087454,0.0550270081,-0.1763908163,-0.6178034002,0.1031890547,-0.2805179303,0.0007403777000000001,0.0093823242,0.13905175779999998,2.3333333333,4.5357142857,3.8333333332999997,2.75,2.25,3.2,2.8571428571,36,3.9032219079000003,0.325066118,1.099209715,0.33333333330000003,0.6666666667000001,5.541666666699999,-0.0041666667,1,0.0001666667,-1.4583333333,9.7916666667,0.016799831799999998,1,-0.0010235492,-4.2989907485000005,1.0,1.0,0.0170030038,0.8913356179,7.1,5.9,2.6154626944999997,0.5480001949000001,1.6297995326,-0.0662783562,0.0659599939,-0.2794523789,0.25,2.5,4.1666666667,1.5,1.8333333333,4.8333333333,5.833333333300001,4.0,5.666666666699999,6.166666666699999,3.1666666667000003,3.0,6.166666666699999,3.0,3.0,7.0,-0.6719249926,0.33659022600000005,-0.5255636329,-1.2224551716,0.0252738588,-0.3817995647,1.5065937675999999,0.4203134658,1.2272172651,-0.48135578549999997,1.6949242847,0.0,100.0,70.3703703704,7.0,4.5,4.875,3.875,4.625,3.7142857143,4.5,56,-1.1622509791,3.1338577672000003,34,185.0,7,1.25,1.0666666667,0.8477905273,0.0009738966,1.0,0.0010411182,0.4722222222,0.009797959,0.0256124969,0.0256124969,2,1.3825116543,0.5411666279999999,1.5479552427,-1.8816936361,0.5019889859000001,-0.1048885788,0.2966654197,0.042718342,0.0983875557,4.3333333333,,,,,,,45,,,0.7204340251000001,6,1.0,0.33333333330000003,0.4166666667,0.75,110.0,0.0,0.4,0.7000000000000001,0.2,0.41089108909999994,0.025627925000000003,2.8698835038,0.3666057286,1.2112333777,0.951180835,0.1859531467,-0.5784733040000001,380.0,5.8,5.3,3.2912740114999997,0.3846197271,1.0195854237,317.8333333333,2.4118060845,0.4554082399,0.9624850396,305.1666666667,303.3333333333,-1.8333333333,2.0047333903999998,2.3422288684,0.4403217943,1.2340261863,-1.4768388096,0.0094851234,0.1186911715,6.5,3.0,6.5,4.5,5.0,44,4.6923076923,4.4,2.5555555556,1.5555555556,2.2,2605.4537037037,9,7,2905.3333333333003,-0.5826581418,0.4985975873,-0.2061514877,1.1,1.7272727273,2.3333333333,1.1428571429,1.5,0.2343559896,0.2767393032
s084,0.5818364052,0.3568673572,0.6320071704,1.05,37.277777777800004,0.4,630,31.15,0.33333333330000003,598,3.4055606561,0.4705597172,1.2516822654000002,0.21775432500000005,0.0152429267,-0.07760367500000001,-0.2601603266,0.0265718716,0.0979194377,-0.2387696506,0.028205909100000006,0.0848774836,0.0033494841000000003,0.028026123000000003,0.0811591797,3.4666666667,3.7857142857,3.9,3.0,2.5,4.0,3.5714285714000003,43,3.7944718955,0.2975522903,1.1342988462999999,0.1666666667,0.6666666667000001,11.625,0.0291666667,1,-0.0041666667,-2.5416666667,18.0,0.0312599681,0,-0.0057812714,-1.5881749828999998,1.0,1.8181818182,0.2467294936,0.6542091896000001,5.9,5.8,1.2246238895,0.3398778214,1.4493856980000002,-1.1576951815,0.18467758829999997,-0.8891576422,0.0,1.1666666667,3.6666666667,1.0,3.0,3.8333333332999997,6.0,3.5,5.1666666667,3.5,2.0,1.6666666666999999,2.0,2.5,2.3333333333,5.1666666667,,,,,,,,,,,,44.4444444444,66.6666666667,59.2592592593,5.3333333333,2.0,4.875,5.0,4.125,3.2857142857,2.625,47,-1.0199797456,2.2552282759,35,104.0,9,1.25,1.6666666666999999,0.6555591583,0.0019921078,0.8457717895999999,0.0021987495,0.3888888889,0.158113883,0.158113883,0.25,1,1.7140333938,0.4077373363,0.7426726226,-4.6145058707999995,-0.012698311499999998,-0.06657541360000001,-0.00032729250000000003,0.0126151689,-0.033670685900000004,4.8,,,,,,,41,0.8581946015,1.0256362521,0.5328206152,4,0.75,0.5833333333,0.6666666667000001,0.9166666667,125.0,0.0,0.4,0.5,0.7000000000000001,0.3558897243,0.011884411200000002,2.7738639110000003,0.306578287,0.6544264697000001,-2.2785338544,0.0709457398,-0.38320953539999997,270.5,5.6,4.4,3.4612067186,0.3622246566,0.6927916959999999,344.0,,,,,,,,2.2715328721,0.37593013560000005,1.3803428753,-0.8505493709,0.1429616004,-0.015682316499999998,6.0,6.0,6.5,4.0,4.0,37,4.3846153846,3.0,4.5555555556,2.3333333333,3.4,3252.1458333333003,15,5,3943.75,-0.19543200859999998,0.3885208897,-0.12787757730000002,1.8,2.0,2.4166666667,2.0,2.5,0.8112706842,0.5942283082
s085,1.947049878,0.3323677331,0.9480120213,3.75,47.61904761899999,0.30000000000000004,971,39.0,0.4666666667,594,4.2420344174,0.44327776329999996,1.1699208779999999,-0.4458194314,0.0110910254,-0.0675158885,-0.28656734429999997,0.052884737599999995,-0.1004309381,-0.0059580632000000005,0.0577236328,0.0015148845,0.0017226785,0.011180206299999999,0.1320664063,5.9333333333,4.4642857143,4.7666666667,2.75,3.25,3.4,2.5714285714000003,48,4.8437925431,0.323082421,1.1768554336,0.6666666667000001,0.1666666667,10.2916666667,0.0125,2,-0.0111666667,-2.625,17.8333333333,-0.1415692821,1,-0.0041035058,-1.909015025,1.0,1.0,0.1002739573,1.1614670692,9.3,7.5,2.6219955989,0.3846768022,1.6257387613,-2.2635528537000003,-0.1185336509,0.8566147306,0.11111111109999999,1.6666666666999999,2.6666666667000003,1.5,3.6666666667,4.5,4.0,4.1666666667,5.0,4.8333333333,2.3333333333,1.0,2.6666666667000003,2.3333333333,4.3333333333,5.1666666667,0.647332844,0.2143028562,0.027754828999999998,0.1919223178,-0.0193998427,0.1814028964,3.5274068777,0.28358218900000004,1.5709170326000002,0.0,5.320134937200001,27.7777777778,0.0,25.925925925900003,6.0,5.25,2.0,4.75,4.0,3.0,4.25,44,-0.8075379761,4.3503317988,23,157.0,9,1.125,1.8,0.6433485508,0.0011979283,0.6122137308000001,0.0013118010999999998,0.6388888889000001,0.06403124240000001,0.06403124240000001,0.158113883,3,3.3671471702,0.5042003624,1.5598585873,-0.2719647039,0.0048190639,0.1348366727,0.6436339479000001,0.10182916199999999,-0.2857665426,3.7333333332999996,3.2246044695999996,0.3864005946,1.8245097791,254.5,7.0,234.0,45,-3.7078404868,4.8462615516000005,0.3087063875,12,0.6666666667000001,0.8333333333,0.9166666667,0.9166666667,116.0,0.6000000000000001,0.1,0.4,0.9,0.4,0.0475985258,4.2618349093,0.34715604270000006,1.0782022176000001,-0.8752103968000001,0.0261408257,0.0376745549,349.5,6.5,6.7,3.9388179099,0.5046880047,1.4936771699,273.8333333333,3.5517355398,0.4952837410000001,1.5021195356,235.1666666667,270.3333333333,35.1666666667,75.03928571430001,4.1626279052,0.5518633454,1.2617686586,0.15958179449999998,0.0319905787,-0.0459152277,5.0,6.0,5.5,2.0,6.0,42,3.9230769231,3.4,2.5555555556,2.8888888889,3.2,1738.3777777778,5,8,3663.9166666666997,-0.4793599328,-0.2247401535,-0.7066013898000001,1.8,1.5454545455000002,1.0833333333,1.0,3.5,0.3289153696,0.1420185338
s086,0.8888417474,0.3660079655,1.3230689892,1.3,20.7894736842,0.3666666667,356,18.055555555599998,0.4,305,2.4466497565000003,0.4601751180000001,1.3500980124000002,-0.8007014367,-0.0758616257,0.4109751649,0.1260553979,0.1946613842,-0.9081975108,0.1758532773,0.0789777696,-0.3743692648,0.0013323203,0.0019241179999999998,0.0759648438,3.1333333333,3.1428571429,4.6333333333,1.75,2.5,2.6,2.4285714286,44,2.1423751078,0.31480999789999997,2.0090156376,0.33333333330000003,0.1666666667,15.791666666700001,0.12916666670000002,2,-0.016166666700000002,-3.375,8.0833333333,-0.0135227515,1,-0.0017150182,-1.8549455245,1.1666666667,1.4545454544999998,0.3103200089,0.5942309822,7.2,7.5,1.7457378892,0.6866885758,1.7348091687,-0.8945854482000001,0.18149159399999998,-0.2922231132,0.22222222219999999,1.1666666667,1.3333333333,1.8333333333,2.3333333333,2.8333333332999997,3.8333333332999997,4.5,4.0,4.0,3.1666666667000003,1.3333333333,1.1666666667,2.1666666667,2.5,3.6666666667,-2.231385924,0.4926013219,-0.2303316258,1.5029278343,0.0926042588,-0.5662922823000001,1.5990868172,0.2255999397,1.3003931489,-0.0782505426,3.2247421738999997,33.3333333333,0.0,18.5185185185,4.6666666667,5.0,3.75,3.875,3.875,3.4285714286,3.625,43,-0.8893284576999999,4.1867508355,30,321.0,7,1.0,1.4666666667,0.7515197754,0.0007976451000000001,0.9664916992,0.0015050874,0.44444444439999997,0.009797959,0.009797959,0.06403124240000001,2,2.0496544155,0.7585298937,1.5297672584000002,-0.5183350831,-0.0025433343,-0.48778410130000005,0.20458861760000002,0.1140137799,-0.1745640966,5.0666666667,,,,,,,44,,,0.5751925036000001,3,0.75,1.0,,0.75,122.0,0.0,0.4,0.6000000000000001,0.30000000000000004,0.3975,0.022817095000000003,2.9068157487,0.4119521596,1.5737877368000002,-0.7420325904999999,-0.027013905699999997,0.1446384499,319.5,6.0,5.5,3.3177980943,0.5203319837,1.1405726106,255.8333333333,2.6174831564,0.4911298317,1.0515391506,247.3333333333,352.3333333333,105.0,-5.5032327586,2.2311770812000002,0.6847573043999999,1.5040200242,-0.7883117919,0.1647621058,-0.33814884590000005,5.0,5.0,6.0,2.0,4.5,40,3.7692307692,2.5,3.6666666667,2.6666666667000003,3.2,3250.2296296296004,6,7,3168.6666666666997,0.05306961599999999,-0.30525207330000004,0.0671049845,1.6,2.0,2.1666666667,1.7857142857,2.3333333333,0.334625789,0.2907726251
s089,1.4502927227000002,0.5612551570000001,1.3716475394999998,2.35,22.608695652199998,0.23333333329999997,500,16.8,0.1666666667,411,3.7362223008999997,0.5756931518999999,1.1409063845,-0.28216387870000004,0.0253789504,0.0775831792,-0.38046392450000005,0.0209148018,0.11216903130000001,0.28575909520000004,0.0934326402,-0.0821042206,0.0039603883,0.0329987793,0.1882236328,3.8,3.6071428571,4.2333333333,2.75,2.0,3.6,3.1428571429,39,2.5734766562,0.4293001612,1.5096287443,0.0,0.5,19.75,-0.075,0,-0.012666666699999999,-0.75,11.833333333299999,-0.0090686275,1,-0.0013039216,-2.0441176471,1.0833333333,1.6363636363999998,-0.036500316500000005,0.3551630662,8.5,6.5,1.6090956197,0.7550585327,1.4710894649000001,0.5611293788,0.1333115788,-0.7906848034999999,0.0,2.5,2.0,1.1666666667,2.6666666667000003,4.1666666667,5.833333333300001,6.5,6.5,5.3333333333,4.6666666667,2.1666666667,1.0,1.5,1.6666666666999999,4.3333333333,-0.496763323,0.2192361237,-0.36253602049999994,-0.145742746,-0.0193795246,0.0777104518,2.5988801025,0.5616231029000001,1.3182177935,-0.5629734621,4.194188013,88.8888888889,55.5555555556,85.1851851852,6.833333333300001,4.25,3.5,4.5,2.625,4.5714285714,2.875,55,-1.2083775268,3.5486526974,22,219.0,7,1.0625,1.0,0.6394451140999999,0.0013401079,0.6581768990000001,0.0013052178,0.5,0.0256124969,0.0250316331,0.0256124969,2,1.9332328467,0.5853757909,1.4950975838,-1.1778330369,0.2291818744,-0.5191706787,-0.4067810615,0.0917941128,0.037301061,4.3333333333,,,,,,,46,,,0.6359358781000001,11,0.25,0.6666666667000001,0.33333333330000003,,135.5,0.2,0.2,0.5,0.0,0.3903061224,0.000236539,3.2004067847,0.463212632,1.4357924349000002,-0.8125220704999999,-0.0054894504,0.1171509454,449.5,5.0,4.7,3.7317447079000003,0.4980391962,1.0125268229,473.0,2.5981993238000003,0.47938024590000006,1.0740722253,318.8333333333,346.0,27.1666666667,40.6369604994,2.1723210395,0.5999801788,1.4383533043999999,-0.5641280915,0.2379661691,-0.589365307,6.5,5.5,6.5,2.0,4.0,30,4.0769230769,3.6,4.4444444444,3.0,2.8666666667,2053.0066137566,15,7,4787.5833333333,0.1539671373,0.0953193753,0.0067914575000000005,1.5,1.2727272726999999,1.9166666666999999,1.1428571429,1.5,0.8542763256,0.37742599509999997
s091,1.3897696675,0.294444201,0.8740185429999999,1.65,34.0909090909,0.2666666667,720,21.0526315789,0.3666666667,380,3.7182700079,0.44827751109999997,1.0354674603,-0.6842025776,-0.0503177417,0.3674313042,-0.0791876036,0.0981200436,-0.1542885769,0.25974472060000003,0.018274253799999998,-0.06964365680000001,0.0011686342,0.001537632,0.0329902344,6.333333333300001,3.6785714286,4.9,2.5,2.25,3.4,3.7142857143,49,5.4969792322,0.2991591415,0.7829873302,0.8333333333,0.0,12.833333333299999,0.0666666667,1,-0.0016666667,-1.0,17.25,-0.0523640662,2,-0.008761229300000001,-2.3096926713999997,1.0,1.1818181818,0.0524459772,1.1841357133,7.6,6.5,3.2353457570999997,0.5210261790999999,1.3175345688,-0.3521805568,-0.0375610502,0.3430644853,0.30555555560000003,2.0,2.3333333333,1.3333333333,1.5,3.3333333332999997,4.6666666667,3.1666666667000003,4.8333333333,5.5,1.8333333333,1.6666666666999999,1.5,2.0,1.1666666667,5.0,1.4080446370000002,0.21710233690000003,-0.2324441816,2.2062835866999997,0.0746892554,-0.3905885448,4.0385797059,0.2603351,1.3701325444999999,0.0,5.320134937200001,16.6666666667,22.2222222222,29.6296296296,6.0,2.25,1.75,3.0,3.875,3.1428571429,3.625,47,-0.8893284576999999,4.1867508355,23,222.0,9,1.125,1.0,0.8051666259999999,0.0013351366,1.0,0.0020942295,0.6388888889000001,0.009797959,0.0256124969,0.0256124969,3,0.9892824411,0.4166178059,1.0011283561,-4.0065901862,0.0334643104,-0.2831946824,-0.6859483628,-0.034771672,0.18413373,2.6,4.6012484741,0.3207052177,1.2786360965999999,211.3333333333,-0.5,65.5,39,3.5516423795,0.9660498864,0.5040214336000001,17,0.75,0.5833333333,0.5833333333,0.5,105.0,0.0,0.1,0.2,0.0,0.43734643729999995,0.08469268210000001,5.8510848158,0.3057564195,0.7853449393999999,-0.6024044843999999,0.0360654386,-0.046278581299999996,265.5,4.9,5.3,3.8493121226,0.407470245,0.7360310761000001,274.3333333333,3.3319941122000003,0.3896370538,1.2707424929,225.0,222.3333333333,-2.6666666667000003,131.7209401709,3.5160937554,0.475146375,1.4937808242,-0.5936363661999999,0.0125416906,0.22382484449999998,6.5,5.5,4.5,3.5,4.0,51,3.6923076923,3.3,3.2222222222,2.6666666667000003,2.5333333333000003,1811.1645472582998,17,8,2933.3333333333003,-0.2639778684,-0.2094337083,0.2511170745,2.5,1.9090909091,1.6666666666999999,1.1428571429,1.25,0.4543755474,0.5359600138
s092,1.5440299981999999,0.44013805429999997,1.3902455568,2.9,50.9375,0.4666666667,765,32.1111111111,0.4,545,3.6166846054,0.4585495371,1.1786153181999999,-0.2536507521,-0.032592222500000004,0.2885266251,-0.8199250611000001,0.0921834693,-0.154542379,0.307510204,0.0283432296,-0.28373578,0.0005692798000000001,0.0033625107,0.0264765625,3.4666666667,3.8214285714,4.2333333333,1.75,2.25,3.2,4.0,40,3.8490775341,0.3146305394,1.1182069093,0.5,0.5,13.791666666700001,0.0458333333,2,-0.0101666667,-3.2916666667000003,11.347826087,0.1345993117,2,-0.0091347099,-2.8046951819,1.0,1.0909090909,-0.2870185816,1.205233717,6.4,4.8,2.8386462906,0.5452582993,1.2524801252,-1.0898170998999999,-0.0220976477,0.4001996612,0.3888888889,2.1666666667,3.6666666667,1.3333333333,2.1666666667,4.1666666667,3.3333333332999997,4.6666666667,3.3333333332999997,3.1666666667000003,1.5,2.0,2.1666666667,2.3333333333,2.1666666667,4.0,0.3617354103,0.2148663338,-0.4714410067,2.0710398763,0.0381880977,-0.4270780454,2.8977034572000004,0.33420689270000004,1.1850719907,0.3298219498,4.6604910377,50.0,66.6666666667,37.037037037,5.0,4.25,3.75,1.375,3.25,2.7142857143,2.25,48,-1.2083775268,3.5486526974,22,203.0,6,1.0,1.2,0.7333761692,0.0013795641,0.9477935791,0.0025050339,0.6944444444,0.009797959,0.009797959,0.009797959,2,,,,,,,,,,4.5333333333,3.2366557024,0.3066545106,1.3868130509999999,247.0,3.0,126.0,46,16.4774725675,-12.3481876025,0.6464459263,11,0.33333333330000003,0.0,0.33333333330000003,0.25,116.0,0.1,0.0,0.30000000000000004,0.30000000000000004,0.4250614251,0.050432751500000005,3.8277415845999996,0.3745718364,1.016740606,-0.1721896268,0.0417190291,0.0434611714,355.0,6.5,6.3,4.2949956144999994,0.4247820699,1.0450852044,256.1666666667,3.2603049514999998,0.3706156114,1.05403193,238.1666666667,244.6666666667,6.5,52.64837501270001,2.0169972244,0.4574816438,1.331473,-1.3774251443,0.0996977906,-0.3249641585,6.5,5.5,2.0,1.0,3.0,62,4.0,2.5,4.2222222222,1.7777777778,2.1333333333,2106.6296296296,8,8,3805.8333333333003,0.5719194333000001,-0.3793124576,0.584234082,2.3,1.0909090909,2.4166666667,1.7142857143,2.0,0.8312751778,0.4751914597
s093,1.6036310136,0.43110136810000005,1.223538843,2.25,24.473684210500004,0.3666666667,450,30.0,0.4,510,2.8810293575,0.47779491380000005,1.7152350113,-0.7399984383,0.0038478388,0.0800376774,-0.6068304406,-0.0159861419,0.0646343482,-0.6265992154000001,-0.0364027481,0.34956683250000004,0.0022120888,0.0085203247,0.1342958984,3.5333333333,2.9285714286,3.2666666667000004,2.0,2.0,3.0,3.2857142857,45,2.7729561894,0.2985085053,1.3985512893,0.6666666667000001,0.1666666667,14.958333333299999,-0.07083333330000001,1,-0.0165,-0.5416666667,12.5,0.5843174924,3,-0.0194273003,-7.595551061699999,1.0,1.0,-0.0196251866,0.9373099673999999,8.3,7.6,2.37229328,0.5858735315,1.4986966794999999,-0.8337553179,-0.0599142712,0.17342160380000002,0.027777777799999997,1.8333333333,2.5,1.3333333333,3.6666666667,3.3333333332999997,3.5,5.1666666667,4.0,3.3333333332999997,4.0,2.6666666667000003,1.3333333333,2.5,3.0,3.8333333332999997,0.7646510384999999,0.35000382290000004,-0.1656931318,-1.1691232261,-0.039511102,-0.4374999266,1.7837459968,0.2173978579,1.4486353759000001,-0.7692085920999999,2.0451113905000002,44.4444444444,66.6666666667,62.962962963,4.8333333333,5.0,4.25,1.375,2.5,2.5714285714000003,3.625,41,-1.1227206548,3.2129184158,25,133.0,8,1.0,1.4,0.7454021454,0.0021894911,0.8454101562,0.0020420599,0.4722222222,0.0256124969,0.06403124240000001,0.1265219767,3,1.9391277434,0.5005206684000001,1.6169611448,-0.9807930748,0.3551309472,-0.30376793480000003,-0.5639885483,0.1012321939,-0.6110612428000001,4.4,,,,,,,43,,,0.3339035457,10,0.5833333333,0.4166666667,0.6666666667000001,0.6666666667000001,107.0,0.0,0.7000000000000001,0.6000000000000001,0.5,0.45454545450000006,0.0520772046,3.4787251055,0.34468425880000003,1.1187490187,-0.2870375906,0.043870500199999996,-0.3179654732,427.0,6.0,6.5,4.189103505299999,0.4323849870000001,1.2369671802,318.1666666667,3.940433951,0.4150818308,0.998436635,288.0,318.8333333333,30.8333333333,20.6928209624,3.3754555707,0.458879391,1.349114748,-0.254663503,0.012285438300000001,-0.1153192582,6.5,5.5,5.0,1.5,6.0,59,4.0769230769,4.6,2.6666666667000003,3.7777777778,2.8666666667,1468.8083333333,4,9,4077.75,-0.41100817450000005,-0.5743233178,-0.8202203905000001,2.0,1.0909090909,2.3333333333,1.9285714286,2.5833333333,0.8475502033000001,0.2037607306
s094,1.143717004,0.4362377024,1.2079615981,2.2,50.0,0.5,700,25.0,0.3666666667,450,3.7623932175,0.42306254979999997,0.8837555855,0.30400641710000004,0.047791188000000005,-0.43162076689999995,0.7405137962999999,0.0085190317,0.1319220546,-1.0029436284,0.0755438216,-0.26217451399999997,0.00034568310000000004,0.0007527542000000001,0.0018691406,2.8,2.7857142857,3.4333333333,2.25,2.75,3.4,3.0,44,4.9947840177,0.2566012026,1.1412792932,0.1666666667,0.6666666667000001,7.5,0.075,3,-0.0033333333,-1.5833333333,5.833333333300001,0.20637007079999997,1,-0.0049787664,-1.1954499494,1.0833333333,1.0909090909,-0.36573816659999997,0.24020836559999997,7.7,6.4,2.5232203486,0.4672236788,1.4090517554,0.2122149105,0.1008227913,-0.45980655719999997,0.8333333333,1.6666666666999999,2.0,1.3333333333,4.1666666667,5.0,4.8333333333,6.0,4.8333333333,4.3333333333,2.0,1.6666666666999999,1.8333333333,2.3333333333,5.3333333333,6.666666666699999,0.08349830700000001,0.23875875359999998,0.1878131868,0.0129554104,-0.0543856713,0.207829543,3.7981348114,0.31391653340000003,1.4589433552000002,0.0,5.320134937200001,5.5555555556,11.1111111111,37.037037037,5.0,5.0,4.0,4.0,4.0,4.0,2.75,55,-1.3273158840000001,3.310775983,32,252.0,9,1.0625,1.6,0.7495971680000001,0.0008340883000000001,1.0,0.0013659757999999998,0.5555555556,0.0038729833,0.0038729833,0.0099597577,1,2.4214722972,0.48558989939999997,1.5900027459,-0.17773030580000002,0.0191844547,0.212256412,-0.7874847831,0.05808300900000001,-0.1014001812,4.8666666667000005,3.580804816,0.35245532960000003,0.8551770264,256.6666666667,-18.0,72.0,46,19.4234451361,-10.0494443174,0.4671794118,11,0.5833333333,1.0,0.4166666667,0.8333333333,137.0,0.2,0.5,0.4,0.7000000000000001,0.4039408867,0.0224644491,3.253953263,0.3057686432,0.7949374606999999,-1.6556061337,0.08264731110000001,-0.382620396,253.5,6.6,6.2,4.1759570721,0.4111568068,0.6784584456,233.5,3.8673555799,0.3627208417,0.7885291086,228.6666666667,224.1666666667,-4.5,5.5678616832,3.0444138370999996,0.3330589397,1.2646597367,-1.3063713259,0.0182253249,0.0437891311,6.5,6.0,7.0,5.5,5.5,43,4.3846153846,2.9,4.4444444444,1.6666666666999999,2.9333333333,3505.9958333333,0,7,5659.833333333299,1.2801610297,0.2163928,1.8874429791999998,1.6,1.5454545455000002,2.0,2.0,2.6666666667000003,0.20138454260000002,0.2686613974
