,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s421,2.3451625823,0.2768767506,1.1854482984,2.7,39.0909090909,0.2666666667,22.5,0.4,-0.0736847964,-0.2540530511,3.2874396142,0.3694355194,1.6328693005,-0.5385404025,-7.431091164095845,-6.0639971761511235,4.0031766689,0.2441611612,1.5960334642,0.5,0.1666666667,16.4583333333,0.22916666670000002,2,-0.0045000000000000005,-8.125,15.1666666667,0.0364812942,1,0.0038592518,-6.3073811931,-0.055308833700000004,0.9085467256,8.5,6.7,1.4844257273,0.38984591020000003,1.7671284331,-0.46696434800000003,0.1111111111,-1.9775844803,0.5169620441,-0.5616381195,3.4239749998,2.1954917618,0.1665055092,1.6222760993,-0.6807759697,4.096807786,173.0,8,0.8157928467000001,0.0017959870000000002,0.88671875,0.0016432629,0.5833333333,-4.625581180301964,-4.625581180301964,-2.748384152235016,-0.8576851615000001,2.4178038903,0.3503901069,1.9767642418,-0.5041523388,268.1666666667,3.2437186417,0.4010726591,1.6572306525,31.0,195.0,-2.0755633171,0.3793708562,10,2.0770600162,0.4717276537,2.3466603681000002,-0.3380561864,2.0664113126,0.3533901931,2.3313626252,-0.8895517432000001,0.4187192118,0.028464770900000002,3.6059305806,0.27892301610000003,1.140268364,-1.1907196665,295.0,6.3,5.5,226.6666666667,2.1969477606,0.3052548735,0.437408399950696,236.5,242.5,2.3933093272,0.29971253940000003,1.4260381038,6.0,58.6230042017,3.1884324505,0.2849699865,2.922261353,-1.4382470832,0.055926804100000005,-0.2277854826,1.405199513,0.2602586025,1.5273136348,-1.1927566131,-0.4269338298,2005.8452380952,15,9,2570.6666666667,-0.6808072237,0.2096168343,-0.2952229764,0.85833508,0.517058028
s425,1.8085379943,0.3166214398,1.5608936459,2.65,27.3157894737,0.36666666670000003,33.4090909091,0.2666666667,-0.40654894900000005,-0.6895643847,3.7742290173,0.39600420540000003,1.508580972,-0.7655681902,-7.482449426162087,-7.973354060169115,6.4726281804,0.29237572440000004,1.8837284015,0.5,0.33333333330000003,7.9166666667,0.17500000000000002,3,-0.0046666667000000005,-3.6666666667000003,8.75,0.2971188475,3,-0.013939976000000001,-2.1651860744,0.45905321990000003,0.8203784198,8.2,6.1,2.5386233675,0.41047173670000003,2.4621051224,-0.0600453273,0.5833333333,-0.6904862475,-0.056126092600000003,0.0,5.3201349372,3.4200112571,0.0814122484,4.8439193728,-0.9575666758,4.0502743994,125.0,7,0.8235885620000001,0.0007136634,0.99921875,0.0010976759,0.8055555556,-6.449609932071972,-5.553730190361736,-5.553730190361736,-0.2521170282,1.4779313343,0.6237871700000001,2.2583739508000003,-0.21494209120000002,248.1666666667,4.0386492328,0.3000384712,1.6235687790000002,-10.5,44.0,7.9541336193,0.5446675214,16,2.0353429668,0.4231767182,2.1632246614,-0.46247611650000003,3.4835752278,0.4243186832,1.5807053568,-3.0570552437,0.5392156863,0.11549051810000001,4.5990549137,0.2823575199,1.71318239,-0.624009472,287.0,7.2,5.8,326.8333333333,5.8527793887,0.3608842977,0.3181001173318212,214.8333333333,213.6666666667,4.4879336118,0.3102027297,1.4657483923,-1.1666666667,5.7517823367,3.4169088622,0.3803177487,2.0057606664,-0.5427145812,-0.7543908452,-0.8623282685,2.0703656614,0.3243177367,1.6375394652000002,0.2717551912,1.0112640935,1772.2986111111,0,12,5576.0,-0.40258567040000004,0.4879589896,0.8689904684,0.213998563,0.3581534031
s427,2.0643446321,0.33019847210000003,1.1969947149,3.1,37.7777777778,0.4,28.0,0.30000000000000004,0.1075625647,-1.1590727184,2.8940833123000003,0.40959179910000004,1.1804760697,-0.5874916421,-8.680372338809892,-8.569528080707046,4.7513958435,0.2661837697,1.9545231285,1.0,0.0,10.625,-0.1375,2,-0.0008333333,-0.9583333333,12.3333333333,-0.08094347460000001,0,-0.0026334165,-0.9761014131,0.3064672174,0.8306382164,8.3,7.7,2.1837854193,0.44243463510000003,2.6796311647,0.3383235546,0.8611111111,-3.9880662349,-1.8301097027000002,-0.36754262600000004,3.8033263406,2.5382192382,0.0994148955,1.8176469495,-1.2083775268,3.5486526974,222.0,6,0.7554122925000001,0.0008289222,1.0,0.0012577632000000001,0.5555555556,-8.511264302067358,-8.511264302067358,-8.511264302067358,-0.9265522559,1.9537523648000001,0.4644828814,1.9916862617,0.0553794992,343.5,2.6965243722,0.2726517759,1.1999847296,16.0,48.5,17.1454996007,0.4602496474,13,1.7462676418,0.4026399487,2.189941016,-0.09951191300000001,3.1577928005,0.39366667320000004,2.3698709557,-1.6056212468000002,0.5365239295,0.1199636461,2.7801923136999998,0.3211189539,1.0322584398,-2.4816558517000002,292.0,6.2,6.2,307.6666666667,3.075221266,0.3345270342,0.032053782237372284,289.3333333333,290.5,2.8768863747,0.3069635304,1.0706456798,1.1666666667,3.4022212544,2.5663621495999998,0.32427158170000003,1.7324226180000002,-0.6081057755,-0.3223806824,-0.4684359165,1.828395631,0.29089029050000004,1.9197921112,-0.35608198760000004,-0.26538555210000003,2138.8054761905,10,7,3462.8333333333,-0.1407335412,0.3210174101,0.21241983520000002,0.5467039102,0.5648713336
s430,1.0838646512,0.1976010866,1.5630263494,2.05,29.6153846154,0.1333333333,16.0869565217,0.2333333333,-0.7438578690000001,-1.0814921766,3.4212425769,0.3402404995,2.1971195514,-0.0344320288,-6.351721384087475,-2.495676349776394,2.1810552182,0.25191258580000003,1.4401440961,0.1666666667,0.33333333330000003,12.2916666667,0.0791666667,1,0.0008333333,-4.7916666667,9.0833333333,0.0772717991,3,-0.0036209924,-3.6101694914999998,0.1814291827,0.5479246898,6.5,6.0,0.9729835868000001,0.2770605833,1.8419829188999999,-0.8397615335,0.0,-0.4818743797,0.8567390290000001,0.5536567586,4.21282142,1.9925854015,0.214535301,1.5325861266,-0.6617687581,1.5388063010000002,117.0,5,0.8707984924000001,0.0011463783,0.9746093750000001,0.0013419236,0.4166666667,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7838140541,1.7816974535,0.43714581,2.2798546567,-0.5800048542,335.0,2.0133175384,0.3004417789,1.8586465345,-24.0,181.0,,0.5380925979,7,1.052617434,0.5010591953,1.3823160469,-0.3139329322,2.066674282,0.1446992432,2.6592532823,-1.2648804939,0.4510385757,0.0635900124,2.4468331649,0.2587442616,1.9436668452,-0.3095419049,311.0,5.4,5.3,301.0,2.9199712868,0.3085548697,0.6361804627510208,250.8333333333,250.0,2.7540173432,0.3160239086,2.0896000165,-0.8333333333,60.0858445245,2.0608950459,0.40729062520000003,1.6763010747,-0.6561783605,-0.1769166073,-0.18888054740000002,0.8340692603000001,0.0377481499,2.0547504425,0.3580202012,0.320172685,3032.125,3,3,4066.9,,,,0.4262416183,0.2421250577
s441,0.8403551099000001,0.07454173380000001,1.7348428331,1.8,31.4,0.1666666667,27.1764705882,0.4333333333,-0.39799769620000003,-1.0014195496,3.6230239774,0.32667904210000004,1.932078728,-0.6619387912,-8.423150177764295,-6.990309947322137,3.6186669495,0.285113328,1.4264096173,0.5,0.5,15.0,2.4980018049999996e-16,1,-2.7321894750000005e-17,0.0,11.8333333333,0.0153627312,0,-0.0005088397,-0.1564722617,0.07856859170000001,0.8046398882,8.3,7.3,1.5502624378,0.43975289970000003,2.2132124658,-0.20477363880000002,0.4444444444,-4.339629349,0.37506492140000003,0.1932209246,4.933693088,2.4028368748,0.1925605059,1.6910458522,-0.8893284577,4.1867508355,217.0,7,0.7579256058,0.0013438107,0.79921875,0.0017645508,0.3611111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.3828642705,1.9032645159000001,0.49863720980000004,1.8132071987,-0.48896933200000003,296.6666666667,3.752519856,0.2764506429,2.2464369289,33.5,55.0,,0.8005203462,8,1.3119698084,0.5806216578,2.0871173764,-1.0527897587,2.7975680552,0.3526655998,3.660930736,-0.3968151574,0.4701492537,0.0261794904,3.5360105465,0.3351068642,1.8039199461000002,-0.7714196427000001,323.0,4.7,5.1,280.5,4.4374545207,0.3396775895,0.4507993039274769,211.3333333333,241.6666666667,3.5957005678,0.33269793870000003,1.3610898723,30.3333333333,35.2062643239,2.6726529412,0.3450705824,2.0042434992000002,-0.8948043884,-0.1360896956,0.4095634535,2.3838353795,0.3418240698,1.8732680188000002,0.2205715842,-0.6646077241,2101.3541666667,-9,8,5842.2916666667,-0.8237200849,0.3947217973,-0.4610735206,0.1123515379,0.2400188182
s442,,,,,16.192307692299998,0.1333333333,14.347826087,0.2333333333,-0.0799766199,-0.577090977,1.2116156737,0.0257534326,2.0688173729,-0.25296891860000004,-6.5559744617677405,-3.09459538756069,2.4819131485,0.2575597174,1.3396416934,0.0,0.33333333330000003,8.9583333333,-0.0375,0,0.0011666667,-0.2916666667,22.25,0.1303698435,0,0.0025775249,1.8215809795,0.1044394074,-0.1387239397,9.3,8.6,0.2008920429,0.0173611372,1.5730500362000002,0.46481836790000003,0.0833333333,1.0109469885,0.9872016329000001,-0.6118858827,1.6446285539,1.0326942446,0.0306951305,1.4533624861,-1.3199953136,1.8306348181,114.0,5,0.7632318497,0.0017736754,0.695666933,0.0020347135000000002,0.2777777778,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3580895097,1.3176218268,0.387483691,1.638648311,-0.1714184635,,,,,,,,0.23066575520000002,2,,,,,1.4534134124,0.0491781702,2.9219925707,-0.1515309319,0.27329192550000003,-0.0155280842,2.0554167513,0.14534701460000002,1.9050138160999999,-0.7569401205,371.0,6.0,4.9,,,,,197.6666666667,288.5,2.0363921406,0.127557619,2.0641064368,90.8333333333,30.3768548735,2.1567256459,0.31961288530000004,1.5116769133,-1.1534100299,,,,,,,,1699.5666666667,19,5,2776.5,,,,0.1815193471,0.1918970506
s449,1.4312411334,0.24716029450000002,1.6385194638,3.3,35.7894736842,0.36666666670000003,23.85,0.33333333330000003,-0.1781905037,-1.2078511466,3.413176165,0.367189327,1.6943406933,-0.7121165684,-6.022379858592307,-4.630037377566487,3.20612059,0.28076859130000004,1.3997733921,1.0,0.0,6.6666666667,0.09166666670000001,2,-0.0116666667,-1.6666666667,6.5416666667,0.0567621145,2,-0.0063497797000000005,-1.7920704846,-0.1263366831,0.8415413553000001,8.6,7.3,1.9842364372999999,0.36471711640000004,1.8587305176000002,-0.31482637280000003,0.47222222220000004,-0.8631020066,-1.5095453921000002,-0.7558235790000001,2.4891999802,2.0881113199,0.1110055902,2.0060034573,-0.8742787237,3.2356769612,294.0,10,0.7626342774,0.0014512173,0.9,0.0020811163,0.8333333333,-6.449609932071972,-5.553730190361736,-4.609202534990781,-1.5847468193,1.9498108228,0.3738191786,1.5484011567,-0.0292294885,515.6666666667,2.548416954,0.14678523500000001,2.4863924317,24.0,-8.0,-1.9462782272,0.3871837302,17,2.1317927328,0.4291628712,2.2013356548,-0.2360638683,3.1448106703,0.40092539110000003,1.6783483277,-0.5788810998,0.45208845210000004,0.053672218800000004,2.4127682126,0.29199303530000004,1.4789192947,-0.6999014999000001,351.5,7.2,6.2,333.8333333333,3.8746080479,0.33710515700000004,0.529945209666028,238.8333333333,301.5,2.9974890513,0.309696112,1.6906695826,62.6666666667,80.5816091954,2.6502886977999998,0.2938406528,2.745505873,-0.6656557382,-0.9767285953,0.1106067991,1.5420942529000001,0.3119739973,1.5137739982,0.555292498,-0.1702710205,1343.4930555556,11,7,2510.0,0.0625217023,0.3313580782,1.2968188673,0.1481889747,0.36252367620000003
s451,1.7772701521,0.2823328291,1.7608694998,2.8,33.15,0.33333333330000003,21.0526315789,0.36666666670000003,-0.6090149254,-0.4127815775,4.100161384,0.3601031542,2.6010718122,-1.5158454191000001,-10.70374789485229,-9.056748419636632,4.967144974,0.2774325774,2.4361871201,1.0,0.0,7.1666666667,0.17500000000000002,2,-0.0033333333,-4.1666666667,11.2083333333,0.0728125,1,0.0014125,-4.446875,-0.2929504469,0.8424824158,8.1,7.7,3.0101650328,0.5993585857,1.8312538184,-0.6004280182,0.6388888889000001,-2.1716620589,0.4822705948,0.0,5.3201349372,4.0109563766,0.20874730830000002,3.8874299682,-0.7017421781000001,4.5619233948,284.0,6,0.8120998382,0.0008232849000000001,1.0,0.001004076,0.6666666667000001,-8.511264302067358,-7.365900695568905,-6.449609932071972,-0.2698321602,1.6653324907,0.40435048700000004,2.2512424385,-0.48096652370000004,327.1666666667,3.6655196375,0.344098746,1.4859456491,12.0,46.0,2.9855971223,0.5720845845,15,1.708421066,0.7000840095,1.8806211941000002,-0.4797659933,3.5786839904,0.48031533590000003,1.7294957637000001,-1.4675729759,0.6136919315,0.1058210005,3.0567424739,0.3132201142,1.8512502675,0.6043909225,334.0,5.1,4.8,282.1666666667,3.2057886452,0.297304536,0.9542526503854888,254.5,268.1666666667,3.1194102679,0.3405041261,1.8213231156,13.6666666667,27.9276933149,2.4598846918,0.351411758,1.5443452607,-0.40252175230000004,-0.6913693571,-0.3869981991,1.7864210093000001,0.3495995653,2.087119552,0.1134231113,-0.054868679100000005,2854.575,-2,10,5443.25,1.3053994281999999,0.0523795857,2.0779990158,0.8526234898,0.4166756709
s453,0.28416676900000004,0.059003242500000004,1.7562875251999999,1.25,23.5,0.2666666667,34.375,0.4666666667,-0.4569578771,-0.4021108217,3.438432385,0.2615833244,3.506107096,0.022842972000000003,-6.229260624286584,-3.44236657394858,3.8536479866,0.366730751,1.5052611237,0.1666666667,0.33333333330000003,14.7916666667,-0.0208333333,0,-0.0008333333,0.2083333333,21.6818181818,0.1528571429,0,0.0038857143000000003,0.6714285714,-0.0862998558,0.757841459,6.9,4.1,0.6984349317,0.3687165062,1.7118580895000002,-0.3668814828,0.0,-2.1744855288,-1.6420221020999999,-0.8209008483,2.887653143,1.5431257076,0.2448550065,2.1322010727,-1.070541321,3.8243251091,107.0,9,0.9735351562000001,0.0027045476,0.977734375,0.0030724254000000003,0.3611111111,-1.3862943611198906,-2.067339257049917,-1.3862943611198906,-1.0160717050999999,1.648996634,0.3978679008,1.9217710682,-0.0690424521,301.6666666667,1.8483937148,0.3108351957,1.7428560029,-49.0,1.5,,0.6563796772,3,1.0910473332,0.498043051,1.6120733067000002,-0.3662783336,2.6422723844,0.4056896609,2.2361517476,-0.8747820841,0.3955223881,0.009862417,2.3928624825,0.3320704178,1.8952326591,-0.08814282770000001,388.5,5.1,4.8,294.0,2.9204368052,0.4235048005,0.4883389391978613,334.3333333333,306.0,1.3624331589,0.34905878960000003,1.5046915138,-28.3333333333,119.150948603,3.1086182963,0.3460761234,3.2920209474,-1.0563610241,,,,,,,,1890.2516666667,2,8,3717.8333333333,,,,0.8562071306,0.32643855780000003
s456,1.0713025911,0.2058468589,1.0272881315,1.15,31.8260869565,0.2333333333,17.347826087,0.2333333333,-0.3440811917,-0.39486232460000004,2.7266635685000002,0.14502917340000002,3.0394985394,-0.562054854,-7.897397115660228,-5.710213338405847,0.7988331255000001,0.2442643324,1.4188568182,0.5,0.33333333330000003,11.2083333333,0.0625,0,0.0045000000000000005,-1.4583333333000001,7.875,-0.0297900262,0,-0.0025249344,-0.030183727,-0.2887919463,0.6605201342,7.5,8.4,,,,,0.4444444444,-1.1807648913,-0.7237675136,-0.48589816760000004,2.6550388022,1.5440044516,0.1782245042,1.6437082157,-0.8728782135,2.401900642,114.0,3,0.6504592895,0.0013474370000000002,0.6574838638,0.0010097058000000001,0.5,-3.6990849535198307,-2.067339257049917,-1.3862943611198906,-1.7271777409,1.1885032593,0.4309275925,1.4997860823,-0.054622617500000005,261.0,2.9753824504,0.326357638,1.9509646094000002,-5.0,170.0,,0.4490968186,5,1.0715924332,0.653126084,1.8153319664,-0.49940727300000004,1.0646804724,0.0428808192,2.4352447862,-0.4958018851,0.3324099723,0.041963950900000005,1.5536922434,0.2254919866,1.6222950183,0.0800556298,334.5,6.4,4.9,439.3333333333,1.4804440924,0.0669248249,0.6431138034063991,239.3333333333,299.3333333333,1.4794808124,0.20692961170000002,1.5661813419000001,60.0,9.1486486486,1.8818348775,0.5037678372000001,1.4744080169,-1.0339455024,-0.7537194501000001,-0.170337543,1.3028970678,0.3662206609,1.4609241327,-0.096008065,-0.45493064110000003,1667.3,4,9,5433.6666666667,-0.8518523024,-0.0841209588,-0.8768182927,0.14533620360000002,0.3308138323
s467,1.3075013843,0.0881064617,1.8313089231,2.45,19.4583333333,0.2,35.2380952381,0.30000000000000004,-0.1249047288,-1.1433079297,3.7393507665,0.3797696648,1.8553707454000001,-1.6184086361,2.934594733350845,-2.5146150917450085,3.3521701638,0.3153126928,1.3966633906,0.33333333330000003,0.5,10.0,2.2204460489999999e-16,0,1.2576745200000002e-17,-2.2204460489999999e-16,12.2083333333,-0.086547619,2,-0.0017714286,-1.4428571429,0.009376104500000001,0.1765506634,2.3,4.5,1.6959355858,0.2964323631,1.6779745413,-0.7717062153,0.0,-0.8878275102000001,-0.3549947586,-0.16358795580000002,2.6278746724,2.1689462128,0.2686861287,1.4192063779000001,-0.3826890941,3.9238172268,105.0,10,0.7222919464,0.0013473894,1.0,0.001678942,0.5,-1.3862943611198906,-1.3862943611198906,-1.8444397271102142,-2.1199866258,1.3564064263,0.40619545490000003,1.2763905719,-0.1133422204,265.5,2.1219185122,0.36321127280000004,1.261054606,-59.5,18.5,,0.49673576290000004,1,1.3769255271,0.4244331833,1.7049360175000001,-1.328937817,2.3325641943,0.1445531714,3.0009062,-0.7370951155000001,0.3830845771,-0.0138749124,3.0829419105,0.29233440320000004,1.8511772651,-0.6202940106,425.5,5.8,5.4,354.1666666667,0.9679691353000001,0.4450273986,0.2192407980304072,238.1666666667,245.3333333333,2.9506965948,0.3363812916,2.112784869,7.1666666667,-90.4411106135,2.7341748942,0.33699207410000004,2.0480223705,-1.2993383118000001,-0.4332367375,-0.4791186626,1.4958231285,0.3174969254,1.7642073288,-0.1136784715,0.43554592950000004,2645.3575757576,6,6,3869.3333333333,0.139206714,-0.1808716153,-0.0580795926,0.4516486635,0.1724203359
s469,1.0208923946,0.3056175825,1.3469347642,1.9,30.9090909091,0.2666666667,19.9565217391,0.2333333333,-0.4548752454,-1.2274302391,3.4864194245,0.3737873258,1.8538469381,-1.317012133,-5.215924751302064,-3.618814242056373,4.8500171987,0.28891845920000003,1.6374864050000002,0.1666666667,0.33333333330000003,15.4583333333,0.1458333333,2,-0.0025,-4.2083333333,18.375,0.1215051503,2,-0.0023287786,-1.4192768552000001,0.0893832772,1.0389658639,6.1,5.2,2.4484975834,0.45220925970000003,1.3831554951,-0.45206025450000004,0.0,1.2152795319,0.0322772382,0.1910395678,4.9380558016,3.7327708755,0.33784861800000004,2.6203409302000003,-1.2890129854999999,3.38738178,182.0,8,0.7059070587,0.0017827435,0.7587882996,0.0018790962,0.5277777778,-1.3862943611198906,-1.3862943611198906,-1.8444397271102142,-1.4641228134,1.9393333574,0.40988526610000003,1.3702824994,-0.5373534302,309.8333333333,3.744629194,0.3798502536,1.4854989337,11.5,59.0,-6.3603895083,0.4702995245,12,1.8573798454000001,0.5494336654,1.4775957017999999,-1.167586517,3.8670977497,0.4516999618,1.5505787991000002,-2.8024563968000002,0.5220588235,0.0845964199,4.5058204129,0.341742439,1.6231807735000001,-1.1340574155,302.0,5.6,6.0,258.6666666667,5.7789007814,0.3930080241,1.0770601762789354,267.6666666667,246.6666666667,4.7549968759,0.3205914636,2.2596724924,-21.0,24.7501551831,3.1023974195,0.3474467415,2.461842036,-1.0585623136,-0.46539383430000003,0.49318008010000003,2.1835083892,0.3424740404,1.6470800874,-0.3594203456,-0.6676427598,2069.5433333333,7,8,4204.8333333333,0.9024802764000001,0.57464704,0.658950573,0.17599690240000002,0.2465153723
s471,0.9694117479000001,0.18783466470000001,1.5687298101,1.85,35.0952380952,0.30000000000000004,36.7222222222,0.4,-0.4367617515,-0.9873437738,3.8144618547,0.39633892740000004,2.9987743712,-1.3892678315,-7.250972048920912,-5.915177362591867,3.6370969141,0.2940159766,1.6612042076,0.0,0.8333333333,15.2083333333,0.10416666670000001,0,-0.0021666667,-1.125,19.625,0.1258865248,1,0.0024255319,-2.0921985816,-0.2363561576,0.6028025338,7.5,9.4,2.2941164257,0.3919653282,2.5968619634,0.0860621143,0.0833333333,-2.5371387603,-1.971115447,-0.9092231175000001,3.5016887022,2.4550971871,0.2278077906,1.5494201439,-0.5622446405,3.8597451277,144.0,5,0.7918487549000001,0.0014158977,0.8559463501000001,0.0015126755,0.4444444444,-1.8444397271102142,-2.92008656560793,-2.748384152235016,-0.6718760054,1.2848991096,0.47679167370000003,1.4543907794,0.0330346531,256.5,3.8492396191,0.4026751264,1.5405834765000002,-25.0,-9.0,19.3462317892,0.6017069247,4,1.473363114,0.5243226782,1.8929059688,-0.0153372279,3.0629010204,0.501529863,1.7789934906,-4.3753713299,0.47536945810000003,0.0735524857,4.6513897341,0.2469071824,1.8485357530000002,-2.112709555,372.5,6.3,5.3,,,,,272.0,299.5,3.5626724776,0.3387284332,1.6622348629,27.5,16.1920387712,1.9619106136000002,0.46066292130000003,1.6454790347000001,-1.981134676,-0.4379795087,-1.2145034413,1.205550778,0.3127185831,1.5382536428,0.19385379020000001,0.3951153448,2350.2916666667,3,10,4079.25,-1.5840004000999999,0.3117229681,-0.9303269122000001,0.8775883334000001,0.3509380512
s473,0.9493930951,0.1596705193,2.3177475844,2.15,42.3913043478,0.2333333333,31.2941176471,0.4333333333,-0.6521495123000001,-1.02377724,3.5229664894,0.3449903789,1.8074578157999999,-0.7105879588,-7.909486803677375,-5.485954546265852,2.9048438439,0.2805532103,1.6147638961,1.0,0.0,10.875,-0.0458333333,2,-0.007500000000000001,-3.2916666667,11.7916666667,0.1176190476,1,-0.0120380952,-0.0571428571,-0.3012737123,0.8530298915000001,7.1,8.4,1.8214283997,0.40973014090000004,1.9423537271,-0.1028175728,0.6944444444,-3.7624071872,0.403286319,0.3298219498,4.6604910377,1.9682307358000002,0.005783571,2.1050413023,-0.5749801717,4.308399382,217.0,5,0.7911956787000001,0.0020816544,0.8884689331000001,0.0027746605,0.6666666667000001,-7.365900695568905,-6.449609932071972,-7.365900695568905,-0.5713937017,1.6330331226,0.497030882,1.7425790303,0.08581568710000001,400.1666666667,3.5747518631,0.31846514060000003,1.207975622,30.0,11.0,19.895253874,0.4561239851,18,1.5772986874,0.5307691717,2.0171697513,-0.9347048921000001,2.467680795,0.4150275124,2.2766550675,-1.4379436583,0.4502487562,0.1073896377,2.6120238081,0.2882416009,1.4667347746,-0.8411004768,272.0,6.6,5.3,,,,,228.8333333333,263.0,4.4284079982,0.33068070520000004,1.6729562998,34.1666666667,55.0296610169,2.8652242962,0.3298756491,1.8550463543,-1.3909953819,-0.4006767274,-0.4083310231,1.6634433713,0.3223425063,1.9712920268,0.12047618400000001,0.1765312514,1482.1968614719,17,5,2023.8333333333,0.7153364402,-0.0706579178,-0.0128392894,0.16769827610000002,0.3507380453
