,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTZD,ANTZN,ANTZT,ANTALTZD,ANTCONZD,ANTORTZD,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFZD,DRFZN,DRFZT,DRFPINZD,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBZD,DPEBXBZD,DPEZD,DPEZN,DPEZT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGZTD,LOGZN,LOGZT,LOGCONZD,LOGSWCZD,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPZD,REPZN,REPZT,REPPINZD,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMZD,SMZN,SMZT,SMSIZD,SHFTAC,SHFTLR,SIMZD,SIMZN,SIMZT,SIMSIMZD,SRTAVRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRZD,STRZN,STRZT,STRSTRZD,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32ZD,32ZN,32ZT,32CSCZD1,32CSCZD9,32TSCZD1,32TSCZD9,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s112,1.491754288,-0.33729981700000006,1.0461828470999999,2.25,-31.7083333333,-0.2,720.0,-27.4545454545,-0.2666666667,579.0,3.9704543851999996,-0.34853744369999995,1.4253991273,-0.3238681162,0.34764669670000004,-0.3285970231,-0.0049017523,-0.0235009766,-0.07096191410000001,-3.4,-3.4285714286,-3.8333333332999997,3.75,2.5,3.2,2.5714285714000003,47.0,4.7730909439,-0.2649793912,1.0483660095,0.33333333330000003,-0.5,7.666666666699999,0.1333333333,2.0,-0.009000000000000001,-0.5,15.1304347826,0.5537018509,3.0,-0.0299554777,-3.1652076038,-1.0,1.7272727273,-0.1133747349,-0.45160557409999996,7.5,9.5,2.3668442986,-0.4208933681,1.8009971672,-0.3073725356,0.027777777799999997,3.3333333332999997,3.8333333332999997,1.8333333333,2.3333333333,4.0,4.0,4.5,4.3333333333,4.0,2.6666666667000003,2.1666666667,3.1666666667000003,3.1666666667000003,2.8333333332999997,5.5,0.5744156421000001,-0.1368072894,2.9510175217000003,-0.2213027107,1.6415311162000001,0.9375,50.0,-33.3333333333,-55.5555555556,5.3333333333,5.0,3.875,4.375,3.375,3.4285714286,3.25,48.0,0.8857142856999999,26.0,161.0,5.0,-1.1875,1.6,0.6882799149000001,0.0018032989,0.95,0.0026627253000000004,0.6388888889000001,-0.158113883,-0.06403124240000001,-0.158113883,2.0,2.2079933825,-0.46689875979999995,2.0624504256,-0.14246491220000002,0.4481929947,4.7333333333,3.0292907966000002,-0.3439014603,1.01279578,-301.8333333333,-42.0,53.0,44.0,2.261339314,-0.5548835857000001,0.46298056340000004,12.0,2.1025099197999997,-0.5138710541,2.35373914,0.1985920263,0.6666666667000001,0.4166666667,0.6666666667000001,0.9166666667,123.5,0.4,0.5,0.8,0.7000000000000001,3.6818626169999997,-0.3973497801,1.5294464698,-0.9973731861,0.4987775061000001,0.0986026031,4.2328651027,-0.2722210731,1.0855814534,0.0668629456,233.0,6.8,6.1,2.9368473618,-0.35256203979999995,1.2106002197,-250.6666666667,3.333490433,-0.38320461520000004,1.0846948434,-213.6666666667,-204.3333333333,-9.3333333333,21.993055555599998,3.0311056923,-0.42436135119999996,1.7327912522000002,-0.35768449150000003,6.0,6.0,6.5,2.5,4.0,-41.0,1.8614312918185132,-0.397164776754884,1.555357459100022,-0.7551401595668126,-0.7100930908457492,-0.07894140437317998,0.273268930072339,3.4,3.8888888889,2.2222222222,3.0,1095.1261423761,-25.0,7.0,3092.0833333333003,-2.3558255263,1.7139716400999998,-1.8,-1.7272727273,-1.75,-1.8571428571000002,-2.75,0.22448494289999998,0.4926384454
s114,1.1232723285,-0.49000042439999997,1.4064598606999998,2.15,-50.6666666667,-0.5,710.0,-30.714285714299997,-0.5333333333,400.0,3.1866612251,-0.4760466350000001,1.1156969035,0.2054664943,-0.7153052181999999,0.1161480662,-0.0001369792,-0.00032802010000000003,-0.0009274902,-3.0666666667,-4.0714285714,-4.2333333333,2.75,2.75,2.8,3.0,41.0,3.9185448425,-0.3266259607,1.0983835240000002,1.0,-0.0,11.333333333299999,-0.0666666667,1.0,-0.0026666666999999996,-3.3333333332999997,12.083333333299999,-0.0926041667,2.0,0.0014958333,-3.3177083332999997,-1.0,1.5454545455000002,-0.14285714289999998,-1.0919080919,8.1,7.8,2.1815381115,-0.5701702081000001,2.2749291447,-0.26948316510000003,0.8888888889000001,2.3333333333,2.6666666667000003,2.0,3.5,2.5,4.1666666667,4.6666666667,3.5,3.1666666667000003,2.5,1.0,2.6666666667000003,3.5,4.5,5.0,-1.9426288612,-0.903383522,2.910963827,-0.2495389166,1.1002357409,0.9261363636,38.8888888889,-22.2222222222,-22.2222222222,5.833333333300001,2.25,4.0,3.75,3.0,3.8571428571,3.75,49.0,0.9142857143,28.0,191.0,7.0,-1.0,1.6,0.8469238281,0.0010305459,1.0,0.0007238719,0.6666666667000001,-0.0004,-0.0006324555,-0.0015811388,1.0,2.0093292912000003,-0.47158921090000006,1.9161357068,-0.7518948162000001,0.36074415740000004,5.1333333332999995,3.4020474689999998,-0.389408527,1.0450612738,-386.5,-39.0,90.5,42.0,-2.7351233054,17.403841203699997,0.40501084979999996,16.0,1.9599271562,-0.5114487097,2.1676801755,-0.18596256300000005,0.8333333333,0.6666666667000001,1.0,0.9166666667,121.0,0.2,0.5,0.6000000000000001,0.8,2.8256786295999996,-0.5552907871,1.6015286275,0.18545304129999998,0.3797468354,0.0556798686,3.654257648,-0.3992745151,1.2574701329,0.0364248272,272.0,6.6,5.4,3.1670057195,-0.4368507379,1.4173123661000002,-390.1666666667,3.9158263461,-0.42693443789999996,1.0412968001,-279.3333333333,-274.3333333333,-5.0,15.7986111111,3.3278155973000003,-0.36769802840000004,1.5782946123,-0.7655942284999999,5.0,5.5,6.5,4.0,4.5,-52.0,2.0954888385247266,-0.4762495382937727,1.4762340337415234,-0.20116344453911014,0.20954130352899056,0.19123986913203828,-0.7364333262050402,3.0,3.7777777778,2.3333333333,2.7333333332999996,2805.53125,2.0,8.0,5532.666666666701,-1.8490146369999998,1.2359101640999999,-2.3,-2.1818181818,-2.5833333333,-1.0,-3.0,0.5121754442,0.6783154804000001
s123,0.9579598712,-0.13635230680000002,1.2345980676000001,1.3,-25.5714285714,-0.30000000000000004,532.0,-28.88,-0.1666666667,704.0,2.5903763526,-0.4032268494,0.7272590936000001,-0.9135556173,-0.1309319393,-0.8089521885000001,-0.0002673607,-0.0045248108,-0.1168076172,-4.0666666667,-3.2142857143,-4.2,3.0,2.0,3.0,3.0,40.0,1.6785619416,-0.2594385546,0.8768318273000001,0.0,-0.1666666667,14.958333333299999,-0.2208333333,1.0,-0.0011666667,-3.375,22.0869565217,-0.0346674877,2.0,-0.0071482759000000015,-3.4895320197000004,-1.0,1.4545454544999998,-0.4880753786,-0.6414462781,9.2,6.8,1.3099147498000001,-0.4812920530000001,1.0162757417000001,-0.6882477982999999,0.055555555599999994,2.3333333333,2.8333333332999997,1.6666666666999999,2.5,2.8333333332999997,3.0,3.6666666667,2.5,3.6666666667,2.3333333333,2.5,2.3333333333,5.1666666667,3.5,5.666666666699999,-2.0743260742,-2.3395608172999998,2.4840023571,-0.2966160866,0.990171702,0.6439393939,72.2222222222,-44.4444444444,-40.740740740700005,6.0,3.75,3.0,4.0,3.125,2.8571428571,3.25,49.0,0.8,26.0,147.0,5.0,-1.0,1.6,0.63859272,0.0016944567999999998,0.7497940062999999,0.0021338437,0.3888888889,-0.0636371852,-0.06403124240000001,-0.06403124240000001,6.0,1.545067613,-0.41631373979999997,0.8640405478000001,-1.4078041679,-0.0005115324,4.5333333333,2.3726930598,-0.4028586339,0.7723634779,-257.8333333333,-7.0,18.0,45.0,,,0.3752646685,4.0,0.343476785,-0.2422176719,1.3962314229,0.0208199106,0.5833333333,1.0,0.5833333333,0.9166666667,122.0,0.30000000000000004,0.2,0.4,0.7000000000000001,2.5022779042,-0.4160256157,0.9470719923,-1.9308528735,0.4310344828,0.0358547295,1.3465258891,-0.3098534208,0.8158864954,-2.0411630852,306.0,4.9,4.4,2.3737252063,-0.3956697026,0.7405481951999999,-370.0,2.4622411725999998,-0.3716566254,0.8868269384999999,-246.3333333333,-253.6666666667,7.333333333300001,7.2458333333,2.3040215987,-0.3900833762,1.1753579926,-2.0910898221000003,4.0,5.0,4.0,2.0,2.5,-53.0,1.0962206032795228,-0.4034334690179602,0.861561629124047,-0.2896726341744427,-0.7072389524257114,-0.7533416579692109,-0.4973220130425706,4.0,4.3333333333,2.0,3.2,2438.8729166667003,-13.0,5.0,4646.0,0.2267194672,-0.1959478085,-1.7000000000000002,-1.6363636363999998,-2.25,-2.1428571429,-2.5833333333,0.3547658628,0.1683752471
s128,,,,,-16.875,-0.2,385.0,-14.166666666700001,-0.2,320.0,3.2406786393,-0.4847606777,0.9675424703,1.7263545700999998,-1.7323781773,0.23140915399999998,-0.231593071,-0.0208862305,-0.0189853516,-5.1333333332999995,-3.9642857143,-5.7,2.75,2.5,3.2,3.7142857143,33.0,4.0662805807,-0.3312038339,1.2305954315,0.1666666667,-0.6666666667000001,5.0833333333,0.05,3.0,-0.006666666700000001,-0.75,10.875,0.043577700600000005,2.0,-0.0073253012,-2.2627118644,-1.0833333333,1.0909090909,0.6402580971,-0.4527921196,7.3,7.2,3.1356771892000004,-0.38512109969999997,1.5827026606,-0.2183709317,0.22222222219999999,2.8333333332999997,4.1666666667,2.0,1.1666666667,3.1666666667000003,5.3333333333,5.666666666699999,5.666666666699999,5.5,4.3333333333,1.8333333333,1.6666666666999999,4.0,1.3333333333,3.5,0.159856311,0.8740799454000001,2.7444656201999997,-0.2703299273,1.1640091641,0.9770114943000001,72.2222222222,-66.6666666667,-48.148148148100006,3.5,2.0,2.75,3.75,4.125,3.5714285714000003,1.25,45.0,0.7142857143000001,23.0,212.0,10.0,-1.0625,1.0,0.6460633516000001,0.0009903153,0.90440979,0.0019969699,0.6111111111,-0.06403124240000001,-0.06403124240000001,-0.0099597577,3.0,1.2969113149,-0.5611173303,1.5582756597999998,-0.6205597808000001,-0.991747918,3.8666666667,2.7838662513,-0.4030932097,0.8359876142,-343.6666666667,-28.0,27.0,42.0,,,0.5370140674,13.0,2.3663968757,-0.3440641774,2.0403651589,0.8064210309000001,0.1666666667,0.6666666667000001,0.4166666667,0.25,105.0,0.1,0.4,0.4,0.0,2.9734920444,-0.4282984171,0.9889626246,-2.5576414999,0.5049019607999999,0.057497587999999995,3.5164924093,-0.3734491295,0.8373227172000001,-1.4898019016,330.0,5.8,5.7,2.9310022494,-0.3899236732,0.7094643281,-366.5,3.1731961588,-0.42020945909999996,0.7971748397,-288.8333333333,-330.0,41.1666666667,22.2972222222,2.4346381326,-0.3953998251,1.2878686873,-1.1823099285,5.5,3.0,2.5,2.0,3.0,-40.0,1.8983276530978552,-0.4641349720097204,1.2129545124818089,-0.0547561243228305,0.2136955936072602,0.05190944495296312,-1.061882482709598,2.8,4.0,2.6666666667000003,2.6666666667000003,1992.3074074074,-6.0,6.0,4085.0,0.1717073556,-0.15822400520000002,-2.8,-2.0,-2.5,-2.0,-1.3333333333,0.5120689884,0.404661714
s129,1.1871421455,-0.3354677588,0.8521312427000001,1.55,-27.5714285714,-0.30000000000000004,552.0,-37.7,-0.33333333330000003,711.0,3.5407054887,-0.4802957338,1.0873956092,0.6109484205,-0.38677971829999996,0.6790915962,-0.0001032185,-0.0006163597,-0.2560898438,-4.2666666667,-3.3571428571,-4.0333333333,1.75,2.25,3.6,4.0,42.0,4.3387977044,-0.32308976310000004,0.9919948766,0.5,-0.1666666667,11.625,-0.0958333333,1.0,0.0001666667,-6.958333333300001,6.916666666699999,-0.032683215099999996,1.0,-0.0010260047,-1.0780141844,-1.0833333333,1.5454545455000002,0.3131532952,-0.5796377532,6.3,4.9,2.0824362645,-0.6385214797000001,0.9985619137999999,0.5764787603,0.3611111111,3.1666666667000003,3.0,1.1666666667,3.6666666667,3.1666666667000003,5.0,5.1666666667,5.666666666699999,3.3333333332999997,1.8333333333,1.5,2.6666666667000003,2.0,4.6666666667,5.5,0.9921959006,1.7170176335,3.6259015462,-0.2985150737,1.142649538,0.9886363636,66.6666666667,-55.5555555556,-44.4444444444,3.6666666667,5.5,3.125,1.75,2.75,3.1428571429,4.125,43.0,0.8285714286,19.0,197.0,8.0,-1.125,1.6666666666999999,0.5,,0.9959472656,0.001198879,0.3611111111,-0.0015811388,-0.022315642200000003,-0.0099597577,2.0,1.7019614644,-0.5830880518,1.3329817324,-1.1297316126999999,-0.38262044009999996,4.0666666667,3.0510209305,-0.416080276,0.7859320953000001,-340.1666666667,24.5,8.0,43.0,32.2421398659,-25.219965304699997,0.45106912509999997,12.0,1.1410300543,-0.7362909861,1.2304618384,-0.0204983018,0.5,0.75,0.9166666667,0.6666666667000001,117.0,0.4,0.4,0.8,0.6000000000000001,3.1306632765,-0.45336059,0.9921476877,-1.5236314522,0.4172839506,-0.0193792504,3.9243925089,-0.3320363401,0.6591311490999999,-0.4448678597,344.5,5.8,4.0,,,,,2.7381312839,-0.420507765,0.9219563369,-288.1666666667,-309.0,20.8333333333,15.1319444444,2.0863249377,-0.4647991735,1.3853890665000002,-0.1982806915,4.0,3.5,5.0,2.0,6.0,-34.0,1.7736259846535125,-0.4944401863188074,1.1209425192685438,0.004469364209581883,-0.7419321533083547,-0.8024256675461179,-0.3615721105922873,3.9,3.5555555556,2.4444444444,2.0666666666999998,2180.1018518519,-9.0,8.0,3577.8333333333003,1.324124281,0.0779184371,-2.8,-1.3636363636000002,-1.5,-1.0,-3.0,0.8072834293000001,0.26956558950000004
s131,1.8905585146000001,-0.28887667570000003,0.8530064076999999,2.05,-26.6,-0.1666666667,640.0,-24.238095238099998,-0.30000000000000004,479.0,3.0814658562,-0.4986625963,1.0790436032,-1.050866417,-1.433976156,0.1208680669,-0.0012670715,-0.0802512207,-0.3208642578,-3.5333333333,-3.25,-2.2,2.0,1.25,2.2,2.0,55.0,4.7068872901,-0.3954406272,1.211085633,0.0,-0.33333333330000003,5.0,-0.05,2.0,-0.01,-1.8333333333,11.875,0.4274810765,2.0,-0.0063498738,-1.3113961312,-1.0,1.0909090909,0.033347436099999996,-0.7412209987,7.9,7.3,3.3483072022000004,-0.6185029889,1.4821951303999998,-0.369430145,0.0833333333,1.0,1.5,1.0,1.5,2.8333333332999997,7.0,5.833333333300001,5.1666666667,5.5,3.0,1.0,1.3333333333,3.0,2.0,4.8333333333,-1.8082542159000001,-0.4173907958,4.659776234700001,-0.7117384975000001,1.0395750445,0.9886363636,27.7777777778,-0.0,-11.1111111111,5.0,6.75,3.5,3.5,4.375,3.7142857143,3.5,57.0,0.7111111111,17.0,199.0,4.0,-1.1875,1.0,0.8737045287999999,0.0008780447,0.9306152343999999,0.0009876406,0.5277777778,-0.06403124240000001,-0.25,-0.25,3.0,2.6263386117,-0.6486442509,1.3075188359999999,-0.9482579188,-0.0964895324,5.2666666667,,,,,,,47.0,6.8550300053,-4.4895453369,0.5521626271,8.0,1.6743680094000002,-0.7731985049000001,1.3549491681,-0.07751070510000001,0.5,0.9166666667,0.8333333333,0.9166666667,132.0,0.30000000000000004,0.0,0.2,0.1,3.4878676642000004,-0.5751582479,1.8137584571,-0.6089282666,0.3414634146,0.016891993600000002,5.4078023101,-0.4422236146,0.9788273537,-0.12076989099999999,295.5,5.4,5.5,4.1031654187,-0.4608501075,0.9937540965999999,-422.8333333333,3.2661350388,-0.46207941,1.1369928134,-337.9166666667,-365.3333333333,27.4166666667,-14.3222222222,1.8072843733000001,-0.7247848025,1.2489029132,0.7341175295,4.0,7.0,6.0,1.0,3.0,-54.0,0.94237475836684,-0.5259287957664286,0.9655620288106954,-0.5696519051467965,-0.3708445906360012,0.10216316388243007,-0.4757842801067567,1.9,3.2222222222,1.4444444444,1.4,2163.2,-23.0,6.0,3259.0,0.5667592977,0.6372135066,-2.7,-1.2727272726999999,-1.0833333333,-1.0,-1.0833333333,0.6995827156000001,0.4404997832
s135,0.7920127949,-0.25097573289999997,1.2007082411,1.3,-8.3,-0.0,244.0,-6.04,-0.1666666667,143.0,3.6844840674,-0.46546252109999997,1.5283582935,-0.8584446020000001,0.1832447114,0.3604733606,-0.0001173005,-0.028821167,-2.2216799999999997e-05,-4.1333333332999995,-3.25,-3.5666666667,3.5,2.25,3.6,2.7142857143,57.0,2.4254684865000002,-0.3305355097,1.7717341743,0.5,-0.5,10.375,0.07083333330000001,0.0,0.0051666667,0.2916666667,7.875,-0.012487361,0.0,-0.0009929221,0.2290192113,-1.5833333333,1.7272727273,0.8146497351,-0.2106034576,7.6,2.8,2.8796840952999996,-0.5417414383,1.7233989792000002,0.2256711928,0.0,1.6666666666999999,1.8333333333,1.1666666667,4.0,4.0,5.833333333300001,5.5,5.833333333300001,5.3333333333,3.6666666667,2.1666666667,3.6666666667,2.5,3.0,4.8333333333,1.0793618597,0.5024197005000001,2.1052563667,-0.2944276441,1.3457806796,0.8873563218000001,44.4444444444,-0.0,-59.2592592593,6.5,3.5,4.125,4.25,4.0,4.0,4.625,51.0,0.7650793651000001,32.0,107.0,8.0,-1.375,1.4666666667,0.6998468399000001,0.0011921025,0.7828738212999999,0.001180926,0.33333333330000003,-0.158113883,-0.1265219767,-0.158113883,6.0,1.9175154928,-0.5790308236,1.6351858578,-0.5165391616,-0.2515030512,4.4666666667,,,,,,,46.0,2.3738483490999998,-1.3750494328,0.6569096418,2.0,1.3824788456,-0.5299419381,1.8663698456,0.22210595449999998,0.5833333333,0.75,0.6666666667000001,0.75,133.0,0.2,0.30000000000000004,0.30000000000000004,0.4,2.5448941232,-0.4757602197,1.5703459399000002,0.1062379844,0.5558739254999999,0.07470942080000001,1.9167192024000002,-0.44804130490000005,1.3642894456,0.0700530687,342.0,5.4,5.6,2.5534440816,-0.5812551112000001,1.3923735738,-369.0,1.6633853052,-0.4210555413,1.215321283,-210.3333333333,-361.0,150.6666666667,74.5472222222,2.3203785028,-0.4648289732,1.4609789209,-0.35014525020000004,5.5,7.0,7.0,4.0,5.5,-45.0,0.3376205750086757,-0.380423233084081,1.4677332127586318,0.45242028046173605,-0.2595594978686498,-0.7037841731147754,0.15472620363965686,3.5,3.7777777778,3.0,3.2666666667000004,2198.2037037037,-11.0,7.0,3121.8333333333003,,,-1.3,-1.2727272726999999,-1.75,-1.5714285713999998,-3.0,0.8962352025,0.20416923190000003
s140,0.9381365448,-0.3168841712,1.1656607908,1.6,-21.8518518519,-0.1,550.0,-24.0,-0.1666666667,575.0,3.5665035643,-0.4298420311,1.1951985467,0.6067347409,-1.1742282598,-0.7335334309999999,-0.0005415142000000001,-0.0063910521999999996,-0.0314169922,-4.0,-3.6071428571,-3.8333333332999997,2.0,2.25,2.8,2.7142857143,48.0,3.4786439524,-0.3153080343,1.2372824446,0.1666666667,-0.5,7.916666666699999,-0.0416666667,2.0,-0.0183333333,-1.6666666666999999,6.375,-0.029170879700000006,2.0,-0.0106309403,-2.8159757331,-1.0,1.2727272726999999,0.2701149425,-0.6048214831000001,6.0,5.0,2.0163933006,-0.7168761648,1.3977423241,0.017627534099999998,0.1388888889,1.6666666666999999,3.0,1.1666666667,2.1666666667,2.6666666667000003,4.5,4.0,5.5,4.6666666667,2.6666666667000003,1.6666666666999999,3.1666666667000003,1.5,2.3333333333,3.5,0.9518596383,0.23677834260000002,3.1038012876,-0.4133486132,1.7853151770000002,1.0,33.3333333333,-33.3333333333,-33.3333333333,6.0,2.0,4.0,3.875,4.0,4.0,3.75,44.0,0.9142857143,23.0,166.0,7.0,-1.0,1.1333333333,0.7277178287999999,0.0014794007,1.0,0.0023555868,0.3888888889,-0.0015811388,-0.009797959,-0.0256124969,2.0,1.5712041016,-0.5896898246,1.6111380200999998,-1.0603107813,-0.3517996157,4.4,3.2860875113,-0.3982641082,0.9760487006,-328.8333333333,-33.5,54.0,46.0,4.63996475,-4.2366130235,0.4440443933,6.0,1.2993963054000002,-0.7363494462000001,1.3916376118,-0.7977611603,0.4166666667,0.25,0.1666666667,0.1666666667,120.0,0.2,0.1,0.30000000000000004,0.30000000000000004,2.6361324821000003,-0.5335303936,1.5201562184,0.2531702447,0.5049019607999999,0.0589092645,3.3507707702999996,-0.3942568365,1.3713620433000002,-0.1241404281,291.5,6.4,6.1,3.0739312488,-0.4355419878,0.8887653044,-334.3333333333,2.7916602969,-0.4074967245,0.9309337931,-239.1666666667,-257.3333333333,18.1666666667,58.7722222222,2.5725987719,-0.3559656711,1.7660331770000002,-0.4225944322,6.0,5.5,6.0,2.0,5.5,-41.0,1.3741776589852783,-0.4845804357854106,1.4139295790812978,-0.7906756603545742,0.2266806753735824,-0.3214129380408095,-1.0499324638228058,2.4,2.4444444444,2.4444444444,2.2666666667,1434.9479797979998,-38.0,6.0,2556.25,-0.8367289090000001,0.3522205936,-2.1,-2.0,-2.0,-2.0,-1.9166666666999999,0.1401508039,0.1936424316
s142,1.3887782553999999,-0.45940004450000005,1.083021995,2.25,-23.0833333333,-0.2,534.0,-13.0,-0.2666666667,271.0,3.5817677607,-0.4405651302,1.3855852645,-0.3512223,-0.4391748113,0.1279094638,-0.0001618935,-0.0484897461,-0.030354492200000003,-5.3333333333,-4.8928571429000005,-6.5,4.0,3.0,4.0,1.5714285713999998,36.0,3.5150527495999997,-0.32539250810000003,1.1071868832,0.33333333330000003,-0.6666666667000001,4.7916666667,0.0458333333,2.0,-0.0101666667,-1.125,7.333333333300001,0.035950582,2.0,-0.0226583623,-1.4745762712,-1.0,1.1818181818,-0.31343437469999996,-0.7277996259,6.6,5.7,2.0878447837,-0.4568574251,1.5017851137,-1.7285589485,0.0833333333,3.1666666667000003,1.6666666666999999,1.6666666666999999,5.5,2.8333333332999997,4.5,6.0,4.5,3.0,3.1666666667000003,2.3333333333,2.1666666667,4.5,6.5,5.833333333300001,2.3731382524,1.0975024456,3.0317766548000002,-0.3498431191,1.3665699021000002,0.9772727273,0.0,-0.0,-77.7777777778,6.5,1.25,5.0,4.5,4.5,4.1428571429000005,4.75,51.0,0.8857142856999999,37.0,109.0,8.0,-1.75,2.0,0.7695135117,0.0021706898,0.8,0.0025718289000000003,0.44444444439999997,-0.06403124240000001,-0.158113883,-0.158113883,4.0,1.5036163872,-0.3781646943,1.2329549386,-2.4204170376,-1.206464248,5.666666666699999,3.2558161595999997,-0.4210233785,1.0342401612999998,-287.3333333333,-33.0,34.5,27.0,,,0.5690094626000001,9.0,2.0659182233,-0.6001459203,1.3642351505,-0.2749105555,0.9166666667,0.25,0.5,0.9166666667,132.0,0.7000000000000001,0.9,1.0,1.0,3.4150188217000004,-0.4584286647,1.3251479578,-0.1689629689,0.4226044226,0.0762286152,3.3408455480000003,-0.3696694274,1.164920749,0.5519339407,282.0,6.0,5.6,4.1728310694,-0.434985997,0.9771633157999999,-278.5,2.4180880401,-0.3793765885,1.1779728519,-276.6666666667,-296.5,19.8333333333,-5.1458333333,2.8060897373,-0.4024531822,1.3682571379,-1.2621989697,6.0,3.0,5.0,7.0,7.0,-60.0,,,,,,,,1.7000000000000002,4.2222222222,2.2222222222,4.1333333332999995,1923.7097402597,-3.0,9.0,2994.8333333333003,-0.6248784107,0.1881607591,-1.5,-3.0909090909,-3.0,-3.0,-3.9166666667,0.6321433967,0.4058560122
s145,1.1828502526,-0.3092653422,1.0533345203,1.75,-30.1923076923,-0.1333333333,760.0,-22.6666666667,-0.4,390.0,1.4515711596,-0.4381367758,1.1029908194,0.4330184334,-2.41025294,0.3093378211,-0.0031390551,-0.0205181885,-0.4559423828,-3.7333333332999996,-3.8214285714,-4.2333333333,2.25,2.25,3.2,4.0,33.0,1.9394966476,-0.2309236867,1.0919123829000001,0.33333333330000003,-0.33333333330000003,6.208333333300001,0.0125,2.0,-0.0041666667,-1.9583333333,21.2916666667,-0.1552380952,3.0,-0.0097428571,-2.5642857143,-1.0,1.0909090909,-0.40549062469999997,-0.6374337846,6.1,5.5,1.6044179549000002,-0.5776524074,1.4850418455,-0.6940420628,0.055555555599999994,2.3333333333,4.1666666667,1.6666666666999999,3.0,3.8333333332999997,5.3333333333,5.1666666667,6.0,6.0,4.3333333333,1.8333333333,3.5,2.5,2.0,3.8333333332999997,-1.0566398961,1.4329295687999999,2.1655465617,-0.2734207838,1.1724402126,0.9022058824,44.4444444444,-33.3333333333,-40.740740740700005,2.3333333333,4.0,3.25,2.0,2.0,2.1428571429,3.75,46.0,0.5492063492,20.0,118.0,7.0,-1.0625,1.0,0.7779518126999999,0.0010220871,0.8549896240000001,0.0014857978,0.6666666667000001,-0.06403124240000001,-0.06403124240000001,-0.0256124969,1.0,1.0462077215,-0.4552829778,1.036721508,-0.82519191,-1.1432791619,4.0666666667,2.3230757951,-0.3506679935,0.8459488734999999,-251.1666666667,15.5,2.5,43.0,1.2419181292,-1.3412774059,0.4278465461,10.0,1.9001379971,-0.6877960569,1.8558444334,0.5141767257000001,,0.5833333333,,0.5833333333,101.0,0.1,0.30000000000000004,0.30000000000000004,0.0,2.4370755696,-0.5361336456,1.3956060387,-0.2273893911,0.46305418719999997,0.0184443957,1.3342447574,-0.26325448700000004,0.8958169914,-2.2022950132,271.0,4.4,5.0,2.9987980032,-0.3991830997,1.1209598385,-382.1666666667,2.3340048738999997,-0.383776531,0.9554454770999999,-252.8333333333,-266.6666666667,13.833333333299999,45.3819444444,1.9164862706,-0.5032621142,1.0545055115000002,-1.4132716886,6.5,5.5,2.0,1.0,4.5,-47.0,0.9642553528448023,-0.4728568900917129,1.2811374916185014,0.05102398234491323,-0.14453504579553056,-0.9670703279226948,-0.7395525000014066,4.1,4.5555555556,3.7777777778,3.2,3116.4851851852004,-1.0,6.0,4876.0,-0.11370971029999999,-0.1274523465,-2.0,-1.0,-2.25,-1.0714285714,-1.25,0.7632798057,0.3830170567
