,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTZD,ANTZN,ANTZT,ANTALTZD,ANTCONZD,ANTORTZD,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFZD,DRFZN,DRFZT,DRFPINZD,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBZD,DPEBXBZD,DPEZD,DPEZN,DPEZT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGZTD,LOGZN,LOGZT,LOGCONZD,LOGSWCZD,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPZD,REPZN,REPZT,REPPINZD,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMZD,SMZN,SMZT,SMSIZD,SHFTAC,SHFTLR,SIMZD,SIMZN,SIMZT,SIMSIMZD,SRTAVRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRZD,STRZN,STRZT,STRSTRZD,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32ZD,32ZN,32ZT,32CSCZD1,32CSCZD9,32TSCZD1,32TSCZD9,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s208,0.8508197892,-0.1948566477,1.3290351431,1.6,-5.3333333333,-0.1,143.0,-2.0344827586000003,-0.033333333300000004,59.0,3.7187820913,-0.4371722747,1.3345349387,0.1809956361,-0.8371033683,0.4910691679,-0.001896303,-0.0157905273,-0.0347539063,-6.9333333333,-6.0357142857,-6.166666666699999,2.25,3.5,3.6,3.5714285714000003,19.0,4.3749067602,-0.29087838800000004,0.9838072739,0.8333333333,-0.1666666667,14.833333333299999,0.125,2.0,-0.0123333333,-3.4166666667000003,16.5416666667,0.1953255426,3.0,-0.0077420701000000015,-7.1099749583000005,-1.8333333333,1.7272727273,0.0522569784,-0.9756264374,8.4,6.0,2.2849670633000003,-0.475920801,1.5559734397999998,-1.1291255595999998,0.027777777799999997,2.1666666667,3.3333333332999997,2.0,3.0,3.8333333332999997,4.6666666667,4.5,4.6666666667,3.6666666667,2.0,2.0,2.0,3.6666666667,4.5,5.3333333333,0.2798365553,-0.3712406231,2.0010888035,-0.1975380832,1.5881623168,0.8514705881999999,38.8888888889,-100.0,-70.3703703704,4.8333333333,5.5,1.5,2.75,1.625,2.1428571429,3.875,47.0,0.6285714286,19.0,229.0,9.0,-1.8125,1.5333333333,0.8221405029000001,0.0017463672,0.8984375,0.0018388266,0.5833333333,-0.06403124240000001,-0.1265219767,-0.06403124240000001,2.0,2.0200980628,-0.4607097625,1.4362775983000002,-1.1122453969,0.4964706886,2.4,2.6906916918,-0.38206474869999996,1.2514610426000001,-239.3333333333,-23.0,26.5,29.0,-4.1030802593999995,4.0364766197,0.3409272547,9.0,1.9971795868,-0.50005173,1.5626513695000002,-0.9427231904,0.4166666667,0.25,0.5833333333,0.0,61.0,0.1,0.9,0.7000000000000001,0.8,2.5506284273,-0.5044624103,1.6600248234,-0.0688371572,0.5037220844,0.0396052558,3.4891042009,-0.3061887982,0.9962725358,-0.1628534211,275.0,5.8,5.8,3.1156452411,-0.5009823739,1.1411273705,-216.3333333333,3.3363851587999998,-0.3866518438,0.8956411999999999,-218.6666666667,-285.8333333333,67.1666666667,26.540277777800004,3.0731623661,-0.45545553229999997,1.7056524813,-0.8463089831999999,5.5,1.5,2.5,1.0,4.0,-43.0,1.9089877839888931,-0.4516845352724684,1.2626809396410912,0.40406869715756777,-0.5797198350181023,-1.2337123413897126,1.0660222438866842,3.9,1.8888888889,2.7777777778,3.4,1829.2851851852,-17.0,6.0,3088.6666666666997,0.18351107519999998,0.9294899509,-2.9,-2.7272727273000004,-3.5,-3.2857142857,-2.5833333333,0.8416297162,0.2722473214
s209,1.3054610070000001,-0.6554543366000001,1.152142721,2.15,-24.1071428571,-0.0666666667,650.0,-26.190476190500004,-0.30000000000000004,525.0,3.0168758918000003,-0.4622928996,1.4058671635,-0.06776853790000001,-0.8277395606999999,0.7495538006999999,-0.0806148815,-18.446864257799998,-0.35073925780000004,-2.3333333333,-2.8214285714000003,-2.5666666667,3.25,1.5,3.4,1.7142857143,58.0,2.6318066467,-0.295833312,1.2075559707999999,0.6666666667000001,-0.1666666667,9.375,-0.054166666700000005,0.0,-0.0108333333,0.875,18.5416666667,0.18626609440000003,1.0,0.0010257511,-1.2886266094,-1.0,1.4545454544999998,0.26191002680000003,-0.7729662662000001,8.5,6.9,2.1836896126,-0.6145299304,1.6281380105,-0.3789262359,0.0,1.0,1.5,1.0,1.1666666667,4.0,4.8333333333,5.3333333333,6.333333333300001,5.833333333300001,3.1666666667000003,1.0,1.5,1.1666666667,1.1666666667,5.666666666699999,0.8692600345999999,0.0087509525,3.1997715091,-0.29808409880000003,1.7317685121000002,1.0,38.8888888889,-0.0,-11.1111111111,5.5,3.25,5.0,4.25,4.375,4.0,4.625,42.0,0.4,36.0,180.0,10.0,-1.0,1.1333333333,0.6625818253,0.0010240845,0.6372271538000001,0.0011930528,0.5833333333,-0.25,-0.25,-0.25,2.0,1.3387650592,-0.7087274834,1.2409926894,-0.8242864429000001,-0.6371832783,5.6,3.2736707760000003,-0.4243411432,0.9779799334999999,-266.5,32.0,-27.5,47.0,-7.1750043132000005,7.6557858364,0.5565548358,9.0,1.6177454547,-0.5006375975,2.1888235345,0.3117361402,0.6666666667000001,0.5833333333,0.75,0.9166666667,141.0,0.1,0.2,0.30000000000000004,0.0,2.566507016,-0.5367139823,1.3739921624,0.3234275192,0.4268292683,0.07717677519999999,2.2850744526,-0.36963752899999996,1.5212190071,0.23735385900000006,340.5,6.1,5.7,3.0867044205000003,-0.5613859534000001,1.1631950755,-223.3333333333,2.7004905817,-0.42733102479999996,0.8430355662000001,-310.3333333333,-325.6666666667,15.333333333299999,34.5236111111,2.3877110176,-0.48385683009999997,1.1247497396,-1.4188388873,6.5,7.0,6.0,2.5,4.0,-33.0,1.8921600613598517,-0.46227446245565007,1.0621520145592107,0.3131502216415947,0.059717335899693864,-1.841778545462724,-0.03998659958366302,2.6,3.2222222222,1.8888888889,2.4,1866.2454545454998,-9.0,9.0,3957.9166666666997,-0.5718858805,-0.024097551600000003,-1.1,-1.4545454544999998,-1.5,-1.0714285714,-1.3333333333,0.27837645180000004,0.2163295319
s210,2.021510418,-0.2765413687,0.9524021468000001,3.0,-15.0,-0.0666666667,405.0,-10.6923076923,-0.1333333333,267.0,2.8212701469,-0.41141600359999997,1.257653251,0.03872749,0.0044396116,-0.8944149370000001,-0.0018394121,-0.0137371826,-0.0734179688,-2.6666666667000003,-3.6428571429,-2.7666666667000004,4.0,3.75,3.8,1.5714285713999998,45.0,3.0005275651999996,-0.2692154511,1.6676888304,0.5,-0.1666666667,15.583333333299999,-0.05833333330000001,1.0,-0.004,-1.8333333333,13.875,-0.10810920119999999,1.0,-0.006075631999999999,-4.1612740142,-1.4166666666999999,1.9090909091,0.031231926000000007,-0.08278060129999999,7.4,6.2,1.8482588337,-0.506362615,1.5248937037,-0.9724627512999999,0.055555555599999994,3.3333333332999997,2.6666666667000003,2.0,4.8333333333,3.5,4.1666666667,4.8333333333,3.6666666667,3.6666666667,2.0,4.6666666667,2.6666666667000003,5.1666666667,6.166666666699999,6.833333333300001,-0.8822776723000001,-0.29050442989999997,2.7419436964,-0.2481119095,1.3573106121,0.9885057470999999,0.0,-0.0,-14.8148148148,7.0,4.0,4.5,5.0,3.875,4.0,3.0,52.0,0.8857142856999999,36.0,136.0,9.0,-1.125,1.9333333333000002,0.6978212356999999,0.001295878,0.996484375,0.0013183792999999998,0.6388888889000001,-0.158113883,-0.25,-0.25,4.0,1.6259239688,-0.5575865177,1.4747893006000001,-1.4514870454,0.23375065800000006,5.533333333300001,3.0046391345999997,-0.3760198852,1.0211052967,-250.6666666667,-34.0,34.0,47.0,11.248810190499999,-6.9695381446,0.6003165960000001,9.0,2.0975624233000003,-0.5944529274,1.4878677182,-0.5448687863,0.75,0.4166666667,0.33333333330000003,1.0,129.0,0.9,1.0,0.9,0.9,3.3434054579000003,-0.46681075899999996,1.8921275187,0.23635883079999997,0.5405405405,0.0730221497,3.5218334126,-0.31412517430000003,0.9870139448999999,0.4446604368,298.0,6.8,4.4,3.3449380341,-0.2830144987,1.5474575850999999,-244.3333333333,2.6175653171,-0.3866830807,1.036522483,-262.5,-272.6666666667,10.1666666667,5.2180555556,2.7907927794000003,-0.4637264338,1.3795892084999999,-0.5983052274,6.0,6.5,6.5,6.5,6.5,-53.0,1.6032787069159429,-0.4698751080826815,1.0300156201224424,-0.3750225115195538,-1.3231382265832234,-0.9225369152917996,0.23738668184327194,2.7,3.5555555556,1.7777777778,3.7333333332999996,2599.630952381,-6.0,5.0,3176.0833333333003,-0.3098083801,0.10810516,-1.2,-2.0,-2.8333333332999997,-2.6428571429,-4.0,0.2001532982,0.6726721022000001
s212,,,,,-36.722222222199996,-0.4,621.0,-38.75,-0.4666666667,585.0,2.8795336355,-0.5007010448,1.2322063295999999,0.3229092118,-1.0055486515,-0.051143300999999995,-0.0002643586,-0.0023357849,-0.0747724609,-3.8666666667,-3.5357142857,-4.0333333333,2.5,2.5,4.0,3.7142857143,48.0,2.7351135242,-0.2274624796,1.8270584491,0.6666666667000001,-0.0,22.2916666667,-0.1458333333,2.0,0.0025,-1.0416666667,23.6666666667,-0.0400823759,1.0,0.0004430956,-1.3452200303,-1.0,1.2727272726999999,0.4004689754,-0.1471178039,8.4,5.0,1.3827428496,-0.5178733876,1.577461953,-0.7459788870999999,0.027777777799999997,2.5,1.5,1.3333333333,3.5,6.166666666699999,5.1666666667,6.333333333300001,6.0,4.1666666667,2.5,2.1666666667,1.0,1.5,3.1666666667000003,6.833333333300001,,2.2371213055,1.906391006,-0.29642717300000004,1.1343100416,0.8915229884999999,50.0,-0.0,-25.925925925900003,3.6666666667,1.75,3.0,5.0,4.75,2.7142857143,4.125,39.0,0.7047619048,20.0,216.0,2.0,-1.125,1.4,0.6271502495,0.0014620693,0.7122373581,0.0016188009,0.6111111111,-0.009797959,-0.009797959,-0.0256124969,2.0,1.5048996262,-0.4271114528,1.2930497923,-1.2846906798,-0.0658054307,4.7333333333,3.223497712,-0.4203182363,1.3907261468,-334.0,-8.0,167.0,47.0,8.3603249057,-5.3001195796000005,0.28511673200000004,13.0,1.431261879,-0.6303921831,1.8027566216,-0.5501940558,0.75,0.4166666667,0.9166666667,0.5833333333,120.0,0.4,0.30000000000000004,0.6000000000000001,0.2,2.320579463,-0.4371438372,2.4044554022,0.0249183352,0.5886699507,0.0645004004,2.5124452602000003,-0.3673884863,1.5490169515999999,0.3634593963,397.0,6.9,6.6,3.0475638949,-0.5030145319,1.930500095,-262.0,2.4989874486000003,-0.4336877146,1.7682524217000002,-349.6666666667,-348.5,-1.1666666667,112.01944444440001,2.6171382449,-0.4443798967,1.7318915047999999,-0.35103988799999997,5.0,6.0,6.0,3.0,6.0,-48.0,1.5909187273717516,-0.2734630839570741,2.035728410535955,0.7890185389815472,-0.02888061900739913,-1.2609917750321304,-0.6182218069251401,4.1,2.4444444444,3.2222222222,3.1333333333,1738.7727272727,-4.0,10.0,4222.4166666667,-0.0786431273,1.4292194058,-2.0,-1.1818181818,-1.5833333333,-1.1428571429,-2.5833333333,0.8357688665,0.14707988360000002
s216,1.0491962162000001,-0.6046038649000001,1.2568422884,1.9,-26.75,-0.33333333330000003,504.0,-21.0,-0.2666666667,440.0,3.0613280654,-0.5382119233,1.3924283141,0.1959733032,-0.3322011674,0.439283644,-0.0657136497,-1.2960537109,-0.1860732422,-4.0,-3.1428571429,-4.1333333332999995,1.5,1.0,2.4,4.0,38.0,3.3522053544,-0.3314311189,1.7005054794,0.1666666667,-0.5,11.083333333299999,-0.05833333330000001,2.0,-0.0206666667,-4.3333333333,15.625,-0.0327042629,2.0,-0.0076589698,-2.8128330373000003,-1.0833333333,1.0,-0.2085515069,-0.6439070682,9.2,6.4,1.8827664224,-0.4246960661,2.2565174264,-1.9912411096,0.0,4.1666666667,2.0,1.3333333333,2.6666666667000003,4.1666666667,4.3333333333,6.0,5.0,6.0,4.3333333333,1.5,1.0,1.5,2.0,2.3333333333,,-0.245775223,1.8286508044,-0.3810900677,1.2406324575,0.9034090909,16.6666666667,-100.0,-77.7777777778,4.3333333333,5.75,4.0,1.0,2.125,2.1428571429,3.375,36.0,0.9365079365,35.0,123.0,9.0,-1.0625,1.1333333333,0.6128288269000001,0.0010091155,0.9802734375,0.0013951362,0.6666666667000001,-0.158113883,-0.25,-0.25,2.0,0.7784704530000001,-0.8721958667,1.4683460969,-0.5711382178000001,0.0723627944,4.4,2.9005189898,-0.4324379679,1.0577599891,-391.5,-8.5,46.5,46.0,-14.7074204514,16.5656694453,0.7850874534000001,10.0,1.6978321464,-0.6218662476,1.6599981713999998,-0.38825142520000006,0.5833333333,0.9166666667,0.8333333333,0.8333333333,110.0,0.0,0.2,0.2,0.1,2.6013646429,-0.5263360443999999,1.5404734572999998,-0.5830332908,0.2890625,0.009538600999999999,2.3625450095,-0.4055033559,1.0337779918,-1.3462123545,375.0,6.1,4.8,1.2345176827,0.7892797811000001,3.6359433588,-432.8333333333,3.2807138791000003,-0.4461928025,0.9634330209,-391.25,-354.6666666667,-36.5833333333,15.0333333333,2.1202816594,-0.4666137474,1.4788102335,-0.4578850751,6.5,7.0,1.5,1.0,1.5,-55.0,0.4371084011376286,-0.4665644290740011,1.0390105030674346,0.6560589537274729,-0.8500602395363777,-1.0834463405110433,-0.2534599696955333,4.3,4.2222222222,2.5555555556,1.4666666667,2933.8296296296003,-5.0,7.0,4667.0,1.0407631721,-0.4571002244,-1.2,-1.0,-2.3333333333,-2.0,-1.1666666667,0.8423075923000001,0.16638733790000002
s218,,,,,-61.0,-0.6666666667000001,562.0,-30.3571428571,-0.5333333333,385.0,3.177945573,-0.4934077968,1.7808619077,-1.0392704248,0.3006277916,0.5747752449,-0.0006536582000000001,-0.011934082,-0.0878203125,-2.3333333333,-2.7142857143,-2.0,4.0,2.25,4.0,2.1428571429,65.0,4.1117147856,-0.2718002601,1.3863908053999998,0.1666666667,-0.5,9.9583333333,0.0291666667,2.0,-0.0131666667,-2.0416666667,13.125,0.0525423729,2.0,-0.0033175414,-1.7530120482,-1.0,1.9090909091,0.1546970836,-0.9238391407,7.4,5.8,0.8616063700000001,-0.5835301513000001,1.4916303883000002,-0.2115551473,0.11111111109999999,1.0,1.0,1.0,2.1666666667,2.5,6.333333333300001,7.0,7.0,6.666666666699999,6.0,1.0,1.0,1.0,2.1666666667,3.5,,,,,,,77.7777777778,-0.0,-0.0,5.833333333300001,1.0,5.0,5.0,4.25,3.4285714286,4.875,52.0,0.8571428570999999,40.0,187.0,4.0,-1.125,1.0666666667,0.7965556145,0.0008272122,0.7000974655000001,0.0007464227000000001,0.44444444439999997,-0.0256124969,-0.06403124240000001,-0.158113883,6.0,1.4718829993,-0.6575391203000001,1.4539648631,-0.523342535,0.29428012330000003,6.0,,,,,,,47.0,,,0.7491619978,9.0,1.2076297681000001,-0.9593861029999999,1.5980972468999999,-0.35758082119999995,0.5,0.75,0.6666666667000001,0.75,149.0,0.2,0.1,0.6000000000000001,0.1,2.7380612375,-0.46565486479999996,2.0566420154,-0.5174069421,0.41854636590000005,0.049521551399999995,,,,,280.5,4.8,4.7,3.7073012339999996,-0.45056350920000005,1.5869555823,-279.3333333333,3.0074270245999997,-0.438780005,1.1932315242,-262.0,-285.3333333333,23.3333333333,-9.7652777778,2.0527331493000003,-0.448835897,1.5002504142,-1.0636217419,6.5,6.5,6.5,6.5,6.5,-33.0,1.3882488409309657,-0.5209050030647338,1.3589335138866196,-1.6950836296418041,-0.21085263398648024,1.5623116581795542,0.033319438704937365,1.4,4.3333333333,1.2222222222,1.8666666666999998,2186.8125,-23.0,6.0,2995.8333333333003,0.8626836827000001,1.1869048958,-1.0,-1.3636363636000002,-1.0833333333,-1.5,-2.25,0.8508906281999999,0.3931058543
s226,1.4824491222999998,-0.40582864409999997,1.2271304398,2.2,-38.5714285714,-0.30000000000000004,760.0,-30.4761904762,-0.30000000000000004,610.0,3.7003038227999996,-0.39521887159999997,1.3411992279,-0.0432026091,0.09995514960000002,-0.5321081831000001,-0.0006845233,-0.011454956100000002,-0.013441406299999998,-3.7333333332999996,-5.6785714286,-5.2,3.5,3.5,4.0,2.4285714286,47.0,5.860427023200001,-0.2652564611,0.8538535307999999,0.33333333330000003,-0.0,12.625,-0.0458333333,2.0,-0.0101666667,-2.375,15.666666666700001,0.1663632327,0.0,-0.004397868599999999,-0.21380994670000003,-1.8333333333,2.0,-0.113315206,-1.0097552813,9.0,7.5,2.1474028025,-0.4036874962,1.6556502847999999,-0.09279335109999999,0.1666666667,1.8333333333,1.8333333333,2.0,3.5,5.5,4.3333333333,5.833333333300001,5.1666666667,4.0,3.6666666667,2.1666666667,1.3333333333,4.3333333333,3.3333333332999997,6.5,0.2311670819,0.0277523363,3.0922499095999996,-0.2351494103,1.3372679045,0.9375,38.8888888889,-0.0,-40.740740740700005,5.833333333300001,4.5,4.75,4.75,4.375,3.1428571429,3.5,50.0,0.7682539683,34.0,194.0,8.0,-1.8125,1.9333333333000002,0.7755329132000001,0.0016303798,0.7846649170000001,0.001846009,0.6666666667000001,-0.0256124969,-0.0256124969,-0.0256124969,2.0,1.4126120982,-0.7544409731999999,1.5466397747,-0.8475007368,-0.0848929554,5.2,3.1634619147000005,-0.35805407829999997,1.1944166595999999,-206.5,25.0,151.0,28.0,-5.6483563578,11.643884778099999,0.5292736422000001,3.0,1.8033545838999998,-0.4031165119,1.7306055305,-0.5436283528,0.5833333333,0.0833333333,0.33333333330000003,0.5833333333,107.0,0.4,0.5,0.8,0.9,2.7844316301000003,-0.471068109,1.3724052678999998,-0.8563671648000001,0.4938271605,0.10022894130000001,4.4753514316,-0.30251057340000004,1.0267617908,-0.627122207,289.0,6.0,6.0,3.3841978707,-0.4038388857,0.9950055992,-244.6666666667,3.1790775686000003,-0.33969274180000003,1.2020369288,-177.1666666667,-224.1666666667,47.0,102.84027777780001,3.0321316089,-0.3663633228,1.7287333437999999,-0.9414217299,6.5,6.0,7.0,4.5,7.0,-31.0,2.1842929483821423,-0.3959463909069135,1.2850795270095017,-1.2138164813024763,-1.3686098391723078,0.8388345443933125,0.7317623473822912,2.9,3.7777777778,2.8888888889,4.6666666667,1901.2530303029998,-5.0,9.0,3397.75,,,-1.2,-2.2727272727,-2.4166666667,-1.8571428571000002,-3.5833333332999997,0.35868262360000003,0.1460237583
s228,1.4329331815000002,-0.4118576406,1.1819111503,2.3,-38.65,-0.33333333330000003,723.0,-20.7142857143,-0.30000000000000004,415.0,2.8527457569999997,-0.480613955,0.9097392225,0.43670589950000005,-1.5987507478,-1.1365697818,-0.0002454215,-0.0034228058,-0.0153105469,-5.2,-3.6428571429,-4.3333333333,2.0,1.5,4.0,4.0,27.0,2.9876968496,-0.2919999057,1.1270540485,0.8333333333,-0.1666666667,10.25,0.25833333329999997,3.0,-0.009000000000000001,-1.6666666666999999,9.0833333333,0.3141051567,2.0,-0.0012295248,-2.2648129424000003,-1.0,1.0,-0.08627816529999999,-0.8103757513000001,8.0,7.2,1.9133154743,-0.5134056061,1.3564175599,-0.8920203292000001,0.5833333333,2.1666666667,3.5,1.1666666667,1.0,2.1666666667,4.0,4.3333333333,5.0,4.6666666667,3.1666666667000003,2.5,2.5,2.1666666667,1.3333333333,3.6666666667,-2.0542103056,0.4572282485,2.3719190544999997,-0.21701131129999998,1.1417127393000002,0.9261363636,38.8888888889,-66.6666666667,-59.2592592593,3.3333333332999997,4.25,2.75,3.625,2.5,2.0,3.25,35.0,0.5428571429,16.0,217.0,7.0,-1.0,1.0,0.6816086768999999,0.0010317555,0.7780120850000001,0.0017704798000000002,0.7222222222,-0.0015811388,-0.0015811388,-0.009797959,5.0,1.7615878958000002,-0.4369688133,1.1046341506,-1.870336345,-0.9317505932,3.2666666667000004,2.7467197548000004,-0.3995032225,0.9608032727,-402.8333333333,-26.0,44.0,47.0,-9.8297921872,22.1545963638,0.455163537,13.0,2.3954993199000003,-0.5250761061,1.7735322263,-1.3890840098,0.1666666667,0.9166666667,1.0,0.5833333333,82.5,0.0,0.30000000000000004,0.2,,2.7915677918,-0.5171106614000001,0.9811478325,-1.3720347035,0.5632754342,0.0434706301,2.4573067671,-0.3658069768,0.9415328034,-1.0708384447,330.0,6.0,5.1,3.4142482642000003,-0.4235011566,0.800177149,-326.3333333333,2.8993583798,-0.4131201649,0.8846610254999999,-263.0,-293.1666666667,30.1666666667,31.3555555556,1.9193562127000001,-0.5123718965999999,1.1759790621,-1.9889518222999998,2.5,4.0,1.5,1.0,1.0,-59.0,1.1947917324120427,-0.4174092170786153,1.241460404243629,-0.9696484384888744,-0.14426410379228186,0.5066231544919908,0.061139566411011474,3.7,4.4444444444,1.5555555556,1.8666666666999998,1847.36,-9.0,8.0,2270.25,-0.905853474,0.6282217374,-2.6,-1.0,-2.6666666667000003,-1.9285714286,-1.0,0.8569180750000001,0.1895440625
s233,0.6502364815,-0.4938810992,1.3074488337,1.4,-38.869565217399995,-0.23333333329999997,844.0,-25.15,-0.33333333330000003,462.0,2.8885026193,-0.4854459296,1.2308619829,-0.32781565630000004,-1.1325766498999998,0.044937406299999996,-0.0002653221,-0.0008551483,-0.0098642578,-5.2,-4.2142857143,-3.6,2.5,1.75,3.6,4.0,32.0,4.2651001491,-0.3135973929,1.1732306701000002,0.5,-0.33333333330000003,9.7916666667,0.0041666667,2.0,-0.0178333333,-3.875,13.125,0.1661016949,1.0,-0.0035421687000000007,-3.220645293,-1.1666666667,1.0909090909,-0.22097902100000005,-0.5230769231,8.4,6.2,2.6700444783,-0.5551996525,1.3315688523,0.2606296111,0.4166666667,2.5,1.8333333333,2.1666666667,1.6666666666999999,4.6666666667,4.6666666667,6.5,5.3333333333,6.5,3.8333333332999997,2.6666666667000003,1.0,3.5,1.1666666667,5.3333333333,1.2012033259000001,1.6564844965,2.4656120476,-0.3132465836,1.6771359309,0.9260057470999999,33.3333333333,-44.4444444444,-59.2592592593,3.0,1.0,3.875,5.0,1.5,1.7142857143,4.625,27.0,0.7142857143000001,15.0,210.0,7.0,-1.375,1.0666666667,0.7727680206,0.0007756982000000001,0.8542480469,0.0012128666,0.5833333333,-0.0038729833,-0.0038729833,-0.0038729833,2.0,0.7299625653,-0.9013360979,1.4053500592,0.0047843474000000006,-0.1543547164,4.3333333333,2.8463389645999997,-0.3859525611,0.9912308132,-433.6666666667,-47.5,64.5,43.0,0.8108356098,4.2177268827,0.5572900235,13.0,1.0905985858,-0.1999204006,2.3376567732,-1.3932269687,0.5,0.5833333333,,0.33333333330000003,98.0,0.7000000000000001,0.5,0.5,0.0,2.0564070213999996,-0.486108216,1.5545638940000002,-0.23011555670000003,0.3909774436,0.0410391739,2.7411203019,-0.3577380995,1.2681306572,-0.8235313268000001,348.5,4.9,4.2,2.7531300873,-0.4452244558,1.4789972058,-443.5,2.8023814533,-0.42702050560000004,1.1521722540000001,-266.6666666667,-298.3333333333,31.6666666667,111.7944444444,2.0678046527,-0.5575618914,1.4893156148,-0.6443457184,2.5,5.0,1.0,2.0,3.5,-44.0,1.7031733874256856,-0.5053759053237898,1.4244387375216214,-0.31678513323494983,-0.04460565828421759,0.1456991169432602,-0.018148538327360297,4.6,2.7777777778,1.5555555556,1.4,2682.4666666667003,-7.0,4.0,6183.416666666701,-0.0948892158,1.6635051337,-2.7,-1.4545454544999998,-3.3333333332999997,-2.9285714286,-1.0,0.19640047239999997,0.1771131816
s237,1.7239253209,-0.3613956917,0.8935683131000001,2.2,-45.285714285699996,-0.30000000000000004,901.0,-17.8571428571,-0.30000000000000004,350.0,2.6869695236,-0.45942565909999994,1.0078455216,0.34997713659999996,0.3725477561,-0.1242214791,-0.1525057468,-0.0314814453,-0.06559960940000001,-3.0666666667,-4.1428571429000005,-5.1,3.0,3.25,2.8,2.7142857143,35.0,2.7230031829000003,-0.2354439357,1.0563283708,0.5,-0.0,9.625,0.1541666667,3.0,-0.0045000000000000005,-2.375,12.375,0.20369774920000003,1.0,0.0002036442,0.0045016077,-1.0,1.9090909091,0.1580012138,-1.3648204921,7.5,7.7,2.9453697934000003,-0.4195611549,1.0645502724,-0.9721814264,0.055555555599999994,3.1666666667000003,2.1666666667,1.5,3.5,4.0,3.8333333332999997,4.6666666667,5.5,6.166666666699999,2.0,2.8333333332999997,1.0,3.5,2.8333333332999997,5.3333333333,-0.6027581397999999,2.7036516243,2.3067035681,-0.2508977783,0.9835175931,0.9034090909,33.3333333333,-33.3333333333,-33.3333333333,5.0,4.25,3.75,2.25,3.125,2.8571428571,3.375,41.0,0.6476190476,26.0,175.0,3.0,-1.375,1.2666666667,0.6201343536,0.0015002931,0.8934570312000001,0.002010747,0.5277777778,-0.158113883,-0.158113883,-0.06403124240000001,1.0,1.7097456309,-0.3698565249,1.4871956241,-1.2610724368,-0.3175562588,4.6666666667,2.7387728387,-0.4028473564,1.1689849856999999,-367.5,-47.5,119.5,40.0,-6.9868187855,10.400322901100001,0.3936674914,9.0,1.6443375078,-0.4537561429,1.1736701245999999,-0.9565338938,0.8333333333,0.9166666667,0.9166666667,0.8333333333,108.0,0.7000000000000001,,0.9,0.2,2.1519339555,-0.4412008574,1.1440486476,-1.3084441105,0.48536585369999996,0.054726393899999996,3.1284028586000003,-0.2929011254,1.1111416422,-1.2497966132,333.5,6.4,5.3,2.9530906548,-0.4909956031,1.1363467634,-246.6666666667,2.4534030706,-0.32869897130000003,1.1048372175,-257.8333333333,-289.8333333333,32.0,-5.9611111111,3.1992636295,-0.4763042471,1.4201064084,0.0878382291,4.5,4.0,4.0,2.5,4.0,-26.0,1.7884585495736025,-0.4355988980073723,1.026159975362776,-0.4852392836616037,-1.084151514750185,0.19832365643226504,-0.15262762269926178,3.8,3.0,2.8888888889,3.3333333332999997,1918.8958333332998,-0.0,8.0,5279.2916666667,-1.2442739532,0.35923576479999997,-2.0,-2.1818181818,-2.4166666667,-2.1428571429,-2.4166666667,0.8559064772,0.5889799385
