"","acc","avg_rt_error","std_rt_error","avg_rt","std_rt","missed_percent","cue_switch_cost_rt_100","cue_switch_cost_rt_900","task_switch_cost_rt_100","task_switch_cost_rt_900","cue_switch_cost_acc_100","cue_switch_cost_acc_900","task_switch_cost_acc_100","task_switch_cost_acc_900","breaks","sub_id"
"20",0.8,817,143.328242699043,706,177.626220203245,0.025,-95,-45,80,80,0.200854700854701,0.0476190476190477,-0.232936078006501,-0.181818181818182,"20","s005"
"21",0.804878048780488,827.5,141.546005930481,702,174.872669724457,0.0238095238095238,-39.5,-29,109,80,0.186234817813765,0.0476190476190477,-0.233887733887734,-0.166666666666667,"21","s005"
"22",0.809302325581395,838,156.785078931669,697,172.815573662389,0.0227272727272727,28.5,-22,83,80,0.0952380952380952,0.0454545454545454,-0.155844155844156,-0.158730158730159,"22","s005"
"23",0.813333333333333,840,156.191044162022,695,176.188327149673,0.0217391304347826,41,47,86,64,0.0844155844155844,0.0416666666666666,-0.157142857142857,-0.149253731343284,"23","s005"
"24",0.821276595744681,840,156.191044162022,697,175.883465820167,0.0208333333333333,101,47,37.5,57,0.109625668449198,0.0416666666666666,-0.171509567682495,-0.140845070422535,"24","s005"
"25",0.824489795918367,842,158.449970444926,696,175.788237475065,0.02,101,12.5,49,57,0.0906862745098039,0.0384615384615384,-0.176470588235294,-0.133333333333333,"25","s005"
"26",0.827450980392157,843,157.607032660938,698.5,177.776112819701,0.0192307692307692,115,-38,23.5,70,0.0972222222222222,0.0370370370370371,-0.181023720349563,-0.128205128205128,"26","s005"
"27",0.833962264150943,843,157.607032660938,696,175.6691073038,0.0185185185185185,105,-6,23.5,41,0.0947368421052631,0.0344827586206896,-0.183625730994152,-0.123456790123457,"27","s005"
"28",0.829090909090909,845,157.391576118665,695,174.906985310583,0.0178571428571429,105,17,23.5,44.5,0.0499999999999999,0.0645161290322581,-0.135714285714286,-0.126436781609195,"28","s005"
"29",0.831578947368421,844.5,156.273138712252,695,174.087558525321,0.0172413793103448,105,8,12,80,0.0636363636363636,0.0625,-0.153958944281525,-0.122222222222222,"29","s005"
"30",0.833898305084746,845,157.655751193395,697,175.256766084595,0.0166666666666667,95,24,35,64,0.0723076923076923,0.0625,-0.171666666666667,-0.119565217391304,"30","s005"
"31",0.836065573770492,844.5,156.696911395268,696,175.10000186243,0.0161290322580645,95,12,36,80,0.0723076923076923,0.0606060606060606,-0.167128712871287,-0.115789473684211,"31","s005"
"32",0.838095238095238,844,161.755618140453,697,173.414893096495,0.015625,95,9,23.5,81,0.0769230769230769,0.0606060606060606,-0.158200290275762,-0.122448979591837,"32","s005"
"33",0.84,843,161.067642451695,697,174.227273750136,0.0151515151515152,95,12,23.5,81,0.0811965811965811,0.0571428571428572,-0.159159159159159,-0.12,"33","s005"
"34",0.844776119402985,843,161.067642451695,697,173.533764715243,0.0147058823529412,115,9,2.5,77,0.0674603174603174,0.0571428571428572,-0.14975845410628,-0.116504854368932,"34","s005"
"35",0.849275362318841,843,161.067642451695,697,173.768798615021,0.0142857142857143,115,8.5,-1,77.5,0.0674603174603174,0.0571428571428572,-0.138888888888889,-0.11214953271028,"35","s005"
"36",0.850704225352113,844,159.523601358611,701,173.060660071049,0.0138888888888889,87,8.5,30.5,79.5,0.0751231527093597,0.0571428571428572,-0.142583470169677,-0.110091743119266,"36","s005"
"37",0.854395604395604,844,159.523601358611,700,172.64669481198,0.0162162162162162,87,8.5,27,77.5,0.0632183908045977,0.0540540540540541,-0.140646212326907,-0.106194690265487,"37","s005"
"38",0.858288770053476,844,159.523601358611,701,173.410026458821,0.0157894736842105,67,13,40,72,0.052801724137931,0.0526315789473685,-0.133192945511977,-0.105263157894737,"38","s005"
"39",0.861979166666667,844,159.523601358611,700,175.388581154585,0.0153846153846154,64.5,19.5,37,69.5,0.0480668756530825,0.0512820512820513,-0.127895007720021,-0.100840336134454,"39","s005"
"40",0.862595419847328,843,165.427854101564,697,176.761753534228,0.0175,78.5,10,26,72.5,0.0470588235294118,0.01875,-0.127941176470588,-0.0679235537190083,"40","s005"
"41",0.863523573200993,844,165.298654313473,696,175.931115996453,0.0170731707317073,78.5,13,23,67.5,0.0533088235294118,0.0214285714285715,-0.132527372262774,-0.0754285714285714,"41","s005"
"42",0.864406779661017,844.5,163.81053357184,697,175.542158457822,0.0166666666666667,78.5,12,20,62,0.0533088235294118,0.0190476190476191,-0.130026223776224,-0.0737907761529809,"42","s005"
"43",0.865248226950355,845,166.538492694248,695,175.861260743316,0.0162790697674419,78.5,8,20,65,0.0451388888888888,0.0176767676767676,-0.135416666666667,-0.0714588634435963,"43","s005"
"44",0.863425925925926,845,165.436330433299,694.5,175.165476507415,0.0159453302961276,58,7.5,40.5,63,0.0506535947712418,0.0174174174174174,-0.146247464503043,-0.0766766766766768,"44","s005"
"45",0.444444444444444,977,320.753487899976,NA,NA,0.1,NA,NA,NA,NA,NA,NA,-0.666666666666667,-0.166666666666667,"1","s007"
"46",0.5,1103,275.454170416786,897,313.417187361085,0.1,NA,NA,NA,271,1,NA,-0.666666666666667,-0.0952380952380952,"2","s007"
"47",0.642857142857143,1040,286.243175561542,1122.5,226.244435167905,0.0666666666666667,308,NA,17.5,307,0.5,-0.2,-0.5,-0.2,"3","s007"
"48",0.631578947368421,1109,285.819402366653,1060.5,225.658852213729,0.05,308,-122,-33,307,0.5,-0.166666666666667,-0.583333333333333,-0.19047619047619,"4","s007"
"49",0.645833333333333,1088,271.63918271898,1069,222.574450386634,0.04,320,-122,2,181.5,0.333333333333333,-0.166666666666667,-0.470588235294118,-0.245098039215686,"5","s007"
"50",0.589285714285714,977,306.000568342752,1069,222.574450386634,0.0666666666666667,320,-122,2,181.5,0.6,-0.166666666666667,-0.444444444444444,-0.333333333333333,"6","s007"
"51",0.603174603174603,977,330.372476658291,1114.5,220.892472054903,0.1,331,-122,-9,181.5,0.6,-0.125,-0.45,-0.375,"7","s007"
"52",0.602739726027397,925,330.218258916989,1160,227.853551885239,0.0875,331,-122,-9,307,0.6,-0.125,-0.434782608695652,-0.392241379310345,"8","s007"
"53",0.578313253012048,947,335.596251018212,1160,220.052887582357,0.0777777777777778,331,-83,-54,268,0.571428571428571,-0.181818181818182,-0.481481481481482,-0.351515151515152,"9","s007"
"54",0.602150537634409,947,330.670070002102,1052,256.998673692239,0.07,348,-83,-99,17,0.5,-0.181818181818182,-0.454545454545455,-0.318181818181818,"10","s007"
"55",0.592233009708738,931.5,339.930915472312,1030,276.733298589792,0.0636363636363636,348,-122,-99,56,0.5,-0.153846153846154,-0.487179487179487,-0.346153846153846,"11","s007"
"56",0.580357142857143,920,358.664935023165,1048,272.47935701627,0.0666666666666667,348,-122,-99.5,56,0.5,0.17948717948718,-0.476190476190476,-0.358974358974359,"12","s007"
"57",0.590163934426229,907,368.192995089061,1001,307.29168081507,0.0615384615384615,348,76.5,-99,48.5,0.5,0.0461538461538461,-0.488888888888889,-0.323426573426573,"13","s007"
"58",0.583333333333333,920,357.346621756535,994,311.462983745906,0.0571428571428571,378,76.5,-77,48.5,0.454545454545455,0.0128205128205128,-0.5,-0.335042735042735,"14","s007"
"59",0.584507042253521,920,367.517838719073,976,314.476256912372,0.0533333333333333,430,126,-55,93.5,0.416666666666667,0.05,-0.490196078431373,-0.3,"15","s007"
"60",0.578947368421053,907,377.188102717131,976,328.685928217129,0.05,430,178,-35.5,93.5,0.35042735042735,0.0347222222222222,-0.388888888888889,-0.302295918367347,"16","s007"
"61",0.583850931677019,865,371.144246298363,994,321.37995959825,0.0529411764705882,430,178,-77,127,0.355555555555556,0.0457516339869281,-0.380414312617702,-0.304298642533937,"17","s007"
"62",0.573099415204678,865,363.11950580308,994,321.382134882165,0.05,378,178,-77,127,0.326388888888889,0,-0.380952380952381,-0.277777777777778,"18","s007"
"63",0.569060773480663,864,361.217377774096,985,321.191540890949,0.0473684210526316,378,178,-77,127,0.288770053475936,0.0222222222222223,-0.325644504748982,-0.291228070175439,"19","s007"
"64",0.573684210526316,863,357.441921380934,970,318.025094472568,0.05,378,178,-77,93.5,0.244444444444444,0.0222222222222223,-0.307462686567164,-0.291803278688525,"20","s007"
"65",0.562814070351759,863,348.24292141774,970,315.186950728888,0.0523809523809524,378,178,-99,93.5,0.25,0.0222222222222223,-0.32112676056338,-0.3,"21","s007"
"66",0.574162679425837,865,346.438035677148,967,320.302786050924,0.05,378,-37,-77,316,0.25,-0.00833333333333341,-0.32054794520548,-0.269278606965174,"22","s007"
"67",0.579908675799087,870,349.8734183428,970,329.03305661349,0.0478260869565217,430,-37,-55,308.5,0.228571428571429,0.0643939393939393,-0.3,-0.262254901960784,"23","s007"
"68",0.587719298245614,877.5,347.598322164054,927,322.048021152014,0.05,428,-89,-55,301,0.191304347826087,0.0576923076923077,-0.3,-0.279120879120879,"24","s007"
"69",0.597457627118644,875,347.240787013469,939,319.45626173947,0.056,403,-71.5,-55,324.5,0.175,0.0455840455840455,-0.3,-0.268148148148148,"25","s007"
"70",0.60655737704918,877.5,346.300845117287,964,327.041831244496,0.0615384615384615,378,-19.5,-55,350.5,0.16,0.0148148148148147,-0.282352941176471,-0.269360269360269,"26","s007"
"71",0.604743083003953,887,353.897527113386,964,345.264603385929,0.062962962962963,378,-19.5,-55,350.5,0.146153846153846,0.037037037037037,-0.288372093023256,-0.271604938271605,"27","s007"
"72",0.596958174904943,877.5,350.563876029746,953,347.981089931397,0.0607142857142857,378,32.5,-55,350.5,0.146153846153846,-0.00375939849624063,-0.3,-0.24453781512605,"28","s007"
"73",0.596296296296296,894,347.821883082911,953,348.654843470094,0.0689655172413793,378,32.5,-55,350.5,0.0961538461538461,0.0357142857142857,-0.244623655913978,-0.233990147783251,"29","s007"
"74",0.592857142857143,904.5,354.256232279673,939,344.92932240996,0.0666666666666667,366.5,32.5,-55,324.5,0.0630252100840336,0.0357142857142857,-0.19546568627451,-0.236263736263736,"30","s007"
"75",0.598615916955017,908.5,352.507126152091,936,344.891888783215,0.067741935483871,366.5,32.5,-55,298.5,0.107142857142857,0.0357142857142857,-0.239583333333333,-0.229013254786451,"31","s007"
"76",0.608695652173913,915,355.942100153875,939,338.769792584047,0.065625,356.5,-11.5,-56.5,298.5,0.106732348111658,0.00310559006211175,-0.256750122729504,-0.211456859971711,"32","s007"
"77",0.615635179153095,908.5,354.447746886716,964,334.972897154481,0.0696969696969697,356.5,-11.5,-70.5,298.5,0.106732348111658,-0.0142857142857143,-0.237632917244568,-0.211456859971711,"33","s007"
"78",0.620253164556962,908.5,353.70694311908,955,330.443435278485,0.0705882352941176,351.5,-38,-69,273.5,0.0953079178885631,0.0153256704980843,-0.253496503496503,-0.210579176431202,"34","s007"
"79",0.622699386503067,915,350.570153265205,936,326.029559844821,0.0685714285714286,351.5,-10,-91,237.5,0.061711079943899,0.0142857142857143,-0.202766798418972,-0.223076923076923,"35","s007"
"80",0.62797619047619,902,348.425814198661,913,319.943751802501,0.0666666666666667,351.5,34,-99,179,0.0309139784946237,0.0250783699059561,-0.167792792792793,-0.234848484848485,"36","s007"
"81",0.628985507246377,898,354.215352219566,914,326.533371209149,0.0675675675675676,348,26,-99,164,0.0208333333333334,0.0181818181818182,-0.155701754385965,-0.246753246753247,"37","s007"
"82",0.62962962962963,888.5,353.448425101764,913,326.114615915008,0.0763157894736842,348,25,-99,165,0.0208333333333334,0.0235294117647058,-0.152777777777778,-0.253353973168215,"38","s007"
"83",0.633333333333333,898,357.646259727295,908.5,324.293652984472,0.0769230769230769,351.5,17,-99.5,180,0.0113636363636364,0.0110294117647058,-0.153711484593838,-0.247258225324028,"39","s007"
"84",0.636856368563686,888.5,355.143203409016,914,322.679421748363,0.0775,328.5,17,-76,195,0.023030303030303,0.0110294117647058,-0.166280991735537,-0.234819734345351,"40","s007"
"85",0.637566137566138,902,352.176969826858,908.5,323.607494894275,0.0780487804878049,328.5,17,-78.5,195,0.023030303030303,0.0110294117647058,-0.168818897637795,-0.225104214914312,"41","s007"
"86",0.638242894056848,906,349.956940237731,894.5,328.041409287034,0.0785714285714286,328.5,16,-80,166,0.023030303030303,-0.00168918918918914,-0.161860465116279,-0.215390963482567,"42","s007"
"87",0.63727959697733,906,347.043310542066,892,330.555905441903,0.0767441860465116,332,16,-86.5,154.5,0.0141176470588235,-0.00168918918918914,-0.157037037037037,-0.221258572004841,"43","s007"
"88",0.634567901234568,912.5,344.949849135823,888.5,330.529690215693,0.0774487471526196,343.5,-18,-93,188.5,-0.00213675213675213,0.00328947368421051,-0.134336677814939,-0.223196881091618,"44","s007"
"89",1,NA,NA,712,172.25739784146,0,NA,NA,NA,NA,NA,NA,NA,NA,"1","s009"
"90",0.95,923,NA,704,154.052798435739,0,NA,NA,NA,NA,0,NA,-0.125,NA,"2","s009"
"91",0.966666666666667,923,NA,704,183.529708347597,0,264,200.5,-112.5,-264.5,0,0,-0.111111111111111,0,"3","s009"
"92",0.95,1063,197.989898732233,712,220.490412146967,0,381,200.5,-212,-293.5,0,0,-0.153846153846154,0,"4","s009"
"93",0.92,1032.5,204.692452230169,712,223.865802571486,0,381,334,-208.5,-398,0,0,-0.1875,-0.0625,"5","s009"
"94",0.9,913.5,237.995588194403,746,223.235633381189,0,381,200.5,-205,-264.5,0.111111111111111,0,-0.2,-0.0526315789473685,"6","s009"
"95",0.9,923,218.1294940866,712,220.285324618832,0,331.5,324.5,-141,-264.5,0.0666666666666667,0,-0.227272727272727,-0.0526315789473685,"7","s009"
"96",0.9,913.5,208.516528978263,712,217.067193308087,0,337,177.5,-186,-131,0.0588235294117647,0,-0.24,-0.0476190476190477,"8","s009"
"97",0.888888888888889,895.5,185.775372126902,709,219.172200612046,0,337,187,-186,-134.5,-0.0840336134453782,0,-0.107142857142857,-0.0384615384615384,"9","s009"
"98",0.9,895.5,185.775372126902,680,216.36330755105,0,373,113,-179,-71.5,-0.0723684210526315,0,-0.108333333333333,-0.0344827586206896,"10","s009"
"99",0.909090909090909,895.5,185.775372126902,680,211.882797143476,0,355,164,-182.5,-134.5,-0.075,0,-0.0871212121212122,-0.03125,"11","s009"
"100",0.908333333333333,904,180.328286491862,680,225.205749020674,0,355,164,-179,-133.5,-0.0611111111111111,0,-0.0833333333333333,-0.0540540540540541,"12","s009"
"101",0.915384615384615,904,180.328286491862,663.5,223.198157352347,0,246,101.5,-77,-72.5,-0.0454545454545455,0,-0.0933014354066986,-0.05,"13","s009"
"102",0.921428571428571,904,180.328286491862,645.5,219.159670836504,0,200,46,-54,-9.5,-0.0398550724637682,0,-0.0916666666666667,-0.0465116279069767,"14","s009"
"103",0.92,895.5,205.660502829888,643,218.255578739224,0,176,42.5,-23.5,-13,-0.0352564102564102,0,-0.0897435897435898,-0.0625,"15","s009"
"104",0.925,895.5,205.660502829888,663.5,221.123829403986,0,176,39,-14,-10,-0.0352564102564102,0,-0.0720130932896891,-0.0588235294117647,"16","s009"
"105",0.923529411764706,887,201.15684657271,650.5,221.141808124785,0,172,39,-6.5,-12,-0.0266666666666666,0,-0.0933333333333334,-0.0545454545454546,"17","s009"
"106",0.922222222222222,854,195.48537788549,645.5,220.462200934266,0,189,39,-19.5,-15,-0.0240384615384616,0,-0.107311320754717,-0.0508474576271186,"18","s009"
"107",0.926315789473684,854,195.48537788549,643,219.028621151836,0,176,39,-14,-16,-0.0203619909502263,0,-0.101890756302521,-0.046875,"19","s009"
"108",0.93,854,195.48537788549,643,218.272626736573,0,176,101.5,-16,-78.5,-0.023109243697479,0,-0.0937188434695913,-0.0441176470588235,"20","s009"
"109",0.933333333333333,854,195.48537788549,636,222.068008462476,0,187,39,-25,-16,-0.0181488203266789,0,-0.0925297113752122,-0.0428571428571428,"21","s009"
"110",0.936363636363636,854,195.48537788549,616.5,224.596877576477,0,196.5,20.5,-34.5,1.5,-0.0155172413793104,0,-0.090625,-0.041095890410959,"22","s009"
"111",0.939130434782609,854,195.48537788549,616.5,223.088431465598,0,187,2,-26.5,19.5,-0.0131362889983581,0,-0.082815734989648,-0.0394736842105263,"23","s009"
"112",0.941666666666667,854,195.48537788549,616.5,221.18349507018,0,200.5,3.5,-33,10.5,-0.0101449275362319,0,-0.0815217391304348,-0.0384615384615384,"24","s009"
"113",0.944,854,195.48537788549,614.5,219.387096606508,0,210.5,3.5,-27,6,-0.00940860215053763,0,-0.0816210045662101,-0.0370370370370371,"25","s009"
"114",0.946153846153846,854,195.48537788549,599.5,217.11489164852,0,193.5,2.5,-34.5,5.5,-0.00875000000000004,0,-0.08,-0.0357142857142857,"26","s009"
"115",0.948148148148148,854,195.48537788549,604,216.476526882543,0,102.5,2,48,4,-0.00762527233115473,0,-0.0783475783475783,-0.0352941176470588,"27","s009"
"116",0.95,854,195.48537788549,604,215.821734847374,0,102.5,2,45.5,10,-0.00762527233115473,0,-0.0740740740740741,-0.0333333333333333,"28","s009"
"117",0.951724137931034,854,195.48537788549,608.5,215.873643385327,0,148,4,0,17,-0.00630252100840334,0,-0.0727194492254734,-0.031578947368421,"29","s009"
"118",0.953333333333333,854,195.48537788549,608.5,212.957755250869,0,130.5,21,-5.5,1,-0.00793650793650791,0,-0.0701680672268907,-0.0303030303030303,"30","s009"
"119",0.954838709677419,854,195.48537788549,613,215.445240576896,0,171,21,-29.5,1.5,-0.00670498084291182,0,-0.0644183402804093,-0.0294117647058824,"31","s009"
"120",0.95625,854,195.48537788549,613,214.403170936599,0,188.5,21.5,-21,1.5,-0.00816696914700543,0,-0.0612619222303742,-0.0283018867924528,"32","s009"
"121",0.954545454545455,821,218.536975186831,613.5,212.949918482008,0,102.5,22,48,1,-0.00594227504244482,0,-0.0586510263929619,-0.0370370370370371,"33","s009"
"122",0.952941176470588,798.5,225.376277959032,613.5,212.172326826551,0,137.5,30.5,13,-7,-0.00309597523219818,0,-0.0614973262032086,-0.0446428571428571,"34","s009"
"123",0.951428571428571,821,218.31970283751,613.5,212.677531793174,0,151,29.5,21.5,-6.5,0.0205882352941177,0,-0.0605882352941176,-0.0427350427350427,"35","s009"
"124",0.952777777777778,821,218.31970283751,613.5,213.417708344496,0,178,28.5,-5,-4.5,0.0214285714285715,0,-0.057967032967033,-0.0413223140495868,"36","s009"
"125",0.954054054054054,821,218.31970283751,616.5,216.064945696211,0,137.5,28.5,36,-5.5,0.0210027100271003,0,-0.0547910295616717,-0.0403225806451613,"37","s009"
"126",0.955263157894737,821,218.31970283751,619.5,216.730409830654,0,165,36,7.5,-12,0.0224646983311939,0,-0.0533302282254309,-0.0396825396825397,"38","s009"
"127",0.956298200514139,821,218.31970283751,613.5,215.95759600374,0.00256410256410256,165,27,7.5,-4,0.0213032581453635,0,-0.0533302282254309,-0.0381679389312977,"39","s009"
"128",0.954887218045113,798.5,220.709765650718,613,216.608254359123,0.0025,178.5,21,8,3,0.0201958384332925,0,-0.0598911070780399,-0.0367647058823529,"40","s009"
"129",0.953545232273839,821,214.661763047404,609,215.945374289226,0.0024390243902439,179.5,22,7.5,2,0.0181286549707602,0,-0.0653508771929825,-0.0359712230215827,"41","s009"
"130",0.949880668257757,776,211.857611661813,609,215.183809602148,0.00238095238095238,179.5,21,5,2,0.0175531914893616,0,-0.0733606557377049,-0.0422535211267606,"42","s009"
"131",0.948717948717949,783.5,206.775350210187,609,214.076124497333,0.00232558139534884,179.5,20,-5.5,3,0.015,0,-0.079,-0.0416666666666666,"43","s009"
"132",0.949771689497717,783.5,206.775350210187,609,213.381871938684,0.00227790432801822,179.5,18.5,-14,6.5,0.0159598723210214,0,-0.0799187892211147,-0.041095890410959,"44","s009"
"133",0.7,797,102.865608117258,520,163.341054239282,0,NA,NA,NA,NA,NA,0,NA,-0.5,"1","s011"
"134",0.85,797,102.865608117258,556.5,122.600149687089,0,NA,-34,NA,35.5,NA,0,NA,-0.25,"2","s011"
"135",0.9,797,102.865608117258,558,141.952016540802,0,204.5,-34,-161,100,0,0,-0.166666666666667,-0.142857142857143,"3","s011"
"136",0.925,797,102.865608117258,563.5,135.266186375127,0,185,45,-162,36,0,0,-0.133333333333333,-0.0909090909090909,"4","s011"
"137",0.94,797,102.865608117258,558,135.337810454762,0,164.5,12.5,-98.5,54.5,0,0,-0.111111111111111,-0.0714285714285714,"5","s011"
"138",0.933333333333333,808.5,90.1789886836174,545,135.74796982724,0,181,3.5,-109,45.5,0,0,-0.130434782608696,-0.0588235294117647,"6","s011"
"139",0.928571428571429,797,110.168053445634,541,135.563680517349,0,127,31.5,-65.5,9,0,0,-0.148148148148148,-0.0526315789473685,"7","s011"
"140",0.9375,797,110.168053445634,544,137.793195780171,0,132.5,10,-44.5,17,0,0,-0.129032258064516,-0.0454545454545454,"8","s011"
"141",0.944444444444444,797,110.168053445634,538.5,133.691890251381,0,121.5,29.5,-45,10,0,0,-0.117647058823529,-0.0384615384615384,"9","s011"
"142",0.95,797,110.168053445634,526.5,136.285539638682,0,121.5,-2.5,-44.5,23.5,0,0,-0.114285714285714,-0.032258064516129,"10","s011"
"143",0.945454545454545,731,102.712057065695,533,133.088229199751,0,114.5,-2.5,-37.5,23.5,0.0909090909090909,0,-0.1,-0.0303030303030303,"11","s011"
"144",0.941666666666667,665,126.119935360109,538.5,133.915283797262,0,106,4.5,-40,17,0.0769230769230769,0,-0.119047619047619,-0.0277777777777778,"12","s011"
"145",0.946153846153846,665,126.119935360109,542,135.831562949314,0,107,-2.5,-39,31,0.0714285714285714,0,-0.111111111111111,-0.024390243902439,"13","s011"
"146",0.942857142857143,680,116.768314562274,538.5,135.710175632705,0,103.5,-7,-30.5,32,0.0714285714285714,0,-0.125,-0.0227272727272727,"14","s011"
"147",0.946666666666667,680,116.768314562274,542,134.891821268675,0,106,7,-39,17,0.0666666666666667,0,-0.117647058823529,-0.0212765957446809,"15","s011"
"148",0.94375,665,128.422588009708,539.5,135.698648903938,0,106,8,-29,17,0.125,0,-0.109090909090909,-0.02,"16","s011"
"149",0.941176470588235,651,133.271860829242,537,135.05645931824,0,106,-17,-29,22,0.125,0,-0.120689655172414,-0.0185185185185185,"17","s011"
"150",0.944444444444444,651,133.271860829242,541,135.318082644435,0,105,-17,-34,25,0.0952380952380952,0,-0.114754098360656,-0.0178571428571429,"18","s011"
"151",0.942105263157895,637,138.008563634159,542,134.212060199287,0,112,-18,-41,25,0.0909090909090909,0,-0.107692307692308,-0.0344827586206896,"19","s011"
"152",0.945,637,138.008563634159,544.5,131.548229236459,0,106,-17,-41,24,0.0833333333333334,0,-0.1,-0.0338983050847458,"20","s011"
"153",0.947619047619048,637,138.008563634159,541.5,133.674158015324,0,105,-17,-40,25,0.08,0,-0.0958904109589042,-0.0317460317460317,"21","s011"
"154",0.95,637,138.008563634159,542.5,133.486788807874,0,107,-17,-41.5,28,0.0740740740740741,0,-0.0909090909090909,-0.0307692307692308,"22","s011"
"155",0.952173913043478,637,138.008563634159,541.5,134.420551226957,0,103.5,-5,-38,28,0.0689655172413793,0,-0.0909090909090909,-0.028169014084507,"23","s011"
"156",0.954166666666667,637,138.008563634159,542.5,133.654122376345,0,98,-5,-35.5,26,0.0645161290322581,0,-0.0864197530864198,-0.027027027027027,"24","s011"
"157",0.952,617,133.209222539946,541.5,132.645457755352,0,99,-5,-36,26,0.0625,0,-0.0941176470588235,-0.0263157894736842,"25","s011"
"158",0.953846153846154,617,133.209222539946,541.5,132.937026147812,0,100,-17,-36,30,0.0606060606060606,0,-0.0898876404494382,-0.025,"26","s011"
"159",0.955555555555556,617,133.209222539946,540.5,131.840058324199,0,82,-17,-24.5,24,0.0588235294117647,0,-0.0869565217391305,-0.0235294117647059,"27","s011"
"160",0.957142857142857,617,133.209222539946,539,130.798597002954,0,61,-16,-4,18.5,0.0571428571428572,0,-0.0842105263157895,-0.0224719101123596,"28","s011"
"161",0.958620689655172,617,133.209222539946,541,130.093270119344,0,81.5,-14.5,-24.5,22,0.0571428571428572,0,-0.0808080808080808,-0.0217391304347826,"29","s011"
"162",0.956666666666667,597,131.387760425938,537.5,129.373462067618,0,81.5,-2.5,-29.5,18,0.0571428571428572,0,-0.0882352941176471,-0.0208333333333334,"30","s011"
"163",0.954838709677419,580.5,128.264750238895,536.5,128.753146982231,0,83,-1.5,-29.5,17.5,0.0555555555555556,0,-0.0952380952380952,-0.02,"31","s011"
"164",0.95625,580.5,128.264750238895,536,128.546135918023,0,62.5,-1.5,-6.5,16.5,0.0526315789473685,0,-0.0925925925925926,-0.0192307692307693,"32","s011"
"165",0.957575757575758,580.5,128.264750238895,535.5,129.233487428581,0,61,2,-4,13.5,0.0512820512820513,0,-0.0900900900900901,-0.0185185185185185,"33","s011"
