"","breaks","acc_icc","avg_rt_error_icc","std_rt_error_icc","avg_rt_icc","std_rt_icc","missed_percent_icc","cue_switch_cost_rt_100_icc","cue_switch_cost_rt_900_icc","task_switch_cost_rt_100_icc","task_switch_cost_rt_900_icc","cue_switch_cost_acc_100_icc","cue_switch_cost_acc_900_icc","task_switch_cost_acc_100_icc","task_switch_cost_acc_900_icc","trial_switch_cost_rt_100_icc","trial_switch_cost_rt_900_icc","trial_switch_cost_acc_100_icc","trial_switch_cost_acc_900_icc"
"11",11,0.718349311226444,0.538530831288983,0.163141265091175,0.671487653158593,0.505945622867299,0.0224278260869497,-0.000999771278938771,-0.0089981193658993,NA,NA,-0.00748697669070816,-0.186903058943563,NA,NA,-0.151767796623404,-0.270306799950438,0.210616267896547,-0.0414824683728311
"12",12,0.729861015749163,0.594149430014999,0.289192837928652,0.688852400835132,0.533049584757074,0.0189547250945062,-0.0742817361180658,0.116911867535245,NA,NA,-0.0182592277230207,-0.100941759770265,NA,NA,-0.204381084617862,-0.270637033433098,0.250534177827619,-0.194670860308595
"13",13,0.745002332030095,0.597292426712294,0.260303320723834,0.695977550335272,0.570506236526704,0.0224899915310179,-0.0572350311870462,0.202034108274929,NA,NA,-0.0092602335408338,-0.0466189495404457,NA,NA,-0.130866013852813,-0.108319758703449,0.285810814794072,-0.126582218621632
"14",14,0.755279830076318,0.624089007891941,0.293266485455581,0.713524561597459,0.570376873619102,0.0676413237890452,-0.053894394127026,-0.0126810690465306,NA,NA,0.0829521642138648,-0.000771851903977851,NA,NA,-0.0417039559423262,-0.0294155191746704,0.285839151020341,-0.162139872959648
"15",15,0.765957221589813,0.637006976195107,0.323383151155098,0.713806131940523,0.575108747953166,0.102050169288608,0.0628639144572096,0.00108833428586186,NA,NA,0.101444148888026,-0.0771031804856375,NA,NA,-0.0095189093530358,0.125944857488777,0.338208944775688,-0.197282672188482
"16",16,0.773623612862165,0.662959248397291,0.372659742459042,0.722938160487634,0.57418066631708,0.110536383339028,0.10045779119913,-0.00370240485561276,NA,NA,0.141104211634084,-0.05120954892592,NA,NA,-0.0449017853183057,0.0872717196729859,0.316281546974972,-0.190392410922358
"17",17,0.774137230056085,0.669133643169556,0.412835398123472,0.720834420278543,0.587513789519083,0.182506155041329,0.107199668591571,0.0428114441679625,NA,NA,0.0549008477040586,-0.0607688053176183,NA,NA,0.0219614853327383,0.13862512677695,0.340964658165842,-0.289770531182856
"18",18,0.780527613273047,0.664434662757488,0.434334160107125,0.727758787536656,0.600117470993776,0.212087407779813,0.243970192344653,0.0511185413808633,NA,NA,0.193922342021389,0.008155690319024,NA,NA,0.0497809236520108,0.169274523861355,0.222624342884897,-0.355238861021703
"19",19,0.778918611060214,0.64852516677985,0.470841083024861,0.731183489670855,0.61544177276545,0.241824030883059,0.22126626314771,0.163220793549753,NA,NA,0.165723857434018,0.0369165556801343,NA,NA,0.0429922613528757,0.200634495858796,0.206187506335752,-0.192470278368628
"20",20,0.778433575731222,0.633886404073736,0.465870845083733,0.735739910269942,0.612787939355823,0.278602776902898,0.229365985633346,0.142242869116704,NA,NA,0.097593735758846,-0.0469485575970316,NA,NA,0.146084490677807,0.174321771845107,0.235454490161908,-0.241025578514724
"21",21,0.780492298183197,0.635244308378646,0.495437703042992,0.729602504174054,0.621991603497835,0.2869743955392,0.237826093070654,0.170354307919583,NA,NA,0.0742115995180807,-0.0766611022227654,NA,NA,0.0919876012613722,0.222728677441631,0.224643088507349,-0.155895238999078
"22",22,0.784489177659961,0.614184727386224,0.510406229912255,0.737947588963366,0.625629092403058,0.272926341788396,0.271940226436425,0.0923901432765441,NA,NA,0.111734288832252,-0.0403120563630747,NA,NA,0.13400965217638,0.266821676652378,0.193923797665957,-0.1373791580076
"23",23,0.788532138390854,0.622431383362199,0.487906016567802,0.73924985348881,0.630254634866913,0.267070044236712,0.121635419809021,0.145149897498011,NA,NA,0.0527881949965101,0.00673849478558381,NA,NA,-0.0396515530765149,0.28714842339733,0.253848451071974,-0.0449029947808312
"24",24,0.788392015277992,0.62444097512819,0.495004579723648,0.736482950856344,0.631012059084731,0.270908625566481,0.0811861539496505,0.147674614110356,NA,NA,0.0631909605639607,-0.075692280720688,NA,NA,-0.0196359406678029,0.286897419057794,0.233739407763732,0.000352322214095321
"25",25,0.79172863749759,0.63465594707464,0.50312665275346,0.736139448312604,0.630403195607262,0.269907820214424,0.0469206248910277,0.0197651788650737,NA,NA,0.133341173158245,-0.0825388352057766,NA,NA,0.0271579979679155,0.203254975066576,0.231198490682163,0.0644431258702938
"26",26,0.789410573349966,0.637836189512364,0.510381010158773,0.734713896443924,0.631107405151703,0.246873782987751,-0.0385398198630202,-0.0141227428375721,NA,NA,0.145018234937942,-0.0143450904067731,NA,NA,-0.0771177465336258,0.200178378355981,0.182666193204251,0.131308474023122
"27",27,0.791550012342808,0.654033090646454,0.522851650173238,0.733396381109841,0.63524450551551,0.240482095279585,0.0177211448810661,0.0822433317270677,NA,NA,0.137385599868978,-0.0457794123098548,NA,NA,-0.00570832215358551,0.224924580285116,0.212114051764487,0.177259245501306
"28",28,0.795781440540002,0.665641507330483,0.529983074832702,0.732490771559665,0.64427402368384,0.218720974440657,0.0261422128586164,0.0370772338817452,NA,NA,0.123181215480272,0.0321127454026482,NA,NA,0.0395522773507578,0.254041104757289,0.245368480867023,0.161524676063975
"29",29,0.79521281360097,0.661717026922901,0.525147388140634,0.734289613784062,0.649471402117118,0.205776233486648,0.055061145088064,-0.0243261181457291,NA,NA,0.114755483406948,0.0302397076929604,NA,NA,0.134761324752051,0.229551834261857,0.252268495043119,0.142262515519926
"30",30,0.791533777325214,0.661967773772035,0.535877438791619,0.736332451830718,0.65539212025545,0.197799097519981,0.0685689246615474,0.0148957809934824,NA,NA,0.140912503868116,0.0489777602396438,NA,NA,0.103950449874626,0.264500172325789,0.270754750998016,0.167965958173457
"31",31,0.791373624904342,0.664568424404939,0.541751886817494,0.735908817114497,0.662905216719309,0.188288092490365,0.0990368384162544,0.0528201041870753,NA,NA,0.199086595868502,0.00888017619437689,NA,NA,0.0940646873409771,0.232025118542801,0.307639040545423,0.115714243777646
"32",32,0.78638178664706,0.657036025221937,0.543787061296249,0.731083593304133,0.663926591306253,0.166020110291243,0.166648931948306,0.0974526173158965,NA,NA,0.112072138705092,-0.0495645233028639,NA,NA,0.142266091229803,0.198067119423085,0.288991752127149,0.108346106961772
"33",33,0.787356567268836,0.654840536801301,0.546213346185477,0.726935322594336,0.663809796282834,0.153825838816497,0.152988074259194,0.00682352161262637,NA,NA,0.149021121462103,-0.017774755533655,NA,NA,0.183289211010372,0.182405159262757,0.257454134934691,0.112441518507002
"34",34,0.784972408197612,0.655778214093028,0.554288634576849,0.72910632143131,0.667541800472706,0.162592512465242,0.122197379514869,0.0249200197947136,NA,NA,0.157493787107182,-0.100930032203689,NA,NA,0.170098032145662,0.177819124076939,0.250538858116327,0.13994123778861
"35",35,0.785882883848756,0.662281903331187,0.536501867327127,0.72692667391322,0.665497688719119,0.158680097383952,0.12721398974392,-0.000487383298489176,NA,NA,0.142519238534969,-0.100072833014308,NA,NA,0.163785880069543,0.138435730178735,0.286845279090738,0.167469189962025
"36",36,0.786567711172014,0.666686880271921,0.536426155041786,0.725607093053084,0.661129508902265,0.145559839085201,0.0780016661473673,0.0175254990283924,NA,NA,0.159843640824477,-0.0000971442514038482,NA,NA,0.0925488293533928,0.194552967981488,0.293136268290611,0.237312221858941
"37",37,0.7845210911161,0.671248333327366,0.540736342105558,0.729146105750475,0.654656986553566,0.134833285952153,0.0940345181885673,0.0397302249729669,NA,NA,0.15438723018017,0.0221503049032404,NA,NA,0.121535526560882,0.135211881491459,0.321085732768456,0.203401274603887
"38",38,0.783066958088748,0.673069036397331,0.543623923608463,0.733658696508551,0.650455005321548,0.132014677608822,0.0323230512752565,-0.033657182482321,NA,NA,0.176875955596702,0.0286788813808571,NA,NA,0.0980355584050557,0.167110184635897,0.342597559204414,0.228948413402319
"39",39,0.784371333222105,0.672497410832185,0.540371589493038,0.733303744011008,0.648461785141506,0.12594943728811,0.110512408793006,-0.0461013469406412,NA,NA,0.114324636398049,-0.00818728016311015,NA,NA,0.135088639045054,0.201019804813307,0.369252667514928,0.223227669372026
"40",40,0.787727190258105,0.673179679513043,0.537949389261789,0.736370078233553,0.641191712660318,0.116071970191709,0.104136366193726,-0.0998064304548391,NA,NA,0.0513937900921254,-0.0187414326542987,NA,NA,0.110830247515489,0.209456179567547,0.327979850805793,0.220103884523381
"41",41,0.7907848573787,0.670781411455018,0.560130259251987,0.739354536115253,0.641223281976362,0.112964196759253,0.127247808361502,-0.0594747748487283,NA,NA,0.0569510903853264,-0.0208692612266195,NA,NA,0.0407435142398446,0.212616328071821,0.374805006661281,0.208694345022266
"42",42,0.795650806925718,0.659170518812182,0.556185324895203,0.738600315696414,0.642647728450038,0.112355244448812,0.186090159195726,-0.024305819688756,NA,NA,0.0196672913223767,-0.0181954594265213,NA,NA,0.100424571863861,0.222896032587462,0.345116535646219,0.222151215284824
"43",43,0.797880734781927,0.671162189836307,0.536279276723418,0.739210262405786,0.645226328884286,0.106801722712984,0.238320206646802,-0.00278337909860829,NA,NA,0.0107275356224185,-0.0179833043424995,NA,NA,0.149916816808729,0.212922373913722,0.308852468986996,0.214488457953221
"44",44,0.797426198270499,0.679461728552584,0.524523578390831,0.73839143117962,0.647436050944386,0.110766448273971,0.270390800180859,-0.0335000447580243,NA,NA,0.0498645796982465,0.0124219250763003,NA,NA,0.162773877774814,0.206410397929806,0.321561407579481,0.26511633096907
