,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,dot_pattern_expectancy.bias,DPEDPRIM,DPEHD,DPEHN,DPEHT,go_nogo.bias,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,WRTNEUPR,WRTPOSPR
s032,0.71522556,0.031877845499999995,1.5880741142,1.7894736841999999,34.4583333333,0.2,802.0,26.434782608699997,0.23333333329999997,582.0,-0.7677130524,-0.9969134769,3.4875977133,0.39450397369999995,1.83384004,-2.2878685513,0.0003331151,0.0025541,0.000121582,1.9583262031,0.29251906440000003,1.3674335754,0.8333333333,0.1666666667,10.916666666700001,0.0166666667,1,0.0003333333,-0.5833333333,14.75,-0.0830508475,1,-0.001465387,-0.8915662651,-0.24501983239999997,0.3432985746,7.3,4.4,1.0512128642,0.4630417082,2.3949272702,-0.9323291337,0.9444444444,-1.6240244778,0.0503703975,-0.7548590440999999,3.8104168489999997,2.7814581633,0.2529416451,1.3999007945,-0.7458764829000001,2.9788724794999997,105.0,9,0.7411956787,0.0012560480999999999,0.8970016479999999,0.0011747586,0.75,0.0002011893,0.0002011893,0.0002011893,-0.9384343559999999,1.7378116036000002,0.32811406530000004,2.1259275047,-0.43922962369999996,,,,,,,,,0.4675669965,16,1.6066126149000002,0.4587774872,2.0774187431,-0.4308824063,2.04323649,0.0548796856,2.928385434,-0.7312710875,0.4218362283,0.0775575377,2.4477478774,0.2593342979,1.5529937425,-0.6365525814999999,313.5,5.5,4.5,389.0,2.0337149001,0.25656046180000003,1.276352882,286.6666666667,313.8333333333,4.669599917799999,0.1168034885,3.7006581656999997,27.1666666667,-3.7764691714999996,1.7295522541,0.30566845270000004,1.7472435943,-0.7492617523999999,2504.4621212121,-3,11,4934.9166666667,-1.1881198211,1.4350845253,0.8811110506000001,0.5132530579
s033,1.7056670437,0.1106021222,1.8058228763,2.65,21.24,0.1666666667,511.0,20.071428571400002,0.0666666667,542.0,-0.58786948,-1.4216007715,2.7255622157,0.34449141479999995,1.7371496822999999,-1.4198414078000001,0.0001801774,0.0001838894,0.0005537109,4.7149715723000005,0.3140946801,1.2057022811,0.1666666667,0.5,8.875,-0.0291666667,2,-0.0071666667,-2.0416666667,9.5833333333,0.006378455000000001,1,-0.0014316088,-2.0481927711,0.7682102033,0.5349510577000001,7.8,6.9,2.7358387429000004,0.3735349037,1.8692008398,-0.0252298721,0.5277777778,-3.4096583347000005,-1.3919829828,0.0,5.320134937200001,3.9511131394,0.25468044219999997,1.4557928499000001,-1.0705413209999999,3.8243251091,155.0,8,0.7272541523,0.0011274195,0.8045013428000001,0.0017025514000000002,0.5555555556,0.0006324555,0.0006324555,0.0099597577,-1.589409575,1.7489957547,0.4326361971,1.4768304219,-0.5819354215,290.1666666667,3.5417341931,0.3009498418,1.3096023055,-17.5,-25.5,-4.9822346753,13.4655090474,0.41201468049999995,11,1.967193481,0.49325220509999995,1.8263066192,-0.1098492227,3.1210710538,0.3937951507,1.3799107277,-1.9914786812,0.4766584767,0.0021588835,3.6938397122000004,0.29313789739999996,1.0898951659,-1.7038512537000001,298.5,6.5,6.5,,,,,277.5,281.8333333333,3.5093366273,0.28345753220000003,1.3718030868000002,4.3333333333,10.2499432062,2.8535959230000003,0.3307056023,1.4209961228,-1.0108888623,1988.32,13,8,3355.0,-0.2588616339,0.3053816496,0.8064396664,0.3958093141
s034,1.4068512051,0.0451464616,1.5110390533000002,2.15,45.5555555556,0.4,778.0,33.3333333333,0.30000000000000004,677.0,-0.6882770567000001,-0.45189863189999996,2.4492167718,0.2828439316,1.4357567411,-1.4712088598,0.0003477501,0.00025772,0.1190205078,1.7041328322999998,0.29382669559999997,1.5106714087,0.6666666667000001,0.33333333330000003,17.5,0.0916666667,2,0.001,-2.5833333333,18.4166666667,0.26089347079999997,3,-0.0086423826,-3.1243986254,-0.2163964041,0.6929760420000001,5.5,4.1,1.2652042232,0.25760762260000003,1.5205776356,-0.7455035689,0.0,-0.0446745163,-0.4026116231,-1.0856455288,3.1488438797,1.8824033582,0.047471102,2.511813381,-1.4184071275,2.6215454703,168.0,5,0.6340867996,0.002702227,0.8225616455,0.0035750197000000007,0.5833333333,0.06403124240000001,0.25,0.25,-1.7899925579,1.8072276134,0.3321563322,1.2815386995,0.0133066623,265.1666666667,3.6361073458999997,0.35160625759999997,1.284421099,25.0,71.5,,,0.4267267717,4,1.1565592693,0.3787155765,1.2049450219,-0.6171259294,2.6886271876,0.35579439300000004,1.3154554698,-0.6849698602000001,0.3447432763,-0.0206946378,2.3692246968,0.2792483396,1.9228463421,-0.4197531259,363.5,7.5,5.2,275.6666666667,2.3111458324000003,0.29971427440000004,1.04351592,249.5,245.0,3.0803527370999997,0.3209018107,1.3270463877,-4.5,35.2789692868,1.8938874901,0.31783964060000003,1.5809616569999998,-0.4958623953,1429.1984848485001,18,6,2846.25,,,0.1622214628,0.2831216916
s035,1.4313088086,0.24668834609999998,1.6397894557,3.3,35.789473684200004,0.3666666667,639.0,23.85,0.33333333330000003,452.0,-0.1778137875,-1.2170856489,3.4156961673,0.3672735351,1.6931195021,-0.7169224062999999,0.0024238942000000003,0.0097543945,0.0328720703,3.2065515416,0.28080619430000003,1.4008881816999998,1.0,0.0,6.666666666699999,0.0916666667,2,-0.0116666667,-1.6666666666999999,6.541666666699999,0.0567621145,2,-0.0063497797000000005,-1.7920704846000002,-0.1263366831,0.8415413553000001,8.6,7.3,1.9887517471,0.3646239355,1.8595524052,-0.30689724160000004,0.4722222222,-0.8691605306,-1.5135308707,-0.7558235790000001,2.4891999802,2.0813075411,0.11104291710000001,2.0028381071,-0.8742787237,3.2356769612000003,294.0,10,0.7626342773999999,0.0014512173000000002,0.9,0.0020811163,0.8333333333,0.0015811388,0.0038729833,0.0099597577,-1.5882471659000001,1.9451619775,0.3737185478,1.5467042369,-0.032936844900000005,515.6666666666999,2.5490344925,0.14658200770000002,2.4887583236,24.0,-8.0,-1.9462782271999999,9.5286490704,0.3871837302,17,2.1327009908,0.4293359087,2.2018941758,-0.2287359704,3.144823362,0.4006973181,1.6807943979000002,-0.5830163619000001,0.4520884521,0.0536722188,2.4125547448,0.2917756606,1.4804295223,-0.6949783914000001,351.5,7.2,6.2,333.8333333333,3.8763923371,0.33716745649999996,1.6972067709,238.8333333333,301.5,2.9990048154,0.30977018510000004,1.6901022363999998,62.6666666667,80.5816091954,2.6414428759,0.2941200518,2.7338402499,-0.6695830274,1343.4930555556,11,7,2510.0,0.2494608596,0.1823215568,0.1481889747,0.3625236762
s036,1.2167322528,0.24078466399999998,1.1847955829,1.55,32.2380952381,0.30000000000000004,639.0,20.5263157895,0.3666666667,376.0,-0.7085134391,-0.6210173808,3.6336299251999997,0.3919405130000001,2.1450768984,-1.0616900301999999,0.0009689058,0.00034147450000000004,0.0004678955,4.2968024644,0.29912081020000003,1.3203662494,0.5,0.1666666667,3.75,0.033333333300000004,2,-0.010333333299999999,-1.25,4.5416666667,0.1070460705,2,-0.006723577200000001,-1.7357723577000002,0.1316481415,0.34871618660000003,6.1,5.8,1.8764349911000002,0.5465699551000001,1.6286508543,-1.1423427469,0.6111111111,-0.9307395987,-0.39456386950000005,0.0,5.320134937200001,3.047041842,0.26625200239999997,3.0125693843,-1.0170844173,3.9312389163,206.0,9,0.8792638779,0.0013619672,0.8770751953,0.0013185732999999999,0.5555555556,0.0004,0.0038729833,0.0004,-1.4756584647,1.9050408663999998,0.41579813299999996,1.4826859629,0.05890983690000001,308.6666666667,2.8207056998000004,0.31771825649999996,1.5441354427,19.0,68.5,,,0.5055458482999999,10,1.6671419685000002,0.47482929259999995,1.9530371597,-0.3821306318,3.0300307599000003,0.4270982239,1.3299562589,-1.0252202966,0.4191176471,0.0940663601,2.9708236006,0.3144631711,1.4458482586,-1.1679598679,366.0,5.9,5.6,347.8333333333,2.8447842185,0.2949880981,1.5238634004,281.5,286.6666666667,2.679334968,0.3551188221,1.2415579379,5.1666666667,73.913015873,1.8240059247,0.3695500960000001,1.5891949346,-0.8631244624000001,1940.1,13,7,3584.75,-0.4547402383,0.4238142468,0.8635762621999999,0.3395718505
s038,0.8190826769,0.0382533744,1.3535244797,1.6,38.3913043478,0.23333333329999997,844.0,19.7272727273,0.2666666667,412.0,-0.4505451784,-0.8705848782000001,2.1858762741,0.371446531,1.6122227044000002,-0.1391156822,0.0005160178000000001,0.0044067383,0.0233808594,2.6858377769999997,0.2727465173,1.2335416654,0.1666666667,0.8333333333,14.5,-0.1,1,-0.0056666667000000006,0.6666666667000001,15.333333333299999,-0.021446384,0,-0.0032269327000000003,-0.21674979219999999,-0.0568516509,0.1314137343,9.5,8.8,,,,,0.0,-2.3155676333,0.4572776145,0.46507548880000005,2.0003166078,0.6839425325,0.0494410928,1.3280238359,-0.6529863250000001,2.9892151170999997,94.0,3,0.6054178953,0.0024307599,0.6271583079999999,0.0022356119,0.5,0.25,0.25,0.1265219767,-0.4415308956,1.2580144158,0.071940694,2.5155952067,0.0965766617,400.0,2.0953148885,0.0760223597,2.0956088761,64.5,8.0,,,0.5508902684,1,0.8136124031,0.3200806256,2.0562201161,-0.2393425988,2.0434586966999997,0.3828719836,1.5447191906,-0.9812223008,0.3762376238,0.051702232300000005,2.6354394717,0.3222815147,1.3874020941999998,-0.8800926945,341.5,3.6,4.3,414.0,3.1374768412000003,0.3090304044,1.3126066648999999,374.3333333333,412.5,2.9956477019000003,0.33640126340000004,1.2270986587,38.1666666667,16.7669660679,1.5573266765,0.40066891479999994,1.4870170778,-0.1241247347,1591.545,17,7,4103.9166666667,-0.6179702612,0.4172995658,0.1468583208,0.32182275930000004
s039,2.3161086973,0.2182189452,1.4741394406,2.6,43.7222222222,0.4,736.0,25.285714285700003,0.5333333333,338.0,-0.6035901113000001,-0.8006354091000001,3.9490726125,0.3816263064,1.936723048,-1.6177180073,0.00041405239999999996,0.0053118285999999995,0.0260439453,3.5815680875,0.2690538349,1.7803839556,0.6666666667000001,0.33333333330000003,16.2916666667,-0.0208333333,1,0.0008333333,-4.2916666667,27.5,0.0119077307,0,-0.0014763092000000002,-2.1452618454,-0.31877836379999996,0.8574144487,8.8,8.0,2.4760808222999997,0.4120843099,1.9920436621000002,-0.7157750089,0.0833333333,-1.5294651824,1.8463676138,-0.0920465747,3.1862650416000005,2.0189856325999997,0.23729060850000003,1.464355824,-0.8893284576999999,4.1867508355,134.0,2,0.718359375,0.0015058985999999999,1.0,0.0017774582999999999,0.8611111111,0.009797959,0.009797959,0.0256124969,-0.8515548194,1.7447123080000002,0.3895060725,2.1270498929,-0.031141620499999998,332.0,2.6663913972,0.29592896080000003,1.7009108241000002,-3.5,139.5,13.1322092208,-12.382034876099999,0.5418513671999999,8,2.1004998789,0.4583083743,1.6061666747,-0.20656504809999998,2.8806891878,0.4306646506,1.7941236482,-1.9316003393,0.380952381,0.0461583512,3.7669374997000005,0.325761583,1.6528381262,0.0717745326,353.0,5.8,6.0,365.6666666667,3.4559344964,0.3710137038,1.340509128,,,,,,,,2.470188269,0.4250122963,1.6751848064,-0.3072528933,2100.3703703704,13,7,4013.0,0.14345539070000002,0.5389965007,0.8781173609999999,0.3632841739
s040,1.1595420479,0.21355667609999998,1.1503984626,1.35,16.6666666667,0.1,430.0,15.2,0.1666666667,355.0,-0.5295591511000001,-1.0825436501999999,3.4921542019,0.36915886439999995,1.9617487655,-0.3719254871,0.0004864410000000001,0.0048004456,0.0777617188,5.2683145185,0.2974414908,1.4143785371000002,0.5,0.33333333330000003,11.208333333299999,-0.0291666667,0,0.0011666667,-0.5416666667,3.8333333332999997,0.0489361702,0,-0.0040425532,-0.9893617021,0.1849224525,1.2949847015,8.9,8.4,2.3562904989,0.3325400133,2.1113361599,-0.4603752463,0.055555555599999994,-0.7821786426999999,-0.3268405703,0.0,5.320134937200001,5.2959886517,0.276889781,4.243318968600001,-1.2494826612,3.4664424285,213.0,5,,,,,0.5,0.009797959,0.0256124969,0.06403124240000001,-1.0568363936,1.6946004631,0.42523133729999996,1.6215512613,-0.4184121382,257.8333333333,3.3574772481,0.30626155969999996,1.4823257631,11.0,88.5,-3.5833429608,8.8107379571,0.4738760028,3,2.1893333473,0.4152095717,1.6129032380000001,-0.5587090846,3.4674675158999997,0.4017812063,1.50576837,-1.8318279200999998,0.3870967742,0.034408568,4.6409972596,0.27241772880000004,1.3789335601,-1.1397259369,254.0,5.0,4.7,226.0,3.8407636959,0.3179419985,1.4739036986,228.5,248.1666666667,4.6569381407999995,0.2906739719,1.8342953788999998,19.6666666667,31.1877599809,3.3864439407,0.33934573560000003,1.939618025,-1.6578333853,2668.1,20,3,2023.0833333332998,-0.7545928464,1.1676051602,0.12705031590000002,0.35602075180000003
s041,1.3070205954,0.0881144502,1.8325651403,2.45,19.4583333333,0.2,442.0,35.2380952381,0.30000000000000004,717.0,-0.1267159894,-1.1510668264,3.7375058249,0.379911899,1.8542438982,-1.6317071475999998,18.8138769531,0.080894043,0.0878203125,3.3521277318,0.31499151400000003,1.4001912881,0.33333333330000003,0.5,10.0,2.2204460489999999e-16,0,1.2576745200000002e-17,-2.2204460489999999e-16,12.208333333299999,-0.086547619,2,-0.0017714285999999998,-1.4428571429,0.0093761045,0.1765506634,2.3,4.5,1.6959689281,0.2963297716,1.6802963480000002,-0.7703947013,0.0,-0.8844334460000001,-0.3667302862,-0.16358795580000002,2.6278746724,2.1716547672999997,0.2688903977,1.4177823628,-0.38268909409999996,3.9238172268000002,105.0,10,0.7222919464,0.0013473894,1.0,0.001678942,0.5,0.25,0.25,0.158113883,-2.1210039462,1.3557236306,0.4061457528,1.2768351538,-0.10862625279999999,265.5,2.1198346123,0.36331098409999996,1.2593092383,-59.5,18.5,,,0.4967357629,1,1.3746585444,0.4251693733,1.7026315794999998,-1.3414270244,2.3366516433,0.1443750218,3.0063690032999997,-0.7361249515999999,0.3830845771,-0.0138749124,3.0790507005000003,0.2924639698,1.848861865,-0.6186855407,425.5,5.8,5.4,354.1666666667,0.9652653231999999,0.4451073342,1.2438938035,238.1666666667,245.3333333333,2.9528657458999996,0.33617295659999996,2.115520943,7.166666666699999,-90.4411106135,2.7321301931999997,0.3378789942,2.0409749906,-1.3010768209,2645.3575757576,6,6,3869.3333333333003,-0.7246863579,1.2370146115,0.4516486635,0.1724203359
s042,1.5131332147999998,0.2582431117,2.391132148,3.75,2.0689655172,0.033333333300000004,58.0,1.9310344828000001,0.033333333300000004,54.0,-1.0692564621,-0.5269764322,2.9504213169,0.3375989821,1.3731229024,-2.1197329551,2.73255e-05,0.0005744400000000001,0.0030722656,4.9299348919999995,0.26958185160000003,1.7061118478,0.8333333333,0.1666666667,25.2083333333,0.0625,1,-0.0025,-3.0416666667000003,20.625,0.15,2,0.0011428571,-3.7142857143,-0.0272817093,0.9257502779,7.8,6.0,2.6521760209,0.45101866799999996,2.187928587,-0.6177145394,0.7777777778,-1.2780033048000001,-0.0043055061,-0.3719338943,3.8121088774,2.9726754040000003,0.2258627697,1.724371392,0.0,5.965407751,221.0,4,0.6407468796,0.0019502327,0.9989257812,0.0024516932999999997,0.9166666667,0.0015811388,0.0015811388,0.009797959,-0.7000501339,2.358101435,0.42191553880000005,1.7022516652000002,0.0184987863,289.6666666667,3.3349733285000003,0.15477514960000002,2.58660486,25.0,10.0,4.3568072522,2.443627957,0.5772580901000001,17,2.4029425792,0.4558119273,2.3681070643,-0.2917291711,3.9696195710000004,0.40747604509999996,1.7784835369,-1.4776244557,0.5171568627,0.107526748,4.1034161888,0.28052936900000003,1.2769390607,-0.5918677031,313.0,7.0,7.1,284.0,3.2871665712,0.324061749,1.5003507247,265.6666666667,283.1666666667,4.2226598313,0.3115019839,1.8269408159,17.5,-1.659944218,3.1713044886,0.3316720577,1.8245312039,-1.3677054322,1627.3060606061,3,8,4064.0,25.6905997862,-1.0704414117,0.7977244537999999,0.2147332024
s043,1.2739494941,0.1612229813,1.7072051318,2.25,18.0909090909,0.2666666667,382.0,18.9583333333,0.2,434.0,-0.5571409739000001,-0.2760600782,3.8708656991000003,0.34829311079999997,2.3163338679,-0.18870319010000003,4.4523e-05,0.0014927216,0.022190429700000004,3.978092681,0.2554337384,1.8317687832,0.5,0.5,7.5,0.4583333333,3,-0.006666666700000001,-2.5,5.791666666699999,0.4375,1,0.0007142857000000001,-0.2916666667,-0.0966466601,0.6313096402,6.9,5.2,1.5848232283,0.3375596075,1.6556330313,-1.1569688285,0.027777777799999997,-1.1100320987999999,-0.9202663648999999,-0.5629734621,4.194188013,2.9062498614999996,0.0097816337,3.0793937457,-0.5400116798,3.2151644074,212.0,9,0.7684188843,0.0024697789,0.9909179687999999,0.0022422898,0.5277777778,0.158113883,0.009797959,0.158113883,-1.1557144552,1.4013294935,0.0896506673,2.4725290177,-0.0804628745,259.8333333333,3.4504890147000005,0.263146104,2.117739915,33.5,32.0,,,0.4560966407,7,1.5149152186,0.45181359340000005,1.7906458699,-0.3966060494,5.0253909516,0.3682182985,2.3549584829,-0.7028948689000001,0.3613861386,0.0246145053,1.9284465029,0.3088407675,1.6282327609,-0.0291780015,317.0,6.4,5.1,263.5,3.3745914648000004,0.34897125,2.5778856819,232.0,235.6666666667,3.2819527942,0.3686336823,1.9276117086,3.6666666667,35.1833413926,2.9937393177,0.3563562339,1.9060389663,-1.8312929297999998,1470.8263888889,4,9,3968.1666666666997,,,0.8598967579000001,0.3567945394
s044,0.7838187823,0.2019556195,1.4805899213,1.6,35.8,0.1666666667,860.0,19.1,0.33333333330000003,361.0,-0.30449066680000003,-0.6375268635,3.1733355825,0.4145917428,1.7109264046000001,-1.9226231393,9.29833e-05,0.0005150375,0.0036953125,2.9310163561,0.3121009846,1.8837913586000001,0.5,0.33333333330000003,11.666666666700001,0.075,2,0.001,-3.6666666667,12.541666666700001,0.2801204819,2,0.0011325301,-2.6987951807,0.9642729731999999,0.0031661563,4.9,5.1,1.744802044,0.5312948687,1.6057768146,-0.2593627578,0.6944444444,-1.191619543,1.5524639042,0.1910395678,4.9380558016,2.8436040394999997,0.2994908361,2.1733093986000003,-0.4134816835,4.6313963585,138.0,6,0.7602663040000001,0.0017898468000000004,0.8416503906,0.0017969284,0.4722222222,0.0002011893,0.0002011893,0.0015811388,-1.0868435637,1.589004647,0.4768919207,2.1811352791,-0.3223750311,403.1666666667,2.4819746097,0.3838437289,1.5441198952,65.0,96.0,7.8689190962,-4.0937195727999995,0.755455313,11,1.4319277119,0.6142455709,1.5566273622,-0.0915867777,3.3353015139999997,0.4348477372,2.112411481,-1.0358357322,0.382133995,0.0171154325,2.9957570373,0.3863111708,1.2689369783,-0.9259348023,406.5,5.0,4.5,348.8333333333,2.9851517703,0.11646300960000001,3.2626438772000004,375.6666666667,390.1666666667,2.8538955072000003,0.411687515,1.6261520466,14.5,-47.2513087688,2.6613624505,0.36389006939999996,2.4905800617,-0.6207004267,1873.9866071429,31,6,2747.4166666667,0.4972726574,-0.5618111785000001,0.8048773842,0.2268562068
s045,1.0522358199,0.2563017769,1.9587181176,2.2,41.6666666667,0.4,710.0,17.9545454545,0.2666666667,375.0,-0.34817150010000003,-0.2658602584,4.1926246808,0.41981093939999997,1.5265260563,-1.3765657,0.0030314596,0.0024529648,0.0038085938,5.3487029456,0.310639903,1.5407096812999999,0.33333333330000003,0.5,6.333333333300001,-0.033333333300000004,1,-0.006666666700000001,-0.33333333330000003,7.958333333300001,-0.051213227400000005,2,-0.0095413356,-1.2413570968,0.1154326039,0.6904356226,8.4,7.6,2.7704165363,0.5147963564,1.6692997948,-0.7993984597,0.6666666667000001,-2.0547637818,0.7184599816,0.0,5.320134937200001,3.2568001445999997,0.2872185409,2.0831537768,-1.2083775268,3.5486526974,234.0,9,0.9,0.0010704169,1.0,0.0015756915,0.44444444439999997,0.0038729833,0.0038729833,0.0038729833,-0.8354741133,2.210593542,0.5488353785,1.7794279304,-0.4646080045,296.6666666667,3.0020230171,0.3589968731,1.1500001815,66.5,-12.0,9.5269927035,-5.6410238782,0.5923730384,11,2.0715309954,0.6107758867,2.0524807426,-0.742951965,3.7446908841,0.4703637462,1.5291553546,-2.5636642305,0.6157635468,0.1066524442,3.3178757345,0.30356373670000003,1.8860910398,0.1010030634,332.5,6.5,6.3,249.1666666667,5.5367424424000005,0.3080217062,2.6113887642,250.1666666667,269.3333333333,3.3051866447000005,0.3537413313,1.2981556176,19.1666666667,7.4034067726999995,3.5761524027999996,0.3507488446,1.8212008053,-1.1869392085,2745.7148148148003,4,8,3494.0833333333003,-1.4259651916,1.4894785974,0.1269596185,0.2549240604
s046,1.0330689996,0.1658726714,2.0043838232,2.4,24.5833333333,0.2,540.0,15.6,0.1666666667,380.0,-0.7105561291,-0.8451909269000001,3.7058553834,0.4322729022,1.8947425649,-1.4882258893,0.0022665095,0.0237836914,0.0778310547,3.80028698,0.3912193353,1.8712857049,0.1666666667,0.5,15.416666666700001,0.0416666667,1,-0.0016666667,-2.9166666667000003,13.75,0.180952381,2,-9.523809999999999e-05,-3.3095238095,-0.0040258792000000005,0.7730769751000001,7.7,6.3,1.8754974936,0.6135739282,2.098420517,-0.182428611,0.027777777799999997,-1.4482821922,-0.7566504092,-0.7746479260000001,3.7708390852999996,2.7442718519,0.1912042402,2.9723491068000003,-0.9437793146,3.5708010963,136.0,10,0.7039333343999999,0.0011826795,0.8943115234000001,0.0013946001,0.4722222222,0.0256124969,0.06403124240000001,0.0256124969,-0.4917637529,2.1026513952,0.5549745155,2.2050158402,-1.2309755149,392.3333333333,2.9006168858,0.4479482096,1.4788254332,11.0,36.5,0.7582187781999999,3.0872917998,0.6394697366000001,9,1.8727393499,0.6930248939,2.0271647566,0.197359096,2.7963850741000003,0.4382020571,1.99038532,-1.7596342413,0.5226130653000001,0.107748634,2.6030016834,0.34544032259999996,2.0256716833,-0.16407743130000002,457.0,5.0,5.8,395.5,2.3988724367,0.4247126367,1.8400191421,378.8333333333,428.5,2.8794064723000004,0.4345917218,1.5843545678000002,49.6666666667,-29.141252588,1.8802980322,0.49576981369999995,1.7327366897,-1.0308540995,1882.0916666667001,3,9,5459.0,-0.033522692,0.2719337155,0.8613878366000001,0.3646126907
s047,2.0594038418,0.25797585359999997,1.3141268518,3.1,37.6842105263,0.3666666667,661.0,31.3333333333,0.30000000000000004,624.0,-1.2294696149,-1.5582009456,2.2222878295,0.3312593029,1.0904398008,-2.1875142077,4.6728900000000006e-05,0.0011778641,0.0013066406,5.593457185,0.2662176461,1.6102341612000002,1.0,0.0,10.625,0.1958333333,3,-0.0098333333,-3.7083333332999997,11.458333333299999,0.1041666667,2,-0.0118571429,-4.5416666667,-0.1490909091,0.8363636364,8.4,7.5,3.4406590038,0.4428874289,1.4451905837,-0.5999132457999999,0.7777777778,-4.3438242509,-0.9020538811,0.1910395678,4.9380558016,2.8029957457,0.0424665189,1.900161828,-1.1195720593,3.7262636324,215.0,6,0.8590270995999999,0.0017042650000000002,1.0,0.0020980883,0.6666666667000001,0.0006324555,0.0015811388,0.0015811388,-1.1364662209,2.1393521599,0.33219693699999997,1.4953184615,-0.4794668593,311.3333333333,2.6850806112,0.26326570650000003,1.0139110622,20.5,5.0,3.8532563335,1.7619646125,0.39137252619999996,18,1.8081162784,0.5162387265999999,1.6382073197,-0.612100003,3.0661660281,0.32609006160000004,1.2689767925,-3.1914651419,0.4482758621,0.07957294720000001,4.322362132,0.241323266,1.2354979398,-1.591957506,250.0,6.2,7.2,322.1666666667,3.2535127513,0.2969860224,1.0122972237999999,251.0,228.5,2.8786528672000005,0.3110202334,0.9950816169,-22.5,13.1841083648,2.3736761252000003,0.29831016,1.4620344966999999,-0.9798350653,1569.3256944444,17,8,3334.75,28.4988906896,-25.1606071333,0.6242468503999999,0.4269390794
s048,0.7384282685,0.2642049239,1.239686005,1.75,29.2083333333,0.2,682.0,13.481481481500001,0.1,350.0,-0.7924049845000001,-0.3199975154,3.8805812982999996,0.3419781928,1.9229057009000001,-0.3306726658,0.0001032185,0.0020083694,0.0802382813,3.4680374498,0.3097449571,1.1951542309,0.0,0.6666666667000001,8.125,-0.0125,0,0.0025,-0.7083333333,8.0833333333,0.225,2,0.0023333333,-1.5833333333,-0.40143708969999997,0.6618000889,7.9,6.7,1.4922430529,0.5234669774,1.6143915944,-1.0545943622,0.4722222222,-1.5175771429,0.5779272515,-0.7548590440999999,3.8104168489999997,2.9999332381,0.267224362,1.6754403303999998,-0.9575666758,4.0502743994,156.0,6,0.6927155256,0.0010427193,0.6844765901000001,0.0011305443,0.5277777778,0.0006324555,0.0004,0.0015811388,-1.2467622597,1.9214856459,0.4731772731,1.9193987309,-0.1821207661,339.0,3.6146860131,0.3234050718,1.6459226355,38.5,-35.5,-1.4479000037,8.5730055281,0.6320841931,9,1.4285652922,0.5361925929,2.0527351996000003,-0.13940264189999999,2.3050949225,0.39502186340000006,1.9385854941,-1.1519687019,0.3721518987,0.052075713200000005,2.8634597275,0.2916815653,1.7373648496,-0.30547284129999996,353.0,5.3,5.4,,,,,300.6666666667,334.6666666667,4.5131995958,0.3514258086,1.93891181,34.0,14.7252461322,2.344493873,0.4360977765,1.7135305284,-1.8295071185,2714.7777777778,0,9,4091.25,-0.5371429321,0.8754687374000001,0.19258645789999998,0.2455347628
