,NBHD,NBHN,NBHT,NBMEANLD,adaptive_n_back_mturk.hddm_drift,adaptive_n_back_mturk.hddm_non_decision,adaptive_n_back_mturk.hddm_thresh,adaptive_n_back_mturk.mean_load,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,angling_risk_task_always_sunny_mturk.keep_adjusted_clicks,angling_risk_task_always_sunny_mturk.keep_loss_percent,angling_risk_task_always_sunny_mturk.keep_score,angling_risk_task_always_sunny_mturk.release_adjusted_clicks,angling_risk_task_always_sunny_mturk.release_loss_percent,angling_risk_task_always_sunny_mturk.release_score,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,attention_network_task_mturk.alerting_hddm_drift,attention_network_task_mturk.conflict_hddm_drift,attention_network_task_mturk.hddm_drift,attention_network_task_mturk.hddm_non_decision,attention_network_task_mturk.hddm_thresh,attention_network_task_mturk.orienting_hddm_drift,BITIHDL,BITIHDM,BITIHDS,bickel_titrator_mturk.hyp_discount_rate_large,bickel_titrator_mturk.hyp_discount_rate_medium,bickel_titrator_mturk.hyp_discount_rate_small,CRTHD,CRTHN,CRTHT,choice_reaction_time_mturk.hddm_drift,choice_reaction_time_mturk.hddm_non_decision,choice_reaction_time_mturk.hddm_thresh,CGRSCRP,CGRSINTP,cognitive_reflection_survey_mturk.correct_proportion,cognitive_reflection_survey_mturk.intuitive_proportion,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,columbia_card_task_cold_mturk.avg_cards_chosen,columbia_card_task_cold_mturk.gain_sensitivity,columbia_card_task_cold_mturk.information_use,columbia_card_task_cold_mturk.loss_sensitivity,columbia_card_task_cold_mturk.probability_sensitivity,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,columbia_card_task_hot_mturk.avg_cards_chosen,columbia_card_task_hot_mturk.gain_sensitivity,columbia_card_task_hot_mturk.information_use,columbia_card_task_hot_mturk.loss_sensitivity,columbia_card_task_hot_mturk.probability_sensitivity,DDTHEALT,DDTTASTE,dietary_decision_mturk.health_sensitivity,dietary_decision_mturk.taste_sensitivity,DGSFORWD,DGSREVRS,digit_span_mturk.forward_span,digit_span_mturk.reverse_span,DRFHD,DRFHN,DRFHT,DRFPINHD,directed_forgetting_mturk.hddm_drift,directed_forgetting_mturk.hddm_non_decision,directed_forgetting_mturk.hddm_thresh,directed_forgetting_mturk.proactive_interference_hddm_drift,DSTPCTP,discount_titrate_mturk.hyp_discount_rate_glm,discount_titrate_mturk.hyp_discount_rate_nm,discount_titrate_mturk.percent_patient,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,dot_pattern_expectancy_mturk.AY-BY_hddm_drift,dot_pattern_expectancy_mturk.BX-BY_hddm_drift,dot_pattern_expectancy_mturk.bias,dot_pattern_expectancy_mturk.dprime,dot_pattern_expectancy_mturk.hddm_drift,dot_pattern_expectancy_mturk.hddm_non_decision,dot_pattern_expectancy_mturk.hddm_thresh,GNGBIAS,GNGDRPIM,go_nogo_mturk.bias,go_nogo_mturk.dprime,HIRSCOR,hierarchical_rule_mturk.score,HLTSFCH,holt_laury_survey_mturk.safe_choices,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,information_sampling_task_mturk.Decreasing_Win_P_correct,information_sampling_task_mturk.Decreasing_Win_motivation,information_sampling_task_mturk.Fixed_Win_P_correct,information_sampling_task_mturk.Fixed_Win_motivation,KTTSCOR,keep_track_mturk.score,KRBHDRL,KRBHDRM,KRBHDRS,kirby_mturk.hyp_discount_rate,kirby_mturk.hyp_discount_rate_large,kirby_mturk.hyp_discount_rate_medium,kirby_mturk.hyp_discount_rate_small,kirby_mturk.percent_patient,kirby_mturk.percent_patient_large,kirby_mturk.percent_patient_medium,kirby_mturk.percent_patient_small,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,local_global_letter_mturk.conflict_hddm_drift,local_global_letter_mturk.hddm_drift,local_global_letter_mturk.hddm_non_decision,local_global_letter_mturk.hddm_thresh,local_global_letter_mturk.switch_cost_hddm_drift,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,motor_selective_stop_signal_mturk.SSRT,motor_selective_stop_signal_mturk.hddm_drift,motor_selective_stop_signal_mturk.hddm_non_decision,motor_selective_stop_signal_mturk.hddm_thresh,motor_selective_stop_signal_mturk.reactive_control,motor_selective_stop_signal_mturk.selective_proactive_control,PRSPLB,PRSRVS,probabilistic_selection_mturk.positive_learning_bias,probabilistic_selection_mturk.value_sensitivity,PRPSLOPE,psychological_refractory_period_two_choices_mturk.PRP_slope,RPMSCOR,ravens_mturk.score,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,shift_task_mturk.learning_rate,SIMHD,SIMHN,SIMHT,SIMSIMHD,simon_mturk.hddm_drift,simon_mturk.hddm_non_decision,simon_mturk.hddm_thresh,simon_mturk.simon_hddm_drift,SRTAVRT,SPSFORWD,SPSREVRS,spatial_span_mturk.forward_span,spatial_span_mturk.reverse_span,STSSSRT,STSHD,STSHN,STSHT,stim_selective_stop_signal_mturk.SSRT,stim_selective_stop_signal_mturk.hddm_drift,stim_selective_stop_signal_mturk.hddm_non_decision,stim_selective_stop_signal_mturk.hddm_thresh,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,stop_signal_mturk.SSRT,stop_signal_mturk.SSRT_high,stop_signal_mturk.SSRT_low,stop_signal_mturk.hddm_drift,stop_signal_mturk.hddm_non_decision,stop_signal_mturk.hddm_thresh,stop_signal_mturk.proactive_SSRT_speeding,stop_signal_mturk.proactive_slowing,STRHD,STRHN,STRHT,STRSTRHD,stroop_mturk.hddm_drift,stroop_mturk.hddm_non_decision,stroop_mturk.hddm_thresh,stroop_mturk.stroop_hddm_drift,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,tower_of_london_mturk.avg_move_time,tower_of_london_mturk.num_extra_moves,tower_of_london_mturk.num_optimal_solutions,tower_of_london_mturk.planning_time,TSTMODBA,TSTMODFR,TSTPRSV,two_stage_decision_mturk.model_based,two_stage_decision_mturk.model_free,two_stage_decision_mturk.perseverance,WRTNEUPR,WRTPOSPR,writing_task_mturk.neutral_probability,writing_task_mturk.positive_probability
s002,0.5712701515999999,0.1621938155,1.5730745119,1.2,0.573372373,0.16202585949999998,1.5726974638999998,1.2,20.2608695652,0.23333333329999997,453,13.0,0.1333333333,325,20.2608695652,0.23333333329999997,453,13.0,0.1333333333,325,0.14018585349999999,-0.9478212637,3.5831755014,0.4128545154,2.5737866818,-0.8991810028,0.1375382386,-0.9524165540999999,3.5855180282999997,0.4124352772,2.5803095714,-0.9055816709,0.029923370100000006,0.1478212891,0.0556884766,0.029923370100000006,0.1478212891,0.0556884766,3.5552052504,0.2580467346,1.6426174667,3.5486469685000004,0.2581997434,1.6383915519999999,0.1666666667,0.1666666667,0.1666666667,0.1666666667,11.75,-0.0666666667,0,-7.285838599000001e-17,-2.25,11.75,-0.0666666667,0,-7.285838599000001e-17,-2.25,8.0833333333,0.0377623846,0.0,-0.0018228379999999998,0.33501259450000004,8.0833333333,0.0377623846,0.0,-0.0018228379999999998,0.33501259450000004,0.1387440396,0.4324047369,0.1387440396,0.4324047369,8.0,10.3,8.0,10.3,1.3626340942,0.5238585957999999,2.1685823133,-0.6671225919,1.3594727049000002,0.5246505314000001,2.1637587702000003,-0.6697542221,0.19444444440000003,1.0946069595,-0.0237735184,0.19444444440000003,-1.6156604112000001,0.4593529804,0.33223158610000003,4.6556717651,1.7832471408000001,0.1379104692,2.1889267071000003,-1.5989929845000002,0.4673868411,0.33223158610000003,4.6556717651,1.7864763515000002,0.13775392120000002,2.192205495,-1.0705413209999999,3.8243251091,-1.0705413209999999,3.8243251091,111.0,111.0,6,6,0.7541481018,0.0017554870999999998,0.7393355608000001,0.0013716979000000002,0.7541481018,0.0017554870999999998,0.7393355608000001,0.0013716979000000002,0.5277777778,0.5277777778,0.06403124240000001,0.158113883,0.0256124969,0.06403124240000001,0.06403124240000001,0.158113883,0.0256124969,0.22222222219999999,0.22222222219999999,0.11111111109999999,0.33333333330000003,-0.5806546664000001,0.570050099,0.0400683236,2.0784452252000003,-0.4024386382,-0.584279326,0.5692003757999999,0.0400727088,2.0803572586000003,-0.3979924265,,,,,,,,,,,,,,,,,0.5320132074,0.5320132074,4,4,1.2130533725,0.6332942519,1.9334107569,-0.5128613639999999,2.6801339361000003,0.49489211130000005,1.7929218874000001,-1.7590164270000002,,,,2.3349500998,0.3892866602,1.4343357679,-0.8775044472,2.3359150848,0.3888598356,1.438974108,-0.8750798462,351.5,4.8,6.1,4.8,6.1,291.3333333333,2.6119744777,0.4242994293,1.3674026511000001,291.3333333333,2.6108379966,0.42422170859999997,1.3680841838999998,292.5,323.6666666667,2.0992621161000002,0.3716185801,1.48178766,31.1666666667,144.295201474,308.0833333333,292.5,323.6666666667,2.0992172172,0.3715494777,1.4824532261,31.1666666667,144.295201474,2.8568342119,0.34296629359999997,2.3223998001,-0.7909941789,2.8547524039,0.34325044409999994,2.3244381013,-0.7884515314,-0.08522578230000001,-0.6736285488,0.6661035586999999,0.0993610674,2.4464336672,-0.2060751347,0.2975702542,1795.1016666667,8,8,3727.25,1795.1016666667,8,8,3727.25,-0.37872403950000005,-0.1665670064,-0.7464676255,-0.3787668885,-0.1665709303,-0.7465350711000001,0.8172749921,0.1922162034,0.8172749921,0.1922162034
s005,0.6630672304999999,0.28168869620000003,1.3885877780000002,1.65,0.6635929051,0.2818232663,1.3890501791,1.65,36.3636363636,0.2666666667,750,30.5,0.33333333330000003,580,36.3636363636,0.2666666667,750,30.5,0.33333333330000003,580,0.17363541829999998,-0.8398634648000001,4.274070484,0.32842459690000003,2.4757484774000003,-0.4151775948,0.17011719760000002,-0.8389830115000001,4.2844422541,0.3275184639,2.4900672825,-0.41375132729999997,0.000525995,0.0041643982,0.0276582031,0.000525995,0.0041643982,0.0276582031,4.7208250912,0.2865621718,1.915177778,4.7040725482,0.28725824240000003,1.9028176862,0.8333333333,0.1666666667,0.8333333333,0.1666666667,13.416666666700001,0.275,3,-0.030666666699999998,-2.9166666667000003,13.416666666700001,0.275,3,-0.030666666699999998,-2.9166666667000003,13.041666666700001,0.4185577722,3.0,-0.0250756442,-3.7905236907999997,13.041666666700001,0.4185577722,3.0,-0.0250756442,-3.7905236907999997,0.2518581217,1.2169609029000001,0.2518581217,1.2169609029000001,9.2,8.0,9.2,8.0,0.8457870737000001,0.5090630079999999,1.4707170288999998,-1.4243843442,0.8474481393000001,0.5089351473,1.4717836351,-1.4198283722,0.1666666667,0.0341010807,0.024579341,0.1666666667,0.9562681803,1.2103337894,-0.3884511935,3.7790742791,2.6161558711,0.2803226387,1.2915862762,0.9318442495,1.1970522589,-0.3884511935,3.7790742791,2.6185919005,0.2799343372,1.295100293,-0.5306698657,2.9584098130000003,-0.5306698657,2.9584098130000003,174.0,174.0,6,6,0.7475608826000001,0.0009119887,0.920829773,0.001067059,0.7475608826000001,0.0009119887,0.9208297729000001,0.001067059,0.5555555556,0.5555555556,0.0256124969,0.0256124969,0.06403124240000001,0.0256124969,0.0256124969,0.0256124969,0.06403124240000001,0.2962962963,0.33333333330000003,0.33333333330000003,0.22222222219999999,-0.7602665152,2.3358809507,0.4500174776,1.9791042021,-0.5701117907000001,-0.7554895545999999,2.3417026132,0.4492996749,1.9871717159,-0.5636870621,344.1666666667,2.8224900007,0.33968801120000003,1.2498091219,7.0,114.0,344.1666666667,2.8249107145999997,0.3394884549,1.2529410483,7.0,114.0,,,,,0.6320956121,0.6320956121,14,14,1.8177465875,0.4914632817,1.9014971956,-0.5818197018,3.6881692599,0.2887087148,4.9501136564,-0.7690707709000001,0.4711779449,0.044557573200000006,0.044557573200000006,3.3539254968,0.2757725273,2.1127638172,-0.11194908460000001,3.3509071093,0.27608638879999997,2.1076138392,-0.0989273666,302.5,6.5,5.1,6.5,5.1,432.6666666667,2.9083051710000003,0.30640716900000003,1.7372898232,432.6666666667,2.908043329,0.30644690150000004,1.7347271074000001,249.6666666667,302.5,3.2659445207999998,0.3660754725,1.5028345281000002,52.8333333333,61.561054330299996,276.0833333333,249.6666666667,302.5,3.2693191491,0.36606309950000004,1.5028245455000002,52.8333333333,61.561054330299996,4.2183595754,0.2965980105,2.4416469704,-0.6603527174,4.2134838962,0.2966262591,2.4387390367,-0.6726384962999999,-0.0842616565,0.1915865677,1.4092583541,0.34780014340000004,1.4308947549000002,-0.7137060233,-0.937028335,1915.6111111111,19,7,2585.75,1915.6111111111,19,7,2585.75,0.5128273787000001,0.6455417923,0.5295053167,0.9175886746999999,0.1199460686,1.382557588,0.8868519986000001,0.4059011843,0.8868519986000001,0.4059011843
s006,0.5476581779999999,0.0550406013,1.6500146547999999,1.4,0.5496025616,0.055058244000000006,1.6522087035,1.4,43.3333333333,0.4,736,32.7083333333,0.2,750,43.3333333333,0.4,736,32.7083333333,0.2,750,-0.5860555491,-1.4429177719,2.445383636,0.33984741409999997,1.4728107623,-1.1494266789,-0.5834505985,-1.4397448436000002,2.4467469808,0.33995204240000004,1.4720349722,-1.1436992995,7.0924e-06,6.784529999999999e-05,29.632732421900002,7.0924e-06,6.784529999999999e-05,29.632732421900002,1.430340274,0.2418319265,1.2891048037000001,1.4332205633000001,0.2418126441,1.2897925055,0.1666666667,0.8333333333,0.1666666667,0.8333333333,19.5833333333,-0.0166666667,1,0.0006666667,1.0,19.5833333333,-0.0166666667,1,0.0006666667,1.0,28.217391304299998,-0.1839181287,2.0,0.0043567251,-2.6725146199000003,28.217391304299998,-0.1839181287,2.0,0.0043567251,-2.6725146199000003,-0.0113190347,-0.012737079299999999,-0.0113190347,-0.012737079299999999,8.5,8.5,8.5,8.5,1.2939932558,0.4130295407,1.5685024534999998,-0.8929610464000001,1.2886084482,0.4125290966,1.5695198060000002,-0.8845918892,1.0,0.0003501401,-0.0094265084,1.0,-2.0230354468000002,-1.7076059965000001,-0.6556403265,2.6602601534,1.6251250919,0.0113644085,2.0537921356999997,-2.0322565071,-1.7263773157000002,-0.6556403265,2.6602601534,1.6298417325999999,0.011281321799999999,2.0597882857,-0.7717910818000001,3.4406522452,-0.7717910818000001,3.4406522452,139.0,139.0,0,0,0.527438736,0.0017382296,0.7636162281000001,0.0020427238,0.527438736,0.0017382296,0.7636162281000001,0.0020427238,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.037037037,0.0,0.11111111109999999,0.0,-1.0159541794,1.391867589,0.3857685113,1.7095748516999998,-0.8765296786000001,-1.0121666734,1.3915172501,0.3855031062,1.7102455298,-0.8786262369000001,,,,,,,,,,,,,,,,,0.40319981950000006,0.40319981950000006,4,4,0.9067496359999999,0.5161502901,1.8906701386000002,-0.2652909298,2.176863355,0.3998073364,1.7551769627,-0.3916834617,0.4894179894,0.021283661699999998,0.021283661699999998,1.5479003891,0.27875876380000003,1.6160652690000001,-0.4447160779,1.5450707006000002,0.2788880821,1.6143591768,-0.4395076913,341.5,5.3,4.9,5.3,4.9,,,,,,,,,335.1666666667,386.6666666667,1.3201339026999999,0.11869104470000001,1.9247527612,51.5,-25.1598562444,360.9166666667,335.1666666667,386.6666666667,1.3207650656,0.1185427371,1.926642011,51.5,-25.1598562444,2.1426722719,0.29022881629999997,2.202267954,-0.7494648660000001,2.1416499825999997,0.29026021550000003,2.2008849446000003,-0.7587804569000001,0.0455096972,-0.1704809143,1.0572685445999999,0.1749148904,1.9957483316999998,-0.1924142924,0.25468463210000003,2209.1783333333,21,4,3224.1666666666997,2209.1783333333,21,4,3224.1666666666997,0.1916563782,-0.5517807559000001,-0.3212645532,-0.2542114541,0.2555168105,-0.35795538619999995,0.8338361601000001,0.4540214179,0.8338361601000001,0.4540214179
s007,,,,,,,,,19.0769230769,0.1333333333,470,14.8,0.1666666667,340,19.0769230769,0.1333333333,470,14.8,0.1666666667,340,0.0116666293,-0.6702107948,1.9478889203999998,0.3590556327,1.8351283496,-0.2817672905,0.0047290234,-0.6733023105,1.9500949718,0.3590835264,1.8368913776,-0.2848811577,0.0005751163,0.0008470039,0.0081005859,0.0005751163,0.0008470039,0.0081005859,2.071746037,0.032201083900000003,2.4717705278,2.0765141584,0.0321225525,2.4761369041999997,0.1666666667,0.6666666667000001,0.1666666667,0.6666666667000001,4.8333333333,0.033333333300000004,0,0.0013333332999999998,-0.4166666667,4.8333333333,0.033333333300000004,0,0.0013333332999999998,-0.4166666667,13.041666666700001,0.21154788649999998,1.0,-0.0035254237,0.8082499489,13.041666666700001,0.21154788649999998,1.0,-0.0035254237,0.8082499489,0.42950206399999996,0.5991357069000001,0.42950206399999996,0.5991357069000001,9.6,6.4,9.6,6.4,,,,,,,,,0.3611111111,0.1154416375,0.0117891706,0.3611111111,-0.6664064314,-0.7579315750000001,-0.5694639092,2.4879073189,1.53209669,0.0097688673,2.3688536677000003,-0.6449345740000001,-0.7457286672,-0.5694639092,2.4879073189,1.5322814696,0.009798414699999999,2.3697605601,-0.7539398562999999,2.6397773564,-0.7539398562999999,2.6397773564,98.0,98.0,9,9,0.8018417358000001,0.0007886168000000001,0.8767990112,0.0012070223,0.8018417358000001,0.0007886168000000001,0.8767990112,0.0012070223,0.7777777778,0.7777777778,0.06403124240000001,0.06403124240000001,0.0256124969,0.06403124240000001,0.06403124240000001,0.06403124240000001,0.0256124969,0.2592592593,0.22222222219999999,0.22222222219999999,0.33333333330000003,-1.7153898098,0.8641445205,0.4255798364,1.5385093007,-0.0317324863,-1.7081305488,0.8617789788,0.42574906409999996,1.5392307487999999,-0.0300081863,,,,,,,,,,,,,8.6329234757,-8.637205744700001,8.6329234757,-8.637205744700001,0.5112262406,0.5112262406,10,10,1.0889337815,0.6266461154999999,2.3168364272999997,-0.5060997922,2.0157451513,0.5196181885,1.7631433859,-1.5276228643,0.3291457286,0.006016204000000001,0.006016204000000001,3.041420483,0.3412821036,1.4972626134,-0.5634665938000001,3.0384822489,0.3414773032,1.4940112603,-0.5693838981,517.0,5.1,5.4,5.1,5.4,395.8333333333,1.6831368844999999,0.5387616536000001,1.4711833178,395.8333333333,1.6832786946,0.5387784927,1.4690445853,357.1666666667,439.0,1.8894901934000001,0.3969825345,1.4477539100999999,81.8333333333,26.4811435343,398.0833333333,357.1666666667,439.0,1.888534086,0.3970673044,1.4482817089,81.8333333333,26.4811435343,1.8109622976,0.5133435006,1.9921471771,-0.48963033219999996,1.8112550137,0.5129959328,1.9950677886,-0.4901610475,-0.08191306670000001,-0.0017136235,0.3021698987,0.0125838653,2.0262141482,-0.2741368863,-0.6517488877000001,2282.5555555555998,-5,8,6112.166666666701,2282.5555555555998,-5,8,6112.166666666701,,,,,,,0.8621573749,0.6821860019,0.8621573749,0.6821860019
s009,1.9915966024,0.22418910109999998,1.2338333989,2.7,1.9883285815,0.2241630042,1.2330959174,2.7,28.2608695652,0.23333333329999997,615,19.1304347826,0.23333333329999997,420,28.2608695652,0.23333333329999997,615,19.1304347826,0.23333333329999997,420,0.0941407882,0.1667766072,3.2224950687000002,0.29143545719999997,1.7395971981,-0.6716770881,0.0912012872,0.15554409360000002,3.2284639389,0.2912637817,1.7435089531,-0.6690333365000001,0.0005145003,0.0019907760999999997,0.0101464844,0.0005145001999999999,0.0019907760999999997,0.0101464844,3.1164330624,0.25953710950000003,1.1899758532,3.1196218302,0.2594844294,1.1914647647,0.8333333333,0.0,0.8333333333,0.0,13.708333333299999,0.4208333333,2,-0.0118333333,-6.458333333300001,13.708333333299999,0.4208333333,2,-0.0118333333,-6.458333333300001,5.25,0.1141843972,2.0,-0.0049527187,-2.4048463357,5.25,0.1141843972,2.0,-0.0049527187,-2.4048463357,0.1593423691,1.1747285803,0.1593423691,1.1747285803,6.8,4.8,6.8,4.8,2.3089864224000003,0.4378006965,1.8561269344,0.3787189228,2.3086839046,0.4381288624,1.8532857143,0.3771976474,0.7222222222,0.0049348109,0.0043246982,0.7222222222,-3.6713782383999995,-1.4954145812000001,-0.5814270014,3.3843972360000003,2.6987609531,0.1879368152,1.2220698796,-3.6707443695,-1.4927404147999999,-0.5814270014,3.3843972360000003,2.6983076286000003,0.1880223673,1.2217538387,-0.7017421781000001,4.5619233948,-0.7017421781000001,4.5619233948,222.0,222.0,9,9,0.6171309948,0.0017705286000000004,0.985546875,0.0028862039000000003,0.6171309948,0.0017705286000000004,0.985546875,0.0028862039000000003,0.7222222222,0.7222222222,0.0038729833,0.0004,0.009797959,0.0038729833,0.0038729833,0.0004,0.009797959,0.5925925926,0.5555555556,0.7777777778,0.44444444439999997,-1.651698711,2.2457913338999997,0.3889209675,1.9141523943,0.1422124675,-1.6469901619999998,2.2433868665,0.3887696397,1.9158310355,0.1507719457,199.3333333333,2.5195609505000003,0.3408588032,1.6407381388999998,-8.5,73.0,199.3333333333,2.5267279363,0.3402680377,1.6478796467,-8.5,73.0,-8.3796570593,14.654035753599999,-8.3796570593,14.654035753599999,0.6676807246,0.6676807246,6,6,1.2450059033,0.4880291275,1.9752896776,-0.8469276122,3.4265347152,0.3500585042,1.7425079698,-1.5019633344,0.6073170732000001,0.14624492279999998,0.14624492279999998,5.0329446156,0.2506646245,1.5324753029,-0.1616734606,5.0199184652,0.2507924655,1.5285602334000001,-0.1658358786,268.0,6.8,6.4,6.8,6.4,225.1666666667,1.2709005818,0.3612157533,1.5025030423,225.1666666667,1.2695079303,0.3611292825,1.5043671322999999,186.5,206.5,3.2885530083999996,0.31544253899999997,2.6821047248000003,20.0,-35.1317225628,196.5,186.5,206.5,3.2894483917,0.3155818365,2.6820509767000003,20.0,-35.1317225628,2.8386431617000003,0.3561020667,2.5702693727,-0.6838553682999999,2.8264074008,0.35743850479999995,2.5559469076,-0.6794243176000001,-0.8257412538000001,-0.5887965686000001,1.9715431589,0.3189941309,1.6001149849,-0.0111460177,0.2342750732,1251.3159722222001,5,11,3222.6666666666997,1251.3159722222001,5,11,3222.6666666666997,0.5294149194000001,0.5189847837,0.9256970761,-0.6435174488000001,0.0394239411,-0.3137889166,0.1779068063,0.45563800509999997,0.1779068063,0.45563800509999997
s011,1.4240068382,0.0978098481,1.4622629271,3.2,1.4253440599,0.0978741043,1.4619348641,3.2,40.5555555556,0.4,690,18.3333333333,0.30000000000000004,365,40.5555555556,0.4,690,18.3333333333,0.30000000000000004,365,-0.7122582715000001,-1.2742012565,3.5197511372,0.3552308507,1.867050605,-1.1694769843000001,-0.700689397,-1.2782697974,3.5196755942,0.35540836060000003,1.8635809602,-1.1622238367,0.044047225999999995,0.0051069641,0.00015283200000000002,0.044047225999999995,0.0051069641,0.00015283200000000002,4.5752124610000005,0.258545739,1.3857403312999999,4.5629505163,0.2586246971,1.3810722521,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.33333333330000003,5.3333333333,0.05833333330000001,1,-0.0026666666999999996,-1.75,5.3333333333,0.05833333330000001,1,-0.0026666666999999996,-1.75,6.9130434783000005,0.130866426,3.0,-0.0025487365,-3.7931923672,6.9130434783000005,0.130866426,3.0,-0.0025487365,-3.7931923672,0.1939300298,0.9515309845,0.1939300298,0.9515309845,7.9,9.8,7.9,9.8,2.0733206699,0.32429878370000004,2.323286103,-0.9958567841,2.0717821324,0.32532873290000003,2.3181630622,-0.9942570939,0.0,0.2143934497,-0.0099401964,0.0,-4.4769155956,-3.0021748503,-0.7548590440999999,3.8104168489999997,3.4621707089999996,0.21911875079999998,1.5202133763999999,-4.4964556458,-3.012029045,-0.7548590440999999,3.8104168489999997,3.4639053116000005,0.2190919588,1.5206972825999998,-0.7625664513,3.9332268227,-0.7625664513,3.9332268227,265.0,265.0,4,4,0.7708899498,0.0016033788,0.8675750731999999,0.0018161934,0.7708899498,0.0016033788,0.8675750731999999,0.0018161934,0.5833333333,0.5833333333,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,-0.9945698512,2.6609177541,0.3586355597,2.5120231081,-0.5353396467,-0.984787275,2.6630503307,0.35890995929999997,2.5143663982,-0.5438780121,259.5,3.7657680814999996,0.30432170199999997,1.6727303678,-8.0,84.0,259.5,3.7725624931,0.30403297879999996,1.6769782830000002,-8.0,84.0,1.0782063195,6.9911453835,1.0782063195,6.9911453835,0.23254980949999998,0.23254980949999998,12,12,1.6556607159999999,0.3783466802,2.4086699718999998,-0.707936247,3.3546203470999996,0.4238843588,1.569601609,-2.4907348695,0.539408867,0.09170397109999999,0.09170397109999999,3.5569020222,0.3210798569,1.1839138589,-1.7510987158000002,3.5545957308999996,0.3210065287,1.1843114218000002,-1.7454960286,316.0,5.7,6.3,5.7,6.3,193.3333333333,3.6722208023,0.35209210890000003,2.1242119303,193.3333333333,3.6768421447,0.35196703310000005,2.1265634359,240.0,247.6666666667,3.8425186047000004,0.31907907100000005,1.9467390234,7.666666666699999,96.79178747379999,243.8333333333,240.0,247.6666666667,3.8479070762,0.3188281885,1.9510649154,7.666666666699999,96.79178747379999,2.9509526676999998,0.34750727740000004,1.7773899463,-1.8671287033,2.9398078441,0.3475919807,1.7720113605,-1.8728252546000002,0.0114280122,0.0142259181,2.7439172610000004,0.34780088670000003,1.2977915477,-0.5843106090000001,-0.3654077601,1371.7153679654,11,8,2094.9166666667,1371.7153679654,11,8,2094.9166666667,0.014736787,-0.2498852396,0.104189765,-0.0971392062,-0.7702822997000001,-0.46043421,0.1925341667,0.24043603789999998,0.1925341667,0.24043603789999998
