,adaptive_n_back_mturk.hddm_drift,adaptive_n_back_mturk.hddm_non_decision,adaptive_n_back_mturk.hddm_thresh,adaptive_n_back_mturk.mean_load,angling_risk_task_always_sunny_mturk.keep_adjusted_clicks,angling_risk_task_always_sunny_mturk.keep_loss_percent,angling_risk_task_always_sunny_mturk.release_adjusted_clicks,angling_risk_task_always_sunny_mturk.release_loss_percent,attention_network_task_mturk.alerting_hddm_drift,attention_network_task_mturk.conflict_hddm_drift,attention_network_task_mturk.hddm_drift,attention_network_task_mturk.hddm_non_decision,attention_network_task_mturk.hddm_thresh,attention_network_task_mturk.orienting_hddm_drift,bickel_titrator_mturk.auc_large,bickel_titrator_mturk.auc_medium.logTr,bickel_titrator_mturk.auc_small.logTr,bickel_titrator_mturk.hyp_discount_rate_large.logTr,bickel_titrator_mturk.hyp_discount_rate_medium.logTr,choice_reaction_time_mturk.hddm_drift,choice_reaction_time_mturk.hddm_non_decision,choice_reaction_time_mturk.hddm_thresh,cognitive_reflection_survey_mturk.correct_proportion,cognitive_reflection_survey_mturk.intuitive_proportion,columbia_card_task_cold_mturk.avg_cards_chosen,columbia_card_task_cold_mturk.gain_sensitivity,columbia_card_task_cold_mturk.information_use,columbia_card_task_cold_mturk.loss_sensitivity,columbia_card_task_cold_mturk.probability_sensitivity,columbia_card_task_hot_mturk.avg_cards_chosen,columbia_card_task_hot_mturk.gain_sensitivity,columbia_card_task_hot_mturk.information_use,columbia_card_task_hot_mturk.loss_sensitivity,columbia_card_task_hot_mturk.probability_sensitivity,dietary_decision_mturk.health_sensitivity,dietary_decision_mturk.prop_healthy_choice,dietary_decision_mturk.taste_sensitivity,digit_span_mturk.forward_span,digit_span_mturk.reverse_span,directed_forgetting_mturk.hddm_drift,directed_forgetting_mturk.hddm_non_decision,directed_forgetting_mturk.hddm_thresh,directed_forgetting_mturk.proactive_interference_hddm_drift,discount_titrate_mturk.hyp_discount_rate_glm.logTr,discount_titrate_mturk.hyp_discount_rate_nm,discount_titrate_mturk.percent_patient,dot_pattern_expectancy_mturk.AY-BY_hddm_drift,dot_pattern_expectancy_mturk.AY_errors,dot_pattern_expectancy_mturk.BX-BY_hddm_drift,dot_pattern_expectancy_mturk.BY_errors,dot_pattern_expectancy_mturk.bias,dot_pattern_expectancy_mturk.hddm_drift,dot_pattern_expectancy_mturk.hddm_non_decision,dot_pattern_expectancy_mturk.hddm_thresh,go_nogo_mturk.bias,go_nogo_mturk.commission_errors,go_nogo_mturk.dprime,hierarchical_rule_mturk.score,holt_laury_survey_mturk.beta,holt_laury_survey_mturk.risk_aversion,holt_laury_survey_mturk.safe_choices,information_sampling_task_mturk.Decreasing_Win_P_correct,information_sampling_task_mturk.Decreasing_Win_motivation,information_sampling_task_mturk.Fixed_Win_P_correct,information_sampling_task_mturk.Fixed_Win_motivation,keep_track_mturk.score,kirby_mturk.percent_patient,local_global_letter_mturk.conflict_hddm_drift,local_global_letter_mturk.global_error_cost,local_global_letter_mturk.global_incongruent_errors,local_global_letter_mturk.hddm_drift,local_global_letter_mturk.hddm_non_decision,local_global_letter_mturk.hddm_thresh,local_global_letter_mturk.local_error_cost,local_global_letter_mturk.local_incongruent_errors,local_global_letter_mturk.switch_cost_hddm_drift,motor_selective_stop_signal_mturk.SSRT,motor_selective_stop_signal_mturk.hddm_drift,motor_selective_stop_signal_mturk.hddm_non_decision,motor_selective_stop_signal_mturk.hddm_thresh,motor_selective_stop_signal_mturk.reactive_control,motor_selective_stop_signal_mturk.selective_proactive_control,probabilistic_selection_mturk.positive_learning_bias,psychological_refractory_period_two_choices_mturk.PRP_slope,ravens_mturk.score,recent_probes_mturk.hddm_drift,recent_probes_mturk.hddm_non_decision,recent_probes_mturk.hddm_thresh,recent_probes_mturk.proactive_interference_hddm_drift,shape_matching_mturk.hddm_drift,shape_matching_mturk.hddm_non_decision,shape_matching_mturk.hddm_thresh,shape_matching_mturk.negative_priming,shape_matching_mturk.prime_trials,shape_matching_mturk.stimulus_interference_hddm_drift,shift_task_mturk.conceptual_responses,shift_task_mturk.learning_rate,shift_task_mturk.learning_to_learn,shift_task_mturk.num_cat_achieved.ReflogTr,shift_task_mturk.perseverative_errors,shift_task_mturk.perseverative_responses,shift_task_mturk.trials_pre_first_cat,simon_mturk.hddm_drift,simon_mturk.hddm_non_decision,simon_mturk.hddm_thresh,simon_mturk.simon_hddm_drift,spatial_span_mturk.forward_span,spatial_span_mturk.reverse_span,stim_selective_stop_signal_mturk.SSRT,stim_selective_stop_signal_mturk.hddm_drift,stim_selective_stop_signal_mturk.hddm_non_decision,stim_selective_stop_signal_mturk.hddm_thresh.logTr,stop_signal_mturk.SSRT,stop_signal_mturk.commission_errors,stop_signal_mturk.hddm_drift,stop_signal_mturk.hddm_non_decision,stop_signal_mturk.hddm_thresh,stop_signal_mturk.inhibition_slope,stop_signal_mturk.omission_errors,stop_signal_mturk.proactive_SSRT_speeding,stop_signal_mturk.proactive_slowing,stroop_mturk.congruent_errors,stroop_mturk.hddm_drift,stroop_mturk.hddm_non_decision,stroop_mturk.hddm_thresh,stroop_mturk.stroop_hddm_drift,threebytwo_mturk.cue_switch_cost_hddm_drift_100.0,threebytwo_mturk.cue_switch_cost_hddm_drift_900.0,threebytwo_mturk.hddm_drift,threebytwo_mturk.hddm_non_decision,threebytwo_mturk.hddm_thresh,threebytwo_mturk.task_switch_cost_hddm_drift_100.0,threebytwo_mturk.task_switch_cost_hddm_drift_900.0,tower_of_london_mturk.avg_move_time,tower_of_london_mturk.num_extra_moves,tower_of_london_mturk.num_optimal_solutions,tower_of_london_mturk.planning_time,two_stage_decision_mturk.model_based,two_stage_decision_mturk.model_free,two_stage_decision_mturk.perseverance,writing_task_mturk.neutral_probability,writing_task_mturk.positive_probability
s407,1.1041201481,0.227729364,1.7158514511,2.4,20.0,0.1666666667,10.0,0.1333333333,0.2464039357,-1.5269367666999998,4.5106414988,0.3091992923,3.2718471475,-0.042203183600000006,0.6662517123,-1.226455389202594,-2.6253976250230475,-8.823396392634308,-6.7863979276982995,4.6994008195,0.2348493991,2.1391632119,0.8333333333,0.1666666667,6.416666666699999,-0.0166666667,2.0,-0.009000000000000001,-2.75,11.25,-0.08668572599999999,1.0,-0.0050847458,-1.1210945477,0.2237694643,0.1836734694,1.0005890259999999,7.1,6.9,1.7163728157,0.3688366013,1.7266243466,-1.0145932894,-3.3262419003172545,-0.0238021771,0.19444444440000003,-1.5716067691,1.0,-1.8024862125,0.0,-0.6932395302000001,2.2517927243,0.2937974191,1.5637414103999998,-0.9928100529,0.2285714286,3.4727396196,158.0,25.7627506452,0.3968411315,9.0,0.6483398438,0.0011830478,0.99453125,0.0015948807,0.6388888889000001,0.33333333330000003,-1.4662557335,-78.5,0.25,1.8550270266,0.4186626513,1.6414548909,-144.91,0.0,-0.5103288953,317.0,3.6642776665,0.31553920420000003,1.7576401119999998,-3.0,17.5,7.5085920451,0.6319175749,12.0,1.6375485502,0.5635210262,1.6904619981,-0.5582925798,2.5546207711,0.4319592871,1.8445357163999998,-55.5,0.0967741935,-1.0502434032999999,86.0,0.0485113298,-0.16821465430000002,0.6931471805599453,108.0,145.0,23.0,2.5377081702,0.28632149739999996,1.4995037891,-0.7545607545999999,5.7,5.7,228.6666666667,2.6427737215,0.28655494309999996,0.7856183199638522,334.1666666667,0.5169999999959999,3.8309636213,0.3402845895,1.6635150442,0.00016564569999999999,0.033333333300000004,73.0,22.6891368936,0.0,2.8511777133,0.3670253665,2.1664721251,-1.1696299877,-0.7451162203,-0.37020938,1.3090560123,0.3437740682,1.7653495594000002,0.0797452407,0.0864252819,2408.025,0.0,10.0,4229.6666666667,-0.7956500209,0.0145521448,-0.7836194578,0.7616811266,0.32281358400000004
s408,0.6224245032,0.29236297510000003,1.2003656202,1.3,25.0384615385,0.1333333333,11.666666666700001,0.4,-0.5556694932,-0.2521595709,2.8011001488,0.33998304170000004,1.8271691671999999,-1.0593552126999999,0.118880137,-3.1976556561900873,-2.561684146569424,-5.951981368401798,-3.5091165077738418,3.0072494241000003,0.2466809646,1.5645407278,0.6666666667000001,0.33333333330000003,7.541666666699999,-0.0208333333,1.0,-0.0001666667,-2.4583333333,7.333333333300001,-0.05,1.0,0.0006666667,-2.6666666667000003,0.1439006481,0.2040816327,0.7749126956,9.2,10.6,1.5583585211000002,0.4942556082,2.1008098692,-0.5764905672,-4.367149119778655,0.0110533851,0.4722222222,-2.2102514676,6.0,0.9645359604000001,0.0,-0.2282999586,2.2806977972,0.28018484309999997,1.1958256803,-0.6331575077,0.2285714286,2.7534345291,176.0,25.7627506452,0.3968411315,9.0,0.6083211422,0.0007580338,0.8065824509,0.0011352097,0.6388888889000001,0.5185185185,-0.7264609482000001,-177.5,0.33333333330000003,0.8304215266,0.47591767939999996,1.9391448401,88.0,0.4166666667,-0.19257732989999998,355.1583333333412,2.537937078674,0.31467549653499977,1.6004679549040004,24.415,73.75,-0.15189929975100006,0.5400150787,3.0,1.6041025457,0.4810344903,1.9249560503999998,-0.422864381,2.6929468319,0.4230292544,1.799318226,-5.0,0.1214285714,-1.2574668584,141.0,0.0783657497,0.2450980392,1.0986122886681098,83.0,157.0,18.0,2.5332426031999997,0.3064953087,1.4227061411000002,-1.2049743133,6.5,4.9,319.705,2.9133198559040014,0.3287874633930001,0.5403934668328797,335.625,0.5222222222,2.6735921813,0.30319417630900003,2.7960290645,0.0034449388,0.045238095199999995,-77.9166666667,-36.5327764153,0.0,1.972993271,0.2674687548,1.9639344103,-0.8550081256000001,-0.3687971796,-0.0497835579,1.4747855957,0.324562114,1.4791992413,-0.6424230218,-0.7677086259999999,2646.0837824855757,4.0,5.0,4714.0,0.0428325053,-0.25591542829999997,-0.2617542691,0.9133156862,0.2467773976
s409,1.6587342284000002,0.2643857745,1.6958520475999999,2.75,16.8695652174,0.23333333329999997,13.9230769231,0.1333333333,-0.2692585447,-2.5111112706,2.6239192132,0.39981538409999995,1.4943600052000001,-0.8879905179,0.1217123288,-3.4052466659591887,-3.3912131444531206,-6.864950285126923,-5.438492306066438,3.8739381273,0.2840343917,1.4353805358,0.8333333333,0.1666666667,2.2083333333,0.0958333333,3.0,-0.0075000000000000015,-1.0416666667,4.0416666667,0.0545303408,3.0,-0.003514547,-0.6172069825000001,-0.0705329912,0.1632653061,0.5551628988,8.4,6.4,2.2550934369999998,0.4284801618,2.155498438,-0.1101607674,-3.70660382687789,0.017721994300000002,0.2777777778,-1.2618238074,1.0,0.1487504453,0.0,-0.5629734621,2.9208490987,0.22918358309999998,2.6541524115,-1.1195720593,0.2285714286,3.7262636324,147.0,10.925098710999999,0.2565783653,8.0,0.7225572586,0.0011932080999999999,1.0,0.0013864686999999999,0.6111111111,0.4814814815,-1.4552657002,-257.0,0.30000000000000004,1.6526792206999998,0.5136663737,1.9689513222,92.0,0.1,-0.1424099635,242.5,3.5023026114999998,0.2030604035,1.804241665298,-6.0,242.5,3.6714956565,0.5647509022,12.0,2.3731698648,0.5330228423,1.9448253804,-0.4137406969,3.0391782793,0.3769225744,2.2950010399000003,-28.0,0.09047619050000001,-1.4369811057,173.0,0.0698389938,-0.10701754390000001,0.0,89.0,160.0,21.0,2.7952980113,0.2880461877,1.3655110225,-1.2505516694,6.9,5.7,238.3333333333,4.315343324700001,0.4824818629,1.0898428557108095,237.6666666667,0.5222222222,3.3947753491,0.3631637171,2.1625315786000003,0.007045174400000001,0.019047619,-19.0,94.57813140450001,1.0,1.8441325656,0.33852464390000003,2.1192665479,-1.1646207227,-0.7144698461,-0.8443462405000001,1.6185749968,0.3619020346,1.905513988,-0.2348926907,-0.0430917898,2304.3296296296,4.0,6.0,3800.1666666666997,-0.7694150622,-0.5827003740000001,-0.7228613329000001,0.15610668660000002,0.48247741909999997
s410,1.6763430068,0.29878315,1.0807699212000001,2.05,11.6296296296,0.1,14.043478260899999,0.23333333329999997,-0.8220657173999999,-0.1277586759,4.0667267605,0.4092741039,2.1277766038999997,-0.3933683988,0.4062071918,-1.8594151726942063,-1.8375165663592925,-7.0755705623744705,-6.083657339019068,4.6218186375,0.26847087210000004,1.5211907805000002,0.5,0.33333333330000003,3.7916666667,-0.0375,1.0,-0.0095,-0.375,4.25,-0.0040243902,0.0,0.00040650410000000006,-0.0650406504,0.1400444733,0.14285714289999998,0.6226721022999999,6.8,5.0,1.9659377297999998,0.4198905263,1.3300042079,0.4694028907,-3.1856974622140064,0.016208834199999998,0.33333333330000003,-2.1211940089,2.0,-0.9830579101000001,0.0,-0.367542626,2.5977847882,0.07639186840000001,2.1027986499,-0.9575666758,0.14285714289999998,4.0502743994,249.0,25.7627506452,0.3968411315,9.0,0.6988328934,0.0013664960999999998,0.8837615967,0.0019103774,0.4166666667,0.2962962963,-1.030719147,-315.0,0.21052631579999997,1.7206364845,0.4123583584,1.7933523490999999,-92.0,0.055555555599999994,-0.11124758609999999,369.3333333333,2.5415536595,0.3166696779,1.015796878,34.5,8.0,15.9634604418,0.5276264841,15.0,1.6356781783,0.471084030562,2.4614024549,-0.2726054396,3.3263948213,0.3823157295,1.3609890921,-3.0,0.11785714289999999,-1.6602987532,80.0,0.0343072374,-0.3112745098,1.0986122886681098,105.0,151.0,21.0,3.2162838631,0.27966635370000004,1.213188768,-0.7256165662999999,4.2,4.3,240.3333333333,2.8468256858,0.3129442166,0.38997757198045535,266.6666666667,0.5333333333,2.3303468031,0.3211395903,1.2636708158,0.008039929599999999,0.1,25.3333333333,63.1984635083,0.0,2.6645931794999997,0.35625727170000004,1.5319974548,-0.9735640326999999,-0.8588365277000001,-0.6054857756,1.4724477498,0.0275477131,2.1830318953,-0.538180773,0.5304296275,1550.3186147185997,13.0,7.0,2726.9166666667,-0.05481290976399999,-0.008689611671999995,-0.16029345128699998,0.8520746046000001,0.2519156502
s411,1.4283337742,0.0117046931,1.696099335351999,2.7,48.1578947368,0.3666666667,31.8571428571,0.5333333333,-0.3983550071,-0.7909791218000001,4.9825006686,0.31456431170000004,3.1321883061,-1.2811484341,0.43838270549999997,-1.9982151301832536,-2.0799759308402925,-7.558483788388655,-6.409455902094151,4.6845162418,0.2590187271,2.273471931,1.0,0.0,9.4166666667,0.0666666667,1.0,-0.0043333333000000005,-2.75,12.833333333299999,0.1906827881,3.0,-0.008352773800000001,-4.5881934566,-0.0047912829999999995,0.1875,1.1517239603,8.1,7.4,1.8526083547,0.4640383139,1.9093597618,0.3716579518,-3.3161918372603525,0.018951771699999998,0.22222222219999999,-1.5406643149,1.0,0.7428406647,0.0,-0.1448413667,2.2983582494999997,0.17473727390000002,1.7945376975999998,-0.8075379761,0.0857142857,4.3503317988,283.0,7.6113128603,0.37525354829999996,7.0,0.8131072998000001,0.0017473117,0.9969726562,0.0022553843,0.6666666667000001,0.6296296296,-0.6636426315,334.0,0.0714285714,1.9974700947,0.39303065950000005,2.2593886558,-152.13,0.0,-0.6194094449,259.3333333333,2.6574552878,0.2759093782,1.3927093037,-16.0,55.5,6.618717746846997,0.6848403713,16.0,1.7621911444,0.7549292804000001,1.9828185848,-0.5273221185,2.5852762596,0.3937904521,1.9190121431,29.0,0.075,-2.099044923,152.0,0.0731517854,-0.0035087719,0.0,60.0,135.0,16.0,3.5736490113,0.2960974434,1.699442515,-0.4835263511,6.2,5.7,229.1666666667,4.3996472405,0.3175397249,0.7792405580627866,225.6666666667,0.5388888889,2.4724995399000003,0.3495790493,1.1227794920999998,0.0193685004,0.0952380952,35.3333333333,-11.2087655675,0.0,2.7800552076,0.35595795799999996,2.0356021932,-0.9736509512999999,-0.0229064525,-0.40585685159999996,1.8675633246,0.3649836982,1.5466761027,-0.7568613876000001,-0.4625315514,1932.175,6.0,9.0,3711.0,0.33373047087700003,-0.0067312236820000005,0.5312119437249998,0.6614423449,0.34980564159999994
s412,1.0608427062,0.24353413289999998,1.0917104241,1.6,15.357142857100001,0.0666666667,18.571428571400002,0.30000000000000004,-0.29295648300000005,-0.8373845631999999,2.7217009152,0.38522903909999995,1.6837845210000002,-1.4594518344,0.031878424700000005,-3.430104342958177,-3.439614308178484,-6.443631251832186,-4.978642312034409,3.5164292638999997,0.2611084296,1.3058035808,0.1666666667,0.33333333330000003,21.5,-0.2,1.0,0.010333333299999999,-7.083333333300001,15.083333333299999,0.07287145240000001,1.0,0.0045058431,0.6231218698000001,0.1100559282,0.2040816327,0.6012789731,9.0,6.0,1.0741714255,0.4624051238,1.1513829709999999,-2.1439516606,-1.9685810622959952,-0.006661747700000001,0.027777777799999997,-2.0521691297999998,6.0,0.6643949674,0.0,0.4181320954,2.3465708297,0.14098059170000002,1.652636507,-1.1652624446,0.2571428571,3.6348828618,111.0,46.062695462700006,0.8291899447000001,10.0,0.6432861328,0.0011165305,0.9213546753,0.0017670023999999999,0.6944444444,0.0,-1.1761934079,-72.5,0.5,1.4493657012999999,0.4018948334,1.311012433,-45.0,0.0769230769,-0.7830749565999999,360.783333333332,2.548388591579,0.31082822129399984,1.4623884235440001,22.09,59.565,2.233510141823,0.5105049765,8.0,1.2164152184,0.4437235827,1.8083647078,-0.6633404994000001,2.3921872405,0.47882546789999997,1.3689651499000002,-25.0,0.1,-1.1080974936,49.0,0.0314300896,0.001754386,0.0,98.0,121.0,18.0,2.9801645774,0.3373966874,1.095500143,-1.124743657,5.2,5.3,397.6666666667,2.3831473165,0.3098106719,0.31873499868637617,349.375,0.5277777778,1.7877691130000002,0.2668466277,1.4105751452000002,0.0016788812,0.1214285714,12.25,-22.4930129412,0.9,1.9017612657,0.4352589084,1.1537363635,-1.8035801809999998,-1.2078957123,-0.0015413632,1.5854408759,0.3792913622,1.4378685740000001,0.4455405745,-0.606055981,2338.8166666667003,2.0,8.0,3730.1666666666997,-0.26766010684700003,-0.041373769348000015,-0.243212472439,0.9067490196,0.4578708023
s413,1.8654727343000002,0.21935479940000002,2.0658430161,3.0,31.0833333333,0.2,15.6785714286,0.0666666667,-1.1110138137999999,-1.6858482643,2.5159033882,0.3655167914,1.2299541669,-1.2830387498,0.45026712329999996,-1.0093085924509368,-1.8028013716727789,-7.743694889208774,-7.644427061150418,3.1236468074,0.3353974952,1.6221667851,1.0,0.0,15.916666666700001,1.6653345369999998e-16,1.0,0.0003333333,-4.0,14.125,0.07418546370000001,2.0,-0.0005689223,-3.4022556391000003,-0.0783611516,0.2244897959,0.9914393757,8.5,10.7,3.0376483463,0.3573159842,2.1772717191,0.8907782846000001,-6.56939561039608,0.0010545232,0.8888888889000001,-4.3182514044,2.0,-2.7365916695,0.0,-0.5638194763000001,1.8754780275,0.0049509372,2.0508717872,-1.1652624446,0.2571428571,3.6348828618,179.0,0.0331595576,-0.6040336064999999,3.0,0.7028268337000001,0.0017004365,0.8143361092,0.0021657836,0.6666666667000001,0.7777777778,-1.2828700404,51.5,0.2631578947,1.7274959288,0.3816094227,1.6612622258,14.5,0.0,-0.3275165195,343.33333333333195,2.646161001083001,0.3191185153680001,1.4679759443079994,20.52,70.4,4.8402369846,0.2351708196,15.0,1.7718594598,0.5547030535999999,1.8916366409999998,-0.2169352358,3.3314703426,0.40035555939999995,1.4390113982,8.5,0.0967741935,-1.9983424587,114.0,0.0550566327,0.3403508772,0.0,105.0,143.0,16.0,3.0791371555000002,0.3342717857,1.2125323306,-1.8209837737,6.351000000000003,7.7,365.1666666667,2.7781025547,0.3269018259,-0.07093867884282322,256.0,0.5611111111,2.4214228056000002,0.36194701,1.0342271194,0.022015828199999997,0.1,5.0,-17.368469111099998,0.0,3.2443133444,0.3652897317,1.8479549141,-1.3062413521,-0.7261863058,-0.20041140289999998,1.5821155184,0.3310443254,1.386734031,-0.3982059135,-0.4093296425,1583.43,12.0,8.0,3056.4166666666997,0.1657162906,-0.29174997059999996,-0.6208552491,0.8067923995999999,0.5593873266
s414,1.0336687348,0.2363851319,1.0636520522,1.45,30.4166666667,0.2,30.0,0.5,0.13659328780000002,-1.2338849878,2.5213710925,0.4078046082,1.9420237682,-0.3838290621,0.059198630099999996,-2.9622577535767016,-1.957890878941245,-6.712620980138564,-4.237571236856084,2.6397454768,0.26864042353099993,2.2718935834000002,0.5,0.33333333330000003,11.125,-0.07083333330000001,2.0,-0.006833333299999999,-6.125,22.1666666667,0.0139371043,0.0,-0.003686747,0.8050847458,0.1646607504,0.2040816327,0.9813869635,8.0,7.4,1.7527853317000002,0.3697789023,2.5490863834999997,-0.7246878828000001,-3.774527224510495,-0.027638644,0.3611111111,-1.1617105243,1.0,-1.3546885985,0.0,-0.9927888592,2.095702469,0.2664414906,1.8186470044999998,-1.4013457528,0.42857142859999997,3.1627162452999995,122.0,7.6113128603,0.37525354829999996,7.0,0.7527954102000001,0.0014022580000000002,0.7683868408000001,0.0014262281,0.5833333333,0.11111111109999999,-1.7984757516999998,2.0,0.347826087,1.3481536602000002,0.32325576640000003,1.4585594133000002,-235.0,0.44444444439999997,-0.5513776369,324.3333333333,2.490173239,0.3200807909,1.425605727,38.5,55.5,3.585898205086,0.5582599608000001,6.0,1.4511262046000002,0.5928133478000001,2.3149337532,0.6695143404,2.4288938734,0.4700376891,2.0862310602000003,-3.0,0.0505415162,-1.2883566428,84.0,0.0287881813,-0.30392156859999997,1.0986122886681098,97.0,144.0,21.0,2.6507134817,0.29478264519999997,0.9908052587,-2.5697505505,5.5,4.4,380.3333333333,1.9654381117,0.41117903759999996,0.16725789979914255,252.1666666667,0.5611111111,2.5642791308,0.314545778,1.4121509229,0.012113313799999999,0.0666666667,-27.3333333333,14.718742557799999,0.0,2.877611491,0.32003357829999995,2.4130208372,-1.4079569741999998,-0.8375930984000001,-0.7274962992,1.3356496346,0.35791791689999997,1.4308666108,-0.2703722575,0.0150342454,2946.5520833333003,0.0,8.0,4829.0,0.3761862696,0.2384388871,1.4053372465,0.7893736398000001,0.14927905800000002
s415,1.6008066243999999,0.2580299875,1.3606301508,2.45,18.185185185199998,0.1,13.777777777799999,0.1,-0.666615964,-1.039139894,4.3950101458,0.3234664881,2.5189290286,-1.7395878268,0.0379109589,-3.1789514939273675,-3.4310036446295795,-6.629459002574659,-4.051620473829891,3.9328994755,0.253861163,1.4476289002,0.1666666667,0.1666666667,9.7916666667,0.2291666667,0.0,-0.008833333300000001,-1.625,8.4166666667,0.06156544620000001,0.0,-0.0035562377,-0.8381933786,-0.0388171897,0.2653061224,1.0939121701,6.9,6.8,1.8759821719999998,0.4189929198,1.6690213076,0.17702120699999999,-1.5404450408804822,-0.005958143199999999,0.0,-1.7935640598,0.0,-0.5283190675,0.0,0.0,3.9474444823000003,0.1739945584,2.9147955064,-0.8075379761,0.0857142857,4.3503317988,120.0,25.7627506452,0.3968411315,9.0,0.8364990234,0.0012562897,0.99921875,0.0009764451,0.6944444444,0.14814814810000002,-1.6109387404,-39.5,0.15789473680000002,1.4748627552000002,0.5561277866000001,1.6662560794999999,-219.0,0.2,-0.0726492475,393.1666666667,3.217964092,0.3065809062,1.6622235942,63.0,79.0,-12.1279988333,0.5680280707,10.0,1.2725974039,0.40840808289999997,1.8664270400999998,0.2938654787,3.7026347597000004,0.4214730225560001,1.889806177786,10.0,0.1074074074,-1.3958094219,132.0,0.0377342827,0.25386996900000003,0.6931471805599453,112.0,204.0,17.0,5.6427075801,0.3175578442,1.7184074112,-0.40613108649999996,6.3,5.8,285.8333333333,4.0199923557999995,0.35300340220000004,0.555773957317219,282.1666666667,0.5,3.2070149811,0.3266139223,1.3472970118,0.0079200654,0.040476190499999995,52.3333333333,56.7812342696,1.0,2.6966486487,0.34526549380000005,1.8685388049,-1.0895082455,-1.1175984748999999,-0.8103510758,1.8951153184,0.3507265919,1.6540589119,-0.4268637515,-0.3133782948,1993.9166666667002,-1.0,10.0,3818.75,-0.091760047661,0.019022159629,0.270059949216,0.8153718611,0.42741814990000004
s416,0.9608644179000001,0.08695456439999999,1.7100738187000002,1.9,40.25,0.33333333330000003,15.2857142857,0.30000000000000004,-0.4362568261,-0.8259794644,3.1890392367,0.3805234342,1.7227324241000002,-0.08635392780000001,0.9062517123,-2.965342589405973,-3.2015608455767053,-10.50397169023286,-4.657086874645478,2.050450995,0.1616457537,2.0891048158000003,0.8333333333,0.1666666667,14.25,0.225,3.0,-0.013999999999999999,-6.333333333300001,20.3913043478,0.19441387472100008,3.0,-0.0108107538,-6.368740116000001,-0.1973410885,0.0208333333,0.6223514749,6.0,6.3,1.6454139363,0.399306957,1.9095912284,-0.8529757483,-1.5404450408804822,-0.0058712185999999994,0.0,-1.9618489331,2.0,-0.521294492,0.0,-0.7746479260000001,2.3475714441,0.3210803197,1.5101451959,-0.4338423996,0.0857142857,3.6029406458999995,108.0,10.925098710999999,0.2565783653,8.0,0.7121927261000001,0.0017400356,0.9,0.0024025839,0.5,0.1851851852,-0.8183484750000001,167.0,0.33333333330000003,1.8523439175,0.4002076842,2.0222404923,-182.57,0.0,-0.7876809402,446.8333333333,1.5757372168000001,0.3043090493159998,2.5299183818,80.0,-12.5,-3.2022724022,0.6700138345000001,8.0,1.3854799909,0.6298590651,1.6331554916000002,-0.47734768619999995,2.1052598864,0.4704263028,1.6586112395,43.0,0.11111111109999999,-1.6063440502000002,123.0,0.08853724560000001,-0.0473684211,0.0,92.0,132.0,17.0,2.0752299516,0.3749036154,1.7742230419,-1.1704119145,5.5,4.8,405.1666666667,1.4463719976,0.3536580467,0.5895122055779184,382.6666666667,0.5111111111000001,1.8699723394,0.28895311220000003,1.6660805105,0.006673566999999999,0.1142857143,22.929166666668007,-13.0255628518,0.0,2.3584801682,0.4583323495,1.9242657713999998,-1.5359883693,-0.41166502159999996,-0.3694934256,1.1598001406,0.3880741818,1.6628683278,-0.41276178469999997,-0.3678159307,1860.0444444444,18.0,5.0,2652.3333333333,-0.25430897410000003,-0.5524879119,-0.6677691621,0.2480411227,0.4194401357
s418,1.6934767659999999,0.3190459242,1.3063979197,2.3280000000000003,47.61904761899999,0.30000000000000004,30.555555555599998,0.4,-0.5666945659,-1.0084095567,3.3819795259,0.34676954,1.7966588816999998,-0.6653563424000001,0.26744178080000003,-2.446344742060904,-2.250782510715592,-5.891680824896021,-3.652875296996477,3.3923307338,0.3158062182,1.29211197,1.0,0.0,14.291666666700001,0.17083333329999997,3.0,-0.0115,-3.2916666667000003,23.375,0.1805358948,1.0,-0.0062556117,-1.6921132457,-0.1041456016,0.2916666667,0.8222952477000001,7.1,6.5,1.8843665477,0.4942765407,1.4835486546,-0.0260248202,-3.2819721065332903,0.0177746854,0.22222222219999999,-3.0652418257,3.0,-0.5460486987000001,0.0,0.3298219498,2.62451925,0.010855963400000002,2.1519857394,-1.2890129855,0.34285714289999997,3.38738178,201.0,5.38702979,0.1321684831,5.0,0.8682128906000001,0.001532121,0.9853515625,0.0013164541,0.6944444444,0.33333333330000003,-2.1284026853999998,1.0,0.6363636364,1.9584335644,0.3991580864,1.2510321517,-181.0,0.1,-0.3319562616,321.5,2.2717475463,0.3298372902,1.1785768782,1.5,65.5,7.5767858059,0.398217632,10.0,1.8473939322,0.5883491985,2.2552671274000002,0.10629688039999999,3.0409709472000004,0.34638865659999996,1.9550315096000002,9.5,0.0714285714,-1.7684738887,106.0,0.0541182147,-0.1631578947,0.0,119.0,171.0,24.0,2.9089040011000002,0.3291993076,1.1865690828,-0.6349662326000001,6.2,6.3,282.5,2.7911555352999997,0.3580332551,0.7843891413717601,318.375,0.5111111111000001,2.6206998211,0.3526430224,1.3207403334,0.0013153675,0.0595238095,-63.4166666667,53.5547776379,0.0,3.2877650552,0.33362812680000004,1.6559071736000002,-1.1017771399,0.3716055617,-0.1709649253,1.5114858956000001,0.30701781429999997,1.5742723959,-0.5050158143,0.2733055249,1764.0833333332998,3.0,9.0,2768.6666666666997,-0.8538581448,-0.041896931899999997,-0.5859489172,0.8340165629,0.27547009969999997
