,adaptive_n_back_mturk.hddm_drift,adaptive_n_back_mturk.hddm_non_decision,adaptive_n_back_mturk.hddm_thresh,adaptive_n_back_mturk.mean_load,angling_risk_task_always_sunny_mturk.keep_adjusted_clicks,angling_risk_task_always_sunny_mturk.keep_loss_percent,angling_risk_task_always_sunny_mturk.release_adjusted_clicks,angling_risk_task_always_sunny_mturk.release_loss_percent,attention_network_task_mturk.alerting_hddm_drift,attention_network_task_mturk.conflict_hddm_drift,attention_network_task_mturk.hddm_drift,attention_network_task_mturk.hddm_non_decision,attention_network_task_mturk.hddm_thresh,attention_network_task_mturk.orienting_hddm_drift,bickel_titrator_mturk.auc_large,bickel_titrator_mturk.auc_medium.logTr,bickel_titrator_mturk.auc_small.logTr,bickel_titrator_mturk.hyp_discount_rate_large.logTr,bickel_titrator_mturk.hyp_discount_rate_medium.logTr,choice_reaction_time_mturk.hddm_drift,choice_reaction_time_mturk.hddm_non_decision,choice_reaction_time_mturk.hddm_thresh,cognitive_reflection_survey_mturk.correct_proportion,cognitive_reflection_survey_mturk.intuitive_proportion,columbia_card_task_cold_mturk.avg_cards_chosen,columbia_card_task_cold_mturk.gain_sensitivity,columbia_card_task_cold_mturk.information_use,columbia_card_task_cold_mturk.loss_sensitivity,columbia_card_task_cold_mturk.probability_sensitivity,columbia_card_task_hot_mturk.avg_cards_chosen,columbia_card_task_hot_mturk.gain_sensitivity,columbia_card_task_hot_mturk.information_use,columbia_card_task_hot_mturk.loss_sensitivity,columbia_card_task_hot_mturk.probability_sensitivity,dietary_decision_mturk.health_sensitivity,dietary_decision_mturk.prop_healthy_choice,dietary_decision_mturk.taste_sensitivity,digit_span_mturk.forward_span,digit_span_mturk.reverse_span,directed_forgetting_mturk.hddm_drift,directed_forgetting_mturk.hddm_non_decision,directed_forgetting_mturk.hddm_thresh,directed_forgetting_mturk.proactive_interference_hddm_drift,discount_titrate_mturk.hyp_discount_rate_glm.logTr,discount_titrate_mturk.hyp_discount_rate_nm,discount_titrate_mturk.percent_patient,dot_pattern_expectancy_mturk.AY-BY_hddm_drift,dot_pattern_expectancy_mturk.AY_errors,dot_pattern_expectancy_mturk.BX-BY_hddm_drift,dot_pattern_expectancy_mturk.BY_errors,dot_pattern_expectancy_mturk.bias,dot_pattern_expectancy_mturk.hddm_drift,dot_pattern_expectancy_mturk.hddm_non_decision,dot_pattern_expectancy_mturk.hddm_thresh,go_nogo_mturk.bias,go_nogo_mturk.commission_errors,go_nogo_mturk.dprime,hierarchical_rule_mturk.score,holt_laury_survey_mturk.beta,holt_laury_survey_mturk.risk_aversion,holt_laury_survey_mturk.safe_choices,information_sampling_task_mturk.Decreasing_Win_P_correct,information_sampling_task_mturk.Decreasing_Win_motivation,information_sampling_task_mturk.Fixed_Win_P_correct,information_sampling_task_mturk.Fixed_Win_motivation,keep_track_mturk.score,kirby_mturk.percent_patient,local_global_letter_mturk.conflict_hddm_drift,local_global_letter_mturk.global_error_cost,local_global_letter_mturk.global_incongruent_errors,local_global_letter_mturk.hddm_drift,local_global_letter_mturk.hddm_non_decision,local_global_letter_mturk.hddm_thresh,local_global_letter_mturk.local_error_cost,local_global_letter_mturk.local_incongruent_errors,local_global_letter_mturk.switch_cost_hddm_drift,motor_selective_stop_signal_mturk.SSRT,motor_selective_stop_signal_mturk.hddm_drift,motor_selective_stop_signal_mturk.hddm_non_decision,motor_selective_stop_signal_mturk.hddm_thresh,motor_selective_stop_signal_mturk.reactive_control,motor_selective_stop_signal_mturk.selective_proactive_control,probabilistic_selection_mturk.positive_learning_bias,psychological_refractory_period_two_choices_mturk.PRP_slope,ravens_mturk.score,recent_probes_mturk.hddm_drift,recent_probes_mturk.hddm_non_decision,recent_probes_mturk.hddm_thresh,recent_probes_mturk.proactive_interference_hddm_drift,shape_matching_mturk.hddm_drift,shape_matching_mturk.hddm_non_decision,shape_matching_mturk.hddm_thresh,shape_matching_mturk.negative_priming,shape_matching_mturk.prime_trials,shape_matching_mturk.stimulus_interference_hddm_drift,shift_task_mturk.conceptual_responses,shift_task_mturk.learning_rate,shift_task_mturk.learning_to_learn,shift_task_mturk.num_cat_achieved.ReflogTr,shift_task_mturk.perseverative_errors,shift_task_mturk.perseverative_responses,shift_task_mturk.trials_pre_first_cat,simon_mturk.hddm_drift,simon_mturk.hddm_non_decision,simon_mturk.hddm_thresh,simon_mturk.simon_hddm_drift,spatial_span_mturk.forward_span,spatial_span_mturk.reverse_span,stim_selective_stop_signal_mturk.SSRT,stim_selective_stop_signal_mturk.hddm_drift,stim_selective_stop_signal_mturk.hddm_non_decision,stim_selective_stop_signal_mturk.hddm_thresh.logTr,stop_signal_mturk.SSRT,stop_signal_mturk.commission_errors,stop_signal_mturk.hddm_drift,stop_signal_mturk.hddm_non_decision,stop_signal_mturk.hddm_thresh,stop_signal_mturk.inhibition_slope,stop_signal_mturk.omission_errors,stop_signal_mturk.proactive_SSRT_speeding,stop_signal_mturk.proactive_slowing,stroop_mturk.congruent_errors,stroop_mturk.hddm_drift,stroop_mturk.hddm_non_decision,stroop_mturk.hddm_thresh,stroop_mturk.stroop_hddm_drift,threebytwo_mturk.cue_switch_cost_hddm_drift_100.0,threebytwo_mturk.cue_switch_cost_hddm_drift_900.0,threebytwo_mturk.hddm_drift,threebytwo_mturk.hddm_non_decision,threebytwo_mturk.hddm_thresh,threebytwo_mturk.task_switch_cost_hddm_drift_100.0,threebytwo_mturk.task_switch_cost_hddm_drift_900.0,tower_of_london_mturk.avg_move_time,tower_of_london_mturk.num_extra_moves,tower_of_london_mturk.num_optimal_solutions,tower_of_london_mturk.planning_time,two_stage_decision_mturk.model_based,two_stage_decision_mturk.model_free,two_stage_decision_mturk.perseverance,writing_task_mturk.neutral_probability,writing_task_mturk.positive_probability
s082,1.3798099683,0.1013025358,1.8047665203,2.45,31.4583333333,0.2,23.681818181799997,0.2666666667,-0.2855379236,-1.1540035705,3.882380392,0.31812847969999997,2.0031633779,-0.6635113841,0.5887517123,-0.7713216288008033,-3.3209597505258928,-8.341249848920626,-6.475684981920284,5.9507091013,0.243360353,1.886155973,0.6666666667000001,0.0,5.958333333300001,0.0041666667,1.0,-0.0038333333,-2.7916666667000003,3.7083333332999997,0.0502525253,2.0,0.0010606061,-2.0858585859,-0.12233371119999999,0.0612244898,0.6323626457,8.3,7.3,2.9995829063999997,0.40167740659999995,2.4489494473,-0.6343432594,-3.6168716340222455,0.0219721578,0.22222222219999999,-0.1360802139,0.0,0.8911320551,0.0,0.0,3.5335855167,0.0162517942,3.6616852338999997,-0.9575666758,0.14285714289999998,4.0502743994,233.0,7.6113128603,0.37525354829999996,7.0,0.8056304931999999,0.0018937548,0.8680659293999999,0.0021259087,0.6388888889000001,0.4814814815,-0.3999473629,-149.0,0.0,1.8906655743,0.394424437,2.6549964294,-256.0,0.11111111109999999,-0.39945057450000004,267.3333333333,3.7076851476,0.3146941628,2.224187794,0.5,115.5,6.9779141275,0.6319495059,11.0,1.4440701677,0.4398113417,2.439482974,-0.49598796009999996,3.3634231889999997,0.3653672978,2.5265474501,18.0,0.0964285714,-2.1799970244,104.0,0.026727515700000003,0.08462332300000001,0.6931471805599453,125.0,179.0,16.0,3.9364074368,0.2846385334,1.5929269084,-1.0012043218,7.3,5.7,260.0,4.3651904302,0.3329989414,1.0593568558934428,232.5833333333,0.5222222222,3.8770048469,0.3208601195,1.837971329,0.013442972,0.014285714299999999,30.1666666667,43.8494572462,0.0,3.1234112875,0.3986291893,1.8656064461,-0.6759412239,-0.6716213801,-0.6006388299000001,2.181226447,0.241551572,2.3414078171,0.1463815645,0.12243673769999999,2231.475,-1.0,9.0,6488.333333333299,-0.0907793093,-0.3399795539,-0.1953894535,0.6486152767000001,0.5123222555
s083,1.3467868716,0.37637981649999996,1.279301971,2.1,38.92,0.1666666667,17.363636363599998,0.2666666667,0.0968578946,-0.9339728959389999,0.6980704865999999,0.26552036019999997,1.6273800263,-0.5548115119,0.5283441781,-2.8759117416701714,-2.180276544048819,-7.208350096573187,-4.6689277641410305,4.6890987606,0.3084963114,1.4978620324,0.33333333330000003,0.6666666667000001,5.541666666699999,-0.0041666667,1.0,0.0001666667,-1.4583333333,9.7916666667,0.016799831799999998,1.0,-0.0010235492,-4.2989907485000005,0.0170030038,0.1489361702,0.8913356179,7.1,5.9,2.5269619943,0.4760730075,1.9828144083,-0.30900976680000003,-3.7088868539745863,0.0179758894,0.25,-1.0498388701999999,4.0,-1.1967697528,0.0,-0.48135578549999997,1.1944186237,0.053364238,2.1122806958,-1.1622509791,0.34285714289999997,3.1338577672000003,185.0,7.6113128603,0.37525354829999996,7.0,0.8477905273,0.0009738966,1.0,0.0010411182,0.4722222222,0.3703703704,-2.1882277822,-488.5,0.2727272727,1.3049828359,0.5079634477,1.6680660225,-565.0,0.2777777778,0.0839486062,360.786666666668,2.6981504411820003,0.322770877188,1.4629844172420008,21.54,49.86,0.10973236006699988,0.7204340251000001,6.0,1.0994257676,0.240244118,2.1517514095,0.029473158500000006,1.7112758246000002,0.4177760184020001,2.5090322305,-46.0,0.0857142857,-1.1925472645,115.0,0.025627925000000003,0.10526315789999999,0.0,100.0,134.0,18.0,3.2358234928,0.3523939949,1.4694206987,-0.5758282865000001,5.8,5.3,317.8333333333,3.5274582759,0.3822591198,0.11346393749929876,304.25,0.5277777778,1.7500593154,0.335059355692,2.302087359,0.015160379299999999,0.1023809524,-1.8333333333,2.0047333903999998,1.0,2.3632042229,0.4354499869,1.3225522805,-1.7599576254,-0.3078070811219999,-0.249158432615,1.208201590978,0.2511996063279999,1.8671196480120005,-0.29851370729800003,-0.37236321280699997,2605.4537037037,9.0,7.0,2905.3333333333003,-0.7927084888,0.6046065363,-0.3827524711,0.2343559896,0.2767393032
s084,0.8753922129999999,0.27172698300000003,0.9424620043,1.05,37.277777777800004,0.4,31.15,0.33333333330000003,0.0206341056,-0.5126157991,3.4163052914,0.3989817828,1.8080060353,-0.9420785079,0.08535273970000001,-1.3757677690104062,-3.0629227089766458,-5.698948945004378,-3.5746182394618966,4.068842248399999,0.2518856888,1.6022825347,0.1666666667,0.6666666667000001,11.625,0.0291666667,1.0,-0.0041666667,-2.5416666667,18.0,0.0312599681,0.0,-0.0057812714,-1.5881749828999998,0.2467294936,0.3673469388,0.6542091896000001,5.9,5.8,1.1819427784,0.28641793050000003,1.6429045263000002,-0.915752838,-1.5389646557915075,-0.0098337371,0.0,-1.818720927443,3.22,-0.9255450741639994,0.0,-0.30229964581200003,1.9454786306760008,0.15566352807099995,1.6844179110289992,-1.0199797456,0.4571428571,2.2552282759,104.0,25.7627506452,0.3968411315,9.0,0.6555591583,0.0019921078,0.8457717895999999,0.0021987495,0.3888888889,0.0740740741,-1.390556542629,-28.0,0.6956521739,1.4713542833000002,0.3413057084,1.0222198127,-11.0,0.3636363636,-0.2630381821,346.8633333333371,2.464679052130001,0.29879283565699993,1.390448203044,17.81,52.885,0.8581946015,0.5328206152,4.0,1.6624329536000002,0.4090679296,1.4268249941,0.0157289625,2.7369955591000004,0.4108512839,1.4220961143000002,0.0,0.1107142857,-2.5476132927,57.0,0.011884411200000002,0.1456140351,0.0,98.0,133.0,20.0,2.3892158265,0.2256188268,1.0380637903,-1.7603296549,5.6,4.4,344.0,2.7545662688999997,0.2507812542,0.24062933137960074,291.99625,0.5315000000059996,2.41660374991,0.29641515677200003,1.5707295149330005,0.008060251152,0.08985714284999999,29.644999999998003,33.13767442921601,1.0,2.1799151002,0.28917456150000004,1.7369149345,-1.5948125809,0.3886998185,0.1469282318,0.33718443189999997,0.2460994421,1.452790007,-0.6814042961,-0.0899913801,3252.1458333333003,15.0,5.0,3943.75,-0.1861116615,0.36901939799999994,-0.2271920816,0.8112706842,0.5942283082
s085,1.3897870749,0.2793602559,1.2102509772,3.75,47.61904761899999,0.30000000000000004,39.0,0.4666666667,-0.4067422387,-0.9652309215,4.3021839623,0.3545822944,1.9806873418000002,-1.1411685092000001,0.14190667810000002,-2.856685298011064,-3.3514292216009345,-6.363874931998493,-4.493610358831513,6.204748512899999,0.3039204548,1.7599527787,0.6666666667000001,0.1666666667,10.2916666667,0.0125,2.0,-0.0111666667,-2.625,17.8333333333,-0.1415692821,1.0,-0.0041035058,-1.909015025,0.1002739573,0.1020408163,1.1614670692,9.3,7.5,2.7743644067,0.3823302925,1.7729280672,-0.9332145337,-1.2311682813784044,-0.0237708603,0.11111111109999999,-2.5120757477,0.0,0.0089186449,0.0,0.0,4.3426388052,0.16702715610000002,2.9784192091,-0.8075379761,0.0857142857,4.3503317988,157.0,25.7627506452,0.3968411315,9.0,0.6433485508,0.0011979283,0.6122137308000001,0.0013118010999999998,0.6388888889000001,0.1851851852,-0.5033708614,-97.81,0.0,1.934028687423,0.383295427,2.288731753,-112.51,0.0,-0.1968949515,254.5,3.3698713233,0.28917866789999996,2.5708502546000003,7.0,234.0,-3.7078404868,0.3087063875,12.0,2.577008179,0.42249672880000005,1.847514941,-0.4272221914,3.6197204769,0.4262942191,1.7991981973,29.5,0.1223021583,-2.2563123709,87.0,0.0475985258,-0.2063983488,0.6931471805599453,87.0,136.0,22.0,4.1680778068,0.2919008276,1.5392395267,-1.2709970988,6.5,6.7,273.8333333333,5.2950150713,0.26029405840000003,0.7352976600966454,252.75,0.5333333333,4.1188845799000005,0.2567071924,2.0584391822510013,0.005869187099999999,0.0119047619,35.1666666667,75.03928571430001,0.0,4.326226303,0.5007243013,1.8289396884,-0.5545599265,0.1009228706,0.17524893500000002,2.0511143889,0.32588672490000004,1.6215589575999998,-0.4257607827,-0.8901202567000001,1738.3777777778,5.0,8.0,3663.9166666666997,-0.4837718127,-0.1968576562,-0.8342764257999999,0.3289153696,0.1420185338
s086,0.8065813966000001,0.1945330539,1.6153760627,1.3,20.7894736842,0.3666666667,18.055555555599998,0.4,-0.6312609087000001,-0.42149006899999997,2.4749729648,0.4060619087,1.6493054372,-0.054890327200000005,0.1816027397,-1.8073043244659808,-3.339139459041656,-6.62083327030566,-6.253287598057934,2.1118055499,0.3127890318,1.9810862753,0.33333333330000003,0.1666666667,15.791666666700001,0.12916666670000002,2.0,-0.016166666700000002,-3.375,8.0833333333,-0.0135227515,1.0,-0.0017150182,-1.8549455245,0.3103200089,0.27083333330000003,0.5942309822,7.2,7.5,1.5069646271000001,0.45786203420000005,2.2762899204,-0.70184625,-2.8939763775386034,-0.0113956718,0.22222222219999999,-3.15556994,3.0,0.6247861196,0.0,-0.0782505426,1.5598583769,0.1775227855,1.4248835568,-0.8893284576999999,0.1142857143,4.1867508355,321.0,7.6113128603,0.37525354829999996,7.0,0.7515197754,0.0007976451000000001,0.9664916992,0.0015050874,0.44444444439999997,0.3703703704,-0.2788129786,-107.5,0.0952380952,1.6242601671999999,0.3102687796,2.7863813159,424.0,0.0909090909,-0.0932794002,348.3383333333311,2.622559433885,0.31894887903900004,1.6068424897779996,23.955,66.085,2.504414762529,0.5751925036000001,3.0,0.8390449016,0.2506307659,2.1889577164,-0.13452856470000002,1.7151727768,0.2199648567,2.0387050862000002,3.0,0.0716981132,-0.8409966265000001,94.0,0.022817095000000003,0.1824561404,0.0,98.0,143.0,18.0,2.9825222481,0.3610512642,1.9378509591,-0.7074537264,6.0,5.5,255.8333333333,3.291112584,0.4347180052,0.5543591544718199,299.8333333333,0.5388888889,2.2250073728,0.31078971180000003,1.8145859531,0.0023464548000000003,0.0666666667,105.0,-5.5032327586,0.0,2.0629067409,0.3755837713,2.734697773,-0.8919793223,0.1522908714,0.3220565245,1.0291090078,0.0759398679,2.152787768,-0.3387509841,-0.1430285412,3250.2296296296004,6.0,7.0,3168.6666666666997,0.06530810840000001,-0.33882209799999996,0.010984884299999999,0.334625789,0.2907726251
s087,1.1040259892,0.30252615310000003,1.5793092585,1.8,25.9615384615,0.1333333333,22.0,0.1666666667,-0.3315301375,-1.4197403441999998,3.0020492169,0.4523122345,1.5731351251,-0.8662305006000001,0.0532902397,-3.2755684933608245,-2.789247255527668,-6.549533616245665,-5.054503977117848,3.6652347548,0.307949586123,1.6861517162000002,0.0,0.6666666667000001,8.125,0.0291666667,1.0,-0.0001666667,-2.5416666667,10.5416666667,0.1365248227,3.0,-0.0062884161,-2.3445626478,-0.2255702879,0.14285714289999998,0.9683921294,6.8,7.2,2.4413193523,0.5554213404,1.8290262600999998,0.0380198815,-1.429007321973911,-0.016119167,0.1388888889,-4.2659477913,6.0,0.31399355219999997,0.0,0.0,2.6943261925999997,0.31654160610000004,1.4596057471000001,-1.0170844173,0.1714285714,3.9312389163,221.0,59.8991114415,0.8568707964000001,6.0,0.6957855225,0.0007631073000000001,0.9926757812,0.0010523216,0.4722222222,0.14814814810000002,-0.3767165929,164.0,0.2941176471,0.7301679097,0.4707802736549999,2.4562767155,62.0,0.0,0.1094066267,317.3333333333,3.4481238545,0.4144317391,1.5408540991000002,53.5,31.5,5.6666612049000005,0.7230582115,4.0,1.2766848137,0.6458939545,2.1544081492,0.0960475788,3.2525887626,0.4914837568,1.6324165812,-37.0,0.08214285710000001,-3.3806127479000003,144.0,0.0093435811,0.0596491228,0.0,72.0,130.0,15.0,3.8804728175,0.3763472461,1.5463387349000002,-0.2912725828,5.4,5.0,455.5,4.1460489618,0.47746612759999996,0.359145014271704,312.0,0.5277777778,3.7931946216,0.4319364608,2.3918379111,0.0059251764,0.0119047619,26.3333333333,58.655240981000006,0.0,3.1308408555000002,0.3963190968,2.6880600248000004,-2.379737167,-0.2374224012,-0.2865363986,1.633572038,0.48779751549999995,1.5023585959999999,-0.28418111220000003,-0.7029411707000001,2163.25,-2.0,11.0,4009.6666666666997,0.460090872,-0.0185666554,1.7567107519,0.22336701809999998,0.2045619152
s088,1.6392072257,0.27861835290000003,1.3038394655,2.5,12.777777777799999,0.1,8.4615384615,0.1333333333,-0.2529976948,-0.5509181173000001,4.731983788,0.33373617969999997,2.6738497086,-2.0402998061,0.37911986299999995,-2.9713404086226882,-2.2922110083728326,-6.916815902742067,-4.349412450500262,7.1706287847,0.2870292648,1.6397920054,0.0,0.6666666667000001,2.0,2.4286128660000003e-17,1.0,-0.001,-1.4166666666999999,4.375,0.0028967254000000003,1.0,-0.0017783375,-1.048488665,-0.017888307200000002,0.14285714289999998,0.3403141361,6.7,7.3,4.021942652,0.4871615404,1.6595456614,-0.10657445130000001,-1.0503678811110146,-0.0237066983,0.0833333333,-1.9764234175,1.0,0.3185530874,0.0,0.0,4.5886348683,0.30533559990000003,1.1700992426,-0.8075379761,0.0857142857,4.3503317988,193.0,7.6113128603,0.37525354829999996,7.0,0.9450439453,0.0013409981,0.937109375,0.0013637120000000002,0.5,0.22222222219999999,-1.4645587975,-75.0,0.21428571429999999,2.0396909509,0.4787147977,1.4989064915,109.0,0.0,-0.4450603015,296.1666666667,3.6366869723,0.28552313100000004,2.2073930714,-17.0,163.0,3.9876906894409982,0.4735300556,4.0,2.7745982718,0.4421440206,2.1793814149,-0.5057795506,3.6092320394,0.4914194969,2.6578139072,-22.0,0.1107142857,-1.7573720723,122.0,0.031636202599999996,-0.1929824561,0.0,90.0,161.0,21.0,5.283742440299999,0.2813017008,1.5349748828999998,-1.1538417565999999,5.8,5.5,240.3333333333,4.3402477854,0.2768953468,0.8453074456727621,258.0,0.5222222222,4.4264586843,0.2166475728,2.132521084361,0.0052609662,0.0,-5.3333333333,51.9291666667,0.0,3.7713541972000004,0.40533258409999995,2.020334873,-1.2655642911,-0.7405870973,-0.4892258054,2.3088296941,0.3768303195,1.6908797834,-0.6336150275,0.7927693759000001,2750.7916666666997,6.0,6.0,5283.25,-0.4983149686,0.29528552820000004,-0.06939081970000001,0.8052031304999999,0.3696780009
s089,1.2599740169,0.4199131254,1.7313594980000002,2.35,22.608695652199998,0.23333333329999997,16.8,0.1666666667,-0.6291436134,-0.5897795173,3.7330303635,0.4627419245,2.027523016,-1.1580181288,0.0463159247,-2.9478884141325525,-3.409226101752473,-5.531413202967324,-3.411284709108928,2.6693108790999998,0.30242770989799994,1.7081017966999998,0.0,0.5,19.75,-0.075,0.0,-0.012666666699999999,-0.75,11.833333333299999,-0.0090686275,1.0,-0.0013039216,-2.0441176471,-0.036500316500000005,0.1020408163,0.3551630662,8.5,6.5,1.3734772805000002,0.4790406074,2.1942330676,0.0481912702,-1.5408395962405197,-0.0059137936,0.0,-1.4963228001,3.0,-0.5996852679,0.0,-0.5629734621,2.3531784506,0.3598901802,2.2118298797,-1.2083775268,0.2857142857,3.5486526974,219.0,7.6113128603,0.37525354829999996,7.0,0.6394451140999999,0.0013401079,0.6581768990000001,0.0013052178,0.5,0.33333333330000003,-1.4765816815000001,-103.0,0.1333333333,1.8011298218,0.5406522062,1.6559141259,-647.5,0.25,-0.6127768655,365.579999999995,2.763206144197001,0.35181990709300004,1.6172264760100004,19.58,56.365,-0.6740124748980003,0.6359358781000001,11.0,1.4738490004,0.7702825031999999,1.8197008478999999,-0.1112823165,2.5200972191999997,0.5234561507000001,2.2022903525,18.5,0.11272727269999999,-0.6920692614,107.0,0.000236539,-0.1238390093,0.6931471805599453,87.0,119.0,25.0,3.2387415954,0.33969354420000003,2.2722582819999997,-0.7124658610000001,5.0,4.7,473.0,3.6816816748,0.428349224,0.4308301401673801,332.4166666667,0.5388888889,2.3945524965,0.3593252013,1.6324243906,0.007571733299999999,0.069047619,27.1666666667,40.6369604994,0.0,2.0118185928,0.43154776009999996,2.0478466879,-1.0389304887000002,-1.0553828153,-0.1398765259,1.5370933975,0.4617347366,1.643863649,-0.4001927555,-0.6468830093,2053.0066137566,15.0,7.0,4787.5833333333,0.1063632267,0.1178876521,-0.1086620699,0.8542763256,0.37742599509999997
s090,0.6958320625000001,0.0864844124,1.4045954872,1.45,16.64,0.1666666667,11.5,0.1333333333,-0.7184878992,-1.0521854442,3.6706051936,0.42789599619999996,1.3519707595,-0.8210819112000001,0.0350342466,-3.4426081619827564,-3.433626823630128,-6.506834493690151,-4.490360908412163,4.5938789268,0.2782683663,1.6495348077,0.33333333330000003,0.1666666667,11.375,0.0291666667,0.0,0.0035,-0.375,10.4583333333,-0.13257731960000002,0.0,-0.006903092800000001,-1.4017182131,0.3172088614,0.2553191489,0.4441437245,5.8,3.8,2.0614633888,0.5125104911999999,1.7263451282000002,-0.6219227821000001,-1.5399259650903343,-0.0101458978,0.0,-0.6793947886,0.0,0.057311771100000006,0.0,-0.5616381195,2.1889915941,0.2545925873,1.9353405057,-1.0816155204,0.2857142857,3.2951286846,220.0,46.062695462700006,0.8291899447000001,10.0,0.5912388802,0.0012596607,0.6528867722,0.0011271783999999999,0.3888888889,0.0,-1.2213454488649995,-63.985,0.30927229094200004,1.4005204316359996,0.4186941817659999,1.666876566819,-135.32,0.165976124552,-0.3479170064280001,318.3333333333,2.528802093,0.34285668469999997,1.1728571661,23.5,31.0,1.3815577704730004,0.6016565711999999,6.0,1.5817456623,0.5422383304999999,1.6364173244999998,-0.4458964196,2.8152700458999997,0.4002777380000001,2.1089507368000002,97.0,0.11785714289999999,-1.4518485872,66.0,-0.0120274618,0.20123839010000003,0.6931471805599453,83.0,116.0,25.0,2.5110978701,0.3354102746,1.3995128052,-0.19435229399999998,4.4,3.9,319.8333333333,3.2598339069,0.3427266418,0.38498349319205344,308.0,0.5166666667,3.5625254585,0.31046640000000003,1.791161908,0.0028009488,0.0238095238,79.3333333333,69.96279635260001,0.0,2.1124177233,0.39217395060000004,1.7540782986,-1.9894633743,-0.04845046099999999,0.042193025300000006,1.3192480356,0.3094210495,2.1972775204,-0.25895287699999997,0.034013556800000004,2688.0740740741,2.0,8.0,4291.6666666667,-0.2571527135979999,0.11248706968099996,-0.3141218791859999,0.7953035443,0.20787994280000002
s091,1.2116712654000001,0.2408478747,1.0713240872,1.65,34.0909090909,0.2666666667,21.0526315789,0.3666666667,-0.205940944,-1.3579008598,3.6610441516,0.3564768661,1.7157387469,-0.1593138499,0.1381181507,-2.052279545017326,-3.2051857160073767,-6.75191956248405,-6.477511708310279,5.9031156824,0.2693482021,1.2137495072,0.8333333333,0.0,12.833333333299999,0.0666666667,1.0,-0.0016666667,-1.0,17.25,-0.0523640662,2.0,-0.008761229300000001,-2.3096926713999997,0.0524459772,0.30612244899999996,1.1841357133,7.6,6.5,3.0994708885000004,0.4070958347,2.0435437994,-0.0846598367,-3.3440209351514634,0.015554229499999999,0.30555555560000003,-1.7771095574000002,0.0,1.9896490424000002,0.0,0.0,4.7805268461,0.14644937330000002,2.7558465621,-0.8893284576999999,0.1142857143,4.1867508355,222.0,25.7627506452,0.3968411315,9.0,0.8051666259999999,0.0013351366,1.0,0.0020942295,0.6388888889000001,0.3703703704,-1.3047806595490004,-134.0,0.6666666667000001,0.9201019017,0.32817688219999996,1.2879232848,-56.5,0.15286919013400002,-0.539194979,211.3333333333,4.8772743134,0.2484561913,2.1020500204,-0.5,65.5,3.5516423795,0.5040214336000001,17.0,1.6010305668,0.406682717,1.5014116061000002,-0.3119621446,3.08768722,0.360443639,1.2508723662,6.0,0.1214285714,-1.7097780243,110.0,0.08469268210000001,-0.1543859649,0.0,115.0,175.0,18.0,5.365987933,0.25389981510000004,1.3318752824,-1.6600881266,4.9,5.3,274.3333333333,3.4276590677999996,0.3124668458,0.3382206668686877,223.6666666667,0.5111111111000001,3.4275066911,0.31297713260000004,1.8383940597,0.0048444268,0.014285714299999999,-2.6666666667000003,131.7209401709,0.0,3.8381544801,0.3154297272,2.9035805687000003,-0.8212048245999999,-0.6882435759000001,-1.4003859686000002,1.8382083937,0.3068410036,1.3167495369,-0.4829874924,0.5403594679,1811.1645472582998,17.0,8.0,2933.3333333333003,-0.5100484402000001,-0.1222326874,0.1410391933,0.4543755474,0.5359600138
s092,1.3386778458,0.32251922780000003,1.6756854768,2.9,50.9375,0.4666666667,32.1111111111,0.4,-0.23391939539999998,-1.5914320462,3.6261761359,0.40614816090000005,1.5700169970000002,0.118200712,0.3276044521,-1.029698187483457,-2.5826705224760977,-7.471138504807832,-5.695067351903107,4.0584064051999995,0.27220772590000003,1.5320632534,0.5,0.5,13.791666666700001,0.0458333333,2.0,-0.0101666667,-3.2916666667000003,11.347826087,0.1345993117,2.0,-0.0091347099,-2.8046951819,-0.2870185816,0.0408163265,1.205233717,6.4,4.8,2.6121394887,0.3959257963,2.0208452696,-0.6996777342,-4.115253463734011,0.0133270055,0.3888888889,-1.3073004557999999,2.0,2.4302725990000003,0.0,0.3298219498,2.7643236113,0.2883269464,1.4169670986000003,-1.2083775268,0.2857142857,3.5486526974,203.0,59.8991114415,0.8568707964000001,6.0,0.7333761692,0.0013795641,0.9477935791,0.0025050339,0.6944444444,0.44444444439999997,-1.0112608715749998,-93.185,0.173900489978,1.698025019828,0.4248248892789999,1.7573867069440008,-154.285,0.10609079434900001,-0.3747172326560001,247.0,3.3478157361000003,0.2869477907,1.5754066718000002,3.0,126.0,16.4774725675,0.6464459263,11.0,1.7415345447,0.40986892469999997,1.9166527324,0.484462806,2.8365280031,0.3678411292,1.4644460513,20.0,0.0857142857,-1.2788911098,126.0,0.050432751500000005,0.1701754386,0.0,99.0,158.0,24.0,3.7063640073000004,0.3021898797,1.5575920444,-0.8918173172,6.5,6.3,256.1666666667,4.8811552819,0.30853902720000004,0.8632816742800603,241.4166666667,0.5,3.2117918106,0.30459216440000003,1.5196165381,0.0101510505,0.038095238100000005,6.5,52.64837501270001,0.0,1.9300051385,0.3629592808,1.6781335822999999,-1.3134118148,-0.17360971170000003,-0.5476855319,1.3809308131,0.3216871707,1.4946265959,-0.37870522,0.0556956095,2106.6296296296,8.0,8.0,3805.8333333333003,0.5283150644,-0.4036269636,0.5385124178,0.8312751778,0.4751914597
