,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTNTRZD,ANTNTRZN,ANTNTRZT,ANTALTAC,ANTALTRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSZD,DRFPSZN,DRFPSZT,DRFPINAC,DRFPINRT,DSTGLM,DSTNM,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAXZD,DPEAYZN,DPEAXZT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTNOS,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECOP,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDOP,ISTFXDMV,KTTSCOR,KRBHDR,KRBPCTP,LCATACTL,LOGZDNEU,LOGZNNEU,LOGZTNEU,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSNEGAC,PRSOVTAC,PRSPOSAC,PRSPLB,PRSRPLB,PRSRVS,PRPSLOPE,PRPSLOW,PRPTAOAC,PRPTATAC,RPMSCOR,REPXZD,REPXZN,REPXZT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SHFTAC,SIMCGZD,SIMCGZN,SIMCGZT,SIMSIMAC,SIMSIMRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRCGZD,STRCGZN,STRCGZT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TXTCSTZD,TXTCSTZN,TXTCSTZT,TXTCSCRT,TXTTAIOR,TXTTSCRT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNUMRT,TOLOPTSL,TOLPLNTM,TOLTOTMV,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s277,0.9023423450000001,-0.253592431,0.9637180641,1.45,-386.0,-0.2333333333,601.0,-1030.7368421053,-0.36666666670000003,231.0,3.8468533650000003,-0.3885879733,1.0008563458,-0.0277777778,35.5,-0.0208333333,-33.5,-0.0277777778,46.0,-22.0,-23.0,-21.0,12.0,11.0,15.0,20.0,43.0,4.0487553287,-0.30059350290000003,0.8316866683,0.5,-0.0,9.75,0.1083333333,0.0,-0.003,-0.4166666667,23.75,-0.0360837438,1.0,0.0004310345,-5.0677339901,-14.0,19.0,0.2659011966,-0.4247465325,8.8,8.0,2.1491178829,-0.525633048,1.3183145357,0.0,-235.0,-0.2142857143,-0.2142857143,0.0,19.0,9.0,13.0,26.0,27.0,38.0,35.0,38.0,35.0,28.0,8.0,6.0,18.0,25.0,22.0,-0.0625,337.0,0.125,23.5,2.7575562258,-0.4231790332,0.830447731,0.908045977,44.4444444444,-0.0,-11.1111111111,5.0,5.0,27.0,21.0,24.0,23.0,29.0,63.0,0.6571428571,31.0,107.0,1.0,5.0,-24.0,21.0,0.5739326834,0.6000000000000001,1.7000000000000002,0.0013139897,0.6589939117,0.7000000000000001,5.9,0.0017681358000000002,0.6944444444,-0.0063068791,0.40740740740000003,2.0,2.5109345277,-0.4324029116,0.7749744677,-0.25025025030000003,-2.0,-0.0509259259,9.0,-0.1993243243,-11.0,-0.18947368420000002,-13.5,3.5333333333,,,,,,,46.0,,,,,,,0.3149766815,251.0,0.9798994975,0.9396984925,9.0,1.6662490814000002,-0.7852154947000001,1.20924479,-0.0555555556,2.0,0.5,0.5833333333,0.5,0.5,135.0,0.4,0.2,0.6000000000000001,0.6000000000000001,0.0231861659,4.9578621953,-0.2861981973,0.9268349279,-0.08,-70.5,5.8,5.1,3.2162296542,-0.36129769170000003,1.0228264924,-247.8333333333,3.2532436617,-0.4016033063,0.8137310283,-191.6666666667,-171.5,-20.1666666667,50.6722222222,3.1331138825,-0.2799994619,1.2288565772,-0.1458333333,-159.0,6.0,6.0,4.0,3.5,6.0,2.4449628289,-0.3476468693,0.8401451791000001,-73.0,60.1666666667,40.0,3.4166666667,3.6,3.1111111111,3.6666666667000003,3.5333333333,573.0,9.0,7.0,6608.0,57.0,,,-15.0,-17.0,-37.0,-45.0,33.0,0.1835441694,0.19692881880000002
s284,1.514635262,-0.4947463114,1.391674636,2.35,-774.9,-0.33333333330000003,799.0,-1633.1,-0.33333333330000003,591.0,3.9864009027,-0.4629080696,0.9658204721,0.0833333333,-3.5,-0.0208333333,-86.0,0.0277777778,139.0,-14.0,-18.0,-21.0,8.0,10.0,12.0,19.0,45.0,2.5865006652,-0.30512493500000004,1.3908027587,0.8333333333,-0.1666666667,21.2083333333,0.0125,1.0,0.0008333333,-3.2916666667,24.625,0.0416076845,1.0,-0.0003053589,-2.4082912032,-12.0,11.0,0.13987416290000002,-0.7121384944,6.6,5.7,2.1417142275,-0.7873973444,1.6465130966000001,-0.058823529400000005,91.0,-0.0029984296,-0.0023493371,0.8055555556,21.0,22.0,18.0,23.0,25.0,18.0,17.0,22.0,22.0,17.0,15.0,22.0,15.0,15.0,26.0,0.0,244.5,0.0,26.0,4.2612349673,-0.4698810637,1.2093422761000001,1.0,38.8888888889,-33.3333333333,-33.3333333333,4.6666666667,3.75,28.0,24.0,27.0,21.0,21.0,44.0,0.7142857143,24.0,194.0,1.0,4.0,-16.0,17.0,0.8195009232,1.0,10.3,0.002107337,1.0,1.0,25.0,0.0021065183,0.5833333333,-0.0063068791,0.6666666667000001,3.0,2.5205228866000002,-0.7347574748,1.4922300985999999,-0.0571428571,-351.0,0.0571428571,89.0,-0.11428571430000001,-440.0,-0.0667074663,-35.0,4.3333333333,3.672115308,-0.44755157760000003,0.8018372878000001,-374.3333333333,-10.0,20.5,48.0,0.75,0.8333333333,0.8611111111,1.1481481481,13.4609992874,-5.7339185497,0.7071992249,562.0,0.9898477157000001,0.9949238579,17.0,1.9978018855,-0.6658016937,1.7651202305,-0.0555555556,17.0,0.5,0.33333333330000003,0.5,0.5833333333,98.0,0.2,0.30000000000000004,0.7000000000000001,0.1,0.046938374000000005,3.3083110815,-0.33529823400000003,1.3889624455,-0.02,10.5,7.3,6.2,4.5200016627,-0.4974488864,0.9930607784000001,-273.6666666667,2.0933835012,-0.3497276666,1.425039172,-334.0,-390.6666666667,56.6666666667,7.5666666667,2.9816087939,-0.4995333831,1.5054410823,-0.0434782609,-197.5,5.5,6.0,5.5,1.5,4.0,2.8015416917,-0.601380394,1.42385318,45.0,81.5,-112.5,3.75,3.4,2.6666666667000003,2.6666666667000003,2.4666666667,493.0,10.0,8.0,2482.5,61.0,-2.4850011276,1.4690805547,-21.0,-15.0,-23.0,-23.0,23.0,0.4156322262,0.3300184097
s285,1.1587916184,-0.3695373118,1.0265728954,1.85,-489.92,-0.1666666667,569.0,-1023.92,-0.1666666667,371.0,3.5640047462,-0.5645262050000001,1.2717714526,0.0,38.0,0.0,-57.5,0.0,-49.5,-14.0,-18.0,-26.0,7.0,8.0,16.0,19.0,41.0,1.5965576549,-0.25883549780000004,1.7837202025,0.6666666667000001,-0.0,11.75,0.033333333300000004,2.0,-0.003,-1.75,18.75,0.2416666667,2.0,0.003,-3.2142857143,-13.0,17.0,-0.171578231,-0.7331566682,6.1,5.3,1.1778285876,-0.6225995144,1.3376618443,-0.2777777778,187.0,-0.35056249170000003,0.022247924500000002,0.0555555556,7.0,13.0,8.0,6.0,17.0,36.0,32.0,33.0,41.0,24.0,8.0,12.0,10.0,6.0,29.0,-0.4,25.5,-0.1333333333,-65.5,2.2733345647,-0.5450168763000001,1.230474994,0.8091954023,38.8888888889,-55.5555555556,-7.4074074074,4.6666666667,2.25,29.0,27.0,37.0,19.0,25.0,42.0,0.9015873016,21.0,177.0,1.0,8.0,-17.0,16.0,0.7300182342,0.7000000000000001,8.0,0.0013440289,0.7433322906000001,0.9,10.5,0.0014796676,0.7777777778,-0.0063068791,0.0740740741,2.0,2.2490376021,-0.7046653792,1.7817991044000001,-0.16875,-15.0,0.03125,-65.5,-0.2,50.5,-0.0355249205,-179.0,4.5333333333,3.0195321567,-0.4408225391,1.0602915159,-313.5,16.5,37.0,43.0,,,,,,,0.6586843166,550.0,0.9742268041000001,0.9587628866000001,9.0,1.3410949369,-1.1990959974,1.0065854995,0.0555555556,-199.0,0.25,0.4166666667,0.4166666667,0.4166666667,111.0,0.0,0.4,0.4,0.0,0.0528343432,1.687795841,-0.2729528109,1.6175114557999999,0.0212244898,-167.0,6.0,5.3,,,,-444.5,3.0421184808,-0.4790781759,1.3772161631,-239.1666666667,-325.3333333333,86.1666666667,10.0972222222,3.2685221839,-0.6583917006000001,1.3932525574,-0.0212765957,-200.5,6.5,6.0,4.5,1.5,4.0,1.6354009173000001,-0.4181089962,1.2823406766,-88.0,10.6666666667,49.0,3.5833333333,2.3,2.7777777778,2.1111111111,2.3333333333,1020.0,9.0,7.0,4012.5,53.0,0.9552959510000001,0.8025619665,-25.0,-25.0,-24.0,-16.0,15.0,0.8377817513,0.6604157923
s286,1.1437360271,-0.57352625,0.8354300489,1.05,-492.5652173913,-0.2333333333,562.0,-1075.347826087,-0.2333333333,422.0,3.6276618565,-0.5854590429000001,1.255320113,0.0,76.5,-0.0208333333,-32.5,-0.0277777778,-5.5,-9.0,-18.0,-15.0,11.0,6.0,20.0,23.0,60.0,2.3926115381,-0.38727438340000003,1.0207871175,0.5,-0.33333333330000003,7.625,0.1958333333,2.0,-0.00016666670000000001,-3.4583333333,6.5,0.0557356608,2.0,-0.0119276808,-4.3732335827,-13.0,17.0,-0.0796617916,-0.7616849482,7.0,5.4,0.1759807066,-0.8500248918000001,0.9765289629,0.0078431373,-65.0,-0.011356957400000001,-0.0092837209,0.5,15.0,15.0,7.0,20.0,26.0,32.0,31.0,30.0,31.0,23.0,6.0,16.0,12.0,20.0,26.0,-0.4166666667,406.0,-0.3846153846,68.0,2.3092074089,-0.7032349363,1.6185941565,0.5921288014,22.2222222222,-0.0,-14.8148148148,5.0,3.75,36.0,22.0,27.0,26.0,32.0,50.0,0.9428571429,38.0,131.0,1.0,4.0,-18.0,22.0,0.5485244751,0.6000000000000001,2.1,0.0016216418000000001,0.5,0.7000000000000001,0.0,,0.3888888889,-0.0063068791,0.6296296296,2.0,2.6046926457,-0.6301382845,1.3423877736,-0.25591397850000003,-81.0,0.037254902,24.0,-0.2931688805,-105.0,-0.0731707317,-20.5,5.0,,,,,,,47.0,0.75,0.5280898876,0.2857142857,0.380952381,-10.490220378,8.6810231996,0.5254265695,433.0,0.898989899,0.9696969697000001,3.0,1.5765391414,-0.7330305048,1.2988531585,0.058823529400000005,-169.5,0.6666666667000001,0.4166666667,0.5833333333,1.0,143.0,0.0,0.1,0.6000000000000001,0.7000000000000001,0.0415772222,2.4279468834,-0.4833187601,1.3089470169,-0.0008163265,-18.0,5.4,4.3,2.3205590129,-0.6126670772,1.3796608102,-437.5,2.3988426027,-0.4250267742,1.6370026168,-357.3333333333,-287.0,-70.3333333333,206.0847222222,3.2182268616,-0.5945321999000001,1.1963568037,-0.0416666667,-109.0,7.0,6.5,6.5,2.0,5.5,1.1208409098,-0.4437983509,0.9087548216,-5.0,24.0,-11.0,4.75,1.7000000000000002,4.6666666667,2.0,3.6,1348.0,4.0,2.0,3675.0,54.0,-0.2228915669,0.07101103560000001,-11.0,-17.0,-18.0,-17.0,30.0,0.8529540905,0.35773059020000003
s290,1.6886471892000001,-0.3300954958,0.804267163,1.3,-1523.3846153846,-0.5666666667,753.0,-506.5294117647,-0.4333333333,337.0,3.0086125341,-0.41887710780000004,1.0273979844,-0.0285714286,5.0,0.002901354,-9.0,0.030303030300000002,62.0,-10.0,-17.0,-28.0,10.0,9.0,17.0,18.0,42.0,3.0480030685,-0.3302281579,1.1047547376,0.1666666667,-0.6666666667000001,11.4166666667,0.15,1.0,-0.005,-2.6666666667000003,7.9166666667,0.2478088481,2.0,-0.010625208700000001,-1.4307178631,-14.0,20.0,0.1554421578,-0.35072618180000004,6.4,4.9,,,,,,-0.0713758088,-0.0,0.0555555556,15.0,23.0,12.0,15.0,21.0,23.0,33.0,31.0,27.0,19.0,20.0,10.0,15.0,10.0,24.0,-0.0892857143,315.5,0.16071428570000001,-3.5,2.2422311243,-0.3470732838,1.3304397834000001,0.8268072289,16.6666666667,-22.2222222222,-37.037037037,4.8333333333,4.25,30.0,23.0,23.0,20.0,28.0,48.0,0.3650793651,26.0,96.0,0.0,10.0,-17.0,22.0,0.6764450073,0.7000000000000001,8.8,0.0017479510000000002,0.8079563141,0.8,13.5,0.0022566206,0.5277777778,-0.0063068791,0.2222222222,2.0,2.1959523764,-0.4406075485,1.5174302257,-0.1111111111,-312.5,-0.0344827586,-40.5,-0.0766283525,-272.0,0.1111111111,-147.0,5.4,,,,,,,47.0,0.25,0.4157303371,0.4571428571,1.8285714286,9.3983928139,-6.4979180557,0.3434520414,313.5,0.9494949495,0.9292929293000001,1.0,0.160127965,0.2454595692,2.3699147218,0.0347222222,17.0,0.4545454545,0.8333333333,0.5,0.75,102.0,0.30000000000000004,0.5,0.8,0.4,0.0136892151,0.9817967692,-0.37597926800000003,1.4935240315,0.0675,-42.0,6.7,5.2,,,,,2.1443392811,-0.2919606021,1.0232602068,-296.0833333333,-187.3333333333,-108.75,48.0638888889,3.3307643334,-0.3365143183,1.3672167814,-0.1489361702,-160.0,5.0,5.5,6.0,3.0,4.0,0.8626284375000001,-0.3890412066,1.1935839029,-13.5,-9.1666666667,88.5,3.5833333333,3.4,3.0,2.8888888889,2.1333333333,439.0,12.0,7.0,2053.0,69.0,,,-24.0,-23.0,-24.0,-28.0,29.0,0.6833190498,0.5656568138
s291,0.8300745359,-0.4694375331,1.379553588,1.55,-548.0714285714,-0.0666666667,478.0,-165.1923076923,-0.1333333333,245.0,3.4290407485,-0.4990977306,1.3280323057,0.0,22.0,-0.0416666667,-113.5,0.0,59.0,-11.0,-15.0,-18.0,10.0,9.0,15.0,16.0,60.0,1.8989093642000001,-0.3942224521,1.4452600514,1.0,-0.0,6.2083333333,0.12916666670000002,3.0,-0.007500000000000001,-1.4583333333000001,8.5416666667,0.1831648129,3.0,-0.010051365000000001,-2.5202224469,-15.0,22.0,0.0751174973,-0.8132746183,5.4,7.3,0.8033395884000001,-0.7841264884,1.4671939655,-0.0196078431,-83.0,-0.0309283781,0.0164958612,0.1944444444,9.0,21.0,9.0,18.0,22.0,27.0,29.0,28.0,26.0,18.0,10.0,21.0,14.0,17.0,26.0,-0.25,183.5,-0.3846153846,-132.0,2.2140078044,-0.7870099354000001,1.9500780914,0.6022267206,22.2222222222,-44.4444444444,-62.962962963,4.0,2.75,36.0,33.0,28.0,23.0,34.0,49.0,0.9142857143,32.0,140.0,1.0,6.0,-19.0,23.0,0.8475082398,0.9,18.4,0.0016766198000000001,0.9964843750000001,1.0,21.0,0.0015841920000000001,0.75,-0.0063068791,0.2962962963,5.0,2.4575977209,-0.6462430854,1.7108953933,-0.0822510823,-241.5,0.060606060600000004,18.5,-0.1428571429,-260.0,-0.0454545455,-15.0,5.4,2.9855083168,-0.4274761594,0.9150882035000001,-377.3333333333,-74.5,90.0,44.0,,,,,,,0.6779185027,508.0,0.9512195122,0.9268292683,6.0,0.6898752092,-0.7798346819,2.0686587031,-0.1529411765,174.5,0.5,0.6666666667000001,0.75,0.75,102.0,0.30000000000000004,0.1,0.6000000000000001,0.7000000000000001,0.0366930559,2.0942805036,-0.48628801600000005,1.3138332274,-0.1,-12.5,5.9,4.8,,,,,2.2771391591,-0.4491052143,0.8708780159,-298.3333333333,-288.0,-10.3333333333,15.9236111111,2.5006447855,-0.45671966020000004,1.531061676,0.0212765957,-14.5,6.5,2.5,3.5,4.5,3.0,1.5714584789,-0.5624201861,1.4098837136,-64.5,63.5,75.5,3.6666666667000003,3.2,3.2222222222,2.6666666667000003,3.1333333333,961.0,10.0,8.0,4193.0,47.0,,,-12.0,-22.0,-13.0,-22.0,38.0,0.2150601038,0.1886160737
s293,1.2419915720999999,-0.4066695798,1.3540821144000001,2.65,-815.8,-0.33333333330000003,560.0,-1417.4210526316,-0.36666666670000003,390.0,4.2338986753,-0.41975174800000004,1.0755753127,-0.0277777778,49.0,0.0208333333,-46.5,0.0,88.5,-22.0,-22.0,-23.0,8.0,10.0,17.0,28.0,39.0,,,,0.8333333333,-0.1666666667,10.125,-0.1375,2.0,-0.0105,-5.2083333333,15.8333333333,0.06951896390000001,2.0,-0.0061017576,-1.6341350601,-12.0,12.0,0.1041282565,-0.8346826987,7.4,6.5,2.815839817,-0.47319810630000003,1.2626244007,0.0,-116.5,-0.0017552613,-0.0012203614,0.8611111111,13.0,17.0,6.0,12.0,26.0,29.0,33.0,39.0,33.0,25.0,16.0,9.0,17.0,7.0,27.0,0.0,163.0,0.0,20.0,3.8990141701,-0.5159767929,0.9646541283000001,0.9772727273,38.8888888889,-0.0,-11.1111111111,4.1666666667,3.25,21.0,19.0,18.0,13.0,27.0,47.0,0.7714285714,19.0,219.0,1.0,7.0,-18.0,17.0,0.7524780273,0.6000000000000001,9.1,0.0010347609000000001,0.9091598511000001,0.9,16.5,0.0011956102,0.6388888889000001,-0.0063068791,0.7777777778,2.0,3.4504488769,-0.5257919564,1.2512830265,-0.08,-202.0,0.0,20.0,-0.08,-222.0,0.0,7.5,3.3333333333,3.2076771205,-0.39787888650000003,0.8227316,-356.3333333333,-36.0,41.0,40.0,0.6666666667000001,0.8089887640000001,0.8857142857,1.3285714286,8.711265656,-0.955245946,0.39146150820000003,325.0,1.0,0.97,15.0,2.2282313481,-0.4701346011,1.2581101075,0.0,-131.5,0.75,0.4166666667,1.0,0.5833333333,112.5,0.1,0.2,0.6000000000000001,0.1,0.1183174285,3.3186043141,-0.275392419,1.3846543351,0.0,-40.5,5.9,7.1,4.4627622632,-0.3995436221,0.8479478428,-279.6666666667,2.5723566608,-0.30070317760000004,0.9321783831,-236.0,-252.3333333333,16.3333333333,32.6222222222,3.80493129,-0.4231689529,1.1968355128,0.0,-115.0,6.0,4.0,1.5,2.0,5.5,2.9516908355,-0.41163264580000003,1.6717448433,-7.0,-23.6666666667,-19.5,3.8333333333,3.9,2.5555555556,2.6666666667000003,2.2,786.5,9.0,9.0,5993.0,40.0,-1.0623593037,2.7540353143000003,-26.0,-19.0,-23.0,-22.0,18.0,0.920356291,0.4124631911
s294,1.4893893297,-0.3397584422,0.7789569581,1.8,-474.6086956522,-0.2333333333,594.0,-1138.7647058824,-0.4333333333,480.0,2.9141364657,-0.31236027110000003,1.5626848451000002,-0.0277777778,45.0,-0.0208333333,-75.0,0.0,147.5,-18.0,-16.0,-24.0,10.0,11.0,18.0,28.0,32.0,4.5619097041,-0.30769383370000003,0.9434788,0.33333333330000003,-0.33333333330000003,10.5833333333,0.0416666667,2.0,-0.0033333333,-2.25,13.875,0.023940149600000002,1.0,-0.0039975062000000006,-5.6450540316,-12.0,11.0,-0.1705116855,-0.6577499262000001,8.3,6.9,2.793422314,-0.4017002082,1.2727570921,0.0555555556,-41.5,-0.039720777900000004,0.0157933229,0.1388888889,7.0,15.0,6.0,15.0,13.0,27.0,28.0,36.0,21.0,21.0,14.0,6.0,8.0,9.0,20.0,-0.0625,181.0,0.0,5.5,5.4762609183,-0.4886017675,0.9431226983000001,1.0,11.1111111111,-77.7777777778,-62.962962963,5.0,1.75,18.0,11.0,20.0,22.0,26.0,47.0,0.8285714286,21.0,223.0,1.0,8.0,-17.0,15.0,0.7423341751,0.6000000000000001,5.4,0.0010935314,0.6980741501000001,0.9,6.1,0.0010783608,0.6388888889000001,-0.0063068791,0.2962962963,2.0,3.5162431561,-0.4859332731,0.9856360180000001,-0.2177419355,-280.5,0.0019550342,-2.0,-0.2196969697,-278.5,-0.07967479670000001,-35.0,3.0,3.3542717926,-0.3946881653,0.9146703442,-327.1666666667,-28.5,13.0,47.0,0.7222222222,0.6222222222,0.5555555556,0.7692307692,-9.2028840642,11.6321985705,0.40872499240000004,291.0,0.8894472362,0.8542713568,12.0,,,,-0.0555555556,-29.0,0.6666666667000001,0.6666666667000001,1.0,0.33333333330000003,102.0,0.2,0.30000000000000004,0.4,0.0,0.0633472348,3.9049147677000002,-0.3526880047,0.7046338977000001,-0.02,-34.0,5.8,6.7,3.178161213,-0.4688418,0.9653547223000001,-273.6666666667,3.3294927348,-0.39743927370000004,1.0106133293,-212.1666666667,-212.8333333333,0.6666666667000001,-1.0111111111,3.6446940048,-0.4298095839,1.2494538322,-0.042553191500000004,-107.0,5.0,5.0,1.5,1.5,4.0,2.3099812615,-0.3982732015,1.4020366772,-2.0,-27.8333333333,-53.5,4.0833333333,4.2,3.0,2.6666666667000003,2.7333333333,567.0,11.0,10.0,1962.0,58.0,0.7631776677000001,0.0389597966,-22.0,-17.0,-37.0,-30.0,17.0,0.8415547079,0.3477816307
s295,1.4384308624,-0.30189953810000003,0.9841432169000001,1.7000000000000002,-392.3157894737,-0.36666666670000003,670.0,-1482.0555555556,-0.4,600.0,2.4176118608,-0.4443091676,0.9918446016,-0.0277777778,0.0,0.0208333333,-14.5,-0.1111111111,13.0,-9.0,-15.0,-16.0,16.0,12.0,19.0,19.0,47.0,1.6462066035,-0.1492323146,1.8043995566,0.5,-0.1666666667,16.375,0.12916666670000002,0.0,-0.0031666667,-1.7916666667,15.3333333333,0.2767605634,1.0,0.0007042254,-4.338028169,-12.0,13.0,-0.1735355528,-0.6769979521,6.9,5.2,0.923956273,-0.5848422031,0.9917035672000001,-0.0666666667,38.5,-0.2091274263,0.014573496000000002,0.2222222222,10.0,20.0,9.0,22.0,29.0,25.0,33.0,23.0,22.0,15.0,16.0,19.0,20.0,20.0,38.0,-0.375,520.0,0.05,-1.0,1.6901125233,-0.6239482125,1.1116247116,0.6674698795,66.6666666667,-11.1111111111,-29.6296296296,3.8333333333,4.0,31.0,31.0,25.0,18.0,21.0,54.0,0.6317460317,37.0,148.0,1.0,7.0,-18.0,19.0,0.7039533615,0.5,8.3,0.0010890973000000001,0.7589918137,0.8,9.4,0.001165779,0.5277777778,-0.0063068791,0.33333333330000003,3.0,1.6033310622,-0.4950803413,1.5753007622,-0.3939393939,-57.5,-0.0740740741,-195.5,-0.3198653199,138.0,-0.0453216374,-4.0,4.6,2.277199009,-0.43468933270000004,0.8834200962000001,-300.6666666667,14.0,50.0,45.0,0.625,0.5,0.4,0.64,1.4019514487,-1.3612280637,0.44837772800000003,329.0,0.9543147208,0.9137055838,6.0,0.9454017806,-0.6530809881,1.2866437839,-0.049019607800000004,-185.0,0.5,0.9166666667000001,0.5833333333,0.75,140.0,0.6000000000000001,0.2,0.9,0.2,0.0095626474,2.508200151,-0.31152867840000004,1.2586716494,-0.0191836735,-73.0,5.6,3.9,2.4608026805,-0.3506777985,1.3541128415,-261.6666666667,2.0674160494,-0.42688934770000003,1.1327211119,-256.5,-246.1666666667,-10.3333333333,-10.6222222222,1.9462121902,-0.45735524110000003,1.3179186578,-0.125,-229.0,3.5,4.5,4.0,2.5,6.5,1.5344052339,-0.3494582455,1.5135426215,55.0,43.3333333333,-111.0,4.1666666667,3.7,3.4444444444,2.0,2.7333333333,979.0,7.0,7.0,3064.0,37.0,,,-11.0,-18.0,-30.0,-20.0,26.0,0.5966857211000001,0.17864339840000001
s297,1.2092183254,-0.40416707030000004,1.3142665569,2.25,-174.25,-0.0666666667,236.0,-411.5333333333,-0.0,200.0,3.5628415602,-0.46907178590000004,1.2781586873,-0.0277777778,8.5,-0.0212765957,-18.5,0.0,152.5,-20.0,-25.0,-16.0,14.0,13.0,19.0,26.0,38.0,4.1626619654,-0.3794163068,0.9349354645,0.6666666667000001,-0.1666666667,12.8333333333,0.033333333300000004,0.0,-0.0006666667,-0.75,5.0416666667,-0.0031802479,0.0,0.0001564723,0.0396260923,-16.0,20.0,0.1873569638,-1.0306676384,8.5,8.0,2.3608736,-0.7236531747,1.0156813447,-0.11764705880000001,-150.5,-0.0014234554,-0.0017127121000000002,0.8888888889000001,7.0,14.0,12.0,12.0,27.0,37.0,33.0,33.0,31.0,14.0,6.0,12.0,22.0,12.0,36.0,-0.125,391.0,0.0,19.0,2.6210874715,-0.5768871525,1.2713061073,0.9655172414000001,38.8888888889,-88.8888888889,-59.2592592593,6.0,3.0,24.0,32.0,23.0,18.0,34.0,61.0,0.9428571429,25.0,229.0,1.0,7.0,-26.0,18.0,0.7702789307,0.9,11.9,0.0015742123,0.8066543579000001,0.7000000000000001,11.0,0.0019333463000000002,0.5277777778,-0.0063068791,0.8518518519,2.0,2.4130690418,-0.5708714039,1.754656179,-0.0714285714,-140.5,0.0,18.0,-0.0714285714,-158.5,-0.0434782609,31.0,4.1333333333,3.1241417668,-0.4065848311,1.0229220202,-247.6666666667,1.0,120.0,42.0,0.5555555556,0.6000000000000001,0.6388888889000001,1.15,3.1400895133,-1.9976268303,0.5655629598,432.0,0.975,0.965,7.0,1.6532022337,-0.5858113724,1.4318415291,0.0555555556,-78.0,0.9166666667000001,0.5833333333,0.9166666667000001,0.9166666667000001,133.5,0.4,0.30000000000000004,0.7000000000000001,0.2,0.010323096300000001,3.8101749116,-0.3677710128,1.0214282516,-0.12,-47.0,6.0,5.6,4.4488572055,-0.3550531659,1.1660041144,-309.6666666667,2.5604478513,-0.36261000120000003,1.1900361753,-240.1666666667,-338.0,97.8333333333,90.0180555556,3.6252519332,-0.4793065547,1.062035873,0.0,-172.0,5.5,5.5,3.5,2.5,5.5,2.9055993253,-0.4385498574,1.1300299795,7.5,-19.1666666667,10.5,4.3333333333,4.0,3.1111111111,2.1111111111,3.2666666667,638.0,11.0,11.0,3145.0,42.0,-0.5408685385,-0.5230581922,-18.0,-14.0,-32.0,-25.0,22.0,0.3817240736,0.2038620603
