,NBAC,NBAVRT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTAC,ANTALTAC,ANTALTRT,ANTAVRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTAC,CRTAVRT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFAC,DRFAVRT,DRFPINAC,DRFPINRT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAC,DPEAVRT,DPBIAS,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGAC,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRAC,HIRAVRT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGAC,LOGAVRT,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSOVTAC,PRSPLB,PRSRVS,PRPSLOPE,PRPTAOAC,PRPTATAC,RPMSCOR,REPAC,REPAVRT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMAC,SMAVRT,SHFTAC,SHFTAVRT,SHFTLR,SIMAC,SIMAVRT,SIMSIMAC,SIMSIMRT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRAC,STRAVRT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32AC,32AVRT,32CSCRT1,32CSCRT9,32TSCRT1,32TSCRT9,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTAVRT,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s425,0.8318777293,717.0,2.9,23.304347826100003,0.23333333329999997,513,16.5833333333,0.2,380,0.9861111111,0.027777777799999997,25.0,617.5,0.0,26.0,-0.027777777799999997,-18.0,1.53184e-05,1.38431e-05,3.3386199999999996e-05,5.3333333333,2.9285714286,4.2333333333,2.5,3.5,3.4,3.7142857143,34,0.9933333333,494.0,0.5,0.33333333330000003,9.25,0.2,3,-0.014666666699999999,-3.1666666667000003,8.0,0.2260395365,3,-0.0117396046,-1.3203817314,1.0,1.0,0.0328147788,0.9367403986,8.8,5.8,1.0,776.0,0.0,90.0,0.7777777778,3.0,3.3333333332999997,1.8333333333,2.5,3.6666666667,4.1666666667,3.8333333332999997,5.833333333300001,5.5,3.6666666667,2.6666666667000003,2.1666666667,2.6666666667000003,1.6666666666999999,4.6666666667,0.0,117.0,0.0,-126.0,1.0,486.0,0.0,5.320134937200001,61.111111111099994,55.5555555556,25.925925925900003,4.3333333333,2.0,3.125,4.25,3.75,2.7142857143,4.375,43,0.9742857143000001,-1.1652624446,3.6348828618,19,0.3194444444,876.0,115.0,4,1.125,1.2,0.7898870468000001,0.8,0.0011568534,0.9989257812,1.0,0.0012355188,0.6388888889000001,0.0015811388,0.0015811388,0.0015811388,1,0.96875,1160.0,-0.0303030303,25.0,-0.0606060606,93.5,0.0303030303,-68.5,-0.0236111111,100.0,3.6,240.0,18.5,252.0,42,,,,0.6205315846,1.0,0.995,12,0.9718309859,824.0,0.0,55.5,0.25,0.0833333333,0.0833333333,0.5,113.0,0.2,0.9,0.7000000000000001,0.0,0.9964285714,672.0,0.4702970297,501.0,0.08403533369999999,1.0,525.5,0.0,8.0,322.0,7.0,5.9,251.5,230.3333333333,220.6666666667,-9.6666666667,89.3690922377,1.0,641.5,0.0,65.0,6.0,4.5,2.0,5.5,6.5,53,0.8772727273,689.0,-4.0,22.0,34.5,-19.5,3.8461538462,4.3,4.3333333333,2.8888888889,3.2,2538.7121212121,1,10,4452.25,557.7675,-0.4845944854,-0.3301407769,-0.7560630714000001,2.1,1.1818181818,2.75,2.1428571429,1.8333333333,0.8712921404999999,0.4169467646
s427,0.8044444444000001,655.5,2.6,52.3125,0.4666666667,789,27.8421052632,0.3666666667,500,0.9652777778,-0.027777777799999997,67.5,610.0,-0.0833333333,86.5,0.0,-4.0,0.00018094830000000002,0.0002648382,0.0005079346,4.0,3.2142857143,4.0,3.0,2.0,3.6,2.4285714286,47,0.98,414.0,1.0,0.0,18.5416666667,0.054166666700000005,2,-0.0045000000000000005,-2.0416666667,15.833333333299999,0.0434143353,0,-0.0035662651,-0.2646518276,1.0833333333,1.8181818182,0.16791784280000002,0.6798390487,8.4,7.6,0.9722222222,767.5,0.0,106.5,0.8888888889000001,3.0,3.5,2.3333333333,3.5,3.6666666667,5.0,3.6666666667,3.8333333332999997,3.0,2.6666666667000003,1.8333333333,4.0,2.5,3.3333333332999997,3.6666666667,-0.0625,174.5,-0.25,-47.5,0.9609375,461.0,-0.9927888592,3.3345572188,66.6666666667,33.3333333333,62.962962963,5.666666666699999,5.25,3.5,3.0,3.0,3.5714285714000003,2.125,42,0.9657142857,-1.2890129855,3.38738178,30,0.49444444439999996,1024.5,178.0,6,1.0,1.2666666667,0.7865528106999999,1.0,0.0007102496,0.9581481934,1.0,0.0014388031,0.5,0.0006324555,0.0015811388,0.0015811388,5,0.9368421053,733.0,-0.09502262439999999,324.0,0.05882352940000001,6.5,-0.1538461538,317.5,-0.0517598344,-38.0,3.9333333333,341.6666666667,23.0,24.5,46,0.7865168539,19.0665720009,-9.954389795800001,0.44064295700000006,0.975,0.97,14,0.9859154929999999,1025.0,0.0,134.5,1.0,0.33333333330000003,0.9166666667,0.8333333333,125.0,0.1,0.7000000000000001,0.4,0.4,0.9892857143000001,886.0,0.5660847880000001,551.0,0.1020058615,0.96,452.5,-0.08,71.5,283.0,5.9,5.8,352.5,218.8333333333,286.3333333333,67.5,101.9436129481,0.9479166667,621.0,-0.0625,126.0,5.5,6.0,6.0,5.0,3.5,36,0.9589041095999999,712.0,-11.5,79.5,56.5,-58.0,4.0769230769,2.3,3.7777777778,2.1111111111,2.6,2188.395,0,8,4235.1818181818,703.165,-0.4414088853,0.2802925927,-0.43547099079999996,1.7000000000000002,1.9090909091,2.0833333333,1.9285714286,2.25,0.8524613581,0.6024930231
s429,0.820754717,452.5,1.6,16.888888888900002,0.1,406,27.681818181799997,0.2666666667,578,0.9444444444,0.027777777799999997,22.5,573.5,-0.125,65.0,0.027777777799999997,58.0,0.0014353030000000002,0.0324077148,0.09387402339999999,3.5333333333,2.5714285714000003,2.4,3.5,3.0,4.0,3.1428571429,55,0.92,362.0,0.0,0.8333333333,19.375,0.0208333333,0,-0.0008333333,-0.625,18.5416666667,-0.13529411759999999,1,-0.0025980392,-0.48284313729999995,1.0,1.5454545455000002,-0.0018621123999999999,0.6877310525,6.5,6.9,0.9577464789,942.0,0.0,-2.5,0.027777777799999997,2.3333333333,5.0,1.6666666666999999,4.6666666667,3.5,4.8333333333,6.166666666699999,5.3333333333,4.6666666667,5.0,3.0,5.0,5.1666666667,5.1666666667,5.5,-0.0666666667,193.5,0.0,-7.0,0.9365079365,448.5,0.6290409232999999,4.0620530907,5.5555555556,88.8888888889,55.5555555556,5.833333333300001,5.0,4.875,3.625,2.125,4.4285714286,5.0,60,0.74,-0.30240432,0.8200774248,31,0.5277777778,923.0,190.0,1,1.0,1.8666666666999998,,,,,,,,0.0256124969,0.06403124240000001,0.06403124240000001,1,0.9166666667,576.0,-0.1333333333,136.0,0.0,12.0,-0.1333333333,124.0,-0.0041343669,55.0,5.9333333333,260.5,47.0,48.5,45,0.5,4.2009831025999995,-4.2406786248,0.3756484354,0.9797979798,0.9696969697,12,0.8857142856999999,1236.0,0.0620915033,142.0,0.9166666667,1.0,0.9166666667,0.8333333333,137.0,0.30000000000000004,0.9,0.7000000000000001,1.0,0.9714285714,623.0,0.47236180899999997,543.5,0.0087239291,0.94,417.5,-0.12,82.0,274.5,5.5,4.0,205.5,218.3333333333,181.0,-37.3333333333,142.5431080504,0.9583333333,512.5,0.0416666667,50.0,4.5,6.5,6.5,4.0,5.0,32,0.8637681159,884.0,214.0,-143.0,-85.0,40.0,4.3076923077,4.1,4.3333333333,2.7777777778,3.4,2710.2981481481,1,5,6409.458333333299,661.6959798995,-0.1593443641,-0.5673916996,-0.6102507321,1.0,1.0,1.4166666666999999,1.5,3.8333333332999997,0.6865096276,0.3257203909
s430,0.8112359551,632.0,2.3,29.090909090900002,0.2666666667,610,19.347826087,0.23333333329999997,430,0.9663865545999999,-0.0022246941,113.0,663.0,-0.045392953900000005,170.0,-0.0011494253,110.5,0.0013225796,1.0375527344,0.1290253906,3.6,3.3214285714000003,4.2666666667,3.0,2.25,3.4,3.4285714286,48,0.9798657718000001,471.5,0.1666666667,0.6666666667000001,8.0,0.0666666667,1,-0.002,-2.75,16.1666666667,0.09080049009999999,1,-0.0021686747,-4.6101694915,1.0,1.0,0.3154680378,0.505265285,7.9,6.3,0.8169014084999999,1305.5,-0.055555555599999994,12.0,0.19444444440000003,1.0,2.3333333333,1.1666666667,1.6666666666999999,3.5,5.833333333300001,5.833333333300001,5.666666666699999,4.5,3.3333333332999997,1.3333333333,1.6666666666999999,1.8333333333,2.8333333332999997,3.8333333332999997,0.125,38.0,-0.75,,0.8174603175,608.0,,,33.3333333333,0.0,29.6296296296,5.0,4.75,4.125,3.625,4.125,3.2857142857,2.5,50,0.9714285714,-1.2083775268,3.5486526974,30,0.3295774648,529.0,117.0,5,1.125,1.0666666667,0.7857666016,0.8,0.0016728677,0.999609375,1.0,0.0018542194,0.6666666667000001,0.1265219767,0.0256124969,0.06403124240000001,2,0.9270833333,1012.0,-0.18421052629999998,31.0,0.0,26.0,-0.18421052629999998,5.0,0.0015151515,216.5,6.0,491.6666666667,-21.0,-22.5,45,,,,0.6430235714,0.9226804124,0.8505154639,5,0.9142857143,1410.5,0.05882352940000001,-82.5,0.33333333330000003,0.9166666667,0.5833333333,0.8333333333,123.0,0.2,0.1,0.4,0.1,0.9642857143000001,788.0,0.4296875,593.0,0.036936743,0.8181818181999999,631.0,-0.1983673469,95.5,364.5,4.7,4.2,259.6666666667,347.6666666667,323.1666666667,-24.5,-16.0906084656,0.9784946237,762.0,0.0004625347,87.0,6.0,6.0,6.0,2.5,3.5,43,0.8675799087,788.0,12.5,5.0,59.5,14.0,3.6153846154,2.5,4.5555555556,2.2222222222,3.0,2155.2894179894,14,2,3330.5833333333003,648.7373737373999,0.5666101991,-0.2682201684,0.7468515141000001,1.3,1.4545454544999998,1.8333333333,1.2142857143,1.6666666666999999,0.8174712713000001,0.3280157393
s434,0.7586206897000001,864.5,1.8,37.0,0.33333333330000003,695,24.1666666667,0.4,410,0.9930555556,-0.027777777799999997,58.5,635.0,-0.0208333333,88.0,0.0,97.5,0.0001166017,0.000978241,0.028264648399999998,2.8666666667,3.75,3.8,2.0,2.5,3.2,3.2857142857,52,1.0,443.0,0.8333333333,0.1666666667,13.958333333299999,-0.0208333333,2,-0.005833333299999999,-3.125,29.869565217399998,2.9143354399999997e-16,2,-1.110223025e-16,-1.0,1.0833333333,1.0909090909,0.1273562125,0.3435296565,7.3,6.2,0.9718309859,824.0,0.0,33.5,0.1666666667,3.3333333332999997,3.0,2.3333333333,3.1666666667000003,4.5,5.1666666667,5.666666666699999,4.8333333333,4.8333333333,2.5,2.0,2.0,3.0,2.0,5.666666666699999,-0.0666666667,215.5,0.0,10.5,0.9921259843000001,481.5,0.0,5.320134937200001,50.0,55.5555555556,33.3333333333,5.1666666667,3.0,4.0,4.0,3.5,3.5714285714000003,3.375,49,0.9971428571,-0.5402436899,4.8849203713,33,0.4804469274,880.5,172.0,8,1.0,1.2666666667,0.8313476562000001,0.9,0.0016363106,1.0,1.0,0.0015258532,0.6388888889000001,0.009797959,0.009797959,0.0256124969,2,0.9157894737,1046.0,-0.1438172043,263.0,0.039516129,-105.0,-0.18333333329999998,368.0,-0.101897019,97.0,4.2666666667,316.5,-14.0,70.5,48,0.7555555556,6.8145159266999995,-1.801373757,0.4189574061,0.9949748744,0.9949748744,10,0.9718309859,967.0,0.0,-41.0,,1.0,0.5833333333,0.9166666667,130.0,0.0,0.2,0.4,0.4,0.9892857143000001,663.0,0.5085995086,535.0,0.0791837974,0.98,526.5,0.0,53.0,326.0,5.3,4.9,280.5,245.1666666667,286.3333333333,41.1666666667,48.106508875699994,0.9578947368,667.0,-0.0833333333,96.0,6.0,6.0,5.0,3.5,5.5,36,0.9772727273,764.5,69.5,24.0,-2.0,21.5,4.0,3.1,3.2222222222,2.3333333333,2.5333333333000003,2194.5583333332997,1,7,4624.6666666667,742.1608040200999,0.1207095159,-0.4814105196,-0.24577180469999999,1.1,1.3636363636000002,1.4166666666999999,1.0714285714,2.0833333333,0.6682028853,0.42209625869999995
s441,0.8062200957000001,680.0,1.55,29.35,0.33333333330000003,560,24.705882352899998,0.43333333329999996,391,0.9791666667,0.027777777799999997,16.5,651.0,-0.0416666667,69.5,-0.055555555599999994,78.5,0.000299325,0.0006684933,0.0039775391,5.9333333333,5.3571428570999995,5.1,3.75,4.0,4.0,3.0,24,0.9931034483,563.0,0.1666666667,0.6666666667000001,10.0,2.0816681709999999e-16,0,2.6020852140000003e-18,-1.110223025e-16,13.166666666700001,-0.0170212766,1,0.00017021280000000002,-4.4964539007,1.0833333333,2.0,-0.1576093857,0.7442672490000001,6.7,5.5,0.9718309859,898.0,-0.0032679739000000003,-132.0,0.22222222219999999,2.1666666667,1.6666666666999999,1.6666666666999999,3.1666666667000003,3.8333333332999997,4.1666666667,4.6666666667,3.0,3.1666666667000003,1.5,1.5,2.0,3.6666666667,3.0,6.666666666699999,0.0178571429,2.0,0.14285714289999998,46.0,0.9677419355,642.5,0.1954308362,4.9292732649,38.8888888889,11.1111111111,33.3333333333,5.0,4.75,2.875,4.625,3.375,3.4285714286,4.0,50,0.9771428570999999,-0.9437793146,3.5708010963,16,0.5056497175,831.0,179.0,5,1.6875,1.7333333333,0.7985671997,0.8,0.0017424482999999998,0.988671875,1.0,0.0016435172,0.44444444439999997,0.0038729833,0.009797959,0.0256124969,1,0.8111111111,919.0,-0.4903474903,-32.5,0.0185810811,-19.0,-0.5089285714,-13.5,-0.1915535445,99.0,3.8,372.3333333333,43.0,60.5,42,,,,0.7661515078000001,0.9790575915999999,0.9685863873999999,11,0.9859154929999999,1070.0,-0.055555555599999994,223.5,0.6666666667000001,0.1666666667,1.0,0.5833333333,113.5,0.1,0.6000000000000001,0.7000000000000001,0.7000000000000001,0.9819494584999999,760.5,0.33333333330000003,445.0,0.0166330672,0.98,464.5,0.0,52.0,325.0,5.1,5.5,330.3333333333,269.8333333333,367.8333333333,98.0,51.7946169772,1.0,810.0,0.0,121.0,4.0,3.5,6.0,1.5,7.0,55,0.9137529137999999,781.0,-19.0,-12.5,40.0,66.5,3.2307692308,4.8,2.7777777778,3.2222222222,3.3333333332999997,2517.875,-5,8,5299.0,510.538071066,0.257290984,0.0337998975,0.2316210379,2.4,2.0,3.4166666667000003,3.1428571429,2.5833333333,0.2099747325,0.1588319678
s446,0.8266666667,571.0,2.85,28.25,0.6000000000000001,309,35.2380952381,0.30000000000000004,680,0.9930555556,-0.027777777799999997,21.0,631.0,0.0,-8.5,0.0,57.0,0.000220344,0.009334137,0.0175771484,2.7333333332999996,3.1785714286,3.2666666667000004,2.0,2.25,2.0,3.7142857143,49,0.9865771812,404.0,0.6666666667000001,0.1666666667,14.166666666700001,-0.0416666667,2,-0.006666666700000001,-3.3333333332999997,10.5833333333,0.0371428571,2,-0.007942857099999999,-2.7285714286,1.0,1.0909090909,-0.0515205725,0.9573345259,6.1,7.9,0.9142857143,1117.0,-0.05882352940000001,295.0,0.33333333330000003,3.8333333332999997,2.6666666667000003,2.8333333332999997,3.0,3.6666666667,3.6666666667,5.3333333333,4.3333333333,3.6666666667,3.6666666667,3.8333333332999997,2.0,3.6666666667,4.3333333333,4.5,0.0,247.0,0.0,21.5,1.0,437.0,0.0,5.320134937200001,16.6666666667,0.0,25.925925925900003,4.0,6.25,3.875,2.75,3.25,2.4285714286,3.125,48,0.9914285714,-0.5749801717,4.308399382,21,0.7520891365000001,982.0,270.0,8,1.0,1.3333333333,0.7371804237,0.8,0.0009380799,0.8735153198000001,1.0,0.0017186378,0.4722222222,0.009797959,0.0250474647,0.0256124969,4,0.9684210526,796.5,-0.12,173.5,0.0,-56.0,-0.12,229.5,0.06818181820000001,166.0,4.5333333333,269.0,9.0,68.0,45,0.5777777778000001,11.318298362,-10.129872649500001,0.32805540489999996,0.835,0.8250000000000001,18,0.9014084507,1412.5,0.0,-47.0,,0.5833333333,0.9166666667,0.6666666667000001,124.0,0.4,0.2,0.4,0.6000000000000001,0.9964285714,678.0,0.5285359801,495.0,0.0328482607,0.97,450.0,-0.02,28.0,319.5,7.3,6.0,292.5,255.0,291.1666666667,36.1666666667,-59.155857177799994,0.9895833333,597.0,-0.0208333333,80.0,2.0,6.0,4.0,1.0,4.0,59,0.9584295612,699.5,100.5,0.5,-79.0,33.5,3.7692307692,3.4,2.1111111111,1.3333333333,2.2,1646.6106060606,1,9,3307.8333333333003,,,,,2.2,1.0909090909,1.5833333333,1.0714285714,2.3333333333,0.3533319467,0.1831966041
s449,0.8273684211000001,481.0,3.8,53.35,0.33333333330000003,1016,21.4666666667,0.5,296,0.9642857143000001,-0.0261437908,4.0,582.0,-0.08510638300000001,92.5,-0.05882352940000001,27.0,0.0005557255,0.0002720833,0.0142128906,3.4,3.4285714286,4.0666666667,2.75,2.5,2.8,3.7142857143,37,0.9666666667,405.0,1.0,0.0,4.5,0.05833333330000001,2,-0.0053333333000000005,-1.5,6.5,0.05755943910000001,2,-0.0085376956,-1.3529770372,1.0,1.0,-0.059401939699999996,0.794921875,7.8,4.7,0.9142857143,813.0,-0.05882352940000001,20.0,0.5555555556,2.5,3.0,2.3333333333,3.1666666667000003,4.6666666667,3.8333333332999997,4.8333333333,4.5,4.1666666667,3.0,2.1666666667,2.6666666667000003,2.8333333332999997,2.6666666667000003,6.0,-0.1875,342.0,-0.0625,31.0,0.96875,439.0,-0.5629734621,4.194188013,50.0,100.0,44.4444444444,4.0,3.75,4.0,3.625,2.75,2.2857142857,3.375,34,0.98,-1.0705413209999999,3.8243251091,25,0.6852367688000001,858.0,246.0,6,1.0625,1.2666666667,0.7666687012000001,0.9,0.0017125010999999998,0.9,0.9,0.0021133988,0.6666666667000001,0.0015811388,0.009797959,0.009797959,4,0.9583333333,601.5,-0.1333333333,327.5,0.0,46.5,-0.1333333333,281.0,0.039772727300000005,65.0,3.4666666667,260.3333333333,11.0,237.0,45,,,,0.3918505786,0.9292929293,0.9696969697,15,0.9577464789,939.0,0.055555555599999994,53.5,0.8333333333,0.1666666667,0.8333333333,0.75,107.5,0.2,0.8,0.5,0.30000000000000004,0.9821428570999999,600.0,0.3449131514,411.0,0.07129320410000001,0.98,550.0,-0.04,80.5,321.0,5.8,5.0,240.5,234.5,234.6666666667,0.1666666667,65.8975402758,0.9895833333,729.0,-0.0208333333,131.5,4.0,6.0,2.5,2.5,5.5,55,0.8863636364,626.0,49.0,14.0,-7.5,7.0,4.3846153846,4.1,3.8888888889,3.0,2.2,1597.55,3,9,4259.9166666667,609.2461928934,-0.9435625967,0.3671312676,-0.6734286163000001,1.8,1.2727272726999999,2.25,1.4285714286000002,2.0,0.8238883472,0.5082991130000001
s450,0.8423326134,618.5,3.15,31.9583333333,0.2,742,25.9545454545,0.2666666667,541,1.0,0.0,19.5,611.0,0.0,36.5,0.0,-12.0,0.010512208899999998,2.3063798828,0.2560898438,3.8666666667,2.75,4.0,3.0,2.75,3.8,3.5714285714000003,46,0.98,394.0,0.8333333333,0.0,6.041666666699999,-0.0625,2,-0.0081666667,-2.7083333332999997,6.166666666699999,0.0079764903,2,-0.0080142737,-0.9363979848999999,1.0,1.4545454544999998,-0.1374406363,0.9550444665,7.2,6.8,0.9859154929999999,1014.0,0.0,217.0,0.0,1.5,3.0,1.1666666667,2.1666666667,4.0,5.1666666667,6.0,6.333333333300001,5.5,5.0,1.6666666666999999,2.5,1.5,3.0,4.8333333333,-0.1875,323.0,0.0,-14.0,0.968503937,356.0,0.1910395678,4.9380558016,27.7777777778,66.6666666667,40.740740740700005,5.0,2.25,4.25,3.625,3.25,2.7142857143,2.625,34,0.9914285714,-0.8075379761,4.3503317988,30,0.4157303371,958.0,148.0,8,1.0625,1.5333333333,0.888521862,0.9,0.0017309969,1.0,1.0,0.0018450159,0.7222222222,0.06403124240000001,0.06403124240000001,0.158113883,2,0.9583333333,850.0,-0.0314685315,148.0,0.0454545455,26.0,-0.0769230769,122.0,0.041607565,149.5,4.3333333333,357.0,70.0,115.0,46,0.8,-15.597905351700001,21.3971561364,0.4424708494,1.0,0.9849246231,16,0.9154929576999999,1029.0,0.05882352940000001,75.0,0.9166666667,0.4166666667,0.75,0.8333333333,119.0,0.4,0.2,0.7000000000000001,0.7000000000000001,0.9964285714,821.0,0.5481481481,516.0,0.054713459299999996,0.97,422.0,-0.02,32.0,310.0,7.3,7.2,291.0,284.8333333333,307.6666666667,22.8333333333,-28.5246717627,0.9895833333,714.0,-0.0208333333,92.0,4.0,6.0,3.5,2.0,5.5,50,0.9336384439,752.0,111.0,-10.0,-67.0,47.0,4.1538461538,4.4,4.0,1.8888888889,3.0,1531.8466666667002,9,8,3743.4166666666997,560.1934673367,1.1349925678,-0.8394703784,0.4766892512,1.7000000000000002,1.4545454544999998,2.4166666667,1.7857142857,2.9166666667000003,0.8126815854,0.3929136181
s451,0.8256880734,676.5,2.15,39.7368421053,0.3666666667,715,20.238095238099998,0.30000000000000004,400,0.9652777778,-0.055555555599999994,11.5,663.0,-0.0625,63.5,-0.027777777799999997,121.5,3.02162e-05,0.0017713318,0.0106191406,3.3333333332999997,2.7857142857,2.9,1.75,1.75,2.8,3.4285714286,53,1.0,472.0,0.8333333333,0.0,13.958333333299999,0.0625,1,-0.0028333333,-2.625,15.541666666700001,0.010476190500000001,1,-0.00015238100000000002,-3.9380952381,1.0,1.1818181818,-0.1580180448,0.7129976662999999,7.4,8.3,1.0,802.0,0.0,143.0,0.8055555556,2.0,2.3333333333,1.1666666667,1.0,5.5,3.5,3.3333333332999997,4.5,4.5,2.0,1.8333333333,1.6666666666999999,2.1666666667,1.0,6.0,0.0,15.0,0.0,-54.5,1.0,766.0,0.0,5.320134937200001,33.3333333333,11.1111111111,3.7037037037,5.1666666667,2.25,4.125,4.875,4.5,2.8571428571,4.0,40,0.9885714286,-0.8893284576999999,4.1867508355,35,0.6611111111,1532.5,238.0,8,1.0625,1.0666666667,0.7293655396000001,0.5,0.0010473463,1.0,1.0,0.0010621789,0.6388888889000001,0.0015811388,0.0015811388,0.009797959,3,0.9375,748.5,-0.068202765,118.5,-0.038095238100000005,-27.5,-0.0301075269,146.0,-0.0691699605,74.0,5.0,348.1666666667,6.5,99.0,46,0.7888888889,-4.1590127806,11.566940189,0.6377633009,0.995,1.0,15,0.9436619718000001,817.0,-0.055555555599999994,74.0,0.75,0.8333333333,1.0,0.9166666667,133.5,0.1,0.30000000000000004,0.7000000000000001,0.0,1.0,719.0,0.4362745098,501.0,0.08392892269999999,0.98,499.5,0.0,32.0,337.0,4.9,6.1,320.3333333333,302.1666666667,263.6666666667,-38.5,28.350775009499998,0.9583333333,643.0,-0.0416666667,52.0,6.0,6.0,6.5,2.5,6.0,27,0.9862385320999999,807.0,34.0,111.0,63.0,-142.0,4.6923076923,1.8,3.2222222222,1.0,2.0,2855.9555555556,2,6,4804.6363636364,714.61,-0.9565437708,0.4232558990000001,-0.5875239399000001,1.3,1.6363636363999998,1.5,1.0,1.0833333333,0.51847973,0.176661702
s453,0.8153153153,738.0,2.35,39.0909090909,0.2666666667,820,30.526315789499996,0.3666666667,570,0.9930555556,0.027777777799999997,64.5,740.0,0.0,115.5,0.0,37.0,0.1484696896,0.0704035645,0.2560898438,3.4666666667,3.8928571429,4.7333333333,3.25,3.5,3.8,1.1428571429,46,0.9933333333,521.0,0.33333333330000003,0.0,10.0,2.7755575619999997e-16,1,-6.938893904000001e-18,4.440892099e-16,24.2083333333,-0.1130550622,0,-0.0026394315999999996,-0.9915630551,1.25,1.5454545455000002,-0.24045093469999998,0.3458355135,8.9,8.9,0.9411764706,1019.5,-0.0625,1.0,0.055555555599999994,1.0,3.8333333332999997,1.8333333333,3.1666666667000003,3.6666666667,5.1666666667,6.0,2.0,3.6666666667,1.8333333333,1.3333333333,2.1666666667,3.8333333332999997,2.6666666667000003,4.0,0.125,291.0,0.0,23.5,0.9133858268,557.0,-0.5720779213,2.493135343,61.111111111099994,22.2222222222,25.925925925900003,4.6666666667,3.0,3.5,3.0,4.0,3.2857142857,2.875,51,0.9714285714,-0.8742787237,3.2356769612000003,27,0.32102272730000003,533.0,113.0,10,1.0625,1.7333333333,0.7586198807000001,0.9,0.0009973241,1.0,1.0,0.0016370173999999999,0.4722222222,0.06403124240000001,0.06403124240000001,0.06403124240000001,2,0.8736842105,777.0,-0.44444444439999997,56.0,0.0,44.0,-0.44444444439999997,12.0,0.0297619048,-42.0,4.0666666667,,,,40,0.5333333333,-5.2974742799,6.0056123623,0.6477011979999999,0.9682539683,0.9312169312,6,0.8857142856999999,1181.5,0.0036764706,87.5,0.6666666667000001,0.5,,1.0,111.0,0.5,0.8,0.6000000000000001,0.9,0.9821428570999999,685.0,0.4154228856,499.5,0.0534652054,0.97,530.0,-0.02,14.0,380.0,5.9,4.9,485.5,237.1666666667,309.8333333333,72.6666666667,64.1228822005,0.9578947368,832.0,-0.08510638300000001,179.5,5.5,6.0,6.5,2.5,6.0,38,0.7608200456,817.0,50.0,45.0,125.0,163.0,3.3846153846,4.0,3.5555555556,2.7777777778,3.0,1612.4242424242002,2,11,5918.083333333299,536.4525,0.8211566158,-0.4380888752,0.3416315353,1.8,1.8181818182,1.25,1.2142857143,2.9166666667000003,0.9166965387,0.1534768705
