,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s309,0.8362481843,0.0081509133,1.8885924182,1.85,39.2380952381,0.30000000000000004,28.0,0.4,-0.6869651008000001,-1.3843823413,2.5044027140000003,0.3837429871,1.5148252584000002,-0.19804997010000003,-8.2938428614822,-7.963243425107441,3.2094705651999997,0.3509611959,1.209325085,0.6666666667000001,0.1666666667,13.958333333299999,-0.0291666667,2.0,-0.008833333300000001,-4.375,15.5,-0.0970588235,2.0,-0.0113529412,-2.738719976329,0.3173312336,0.7661938214,8.1,8.6,1.2134580651,0.4999796174,1.6188476953,-1.4568547556,0.75,-1.6516297734,0.9433392088,0.4181320954,4.4838707464,1.7901104637,0.0115093878,2.1356269884,-0.9471233901999999,2.4009409867,97.0,7.0,0.6070014,0.0020017531,0.8753829956,0.0022072183,0.8611111111,-7.365900695568905,-6.449609932071973,-6.449609932071973,-0.7357490715,1.0442419224,0.5146524895,2.253128032,-0.6681271385,442.5,1.332338264,0.34923582243500023,2.3230762475,1.0,35.5,2.067571791688,0.35847886939999996,7.0,1.3179504255779997,0.5317881140030001,1.8852874648300009,-0.27782410214499986,2.6264748131,0.5073409137,1.4156840373,-1.146631847,0.4314381271,0.043345370300000005,3.1632403922,0.33176643769999997,1.5240098106,-1.6962051135,424.0,7.6,4.9,238.3333333333,2.9711881029,0.401601211,0.6495822569175594,338.75,350.50000000000205,2.42747022,0.4074529810000001,1.2223455821,128.75,90.78715437790001,3.3174767865,0.3727183285,2.2048902639,-1.0379646261,-0.4472188365,-0.2344292185,0.5373899096,0.014362976699999998,1.9288913613,-0.017785328200000002,-0.5153495774,1933.2142857142999,13.0,8.0,4146.4166666667,-0.10437268354800004,-0.08429200121,-0.11298712675800004,0.8941163659,0.4999891178
s313,0.7127556152000001,0.2514691213,1.5768075443,1.65,33.6842105263,0.3666666667,33.1875,0.4666666667,0.035352514200000004,-1.0878088755,4.3203710312,0.4350295151,2.8650039208999996,-0.8866524889,-12.111362645797879,-6.505907973905224,2.5905541958,0.255434148,1.7323979224,0.6666666667000001,0.0,7.875,0.07083333330000001,1.0,-0.0011666667,-2.625,12.625,0.053571428600000005,1.0,2.85714e-05,-2.7071428570999996,0.017897524964000003,0.2003384591,5.2,4.6,1.4628183981,0.5377068106,1.924714606,-0.5167914202,0.30555555560000003,-0.2382683903,1.959129994,0.5418530125000001,4.2364289123,1.7931060626000002,0.042263415000000006,2.3476084748,-1.0705413209999999,3.8243251091,219.0,3.0,0.6927307129000001,0.0020009418000000003,0.8550415039,0.0018890247,0.3611111111,-6.449609932071973,-4.609202534990781,-4.609202534990781,-1.4334195674,1.6272373649,0.3581980782,1.8014231795,-0.4750485092,409.8333333333,2.5409583873,0.36914781469999997,1.3039078801,81.0,100.0,2.5881766554,0.5884750328,7.0,1.3976009322,0.5710663596000001,1.8129212322,-0.5686513955,2.4209882953,0.4455152474069999,1.9936165500050005,-0.6849801270999999,0.42385786799999997,0.0135977506,3.9353940551999997,0.36694118229999995,1.4981545299,-0.9490251293,475.0,4.5,4.7,453.6666666667,2.5848932734,0.4031583239,0.22196987794900425,320.8333333333,338.3333333333,2.3730659701,0.3631087962,1.4167763409,17.5,23.7645342312,2.4122286062,0.4621548153,2.3501753696,-0.7119081354000001,-0.7095376251000001,-0.41121296310000005,0.9474697836,0.054211445600000005,2.8178413761,-0.34348011440000004,0.0086096925,3057.0729166666997,16.0,7.0,3161.25,-0.5503049374,-0.1116823339,-0.8820860389,0.5097746492,0.15407075820000002
s314,0.9228609687999999,0.0644325798,1.4770166314,1.3,45.4545454545,0.2666666667,25.9523809524,0.30000000000000004,0.0837352761,-0.958526429,3.0228172507999997,0.4180540331,2.1833958661,-0.48683506909999996,-7.867655219384582,-6.26128941277931,1.8940982381,0.2472584584,1.5489509996000002,0.5,0.5,9.7916666667,0.054166666700000005,1.0,-0.0061666667,-4.375,11.416666666700001,0.0130258078,1.0,0.0023361105,-4.2688477952,0.2744161807,0.37554579,6.7,6.8,1.2432592646,0.3955501479,2.1443956908,-1.0117366361,0.11111111109999999,-2.2703065113,-1.1841633534,-0.45779826590000006,2.6898896498,1.4753447013999998,0.056425950999999995,2.1140302439,-0.5702753736999999,3.5486446675,177.0,9.0,0.5336376190000001,0.0011016754,0.8696380615000001,0.0019938994,0.30555555560000003,-5.553730190361736,-3.6646748864517766,-4.625581180301964,-0.27474411519999997,1.1490352612,0.4220823382,1.8284463692,-0.34205570590000006,378.6666666667,1.9150470884,0.23535502379999998,1.4106373386000002,26.0,52.5,2.2305905988270003,0.5487029384000001,3.0,1.7789580022999998,0.4763892051,1.8630985958000001,-0.1468931225,1.7005663466999998,0.4302971222,1.5056219325,-1.2533732989,0.3925729443,0.034305935600000004,1.3856895395,0.35415270740000004,1.4698848287,-0.9699575551,321.0,6.9,5.9,371.1666666667,2.6602309287,0.30646650410000004,0.39532879751516986,289.6666666667,433.3333333333,2.4804278772,0.33348841630000003,1.2590535196,42.378333333330005,11.5499143836,1.854335759,0.37741109359999997,1.9264132925,-1.0135986958,-0.2904971834,-0.2380078576,1.1232933623,0.0262363662,2.278022836,-0.4445121313,-0.3036319091,1663.7347222222,4.0,10.0,4103.8333333333,-0.26266368809999996,-0.5507674102000001,-0.7727081181000001,0.6550417424,0.22353051359999998
s316,1.3284199358,0.2832397842,1.4861845381,2.05,39.3,0.33333333330000003,30.3636363636,0.2666666667,-0.7271970978000001,-1.4405255369999999,3.6209282216000003,0.3677925014,2.3014633742,-0.1037148357,-9.482137284317801,-7.629419636463687,4.7968734228,0.2686866209,1.4147849322,0.33333333330000003,0.33333333330000003,13.75,0.0416666667,2.0,-0.0183333333,-3.75,8.875,0.0791666667,2.0,-0.0111666667,-2.125,0.1270740954,0.8256563451000001,8.2,6.8,2.2886879916,0.3769087134,2.2519999836,-0.19615552,0.6944444444,-2.4952348187999998,-0.1303698151,-0.3719338943,3.8121088774,2.9610297382,0.30094014080000003,1.096591928,-0.8893284576999999,4.1867508355,124.0,7.0,0.7073301315,0.0013157363,0.9288833618,0.0012716035,0.5833333333,-6.449609932071973,-6.449609932071973,-5.553730190361736,-0.5531784606,1.512287855,0.5603872364,1.8950597219,-0.4430758074,298.6666666667,3.3808708214,0.26241612410000004,2.6390467114,1.0,177.5,3.6446965655000003,0.554232052,14.0,1.0621240214,0.4949153902,2.0381163953,-0.9101408331999999,3.1969197781,0.3992636504,1.4627491063,-1.0281914001999999,0.3777777778,0.050572760599999995,4.4468682408,0.2964862163,1.0560467084,-1.9086628243000001,304.0,5.8,5.7,290.1666666667,3.8365032233,0.3430185672,1.3820415625279028,293.6666666667,403.5,2.3582994073,0.27821438060000003,1.3564214161,109.8333333333,42.364761697,3.3864993471,0.3701210201,2.6344483084,-0.9633187976,-0.4023462053,-0.6068573965,2.0216429826,0.2908448099,1.6793092095,-0.1693605865,0.3942234201,2194.937037037,4.0,7.0,4451.25,-0.4008608408,0.7864687472,-0.4184101220000001,0.8402870943,0.5736837362
s326,0.7717708144000001,0.0062019867,2.2847638326,1.6,46.928571428599994,0.5333333333,34.3571428571,0.5333333333,-0.08574480599999999,-0.6987965333,2.9099550046,0.38297429899999996,2.0892057043,-0.6011611983,-7.46385637568734,-4.156031683666408,2.1819432972999997,0.24241370969999998,1.5667913204,0.8333333333,0.0,11.875,0.0375,0.0,-0.0018333332999999998,-0.125,12.166666666700001,0.0113475177,1.0,-0.00021276599999999998,-1.3617021277,-0.137237183,1.0188565576000002,8.2,7.2,1.3917028611000002,0.42741093630000004,2.2496216615,-0.2999847892,0.22222222219999999,-3.4530251155,-3.8535415619,-0.95341663,2.604344651,1.3259390354,0.006908745700000001,2.2463345445,-0.8409013323000001,2.3379468797,279.0,5.0,0.6633827209000001,0.0013894233,0.6546336174,0.0010662103,0.6666666667000001,-4.625581180301964,-3.6646748864517766,-3.6646748864517766,-0.7860870148000001,1.387318261,0.2176547904,2.0586290319,0.16877829449999998,327.81333333332987,2.4323480982410013,0.3281677091040001,1.5322585826880006,26.36,69.775,1.7009291495219996,0.6699352913000001,7.0,0.8072052931999999,0.4349997474,2.6361050458,-0.1369795761,2.4940551844,0.38743714009999997,1.9366218556,-0.916918574,0.4283317119080002,0.041182132103999985,1.5178300154,0.30719037390299997,2.2482662647,0.1392668237,376.0,5.8,5.5,281.6666666667,2.2389694135,0.3641211497,0.41447922864196135,265.8333333333,262.1666666667,2.6298790769,0.3930149627,1.3324346703,-3.6666666667,13.5382969971,3.3588839755,0.43117376399999996,2.188633308557,-0.6389246392,-0.8732764759999999,0.11662499890000001,1.7424799646,0.3450371427,1.9922256459999999,0.018016951399999998,-0.3000009943,2807.5595238095,-3.0,6.0,4524.8181818182,0.7401209573,0.15293074780000002,0.5589599318999999,0.1639690491,0.1580530631
s327,0.6702862167,0.0365781187,1.5042149272,1.4,13.434782608699999,0.23333333329999997,12.7142857143,0.30000000000000004,-0.9384230964,-1.3706205347,2.018599718,0.3423767546,1.4147587736000002,-0.25971433580000003,-4.977527384771366,-4.960684078804954,3.4088885961,0.235988918,1.3554762347,0.33333333330000003,0.1666666667,12.041666666700001,-0.0041666667,0.0,-0.0061666667,-2.0416666667,21.0833333333,0.05719441769999999,1.0,-0.0062338787,-2.4056785371,-0.07423923660000001,0.5676550446999999,6.6,5.3,0.4044192229,0.25865364220000003,1.5717987553,-0.40621028,0.0,-1.0571598055,0.8495970809000001,-0.3341481062,2.9689949732,2.5851805556,0.1588469344,1.4483063727,-1.3646783862,3.2360509786000002,141.0,7.0,0.7219559669000001,0.0019021310999999999,0.709879303,0.0017899834,0.2777777778,-1.8444397271102144,-2.7483841522350163,-2.7483841522350163,-1.269503778236,1.5160492173930005,0.3824459653549999,1.5880343997810007,-0.3171054470490001,292.8333333333,2.2347926703,0.2389929773,1.2574580487,7.5,32.5,-1.1625645555,0.3064446643,5.0,1.0034472193000001,0.4309392046,1.9616564524,-0.4663340975,3.2476418077,0.3765444249,1.3752267344,-2.3848450656,0.3316831683,0.0316719488,3.4947535497000004,0.25589330450000003,1.6006922036000002,-0.6395117339,315.0,5.5,4.2,362.8333333333,1.3471930199000002,0.304996260582,0.468854116871971,228.0,284.844999999999,1.9345590816999998,0.2138660181,1.5226770591999998,18.678333333332,60.5315652803,2.5357977905,0.3075997707,1.6430609156,-0.4597908086,-0.7037736715,0.0913330082,0.8804831431000001,0.025443876299999998,1.936180878,0.007372919300000001,-0.0051088921999999995,1867.2633333333,2.0,9.0,4229.5833333333,-0.3958832358349998,0.070735177145,-0.4463570144469999,0.1624280434,0.352211781
s328,1.2413384392,0.2718187389,1.7815786388,2.25,56.25,0.4666666667,30.1111111111,0.4,-0.35333198600000004,-1.4029739566,3.0196005935000003,0.337372069,1.3752903538999999,-0.19503380899999997,-7.431353787754115,-5.095982136232532,3.1961514195,0.2892809351,1.3808670141,0.6666666667000001,0.33333333330000003,11.75,0.0833333333,2.0,-0.0023333333,-2.0833333333,15.25,0.2089989889,3.0,-0.0102628918,-3.0798786653,0.024483279718,0.12533360470000002,7.0,10.0,1.8252085982,0.2665682948,1.8387450862,-0.8967235806999999,0.027777777799999997,-1.8775551589,-1.0333354083,-0.13964851220000002,3.347538113,1.8603467672999998,0.2047295385,2.73183901,-1.2890129855,3.38738178,131.0,7.0,0.7179199219,0.0016188029,0.9,0.0017327267000000002,0.6388888889000001,-4.1191479474223325,-1.8444397271102144,-3.1615035344115223,-1.3662645025,1.5246787323,0.45196564899999997,1.5731278183,-0.507004754,350.6666666667,3.2202034441000005,0.3830162514,1.2838278746,27.0,30.5,-30.172624032199998,0.4980748503,7.0,1.7392740653999998,0.4844968674,1.7201833716,-0.7987544759999999,3.2379636825,0.37844714799999996,1.6230669869,-1.5362311457,0.5408163265,0.048866025,3.0442457274,0.32445351640000003,1.4030333884000001,0.0269056602,283.0,6.1,7.1,386.5,3.6526043025,0.2970237325,0.3156304659625352,251.1666666667,302.5,3.8554446208999997,0.3321177703,1.859384373,51.3333333333,26.524064598699997,2.5685915866999998,0.3972542611,1.8587045646,-1.0529213264,-0.1870290467,0.2855333216,1.3593303053,0.3505152941,1.5586288499,-0.7796124387000001,-0.15008183960000002,2873.2583333333,10.0,5.0,2790.6666666666997,-0.056527176642000014,0.009358736398000006,0.043861793905000016,0.8618797457999999,0.3917992003
s329,1.3015057033,0.3069883775,1.6349225101,2.35,12.222222222200001,0.1,16.538461538500002,0.1333333333,0.0362127743,-1.2185163674,2.5538427262,0.3600784206,1.4332243244,-1.2437471275,-7.569369490745442,-6.834015531757753,4.9724586368,0.29765687350000003,1.4121365248,0.5,0.5,24.25,0.075,2.0,-0.0043333333000000005,-2.6666666667000003,28.9583333333,-0.0180662135,1.0,0.0002617847,-1.0940583205,0.06072172100000001,1.1821651631,7.5,7.1,2.2512274328,0.5715074703999999,2.237240734,-0.22500113289999998,0.3888888889,1.7416259471000002,2.3702624026,0.1910395678,4.9380558016,2.9465720744,0.0376298768,2.272728511991001,-1.4013457528,3.1627162452999995,129.0,9.0,0.6417585373,0.0008663908,0.9075439453,0.0011118678,0.4722222222,-6.449609932071973,-5.553730190361736,-5.553730190361736,-1.3855499211000002,1.6589865036000002,0.3954382388,1.2588544333,-0.046509484100000005,340.1666666667,2.6338500384,0.2816234925,1.5922551132,-16.5,172.0,-2.6316993777,0.3899128991,12.0,1.8578139331999999,0.4682202546,1.989739347,-0.2367143923,2.3518645484,0.4218933102,1.9715594541,-0.8946197284,0.4889434889,0.0117606505,2.1041618325,0.2737782419,1.1160143079,-1.8876568244999998,327.5,7.1,7.0,316.053333333327,3.104239331762,0.3256979029539999,0.5304835552427649,336.5,351.8333333333,1.9701794168,0.28805462260000003,1.2263129009,15.333333333299999,56.724866906,1.9286749475,0.38831594469999997,1.5506001549,-2.1825627159,-0.0268793786,0.1193872831,1.1457478186,0.3132042747,1.2001158245,-0.0823892969,-0.2605789515,2589.7037037037,7.0,9.0,4734.8333333333,0.007994483745000017,0.0036226699410000047,-0.00846466641999998,0.4742773546,0.2828473834
s332,0.9142410129,0.0344092744,1.5609234297,1.9,20.4782608696,0.23333333329999997,14.166666666700001,0.2,-0.2239419807,-0.8258942037,3.3212531879,0.3462718697,2.2834261380000003,-0.2084442604,-6.75047744239371,-5.545052644336034,2.061819763,0.24032955698399994,2.0179815247999997,0.8333333333,0.0,8.9166666667,-0.008333333299999999,0.0,-0.002,-0.8333333333,8.5,-0.0072104019,1.0,-0.0034609929000000003,-0.2612293144,0.0318039244,0.2248158144,7.3,5.8,0.9201954959,0.28579431920000004,1.9814692616,-0.9974681727,0.0,-3.3744242549,-1.398123572622,-1.4617689391,-0.1447032105,1.1489184212,0.2970801061,0.9953837495,-1.0385004381999998,3.3813588491,132.0,8.0,0.7669188976000001,0.0009014412,0.9044677734,0.0016736344000000002,0.5555555556,-2.7483841522350163,-2.9200865656079302,-2.7483841522350163,-1.7839301325,1.1186449323999998,0.3796433729,1.9070743209999999,-0.6148648868000001,366.828333333335,2.289474805125,0.3012989416440001,1.4939042465230006,30.44,52.345,-0.7242809695,0.5537076245109998,3.0,0.9255398923,0.5422008152000001,1.492059667,-0.8476508945000001,2.171324744521,0.394385321492,1.8652917027680005,-1.1527257970789997,0.4801980198,0.0689465301,3.0143349158999997,0.24805527,1.3495551746,-0.9028465326999999,381.0,3.7,5.7,379.1666666667,1.9721046303,0.2652754268,0.1821909145939674,334.1666666667,320.0,0.8842102336000001,0.29392429624,1.7356762612999999,-14.166666666700001,30.6049053247,2.1114818699,0.2555463879,2.4248222547,-0.7845564982000001,0.006070518,-0.33324520830000004,0.8523917561000001,0.0638856137,1.8248964772,0.022935448400000003,-0.3589682885,2732.6388888889,0.0,7.0,4094.7916666666997,-0.4943302009,-0.0816217107,-0.9003894631999999,0.4727509258,0.1761898109
s333,1.4410302261,0.10735776289999999,1.8688946358,3.0,48.7,0.33333333330000003,34.7368421053,0.3666666667,-0.6447454182,-1.6227442525,3.3171171327,0.3235355833,1.7094675618000001,-0.9829742031,-9.059440685190568,-7.2100857167893215,3.4327288774,0.2323335265,1.5823304319999998,0.8333333333,0.1666666667,7.875,0.1041666667,3.0,-0.008833333300000001,-1.2916666667,12.0,0.2036585366,2.0,-0.0041463415,-6.2195121951,-0.2494014695,0.6938826054999999,7.2,7.7,1.9039070774000002,0.3708646085,2.1354901976,0.0390213005,0.25,-0.946684514,2.4234057515000003,0.1910395678,4.9380558016,3.1379852062,0.2226336051,1.6060435294,-1.1652624446,3.6348828618,149.0,7.0,0.5,0.001456978537,1.0,0.0018575070999999998,0.4722222222,-4.625581180301964,-4.625581180301964,-3.6869826661541367,-1.3740881504,1.7673031844,0.3249274538,1.5791201149,0.0612687481,303.4266666666701,2.7553137438010005,0.29313090039800005,1.4959152412750008,14.095,67.27,23.0928017558,0.4577152858,10.0,1.151757628,0.4928975791,1.8828464777,-0.8604060165999999,3.5488629639999996,0.3922120779,1.9181648033,-2.2951570205,0.44836272039999997,0.0341174241,2.8662906665000003,0.223361869,1.4607072347,-0.6055901821,286.5,6.7,6.0,298.6666666667,2.8973686087,0.3278979045,0.3278609899623326,232.6666666667,239.8333333333,2.8328094976,0.3149482216,1.3611806107,7.166666666699999,24.6184865626,2.1932601572999997,0.3235518135,2.137277227,-1.0236878157,0.1200521104,0.08984010540000001,1.7469648229,0.3676285591,1.7328182525,-0.7198990148000001,-0.2055710907,1706.0185185185,-2.0,9.0,3716.690070346318,-0.1662005697,0.38869645049999996,-0.0637090132,0.1737936359,0.2088398715
s334,1.1356959374,0.1381490541,1.7095609571000001,2.3,2.7666666667000004,0.0,0.9642857143000001,0.0666666667,-0.18271725719999998,-1.1290262281999999,3.0690293793,0.3962164913,1.9885246668,-0.8628835796000001,-11.9713167788878,-12.342465270435726,1.9218770546000001,0.2542897743,1.3565946295,0.6666666667000001,0.33333333330000003,13.208333333299999,0.0291666667,1.0,-0.0098333333,-0.9583333333,23.5,0.0184024267,1.0,-0.0087280081,-4.1868554095,0.2485903814,0.8539800995,8.0,6.6,1.3683247024,0.4575306092,2.058253571,-0.30397939220000003,0.9166666667,-1.7909612211000001,-0.9715547278,-0.5420764413,3.3056961158999996,1.8107356279,0.0223458011,2.1125525625,-0.9928100529,3.4727396196,236.0,9.0,0.5509701610000001,0.0016862709,0.7022446156000001,0.0021035041,0.5,-8.511264302067357,-8.511264302067357,-8.511264302067357,-1.3475029721,1.5655277416,0.47736484619999997,1.7582400644,-0.6065119191,354.3333333333,2.0684869356999998,0.3010676044,1.7833935641,-9.5,210.5,3.4619176492,0.6159293093,6.0,1.3357354604379994,0.4963352224220001,1.97912642506,-0.341355759904,2.0997502114,0.3163349518,2.5829716819,-1.2496305851,0.5764411028,0.108622318,2.1092532113,0.2542865105,1.4791861653999998,-0.1936713026,352.0,5.4,5.4,463.3333333333,2.2111773481,0.35491689340000004,0.2939762689471064,255.6666666667,322.8333333333,2.2450404122,0.2977678902,1.577882715,67.1666666667,-68.7677291158,2.8464417615,0.4466171355,3.0111625541,-1.0128696448999999,-0.662285043,-0.2015294977,1.5000880107,0.2752312912,2.1226226355,-0.3180561683,-0.5745544462000001,2314.5083333333,6.0,6.0,5044.5833333333,-0.5390090409,-0.2517161959,-0.5666407729,0.813591548,0.4550403212
s336,1.1256278101,0.030742625699999998,1.3009423288,1.8,42.15,0.33333333330000003,32.5714285714,0.30000000000000004,-0.7717641635,-0.9478962821,3.0021669479,0.294412045,1.3580754313999999,-1.0325708575,-8.591440019363825,-5.958272105033242,2.552682727,0.2380925145,1.3226185293,0.6666666667000001,0.1666666667,16.5416666667,0.12916666670000002,2.0,-0.0111666667,-2.125,12.416666666700001,0.17851365019999998,3.0,-0.006450960600000001,-2.4216380182,-0.26353623,0.5623739233,6.3,2.9,1.619741985,0.3384224953,1.3319817902,-0.7580686549000001,0.055555555599999994,-1.87890429,-1.2753004167,-0.49407257109999997,2.3371246427,1.7631198982,0.0568537831,1.5256592909,-1.1652624446,3.6348828618,194.0,7.0,0.7138366698999999,0.0027829411999999998,0.9084777831999999,0.0033518298,0.4722222222,-4.230216943556334,-3.7210674762102736,-1.8444397271102144,-1.0911556406999998,1.2565258082,0.3473789621,1.4262507069,-0.7169164151,269.1666666667,1.905150492,0.31170872239999997,1.3734457305,-3.0,27.0,5.570236117691,0.3999988171,5.0,1.0327386075,0.31177438690000003,1.5468626125,0.5392043790000001,2.1004025432,0.3670150061,1.4182086232,-0.1179800158,0.38805970149999996,0.0613135838,2.5673349037,0.26087334900000003,1.7466941839,-0.29752538710000004,406.0,6.7,5.8,319.5,4.0524396844999995,0.36861862009999996,0.2983507492178809,257.3333333333,275.3333333333,2.290974184,0.3393356711,1.0412684304000002,18.0,-8.8733676173,2.0026434766,0.2943815864,1.3284392875,-1.5666275789,0.1546526631,0.0116027448,1.3163476072,0.28762480100000004,1.4851629267,-0.8964922150000001,-0.6262602823,1464.6641414141,13.0,9.0,2053.5833333333,0.3353490072,0.0115815637,0.8555788451999999,0.6317804694,0.2336825489
s339,1.2536875639,0.19474768879999999,1.5453432781,2.75,21.3333333333,0.30000000000000004,18.0952380952,0.30000000000000004,-0.7861803067,-0.5480409834000001,3.9722568357999997,0.3948644208,1.7075899131,-0.15948504430000002,-9.355562695133251,-9.17866633269852,3.6807392137,0.2709376693,1.9808667109,0.33333333330000003,0.6666666667000001,7.541666666699999,0.0625,0.0,-0.0025,-1.375,11.583333333299999,-0.0861445783,1.0,-0.0030847458,-2.2957933428999997,-0.0885734819,0.174845576,6.9,8.6,1.6800830099,0.4675657244,1.9264920444,-0.2196243339,0.9722222222,-1.7911445424,0.1199945265,-0.5616381195,3.4239749998,2.4339234106,0.2250912066,1.2210862854,-1.0816155204,3.2951286846,102.0,9.0,0.8337783812999999,0.0013142467999999999,0.8609886169000001,0.0014572048000000002,0.75,-7.365900695568905,-7.824046010856294,-7.365900695568905,-1.076754569,1.5780890737000002,0.3861935067,1.7996984544999999,-0.5245073468,354.00166666666803,2.7141091379140003,0.312132027766,1.7161465060610004,17.955,74.13,3.4965023316389985,0.724668799,13.0,1.0011390139,0.4533720236,2.0214102486,-0.9424198815000001,1.9872977243,0.37868959939999997,1.7466645116,-0.9571912009,0.39560439560000005,0.006187469399999999,3.1049495714999997,0.2883553944,1.4841280416,-0.9759382522,340.0,5.1,4.1,306.6350000000031,3.0693612161610018,0.330607909498,0.6460907169362329,320.5,301.0,2.5921272046,0.2606863467,1.3288806568,-19.5,18.781828816500003,2.7953794015,0.3920254065,2.1912483932,-0.35310755759999995,-0.2848527147,-0.08245949,1.5002389907,0.0663242394,2.1108404926,0.0652854682,-1.0036339305,2665.3645833333,-9.0,8.0,5323.772727272701,0.9292933565000001,-0.28468660430000003,1.4545587665000002,0.8962782542000001,0.3676788297
s343,1.9156254122999998,0.3086749201,1.2895613731,2.7,33.4285714286,0.30000000000000004,22.5714285714,0.5333333333,-0.3970087546,-1.1962933705,2.6571376135,0.3208611068,1.4841192934,-1.7919687721000002,-5.971489581721688,-9.032392532621817,2.2467040995,0.25007762370000003,1.6517292687,0.6666666667000001,0.33333333330000003,5.833333333300001,0.125,3.0,-0.009000000000000001,-1.6666666666999999,17.8333333333,0.0380176582,0.0,-0.000439773,-0.2069581669,0.2984480254,0.8761729551,8.8,7.0,1.2835576103,0.4048819298,1.8223228101,-0.1935872434,0.8611111111,-0.7504964766000001,-0.6405366740999999,-0.2701361246,2.84097101,1.9230570686000001,0.21537108559999998,2.2936325949,-0.9630841912,3.0580660263,142.0,6.0,0.7330337523999999,0.0016045301850000002,0.946875,0.0026676233,0.6388888889000001,-6.449609932071973,-6.449609932071973,-4.625581180301964,-1.4909851148,1.2436258619,0.4860531242,1.6248490168,-0.019315776,327.8333333333,2.4148778067,0.29249252530000003,1.3485736993000002,39.5,49.5,-6.5140475639,0.5008287644,14.0,1.2176747494,0.3853394093,2.1173271772,-0.44929246,1.6677930113,0.3789927815,1.7263331964000002,-0.9122669729,0.5307125307,0.06848531299999999,2.8634405691,0.2826373861,1.2178943885,-1.1002000816,310.5,6.7,6.1,286.8333333333,2.3845516042,0.31804217797499984,0.9424511977235605,231.3333333333,276.0,3.2862215017,0.3467629125,1.1789966953,44.6666666667,-15.082792207799999,1.3670749093,0.3752509125,1.761267621,-0.38129745579999996,-0.1721399567,-0.4946757096,1.3099847142,0.19295245079999998,2.3021876773,-0.43873333929999997,-0.4697493227,1273.81,21.0,7.0,2685.1666666667,-0.3864815453,0.1034987869,-0.0271109438,0.6456747857999999,0.1459673651
