,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTALTHT,ANTCONHD,ANTCONHT,ANTNTRHD,ANTNTRHT,ANTORTHD,ANTORTHT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSHD,DRFPSHT,DRFPINHD,DRFPINHT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEAYBHT,DPEBXBHD,DPEBXBHT,DPEDPRIM,DPEAXHD,DPEAXHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPXHD,REPXHT,REPPINHD,REPPINHT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHDSNN,SMHTSNN,SMSIHD,SMSIHT,SHFTLR,SIMCGHD,SIMCGHT,SIMSIMHD,SIMSIMHT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRCGHD,STRCGHT,STRSTRHD,STRSTRHT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,TXTCSCHD,TXTCSCHT,TXTCSTHD,TXTCSTHT,TXTTAIOR,TXTTSCHD,TXTTSCHT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s369,0.3860782355,0.0058275238000000005,1.5281656761000002,1.4,-145.1923076923,-0.1333333333,206.0,-353.14814814809995,-0.1,222.0,0.5178991079,0.3859050046,0.36992800090000005,0.22559184350000003,2.8750704791,1.4021766558000002,0.29187937340000003,0.4177172725,-3.5467219238,-2.5464052734,-3.1926005858999997,-10.0,-16.0,-13.0,11.0,8.0,16.0,15.0,56.0,3.3367730052999995,0.3341876964,1.4573330731999998,0.0,-0.6666666667000001,10.916666666700001,0.05833333330000001,1.0,-0.0016666667,-6.833333333300001,5.708333333300001,0.0264377159,1.0,0.0007717944,-2.286628734,-12.0,19.0,-0.1097893492,-0.4884057621,8.9,9.1,1.8449926015,1.7306007669999999,-1.0821545996,-0.1000834667,0.0,9.0,23.0,6.0,10.0,22.0,24.0,18.0,26.0,29.0,9.0,9.0,21.0,11.0,9.0,29.0,-0.7800502520999999,0.8838104421999999,-0.3390272367,0.49830314909999995,0.8279411765000001,2.0415698291,3.5703815742000002,50.0,-33.3333333333,-18.5185185185,4.4,2.0,26.0,32.0,29.0,16.0,31.0,51.0,0.8571428570999999,32.0,196.0,9.0,-19.0,24.0,0.7332446337,0.0008505253000000001,0.8987304688000001,0.0013563794,0.3888888889,-0.25,-0.1265219767,-0.0256124969,3.0,4.4666666667,-277.1666666667,1.5605969938,0.06555736870000001,2.096674849,-8.0,43.5,44.0,1.4640590014,-1.0881678784,0.5709905453,6.0,1.1445343104,1.2978558207,-0.2587420749,-0.0379907855,0.6363636364,0.6363636364,0.7272727273,0.9090909091,133.0,0.7777777778,0.8888888889000001,0.8888888889000001,0.44444444439999997,5.3416076455,5.759259097999999,-3.2119252559,-2.6915568011,0.0921792659,2.4400429494,1.2145353279,-0.0101914601,0.2404681768,391.0,5.1,4.5,-296.6666666667,1.4613065594999999,0.014557591399999998,2.2984853946,-313.1666666667,-317.3333333333,1.6398767266,0.058901215199999996,2.1218450413,4.1666666667,63.0013888889,2.5432641712,1.7464215272,-1.4516035339,-0.1011716593,5.0,7.0,3.0,4.0,7.0,-34.0,-0.31484107910000003,0.1902422365,0.8634110719,1.8389794447999999,13.0,0.3874389406,-0.1158549767,4.2727272727,4.1111111111000005,2.25,1.75,3.5714285714000003,3713.9285714285998,7.0,7.0,7814.6363636364,,,-13.0,-19.0,-32.0,-25.0,-33.0,0.2380514042,0.6809804716
s372,1.2188768109,0.2304798424,1.9374779880000002,3.95,-584.7826086957,-0.23333333329999997,730.0,-1107.6363636364,-0.2666666667,108.0,-1.0053622857,-0.4500402699,-0.4995256678,0.48924930759999996,4.2768679986,2.1450427565,-0.1170347262,0.8273199241,-0.0017490405999999999,-0.0098525391,-0.2975273438,-6.0,-14.0,-11.0,9.0,6.0,14.0,19.0,64.0,3.640511355,0.31731377250000004,2.2869284072,0.6666666667000001,-0.1666666667,13.958333333299999,-0.0208333333,1.0,-0.0008333333,-3.9583333332999997,10.2916666667,-0.0164284213,1.0,-0.0008602060000000001,-4.0807231448,-11.0,11.0,-0.1924850194,-0.7676026088,8.8,7.7,2.8207209639,1.8894099166,-0.6369333942000001,-0.1756572639,0.027777777799999997,5.0,16.0,6.0,14.0,17.0,30.0,25.0,33.0,25.0,15.0,5.0,11.0,5.0,5.0,16.0,1.1817660925,3.1653150367,-0.2972285739,0.15617695480000002,0.9034090909,2.646576156,2.6219625195000003,50.0,11.1111111111,-0.0,5.0,3.6666666667,35.0,35.0,23.0,20.0,35.0,52.0,0.9714285714,40.0,157.0,7.0,-15.0,17.0,0.7025615215000001,0.0014150189000000002,1.0,0.0018501373999999999,0.5,-0.158113883,-0.25,-0.158113883,2.0,5.6,,,,,,,47.0,23.0237295198,-13.875305723299999,0.3996588449,13.0,1.7643892209,2.0196351026,-0.1642152723,0.1237212208,1.0,0.8181818181999999,0.9090909091,1.0,150.0,0.11111111109999999,0.22222222219999999,0.11111111109999999,0.11111111109999999,2.6832801823,1.5707337375,0.8897964960000001,1.6538259482000002,0.07254279500000001,3.7305611505000003,1.434367496,-0.2268955271,0.16705974380000002,416.5,5.7,6.1,-285.8333333333,4.4572906442,0.2862557512,5.4214616257,-193.0,-326.3333333333,2.5893494615,0.3383409247,2.3170930956,133.3333333333,54.8472222222,3.4586467119,2.2335792044,-0.1021853025,0.7675116959,7.0,7.0,7.0,7.0,7.0,-36.0,-0.0499988192,0.27137674640000004,1.9078970574,1.6498791547,42.5,-0.6738861603,-0.6783428127000001,4.909090909100001,1.1111111111,3.375,1.0,2.6428571429,2472.575,-1.0,10.0,5237.5833333333,-1.5324768712999999,2.1202635362,-9.0,-10.0,-13.0,-15.0,-22.0,0.3516561801,0.3514290987
s373,0.6265586227000001,0.0404492192,1.8998162477,1.75,-1138.2,-0.1666666667,642.0,-487.90909090910003,-0.2666666667,430.0,-0.1043479288,-0.0348541099,-0.8944154401000001,0.052724793799999996,2.6225478817,1.5550834756,0.4003187984,0.18594003609999998,-0.0115960793,-0.0384090576,-0.3706064453,-13.0,-19.0,-23.0,9.0,10.0,13.0,18.0,27.0,1.2018494827,0.3268439857,1.6748859366,0.5,-0.0,9.0416666667,0.1208333333,0.0,0.0011666667,-1.4583333333,3.875,-0.0818971061,2.0,-0.0043344051,-2.1655948553,-15.0,11.0,-0.0548063482,-0.6089548557000001,7.6,5.9,0.9005852395999999,2.021850459,-1.4738261293000001,-0.7080661765,0.0,16.0,18.0,12.0,19.0,23.0,17.0,22.0,27.0,29.0,19.0,9.0,13.0,17.0,10.0,21.0,,,,,,,,27.7777777778,-55.5555555556,-62.962962963,3.2,4.6666666667,21.0,17.0,19.0,15.0,20.0,27.0,0.8,19.0,107.0,7.0,-23.0,23.0,0.7075508118000001,0.0013395134,0.904032898,0.0018738852,0.4722222222,-0.158113883,-0.25,-0.158113883,2.0,2.8,-285.3333333333,2.6895321773000003,0.3649605275,1.1254920175,-50.0,14.0,45.0,4.7098674673000005,-2.7055570754000002,0.8421906551999999,6.0,1.0138858586,2.0386579778,0.3185499325,0.3344326117,0.45454545450000006,0.6363636364,0.9090909091,0.7272727273,107.0,0.75,0.33333333330000003,0.44444444439999997,0.5,3.2575399119,2.7777497336000003,-1.4691128065,-0.43916122840000005,0.0103362488,2.4297840330000002,1.2574164916,-0.5143381856,0.3933307188,375.0,6.2,5.5,,,,,-194.5,-264.8333333333,2.1241943675,0.20396507670000003,2.0606651008,70.3333333333,28.2625,2.2174425204,1.7297693568,-1.2451210154,-0.1548005476,4.0,5.0,1.0,2.0,1.0,-58.0,-0.2429776507,0.0157002455,1.1123954453,2.1733242571,4.3333333333,-0.0756959678,-0.18891736809999998,3.7272727273000004,3.8888888889,2.875,2.875,3.2857142857,2955.2857142857,-3.0,4.0,5605.666666666701,,,-21.0,-21.0,-35.0,-43.0,-32.0,0.8329577398000001,0.1528869618
s376,1.8928815307,0.3366921003,1.1715276474,2.4,-1490.3529411764998,-0.43333333329999996,733.0,-578.2380952381,-0.30000000000000004,468.0,-1.0516680885,-0.5023998519,-1.8430273387,-0.0392055036,3.8635232651,1.2440388699,1.6141962658000002,0.5503897461,-0.0002158754,-0.0014127579,-0.0034902344,-12.0,-16.0,-17.0,8.0,8.0,12.0,18.0,41.0,5.0375941555,0.27270025670000003,1.1208924141,0.8333333333,-0.0,15.416666666700001,-0.15833333330000002,0.0,-0.0046666667000000005,0.0,14.291666666700001,-0.0048330403999999995,2.0,-0.005261862900000001,-3.1028119508,-11.0,12.0,0.06053806210000001,-0.9461370834999999,7.9,7.1,2.2986943308,1.7750987652,-0.28288247969999997,0.0331228393,0.8055555556,18.0,19.0,13.0,12.0,17.0,27.0,24.0,25.0,27.0,23.0,14.0,18.0,18.0,10.0,17.0,-2.0298202281999997,0.24552670079999997,-0.7295081726,-0.1865529301,0.9375,6.076971904700001,2.4865720752000002,33.3333333333,-11.1111111111,-33.3333333333,5.0,4.0,28.0,22.0,28.0,18.0,21.0,39.0,0.6285714286,30.0,232.0,4.0,-15.0,17.0,0.6838272570999999,0.0011879462,0.9025817870999999,0.0020234748,0.6111111111,-0.0015811388,-0.0015811388,-0.0038729833,2.0,4.1333333332999995,-360.5,3.7430603038999997,0.3361998088,1.8706134302,-67.0,61.0,47.0,-0.3236858194,9.7979835449,0.47491720090000006,12.0,1.6541150993,1.9703274918,-0.5953097104,0.4172402907,0.8181818181999999,0.0909090909,0.45454545450000006,0.7272727273,115.0,0.11111111109999999,0.5555555556,0.33333333330000003,0.44444444439999997,4.4620718027,1.4149231191,-1.8984564519999998,0.18143449600000003,0.0659368574,4.9204973148,1.0377309355,-1.7791963289,0.1705797023,313.5,5.3,5.5,-361.3333333333,3.6880171042,0.3414118255,1.7566470761,-166.1666666667,-264.5,4.0065196772,0.3585711292,1.7492325085,98.3333333333,-13.1472222222,3.3091518799,1.8654744636000002,-0.5740754592,0.2390744087,5.0,5.0,5.0,3.0,4.0,-48.0,-0.910925205,-0.4198777303,2.316043974,2.3653511023,-88.1666666667,0.119057245,-0.2003153845,3.7272727273000004,3.0,3.375,2.375,2.7857142857,2112.0277777778,1.0,9.0,5257.4166666667,-0.1208462331,0.16963639730000002,-18.0,-20.0,-22.0,-26.0,-26.0,0.8426674881999999,0.1591469161
s380,0.8343408784,0.19091722200000005,1.6119071259000002,1.85,-503.275862069,-0.033333333300000004,625.0,-1035.88,-0.1666666667,268.0,0.0689635381,0.4236139935,-1.0951488163,-0.2823352088,4.1276616857,2.0604678446999998,-0.6187191075999999,0.9042705606999999,-0.0054166889,-0.0012319565000000002,-0.0064257813,-12.0,-14.0,-15.0,9.0,9.0,13.0,19.0,56.0,4.4930013165,0.27285555829999997,1.3091627427,0.1666666667,-0.8333333333,12.041666666700001,-0.0208333333,1.0,-0.0038333333,-3.9583333332999997,9.9583333333,0.106779661,1.0,0.0024222994000000003,-5.2831325301,-12.0,11.0,0.2367869128,-1.0420581655,7.5,6.5,1.9273945454,1.3877018778,-0.4998606753,-0.0944575595,0.1388888889,5.0,15.0,6.0,17.0,25.0,27.0,27.0,35.0,33.0,22.0,5.0,15.0,5.0,5.0,24.0,-0.8226871091,0.6027003179,-0.4346942402,-0.23112146879999998,0.8175287356000001,2.3515444001,1.5628008049000002,33.3333333333,-44.4444444444,-14.8148148148,4.4,2.6666666667000003,35.0,29.0,35.0,22.0,26.0,38.0,0.9142857143,33.0,168.0,10.0,-15.0,15.0,0.7169265747,0.001101299,0.6999206543000001,0.0010039147,0.5,-0.0015811388,-0.0015811388,-0.009797959,3.0,5.666666666699999,,,,,,,45.0,,,0.6006494850999999,16.0,1.8280654809999999,1.9374838859,0.7507334292000001,0.403758835,0.7272727273,0.3636363636,0.3636363636,0.9090909091,126.0,0.0,0.0,0.5555555556,0.11111111109999999,3.2189388244,1.8288442399,-1.1119907434,-0.04326697980000001,-0.0009699596,4.2674503969,1.2678510776,-1.2771038909,0.17467497610000002,259.0,5.7,5.6,-277.3333333333,2.6595924171000003,0.2863911369,1.3077873906,-203.3333333333,-224.6666666667,2.9015353917,0.192980244,1.9870821925,21.3333333333,16.3,3.0430332142000003,2.0081506256,-0.9363136256999999,-0.0838449146,7.0,7.0,6.0,2.0,7.0,-42.0,0.2179404634,0.0984019003,2.3821867975,2.044952715,-11.5,-1.0543149152,-0.3776024240000001,4.5454545455,2.2222222222,4.0,1.5,2.6428571429,2239.4895833333,9.0,7.0,7034.25,0.2172438292,0.0451204353,-13.0,-10.0,-15.0,-16.0,-17.0,0.8429855481,0.3609633845
s383,1.2931668088,0.3470913806,1.4015443219,2.3,-618.625,-0.2,515.0,-1106.2272727273,-0.2666666667,350.0,0.1730815795,0.4853102101,0.5268977767,0.9336808545999999,4.8878657861,2.2193284515,0.9371090511,0.7692918267000001,-0.0040698044,-0.0046230469,-0.0090351563,-14.0,-18.0,-18.0,8.0,6.0,12.0,18.0,41.0,4.903882010299999,0.3324102553,1.7755990947,0.6666666667000001,-0.33333333330000003,10.1666666667,1.804112415e-16,2.0,-0.008333333299999999,-3.4166666667000003,10.6666666667,0.0190140845,2.0,-0.008281690100000001,-2.2112676056000002,-11.0,15.0,-0.0245476292,-1.2127317201999999,10.3,8.8,2.0342643905,1.6437847847,-0.6895241389,-0.3927790649,0.2777777778,14.0,16.0,13.0,14.0,25.0,26.0,27.0,24.0,28.0,19.0,12.0,13.0,15.0,9.0,26.0,2.3646398613,2.1624796375999997,1.393732715,-0.3155876881,0.9767441859999999,3.3332248005,2.2098608999000002,38.8888888889,-33.3333333333,-29.6296296296,5.4,2.3333333333,25.0,23.0,22.0,20.0,24.0,39.0,0.8285714286,24.0,114.0,7.0,-17.0,15.0,0.7467205048000001,0.0007761008,0.95,0.0012691967999999998,0.6944444444,-0.009797959,-0.0256124969,-0.0256124969,2.0,4.4,-411.1666666667,2.7260304861,0.29427639650000004,2.4376478224,30.0,285.5,45.0,-3.407818445,6.5293562625,,13.0,2.1730618179,2.3129902866,-0.2291303818,0.0075838848,0.45454545450000006,0.5454545454999999,0.9090909091,1.0,118.0,0.11111111109999999,0.44444444439999997,0.5555555556,0.11111111109999999,3.1862005949000003,1.8395056168000001,1.1300269949,0.9550061591,0.0482522591,3.9208742483999997,1.4882689862,-0.0739188773,0.2601763877,359.5,5.4,4.3,-339.6666666667,3.518437739,0.3557869845,3.3177230306,-304.8333333333,-337.8333333333,4.190213980299999,0.33125419500000003,2.0689613803,33.0,41.7541666667,3.1581243514999997,1.9085973746,-1.2885876289,-0.0767602065,7.0,6.0,6.0,1.0,2.0,-40.0,-0.30869586860000003,0.1510747413,2.5266471379,1.9078005483000002,5.666666666699999,-0.3573486389,-0.29701933480000003,3.6363636364,2.2222222222,4.0,2.0,2.7142857143,2725.1458333333,-0.0,7.0,5323.5833333333,-0.5360682410000001,1.7560413866,-20.0,-18.0,-25.0,-16.0,-20.0,0.5720711465999999,0.3876208893
s388,,,,,-1590.6111111111,-0.4,649.0,-824.6428571429,-0.5333333333,432.0,-0.4477449467,0.0048168725,-1.1479551447,0.0123861004,3.3414496095999997,1.7282814622999998,0.34931215979999997,0.3763608093,-3.26059e-05,-0.0005781841000000001,-0.0036962890999999998,-9.0,-14.0,-15.0,9.0,9.0,14.0,17.0,49.0,2.373273623,0.27198803039999997,1.1711776731,0.6666666667000001,-0.33333333330000003,19.5833333333,-0.033333333300000004,1.0,0.0006666667,-0.75,18.1666666667,-0.1030528895,2.0,-0.0010361446,-1.1389626302,-12.0,19.0,0.07393782360000001,-1.11979426,10.4,9.8,0.9839178422,2.1304477206,-0.1351311735,0.4280292306,0.3888888889,9.0,17.0,7.0,16.0,22.0,23.0,25.0,28.0,26.0,19.0,9.0,15.0,17.0,24.0,31.0,-3.7320936682999997,0.3293549214,-0.40252954399999996,1.2747324094,0.9523809524,2.4464826646,2.4027555776,38.8888888889,-33.3333333333,-40.740740740700005,3.8,3.0,22.0,21.0,26.0,20.0,25.0,53.0,0.8571428570999999,30.0,131.0,6.0,-20.0,25.0,0.6615714073,0.0012181689999999998,0.7209503173999999,0.0016159401999999998,0.7222222222,-0.009797959,-0.0256124969,-0.06403124240000001,3.0,4.4666666667,-269.6666666667,2.8021440682,0.29683230380000003,1.5514019283000002,25.5,43.5,41.0,,,0.37269766039999996,8.0,1.5466550615,2.3900301909,-0.5202991149,-0.0004594399,0.8181818181999999,0.6363636364,0.7000000000000001,0.9090909091,117.0,0.22222222219999999,0.5555555556,0.5555555556,0.8888888889000001,2.2932032567,1.7086522429,-1.0645069293,0.0135299447,0.0408359633,2.5490703938,1.2445465426,-0.20376133489999998,0.0970342373,406.5,6.2,3.9,-316.6666666667,2.7679600840000003,0.2820706275,1.3281440833,-339.75,-269.3333333333,2.0912521121000003,0.109206084,2.0342360834,-70.4166666667,100.9555555556,2.82566744,2.2708470313,-1.4032967721,-0.1385240366,6.0,5.0,6.0,4.0,7.0,-38.0,-0.1806331464,0.053595681000000006,1.3818494612999999,1.4355863615,50.6666666667,0.0115548884,-0.0157366915,3.1818181818,2.2222222222,4.5,2.75,3.6428571429,1920.2681818182,-16.0,4.0,1709.5833333332998,-0.9628554193,0.8758440423,-16.0,-19.0,-22.0,-26.0,-40.0,0.8254654633,0.4278345708
s391,0.7547249823000001,0.2381906778,1.3420737731999999,1.95,-758.7777777778,-0.4,635.0,-1576.8333333332998,-0.2,800.0,0.22744574609999998,0.8633290974000001,-1.0519436498999999,-0.5585377788,3.7661597185000004,2.301908482,-0.239857108,0.7784736942,-0.0011180999,-0.00018023869999999999,-0.0094941406,-14.0,-19.0,-22.0,12.0,9.0,16.0,24.0,39.0,2.9987392275,0.2525016216,1.6065580315,0.33333333330000003,-0.33333333330000003,5.916666666699999,0.0916666667,3.0,-0.0076666667000000015,-1.1666666667,6.666666666699999,0.16090225560000002,3.0,-0.0081879699,-1.4360902256,-11.0,13.0,0.1632417279,-0.7313709064,7.2,6.3,2.1093110461,1.5699292811,-0.9549814987,-0.0825972782,0.75,18.0,26.0,6.0,14.0,26.0,23.0,26.0,28.0,25.0,13.0,14.0,17.0,5.0,7.0,27.0,-0.8264956750000001,0.8328940843000001,-0.8114765519,0.6580276987,0.8666666667,2.8980563605,3.3138804799,27.7777777778,-55.5555555556,-44.4444444444,3.8,2.6666666667000003,28.0,33.0,14.0,19.0,12.0,48.0,0.7714285714,29.0,172.0,7.0,-17.0,15.0,0.611741066,0.00153205,0.852734375,0.0027356025,0.5277777778,-0.0038729833,-0.0038729833,-0.009797959,2.0,4.3333333333,-230.6666666667,2.4665098342,0.33834754340000006,1.3127144613,57.5,-3.5,45.0,4.4642132432,-3.6385370182999996,0.4218254824,7.0,1.4808173588999998,1.7721040686000002,-0.2170539838,0.0581100937,0.75,0.7272727273,0.8181818181999999,0.5,137.0,0.44444444439999997,0.44444444439999997,0.44444444439999997,0.22222222219999999,3.1811134908999996,1.6540859958,0.3696542017,0.7687983122000001,0.04677238139999999,2.9018919809,1.0405456298,-0.5654632879,-0.0188232511,254.0,5.7,5.7,-268.3333333333,2.6329572241999997,0.33411490720000003,1.131866744,-244.9166666667,-257.6666666667,2.0042955414,0.2720849596,1.3511068494,12.75,-0.3416666667,3.4739590369,2.2405176702,-2.2226655561,-0.5789580216,7.0,6.0,3.0,1.0,5.0,-49.0,0.0924315115,0.006613730700000001,1.1843516608,1.5215912535,4.3333333333,-0.8599294745,-0.12735606859999998,4.3636363636,4.7777777778,1.875,2.375,3.5714285714000003,1649.3487654321,-30.0,7.0,2853.5833333333003,-1.5978231019,2.391053741,-12.0,-12.0,-34.0,-13.0,-24.0,0.8411343971999999,0.2452447918
s396,1.8364680009999999,0.26040653420000004,1.4718350935,2.6,-735.75,-0.33333333330000003,861.0,-1772.1111111111,-0.4,512.0,-0.6459647414,-0.0455146104,-2.0665532784000002,-0.18033031719999998,3.00547405,1.2526895597,-1.6034491869999998,0.287308652,-6.98187e-05,-0.00034709169999999997,-0.0009487305,-14.0,-17.0,-19.0,6.0,5.0,8.0,14.0,53.0,5.0881832256,0.3310417154,1.1069114483,1.0,-0.0,15.541666666700001,0.07083333330000001,1.0,-0.0025,-6.875,15.25,0.0323559151,2.0,-0.0046620828999999996,-8.434479272,-11.0,12.0,0.196454577,-0.9267250347,7.5,7.9,2.658209111,1.7037426536000002,-1.4366916613999998,-0.49461269,0.75,17.0,26.0,10.0,17.0,25.0,20.0,25.0,26.0,16.0,15.0,10.0,14.0,15.0,12.0,24.0,-4.0847156583999995,-0.27538017789999997,-0.9851085203,-0.39497936590000005,0.9886363636,4.9725912769,1.5322923854,33.3333333333,-33.3333333333,-29.6296296296,3.6,5.3333333333,29.0,11.0,22.0,21.0,27.0,33.0,0.8,33.0,227.0,7.0,-16.0,16.0,0.6617970467000001,0.0010536449000000002,0.9157783508,0.0015903074,0.5277777778,-0.0006324555,-0.0006324555,-0.0015811388,2.0,3.8666666667,-385.1666666667,2.4337848524,0.2855523769,1.2790767858,-25.5,167.5,45.0,-85.9247977932,92.5840250409,0.31911585740000004,18.0,1.5774171096,1.5259598400999999,-0.5154109471,-0.0432625794,0.5454545454999999,0.6363636364,0.5454545454999999,0.9090909091,113.0,0.44444444439999997,0.33333333330000003,0.44444444439999997,0.33333333330000003,4.65779317,1.1702442070999999,-2.3633130161,0.16281697820000002,0.1062456914,4.3760382605000006,1.5203969838,-1.2496141752,-0.07695716500000001,297.0,6.9,5.2,-280.6666666667,3.2058375842,0.3144828722,1.489476455,-332.9166666667,-323.3333333333,2.7436028922,0.3003507555,0.9210727833,-9.5833333333,-26.1444444444,3.119209052,1.5402673469,-0.6064890049,-0.128768291,5.0,6.0,6.0,1.0,3.0,-30.0,-0.2479130054,0.0045139331,2.2431036044,1.5285402391,33.6666666667,0.2553588163,0.08738717130000001,4.6363636364000005,2.6666666667000003,3.25,1.75,2.0714285714,1948.5277777777999,-8.0,9.0,3139.1666666666997,-3.9520917152,2.1247413009000002,-11.0,-12.0,-23.0,-17.0,-25.0,0.7420686631000001,0.4982350235
s397,1.3094701015,0.311460711,1.9294357916,4.85,-372.3913043478,-0.23333333329999997,461.0,-907.55,-0.33333333330000003,358.0,1.0830052634,0.43472652689999997,-0.5215502599,0.1497296663,3.5883751109,1.6649194643,1.1227150589,1.1748744353,-0.0001779466,-0.00030697250000000004,-0.0030390625,-14.0,-15.0,-22.0,6.0,7.0,10.0,17.0,42.0,2.7003056324,0.2274635344,1.6086376877000002,0.6666666667000001,-0.33333333330000003,12.958333333299999,-0.0458333333,1.0,0.0015,-2.0416666667,8.25,0.1296099291,2.0,-0.005517730500000001,-0.9627659573999999,-11.0,11.0,-0.026128266,-0.9177781838,8.7,8.8,2.3335027492,1.9743249885,-0.1536225331,0.14097055020000002,0.6944444444,11.0,16.0,6.0,11.0,18.0,19.0,20.0,26.0,21.0,13.0,13.0,12.0,12.0,9.0,25.0,-0.5464332922999999,1.0697393388,-0.0527802701,0.09748185039999999,0.9886363636,2.8511616004,2.8787583639000003,27.7777777778,-11.1111111111,-29.6296296296,4.8,5.0,21.0,15.0,26.0,22.0,20.0,40.0,0.8571428570999999,18.0,137.0,7.0,-18.0,18.0,0.7495000839,0.001657332,0.9989257812,0.0024562902,0.6944444444,-0.0015811388,-0.0006324555,-0.0006324555,3.0,3.8,-212.3333333333,3.4013065713999997,0.2395022029,1.9951466482,11.5,163.0,46.0,-0.5295364532,5.0787870219,0.4161449345,12.0,1.8293881021,2.4036278599000003,-0.1099296491,-0.1885258211,0.0,0.0909090909,0.0,0.0,80.0,0.11111111109999999,0.5555555556,0.5555555556,0.11111111109999999,4.0788454304,2.1380626487,-1.2833393737,0.0891120323,0.054898443899999996,3.5549650911,1.2446113792,-0.9885665314,0.0430472865,,7.2,5.8,-245.6666666667,5.858658621699999,0.3664361383,4.2482792797,-173.8333333333,-214.0,4.0796864074,0.3022034897,2.1123158014,40.1666666667,-2.6194444444,2.1234829201,1.893173651,-0.4787605815,0.1363311001,5.0,6.0,6.0,2.0,4.0,-38.0,-0.9276722383,-0.2937239015,3.1374146986,1.8267503512999999,-20.1666666667,-0.14244490510000002,0.1843725244,3.7272727273000004,3.1111111111,4.0,2.75,2.7142857143,1603.8583333333,-9.0,7.0,3481.0833333333003,-0.48055169659999997,0.30870143969999997,-21.0,-18.0,-22.0,-25.0,-23.0,0.1758628129,0.417625875
