,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s285,1.0213186474,0.26285744699999997,1.280604023,1.85,23.2,0.1666666667,15.4,0.1666666667,-0.6287009729999999,-1.0573691127,4.8276831206,0.4623173154,2.8158057239,0.1670450733,-5.805473066064888,-5.210266142053934,1.6411983366,,2.2442926377,0.6666666667000001,0.0,11.75,0.033333333300000004,2.0,-0.003,-1.75,18.75,0.2416666667,2.0,0.003,-3.2142857143,-0.17157823100000003,0.7331566681999999,6.1,5.3,1.226259305,0.5336485809,1.6177826348000002,-0.8240534947,0.055555555599999994,-2.3666168144,-1.3675805598,-0.2327949135,2.6871330603,1.4992195547,0.0949636884,1.8866847459,,3.3153561287,177.0,8.0,0.7300182343000001,0.0013440289000000002,0.7433322906000001,0.0014796676,0.7777777778,-2.067339257049917,,,-0.7507255020000001,1.3929770981,0.4679722438,2.0121691622,-0.44804807869999996,,,,,,,,0.6586843165999999,9.0,0.5038560411,0.0528343432,1.7933867142,0.2976486497,1.7452802854,-0.21933947199999998,358.5,6.0,5.3,237.5,2.8538586933000003,0.1816037319,,245.1666666667,320.3333333333,3.1536468905,0.3128156506,2.5364832802,75.1666666667,11.08160299,2.7344975801999998,0.38018749380000005,,-1.1856476812999999,3319.3037037036997,7.0,7.0,4148.25,-0.5714450650999999,0.7428275209999999,-0.2217341687,0.8377817513,0.6604157922999999
s286,,,,,25.695652173899997,0.23333333329999997,18.8260869565,0.23333333329999997,-0.9195640833,-0.7478450600000001,3.5823802912000002,0.3891922304,2.6293923543,-0.2966784463,-9.91046785828356,-9.118111297542196,2.2739116964,0.34383500409999995,1.2341046987,0.5,0.33333333330000003,7.625,0.1958333333,2.0,-0.0001666667,-3.4583333332999997,6.5,0.0557356608,2.0,-0.011927680800000002,-4.3732335827,-0.0796617916,0.7616849481999999,7.0,5.4,0.6807244155000001,0.4477196735,1.8098556747,-0.0928628274,0.5,-0.9597010537999999,-0.5620253190000001,-0.8486696147,2.2841016937000003,1.4946709347,0.0749251132,2.0480364094,-0.7017421781000001,4.5619233948,131.0,4.0,0.5485244751,0.0016216417,0.5,,0.3888888889,-5.553730190361736,-4.609202534990781,-6.449609932071973,-1.4106092986,1.4432728946000002,0.5576991484,1.4472501247,-0.3448663282,,,,,,,-14.060070250999999,0.5254265695,3.0,0.3840399002,0.0415772222,2.1926834191999998,0.2902528485,2.1875007103,-0.2312253043,397.0,5.4,4.3,335.5,2.0653460375,0.3638442728,0.8603723896228039,259.3333333333,288.0,2.3212358511,0.3395198849,1.9955726872,28.6666666667,,2.5637711541,0.4657140349,2.0047618038999997,-1.0271538626999999,3297.3916666666996,8.0,2.0,3984.4166666666997,-0.5683567185,-0.0680610487,-0.43483408479999996,0.8529540904999999,0.35773059020000003
s290,1.3638205528999998,0.2349743164,1.1189324438,1.3,61.923076923100005,0.5666666667,21.411764705899998,0.43333333329999996,-0.21211495449999998,-0.436196027,2.7188872016000003,0.31019531770000003,1.7265237416,-1.0517130175,-5.662776673029508,-8.270521021763368,3.2304867470999996,0.2812106807,1.5166133959,0.1666666667,0.6666666667000001,11.416666666700001,0.15,1.0,-0.005,-2.6666666667000003,7.916666666699999,0.24780884809999998,2.0,-0.0106252087,-1.4307178631,0.15544215779999998,0.35072618180000004,6.4,4.9,0.5979790365000001,0.4111019432,1.4252541147,,0.055555555599999994,-1.6770272639,0.1811984752,-0.256142756,2.8129842727999996,1.4619199985,0.0200262998,1.7463793523,-1.4100946559,2.1640450968000002,96.0,10.0,0.6764450073,0.0017479510000000002,0.8079563141,0.0022566206,0.5277777778,-4.625581180301964,-3.6646748864517766,,-0.9891981534,1.7154812722,0.3937937254,1.7735850099,0.2366085544,,,,,,,10.6172051464,0.3434520414,1.0,,,1.1100076041,0.3144128389,1.6608432943,0.1639184015,350.0,6.7,5.2,,,,,319.0833333333,251.8333333333,1.8779122797999999,,1.7669016380000002,-67.25,-21.595159235700002,2.0902522888,0.29018353129999996,1.5096043593000001,-1.6890485094999999,1255.6228349673,23.0,7.0,2215.0833333333,-1.0980056806,0.4012291180000001,-1.0134091613,0.6833190498,0.5656568138
s291,0.6328630828,0.0298506438,2.0594793718,1.55,17.821428571400002,0.0666666667,9.8076923077,0.1333333333,-0.7135646892,-1.7372666841000002,3.2592360989,0.4553067578,1.6797609247,-0.36492009119999996,-7.113541715339184,-5.43200920632923,1.8174714940999999,0.2893406294,1.8086690174,1.0,0.0,6.208333333300001,0.12916666670000002,3.0,-0.0075000000000000015,-1.4583333333,8.5416666667,0.1831648129,3.0,-0.010051365,-2.5202224469,0.0751174973,0.8132746183,5.4,7.3,0.4868108134,0.2157298373,2.090444729,-0.1093326011,0.19444444440000003,-2.1209318141,-2.3642797571000003,-0.9640691781,2.5149008205000003,1.3387427955,0.0759660707,2.3046974181,-0.8075379761,4.3503317988,140.0,6.0,0.8475082397,0.0016766198,0.996484375,0.001584192,0.75,-4.625581180301964,-2.7483841522350163,-3.6646748864517766,-0.9483123913,1.587772975,0.558286097,1.8559656257,-0.41563886969999997,397.3333333333,2.6918908849000003,0.34730680140000003,1.3164270046,74.5,90.0,,0.6779185027,6.0,0.4761904762,0.0366930559,1.7051563938,,1.4622879016,-0.4655605926,464.0,5.9,4.8,,,,,293.3333333333,302.5,1.9691200675999998,0.371982595,1.1827375579000001,9.1666666667,-5.8135788262,2.7571616195999997,0.373842479,2.2080969407,-0.10671818710000001,2469.1916666667003,1.0,8.0,4629.3636363636,,,,0.21506010379999999,0.1886160737
s293,1.0920538517,0.2861815125,1.6575214058,2.65,29.25,0.33333333330000003,21.8421052632,0.3666666667,-0.9270021626,-0.3767073511,4.3368461753,0.28917131300000004,2.5981269726000003,-1.2842695704,-9.010854469012648,-6.342691728516871,5.0922993476,0.2690349258,1.6139727661,0.8333333333,0.1666666667,10.125,-0.1375,2.0,-0.0105,-5.2083333333,15.833333333299999,0.06951896390000001,2.0,-0.0061017576,-1.6341350601,0.1041282565,0.8346826987,7.4,6.5,2.6518003547,0.397390994,1.9505409744,-0.7864436239,0.8611111111,-2.6669175877,-1.399001977,0.3298219498,4.6604910377,3.2474405989,0.2555968191,1.4288742555,-1.1195720593,3.7262636324,219.0,7.0,0.7524780273,0.0010347609,0.9091598511,0.0011956102,0.6388888889000001,-6.449609932071973,-8.511264302067357,-7.365900695568905,-1.6491757789,2.4360508717,0.48696719270000005,1.5251685287,-0.146989411,370.8333333333,2.7802693375,0.3256770049,1.1623759511,36.0,41.0,15.2669196491,0.3914615082,15.0,0.6212871287,0.1183174285,4.3611063605,0.2981589518,1.6914354681000001,-0.41506258240000005,315.0,5.9,7.1,282.6666666667,4.2476224332,0.3045647761,0.509825320669625,262.5,253.8333333333,2.0536597345,,2.0183564755,-8.6666666667,44.9875,3.6493758248000003,0.35339630270000005,2.0299509446,-1.2641047948,1947.1666666667002,-6.0,9.0,6231.083333333299,0.6727960906,0.6627603047999999,1.0456996459,0.9203562909999999,0.4124631911
s294,1.2507038394,0.26803077350000004,1.0453563719,1.8,27.0,0.23333333329999997,30.0,0.43333333329999996,-0.8389582562000001,-0.8452542056000001,3.5024143163,0.3239227898,1.8515919528,-2.2870985753,-5.486975026113151,-4.82132300451433,4.494386978500001,0.2657955334,1.3555134524,0.33333333330000003,0.33333333330000003,10.5833333333,0.0416666667,2.0,-0.0033333333,-2.25,13.875,0.0239401496,1.0,-0.0039975062000000006,-5.6450540316,-0.1705116855,0.6577499262000001,8.3,6.9,2.5138723675,0.3542104575,1.693909391,-0.34009359200000006,0.1388888889,1.0797298275,3.4380657420999996,0.0,5.320134937200001,4.107433586,0.2461686132,1.3059383133,-1.0170844173,3.9312389163,223.0,8.0,0.7423341751000001,0.0010935314,0.6980741501000001,0.0010783608,0.6388888889000001,-3.6646748864517766,-2.7483841522350163,-3.6646748864517766,-1.6862401121,1.7328736053,0.3974772893,1.4024388462000001,-0.5407569805,342.1666666667,3.1413871345,0.33973035560000003,1.2460382628,28.5,13.0,-11.6762827917,0.4087249924,12.0,0.4083129584,0.0633472348,3.0640151962,0.287688475,1.159556355,-0.8269009281,292.0,5.8,6.7,259.1666666667,2.8760433344000003,0.33623092649999997,0.5551756456483727,215.6666666667,205.8333333333,3.1003948639999996,0.30633796760000004,1.5488635715,-9.8333333333,2.3325406758000002,2.7752312926,0.31524027579999997,2.067531549,-1.4849652063,1423.2121212120999,12.0,10.0,2061.8333333333,-0.7569868667,0.17840741149999997,-0.7638698226999999,0.8415547079000001,0.3477816307
s295,1.2989144513,0.2414391538,1.1845939042,1.7000000000000002,36.526315789499996,0.3666666667,36.3888888889,0.4,-0.2677164829,-0.053510160999999994,2.411480643,,2.7032844534,-0.8026946020000001,-6.189333801384488,-3.4567064774340404,1.8212560105000002,0.1724896612,1.9036301938,0.5,0.1666666667,16.375,0.12916666670000002,0.0,-0.0031666666999999996,-1.7916666666999999,15.333333333299999,0.2767605634,1.0,0.0007042254,-4.338028168999999,-0.17353555280000002,0.6769979520999999,6.9,5.2,0.9224681396,0.4378038178,1.5449399276,-0.5375154306000001,0.22222222219999999,-3.4739414425999997,-1.9737334729,-0.1364446349,1.956131737,1.0276891841,0.1400824577,1.471611077,-0.7742705470000001,2.3578969031,148.0,7.0,0.7039533615000001,0.0010890973,0.7589918137,0.001165779,0.5277777778,-4.625581180301964,-3.6646748864517766,-4.609202534990781,-1.6678313846000001,1.1349349293000002,0.36360408270000005,1.6291983483,-0.2393749505,298.6666666667,1.9342027393,0.2968837868,1.3892901674,-14.0,50.0,-9.9986154274,0.448377728,6.0,0.3673469388,0.0095626474,2.4575807049000002,0.2696916434,1.6288923353,-0.7537136056,368.0,5.6,3.9,253.6666666667,2.6674442676,0.3100130772,0.5335686507878651,274.5,246.1666666667,1.6218999768,,2.3814811313,-28.3333333333,5.6941058188,,,,,2463.8333333333,-9.0,7.0,4645.2,,,,0.5966857211000001,0.1786433984
s297,0.9634170115999999,0.1096322425,1.9480097563,2.25,8.785714285700001,0.0666666667,6.9,0.0,-0.3601802751,-0.3998455425,3.9842182461,0.331979262,2.6219048186,-2.0787838244,-6.533944112387798,-9.17866633269852,4.1899089156,0.32250627930000003,1.4421559218,0.6666666667000001,0.1666666667,12.833333333299999,0.033333333300000004,0.0,-0.0006666667,-0.75,5.0416666667,-0.0031802478999999996,0.0,0.0001564723,0.0396260923,0.1873569638,1.0306676384,8.5,8.0,1.9519090475999998,0.6087383815,1.5034093037,-1.2913245836,0.8888888889000001,-3.6539059032999996,-1.4318120174000002,0.42071093789999997,4.4787130615,2.1565549856,0.1995921511,1.9328914684,-0.7017421781000001,4.5619233948,229.0,7.0,0.7702789307,0.0015742123,0.8066543579000001,0.0019333463,0.5277777778,-7.365900695568905,-8.511264302067357,-7.365900695568905,-0.8761399267000001,1.9050647527000002,0.4317285561,2.1912130727,-0.1471464254,254.1666666667,2.9145649106,0.3673161997,1.2079995156,-1.0,120.0,0.7798380077,0.5655629597999999,7.0,0.5075376884,0.0103230963,2.6507511865,0.3308007275,1.1460271249,-1.2576444036,470.0,6.0,5.6,314.1666666667,4.8253220823000005,0.31061977290000004,0.5406136043655282,247.6666666667,339.0,2.7248332933999997,0.34500928610000003,1.3582282485,91.3333333333,90.804859335,3.0266984118,0.39235035240000005,1.9353100275,-1.5691722031,1602.9545454545,-4.0,11.0,4250.4545454545005,-0.07625485180000001,-0.6571066085,0.20569476739999998,0.3817240736,0.2038620603
s301,0.6515505913,0.12374877179999999,1.7384013956,1.45,32.0833333333,0.2,36.476190476199996,0.30000000000000004,-0.8943906484999999,-0.9313074833,3.4483474164,0.3915713465,1.444034865,-2.1277634030000003,-7.595281287971204,-8.630301421025385,4.8792730419999994,0.2167681878,1.6650599030000002,0.6666666667000001,0.0,5.416666666699999,0.225,3.0,-0.008,-3.1666666667000003,8.875,0.221005291,3.0,-0.0088402116,-2.1899470899,,0.6236887960999999,6.5,4.3,2.5264042274,0.4585737423,1.6003198252000002,0.0923239902,0.22222222219999999,-0.7641192109999999,-0.2598485298,0.0,5.320134937200001,4.4038610674,0.1440758996,3.3355007432,-0.9575666758,4.0502743994,155.0,8.0,0.886328125,0.0007751817,0.9,0.0010083544,0.6388888889000001,-5.553730190361736,-3.6646748864517766,-3.6646748864517766,-0.9313008920999999,1.8623909445,0.33901759859999997,1.3810671443,-0.6579522737,272.8333333333,3.1957785918,0.3261275273,1.3432264459,2.0,49.5,21.852084137600002,0.3341647071,6.0,0.3651960784,-0.0050770152,4.9620084185,0.3342948961,1.5973455341999998,-0.5056556521,288.0,5.3,4.7,209.3333333333,3.4209793537,0.4080426794,0.7623069935913818,222.1666666667,215.5,2.8871340656,0.35089910500000004,1.7061015907,-6.666666666699999,152.8900797607,3.4671135825999997,0.33500389820000004,1.4415664939,-1.0852679533,2113.925,17.0,5.0,3427.0,-0.1952200907,0.35813043340000006,0.0521271304,0.8556654589,0.28948307079999996
s303,0.7469141637000001,0.0092589521,1.4812407297,1.3,29.380952381,0.30000000000000004,16.363636363599998,0.2666666667,-0.5582680824,-1.2175758138,3.4238083377999997,0.3292550087,1.6931172806,-1.3265768366,-8.458990323208697,-5.6894448415099035,2.2335422625,0.29497787649999996,1.3455164628999998,0.1666666667,0.5,5.416666666699999,-0.008333333299999999,0.0,-0.0013333332999999998,-0.8333333333,11.125,0.0845070423,1.0,-0.0011267606,-2.0774647887,0.0630460449,0.1468038455,11.1,7.2,1.5168131294999998,0.5143515893,2.1301259615,-0.22481177019999998,0.5833333333,-1.0700987808,1.3640963888,-0.14226252420000002,3.3527661372,2.1391855179,0.0118048604,2.1404308711,-1.2816924151,1.907240615,108.0,7.0,0.6493050575,0.0025105014,0.8467735290999999,0.0028174095,0.75,-3.6869826661541367,-4.609202534990781,-3.6646748864517766,-1.0438362351000001,1.5230483034,0.3945614245,1.2836554745,-1.0386676822,,,,,,,-2.6298538247,0.4750307546,5.0,0.3115577889,0.034885665100000005,2.5837860974,0.3344249743,1.2723727462,-0.5007282376000001,354.0,7.8,5.7,,,,,,,,,,,,1.237333652,,2.2603843606,-0.5061746189999999,1402.9091630592002,23.0,7.0,1820.9090909091,,,,0.9467385392,0.2368048757
s305,1.963827429,0.2112930783,1.6005980912000002,2.75,36.5,0.33333333330000003,30.4210526316,0.3666666667,-0.0431036624,-0.6364342443000001,1.5043562999000002,,1.8449224774000001,-0.2640507348,-7.389451642584762,-5.203112610482417,2.3220471794999997,0.27313836199999997,1.6512511719,0.6666666667000001,0.1666666667,8.4583333333,0.08750000000000001,1.0,0.0005,-4.5416666667,9.625,-0.0334586466,1.0,0.00027819549999999997,-3.0695488722000004,0.14982966779999998,1.2785032253,6.6,7.7,2.0375701622,0.5875405029,1.4266142181,-0.6640867028999999,0.19444444440000003,-1.9053596927,-1.9334070867,-0.5638194763000001,3.4283377134,2.2203915804,0.26170664920000003,2.6843993539,-1.1195720593,3.7262636324,151.0,8.0,0.8549575806,0.0022981446,0.9,0.0027954089,0.6944444444,,-2.067339257049917,-1.8444397271102144,-0.3766937188,1.3492737531,0.4217871911,1.7405589575,-0.0091263145,244.5,3.8794931857,0.3217978159,1.3044031806999998,39.0,31.0,5.0439239079,0.6391998429,8.0,0.2911392405,0.0798086105,3.8943269418,0.283753653,1.6038635763999998,-1.0027552468,350.0,7.4,6.2,283.1666666667,2.618923899,0.3918417178,0.9343632953549604,268.6666666667,364.8333333333,2.5332371016999997,0.29939041239999997,1.5998013318000002,96.1666666667,6.2030075188,2.4475276894999998,0.3092881307,1.7611012248,-1.2748699072,1185.5070887446,36.0,6.0,1878.5833333332998,0.1916631687,-0.5518219630000001,-0.3211570514,0.9168902906999999,0.3214755962
s307,0.7679839779000001,0.0431026205,1.4479123468000001,1.55,50.6666666667,0.5,27.9047619048,0.30000000000000004,-0.242122761,-0.8654396092000001,3.4429406341,0.3789388389,1.8598247152,-0.4767697238,-8.7285718463263,-3.7666034800089214,4.4134165917,0.2621022252,1.3628656380000002,0.33333333330000003,0.33333333330000003,13.291666666700001,0.0375,2.0,-0.0075000000000000015,-2.2916666667,14.083333333299999,0.2065142364,3.0,-0.0092234685,-6.0925366695,-0.5050411183,0.6135273272999999,8.8,7.0,1.6034640792,0.34129915520000004,1.5922381518000002,-0.9387626258,0.2777777778,-1.3693153832,0.3685187464,-0.23315151239999998,3.5345441135000004,2.8069449969,0.06197469200000001,2.4130706461,-1.0170844173,3.9312389163,206.0,7.0,0.7347021103,0.0013230094,0.996875,0.0022656717999999998,0.6388888889000001,-1.8444397271102144,-2.7483841522350163,-2.7483841522350163,-1.4855449612,2.2366726975,0.42703195229999996,1.31711569,-0.0642909228,292.0,2.8671069443,0.29383108080000003,1.2587760609,51.0,40.0,2.2399541553,0.4597755545,11.0,0.29802955670000003,0.0160701958,3.3439477931,0.2614061109,1.2250316487000001,-1.1927071133,295.0,5.1,4.1,299.0,3.7180221591,0.36754935969999997,0.19039810648250127,241.6666666667,244.0,3.5608771836,,3.1488097512,2.3333333333,34.656573607199995,3.0711657333,0.2966854175,1.6958759926,-1.0112889853,1881.3583333333,8.0,7.0,3203.0833333333003,0.4828356767,0.2202870052,0.1819886841,0.5661229983,0.3847239191
s309,0.8362481843,0.0081509133,1.8885924182,1.85,39.2380952381,0.30000000000000004,28.0,0.4,-0.6869651008000001,-1.3843823413,2.5044027140000003,0.3837429871,1.5148252584000002,-0.19804997010000003,-8.2938428614822,-7.963243425107441,3.2094705651999997,0.3509611959,1.209325085,0.6666666667000001,0.1666666667,13.958333333299999,-0.0291666667,2.0,-0.008833333300000001,-4.375,15.5,-0.0970588235,2.0,-0.0113529412,,0.3173312336,0.7661938214,8.1,8.6,1.2134580651,0.4999796174,1.6188476953,-1.4568547556,0.75,-1.6516297734,0.9433392088,0.4181320954,4.4838707464,1.7901104637,0.0115093878,2.1356269884,-0.9471233901999999,2.4009409867,97.0,7.0,0.6070014,0.0020017531,0.8753829956,0.0022072183,0.8611111111,-7.365900695568905,-6.449609932071973,-6.449609932071973,-0.7357490715,1.0442419224,0.5146524895,2.253128032,-0.6681271385,442.5,1.332338264,,2.3230762475,1.0,35.5,,0.35847886939999996,7.0,0.4314381271,0.043345370300000005,3.1632403922,0.33176643769999997,1.5240098106,-1.6962051135,424.0,7.6,4.9,238.3333333333,2.9711881029,0.401601211,0.6495822569175594,338.75,,2.42747022,0.4074529810000001,1.2223455821,128.75,90.78715437790001,3.3174767865,0.3727183285,2.2048902639,-1.0379646261,1933.2142857142999,13.0,8.0,4146.4166666667,,,,0.8941163659,0.4999891178
s313,0.7127556152000001,0.2514691213,1.5768075443,1.65,33.6842105263,0.3666666667,33.1875,0.4666666667,0.035352514200000004,-1.0878088755,4.3203710312,0.4350295151,2.8650039208999996,-0.8866524889,-12.111362645797879,-6.505907973905224,2.5905541958,0.255434148,1.7323979224,0.6666666667000001,0.0,7.875,0.07083333330000001,1.0,-0.0011666667,-2.625,12.625,0.053571428600000005,1.0,2.85714e-05,-2.7071428570999996,,0.2003384591,5.2,4.6,1.4628183981,0.5377068106,1.924714606,-0.5167914202,0.30555555560000003,-0.2382683903,1.959129994,0.5418530125000001,4.2364289123,1.7931060626000002,0.042263415000000006,2.3476084748,-1.0705413209999999,3.8243251091,219.0,3.0,0.6927307129000001,0.0020009418000000003,0.8550415039,0.0018890247,0.3611111111,-6.449609932071973,-4.609202534990781,-4.609202534990781,-1.4334195674,1.6272373649,0.3581980782,1.8014231795,-0.4750485092,409.8333333333,2.5409583873,0.36914781469999997,1.3039078801,81.0,100.0,2.5881766554,0.5884750328,7.0,0.42385786799999997,0.0135977506,3.9353940551999997,0.36694118229999995,1.4981545299,-0.9490251293,475.0,4.5,4.7,453.6666666667,2.5848932734,0.4031583239,0.22196987794900425,320.8333333333,338.3333333333,2.3730659701,0.3631087962,1.4167763409,17.5,23.7645342312,2.4122286062,0.4621548153,2.3501753696,-0.7119081354000001,3057.0729166666997,16.0,7.0,3161.25,-0.5503158254,-0.1116880153,-0.8821354215999999,0.5097746492,0.15407075820000002
s314,0.9228609687999999,0.0644325798,1.4770166314,1.3,45.4545454545,0.2666666667,25.9523809524,0.30000000000000004,0.0837352761,-0.958526429,3.0228172507999997,0.4180540331,2.1833958661,-0.48683506909999996,-7.867655219384582,-6.26128941277931,1.8940982381,0.2472584584,1.5489509996000002,0.5,0.5,9.7916666667,0.054166666700000005,1.0,-0.0061666667,-4.375,11.416666666700001,0.0130258078,1.0,0.0023361105,-4.2688477952,0.2744161807,0.37554579,6.7,6.8,1.2432592646,0.3955501479,2.1443956908,-1.0117366361,0.11111111109999999,-2.2703065113,-1.1841633534,-0.45779826590000006,2.6898896498,1.4753447013999998,0.056425950999999995,2.1140302439,-0.5702753736999999,3.5486446675,177.0,9.0,0.5336376190000001,0.0011016754,0.8696380615000001,0.0019938994,0.30555555560000003,-5.553730190361736,-3.6646748864517766,-4.625581180301964,-0.27474411519999997,1.1490352612,0.4220823382,1.8284463692,-0.34205570590000006,378.6666666667,1.9150470884,0.23535502379999998,1.4106373386000002,26.0,52.5,,0.5487029384000001,3.0,0.3925729443,0.034305935600000004,1.3856895395,0.35415270740000004,1.4698848287,-0.9699575551,321.0,6.9,5.9,371.1666666667,2.6602309287,0.30646650410000004,0.39532879751516986,289.6666666667,433.3333333333,2.4804278772,0.33348841630000003,1.2590535196,,11.5499143836,1.854335759,0.37741109359999997,1.9264132925,-1.0135986958,1663.7347222222,4.0,10.0,4103.8333333333,-0.2627674575,-0.5507157845,-0.7728269231,0.6550417424,0.22353051359999998
s316,1.3284199358,0.2832397842,1.4861845381,2.05,39.3,0.33333333330000003,30.3636363636,0.2666666667,-0.7271970978000001,-1.4405255369999999,3.6209282216000003,0.3677925014,2.3014633742,-0.1037148357,-9.482137284317801,-7.629419636463687,4.7968734228,0.2686866209,1.4147849322,0.33333333330000003,0.33333333330000003,13.75,0.0416666667,2.0,-0.0183333333,-3.75,8.875,0.0791666667,2.0,-0.0111666667,-2.125,0.1270740954,0.8256563451000001,8.2,6.8,2.2886879916,0.3769087134,2.2519999836,-0.19615552,0.6944444444,-2.4952348187999998,-0.1303698151,-0.3719338943,3.8121088774,2.9610297382,0.30094014080000003,1.096591928,-0.8893284576999999,4.1867508355,124.0,7.0,0.7073301315,0.0013157363,0.9288833618,0.0012716035,0.5833333333,-6.449609932071973,-6.449609932071973,-5.553730190361736,-0.5531784606,1.512287855,0.5603872364,1.8950597219,-0.4430758074,298.6666666667,3.3808708214,0.26241612410000004,2.6390467114,1.0,177.5,3.6446965655000003,0.554232052,14.0,0.3777777778,0.050572760599999995,4.4468682408,0.2964862163,1.0560467084,-1.9086628243000001,304.0,5.8,5.7,290.1666666667,3.8365032233,0.3430185672,1.3820415625279028,293.6666666667,403.5,2.3582994073,0.27821438060000003,1.3564214161,109.8333333333,42.364761697,3.3864993471,0.3701210201,2.6344483084,-0.9633187976,2194.937037037,4.0,7.0,4451.25,-0.4007743685,0.7863898021,-0.4184077812,0.8402870943,0.5736837362
s326,0.7717708144000001,0.0062019867,2.2847638326,1.6,46.928571428599994,0.5333333333,34.3571428571,0.5333333333,-0.08574480599999999,-0.6987965333,2.9099550046,0.38297429899999996,2.0892057043,-0.6011611983,-7.46385637568734,-4.156031683666408,2.1819432972999997,0.24241370969999998,1.5667913204,0.8333333333,0.0,11.875,0.0375,0.0,-0.0018333332999999998,-0.125,12.166666666700001,0.0113475177,1.0,-0.00021276599999999998,-1.3617021277,-0.137237183,1.0188565576000002,8.2,7.2,1.3917028611000002,0.42741093630000004,2.2496216615,-0.2999847892,0.22222222219999999,-3.4530251155,-3.8535415619,-0.95341663,2.604344651,1.3259390354,0.006908745700000001,2.2463345445,-0.8409013323000001,2.3379468797,279.0,5.0,0.6633827209000001,0.0013894233,0.6546336174,0.0010662103,0.6666666667000001,-4.625581180301964,-3.6646748864517766,-3.6646748864517766,-0.7860870148000001,1.387318261,0.2176547904,2.0586290319,0.16877829449999998,,,,,,,,0.6699352913000001,7.0,,,1.5178300154,,2.2482662647,0.1392668237,376.0,5.8,5.5,281.6666666667,2.2389694135,0.3641211497,0.41447922864196135,265.8333333333,262.1666666667,2.6298790769,0.3930149627,1.3324346703,-3.6666666667,13.5382969971,3.3588839755,0.43117376399999996,,-0.6389246392,2807.5595238095,-3.0,6.0,4524.8181818182,0.7399162038,0.1530466422,0.5589094374,0.1639690491,0.1580530631
s327,0.6702862167,0.0365781187,1.5042149272,1.4,13.434782608699999,0.23333333329999997,12.7142857143,0.30000000000000004,-0.9384230964,-1.3706205347,2.018599718,0.3423767546,1.4147587736000002,-0.25971433580000003,-4.977527384771366,,3.4088885961,0.235988918,1.3554762347,0.33333333330000003,0.1666666667,12.041666666700001,-0.0041666667,0.0,-0.0061666667,-2.0416666667,21.0833333333,0.05719441769999999,1.0,-0.0062338787,-2.4056785371,-0.07423923660000001,0.5676550446999999,6.6,5.3,0.4044192229,0.25865364220000003,1.5717987553,-0.40621028,0.0,-1.0571598055,0.8495970809000001,-0.3341481062,2.9689949732,2.5851805556,0.1588469344,1.4483063727,-1.3646783862,3.2360509786000002,141.0,7.0,0.7219559669000001,0.0019021310999999999,0.709879303,0.0017899834,0.2777777778,-1.8444397271102144,-2.7483841522350163,-2.7483841522350163,,,,,,292.8333333333,2.2347926703,0.2389929773,1.2574580487,7.5,32.5,-1.1625645555,0.3064446643,5.0,0.3316831683,0.0316719488,3.4947535497000004,0.25589330450000003,1.6006922036000002,-0.6395117339,315.0,5.5,4.2,362.8333333333,1.3471930199000002,,0.468854116871971,228.0,,1.9345590816999998,0.2138660181,1.5226770591999998,,60.5315652803,2.5357977905,0.3075997707,1.6430609156,-0.4597908086,1867.2633333333,2.0,9.0,4229.5833333333,,,,0.1624280434,0.352211781
