,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s090,0.6919553278,0.0863824306,1.4033578281,1.45,16.64,0.1666666667,11.5,0.1333333333,,,,,,,,,4.603066869,0.278497318,1.648328292,0.33333333330000003,0.1666666667,11.375,0.0291666667,0.0,0.0035,-0.375,10.4583333333,-0.13257731960000002,0.0,-0.006903092800000001,-1.4017182131,0.3172088614,0.4441437245,5.8,3.8,2.0621528703,0.5139646877,1.7153098163999998,-0.6407133074,0.0,-0.6791520828000001,0.0731506772,-0.5616381195,3.4239749998,2.1852677434,0.2549386318,1.9318318493000002,-1.0816155204,3.2951286846,220.0,10.0,0.5912388802,0.0012596607,0.6528867722,0.0011271783999999999,0.3888888889,,,,,,,,,318.3333333333,2.529930285,0.34286845450000003,1.1725100851,23.5,31.0,,0.6016565711999999,6.0,0.32598039219999997,-0.0120274618,2.5063126586,0.3355040789,1.3993378682,-0.1835352843,298.0,4.4,3.9,319.8333333333,3.2551347527999996,0.3429047757,0.3841627523852917,268.3333333333,347.6666666667,3.5670926402000003,0.3104078093,1.7934374357,79.3333333333,69.96279635260001,2.11648464,0.3924192281,1.7525519042000002,-1.9983934915000001,2688.0740740741,2.0,8.0,4291.6666666667,,,,0.7953035443,0.20787994280000002
s095,1.5229200309,0.28868430359999997,1.4160549754,2.35,11.166666666700001,0.0,10.48,0.1666666667,,,,,,,-6.7282094041650415,-5.18768330849028,5.5259444312,,1.8020108534,1.0,0.0,8.9166666667,0.0666666667,1.0,-0.001,-2.75,10.5416666667,-0.0021709936999999998,0.0,-0.0004288272,-0.1600268577,-0.544205897,0.4696808856,8.2,7.9,2.1746104536,0.6167951661000001,2.0786979932,-0.4034172183,0.055555555599999994,0.06813758560000001,-0.0304908486,0.0,5.320134937200001,5.0364142285,0.5790367067000001,3.0100183029000003,-0.8893284576999999,4.1867508355,179.0,7.0,0.6201343536,0.0010879341,1.0,0.0018951559,0.7777777778,-3.6646748864517766,-4.625581180301964,-2.7483841522350163,,,,,,,,,,,,-1.2641018158,0.4942708487,17.0,0.35380835380000003,0.08284511139999999,4.7983490044999995,,2.1640379618,-0.1719913964,393.0,5.7,4.9,307.1666666667,2.4660795803999997,0.42402159079999996,0.4203976379954961,352.3333333333,425.1666666667,3.4319181059,0.48519424299999997,1.4537017811000001,72.8333333333,38.0795832075,3.5578857570999998,0.4956280332,1.8211779189,-0.6601552756,2321.09375,-6.0,8.0,6966.083333333299,0.6745652041,0.15270262029999998,0.8613097856999999,0.8676857619,0.3364968464
s100,1.3359484911,0.379350851,1.4899192164,2.6,34.0,0.33333333330000003,24.347826086999998,0.23333333329999997,,,,,,,-8.290895419889008,-4.8598734470247384,2.2079875679,0.385248151,1.8513092959,0.1666666667,0.6666666667000001,16.0416666667,0.0458333333,1.0,-0.0028333333,-5.125,22.9166666667,-0.014084507,1.0,0.0002816901,-2.6197183099,-0.003429319,0.8722912694,7.1,8.7,2.2258404161,0.4238189336,1.8387386422999998,0.46791314939999995,0.4722222222,-1.2971603001,-0.5961297329,-0.5638194763000001,3.4283377134,2.2497483637,0.2589451641,1.8480132557,-1.1195720593,3.7262636324,169.0,3.0,0.7329155922,0.001122788,0.7720947266,0.0012455782,0.5,-4.625581180301964,-4.625581180301964,-2.7483841522350163,,,,,,448.6666666667,2.0184404469,0.4451836421,1.2221834078,6.0,11.5,7.090573880599999,0.4057887535,11.0,0.4225,0.0250028173,2.8723698249000003,0.372770648,2.1044179402000003,-0.6661263647,466.0,6.9,7.6,382.1666666667,2.6702266649,0.466036633,0.17493897086116153,352.0,311.8333333333,2.5467522355,0.4423135859,1.3189477619,-40.1666666667,5.9969433719000005,2.3313930557,0.4023197264,2.1003175581,-0.7729482324,2286.6240740741,21.0,7.0,2699.4166666667,-0.8024084536,-0.0338477692,-0.6238009771999999,0.2819918741,0.3731665842
s101,1.0909593559,0.2659576233,1.6440054325,2.4,43.75,0.4666666667,25.0,0.33333333330000003,,,,,,,-8.649791876290756,-5.023374787950719,5.3030282869,0.26788193320000003,1.9916503136,0.8333333333,0.0,12.458333333299999,0.0208333333,2.0,-0.0148333333,-4.0416666667,14.125,0.2418054338,2.0,0.0028992112,-1.9555214724,0.191531771,0.9761415801,7.0,6.3,2.0326936612999997,0.5897422538,2.5361702356999998,-0.5853818259,0.19444444440000003,-1.3074583395,-0.08579172480000001,0.0,5.320134937200001,3.2440967285,0.10330322019999999,3.4861211173,-1.0705413209999999,3.8243251091,158.0,8.0,0.6457630157,0.001132782,0.7228530884000001,0.0011627969,0.6111111111,,,-4.625581180301964,,,,,,364.5,3.8150282154000004,0.3126071084,1.6873831469999998,2.5,29.5,9.171595271000001,0.516919576,9.0,0.4029484029,0.06602700019999999,3.503173882,0.2961335848,1.4733421328,-0.7982857771999999,345.0,4.8,5.3,256.0,4.3063942493,0.3010927672,,246.3333333333,307.6666666667,3.5991699913999997,0.31738711350000004,2.3715661636000003,61.3333333333,137.92055676549998,3.1708386313,0.33881869800000003,2.3890936862,-1.0770152139,2383.2583333333,2.0,7.0,5437.4166666667,-0.1852482686,-0.3649255356,-0.7750722554999999,0.1773930752,0.5367894767
s113,2.0645659126,0.3833197605,1.1434634339,,14.2307692308,0.1333333333,8.7692307692,0.1333333333,,,,,,,-7.565946404051032,-7.073805258836397,2.7980155415,0.2986147266,1.1668806313,0.33333333330000003,0.33333333330000003,8.0416666667,0.054166666700000005,2.0,0.0001666667,-1.9583333333,7.708333333300001,0.031260434100000005,1.0,0.0008380633999999999,-0.6596410684,0.0042067037,0.9621635233,7.7,6.7,3.5391283325,0.4045590767,1.9315307709,-0.3001460114,0.5833333333,-2.1155224440000002,0.8752398213,-0.23315151239999998,3.5345441135000004,3.0119471579000003,0.245549829,1.4130291228,-1.1652624446,3.6348828618,254.0,6.0,0.7003479004000001,0.0022545397,0.876083374,0.0026879603,0.6944444444,-4.625581180301964,-4.625581180301964,-3.6646748864517766,,,,,,307.0,2.3470305794999997,0.341197794,1.5171904134999998,-11.0,,-16.329745590599998,0.288617244,11.0,0.5456790122999999,0.09925746380000001,4.1516978304,0.3403558933,1.4136640118000001,-0.2816024978,314.5,8.1,6.5,307.3333333333,4.430645649,0.4114640093,0.4718805694409233,296.5,311.0,4.2067931358,0.38678793159999997,1.4294236752,14.5,12.4625462692,2.8679567501000003,0.37980066799999995,1.3604386676,-1.2632338376999999,1688.7310606060998,11.0,8.0,3652.6666666666997,0.41175764789999997,-0.6197588929,0.9762768725,0.4616755467,0.23689944850000003
s115,1.1494047572,0.0540381021,1.6336877151,1.9,9.714285714299999,0.0666666667,5.28,0.1666666667,,,,,,,-9.901232097987094,-6.609569489219763,4.7996274968,0.2027134446,1.6450069812,0.33333333330000003,0.0,17.9166666667,0.0416666667,2.0,-0.006666666700000001,-5.416666666699999,14.5,-0.044580384199999996,0.0,0.0009832153999999999,-1.1587462083,0.2903648942,0.7930884972000001,5.6,7.4,2.443099906,0.4489081538,1.6047972134000001,-0.6428885261999999,0.1666666667,-1.6811432625,1.0957703207,0.0,5.320134937200001,2.315668089,0.1098514767,2.0443265936,-1.0705413209999999,3.8243251091,176.0,8.0,0.7428085326999999,0.0009563964999999999,0.8442489623999999,0.000928564,0.6388888889000001,-7.365900695568905,-4.625581180301964,-3.6646748864517766,,,,,,,,,,,,-1.9877173394999998,0.4206236471,13.0,0.30673316710000004,0.0281732065,2.5653989794000003,0.1966290153,1.0868623075,-1.2251272026,294.5,5.6,4.5,317.0,2.7467219762,0.1776902103,0.3857055388489741,257.3333333333,332.3333333333,2.0443274068,0.2683950109,1.0341532790999999,75.0,-13.573314203699999,2.4566246761,0.233295013,1.9792491853,-0.8297471801999999,3295.9203703703997,2.0,6.0,4045.2916666666997,-0.30163460670000003,0.1379432095,0.3514549471,0.8538180734999999,0.15314465330000002
s116,1.0676438197,0.060831956500000006,1.8084081781999999,1.95,33.368421052600006,0.3666666667,24.263157894699997,0.3666666667,,,,,,,-5.530491571747952,-3.5960804136734965,5.0072571644,0.2793708348,1.44534508,1.0,0.0,12.291666666700001,0.0208333333,1.0,-0.0008333333,-2.2916666667,24.375,0.0723086627,1.0,-0.0005920942,-2.4468040369999997,0.0722349583,0.9796837705,9.1,9.0,1.5923134885,0.44703593329999997,2.0582679285,-0.7308794370999999,1.0,-0.5568677038000001,-0.4369033645,-0.4152015081,3.131101777,1.5595755250999999,0.0225190946,2.5433148469,-1.1652624446,3.6348828618,198.0,9.0,0.6607891082999999,0.0013086155,1.0,0.0014403329999999998,0.5833333333,-5.553730190361736,-3.6646748864517766,-2.7483841522350163,,,,,,401.8333333333,3.7980085544,0.32575861920000004,2.1930633977,34.5,37.0,4.6717410521,0.4809134437,9.0,0.5685279188,0.046270012400000005,3.7714665619,0.2917240575,1.7745983236000002,-1.2959663533,333.5,5.4,7.0,287.8333333333,5.9631024361,0.38952829409999995,,,,,,,,,3.2459790625,0.3682857324,2.0742606965,-1.6367309618,2299.5104166667,6.0,8.0,4424.8333333333,-0.9645355112999999,-0.2346739223,-0.8523959745,0.2321860118,0.1341789726
s117,0.6590004192000001,0.0347749905,1.6167717824,1.65,32.5416666667,0.2,9.12,0.1666666667,,,,,,,-6.906227346865153,-8.060124420423143,4.1685121073,0.27520521810000004,1.6723607812999999,0.1666666667,0.1666666667,13.875,0.0458333333,1.0,-0.0015,-4.9583333333,16.4583333333,0.0697399527,1.0,-0.0114751773,,0.17348051239999998,0.8282910875,6.9,6.4,1.9747408367,0.3869373318,1.9708041744,-0.2738622425,1.0,-0.9148190184999999,-1.2455632092,-0.9092231175,3.5016887022000005,2.1998093133000003,0.0166603253,3.2740234875,-1.0816155204,3.2951286846,182.0,5.0,,,,,,-5.553730190361736,-4.625581180301964,-4.625581180301964,,,,,,402.0,2.3560391353,0.28491431100000003,1.2462921098,10.5,37.0,11.294418283499999,0.5464255946000001,9.0,0.5588235294,0.0504860716,3.8250057311,0.2725705229,1.9324587519999998,-0.8726508667,335.0,5.8,6.4,210.6666666667,2.5739728423,0.3162320987,0.4514955804635698,306.0833333333,304.6666666667,2.7567859079000003,0.3470694388,1.1850609732,-1.4166666666999999,11.3630739173,2.0048958001,0.3464438,1.6174606521,-1.7721180315,1246.1351010101,14.0,7.0,1865.4166666667002,,,1.2069333086,0.5525137641,0.1646735439
s118,1.1078983899,0.0251289339,1.8547721066999998,2.2,37.652173913,0.23333333329999997,24.105263157899998,0.3666666667,,,,,,,-8.227701756847784,-9.397420834420346,2.2602373408000003,0.26825370719999997,1.4992831728,0.5,0.33333333330000003,26.375,0.0125,1.0,-0.0008333333,-1.9583333333,28.3333333333,0.0198970457,1.0,-0.0005899731000000001,-2.0230528200999998,0.0040588849,0.0369271635,9.6,5.5,1.0211734169,0.4137695295,1.7594140034,0.2639858094,0.9722222222,-0.3200517833,0.3244793707,-0.2112178171,1.1546483479,0.9258906892,0.08949575580000001,1.4919169232,-0.5618994783,2.0912760627,122.0,7.0,0.7099784851000001,0.0019074814999999999,0.6520933151,0.0020505553,0.7777777778,-7.365900695568905,-8.511264302067357,-8.511264302067357,,,,,,,,,,,,,0.6310827948000001,11.0,0.37681159420000004,-0.0038859856,1.9258949381000001,,2.5008127735,-0.21820977219999999,409.0,7.1,6.6,405.8333333333,2.2445830612999997,0.3772328921,0.26724919305996725,347.75,330.6666666667,1.9157334688,0.3616822318,1.4753082628999998,-17.0833333333,-30.835285124600002,2.3620376766,0.33038061100000005,1.9442728593,-1.1817662124,1615.8611111111,11.0,8.0,5782.75,,,,0.2146047002,0.5358911621
s119,0.7725408375,0.0892808777,1.9195328280000001,1.7000000000000002,36.6666666667,0.30000000000000004,30.6666666667,0.5,,,,,,,-12.240601980427408,-11.073606584105557,1.6041627149000002,0.225459212,1.9560472963999997,0.5,0.33333333330000003,8.75,0.008333333299999999,2.0,-0.0186666667,-1.1666666667,19.9166666667,-0.0345803842,0.0,-0.0020998989,0.07502527810000001,-0.0926132267,0.9477616832,7.0,4.2,0.8778293930000001,0.21277080539999998,2.1903759441,-0.14546816140000002,1.0,-2.0483814254,0.1353761833,-0.2208356844,2.2159644869,1.2306410168000002,0.0079038175,1.3127950742,-0.8782638345,2.2632218753,117.0,4.0,0.8186729431,0.0024921941,0.9685546875,0.0027659963000000003,0.6944444444,-8.511264302067357,-8.511264302067357,-8.511264302067357,,,,,,,,,,,,,0.6063540763,5.0,0.3306451613,0.0244746292,2.0207431226,0.27322235100000003,1.8472264597,-0.5177313067,423.0,6.7,6.5,414.5,2.3004562753999998,0.4111266918,0.1928390215982372,288.5,283.0,2.6159194229,0.37295966840000006,1.5016929986,-5.5,58.5121212121,1.8869521056,0.3333603687,1.8875774188999999,-1.0484230923,1910.7420634921,,6.0,2616.1666666667,,,,0.8143660771,0.5164644405000001
s120,1.3931970925,0.17186921379999998,1.5830414663999999,2.85,41.9444444444,0.4,39.3888888889,0.4,,,,,,,-10.666379315618412,-8.435476808196249,,,,0.6666666667000001,0.1666666667,9.2083333333,0.2291666667,2.0,-0.0081666667,0.2916666667,23.8571428571,0.2825951557,1.0,-0.0119204152,-0.9697231834,0.2942741487,,9.2,7.4,0.7977193712999999,0.4308508469,1.3986163693,,0.0833333333,-1.2638457729,0.26007029800000003,-0.6130606514,3.2662737683999996,1.7591065486000002,0.2392482493,1.5043014295,-1.2494826612,3.4664424285,181.0,6.0,0.6866308212000001,0.0015630254,0.9989257812,0.0016732338000000002,0.6944444444,-4.625581180301964,-3.6646748864517766,-4.609202534990781,,,,,,,,,,,,-16.9551354082,0.4010872021,9.0,0.3248730964,0.0005951905000000001,3.3399696031,0.3011533608,1.5155464333000002,0.1211712237,347.0,6.9,5.4,,,,,376.3333333333,349.6666666667,1.6030716137999999,0.2032388836,1.4955839147999999,-26.6666666667,-3.0752351097000004,1.7364039871999999,0.34733901910000003,1.2083430655,-1.4839876489,1563.2765151515,11.0,7.0,2690.75,-0.7690315775000001,0.2680839439,-1.0434363273,0.546293687,0.2956231123
s121,1.2313785776000001,0.2633857463,1.3897566791,2.2,25.238095238099998,0.30000000000000004,27.105263157899998,0.3666666667,,,,,,,-9.372060796834248,-8.113977611600665,2.6931210039999995,0.2680645486,1.2179542459,0.8333333333,0.1666666667,13.291666666700001,,3.0,-0.0135,-3.4583333332999997,17.7083333333,0.07709359610000001,0.0,-0.0027758621,-1.9439655171999999,0.0069683718,0.9973275023999999,8.2,7.9,1.8896345637,0.4587824192,1.9213795362000001,-0.0996684798,0.9166666667,-0.9838138338,-0.9851138975,-0.6505874502000001,2.6501544007,2.3336908362999997,0.3203404139,1.4905856160000002,-1.2281502863,2.527933836,147.0,7.0,0.7005129814000001,0.0012941679,0.9036437987999999,0.0016637537,0.5,-8.511264302067357,-8.511264302067357,-7.365900695568905,,,,,,,,,,,,-4.811266900000001,0.7069009184,12.0,0.4346733668,0.07504776,2.0349830655,0.2792772489,1.6011168483000002,-0.2705726678,307.0,6.3,6.3,,,,,317.1666666667,,2.0590578719,0.2781468165,1.5971512329,,22.341595878000003,2.1603875216999997,0.458884402,1.4264442365999999,-1.948143933,1940.5,13.0,9.0,2887.8333333333003,-0.16596165200000002,0.1643424072,-0.5665077605000001,0.5924475333,0.2381674601
s122,1.3487469616,0.13947288619999998,1.8901005762,2.8,36.1363636364,0.2666666667,40.6470588235,0.43333333329999996,,,,,,,-6.572054983087659,-4.344977369716388,4.4904501398,0.2831780424,1.0950474798,0.1666666667,0.33333333330000003,20.4583333333,0.054166666700000005,2.0,-0.0135,-2.0416666667,25.9583333333,0.1305963604,1.0,-0.0001832931,-0.0065775048999999995,0.2114445945,0.1478216845,6.8,7.9,1.8157963539,0.3569891758,1.7072058525,-0.4945360104,0.0,-2.5791205881,0.5373721571,0.1976700244,4.9247948884,2.0079047403,0.0098005842,2.2865351959,-1.2890129855,3.38738178,179.0,6.0,0.7210472106999999,0.0009410964999999999,0.7326921225,0.0012031533,0.7222222222,,-2.067339257049917,-1.8444397271102144,,,,,,361.0,2.4473921328,0.3003308931,1.3515706338,33.0,43.5,5.0101947974000005,0.671919312,11.0,0.5012345679,0.0341770353,4.0876924612,0.2863631329,1.3035928379,-0.6741728981,300.0,5.8,5.5,349.0,2.8447014885,0.3240319953,0.17160862504128965,276.6666666667,294.6666666667,2.2479395155,0.293343075,1.2163335820999999,18.0,-18.076604911700002,2.2768594924000003,0.2769333536,2.1153703817,-0.5319662605000001,2471.875,-4.0,6.0,5343.25,-0.2952018186,-0.5772551499,-0.3788113706,0.8716430231000001,0.6248906151
s124,0.8242744212,0.031038957,1.7450196830000002,1.7000000000000002,15.68,0.1666666667,9.4761904762,0.30000000000000004,,,,,,,-6.7467189029238135,-7.519316205288192,5.2299202741,0.29907387020000004,2.003730762,0.33333333330000003,0.33333333330000003,5.708333333300001,-0.0291666667,2.0,-0.0045000000000000005,-2.5416666667,3.0416666667000003,0.0221428571,2.0,-0.0018571429,-0.5785714286,-0.22188805879999998,0.892823224,7.3,6.1,1.5403769424,0.5891396791,1.6997188953,-0.6939444717000001,0.8055555556,-1.1207214645,-0.2557527287,-0.5794907613,4.1611534147,2.4421293299,0.31094828150000003,1.5514278116999998,-0.5402436899,4.8849203713,122.0,9.0,0.7038527489,0.0012595002,0.9393554688,0.0012966393,0.7222222222,-7.365900695568905,-7.365900695568905,-7.365900695568905,,,,,,,2.0598933313999996,0.37184485219999996,1.7034403883000002,75.0,96.0,0.32097478960000003,0.37743524920000004,6.0,0.5866336634,0.0954808359,3.2040091708,0.3305468197,1.4821354485,-1.0034759162,401.0,5.9,6.4,252.8333333333,5.3527056744,0.3047344755,1.3266533942671834,314.3333333333,384.3333333333,3.844756031,0.4158120379,2.1822785442,70.0,74.1001492969,2.4897982165,0.3250999845,2.1693286541999997,-1.2728910006,,-9.0,4.0,5892.916666666701,-0.4102344304,0.5122200288000001,0.1413315822,0.7978104555000001,0.4606131786
s125,0.7804600797,0.0540105208,1.7305756341999998,1.75,14.916666666700001,0.2,12.0454545455,0.2666666667,,,,,,,-11.988416120448733,-6.342691728516871,2.5478407469,0.2589871399,1.3792880813,0.33333333330000003,0.1666666667,11.583333333299999,0.25833333329999997,2.0,-0.0016666667,-5.916666666699999,7.333333333300001,-0.030075188000000006,0.0,-0.0023007519,0.19172932329999998,-0.15639939900000002,-0.0016561945,7.0,5.9,,,,,1.0,-3.410458898,-1.2561680526,0.3346735035,4.6507879302,2.0376582858,0.030766682599999998,2.536721762,-1.0041893256999999,2.9758557574,117.0,4.0,0.6982299805000001,0.0017225204,0.6362911224000001,0.0018095494,0.5555555556,-8.511264302067357,-8.511264302067357,-8.511264302067357,,,,,,308.1666666667,2.4249788430000003,0.40977381329999996,1.3551321492,15.5,24.5,-5.8810823474000005,0.6910449966000001,9.0,0.4345679012,0.0644143944,2.5837553247,0.27486518260000004,1.6516584411000002,-0.1249731896,378.5,5.6,6.5,305.6666666667,2.7081017474,0.3282667152,0.5413632769319563,285.0,315.8333333333,4.455888810299999,0.3644356812,2.0639646928,30.8333333333,-12.3743047564,1.9184477575,0.4604136680000001,1.498410473,-1.3788903257,2178.9833333333,-3.0,10.0,4498.3636363636,-0.5024062764,-0.19941314079999997,-0.8445261761,0.27840806030000004,0.2645525668
s126,1.165406179,0.28818951470000004,1.2630009017000001,2.0,26.473684210500004,0.3666666667,30.0,0.3666666667,,,,,,,-8.211447871159159,-5.752249650491981,6.1539451813,0.2934896714,2.0461766094,0.8333333333,0.1666666667,9.6666666667,0.125,3.0,-0.0036666666999999997,-1.8333333333,13.416666666700001,0.0446808511,1.0,-0.0014468085,-3.2801418439999996,0.202603685,0.931879389,7.8,6.9,2.5198091125,0.5267336509,2.1567964616,-0.6436321779,0.8888888889000001,-1.6188393007,0.9675114437,0.3298219498,4.6604910377,2.7834310928,0.27432114220000003,1.6370377878,-0.8893284576999999,4.1867508355,162.0,9.0,1.0,0.0008567671000000001,1.0,0.0008681892999999999,0.5555555556,-6.449609932071973,-6.459815398943088,-4.625581180301964,,,,,,350.3333333333,,0.33722191770000004,2.7072260729,57.0,33.0,-9.1503271909,0.7161748481,17.0,0.37128712869999997,0.08742750839999999,4.3637261524,0.3407376321,1.6947739725000002,-1.4437574866,346.0,5.9,5.3,379.6666666667,3.8927707938,0.4379413130000001,0.5794749508323147,287.0,310.3333333333,4.4223743789,0.37539500189999997,1.7996957784999998,23.3333333333,31.8931167973,2.6317191643,0.3316489856,1.6027152936000002,-0.3773175264,3059.0185185184996,0.0,8.0,4209.5,0.3938776849,0.3975607893,1.3908915927,0.21805001429999998,0.45460003090000006
s127,1.1530433698,0.33825180979999997,1.8474596459000001,2.4,4.2222222222,0.1,18.0,0.33333333330000003,,,,,,,-7.1389672929747015,-4.369025579836658,2.2891678069999997,,2.5592794300999997,0.6666666667000001,0.33333333330000003,18.1666666667,,3.0,-0.011000000000000001,-4.0,10.7083333333,,1.0,-0.0091268293,-2.8302845528,-1.6653345369999998e-16,-4.1633363420000005e-17,7.0,6.1,2.3156262518,0.43838887409999994,1.9551897061,-0.5697397358,0.0833333333,-2.8026787131,-2.6028400801,-0.6605572732,2.6700940467,1.6939863996000002,0.0145817801,2.1403015432,-1.0228457019,1.9740581405000002,116.0,3.0,0.5,,0.7976806640999999,0.001893329,0.6388888889000001,-3.6646748864517766,-3.6646748864517766,-2.7483841522350163,,,,,,448.6666666667,2.2454043502000003,0.3301907873,1.3981595232,20.0,63.0,0.032491177100000004,0.3716583951,7.0,0.4579207921,0.06859565370000001,1.9061109749,0.32837383000000003,1.4629233797,-0.0429557558,456.0,6.0,5.5,434.5,1.8275705703999998,,0.7386708542200671,317.0,380.8333333333,1.2836523556,,1.9884715013,63.8333333333,10.2388410062,1.7475968684,0.39336907,1.4962532987,-2.0529583878,1843.8133333332999,14.0,8.0,2900.3333333333003,,,,0.14499286390000002,0.3356224922
s130,1.3484748546,0.1889991888,1.2342273175,2.05,17.3333333333,0.1,14.296296296300001,0.1,,,,,,,-5.833820319687854,-3.9663340592009284,4.3976464181,0.22431408379999998,1.3626847194,0.1666666667,0.5,14.625,0.28750000000000003,2.0,-0.0035,-5.791666666699999,7.208333333300001,0.0666080844,2.0,-0.009271529,-3.2409929700999998,0.0465434854,0.9211073417,8.2,7.5,2.3728635994,0.3616374467,1.5063550326,0.0203966935,0.44444444439999997,-1.7913256591,2.4375320485,0.4847229195,4.3506890982,2.5930438063,0.22850787309999998,1.3309764926,-1.2083775268,3.5486526974,168.0,8.0,0.7743585587,0.0011398337,1.0,0.0016692567999999999,0.6944444444,-4.625581180301964,-4.625581180301964,-3.6646748864517766,,,,,,288.3333333333,3.4867704144,0.25979371079999997,1.6717947095,7.5,40.5,-7.7671067793,0.44457682950000005,7.0,0.4792176039,0.077140004,4.1341998667,0.2742287552,1.1965234092,-1.429386698,272.0,5.6,5.5,251.6666666667,3.8318006844,0.2780698815,0.6684510719472128,289.9166666667,236.3333333333,2.1044022394999997,0.24990137699999998,1.1936126718,-53.5833333333,4.3461388631,2.9312959162,0.301940093,1.3368647539,-1.131571227,1965.7708333332998,8.0,8.0,3108.4166666666997,-0.1302965978,0.1409306887,0.3159534644,0.8464969421999999,0.5747602339
s132,1.6170202476000002,0.1249148928,1.8749696059999998,2.75,30.818181818200003,0.2666666667,28.0588235294,0.43333333329999996,,,,,,,,,4.646245346000001,0.3499448089,1.6491730734999999,0.6666666667000001,0.33333333330000003,13.375,0.0958333333,1.0,-0.0015,-3.125,15.833333333299999,-0.0138912856,1.0,0.0001734254,-3.0770060397,-0.17589035900000002,0.7158438849000001,7.5,5.9,1.5416545681,0.4493644567,1.5159029175999998,-0.3960129335,0.027777777799999997,-2.6738830807,-0.1911342245,-0.3719338943,3.8121088774,2.4414603583,0.1313449398,2.2480148742,-0.8893284576999999,4.1867508355,146.0,8.0,0.7360582351999999,0.0010226348,0.9,0.0017199572,0.6111111111,-2.7483841522350163,-2.7483841522350163,-2.7483841522350163,,,,,,345.8333333333,2.4592547167,0.44397099409999996,1.2884282634,2.0,24.0,12.758367236199998,0.5836845829,10.0,0.4114583333,0.0463384034,3.1853267306,0.3162483863,1.7923922769,-0.8395312754,364.5,6.4,6.6,370.8333333333,5.2876568433,0.4051482295,0.8496505031516534,310.8333333333,311.0,3.5435712794,,1.3559335422999998,0.1666666667,31.1665088698,3.2254330975,0.3926735189,2.0380737845,-1.0022151210999999,2023.6555555556,10.0,7.0,4427.0,-0.25171489010000003,-0.1455588315,-0.476723907,0.6594912685000001,0.3787707053
s133,0.8236050608000001,0.20473628359999999,1.4058107138999998,1.65,30.434782608699997,0.23333333329999997,22.681818181799997,0.2666666667,,,,,,,-6.8926187169348525,-6.436670796568693,3.151939245,0.2505182271,1.7603287083,0.1666666667,0.6666666667000001,9.75,0.025,1.0,-5.811323645000001e-17,-4.8333333333,8.875,0.0189655172,1.0,0.0007586207,-4.1736453201999995,-0.0272353999,0.7768300848999999,11.0,9.1,2.5777825337,0.34690831409999995,2.4678327268,-0.3232655767,0.44444444439999997,-0.7468772835999999,-0.6917014143000001,0.0,5.320134937200001,2.5632411899000003,0.1466978752,2.8984811614,-0.8075379761,4.3503317988,220.0,6.0,0.6703905582,0.0012312030000000002,0.9988769531,0.0019948863,0.6388888889000001,-4.625581180301964,-7.216036463840166,-6.459815398943088,,,,,,418.8333333333,2.7109422355,0.31521290690000003,1.7295471017,33.0,115.0,29.4367900061,0.5507424218,7.0,0.4516129032,0.0379031462,2.6479060052000003,0.2334829802,1.6505298188,-0.7989642415,297.5,6.4,6.3,290.5,3.3574633089,0.3842599334,1.0115532569793764,247.6666666667,292.0,3.3605843604000003,0.29554107760000004,2.4191786788,44.3333333333,1.3507895118000002,2.3857961183,0.3017154741,1.8831933016999998,-1.0094064084,1682.3055555556,19.0,5.0,3796.6666666666997,-0.5824855794,0.231151726,-0.6350208051,0.8433076625,0.3023031701
