"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_drift_load","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.hddm_thresh_load","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.hyp_discount_rate_large.logTr","kirby.hyp_discount_rate_medium.logTr","kirby.hyp_discount_rate_small.logTr","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_bias_hddm_drift","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.condition_sensitivity_hddm_drift","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.stimulus_interference_hddm_drift","shift_task.acc","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.model_beta","shift_task.model_decay","shift_task.model_learning_rate","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","simple_reaction_time.avg_rt","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.condition_sensitivity_hddm_drift","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT_high","stop_signal.condition_sensitivity_hddm_drift","stop_signal.condition_sensitivity_hddm_thresh","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","two_stage_decision.model_based","two_stage_decision.model_free","two_stage_decision.perseverance","writing_task.neutral_probability","writing_task.positive_probability"
"s093",2.6412558159,-0.6641128618,0.136700346,2.7434229175,-0.4022370218,2.25,24.4736842105,0.3666666667,30,0.4,-0.5040090615,-0.6717867097,3.3660362844,0.3895593522,2.5610924881,-0.8551147452,-6.11381805146236,-4.76530082853845,2.9371332371,0.3018216229,1.4505712291,0.6666666667,0.1666666667,14.9583333333,-0.0708333333,1,-0.0165,-0.5416666667,12.5,0.142615073668,3,-0.0194273003,-7.5955510617,-0.0196251866,0.9373099674,8.3,7.6,2.0776243334,0.4440816955,2.0217370616,-0.5376364544,0.264166666666,-1.0047250204,-1.4683104033,-0.7692085921,2.0451113905,1.5629441721,0.1375701194,1.7617842237,-1.1227206548,3.2129184158,133,10.925098711,0.2565783653,8,0.7454021454,0.0021894911,0.8454101562,0.0020420599,0.4722222222,-3.66467488645178,-2.74838415223502,-2.06733925704992,0.2222222222,-1.2545054048,-0.050346891,2.1423573835,0.3489248428,2.2642717866,-0.3200530714,339.156666666671,-1.042294961678,3.211949372242,0.32299882551,1.576330815765,20.93,53.42,2.962589871269,0.3339035457,10,1.924494067,0.5294738922,1.7073358238,-0.4099234516,3.6235163597,0.4052078108,1.753727808,-1.6697549154,0.4545454545,0.0520199333,6.30165e-05,4.1335339294,0.716900067,0.2641722385,3.5645158327,0.2902312479,1.5442601321,-0.5233774187,427,6,6.5,318.1666666667,-1.1463981313,3.5955860503,0.3657325576,0.600025475626612,288,0.6908950093,0.460585479,4.406118183,0.3307617839,1.9146288606,3.3986704777,0.3907697915,1.8524742183,-0.6423676658,-0.1576658072,1.4611734746,0.2814562122,2.201512723,-0.0323928809,1468.8083333333,4,9,4077.75,-0.5126183212,-0.4699880956,-0.9946151969,0.8475502033,0.2037607306
"s094",2.3162520206,-0.5750393687,0.287758116,1.6908142898,-0.0586106247,2.2,50,0.5,25,0.3666666667,-0.394786814,-0.7132432793,3.69167337,0.3299813893,1.5640320824,-1.2589833225,-7.96998809854929,-7.19177181107632,5.9886617822,0.2136090749,1.8985076343,0.1666666667,0.6666666667,7.5,0.075,3,-0.0033333333,-1.5833333333,5.8333333333,0.2063700708,1,-0.0049787664,-1.1954499494,-0.3657381666,0.2402083656,7.7,6.4,2.5640601128,0.4614096663,1.5504077747,-0.2265887746,0.8333333333,-3.1755393959,0.4267152994,0,5.3201349372,3.745611387913,0.1544945875,2.454694581242,-1.327315884,3.310775983,252,25.7627506452,0.3968411315,9,0.749597168,0.0008340883,1,0.0013659758,0.5555555556,-5.55373019036174,-5.55373019036174,-4.60920253499078,0.5185185185,-0.8738380047,-0.144560682,2.5465288455,0.4534107218,1.7754139777,-0.4203024938,256.6666666667,-1.6003324485,3.6389602072,0.2817137797,1.3715222148,-18,72,19.4234451314,0.4671794118,11,2.001178278,0.4307623091,2.1178745077,-0.0853074829,3.9622337588,0.3977705038,1.6258142098,-1.6545949927,0.4039408867,0.0266738874,-0.0037970682,10.3802832675,0.7836333592,0.1372330211,3.1905787419,0.2584379624,1.0615135489,-1.258053693,253.5,6.6,6.2,233.5,-1.0317502125,3.1764163717,0.3346969402,0.208518640352154,228.6666666667,-0.2413598208,-0.0351185031,3.4907750536,0.2921067587,1.256557704,3.4003416093,0.3045266373,1.5811237438,-1.3105939607,-0.2758018472,2.4122060992,0.2649531202,2.0714253759,-0.0126021048,3505.9958333333,0,7,5659.8333333333,1.1341778158,0.0564182208,1.9827536367,0.2013845426,0.2686613974
"s097",2.7727969252,-0.8997880085,0.1567338448,2.2830995693,-0.3508571114,1.75,17.5454545455,0.2666666667,11.0454545455,0.2666666667,-0.3601941295,-0.9898888644,3.5479664228,0.3926672523,2.1115308482,-0.6784919504,-6.29974766470666,-3.54846809482951,4.3345004938,0.3302734477,1.2108827194,0.1666666667,0.3333333333,19.1666666667,-0.0583333333,1,0.0013333333,-4.3333333333,28.5,-0.0144025934,1,6.85397e-05,-1.0280950911,0.3273235992,0.570708568,8.2,6.3,2.6744230558,0.5500316396,2.4633948275,-0.1883315632,0.238888888889,-0.6866997145,0.3687363352,0,5.3201349372,3.8422650043,0.1719398136,3.8667387359,-0.8075379761,4.3503317988,218,0.8728717655,0.5924574535,6,0.8579833984,0.0012796054,0.984375,0.0015701081,0.5,-3.40473351888372,-2.06733925704992,-1.84443972711021,0.0740740741,-1.3562212496,-0.2101420724,1.8889953263,0.3892598241,2.0048696998,-0.3172735345,415.6666666667,-0.5941283099,2.236862226,0.3414666521,1.231468398,18.5,50.5,13.946506843,0.4999681459,12,1.9799718019,0.5531156179,1.6770684268,-0.308830597,3.6594969632,0.4652758707,2.8610853225,-1.8685874462,0.4093137255,0.0392749999,-0.0042711041,1,0.621685766331,0.1,3.5837014533,0.3001012214,1.8145784388,-0.8633946956,321,5.4,4.6,284.1666666667,-0.3822055708,3.9450256424,0.2749446266,0.835186954965709,280.3333333333,0.0087510038,0.206039491,3.6155801082,0.3328872357,1.9451569657,4.5320991663,0.2946221043,2.297900026192,-1.1152275431,-0.0824087854,2.6334827348,0.358043105,1.7134777779,-0.02931956,1917.0520833333,17,7,2511.4166666667,-0.2980201117,0.3181318498,0.6390405274,0.1848131277,0.5151528476
"s098",1.695668609,-0.283097095,0.0365303281,2.587348428,-0.2489982417,2.4,52.6315789474,0.3666666667,22.8333333333,0.4,-0.3499323251,-0.8540541124,3.5592226026,0.3497838456,2.1154542062,-1.2495069756,-9.16163021100692,-7.376511526532,3.3343989781,0.3208828745,1.584161159,0.6666666667,0,14.875,0.1708333333,1,-0.0055,-2.2916666667,12.5,0.2390070922,1,-0.0048699764,-1.1991725768,-0.1610379224,0.9252034453,7.8,7.6,0.8438622132,0.421173414687,2.2582225601,-0.6302834317,0.3888888889,-0.7573027295,0.1268240625,0.1910395678,4.9380558016,2.629145009,0.1416968203,3.446346205,-0.9457732772,1.8199132911,145,10.925098711,0.2565783653,8,0.7632787704,0.0011140227,0.8879852295,0.0013438489,0.6388888889,-7.3659006955689,-6.44960993207197,-5.55373019036174,0.6666666667,-0.9012907191,-0.2508442744,1.4726757995,0.4225776173,2.1401157707,-0.3633226588,361.601666666671,-1.102828578787,2.826692810262,0.31152122734,1.593426740282,25.015,67.125,3.472839629173,0.6544873017,6,1.2890217508,0.5194020016,1.9906732213,-0.1431861426,3.5235105836,0.3577328263,2.2608552293,-1.5843422927,0.4314214464,0.075142952,-0.000301623,6.2912126063,0.5747553129,0.2056284246,2.5156066285,0.3161081575,1.6640043162,-0.422294123,352.5,6,5.7,296.6666666667,-0.6919276182,2.4656727882,0.3599787818,0.280597211666839,393.1666666667,-0.6473388949,0.0503259576,0.9864276441,0.2331659033,1.5848845735,2.1298355455,0.3037418755,2.4306257717,-0.5691884045,-0.2175288016,1.1974737727,0.0202676356,2.3214017216,-0.0215784962,2747.5,0,8,5536.3333333333,-0.013061126301,-0.031595913323,-0.199284551761,0.3594173797,0.3479613939
"s103",2.6811395115,-0.792482281,0.2842990808,1.7465455901,-0.0747815923,1.8,29.6956521739,0.2333333333,16.95,0.3333333333,-0.2859228406,-0.9814256638,4.1815556117,0.3686551799,2.9367404079,0.0472249874,-7.43660945675615,-4.27267312563544,2.5481925875,0.2933539234,1.6103734021,0.1666666667,0.5,11.4583333333,0.0125,1,-5e-04,-5.625,7.125,0.1616843703,3,-0.0050804249,-2.2086494689,0.0567841079,0.6941529235,6.1,4.6,1.723383871455,0.466448896954,1.967881039586,-0.418202968956,0.1388888889,-1.9146308586,-1.323547684,-0.7962484724,3.7276379925,2.3971125613,0.2590886205,1.9563070658,-0.8308046694,3.7967503866,143,0.0331595576,-0.6040336065,3,0.7385379791,0.0010727896,0.7926330566,0.0011125346,0.6388888889,-3.66467488645178,-3.66467488645178,-2.74838415223502,0.2962962963,-1.1329616501,0.1753656179,1.9164651243,0.4387587968,2.1496584951,-0.2889768356,451.1666666667,-1.4050168436,2.8233838323,0.2632956386,2.0397853867,46,145,-11.5155628609,0.593642214,3,1.0670630077,0.457782003,2.2049294703,-0.4519934559,2.9578865051,0.4772225799,1.5705193738,-1.3661717095,0.4826732673,0.0824442794,-0.0002744805,7.9922735069,0.5655494333,0.2003751634,2.5809914056,0.336598632,1.3635287278,-0.9616868003,346,4.6,4.7,321.8333333333,-0.6110587183,1.8889953727,0.327713499591,1.08792765782001,271.6666666667,0.4693381181,0.2848907105,3.1584684496,0.3318957967,1.70051995,3.0201155192,0.4262404065,2.1068283038,-1.3503852179,-0.21013099,1.9235601543,0.401882761,1.5831979355,-0.0278489309,2633.0590909091,6,8,2609.8333333333,0.6576048881,-0.0644613944,0.6961506102,0.593664155,0.5745071466
"s106",2.9361653095,-0.9136848304,0.0724479648,2.1142260624,-0.3459252889,1.65,34.6666666667,0.2,21.8823529412,0.4333333333,-0.3651282887,-1.0765016037,2.6698154685,0.3817455192,1.1863781558,-0.544947005,-11.097147055587,-10.2850935660653,5.3334072407,0.243825633,1.1261611023,0.1666666667,0.3333333333,17.625,0.0541666667,0,-0.0065,-1.625,18.7083333333,0.2657589921,2,-0.0032017883,-2.2098150782,0.0950163847,0.9221298278,8.3,7,2.2557670146,0.3552978847,1.579493132,-0.2997747531,0.7777777778,-2.7343664875,1.1998679456,0.4847229195,4.3506890982,3.131914869,0.2173102293,1.2677642392,-1.2494826612,3.4664424285,160,59.8991114415,0.8568707964,6,0.6421589851,0.0012834576,0.6838119507,0.0013489725,0.4722222222,-8.51126430206736,-8.51126430206736,-8.51126430206736,0.8888888889,-1.2610201472,0.1574582558,1.9720017423,0.3459758492,1.3403510287,-0.3809434448,290.3333333333,-0.535987831,2.4833802241,0.3525893676,0.7289895683,47.5,12.5,0.0048136832,0.3842625785,7,1.7468946859,0.4306074163,1.6002081907,-0.31109926,3.588554732,0.3733757292,1.4658385665,-2.0451571497,0.3936430318,0.0323562134,0.002903282,5.6301215588,0.5882361484,0.2563722284,3.6243213713,0.2604088522,1.1121548417,-1.4685146348,281,5.4,4.9,346.1666666667,-0.7444450182,1.7320469239,0.3206746635,-0.058410552403053,230.1666666667,-0.1363759515,-0.036813132,1.7200402855,0.1565309676,1.7631001458,2.849192517,0.3490241882,1.7529805996,-1.2560212081,-0.2768505442,1.9575753331,0.3372960812,1.2517504757,-0.0359230505,1548.5303030303,4,10,4390.8333333333,-0.3954171667,0.3651738076,-0.2541992657,0.4162853786,0.6711490993
"s108",2.7491448245,-0.793568879,0.2367110767,1.6311516507,-0.1206384902,1.75,30.9545454545,0.2666666667,22.5,0.4,-0.3989734339,-1.1598492562,4.2117048717,0.4956906285,1.9136612457,-0.5380642706,-10.4071356630547,-9.28636864827272,4.1607762263,0.3266267636,1.4075257604,1,0,4.4583333333,0.1125,3,-0.0041666667,-2.2083333333,2.3333333333,0.0208037825,1,-0.0018321513,-1.2913711584,0.4588078619,-0.0018674994,6.6,6.5,2.0460088085,0.4768025129,2.3444289739,-0.3213021805,0.7777777778,-2.834975982,0.3880833373,0.4902031417,4.3397286539,3.7005907025,0.2243916204,2.3359640322,-0.8075379761,4.3503317988,202,59.8991114415,0.8568707964,6,0.8256057739,0.0009403176,1,0.0011827446,0.6111111111,-6.44960993207197,-6.44960993207197,-5.55373019036174,0.6296296296,-0.6810355503,-0.486472902,2.2669161514,0.3044509488,2.061287981885,-0.3655480905,389.3333333333,-1.3861776516,2.9577529923,0.3160735287,1.854553328,31,87.5,19.2029985212,0.6453253666,14,1.4904424177,0.5089635516,2.490843701,-0.1539900001,3.1485728193,0.4209772515,2.1676163817,-1.5161513005,0.4950738916,0.0666792109,0.0009287152,14.8994001704,0.6109481232,0.1074436453,3.4423965305,0.3376322508,1.3808515959,-0.7509580687,349.5,6.9,5.8,349.3333333333,-1.0711894923,3.3608380364,0.3902477021,0.933322894818761,275.1666666667,-1.1192022513,0.1603748899,3.2324364506,0.3005666209,2.4097554242,3.7549708202,0.4318218104,2.6302717793,-1.0019539532,-0.1835769204,2.1111400961,0.4335098022,1.823148115,-0.0149378603,2609.7727272727,-5,11,4432.4545454545,1.6010018911,-0.1517893385,0.9586679225,0.8789986569,0.4867264704
"s110",2.5660569335,-0.9813573125,0.2042014881,1.3418478301,-0.143727125,1.3,26.75,0.2,12.72,0.1666666667,-0.5273297404,-0.8652146905,2.6374310213,0.2699823278,1.2477101306,-1.2538619237,-6.89636770493115,-3.3023091824288,2.7677400878,0.2168092742,1.4630538988,0.3333333333,0.3333333333,5.1666666667,0.1,2,-0.0003333333,-1.6666666667,10.75,-0.0465824065,2,-0.0092861476,-1.9732052578,0.5658187411,0.4581924416,5.7,4.6,1.1966436365,0.3068992797,1.6848679112,-0.3978891451,0.265000000011,-2.229519603,0.0149105957,0.3298219498,4.6604910377,2.7552090678,0.1758585556,1.4206354352,-0.7017421781,4.5619233948,120,25.7627506452,0.3968411315,9,0.6435934067,0.0008878011,0.8122179031,0.0013406952,0.3888888889,-3.66467488645178,-1.84443972711021,-2.06733925704992,0.1481481481,-1.114637275267,-0.110205084107,1.508039940928,0.366022306901,1.678641513508,-0.330941185805,312.588333333331,-1.046891991538,2.787443558704,0.292963262177,1.510705597928,20.79,61.645,4.470887398,0.4421847098,7,0.8540579134,0.24578242,1.615820375,-0.2070026494,2.8479408044,0.3720115005,1.6202592793,-1.7454910697,0.4458438287,0.010960707,0.001501403,2.51745748,0.6768185493,0.2645115703,1.4476525642,0.1991246902,0.9055376813,-1.6125736824,287.5,5.5,4.7,299.394999999998,-0.711106983397,2.483383735133,0.30399791108,0.458272061187746,258.044999999999,-0.106057347761,0.218648362397,2.530436293275,0.28885163028,1.662615090648,2.1655792397,0.2989031064,1.5723208322,-1.353557945,-0.183917195818,1.175181046492,0.182515721747,1.832914530072,-0.034665374784,2182.7481481481,4,7,3268.5,-0.280136135197,-0.017223492907,-0.31892484549,0.876295535,0.397047688
"s111",2.4605155869,-0.5469348571,0.2570075529,1.7513178044,-0.0618166738,2.35,22.9545454545,0.2666666667,13.6363636364,0.2666666667,-0.6660498133,-1.3472563401,3.627749374,0.3734215394,2.704278769,-0.9157183406,-6.98313874115059,-4.99264594432031,3.5434710366,0.290066277,1.7197077051,0.8333333333,0.1666666667,14.9166666667,-0.125,0,0.0006666667,-0.5,20.4583333333,0.1291666667,1,-0.0031176471,-4.2549019608,0.1778842246,0.9441226354,10.5,10.9,0.4890180073,0.3999861377,1.9664321232,-0.513178376604,0.0833333333,-1.741710238643,-0.18900213852,-0.325238412083,3.379615011477,2.111069739134,0.140712418521,2.227369925158,-0.7717910818,3.4406522452,160,2.8450011804,0.1342500019,5,0.7748316765,0.0015883648,0.9517501831,0.0019421936,0.6111111111,-3.66467488645178,-3.68698266615414,-2.74838415223502,0.2962962963,-1.0898091469,-0.2698540209,2.2198363413,0.4567946484,1.9482970565,-0.249625693,354.373333333335,-0.939059014964001,2.970058068641,0.315777900073,1.588883261972,18.97,50.37,-8.6357489967,0.6066099114,11,1.5789523626,0.3866428855,2.0211204938,-0.4834054764,2.056070659,0.4719199392,1.6207418276,-0.8362609932,0.5259259259,0.0417899083,0.0030364408,9.8206513222,0.5721992367,0.1492916032,3.1437240464,0.3339158575,1.7929083964,-0.4680975931,361,6.3,6.5,306,-0.9609918093,2.5117787878,0.3378263351,0.515507782652502,265.5,0.424039551,0.7892779436,2.3640619076,0.305790509866,2.5556529332,1.9505598023,0.3177381501,1.8912867132,-1.0183384438,-0.2353209361,2.1015674415,0.3275864546,1.4800021843,-0.1164585355,2836.81,6,7,4958.9166666667,-0.1535011427,0.5501378133,-0.2156256595,0.1935873171,0.3772382368
"s112",2.4083270169,-0.5521728993,0.0508920077,2.6248549723,-0.3930097911,2.25,31.7083333333,0.2,27.4545454545,0.2666666667,-0.5851973529,-0.7807299609,5.0684945928,0.225753025,3.0312926094,-1.1045329784,-5.31816254594954,-3.7507133012487,5.1037464786,0.2521805907,1.2674728251,0.3333333333,0.5,7.6666666667,0.1333333333,2,-0.009,-0.5,15.1304347826,0.138165059602,3,-0.007608065412,-3.1652076038,-0.1133747349,0.4516055741,7.5,9.5,2.401874008,0.3640061071,2.1564605968,-0.3229572695,0.265000000005,-2.4888581864,-1.7991128621,-0.5629734621,4.194188013,3.3097372122,0.1592095331,2.166860127,-0.8893284577,4.1867508355,161,2.3916188301,0.3492235958,5,0.6882799149,0.0018032989,0.95,0.0026627253,0.6388888889,-1.84443972711021,-2.74838415223502,-1.84443972711021,0.1481481481,-0.800405408,0.0391370314,2.0813291067,0.3441570505,2.4725334895,-0.2748225594,304.3333333333,-0.9504291844,2.9776367,0.2832160862,1.3700972727,42,53,2.261339314,0.4629805634,12,1.8824138933,0.3483742035,2.6593243494,-0.1336346889,5.1769309924,0.3289343738,2.4418289902,-2.4273724046,0.4987775061,0.099011853,-0.0005632159,6.5872929729,0.4909327235,0.2069435424,4.3274756524,0.2275881264,1.5167300647,-0.6742727876,233,6.8,6.1,254.6666666667,-0.9486662392,2.7131714845,0.3062820155,0.505178684594191,209.6666666667,-0.3210757562,0.0407821112,3.4336084803,0.3244913479,1.5647115209,3.5092937065,0.293762097,2.857934663,-1.1404498408,-0.2992613213,2.0671413285,0.2782562259,1.9852999898,-0.06427732,1095.1261423761,25,7,3092.0833333333,1.0092188856,-0.4457592472,-0.0170323525,0.2244849429,0.4926384454
"s121",2.1851458642,-0.3498699738,0.2686577021,1.4210147897,-0.0381099176,2.2,25.2380952381,0.3,27.1052631579,0.3666666667,-0.2575130791,-0.6993391922,3.2760629714,0.3565355853,2.2318840176,-0.3883197456,-9.37206079683425,-8.11397761160067,2.7132668949,0.2680639612,1.2225940322,0.8333333333,0.1666666667,13.2916666667,0.098041666672,3,-0.0135,-3.4583333333,17.7083333333,0.0770935961,0,-0.0027758621,-1.9439655172,0.0069683718,0.9973275024,8.2,7.9,1.8755070198,0.4588811236,1.9314094247,-0.2957207202,0.9166666667,-1.0694588676,-0.8386505992,-0.6505874502,2.6501544007,2.1266426041,0.3186867507,1.5658334833,-1.2281502863,2.527933836,147,7.6113128603,0.3752535483,7,0.7005129814,0.0012941679,0.9036437988,0.0016637537,0.5,-8.51126430206736,-8.51126430206736,-7.3659006955689,0.8888888889,-0.6865874917,-0.0340454316,1.3151479047,0.5579824543,1.7958819859,-0.348825894,365.348333333333,-1.040209052792,2.6907969319,0.316037214412,1.506694646409,25.525,58.445,-4.8112669,0.7069009184,12,1.7389520912,0.5074420893,1.7032577602,-0.3146418654,2.9970951354,0.4973623306,1.4339432052,-1.7786503648,0.4346733668,0.0785537785,-0.0022195099,11.5605104301,0.4490878482,0.184036055,2.0485299385,0.2796577822,1.6036069991,-0.4313684427,307,6.3,6.3,341.411666666666,-0.748578209151,2.480863154039,0.336931755814,0.436589531850917,317.1666666667,0.3200724181,0.2935527608,2.1140539681,0.2790126496,1.6395914639,2.4889340814,0.4568143633,1.5307123749,-1.5677604162,-0.1996749921,1.4443323894,0.2980939676,1.7268323463,0.0056784587,1940.5,13,9,2887.8333333333,-0.1293048053,0.1325330795,-0.4766763424,0.5924475333,0.2381674601
"s128",2.268753311122,-0.536954265784,0.124414308686,2.218072887108,-0.24736463119,2.076,16.875,0.2,14.1666666667,0.2,-0.2848559157,-1.2889734354,3.3879308117,0.3948794226,1.5509413812,-0.9317255064,-7.12680495881082,-3.86866516488494,4.4560734457,0.265276528,1.9551479039,0.1666666667,0.6666666667,5.0833333333,0.05,3,-0.0066666667,-0.75,10.875,0.0435777006,2,-0.0073253012,-2.2627118644,0.6402580971,0.4527921196,7.3,7.2,3.1128754523,0.3276610568,1.9874494321,-0.4299474472,0.2222222222,-1.5654782985,-0.1497818556,0.3322315861,4.6556717651,2.8381622871,0.1834493657,1.8374954826,-1.2083775268,3.5486526974,212,46.0626954627,0.8291899447,10,0.6460633516,0.0009903153,0.90440979,0.0019969699,0.6111111111,-2.74838415223502,-2.74838415223502,-4.60920253499078,0.2962962963,-0.8744736281,0.2820088804,1.2974658757,0.4157879679,1.946485479,-0.4955779094,344.1666666667,-0.3440833554,2.521791654,0.315338216,1.2804011477,28,27,0.363450195508,0.5370140674,13,2.3960490969,0.322802445,2.213324821,-0.0462764307,3.1949207634,0.4164567741,1.113206595,-2.3840815977,0.5049019608,0.05792446,-0.0007664425,4.0315630117,0.5021468896,0.2399644223,3.1960786867,0.2869140813,1.3692548909,-0.8376937946,330,5.8,5.7,375.5,-1.2018996954,2.2670827841,0.3450337442,0.0293079013510726,287.3333333333,0.042099032,0.1075992678,2.7664639606,0.3220109723,1.3130447679,2.6511467751,0.324220566,1.6940372578,-1.3838793022,-0.1523270272,1.8815460324,0.2993929121,1.749045238,-0.0580007375,1992.3074074074,6,6,4085,-0.6321455191,-0.1742125732,-0.9669762352,0.5120689884,0.404661714
"s129",2.2484825709,-0.7143553203,0.0483355331,2.2171198911,-0.332802201,1.55,27.5714285714,0.3,37.7,0.3333333333,-0.349136594,-0.9556967478,3.626251329,0.3702332076,1.8789537838,-0.7429065039,-9.17866245741671,-7.39167983627928,4.7114391732,0.2961817414,1.3472613823,0.5,0.1666666667,11.625,-0.0958333333,1,0.0001666667,-6.9583333333,6.9166666667,-0.0326832151,1,-0.0010260047,-1.0780141844,0.3131532952,0.5796377532,6.3,4.9,1.9701585018,0.505413033,1.5353756229,-0.5153058134,0.3611111111,-3.0594579569,-0.129948689,0.1910395678,4.9380558016,4.7384113418,0.2182051242,2.1589339088,-1.0170844173,3.9312389163,197,10.925098711,0.2565783653,8,0.5,0.001206936948,0.9959472656,0.001198879,0.3611111111,-6.44960993207197,-3.8024674024667,-4.60920253499078,0.4814814815,-1.0823453731,0.0883564611,1.7850917889,0.4709561316,1.7397353748,-0.3799105538,346.331666666669,-1.324732467286,2.975830560415,0.319529961821,1.466536946395,21.3,65.77,32.2421398658,0.4510691251,12,1.131486384,0.6379561243,1.5485447925,-0.3034427247,3.0051678748,0.4203511552,1.0090530337,-1.5647531579,0.4172839506,-0.0204049097,-0.0010359462,8.1509634233,0.6800361642,0.1355331109,3.4502974134,0.2828056853,0.9743048254,-0.9100019644,344.5,5.8,4,333.558333333335,-0.860977701325999,2.820736364297,0.340822538521,0.456824115788893,300.1666666667,0.2561833578,0.1919692194,2.6294132734,0.3487863297,1.3282936759,2.0345062066,0.3330938599,1.8393318056,-0.8133804536,-0.2197770866,1.7821365182,0.3864106888,1.4683214623,-0.066524696,2180.1018518519,9,8,3577.8333333333,-0.6612422176,0.490744937,0.4473488425,0.8072834293,0.2695655895
