"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_drift_load","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.hddm_thresh_load","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.hyp_discount_rate_large.logTr","kirby.hyp_discount_rate_medium.logTr","kirby.hyp_discount_rate_small.logTr","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_bias_hddm_drift","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.condition_sensitivity_hddm_drift","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.stimulus_interference_hddm_drift","shift_task.acc","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.model_beta","shift_task.model_decay","shift_task.model_learning_rate","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","simple_reaction_time.avg_rt","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.condition_sensitivity_hddm_drift","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT_high","stop_signal.condition_sensitivity_hddm_drift","stop_signal.condition_sensitivity_hddm_thresh","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","two_stage_decision.model_based","two_stage_decision.model_free","two_stage_decision.perseverance","writing_task.neutral_probability","writing_task.positive_probability"
"s259",2.095466293763,-0.50706276114,0.091020694707,2.291583425965,-0.282650592508,1.9695,24.875,0.2,22.55,0.3333333333,-0.1956860027,-0.7704312909,2.3601619464,0.361513208,1.9943426489,-0.4835933517,-7.5889601301339,-5.67516283953594,2.0770474955,0.3798769292,1.7925049818,0.6666666667,0,12.75,0.225,0,-0.001,-1.6666666667,19.5833333333,-0.0466193656,0,-0.0063497496,-0.1168614357,-0.1405635552,0.7884228734,9.3,7,1.4350182363,0.436537206,1.76707218,-0.6204745764,0.295833333334,-2.7058472057,-1.7659585941,-0.2035532058,2.0903488788,1.6940564966,0.2858402935,1.5087737091,-0.9227923031,2.060853391,156.36,7.6113128603,0.3752535483,7,0.7388153076,0.0026442531,0.7172607422,0.0028095754,0.6388888889,-3.52984728720971,-3.64389468418966,-2.87626524335937,0,-1.0351868072,-0.3532391198,1.5387501576,0.411043579,1.4642876849,-0.3427829107,361.1666666667,-1.3420266955,2.0958186347,0.2936416992,1.2913073981,6.5,49,-1.071996533022,0.4440222517,7,1.1413650148,0.4584310341,1.8025043081,-0.157111366,1.7807014951,0.5105563786,1.5962952494,-1.0803452016,0.2823218997,0.010122295,-0.0019183866,11.1932933752,0.5893193523,0.0314160095,1.3853085428,0.3162196602,1.2555139464,-0.8860288736,460,6.4,7.6,450.3333333333,-0.2464673305,1.4864754673,0.367732065,0.122911029348882,306.3333333333,0.3976914445,-0.0358600574,1.8367813328,0.3818016246,1.1403680468,1.5746057578,0.3319037288,1.5735824206,-1.251054202,-0.2679162053,1.478221086,0.3246415245,1.4867920575,-0.0428949713,2088.4986111111,6,8,4248.3333333333,-0.255069166829,-0.086147921753,-0.394774788832,0.1675391866,0.3841961797
"s262",2.0184923103,-0.704091252,0.1672939213,1.8785370796,-0.162188192,1.3,30.7692307692,0.1333333333,16.5,0.2,-0.7996470133,-1.296622417,3.4666727254,0.4924811219,1.6486281911,-1.0540294068,-12.3424652704357,-5.82092064203484,3.3159231529,0.312248078338,1.4409061081,0.1666666667,0.3333333333,10.25,0.0333333333,0,-0.0023333333,4.440892099e-16,19.3333333333,-0.0548932384,0,-0.0141209964,-4.1201067616,-0.1382701665,0.567575903,6,6.1,2.2087855726,0.5242678499,2.059936747,-0.4991330938,0.6111111111,-1.4355683022,0.9945967352,0.1910395678,4.9380558016,2.6726643249,0.0401770003,3.1003555738,-0.9437793146,3.5708010963,214,2.3916188301,0.3492235958,5,0.6991075516,0.0017055593,0.7930145264,0.0018119816,0.3055555556,-8.51126430206736,-7.02442977929093,-6.44960993207197,0.7777777778,-0.9922253792,-0.9398307618,1.2743956797,0.5044026008,1.9522337917,-0.3822078614,364.323333333339,-1.074410305571,3.101679019557,0.349612181253,1.658573093674,22.985,58.005,16.5767394359,0.8510518098,6,1.37313575,0.477966313,2.0671871388,-0.0535066698,3.0184920055,0.5059652544,1.7591820745,-2.2510206688,0.3575,0.0268128026,-0.0005524442,4.9183824485,0.6671181609,0.1813869397,3.1612171522,0.2982164387,2.5686179517,-0.4667793316,457,6,5,285.5,-1.0550967411,3.7910479915,0.3654238859,0.767072896141662,300.740000000006,-0.3405909822,-0.0106623202,3.1743935079,0.3917452588,1.6743176331,2.2858975485,0.4602581154,2.0755758544,-1.2963592732,-0.0867085819,1.2544294345,0.181226671,2.26218751,-0.0873052847,2395.695,9,8,3125.5833333333,-0.6338498556,0.4611488348,0.7786919468,0.4635058485,0.4505220142
"s265",2.3908941768,-0.690241001,0.0631522548,2.8218806072,-0.5403590825,1.95,25.1739130435,0.2333333333,18.7826086957,0.2333333333,-0.4363227425,-0.7534246842,2.1648164376,0.2883520594,1.723987585,-0.7193274957,-7.09725481594722,-5.90333785231655,1.8764725511,0.2319323982,1.4075608589,0.6666666667,0.1666666667,10,2.567390744e-16,1,0.0036666667,-2.3333333333,6.9583333333,0.065152134,2,-0.0090806616,-3.0481927711,0.6466681505,0.3851428674,7.2,4.9,0.8543868293,0.3792412906,1.6284484576,-0.4458737565,0.1944444444,-0.8182037647,-0.8006721962,-0.3360231633,1.3093250545,1.0422841884,0.0739785887,1.5084350597,-1.1543905379,2.3804143391,129,59.8991114415,0.8568707964,6,0.6584772348,0.0012880778,0.7155580997,0.0017411071,0.6111111111,-2.75455730653473,-2.74838415223502,-3.66467488645178,0.2592592593,-1.5795429505,-0.1792258541,1.8038635994,0.3532677038,1.423640753,-0.274873544,341.655000000004,-0.814682670968,2.456694785528,0.310653080954,1.497975618243,27.475,49.71,3.730744562559,0.5271598123,6,0.819683283,0.4480632452,1.9640223421,-0.4105095883,1.0119773743,0.396936442471,2.7606556264,-0.3697151936,0.4229828851,0.078676939,0.0016072154,5.4445368531,0.6154028973,0.2658783555,2.4090938421,0.264469179,0.9620112223,-0.9329056134,372,5.2,5.3,318.6666666667,-0.4926393064,1.2354058872,0.3320412023,0.327880519942988,276.8333333333,0.016619635,0.3283296266,1.6921104981,0.3239716467,1.2471177216,2.0066053915,0.1777526531,2.7132987301,-0.8473770438,-0.1812881214,0.8107926312,0.0422998839,1.8960670917,0.017491294,2173.7783333333,8,6,3099.75,-0.6161352156,0.0625291077,-0.4151488943,0.1908178884,0.6324724611
"s269",2.157682567349,-0.540862551626,0.094007861537,2.289558002841,-0.240237236651,1.875,43.4117647059,0.4333333333,28.5294117647,0.4333333333,-0.3248691959,-1.0128909111,2.6274710914,0.3442290514,1.4886471091,-0.6643298539,-9.04879736853937,-6.16504513769886,2.7908084447,0.2859534849,1.3406474602,0.5,0.3333333333,12.625,0.0291666667,1,-0.0011666667,-6.2916666667,18.2916666667,-0.0839228296,1,0.0008694534,-3.1430868167,-0.0446213783,0.9901976213,11.1,6.2,1.1451459248,0.4843617441,1.8942280006,0.0444795626,0.25,-2.9401416495,-1.4900827516,0.597416838,4.1253012613,2.4547948632,0.1897866401,1.7655048686,-1.1652624446,3.6348828618,108,46.0626954627,0.8291899447,10,0.93203125,0.0011740332,1,0.001676346,0.8333333333,-3.66467488645178,-2.74838415223502,-2.74838415223502,0.2592592593,-1.2894232236,-0.6813710459,1.4003383178,0.3385688612,1.2194785268,-0.3339683309,353.6666666667,-0.7476699887,2.8400581277,0.2772807566,1.4019500465,6,-10,3.214460394357,0.6525905031,7,1.3582020433,0.6420110546,2.166524999,-0.403507424,3.8634647849,0.4064048048,1.7148209896,-1.9394664165,0.457002457,0.0515057286,0.0006048013,8.4319426491,0.5547889642,0.145239036,2.494687704,0.3086185057,1.1333821082,-0.1996202425,338,5.6,5.9,341.358333333335,-0.664971171676,2.315839342913,0.318615288551,0.408843921742199,301.3333333333,-0.0501777717,0.0086322281,2.2351209559,0.3058044757,1.1557108208,1.7389152875,0.3431722689,1.7338872064,-1.087798491,-0.0970252306,1.3538800928,0.1685547017,1.8559339972,0.0305682535,2714.4598765432,13,8,4887.0833333333,0.619568904,0.2730081371,0.7527052469,0.8198669132,0.3209899661
"s273",2.4105743596,-0.7667568688,0.0799161339,3.3171978893,-0.4189497436,1.95,24.7619047619,0.3,19.75,0.3333333333,-0.5091825328,-0.7722168163,5.5291516829,0.367998849,3.4594284233,-1.1086097041,-10.3532431634909,-8.93676305556391,7.5650298507,0.3738642406,2.0657113502,1,0,9.1666666667,0.0166666667,1,-0.003,-2.0833333333,10.5,0.0839701771,2,-0.0015340168,-1.6304753029,-0.0912419511,0.917553975,8.8,7.1,2.5366504656,0.5851021797,2.2521600038,-0.2916180026,0.1388888889,-4.9430752403,0.7307093284,0,5.3201349372,4.174729270665,0.2605372528,3.8498249525,-0.5402436899,4.8849203713,161,7.6113128603,0.3752535483,7,0.8220962524,0.0008248242,0.943359375,0.0009889722,0.6944444444,-5.55373019036174,-4.62558118030196,-2.74838415223502,0.4074074074,-0.7609563283,-0.1973609183,2.2911840423,0.4840586199,2.191235323644,-0.5292706734,470,-1.4717813667,4.059310188,0.417752781,1.4802617025,24,43,-23.6448153655,0.4944998318,14,2.0928312191,0.6237924356,2.2617089159,-0.4657750466,3.5960165461,0.5155270304,2.2738166956,-1.3037206764,0.4235588972,0.1093757791,-0.0023381735,5.7204893784,0.6325767957,0.2396095351,6.0139925181,0.3780915212,1.8247767473,-1.4138894622,415,6.9,5.4,389.1666666667,-1.1028919106,4.5345835507,0.4128592547,0.642278563668351,361.5,0.6595810145,0.327891985,5.3441153188,0.362081840415,2.2891253739,3.2575618754,0.4389628237,2.488524826,-1.1963189847,-0.4352155831,2.169978681,0.2229542813,3.0485684234,0.0975608728,2019.6266666667,13,8,2751.1666666667,0.6584870753,0.5062248056,0.5047248302,0.8895616256,0.1755714333
"s275",2.0899485044,-0.5868786502,0.0653909372,1.9954247195,-0.236133341,1.75,28.2307692308,0.1333333333,16.4761904762,0.3,-0.4010993664,-1.3674643544,3.6492063483,0.3719946593,1.9356988822,-0.7170844784,-5.54559806412761,-4.71364609227246,2.5033479083,0.2827256946,1.5075189737,0.3333333333,0.1666666667,16.9166666667,0.1416666667,0,0.0043333333,-0.9166666667,13.2916666667,-0.0074432296,0,0.0027863751,-0.6448696384,-0.0132352369,0.6158667134,8.9,7.4,1.3588585402,0.3315387682,2.1158102453,-0.4839987588,0.227222222228,-0.4691904196,1.2599534629,-0.3542521885,2.0574838773,0.4394650437,0.0174202684,1.8652054043,-1.192241406,2.5997515967,108,2.3916188301,0.3492235958,5,0.6677640915,0.0019576386,0.7219851017,0.0022155287,0.6944444444,-3.336294867449,-1.84443972711021,-2.74838415223502,0.1111111111,-0.7997292334,-0.6230992521,1.378103878,0.4156291364,1.7123055476,-0.2962845272,368.026666666671,-0.932694077167,2.610092032154,0.329364073983,1.440038565228,23.665,50.83,2.063722978912,0.5101431512,4,1.2598736577,0.3757536698,2.0705494701,-0.5135165,2.4986285078,0.3974359124,1.3892834201,-1.1527679147,0.465,0.0751820663,-1.24107e-05,3.847228355,0.4811120928,0.2092509471,2.7607484057,0.3524122459,1.0735025363,-0.8541132805,346,5.2,4.2,338.48,-0.691045894643,2.108440422091,0.338937132384,0.46262475512698,374.4166666667,-0.217775316,-0.1367729656,3.1896471125,0.3550608711,1.2906107952,1.3974090526,0.3711072134,1.6172670294,-0.5247082745,-0.198773105,1.4716717085,0.3937987626,1.5226884169,-0.075537761,2121.7351611352,17,5,3411.1818181818,-0.44987704348,-0.093938818688,-0.62029644858,0.1962780131,0.154877998
"s277",2.6691708036,-0.8640163431,0.2021745887,1.271659554,-0.0942242506,1.45,27.8695652174,0.2333333333,12.6842105263,0.3666666667,-0.5726425943,-0.9210196158,4.2303099261,0.3052728315,1.9444766016,-1.1757730071,-12.3424652704357,-6.01128243052054,3.9715111045,0.241072692,1.3172261751,0.5,0,9.75,0.1083333333,0,-0.003,-0.4166666667,23.75,-0.0360837438,1,0.0004310345,-5.0677339901,0.2659011966,0.4247465325,8.8,8,1.7600633074,0.3880968528,1.978928712,-0.3403344027,0.386666666666,-1.7631850483,0.5073153598,0.6656247704,3.9888853965,2.2575041076,0.0346338846,1.7711438434,-1.2890129855,3.38738178,107,2.3916188301,0.3492235958,5,0.5739326835,0.0013139897,0.6589939117,0.0017681358,0.6944444444,-4.62558118030196,-4.62558118030196,-3.66467488645178,0.4074074074,-1.1517148057,-0.1029521001,1.706125836,0.3364779018,1.1408165843,-0.4316950492,307.213333333335,-1.31148087596,2.790697286651,0.302276096549,1.453549877722,20.705,67.595,5.69302473605,0.3149766815,9,1.2839908365,0.5803191233,1.8314272019,-0.2606565749,2.2321293508,0.3499313218,1.006267054,-1.4053427878,0.39408867,0.0272751788,-0.0019670855,2.8593492327,0.6047210993,0.3457587281,3.802629865,0.2501636514,1.2524983922,-1.3290208481,276,5.8,5.1,272.8333333333,-0.9006674605,2.6928029311,0.2777419488,0.445072338413041,190.1666666667,0.1251100041,0.0366461231,2.7684326074,0.312600248,1.2774157282,2.1565334266,0.2371014712,1.4782889852,-1.4840926219,-0.2876584831,1.1064895262,0.2470167758,1.2295600343,-0.10588779,1708.9388888889,11,7,6604.6363636364,-0.06499475906,-0.065610804616,-0.273603260871,0.1835441694,0.1969288188
"s284",2.4078663951,-0.5351944396,0.3292417819,2.0813857145,-0.16891213,2.35,42,0.3333333333,31.15,0.3333333333,-0.4764317471,-1.0278808267,3.8033247071,0.3599282154,1.8600645925,-1.8687585907,-10.2916000911135,-10.6712763860936,2.7609712053,0.3108784507,1.4457830933,0.8333333333,0.1666666667,21.2083333333,0.0125,1,0.0008333333,-3.2916666667,24.625,0.0416076845,1,-0.0003053589,-2.4082912032,0.1398741629,0.7121384944,6.6,5.7,2.0086222321,0.5871224129,2.1394373081,-0.4688491858,0.8055555556,-3.9762114616,-1.9453022909,0,5.3201349372,6.1611074883,0.0809107026,2.611674211069,-1.2083775268,3.5486526974,194,1.2928725743,0.0438060331,4,0.8195009232,0.0021073369,1,0.0021065183,0.5833333333,-6.44960993207197,-7.3659006955689,-5.55373019036174,0.6666666667,-1.0685536496,0.0999931933,1.8242809382,0.6496968632,2.0487860375,-0.3887484231,400.3333333333,-0.5737401778,3.2613521595,0.3321768308,1.5378704664,10,20.5,9.8350552752,0.7071992249,17,1.5189447474,0.589945934,1.8689410127,-0.3636661422,3.7886141525,0.4903445542,2.4093742211,-1.5216112097,0.5382716049,0.0467689598,0.0012567317,7.9890558754,0.5237426827,0.1524165184,3.5210439127,0.3473265687,1.40319585,-0.4721092193,365,7.3,6.2,269.1666666667,-1.2475927346,4.2171741615,0.3848221387,0.798014709734902,334,-0.010516409,0.0178721324,2.3685371721,0.384361772,1.4284009685,2.937416273,0.4186504874,2.451367033,-1.3586741747,-0.260245132,1.9076425215,0.4262170824,1.96169273,0.0010204231,1488.0916666667,15,8,2599.0833333333,1.0054600065,-0.3545174668,1.3211051798,0.4156322262,0.3300184097
"s285",2.1133244406,-0.4869298354,0.249207732,1.5782744781,-0.1182220528,1.85,23.2,0.1666666667,15.4,0.1666666667,-0.4114096008,-0.9824351985,5.3874869024,0.4436525825,3.3064591263,-0.154317357,-5.80547306606489,-5.21026614205393,4.046374428,0.291089761633,1.4543265569,0.6666666667,0,11.75,0.0333333333,2,-0.003,-1.75,18.75,0.2416666667,2,0.003,-3.2142857143,-0.171578231,0.7331566682,6.1,5.3,1.2514536497,0.5339754493,1.6226716257,-0.6083617585,0.0555555556,-1.3139194339,-0.2732442994,-0.2327949135,2.6871330603,1.3050727785,0.0925272771,1.9704918138,-0.903485731705,3.3153561287,177,10.925098711,0.2565783653,8,0.7300182343,0.0013440289,0.7433322906,0.0014796676,0.7777777778,-2.06733925704992,-3.37547210756673,-2.77699475155299,0.0740740741,-0.8885114287,-0.1138516027,1.512678226,0.4633267326,2.1122857662,-0.3527349213,331.299999999996,-1.029928965343,2.98269422772,0.320294936188,1.710178600596,18.99,67.815,-0.170503675972,0.6586843166,9,1.0512418807,0.520522291157,1.8324672203,-0.2759553202,2.6416730955,0.5023710604,1.6673421938,-1.2475894477,0.5038560411,0.0528627035,0.0009830263,6.846557652,0.5882823435,0.2099310169,1.8108396209,0.297306521,1.7536892424,-0.3568774757,358.5,6,5.3,237.5,-0.3707192825,2.418834193,0.2241879515,1.32323677368515,245.1666666667,0.9564007674,0.7836263009,3.3434553018,0.3167904035,2.6589715233,3.2625697221,0.363364626,2.264901593398,-1.2004536876,-0.1721418359,1.4286203363,0.1002363596,2.3217240232,0.0497600269,3319.3037037037,7,7,4148.25,-0.7901444596,0.8479580425,-0.4029819566,0.8377817513,0.6604157923
"s286",2.171996771426,-0.57685026915,0.12529989579,2.277040388082,-0.247537676367,1.7885,25.6956521739,0.2333333333,18.8260869565,0.2333333333,-0.4794415983,-0.7941282367,3.8382870587,0.3807507991,2.8521243281,-0.4336863312,-9.91046785828356,-9.1181112975422,2.2886074535,0.343935861,1.236029511,0.5,0.3333333333,7.625,0.1958333333,2,-0.0001666667,-3.4583333333,6.5,0.0557356608,2,-0.0119276808,-4.3732335827,-0.0796617916,0.7616849482,7,5.4,0.8409446294,0.4454941774,1.8651843682,-0.5054682983,0.5,-2.4127542737,-1.9444160038,-0.8486696147,2.2841016937,1.4032383243,0.068837227,2.2450723914,-0.7017421781,4.5619233948,131,1.2928725743,0.0438060331,4,0.5485244751,0.0016216417,0.5,0.001617333012,0.3888888889,-5.55373019036174,-4.60920253499078,-6.44960993207197,0.6296296296,-1.2441007653,-0.2743802298,1.6322389582,0.5546810976,1.5399791095,-0.3109881006,338.178333333332,-1.035678233028,2.913981057887,0.339581622082,1.598046748866,16.235,61.145,-14.060070251,0.5254265695,3,1.474143519,0.6073845086,1.7611978525,-0.3495646531,2.3272474759,0.5526694052,1.727163245,-0.9578635054,0.3840399002,0.0398635949,0.0011599464,1,0.620000906404,0.1,2.2177341298,0.2894515818,2.2124919801,-0.371214937,397,5.4,4.3,335.5,-0.184420427,2.0993512561,0.3568027697,0.919271170870013,259.3333333333,-0.9783400758,0.29632581,2.5553311556,0.3394802728,2.1728282009,2.7722846762,0.4647071769,2.1126444485,-1.0571732503,-0.1113120204,0.7741304274,0.3851933817,1.1379614142,-0.0895300901,3297.3916666667,8,2,3984.4166666667,-0.5604362531,-0.0800960057,-0.5240569254,0.8529540905,0.3577305902
"s291",1.522946609,-0.4562679773,0.0267450209,2.7076969875,-0.3055485527,1.55,17.8214285714,0.0666666667,9.8076923077,0.1333333333,-0.4514089979,-1.2247326414,3.6295319023,0.449799118,1.8462927144,-0.5991536435,-7.11354171533918,-5.43200920632923,3.3286624559,0.305963597832,1.2459225717,1,0,6.2083333333,0.1291666667,3,-0.0075,-1.4583333333,8.5416666667,0.1831648129,3,-0.010051365,-2.5202224469,0.0751174973,0.8132746183,5.4,7.3,0.4575999165,0.2160973661,2.1002211726,-0.2817008292,0.1944444444,-1.420114978,-1.5060163263,-0.9640691781,2.5149008205,1.2385911521,0.0669381179,2.4705557434,-0.8075379761,4.3503317988,140,57.9526365305,0.8535643773,6,0.8475082397,0.0016766198,0.996484375,0.001584192,0.75,-4.62558118030196,-2.74838415223502,-3.66467488645178,0.2962962963,-1.0696512476,-0.0774609733,1.7697021312,0.5549082731,1.9799066571,-0.3691218912,397.3333333333,-1.3474920615,2.9084519883,0.3470053248,1.3651067032,74.5,90,1.066364743932,0.6779185027,6,0.6974915342,0.7515084668,2.0248725094,-0.1352435171,2.1742706091,0.4805019356,1.7354375726,-1.1036631279,0.4761904762,0.0379907565,-0.0014092145,6.786266529,0.4589527442,0.2034879082,1.7100789347,0.320056546698,1.4691383702,-0.5630069863,464,5.9,4.8,348.144999999996,-0.691241465844,2.078945941011,0.376625512747,0.430420504365741,293.3333333333,0.0500524045,-0.0596298626,1.9742730096,0.3724181479,1.178876069,2.8349081244,0.3701306806,2.2780986248,-0.4404600467,-0.1593543659,1.3677773634,0.4126977393,1.7634567385,0.0004907536,2469.1916666667,1,8,4629.3636363636,-0.255898577115,0.009996401506,-0.412228627932,0.2150601038,0.1886160737
"s294",2.1207448674,-0.4902934685,0.1275311441,1.6577116478,-0.1117089592,1.8,27,0.2333333333,30,0.4333333333,-0.7515414145,-0.9295982128,4.2301611267,0.3151829221,2.1917016798,-1.8791128784,-5.48697502611315,-4.82132300451433,4.4825007999,0.2663281522,1.3471283009,0.3333333333,0.3333333333,10.5833333333,0.0416666667,2,-0.0033333333,-2.25,13.875,0.0239401496,1,-0.0039975062,-5.6450540316,-0.1705116855,0.6577499262,8.3,6.9,2.5221724578,0.3551377356,1.7110783619,-0.3037985227,0.1388888889,-2.2791224382,-0.1040438028,0,5.3201349372,4.5855283306,0.2365354158,1.6232901163,-1.0170844173,3.9312389163,223,10.925098711,0.2565783653,8,0.7423341751,0.0010935314,0.6980741501,0.0010783608,0.6388888889,-3.66467488645178,-2.74838415223502,-3.66467488645178,0.2962962963,-1.3945920191,0.0770501342,2.1099688317,0.3956665487,1.5144454543,-0.3181907223,342.1666666667,-0.6930876064,3.2124221818,0.3393130995,1.2652312402,28.5,13,-11.6762827917,0.4087249924,12,2.361627821,0.3920521637,1.8172041834,-0.5363232444,3.450719362,0.3367456333,1.7653107908,-1.995799874,0.4083129584,0.0676126281,-0.0024141543,6.0303361508,0.4796148842,0.2441954782,3.1495786266,0.2875106845,1.1751057796,-0.8093191283,292,5.8,6.7,259.1666666667,-0.8002423364,2.4762311563,0.3406052816,0.542914162688835,215.6666666667,-0.8273039056,-0.3512050928,3.1608155874,0.3059768182,1.5786391428,3.1774216883,0.3082822216,2.3173577832,-1.3590054153,-0.2158514956,1.6981834395,0.3355907661,1.5035333134,-0.0314793057,1423.2121212121,12,10,2061.8333333333,-0.9116870301,0.2925767394,-0.9586093738,0.8415547079,0.3477816307
"s295",2.193297786,-0.4807423729,0.1387446806,1.9384423749,-0.2337349958,1.7,36.5263157895,0.3666666667,36.3888888889,0.4,-0.2525602143,-0.4055646065,2.4972239146,0.344542988784,2.7962030126,-0.7100617354,-6.18933380138449,-3.45670647743404,2.300363312,0.26558939442,1.7707767214,0.5,0.1666666667,16.375,0.1291666667,0,-0.0031666667,-1.7916666667,15.3333333333,0.2767605634,1,0.0007042254,-4.338028169,-0.1735355528,0.6769979521,6.9,5.2,0.9729950457,0.4390473811,1.5401603307,-0.5333992349,0.2222222222,-1.4633209482,-0.0036134506,-0.1364446349,1.956131737,0.8133914105,0.1382768033,1.5236186466,-0.774270547,2.3578969031,148,7.6113128603,0.3752535483,7,0.7039533615,0.0010890973,0.7589918137,0.001165779,0.5277777778,-4.62558118030196,-3.66467488645178,-4.60920253499078,0.3333333333,-1.2373451542,-0.1333591959,1.2517628909,0.3590287016,1.7161897862,-0.2721147031,298.6666666667,-1.0161359092,2.0031453787,0.2965556429,1.4189114509,-14,50,-9.9986154274,0.448377728,6,0.7669216788,0.5029115318,1.6967945326,-0.3317863095,2.191943963,0.3753158245,1.7637315595,-0.4904400838,0.3673469388,0.0106667397,-0.001091546,15.4055668884,0.5042911743,0.0175419477,2.5436590722,0.268715512,1.6643052924,-0.7557664643,368,5.6,3.9,253.6666666667,-0.5055230489,2.4723083965,0.3113562195,0.5416790453737,274.5,-0.4198556695,-0.2098914316,1.6201611906,0.297754213815,2.4056501714,2.311276398892,0.348749558441,2.11064207525,-1.086178607936,-0.1561712004,1.0500874489,0.0943497925,2.0900521647,0.0205736128,2463.8333333333,-9,7,4645.2,-0.304953042264,-0.096017147026,-0.563479287272,0.5966857211,0.1786433984
