,NBHD,NBHDL,NBHN,NBHT,adaptive_n_back.mean_load.logTr,ARTKCLCK,angling_risk_task_always_sunny.keep_coef_of_variation,ARTRCLCK,angling_risk_task_always_sunny.release_coef_of_variation.logTr,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,attention_network_task.hddm_thresh.logTr,ANTORTHD,BITIHDLL,BITIHDML,BITIHDSL,CRTHD,choice_reaction_time.hddm_non_decision.logTr,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,columbia_card_task_cold.loss_sensitivity.ReflogTr,CCTCPROB,CCTHAVCC,columbia_card_task_hot.gain_sensitivity.logTr,CCTHINFO,CCTHLOSS,CCTHPROB,dietary_decision.health_sensitivity.logTr,dietary_decision.taste_sensitivity.ReflogTr,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,dot_pattern_expectancy.hddm_drift.logTr,DPEHN,dot_pattern_expectancy.hddm_thresh.logTr,GNGBIAS,GNGDRPIM,HIRSCOR,holt_laury_survey.beta.ReflogTr,holt_laury_survey.prob_weighting.ReflogTr,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,LOGCONHD,LOGGBHD,LOGHD,local_global_letter.hddm_non_decision.ReflogTr,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,motor_selective_stop_signal.hddm_non_decision.ReflogTr,MOSHT,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,shape_matching.hddm_non_decision.ReflogTr,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,shift_task.model_beta.logTr,shift_task.model_decay.ReflogTr,SHFTMLR,SIMHD,simon.hddm_non_decision.ReflogTr,SIMHT,SIMSIMHD,simple_reaction_time.avg_rt.logTr,SPSFORWD,SPSREVRS,stim_selective_stop_signal.SSRT.logTr,STSHD,STSHN,STSHTL,stim_selective_stop_signal.reactive_control_hddm_drift,SSSSRTHI,SSHD,SSHN,stop_signal.hddm_thresh.logTr,STRHD,STRHN,stroop.hddm_thresh.logTr,STRSTRHD,32CSCHD,32HD,32HN,32HT,32TSCHD,tower_of_london.avg_move_time.logTr,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,writing_task.positive_probability.logTr
s277,2.3600431585,-0.6671697035,0.3302886807,1.5922487888,0.5596157879354227,38.3333333333,10.2784755107,29.1428571429,2.067415812991693,-0.6004847685,-0.7863888368999999,3.9139789182999998,0.3076160206,0.661597769276708,-0.8871445585000001,-12.48684530968102,-12.345288736909096,-5.92826971581741,5.0226733064,-1.3384991561391866,1.8465429818999999,0.5,0.33333333330000003,14.833333333299999,-0.033333333300000004,0.0,0.0028293269769204487,1.1666666667,23.75,0.1978843505970958,1.0,0.0001606054,-3.5368929998,0.4235323116691206,0.8307261774772187,8.6,7.8,1.4567770888,0.5350966288,1.5882324094999998,0.0041944522000000005,0.4958333333340002,-0.6945588607000001,0.2889650519,0.4847229195,4.3506890982,0.950101959066703,0.2710844227,0.413527332659437,-0.8005189753,3.0881574643,106.0,4.2602232394823805,0.29290687171049723,0.42925480380000003,9.0,0.6149285315999999,0.0013204310000000002,0.5483540773,0.0016292839000000001,0.5555555556,-1.3862943611198906,-1.2963052807,-0.0725597833,2.5615136769999998,0.18405309024095814,1.5679125887,-0.3468147871,326.6666666667,2.8653362432,0.08012012883028756,1.1117984933,-0.0499467866,-0.23888812710000001,18.4355740835,0.40670605590000003,10.0,1.4951282511000001,0.4864435328,1.8541990816,-0.3917535601,2.9253455033,0.09351392368363147,1.0589140437,-1.364237021,0.43488943490000004,0.0310281258,-0.0008647006,1.2027176618741005,0.3391951679338009,0.2977908877,3.1210635239,0.08708342951878399,1.0158086377,-1.2721530274,5.849324779946859,6.0,5.9,5.5626028611934215,3.4583013543,0.3345235033,0.6187586018014107,-1.3611667818000002,278.5,3.0078664464,0.3209274454,0.08892996920563097,2.1781773024,0.3463213545,0.4290321969326054,-0.7427200226999999,-0.1136092877,1.3850486997999998,0.3582747804,1.3369841309,-0.4192095736,7.198596209797152,11.73,6.0,2897.8333333333007,-0.315450100927,-0.024245898209999985,-0.344943492109,0.1621720448,-0.9270833441567562
s284,2.3669283632,-0.4697247765,0.271857866,2.0349280638,0.9555114450274363,38.1904761905,7.474082202000001,22.6111111111,1.5731044285242015,-0.6234812544,-0.7929680084,4.1746297253,0.26570191590000003,0.9365719665411214,-1.9164444946,-9.304447775406102,-7.969246364619039,-7.409507523961811,3.7879957024,-1.236134969611581,1.7143691471,0.6666666667000001,0.33333333330000003,18.4583333333,0.0625,1.0,0.008298802781637209,-4.125,20.5833333333,0.240434568332727,1.0,-0.0024137931,-4.8435960591,0.40997703842467537,0.7162969910087501,6.6,6.9,3.0254092455,0.4727522456,2.3854557251,-0.3048571953,0.7222222222,-2.3295866775,1.1360679751,0.0,5.320134937200001,1.691718887851833,0.1548778404,1.2076508294213641,-1.0385004381999998,3.3813588491,230.0,4.575788509069061,0.6019739301410078,0.0438060331,4.0,0.8100778580000001,0.0019598366,1.0,0.0020872956,0.5,-7.365900695568905,-1.30536894,-0.0710991607,1.8537379321,0.12451932392347488,1.481570211,-0.318828532,340.85833333334114,3.8490649550739993,0.10225167737484857,1.7228277784519992,-1.031727810818,-0.421376734142,-19.4668082309,0.7064388443999999,16.0,1.7540230688999998,0.5839610578000001,1.7787795896,-0.42732555990000004,4.3090409841,0.06950969040637693,1.6507410675999998,-1.7661040831,0.5541871921,0.0516883622,-0.0029915075,2.02550322364146,0.44012530823287976,0.17269602609999998,3.5714186310000002,0.07112570976947273,1.5634995301,-0.5347700481000001,5.776103136235827,7.2,5.7,5.676182863057683,4.7671992631,0.36316612130000003,0.7827955054984828,-1.3760920184999998,297.8333333333,3.2971541901,0.38908196840000003,0.3382680489702656,3.7804848264,0.38449091350000003,1.2777875074555012,-1.0854276911,-0.17855361170000006,1.5156161152,0.4225079432,1.8090268192,-0.4042145238,7.300489090086192,15.0,8.0,3100.6666666666997,1.6787082427000002,-0.6699615515999999,0.5557892182,0.8471010189,-1.6600796007419585
s285,2.1015429999,-0.8062880206999999,0.1523987926,2.3087110861,0.37156355643248296,21.875,6.0455697038,13.958333333299999,1.5298186694983806,-0.5061526836,-0.8984361953000001,4.4526128192000005,0.5054479979000001,0.8738073167086439,-0.3693705699,-5.7059037229133,0.974908193623616,-2.6327860196518533,3.272246566,-1.0999228920336237,1.5697595213999995,0.5,0.33333333330000003,4.2083333333,0.0125,1.0,0.008298802781637209,-1.875,4.7083333333,0.2800050250895986,3.0,-0.0063488372000000005,-2.0125581395,0.14652127401353338,0.4470497588042516,6.7,4.8,1.1458753635,0.4714841959,2.0065729117,-0.6648047101,0.4572222222250002,-2.4835793141,-1.8485839334,-0.8864604548,3.5472140276,0.9284921853849956,0.2475246245,0.6324924585280035,-0.2927955376,3.3208469219,128.0,3.6999383989626087,2.3226141774899958,0.8535643773,6.0,0.860736084,0.00176516,0.9984375,0.0016453483,0.4444444444,-2.067339257049917,-0.9642586177820002,-0.15085990635900004,1.610171982783,0.1827851488182136,2.027802181608001,-0.319189462942,378.1666666667,3.3527508769,0.1041763019634902,1.8160795514,-2.2188423017,-0.3403222474,10.966006298599998,0.7289525998,5.0,1.1549908529,0.6017881971,2.4512708528,-0.3707046526,2.8435446876,0.08585623191638214,2.3048650242,-0.6451651147,0.3979591837,0.0956822894,-0.0029173215000000002,2.2157138138411647,0.30843944442241705,0.1838174012,2.8263399813000003,0.10829620493221076,1.8006496926,-0.6692221422,5.909440711629392,6.0,5.2,5.538645742616216,2.4490875144,0.3755487665,0.6960238574545661,-0.2606229566,343.0,1.5140834935,0.3805064569,0.6217861701190844,2.4110905747,0.366470111292,0.7632023355372817,-1.0699150912,-0.1068174568,1.0060480516,0.208614343,1.9066660036,-0.3545944784,8.166860000746082,4.0,8.0,3634.0,-0.5373079103,0.3630056408,-0.4784486953,0.1785826093,-1.1383207387216976
s286,3.1910448071,-1.2021737848,0.1630554154,2.6330907986,0.5306282510621705,30.331336869905968,9.175209839607,22.609660586768,1.9161562906437242,-0.5590756582,-0.6728705139000001,3.6364947269,0.458891317,0.8398888191725866,-0.5323742978,-8.219096910570599,-9.985728507920037,-4.39365649610926,2.2512256028,-1.1062193414670256,1.4766506102,0.5,0.1666666667,9.2916666667,0.0625,1.0,0.0033277900594519305,-4.0416666667,5.375,0.2659829075049607,2.0,0.0015536067000000001,-2.0833150625,0.4193281191875116,0.3382575146350796,7.9,6.7,1.0199029117,0.1667816368,2.5205263268,-0.564610658,0.30555555560000003,-1.1360576047,0.3697292827000001,0.4902031417,4.3397286539,0.4453904877333917,0.1987374509,0.8271497657183281,-1.2890129854999999,3.38738178,112.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.7183218001999999,0.0018236276,0.8291753769,0.0018624389,0.4166666667,-5.553730190361736,-1.4179021551,-0.4542741325,1.6958347828,0.20263779663739007,1.7852297925999998,-0.3159075557,313.3333333333,1.6111761794,0.0969971734009354,2.6450102387000003,-0.7031333537000001,-0.0342317887,4.6596253812500015,0.5635854124,3.0,1.09327268,0.7558035,1.6905292353,-0.14656279949999998,2.3001981321000002,0.036435538923116906,1.6224035016999998,-1.1386675651,0.3706467662,0.0449503368,-0.0036616194,1.801352472853467,0.692344970975862,0.1,2.1482444712,0.11866409478755055,1.7508628110000002,-0.2615001913,5.9053618480545715,5.1,4.6,5.663539016455351,1.9827600245,0.47014372270000004,0.48695825747470295,-0.571645566,280.1666666667,1.7676175591,0.4030214425,0.4662470565285122,2.2851319989,0.3964911078,0.6172792692676271,-1.2614266517,-0.1180401636,0.4972338428,0.0991655575,1.7121424224,0.023189967000000002,8.031856610972929,3.0,6.0,3319.5833333333007,-0.63554111,-0.3842844162,-0.8070364137,0.7316597906000001,-1.4699308429710656
s291,1.7736662450999998,-0.4966944753,0.0218099785,2.1204514679,0.5306282510621705,34.5454545455,5.5439995251999985,26.0,1.8470369983276036,-0.19638282170000002,-0.8346327071999999,1.8371017697,0.2417213977,0.781756266282967,-0.3580920286,-11.16996716554808,-5.624271382111104,-5.65081578717219,2.6231099946,-1.0628068170687706,1.9254348476,0.6666666667000001,0.0,11.791666666700001,0.1958333333,2.0,0.007982962710735815,-0.2916666667,10.7083333333,0.11985730935135425,1.0,-0.0009933222000000001,-1.3522537563,0.5883538587395004,0.2707744812407096,10.0,9.1,0.7221815378,0.1866944134,2.3346676119,-0.3946179796,0.4436111111109999,-0.4303036621,-1.4661772405000002,-1.2882078674,2.7437192025,0.3643864044603849,0.1111769728,0.9220946998194112,-0.9630841912,3.0580660263,198.0,4.285442751539002,0.2940660557228181,0.3968411315,9.0,0.7657501220999999,0.0021077299,0.84140625,0.0017344138,0.5555555556,-2.9200865656079302,-0.9580662583,-0.012254108400000002,1.4602890808000002,0.14664328484033026,1.9505147109,-0.200302775,364.09500000000605,3.0804231513020004,0.09448171728699414,1.7179247059779994,-0.8462524684060001,-0.30087049614700023,4.5903237200259985,0.43190622240000004,9.0,0.9025471243000001,0.7594270468000001,1.9748446534,-0.17132747739999998,2.3088417247,0.15285436860738144,1.8586586893,-1.3006410728,0.45363408520000004,0.0646258614,0.0038451333000000002,2.011582066808,0.2554973907489634,0.3121754608,1.8429410095,0.09957078207990076,1.8078159831,-0.4646945592,5.986452005284437,5.5,5.8,5.988543618680235,1.7956126928,0.3717214802,0.2598264199394926,-0.3539889379,300.8333333333,2.3559772286,0.3610586434000001,0.3284033500362558,2.2983851998,0.4128257698,0.5152260242867718,-0.6880892089,-0.1283934843,1.3399177197,0.17774083670000002,2.1733915125,-0.153259789,7.723964131245418,0.0,7.0,5296.5,-0.426763707432,0.047279706199000036,-0.293153754027,0.7413259634999999,-0.961286447440144
s294,3.0435554336000004,-0.6661178113,0.2523784315,1.6720414082,0.8754687373538999,20.7692307692,2.2504700364,19.1304347826,1.6927517800867622,-0.5306715089,-0.8537944131999999,3.7114917848,0.3277418267,0.4289621264556153,-1.4137656657,-5.1921992219635,-4.612604371192342,-2.7706375023081296,3.3208191667,-1.271592862481033,1.2899056642,0.33333333330000003,0.5,11.375,0.0291666667,2.0,0.0096202434100048,-2.7083333333,8.1666666667,0.1787824670137954,2.0,-0.0074447215,-2.2443890274,0.2718886960321861,0.6783457898840112,7.7,7.2,3.2045961291000005,0.3933216177,1.9100674899,-0.30532299420000003,0.19444444440000005,-0.9479972455,-0.1055106412,0.0,5.320134937200001,1.5363627467613343,0.2199551648,0.9750634013532206,-1.070541321,3.8243251091,204.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.6834051132,0.0010698211,0.8033329010000001,0.0013413533,0.5,-2.7483841522350163,-1.4404270566,0.1051229026,2.2343882508,0.2612816930831033,1.9374083357,-0.3064067167,447.5,2.9690228882,0.1413107411495019,1.5059552994999998,-1.2093082628,-0.4223044562,-0.6701857490989996,0.549861669,16.0,2.7926401575,0.426574226,1.7281893297000002,-0.4039582592,4.8993235323,0.16522535771470492,2.0578838116,-2.4958778768000003,0.5356265356000001,0.12796347730000002,0.0011973482,1.9133516736104064,0.4816828002510977,0.2081279331,3.675061754,0.1213579134485066,1.4541092075,-0.5560540525000001,5.750984076140496,6.9,6.3,5.914853444736142,3.016611197,0.30358311670000004,0.2511765774910337,-0.8373594514,231.1666666667,2.678809641,0.3317366846,0.3557259789238281,3.0696375411,0.3011490927,0.7762500539618558,-1.2497010001,-0.30563208270000003,1.7961121412,0.34603544490000004,1.6592065538,-0.1529088918,7.478951374624125,12.0,9.0,2657.5,1.1399896270999998,-0.0380202088,1.8350538091,0.8789544226,-1.2176437344392212
s295,2.038465676,-0.5291013659,0.0580237204,2.29495236,0.5596157879354227,26.6111111111,19.6472985387,28.947368421100002,3.0747159778705937,-0.2947836693,-0.8032091961000001,3.0199718111,0.4975208911,0.34344038033399343,-0.2740309923,-8.322986295916802,-6.8720353981360605,-3.1573095500755364,3.158722813,-1.3101346568943657,1.5893561558000002,0.1666666667,0.33333333330000003,21.5,0.0833333333,1.0,0.004489905272852001,-5.583333333300001,18.0833333333,0.171161371783977,1.0,-0.005312056700000001,-3.0053191489,0.13492333735731205,0.5328631053844403,6.3,6.3,1.3841965470919997,0.4185341315989999,1.802477043556,-0.5113459004849998,0.19444444440000005,-1.3305495854,-0.9615154191,-0.7137922814000001,3.1108270299000003,0.9284576488781856,0.1492582317,0.8095297803747671,-0.4034552521,1.7743876103,115.0,4.5085065923544105,0.47395080202453493,0.3752535483,7.0,0.6798643112,0.0010439034,0.733621645,0.0013386825,0.3611111111,-2.9200865656079302,-1.1624845813,-0.25053428440000003,1.1624978471,0.2839444815027043,1.7447601723,-0.28110118700000003,360.7400000000041,3.148625331140998,0.08667405162371616,1.7880458134199997,-0.8315706578540001,-0.3265072435820001,-7.2746878854,0.7323256851000001,4.0,0.5164966222,0.1572542663,1.8706166449000001,-0.4998193971,2.3605763366,0.13106098134481814,1.5535163125,-0.8291806187999999,0.3974683544,0.0470123823,-0.0019368295,0.9185370906400055,0.4982613552360851,0.1607386175,2.3992005999,0.03897510087767113,1.1926053235,-1.0469096758,5.973809611869261,5.4,5.5,5.922025147370789,1.8002549324000001,0.3635763752,0.3299515855233749,-0.3861599148,285.3333333333,1.4575764938999998,0.233773465,0.623617333427374,1.7120100925,0.3953745209,0.4138858685105239,-0.3559029811,-0.13588400450000002,0.5822111340999999,0.2791812657139999,1.8232929698,-0.1187038046,7.748004546779527,2.0,7.0,5464.8181818182,-0.5049355410659997,0.04604835357400002,-0.507028791277,0.5797782957000001,-1.4368402683445043
s301,2.9941068064,-0.9529190221,0.24968190510000002,1.3313396703,0.4382549309311553,39.277777777800004,10.2084483787,34.5294117647,1.991391145405659,-0.6467955825,-0.8453348195999999,3.816541369,0.4171520665,0.4245316206167522,-1.3900038247,-7.598891882108173,-7.477047937164488,-3.6358201414550413,6.0594827197,-1.6596988824834038,2.2180886804,0.33333333330000003,0.1666666667,6.916666666699999,0.2583333333,2.0,0.007472014838700836,-2.4166666667,5.958333333300001,0.34671950386531225,2.0,-0.0072377067000000015,-1.3093193043,0.5141925313859237,0.42237920762185305,6.9,4.4,2.4830277323,0.4338940512,1.3363482654,-0.4731702826,0.1388888889,-3.284804673,-1.2925688548,-0.7548590440999999,3.810416849,1.2094582330347503,0.0779984811,0.8277632729474177,-1.1652624446,3.6348828618,176.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.7610870361000001,0.0016434695999999998,0.955078125,0.00169859,0.6666666667000001,-3.6646748864517766,-1.4027257791,-0.1643947833,2.5121050143,0.1890716359136602,1.3627699375,-0.38717998130000003,285.1666666667,4.7212958536,0.08056499814842544,1.6902402922,-1.8316947684,-0.4176136084000001,1.6731860186,0.4410640869,12.0,1.5977420713,0.4743677632,1.3136030198,-0.5804604004,2.7918222804000004,0.12631580629406516,1.0834566925,-1.7352713354,0.4645476773,0.0642163667,0.0025467926,2.0446022636399768,0.35545079652593303,0.185194462,4.7697317118,0.07123345180446111,1.5546287988,-0.7249108712000001,5.68697535633982,4.8,5.1,5.734958092124652,3.0746730457,0.3502704012,0.19087771326721545,-0.7264259331999999,198.6666666667,3.5387601218,0.3174111465,0.5523754384360918,3.7127729184,0.33131312490000003,0.4707171424471388,-1.2462451889,-0.115616427,3.6500412128,0.3297783443,1.7602114458000002,-0.1750293964,7.392062374187318,-7.0,10.0,8099.375,0.7672111057000001,-0.1111050647,0.3259307535,0.2008657924,-0.9319414854786734
s305,3.1287514629000004,-0.7017370451999999,0.2510156881,2.0554327056,0.9360933591703348,39.1739130435,4.6773358181,29.95,2.2105395911357157,-0.4151308026,-0.8067066345,3.5523949459,0.3706345393,0.6092941787392476,-1.0229508435,-7.595679522853089,-7.040031916284328,-3.2728969310906804,3.7745917167,-1.3987682807743873,1.3798011915,0.8333333333,0.1666666667,10.2083333333,0.0125,0.0,0.011269592225270884,-0.375,1.9583333333000001,0.17386153677821492,0.0,-0.0007591952999999999,-0.0305832148,0.38932906680651375,0.539200053322786,7.3,8.4,2.2225220482,0.507407897,1.4807857924,-0.3806520829,0.5277777778,-1.004949522,-0.3357808105,-0.7548590440999999,3.810416849,0.9244383820030486,0.07562197400000001,1.0848336065823114,-1.0041893257,2.9758557574,183.0,4.2602232394823805,0.29290687171049723,0.42925480380000003,9.0,0.6893368244,0.0023600302,0.7638870239000001,0.0023146673,0.6111111111,-6.449609932071973,-1.295217144,-0.19414147850000002,2.0615000354,0.2494497815961961,2.2195764718,-0.348871307,361.8333333333,4.0805008815,0.11553008072494254,2.0987091078,-0.8273028087000001,-0.6956963496999999,1.2567118973310003,0.4636853636,9.0,1.5632235855,0.4984831859,1.8588843912000002,-0.5586632816,2.9803715752999995,0.09999365727258712,1.3709765603,-2.0332884857,0.4816863606340003,0.055240427009,-2.7587589999999844e-06,1.88079319312592,0.3619651425126967,0.2129254174209999,2.4697962425,0.045608116917975706,1.532567882,-0.3059071229,5.962293169807702,5.9,5.8,5.44457987352629,4.2611488517,0.4081070279,0.7650243587921115,-0.9912668601000001,234.8333333333,3.399965315,0.3383220125,0.6107362431385704,2.5955618388,0.326904688,0.6661096994003521,-0.6969271245,-0.2609409788,2.065919673,0.34552704430000003,1.5928698063,-0.2163520082,7.383665329003827,20.0,6.0,2805.25,-0.17832384647900001,-0.07001018160300003,-0.10185402698399998,0.8759710337000001,-1.6662442203294467
s307,2.7169401131,-0.7187396107999999,0.1228085014,1.938471438,0.6151856390902335,42.210526315799996,10.0806687794,34.4705882353,2.2703433250735268,-0.4434537481,-1.0446869067,2.9996343652999995,0.3854107271,0.30713057528858906,-0.9415557765,-7.1495959114339485,-4.4553457795721085,-3.1753076046799205,7.1898925782,-1.3286857652937265,1.8481400312,0.5,0.33333333330000003,8.8333333333,0.075,3.0,0.009455158770754977,-2.8333333333,15.166666666700001,0.35780104367036125,3.0,-0.0099952719,-4.0141843972,0.18930574819964915,0.22500438792334307,9.5,7.5,2.4454023049,0.401672038,1.7133138148,-0.2990455366,0.4166666667,-2.0900285458,-0.4086855816,0.3298219498,4.6604910377,1.119097850815763,0.06046924980000001,0.9571022401570296,-0.8893284576999999,4.1867508355,209.0,4.5085065923544105,0.47395080202453493,0.3752535483,7.0,0.7410460472,0.0010118983000000001,0.9203369141,0.0021017292,0.7222222222,-3.6869826661541367,-0.9953273644,0.188654709,2.2469270005,0.2106860006040845,1.6230159252,-0.2093861591,259.0,3.7903212806,0.13204845902180426,1.6232849538999998,-0.6324478788,-0.4706876239,4.671050891003,0.5282006108,8.0,1.8267203412000002,0.41002698600000004,1.5693859203,-0.4377005851,3.5890439856,0.11983607597056968,1.6013529547,-2.1623480236000003,0.4713216958,0.094645872,-0.0012686792,1.8118651771592864,0.34988743792849936,0.2434442441,3.7430877391,0.09885817739222537,1.2396074147,-1.2015057816,5.579729825986222,5.2,4.9,5.38602294696699,3.882205039100001,0.2462124421,1.1758237539701804,-0.30650580850000003,246.0,3.895148849,0.3887795276,0.5105296698359463,2.9157463206000003,0.3379629353,0.5989079351306386,-1.3572154293,-0.2080944069,3.352669328,0.3510173395,1.7034778018,-0.224437547,7.845252880500678,-10.0,6.0,6618.541666666701,2.0608702885,-0.5686328802,0.6593774652000001,0.4038716572,-0.5451440528402228
s313,3.2117029451,-1.1735198409,0.2070410896,2.3476589907,0.4700036292457356,35.8,5.0,19.1,1.75218887552838,-0.5724134295000001,-0.8169690664,3.6655758734,0.40996192340000004,0.6496644856595076,-1.6947772271,-9.283090650828095,-7.571270844417479,-5.600690154409821,2.9301047705000003,-1.1620454666825346,1.8762788678,0.5,0.33333333330000003,11.666666666700001,0.075,2.0,0.0034938892542558378,-3.6666666667000003,12.541666666700001,0.3787238833073383,2.0,0.0011325301,-2.6987951807,0.9129331324405195,0.8293456269575739,4.9,5.1,1.8397672289,0.5303856686999999,1.6262061628,-0.5425595443,0.6944444444,-1.1487848574,1.4624517077,0.1910395678,4.9380558016,1.2029357375880738,0.2929719954,0.8762688090028716,-0.41348168350000003,4.6313963585,138.0,3.9279401020129536,2.295613763575953,0.8996159383000001,6.0,0.7602663040000001,0.0017898468000000004,0.8416503906,0.0017969284,0.4722222222,-8.511264302067357,-1.0317352432,-0.24986917260000002,1.7692035108000002,0.15674304294850308,2.3715892545,-0.2818570463,403.1666666667,3.0567539996,0.04474028408362943,1.7879736881000001,-1.256439072,-0.6567829788,7.8689190962,0.755455313,11.0,1.5028301736,0.6126696237,1.5921519642000002,-0.26879668170000004,3.7663446464,0.12876733457456954,2.4406487538,-1.0804107083,0.382133995,0.0167718205,0.004052604699999999,1.81847275615509,0.692344970975862,0.1,3.0969846818,0.018095028315804614,1.2812151421,-0.8365412227,6.0075839289878665,5.0,4.5,5.854594253217848,2.2047966765,0.3480312629130002,1.016740603857348,-0.7906022506,375.6666666667,2.8898090067,0.4137675556,0.4779094822211259,2.8503994542,0.35409732790000004,0.9904714031766584,-0.7359020636,-0.2208534153,1.7864349638,0.2693685516,2.6164414823,-0.3025540124,7.535823316104152,31.0,6.0,2747.4166666667,-0.5483817712,-0.24499161530000002,-0.6100257399,0.8048773842,-1.4834389124353555
s314,1.7216979806000001,-0.630315941,0.0267341393,1.9899224582,0.13976194237515865,44.1176470588,14.713439234900001,27.2727272727,1.9346419369131016,-0.22826221010000006,-0.9050403554,3.8123093704,0.4693973066,0.7479352839322703,-0.0761180986,-5.485370941701852,-9.055918586044363,-2.3220606249717317,2.3530835685,-1.3686534993442006,1.6302362352000002,0.33333333330000003,0.1666666667,14.583333333299999,-0.0416666667,0.0,0.0028293269769204487,0.0,6.375,0.17078143777449234,2.0,-0.01125097,2.9753930978,0.4973561864714643,0.8570961536577844,6.3,3.9,1.1425974939,0.3379950163,1.8776551035,-0.5787023509,0.5833333333,-1.8570002681,-0.6752308033000001,-0.4201855406,3.141069842,0.16066645265657575,0.0102168212,0.7178402191014457,-0.8903224109000001,3.6777149035,120.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.5851873397999999,0.0019741478,0.5823532104,0.0019965752,0.5555555556,-2.7483841522350163,-0.8352194528,-0.3882345506,1.386676861,0.0929292559259529,1.8830611995,-0.2331770797,353.04500000000303,3.0227931716949987,0.0948277051679573,1.8815971236489997,-0.8211900669759998,-0.2862684551620001,2.321790940680001,0.5152832418000001,6.0,0.9303189766,0.4678650379,1.7621488459,-0.5105483046,2.8348003342,0.07827205323594337,1.6430569916,-1.784434355,0.31265508680000004,0.023815198500000002,0.0015699037,1.9204052940124037,0.5250803406514496,0.1775827163,3.3300293169,0.0821321598625429,1.4654483102000002,-0.9269769996,5.941486177301741,6.0,6.3,5.803634428311228,2.4272945350549997,0.341689814006,0.5064272848217898,-0.7578771721889997,349.1666666667,2.6554710022,0.23094534320000001,0.6932775786577436,2.4422313779,0.4005179269,0.6418220504551174,-1.3820124086,-0.0604223028,0.9698358487000001,0.2950979286,1.6879516386000002,-0.0651672356,7.492681796954727,6.0,6.0,3021.8333333333007,-0.43746252720499984,0.09340925428099997,-0.40757878909299977,0.7258887961,-0.826879326819845
s326,2.2484552003,-0.6166447692,0.029236261000000006,3.3901462506,0.7654678421395714,34.2608695652,4.191087853,32.7368421053,1.5333824896626431,-0.3251976729,-0.8987710235999999,3.0251417643000003,0.352337076,0.8253367343274943,-0.9020926464,-8.226189516598566,-4.404344139866206,-3.2957294505735732,2.7508117048000003,-1.128305975630189,1.9234054086,0.8333333333,0.0,8.5,0.08679166667100002,2.0,0.01570929367236609,-0.1666666667,6.166666666699999,0.3407715057905731,3.0,-0.0120728242,-1.8756660746,0.3055301958018517,0.4372134273997561,6.9,6.2,1.9558227215000001,0.40007408780000003,2.2299118841,-0.4922673349,0.2222222222,-1.1221628453,-0.8712412076,-0.9342144304000001,3.4517060764,0.6088186901004818,0.0113046008,1.0356780551194256,-0.7122733402,3.5596877282,243.0,4.575788509069061,0.6019739301410078,0.0438060331,4.0,0.6009450912000001,0.0014539509,1.0,0.0015858775,0.5,-3.6646748864517766,-0.9728161377,-0.2311474648,1.8644499481999999,0.20813437586503816,2.5080124875000003,-0.47089218850000003,368.97000000001213,3.1957960066989983,0.0978589274104444,1.8655400412659997,-0.7706669354739994,-0.340767068917,-3.7211716929,0.5476535495,12.0,0.8763028212,0.628517921,2.2753936399,-0.23714256420000002,2.3328536499,0.062254678716231526,1.8361648245,-0.6433451506,0.5570652174,0.1101726953,-0.006367314399999999,1.870435217530504,0.09394206417897136,0.2205315424,0.9602468588,0.10482498685500996,1.9792123549,-0.2811681954,5.717027701406223,7.1,6.6,5.88425046280074,2.2805340203,0.3935918534,0.494370342090212,-0.8634063190000001,293.0,2.4243069008,0.3914029822,0.5605556790707629,3.0515198061,0.334487745,0.99593097426171,-1.1240613566,-0.1014544657,1.8356749228,0.292317410832,1.92400121538,-0.04876453,7.730261749579247,-2.0,6.0,4871.9090909091,1.5278667287,-0.4051362333,1.0207379394,0.460401486,-0.9151506867226524
