,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,writing_task.neutral_probability,writing_task.positive_probability
s179,1.6042782838,0.1763852567,1.3332793920000001,2.25,35.4545454545,0.2666666667,23.2631578947,0.36666666670000003,-0.3504291203,-0.32505153070000004,3.4104683925,0.3791117113,2.240477267,-0.5460026521,-2.3941522448757016,-2.501515495422726,5.636779797,0.2967975534,1.4047448944,0.8333333333,0.0,11.9583333333,0.1625,1,-0.0058333333,-6.7916666667,17.0416666667,0.38721666330000004,3,-0.009692056400000001,-5.2457627119,0.08216949400000001,0.6921143488,7.6,8.3,1.9935881162,0.15870082500000002,2.4103487441,-0.6633312438,0.1111111111,-4.6900549344,-1.8547600947,-0.23074187610000002,3.5297248409,2.6455403343,0.209646616,1.5771863752000002,-1.0385004382,3.3813588491,167.0,6,0.8828125,0.0010488719000000001,0.9769531250000001,0.0010286137,0.7222222222,-1.3862943611198906,-2.067339257049917,-1.3862943611198906,-0.8077118512,2.6278492104,0.3949149725,2.141442744,-0.1862240661,,,,,,,13.3536702924,0.6747579895,9,1.8348813248,0.39461690850000003,2.1217200552,-0.7050678928,2.4612944256000002,0.44442560680000004,1.7906242513000001,-0.4774776841,0.4974874372,0.0459268758,3.9151125289,0.3107382375,1.0162661641,-1.3406206938,335.0,5.7,5.4,231.6666666667,4.7870092158,0.3071571504,0.986822836986327,243.6666666667,272.5,3.8400328204000003,0.2958092328,1.8740632445,28.8333333333,30.6192909772,2.6325786245,0.3400097815,1.7008033955,-0.9303458327,-0.35466075750000003,-0.6627645169,2.1631146376,0.33110639540000003,1.3643084757000001,0.18654760250000002,-0.032576458600000004,3047.0555555556,6,5,4778.0833333333,0.6991630901,0.3605746745
s180,1.892806249,0.2715239329,1.194529749,4.7,33.3333333333,0.2,19.15,0.33333333330000003,-0.5966730436000001,-1.0219658738,3.1871289136,0.3487429633,1.3445731482,-2.3008972904,-10.024972933422205,-7.9049920013669634,2.5259488747,0.3112164061,1.3729019735999999,0.6666666667000001,0.1666666667,5.375,0.1541666667,3,-0.0145,-1.875,8.875,0.21914357680000002,2,-0.0157959698,-3.1175482788,-0.0502158861,1.0346702518,9.3,7.7,2.4206870982,0.45486217640000004,2.2797530662,-0.4152803057,0.47222222220000004,-1.3071864668,-0.6147835206000001,-0.09204657470000001,3.1862650416,2.2278415621,0.218030203,1.7053849077,-1.0170844173,3.9312389163,212.0,7,0.928125,0.0016134798,1.0,0.0022306074,0.6388888889000001,-5.553730190361736,-4.625581180301964,-3.664674886451777,-0.9323147940000001,1.7427838971,0.3705094257,2.4006095188,-0.1317115777,389.1666666667,1.9969719161000001,0.2994818322,1.1686299917,27.0,4.0,,0.4194510882,16,1.6280571267,0.5314018391,1.9383903721,-0.2018508886,2.4173262341,0.47854866970000004,1.6926154659,-0.36216746,0.5147783251,0.0839600992,2.6024197344999997,0.275850983,1.802609333,-0.3368815034,299.0,7.9,6.2,403.0,2.1587219547,0.3337130843,0.18294731821443155,290.3333333333,270.3333333333,2.3471092123,0.33259768,1.3928005829,-20.0,25.3974255833,2.6054466904,0.41878752340000003,1.9949603782,-1.4752523406,-1.8056211862,-0.3905399657,1.5397158187,0.3196699927,1.7032625317,0.4816710565,-0.0956103866,1416.4722222222,11,9,3205.1666666667,0.8862317843,0.4694341227
s182,1.1222692254,0.1137104825,1.7443825481,2.4,4.8333333333,0.0,6.1111111111,0.1,-0.7589109504,-1.4609330736000001,2.7406923165,0.3582430916,1.4776427201,-1.660911208,-7.034873678872428,-5.624871918393513,2.3510445614,0.350074478,1.3070485454,0.5,0.5,8.75,0.1,2,-0.0003333333,-2.6666666667000003,10.2916666667,0.2737745098,3,-0.0057156863,-2.1764705882,0.0396142197,0.8255619321000001,7.8,6.9,1.8693424035000001,0.43136221750000003,2.6750499769,-0.401148184,0.0277777778,-3.3727683011,1.6815890562,0.1910395678,4.9380558016,2.3349213747,0.2378827028,1.7605749252,-1.070541321,3.8243251091,265.0,3,0.6593782425,0.0015476052000000001,0.9247695923,0.0027608135,0.6388888889000001,-3.664674886451777,-2.748384152235016,-2.748384152235016,-1.07102631,1.8703911936000002,0.4068218887,1.8722450596,-0.0831287238,332.1666666667,2.1781363158,0.36005051930000004,1.1773068066,46.5,33.0,17.8936581588,0.4398745989,14,1.5008705026,0.6127877361,1.7899965788,-0.4228215086,2.4546342803,0.431901647,1.3967315252999999,0.3196296255,0.6029411765,0.1221030776,2.0547699851,0.2874618566,1.4296907127,-0.8002288252,361.0,6.6,6.6,321.5,2.8007601886,0.3578209965,0.07751548666205607,313.0,344.6666666667,2.3493110922,0.3463919277,1.2123165409,31.6666666667,14.3564301552,1.5232360317,0.4204103099,1.8079395942,-0.4865693324,-0.36982917,-0.1044304934,1.1935108253,0.3405503441,1.893646739,-0.5194277976,-0.4259740113,1710.7892857143,16,7,4005.5833333333,0.2854970207,0.2103282445
s184,2.0403993103,0.3542939672,1.2118109691,2.7,31.2727272727,0.2666666667,16.1666666667,0.2,-0.2179643612,-0.1743220437,4.1941108954,0.3523904197,2.4481570572,-0.8166975451,-7.086982069509101,-5.941329611358827,4.7350188601,0.21952831050000002,1.4688405997,0.5,0.33333333330000003,8.8333333333,0.09166666670000001,3,-0.0053333333000000005,-2.4166666667,9.8333333333,0.0416666667,1,-0.0021764706,-1.3406862744999999,0.3048055528,0.6103417356,9.4,6.4,2.2071850585,0.3745039493,1.8609477383000002,-0.0103828047,0.8055555556,-2.9985826631,-1.2330832092,0.0,5.3201349372,3.2148794256,0.1720976133,2.0481658344,-0.8308046694000001,3.7967503866000003,130.0,8,0.6199707031,0.0011679579,0.9946044922,0.0016021584000000001,0.5833333333,-6.449609932071972,-7.824046010856292,-5.553730190361736,-0.9717809618000001,1.8549351312,0.3750181199,2.3642330007,-0.0758509268,282.8333333333,3.0861308201,0.2736197307,1.6870819285,0.0,125.5,,0.5696514165000001,10,1.0279290802,0.46642310060000003,2.0248510161,0.5342066564,3.4757959813,0.3610725379,1.3795710008,-1.4950420505,0.4630541872,0.0196847291,3.3366782939,0.3065293504,1.4182954422,0.0790233604,264.5,5.9,6.1,261.0,3.9322781435,0.4631689526,1.1108797421918075,224.1666666667,240.5,2.9188949033,0.2933164656,2.2012743702,16.3333333333,46.4503896104,3.062425104,0.34710550300000004,2.6727027579,-0.8618611021,-0.4929841079,0.4295542131,1.8867802717000002,0.3047399261,1.7044091848,0.014010589,-0.6887118615000001,1507.0800865801,11,9,2793.75,0.8649032587000001,0.6271043223
s187,1.0688421669000001,0.0213839629,1.5604720317,1.7000000000000002,29.2916666667,0.2,23.380952381,0.30000000000000004,-0.2127233338,-1.3972309459,2.652337993,0.40911594020000003,1.6666128341,-0.20781950870000002,-7.826460924414236,-6.843596861324742,4.2119733803,0.1804111703,2.3893585718,0.6666666667000001,0.33333333330000003,2.5833333333,-0.1166666667,0,-0.001,-0.0833333333,19.25,-0.028133393000000003,0,0.0011763653,-2.2587287377,0.4986516681,0.460281994,8.6,7.1,1.7493057094000002,0.5443032516,1.9624305793,-0.818131271,0.30555555560000003,-2.4327837676,-0.0817961709,-0.22829995860000002,3.5248410059,1.8357666944000002,0.0485458361,1.9768668761,-0.9928100529,3.4727396196,114.0,6,0.6702904463,0.0009950182000000001,0.6368632793,0.001333067,0.6111111111,-1.8444397271102142,-4.609202534990781,-4.609202534990781,-1.1785142513,1.4883481935,0.46400158680000003,1.6676052199,-0.7992108147,,,,,,,6.9272826874,,7,2.1391953175,0.5438934133000001,1.7980512546,-0.7394278750000001,2.0016132862,0.4534189488,1.7183723354,-1.1802960593,0.349009901,-0.0044137357,3.0809965438,0.3113381796,1.7116643192,-0.7296862475,393.5,5.9,5.2,,,,,,,,,,,,2.1627414424,0.3547863959,1.7660677868999999,-1.1712745415,-0.6576567015,-0.36076215570000003,1.2814424442,0.32914856140000004,1.8453414529,-0.4235855088,-0.4496083986,2057.4092261905,11,7,3268.8333333333,0.0609308181,0.1471841962
s190,1.2606035150000001,0.3439271887,1.6056633024,2.25,45.7894736842,0.36666666670000003,28.05,0.33333333330000003,-0.46844138970000004,-0.8025614367,4.5915293836,0.3728524107,1.9202811122,-1.5340889564,-12.359503584433083,-9.280616924171635,3.8494139501999998,0.2774387836,1.4788872223,0.8333333333,0.1666666667,14.3333333333,0.0416666667,2,-0.0146666667,-3.9166666667000003,21.7083333333,-0.0287234043,1,-0.0104042553,-1.1843971631,0.0721749854,1.1522684494,8.6,7.2,1.8570009509,0.5064313333,1.8473553101,-0.9787550658,0.9444444444000001,-1.1394719575,-1.4333793393,-0.5629734621,4.194188013,3.6026875366,0.2622491631,3.9495284904,-0.5402436899,4.8849203713,218.0,8,0.7796737671,0.0017317564,0.740009594,0.0019685525,0.6388888889000001,-8.511264302067358,-8.511264302067358,-5.553730190361736,-0.8869815090000001,1.2303390243,0.4109303515,1.6136743070000001,-0.7236077178,202.8333333333,4.1980777447,0.22636933420000002,1.8796041605,1.0,133.5,10.7521711801,0.4153165388,13,1.9473441251999999,0.483659449,2.1491416397,0.001127767,5.1141386768,0.3207980272,2.5934311058,-1.2548850464,0.4656862745,0.0725558096,5.1858831001,0.3173728963,1.8675385902000001,-1.0349525707,304.0,5.5,6.0,229.3333333333,6.1177030465,0.286174423,1.198274717680782,236.1666666667,200.5,5.0407967942,0.30851604390000004,2.8035489104,-35.6666666667,79.5108554161,2.7367113746,0.4474707469,1.7311073955,-1.8842032569,-0.3665876575,0.1021925983,2.1654859731,0.3934611637,1.5372836248000001,-0.6966252126,-0.7358909675,1741.6407407407,14,8,3586.5,0.3240489579,0.2841157549
s192,1.8532899847,0.30467981780000003,1.2010775821,4.25,30.4347826087,0.2333333333,23.6842105263,0.36666666670000003,-0.2065368125,-0.7536205288000001,2.5000151345,0.37869693990000003,1.4104098699,-2.0592493321,-8.532074368937627,-4.757558498031489,4.9941542217,0.2532149896,2.1206620862,1.0,0.0,8.5833333333,0.075,3,-0.005,-2.5833333333,11.4166666667,0.1480595981,2,-0.0111157311,-3.29002079,0.1732828492,1.1546471041,8.8,8.2,2.8555420958,0.3459165067,1.9108285102,-0.0585300559,0.4166666667,-2.8341191654999998,1.2624661778,0.0,5.3201349372,4.12794211,0.242306774,2.5122268183000003,-0.9437793146000001,3.5708010963,239.0,9,0.7634371758,0.0013707299,0.9810546875,0.0016632216,0.6111111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-0.04208586,1.7087394664,0.49707328030000003,2.0053355205,-0.5948184093000001,371.6666666667,2.8532926944,0.36780888240000004,1.1506017077,25.0,44.0,1.3232656807,0.4121364892,16,2.0017626405,0.3709292999,2.2045871357,-0.5242551571,4.7410550117,0.3622407992,2.9357950698,-1.7330688765,0.5574572127,0.0818748755,4.2054099643,0.2902937633,1.7931153523,-0.0687879547,371.5,6.6,8.0,323.6666666667,4.1786758101,0.3622122132,0.459639302877624,292.1666666667,317.1666666667,3.8936466171,0.3731731528,1.552880477,25.0,18.1015059509,3.3115015808,0.40283199900000005,1.4189124831,-0.4624140169,-0.39409674040000003,0.6976188128,2.1192515463,0.4173401108,1.5082157697,-0.8502621866000001,-1.4016981042,1731.2575757576,2,10,4395.25,0.6821344260000001,0.1837460093
s196,0.9964947253,0.0207249551,2.4039906121,2.4,23.9523809524,0.30000000000000004,24.2380952381,0.30000000000000004,-0.545853457,-0.24230778930000002,3.1828318661,0.4193349462,1.8606568419,-0.6914497009,-2.251856435583955,-2.625523351465831,4.2729582602,0.25661966210000003,2.2887717671,0.1666666667,0.33333333330000003,23.7916666667,0.0291666667,1,0.0005,-2.125,8.4583333333,-0.0821377769,2,0.001140825,-1.464336517,0.0213804493,0.8521740909000001,8.4,3.7,1.2088826857,0.37632808840000004,1.9806843923000002,-0.5981666404,0.0,-0.5561800336,-0.87600964,-0.7534139427000001,2.4843807076,1.7071915866,0.0665914059,2.2366012194,-1.1652624446,3.6348828618,,4,0.789855957,0.0020313076,0.6861545563,0.0021725449,0.4166666667,-2.748384152235016,-2.067339257049917,-1.8444397271102142,-0.5690514541,1.6726132154000002,0.43701619100000005,2.2571833864,-0.49571136060000004,292.5,2.771151815,0.428353127,1.6986141717,34.0,86.5,1.0275169589,0.45798196300000005,7,1.06622328,0.615287161,2.2133813988,-0.44690928,1.5828380227,0.4104220135,2.140366922,-0.47233751300000004,0.3289124668,-0.001383563,1.5513928594,0.346491724,1.6060264996,-0.1615733789,372.0,5.3,3.9,318.3333333333,2.6809919749,0.4229585402,0.551179552299651,370.0,438.0,1.5255365398,0.3952678307,2.0208463824,68.0,-42.8543506753,1.4043815184000001,0.3212463144,2.3050876871,-0.10370679470000001,,,,,,,,2136.7875,21,6,2349.25,0.8509879333,0.39907054080000004
s198,1.3059333371,0.0213412591,3.2380556144,2.95,30.380952381,0.30000000000000004,17.7894736842,0.36666666670000003,-0.0437893418,-0.5446834939,2.8374449277,0.3791391992,2.0367203987,-1.2101000997,-8.185202410103578,-4.77872171613471,3.6619213094000003,0.2840654145,1.6393351374,0.1666666667,0.6666666667000001,13.0416666667,-0.0291666667,2,-0.0048333333,-4.2083333333,13.25,-0.009015025000000001,2,-0.008818864800000001,-2.5603088481,-0.25181058500000003,0.9899721448000001,8.7,7.1,1.6190817899,0.4022963029,2.0270855749,-0.1540240218,0.0277777778,-0.9419306939000001,-0.5639850231,-0.9092231175000001,3.5016887022,2.4675400864,0.0508795557,2.6456553938000003,-0.7458764829000001,2.9788724795,205.0,10,0.8478149414,0.0012702534,0.8307193756,0.001451805,0.6944444444,-2.748384152235016,-2.748384152235016,-2.748384152235016,-0.2935184158,1.6346144761999999,0.2307901376,2.8862297242,-0.10505445740000001,250.0,2.6391543844000003,0.34748814310000004,1.961757832,125.5,4.5,32.4333490916,0.5797334268000001,7,1.0470747717,0.524900895,1.9830933872,-0.2544250162,2.3850748419,0.466884901,1.6611833244,-1.3426530941,0.5359801489,0.0885575433,3.206350406,0.2623346979,1.8278449491000002,0.15461386400000002,374.5,6.1,6.0,217.6666666667,2.5658496036000003,0.3997642198,0.4891834589672904,252.0,259.3333333333,3.0127370535,0.27662268430000003,3.4312150558,7.3333333333,142.232251816,1.9834522186,0.3389515303,1.9683104479,-1.1582663274,-0.3797876322,0.27315698050000004,1.5135150748,0.3633742846,2.288795957,-0.3649827218,-0.44726070570000004,2589.3055555556,11,8,4719.6666666667,0.8286238367000001,0.2890821664
s205,1.649321768,0.1921546755,1.3822152483,2.25,20.7692307692,0.1333333333,20.5238095238,0.30000000000000004,-0.4676644237,-1.1232005896,2.3848501038,0.312928969,1.0597501212,-2.1456341879,-3.5062062191659935,-3.507168433659368,4.5347118112,0.2604414712,1.2363862783,0.1666666667,0.5,6.125,-0.0125,1,-0.0018333333,-1.2083333333,6.625,0.07043058,3,-0.0030615114,-1.1335676626,-0.1897827934,0.9062007038000001,8.2,8.8,1.4405772328,0.4181040794,1.7962248679,0.7638997594,0.0,0.3790527899,0.0071551655,-0.5629734621,4.194188013,3.4280814766,0.2535090486,1.8885987668,-1.4734436219,3.0185205071,218.0,8,0.6982427597,0.0014277796,0.8691467285000001,0.0019004939000000002,0.4444444444,-2.748384152235016,-2.748384152235016,-2.748384152235016,-0.517478109,1.7422536287,0.3757732921,2.0715684291,-0.1593399364,300.1666666667,2.8995602535,0.3033891871,0.9963263086,9.0,20.0,-0.5773982337,0.39284709300000004,8,1.7534119263,0.5410808019000001,1.6261264002,-1.170038573,2.9709529541,0.4053950112,1.1902104091,-1.7578569082,0.36764705880000004,0.0199668196,3.0937555603,0.270765491,1.3427752808,-1.6812281104,289.5,6.0,6.3,295.3333333333,2.6874720376,0.3077579337,-0.0344598263095553,253.5,278.0,3.6292897532,0.3354102447,1.1544039049,24.5,9.3741735327,3.1754715556,0.3464562095,1.4334885509,-1.0101302213,-0.7903965044,-0.7954187153000001,2.2070238967,0.3050172366,1.5067305347,-0.0285211705,-0.1748192499,1434.9576719577,22,5,4671.3636363636,0.8701703568,0.2105628914
s206,1.8789041497999999,0.12149819390000001,1.5907304230000001,2.5,30.625,0.2,24.0952380952,0.30000000000000004,-0.8488743983,-0.5595475645,2.0476766954,0.3855128226,1.3098597638,0.1551992451,-10.694128495181904,-7.426613746488629,1.8283170344,0.2337627491,1.6238289275,0.33333333330000003,0.5,19.4583333333,-0.054166666700000005,1,-0.0015,-4.7916666667,12.9583333333,0.120273003,2,0.0026127401,-1.6617795753,0.0639561175,0.8852018667,9.4,9.0,2.1291939881,0.3748637923,1.3134665692,-0.276103511,0.4166666667,-0.0664733285,0.0465460555,-0.4683283594,2.7109498368000002,1.9072083242,0.1574150402,1.8435881607,-0.7347402228000001,2.4369575517,159.0,4,0.6314470052000001,0.0020358948,0.6483659267,0.0019453989,0.6944444444,-5.553730190361736,-5.553730190361736,-3.664674886451777,-1.2015821302,1.2691147994,0.33742805060000003,1.7896806547000002,-0.1086542951,339.3333333333,2.3572340191,0.2844433317,1.4109585218,-11.0,66.0,,0.5531271643,12,1.4313001222000001,0.3707849492,1.9811457843,-0.5839289359000001,1.7209036088,0.06499356960000001,2.3071351504,-1.175441405,0.315403423,-0.0017256693,2.3446932674,0.2515659733,1.37182446,-0.550508482,408.0,6.9,7.1,322.5,3.0972029999,0.34548681870000003,0.17016931094929766,249.5,261.3333333333,1.7690862439,0.18605682340000002,1.7915292026,11.8333333333,81.7890658631,2.3932344936,0.2843058793,2.0705940877,-0.4267154059,-0.8009804603,0.4900457729,1.7729798496,0.036236112200000004,2.2603619645,-0.41511477900000004,-0.0989161072,1547.4766666667,23,7,1886.3333333333,0.8684091983000001,0.1543574589
s207,1.4360967824,0.26088351,1.6876111639,2.45,32.5714285714,0.30000000000000004,21.0,0.4,-0.2872639897,-1.3118675172,3.2937663825,0.37921167840000003,1.5057491346,-1.7176123369,-9.174601675551482,-7.192938077223234,4.9808813143,0.2941410092,1.8138517999000001,0.8333333333,0.1666666667,8.5833333333,-0.05,3,-0.0026666667,-2.25,9.2916666667,-0.0105472738,2,-0.005686747000000001,-2.8559322034,0.0840212667,0.9545721282,8.3,7.5,2.3338408981,0.3071805175,2.0297695315,-0.4660711798,0.7222222222,-2.5573152905,-1.4767088399000001,0.0,5.3201349372,3.3669080551,0.2571460531,1.4122736798,-1.2494826612,3.4664424285,208.0,5,0.8503906250000001,0.0010587790000000001,0.7966796875000001,0.001099841,0.6666666667000001,-6.449609932071972,-5.537595558952301,-5.553730190361736,-1.0965390547,1.5764583393,0.3638568908,1.7309190782,-0.5943218682,,,,,,,-19.8218769837,0.4656012425,12,2.4691563569,0.40254264630000003,1.7912482864000001,-0.2027436824,3.4317550391,0.345860616,1.6189106293000002,-1.0173506407,0.5098039216,0.0660142414,3.5378805483,0.3073821171,1.3020521037,-0.6204807049000001,331.5,5.7,6.0,304.6666666667,4.6123190279,0.3067993792,0.7142847377641098,291.5,295.5,3.6547833587,0.3454505049,1.5031962248,4.0,30.4027350427,2.7128444769,0.31660477670000003,1.6140201686,-1.7363628761,-0.9233176866,0.7593562182,2.0821689993,0.328189632,1.6216928572,-0.1488334698,-0.7255826845000001,2305.6,12,5,3997.6666666667,0.8262744822,0.3214494227
s209,1.1387947882,0.2075337878,1.7294976417,2.2,20.0,0.2666666667,20.0,0.36666666670000003,-0.9761761782,-1.1670187169,3.0419869083,0.3619276319,1.460568002,-2.1154707725,-0.013659332677379324,-3.400603076296579,3.9366224399,0.24015815570000001,1.5887250301,0.6666666667000001,0.1666666667,20.625,-0.0375,1,0.0025,-3.9583333333,21.0,0.067140825,2,-0.00022759600000000002,-0.8628327576,0.3288367204,0.8809565522,8.8,8.1,2.2050202914,0.45359563010000004,1.7658156194,-0.1864302697,0.0,-0.911899439,0.7007223723,0.1932209246,4.933693088,2.4294773454,0.187770813,1.9011346565,-1.2083775268,3.5486526974,132.0,10,0.6441612244,0.0010165266,0.8967743397,0.0015390017000000001,0.47222222220000004,-1.8444397271102142,-2.748384152235016,-1.8444397271102142,-1.1820518411,1.3556105318,0.36638792340000004,1.2268833015,-0.40266244900000003,397.5,2.4256339516,0.3022453752,1.0464850518,37.0,34.0,2.6866504183,0.47317217510000004,10,1.6128243518,0.5041350241,2.0378929393,-0.34578553170000004,3.4220280335,0.4387824724,2.2981014898,-2.678109315,0.4852216749,0.07977791270000001,2.5363024213000003,0.3197891208,1.4927159544,-0.6754678682,330.5,5.3,5.6,345.1666666667,2.4013217644,0.35053654440000004,-0.06733480533866379,253.5,270.3333333333,2.1575786821,0.32315564680000003,1.0812884722,16.8333333333,49.7040342519,1.8802989043,0.3732925244,1.348161584,-1.5350378131,-0.65245662,-0.2109904396,1.094991063,0.3043401258,1.4568927618,-0.8496748161000001,-0.540768746,2051.1296296296,10,6,3779.0,0.18165505340000002,0.2685640583
s212,1.5277254631,0.2846271255,1.2395468059,2.3,50.1578947368,0.36666666670000003,30.0666666667,0.5,0.0045042363000000005,-0.5122900237,2.007539259,0.1538615047,2.6983395293,-0.5526178043000001,-8.312319930027016,-6.202603097671432,3.473367305,0.3051323218,1.3171608697,0.8333333333,0.0,15.4166666667,-0.0416666667,1,-0.0016666667,-4.5833333333,21.2083333333,-0.059047619,0,0.0026619048,0.07619047620000001,0.1656615764,0.4047636417,9.4,6.5,1.7838164117000002,0.3803934814,1.7823468373,-0.9407489253,0.30555555560000003,-1.5373621787,-1.034349674,-0.9342144304000001,3.4517060764,2.4108948919,0.1568222158,2.1940711244,-1.070541321,3.8243251091,178.0,2,0.6711914539,0.0011709981,0.7082328796,0.0012866513,0.5277777778,-5.553730190361736,-3.6869826661541367,-4.625581180301964,-0.4830276526,1.5751138251999999,0.0801878136,2.9538057828,-0.4335937851,,,,,,,17.0662272235,,13,1.1079241082,0.41918060090000003,2.1331920912,-0.0276691441,1.8663600823,0.0234939521,2.8749877189,-0.8498656753,0.5085995086,0.0536598901,3.1270599218,0.3454306395,1.5683126705000001,-0.8563548436,442.5,6.3,5.5,323.5,3.8954313152,0.1890686184,1.6339063032252283,313.1666666667,398.8333333333,2.6176556263,0.09996603030000001,4.0630368087,85.6666666667,113.7705325298,2.2133100592,0.4059597035,1.6613506906,-1.1713601097,-0.31088554620000003,0.4626326522,2.0089660634,0.38216690130000003,2.3780345231,0.19881841590000002,-0.333111194,2148.5444444444,1,11,3182.6666666667,0.6393897312,0.3462195062
s216,0.9295723097,0.2585818603,1.5749468472,1.85,37.2727272727,0.2666666667,29.1666666667,0.4,-0.0406538911,0.0456627799,2.9448631598,0.32000826,2.8967156263,-0.1587823676,-5.1656170816979206,0.5350280247881563,3.2484572939,0.2824095343,1.8454056828,0.1666666667,0.33333333330000003,22.3333333333,-0.125,3,-0.006,-1.5,14.6666666667,0.1193894221,1,-0.0049111701,-2.5481927711,-0.1466283432,0.52207439,8.9,7.6,1.3340978414,0.6266779914,1.7572409969,-0.7948180012,0.0,-2.5506969059999998,-1.0342588277,0.3298219498,4.6604910377,2.2439289493,0.2904354686,2.5446723338,-0.8075379761,4.3503317988,210.0,9,0.7559360028000001,0.0010841185,0.9956054688,0.0015832867,0.6944444444,-1.8444397271102142,-2.748384152235016,-2.748384152235016,-0.042092499900000004,1.1373665448,0.4351559182,2.164198081,-0.37690790290000004,,,,,,,6.2825266275,0.7022104543000001,11,1.8290098476,0.5980949319000001,2.2501113052,-0.3528117477,1.6438423992,0.4944640852,1.9679477456,-0.6348986713,0.3678474114,0.020836707700000002,2.1217843878,0.2945957581,1.4585541756,-0.7034676676,489.0,5.4,5.1,427.5,3.2430042175000002,0.40787690060000004,0.6543457882473909,370.6666666667,427.0,2.8477396014,0.3517104826,2.1740260573,56.3333333333,-9.3595202399,2.3453996332,0.3356483044,2.2883752498,-1.5808014317999999,0.020346055000000002,-0.6048618803,1.0108320753,0.383420992,1.4830433956,-0.6137652286,0.0456670511,3286.85,15,6,2406.5,0.5669820348,0.1454080428
