,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPTEEB,DPTFEB,dospert_eb_survey.health_safety.logTr,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LCATACTL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,mpq_control_survey.control.ReflogTr,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SOCSCOM,SOCSELSE,SOCSLBSE,selection_optimization_compensation_survey.optimization.ReflogTr,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s110,0.7493598009,0.2070594339,1.1678508593,1.4,29.7391304348,0.23333333329999997,17.0833333333,0.2,-0.0518920643,-0.7308988853,3.6326011365,0.2676881954,2.0322610932,-0.7779650137,-4.593403723123268,-3.2789127733047176,6.7333333333,3.8214285714,5.666666666699999,2.0,2.5,3.0,4.0,42,3.2417723674000003,0.25418258720000003,1.0448390698,0.5,0.1666666667,9.9166666667,0.025,2,-0.0053333333000000005,-3.8333333332999997,20.7916666667,0.1693246371,1,0.0008950137000000002,-5.816957710900001,1.0,0.2107388965,0.8631430465000001,5.1,4.3,1.7275829275,0.3530280202,1.3228192569,-0.277309902,0.027777777799999997,1.0,2.6666666667000003,0.4054651081081644,1.8333333333,4.6666666667,7.0,5.666666666699999,6.166666666699999,6.0,4.1666666667,1.3333333333,2.5,2.8333333332999997,2.5,4.3333333333,-1.882993116,-1.1746564036,-0.7431748626000001,3.0696269407999996,2.1024771343,0.0635533056,1.658324734,50.0,22.2222222222,48.148148148100006,4.3333333333,5.0,2.125,1.875,2.125,2.1428571429,3.375,43,-0.6529863250000001,2.9892151170999997,18,95.0,9,1.1333333333,0.6178581238,0.002018817,0.6774986267,0.0017493105,0.4166666667,-3.6646748864517766,-1.8444397271102144,-1.3862943611198906,4,-1.0887254123999999,0.3971720574,0.1963315504,1.4123463177000002,0.1177900081,3.4,,,,,,,1.9459101490553128,,0.5003159652,7,0.6077442045,0.3048108999,1.5090831452000002,-0.3011766481,0.5833333333,0.75,0.75,0.1541506798558296,110.0,0.1,0.1,0.4,0.30000000000000004,2.6846289037999997,0.3220830571,1.3959493424,-2.5310647152000003,0.4816625917,0.0040683235,2.0078560166,0.21943814679999998,1.0489332193,-2.2030877784,286.5,5.3,5.1,,,,,,,,,,,,2.0257315035,0.3048479804,1.4496269475,-1.7638837937,4.5,5.5,3.0,1.0,3.0,58,,,,,,,,3.6153846154,3.3,3.0,2.6666666667000003,2.9333333333,2326.287037037,0,9,5610.5,2.5,1.7272727273,2.3333333333,1.8571428571000002,1.9166666666999999,0.8923197916000001,0.33001776920000003
s111,1.0458972603,0.05415621809999999,2.1648316433000003,2.55,26.4,0.1666666667,19.3181818182,0.2666666667,-0.6480279066,-0.9539280871,2.9496076768,0.3669940271,1.7348574146,-0.315947433,-1.1150776529483766,-1.7822172509484262,3.8,4.2142857143,5.2333333333,2.75,3.25,3.4,2.8571428571,34,4.5091635535000005,0.2642840078,2.0808639462,0.6666666667000001,0.33333333330000003,9.25,0.18333333329999998,0,0.0016666667,1.5833333333,15.333333333299999,0.0352380952,0,0.0036238095,-0.480952381,1.6363636363999998,-0.0639244094,1.0682924593,8.5,10.6,2.9987045698,0.3381246217,2.0438023578,-0.32193238679999997,0.5277777778,1.0,3.1666666667000003,0.0,3.6666666667,5.1666666667,6.333333333300001,5.666666666699999,6.666666666699999,6.0,3.3333333332999997,2.0,3.5,3.8333333332999997,4.0,5.0,-2.1206367413,-0.749301133,-0.35364109159999996,3.775523272,1.739223948,0.0067151706000000005,2.4547052766,33.3333333333,44.4444444444,40.740740740700005,5.3333333333,2.0,4.375,4.0,3.875,2.8571428571,4.75,56,0.31905308400000004,5.327301583000001,25,113.0,8,1.4,0.6233879924,0.0008840755000000002,0.8870090485000001,0.0015282755,0.5833333333,-3.6646748864517766,-3.6646748864517766,-4.625581180301964,4,-0.9631330426000001,0.5843706546,0.4983264527,1.8002668265,-0.3469228238,5.4,,,,,,,2.8903717578961645,13.5430138153,0.76780885,12,1.2215645914,0.4736811936,2.0091531653,-0.18439523359999999,0.5833333333,0.5,0.6666666667000001,0.1541506798558296,104.0,0.2,0.7000000000000001,0.8,0.9,3.0154270405,0.008580938100000001,4.5330953038,-0.9462276987999999,0.5940594059000001,0.0583552682,2.3690736451,0.31581514450000003,1.7971086859999998,-0.5870314268,307.5,6.1,5.5,205.8333333333,3.9160711064,0.2685007,1.1846719038094229,350.6666666667,275.5,2.6771937912,0.2565500852,1.9526318278,-75.1666666667,-18.2033392652,2.3840488483,0.3164098716,1.9472731344999998,-1.1330684557,5.0,4.0,3.5,6.5,7.0,56,-0.04447923769999999,-0.8580028428,1.3920132719,0.31926037820000003,1.66417955,-0.5258344781000001,-0.0686449175,3.3076923077,4.2,3.4444444444,2.4444444444,4.2666666667,1865.25,3,10,2895.5,1.9,1.7272727273,2.9166666667000003,1.6428571428999998,2.9166666667000003,0.2073175136,0.25157822550000003
s112,1.0673616376000001,0.23863388649999998,1.6658359966999998,2.15,31.2272727273,0.2666666667,24.0,0.5333333333,-0.41320143159999995,-0.6700578353000001,4.2769427645,0.2827601101,2.3493384387000003,-0.8838158976999999,-5.887811015518848,-2.7384062211274225,3.4,3.1071428571,4.4666666667,4.0,2.5,3.6,2.5714285714000003,47,4.3311949396,0.19549626039999998,1.6703112802000002,0.5,0.1666666667,6.208333333300001,0.28750000000000003,3,-0.0131666667,-1.2083333333,9.125,0.37105263159999996,3,-0.0119298246,-3.149122807,1.9090909091,0.08765223359999999,1.2536082727,8.2,7.6,2.5844758463999997,0.45688025579999997,1.9882997535,-1.5136133988,0.0,2.3333333333,2.8333333332999997,0.4054651081081644,1.8333333333,3.3333333332999997,4.3333333333,5.1666666667,5.833333333300001,4.6666666667,3.3333333332999997,2.0,2.8333333332999997,2.6666666667000003,2.6666666667000003,5.666666666699999,-0.4600153429,0.3017927416,0.0,5.320134937200001,3.4385820211,0.0847368656,4.2560038198,66.6666666667,22.2222222222,40.740740740700005,6.5,4.5,4.375,4.875,3.375,3.4285714286,3.625,47,-1.0705413209999999,3.8243251091,35,211.0,9,1.3333333333,0.6868490219000001,0.0018928788,1.0,0.0026576173,0.4722222222,-1.8444397271102144,-2.067339257049917,-1.3862943611198906,2,-0.7550110453000001,2.2441532182,0.3029486617,1.9763338921,-0.5750475843999999,4.8,253.6666666667,3.045153576,0.2855447378,1.1699012844,53.0,-4.0,1.3862943611198906,-4.4643476582,0.4396209612,15,1.6074817009,0.3988209375,2.4355623118,0.24379483359999998,0.75,0.8333333333,0.75,0.08004270764276712,138.0,0.30000000000000004,0.2,0.6000000000000001,0.6000000000000001,4.0035616809,0.39360359149999996,1.9820581011000002,-1.3783188633,0.4754901961,0.0643448087,3.3380042592000003,0.213200671,1.6453665046,-0.1696148073,238.5,7.5,5.6,196.5,2.3753826749,0.2754563712,0.23227166661703236,182.3333333333,198.8333333333,2.8034243232,0.23584777829999998,1.4294272942,16.5,-72.4875774766,3.2006884308999997,0.27254488520000003,2.3967696275,-1.0661360173,6.5,6.5,6.5,3.0,5.0,47,-0.5559979418000001,-0.0604155605,1.8900655628999998,0.26992796609999997,1.977025339,-0.5105618759,-0.5792676513,4.1538461538,2.6,3.5555555556,1.8888888889,3.2666666667000004,1093.7513257576,25,7,2776.6666666666997,1.4,1.2727272726999999,2.0,1.8571428571000002,2.6666666667000003,0.4930716828,0.33852896740000005
s121,1.2574738388,0.3730009371,1.5858144053,2.95,33.5,0.33333333330000003,28.0,0.33333333330000003,0.17111078489999998,-0.8249730936,2.9136684202999996,0.43315126880000004,1.9186144325,-1.0590164805,-8.341249848920626,-6.7348134075571275,4.3333333333,3.1428571429,4.5333333333,1.75,1.75,2.8,2.8571428571,42,3.8157961537,0.2928933664,2.2742731844,1.0,0.0,8.0,2.359223927e-16,1,-0.008333333299999999,0.0833333333,17.25,0.1605633803,2,-0.007267605600000001,-1.9647887324,1.0,-0.035811909600000004,0.9684031065,7.7,8.5,1.6227734185,0.5483697338,1.9732144291,-0.1113707608,0.9444444444,2.8333333332999997,3.1666666667000003,0.1541506798558298,1.0,3.1666666667000003,3.8333333332999997,2.8333333332999997,5.1666666667,5.3333333333,2.3333333333,1.3333333333,2.6666666667000003,2.1666666667,1.1666666667,3.6666666667,-3.1158160664,-0.5367126950000001,-0.4424163399,3.1063759132,1.5555193761000001,0.0547503445,2.0527593095,5.5555555556,33.3333333333,29.6296296296,4.6666666667,3.5,2.75,1.0,4.5,2.7142857143,2.5,38,-1.0082628,2.672669815,26,210.0,6,1.0,0.8113300323999999,0.0012032597,1.0,0.0015905435999999998,0.5833333333,-6.449609932071973,-7.365900695568905,-7.824046010856294,2,-0.3790025332,0.9781250161,0.4256244056,2.0472241502,-0.20375972260000003,3.6666666667,341.6666666667,2.122151031,0.3942916234,1.185864658,-46.0,44.0,1.0986122886681098,,0.7371513646000001,12,1.4855540978,0.5728102434000001,1.7270766416999999,-0.7587083484,0.25,0.25,,0.5596157879354227,102.0,0.0,0.2,0.30000000000000004,0.0,2.3732323225,0.5148393688,1.7226704810000002,-0.8584620937,0.4151898734,0.02236787,2.5549823841,0.4014772603,1.8387144757,-0.36792429649999997,393.5,6.5,4.6,428.1666666667,2.3875800981,0.3744256213,0.2846909051930321,360.5,416.3333333333,1.8288500875,0.2901297988,1.5707864274,55.8333333333,42.6439982666,1.5925959127,0.5350225602,1.4128137155,-0.5413439164,5.5,4.5,5.0,1.5,2.5,46,-0.07174398750000001,0.0403739026,1.3425191733000001,0.3072583092,1.6669343768,-0.6298312751,-0.6440773175,3.7692307692,2.5,3.8888888889,2.1111111111,1.8,1770.3700396825,6,9,3042.75,2.1,2.0,1.9166666666999999,1.2142857143,1.0833333333,0.18502683399999997,0.1959866143
s128,1.6001585862,0.25788526240000004,1.3538951738,2.55,28.695652173899997,0.23333333329999997,21.8421052632,0.3666666667,-0.0712055939,-1.1153479702,2.9148236684,0.39706945759999995,1.6370374529,-0.7793758401,-5.520247429437237,-2.694442042029304,6.2666666667,3.6071428571,5.7,2.0,2.5,3.6,4.0,32,3.4460152464,0.3153775672,1.2326479251,0.6666666667000001,0.33333333330000003,7.25,0.1,3,-0.004,-2.25,8.875,0.2900175131,2,-0.007639229399999999,-1.4827370528,1.0,0.5305493840000001,0.45105606369999995,7.4,6.2,3.5978434933999996,0.4196163601,1.5708846447,-0.8225100934,0.055555555599999994,3.8333333332999997,3.8333333332999997,0.847297860372918,1.3333333333,2.8333333332999997,5.3333333333,6.666666666699999,6.0,6.333333333300001,5.0,1.6666666666999999,2.3333333333,4.5,1.6666666666999999,4.3333333333,-0.7396345817000001,-3.6636464326,-0.9389161248,0.1035391316,1.320507607,0.3367945397,1.0718083519,61.111111111099994,88.8888888889,51.851851851899994,4.0,2.25,2.875,4.0,4.125,3.4285714286,1.625,43,-1.1652624446,3.6348828618,20,155.0,9,1.2,0.7680843353,0.0012677962,0.8839675903,0.0015923410999999998,0.5833333333,-2.7483841522350163,-2.7483841522350163,-1.8444397271102144,2,-1.5106962715,1.8101745535,0.5006669047,1.9318682926,-0.6204179768,3.1333333333,380.1666666667,2.5313447861,0.3658313503,0.9325482125,30.0,14.0,1.6094379124341005,-8.5778172494,0.6289838072,13,1.8038677548,0.4393386792,1.6690428412,-0.8401595934,0.25,0.1666666667,0.1666666667,0.6505875661585407,96.0,0.1,0.5,0.6000000000000001,0.2,2.5212353121,0.4244721683,1.5210956428,-1.4576343025999998,0.4485294118,0.0258807634,3.0904973156,0.3180937741,1.503785533,-1.4717518641999998,348.0,5.4,5.8,367.0,3.0504298697000003,0.3476436813,0.2136683017032751,312.6666666667,372.0,2.5940563405000003,0.34600845410000003,1.3464595062,59.3333333333,-21.257650069300002,2.6677799672,0.3688581466,1.9728326783,-1.821200664,5.5,3.0,2.5,2.0,3.0,48,-0.6241762703,0.0159814275,1.758162924,0.4101208631,1.4247474632,0.045306110100000005,0.05872497130000001,2.9230769231,3.4,3.8888888889,2.5555555556,3.2666666667000004,1836.6759259259,1,8,7186.333333333299,2.4,1.9090909091,2.6666666667000003,1.7857142857,1.6666666666999999,0.8630164529000001,0.27840498950000003
s129,1.2190834053,0.2407676971,1.1843698644,1.55,32.2380952381,0.30000000000000004,20.5263157895,0.3666666667,-0.7096607095,-0.6244524416,3.6255422742000003,0.3920620746,2.1425952517,-1.0569255033,-6.9393431644213495,-7.982237552312426,4.1333333332999995,3.0357142857,4.0,1.75,2.5,3.8,3.5714285714000003,45,4.2919939903,0.29923208219999997,1.31861077,0.5,0.1666666667,3.75,0.033333333300000004,2,-0.010333333299999999,-1.25,4.5416666667,0.1070460705,2,-0.006723577200000001,-1.7357723577000002,1.2727272726999999,0.1316481415,0.34871618660000003,6.1,5.8,1.8774145841999998,0.5470319048,1.6273732513,-1.1421485845,0.6111111111,3.1666666667000003,2.5,0.1541506798558298,3.5,3.5,3.6666666667,4.8333333333,5.1666666667,3.6666666667,1.8333333333,2.5,2.8333333332999997,2.1666666667,5.1666666667,5.666666666699999,-0.9365974276,-0.3915964738,0.0,5.320134937200001,3.0344819172000004,0.2671995531,2.9977898257,66.6666666667,88.8888888889,29.6296296296,3.8333333332999997,5.25,3.375,1.5,2.5,2.7142857143,4.75,41,-1.0170844173,3.9312389163,16,206.0,9,1.6666666666999999,0.8792638779,0.0013619672,0.8770751953,0.0013185732999999999,0.5555555556,-7.824046010856294,-5.553730190361736,-7.824046010856294,2,-1.4851559912,1.9091257949,0.4157212794,1.4840212761000002,0.0671671474,5.1333333332999995,308.6666666667,2.8261535622000005,0.3176078594,1.5457832427,19.0,68.5,1.9459101490553128,,0.5055458482999999,10,1.6650751830000001,0.4744005261,1.9533527855000001,-0.3684139223,0.5,0.6666666667000001,0.9166666667,0.34830669429174504,105.0,0.30000000000000004,0.4,0.9,0.7000000000000001,3.035375446,0.4270930257,1.3308668708,-1.0098800146,0.4191176471,0.0940663601,2.9686872111000002,0.31442670850000004,1.4443436194,-1.1727057090000002,366.0,5.9,5.6,347.8333333333,2.8403571493,0.2950087416,0.4208225921423054,281.5,286.6666666667,2.6816793489,0.35511961560000005,1.2414341204,5.1666666667,73.913015873,1.8191593766999998,0.3696443107,1.5852751005,-0.8629826116,5.5,4.0,5.0,2.5,5.5,37,-0.6140351621,-0.5153498266000001,1.1125029736,0.3767384471,1.4429610046,-0.5650120842,-0.7535014204,3.4615384614999996,4.0,3.3333333332999997,2.6666666667000003,2.7333333332999996,1940.1,13,7,3584.75,2.6,1.4545454544999998,1.75,1.0714285714,2.9166666667000003,0.8635762621999999,0.3395718505
s142,1.2740917436,0.16128744250000002,1.7067947803999999,2.25,18.0909090909,0.2666666667,18.9583333333,0.2,-0.5539264000999999,-0.27406948200000003,3.8714620826,0.348548852,2.3152580404,-0.1979147152,-10.019504648382485,-6.507154248007053,2.0,2.0,2.3333333333,2.25,1.25,3.2,1.2857142857,64,3.9867990237999997,0.25510897670000005,1.8370107368000002,0.5,0.5,7.5,0.4583333333,3,-0.006666666700000001,-2.5,5.791666666699999,0.4375,1,0.0007142857000000001,-0.2916666667,1.0,-0.0966466601,0.6313096402,6.9,5.2,1.581044644,0.3377753731,1.6542227249,-1.1465940199,0.027777777799999997,1.8333333333,1.0,0.5108256237859907,1.6666666666999999,4.0,4.1666666667,5.833333333300001,5.0,5.666666666699999,2.6666666667000003,1.1666666667,1.6666666666999999,2.6666666667000003,1.3333333333,5.3333333333,-1.1293499539,-0.9404706203,-0.5629734621,4.194188013,2.9011508913,0.0099261539,3.0753050843,0.0,0.0,33.3333333333,7.0,2.25,5.0,5.0,4.375,4.8571428570999995,4.125,50,-0.5400116798,3.2151644074,40,212.0,9,1.0,0.7684188843,0.0024697789,0.9909179687999999,0.0022422898,0.5277777778,-1.8444397271102144,-4.625581180301964,-1.8444397271102144,5,-1.1541207588,1.4042304125,0.0897165433,2.4745506893,-0.0825726678,5.8,259.8333333333,3.4561857467,0.2626750259,2.1261421601,33.5,32.0,0.6931471805599453,,0.4560966407,7,1.5170060431,0.45148420009999995,1.793628323,-0.38309998450000005,0.5833333333,1.0,0.8333333333,0.08004270764276712,150.0,0.1,0.2,0.5,0.0,5.0224649954,0.36855727759999996,2.3480213916999997,-0.707638969,0.3613861386,0.0246145053,1.9269896219,0.3089038552,1.628939573,-0.035062169500000004,317.0,6.4,5.1,263.5,3.3695389093,0.3495370788,0.9437796436220902,232.0,235.6666666667,3.2745062069,0.36870159119999996,1.9241485063,3.6666666667,35.1833413926,2.9990827936,0.3557099374,1.9123189775,-1.83398607,7.0,7.0,6.5,6.5,6.5,38,-0.8761801651000001,-0.1635189793,1.1001998094,0.1406225568,1.8440668137,-0.2671144747,-0.3012409777,4.6923076923,1.1,4.4444444444,1.0,2.4666666666999997,1470.8263888889,4,9,3968.1666666666997,1.0,1.0909090909,1.0,1.1428571429,1.0833333333,0.8598967579000001,0.3567945394
s145,1.1038859128,0.2431540338,1.5130822094,1.9,32.380952381,0.30000000000000004,33.4210526316,0.3666666667,-0.4133687983,-1.0775021679999999,2.2713297235,0.3139124956,1.6434832408000002,-0.4074693204,-6.551398205558884,-5.04979546708213,5.4,4.6428571429000005,4.4333333333,2.75,2.75,3.6,4.0,29,3.2703455263,0.22809037899999998,1.1490202906,0.8333333333,0.1666666667,8.0,0.05833333330000001,2,-0.0053333333000000005,-2.1666666667,15.291666666700001,0.0978132388,1,-0.0039125296,-2.6052009456,1.0909090909,0.0321160231,1.0251965751999998,7.2,6.9,1.8239879726,0.0349059965,2.5320890794,-0.1155653727,0.22222222219999999,1.8333333333,4.5,0.2876820724267811,2.6666666667000003,3.5,4.8333333333,4.8333333333,6.166666666699999,6.833333333300001,3.6666666667,1.5,3.1666666667000003,2.8333333332999997,1.8333333333,4.1666666667,-4.007950195,0.6163806894,-0.0239686552,3.1161783991000003,2.2240207387,0.22542030219999998,1.0165365823999999,22.2222222222,55.5555555556,48.148148148100006,2.6666666667000003,4.75,2.0,3.0,1.375,1.5714285713999998,4.125,41,-1.5092602536000002,2.9468872438,16,120.0,9,1.0,0.8040359497,0.0011578557,0.9466796875,0.0013565214000000002,0.44444444439999997,-2.7483841522350163,-3.6646748864517766,-3.6646748864517766,1,-0.7257281615000001,1.3996577981,0.42790542909999996,2.0314605451,-0.2427734934,3.6666666667,,,,,,,1.791759469228055,,0.5746654042,8,1.4955675196,0.670182036,1.894534097,-0.37035234520000004,0.33333333330000003,0.5,1.0,0.5108256237859906,89.0,0.1,0.5,0.30000000000000004,0.0,2.2871169418,0.13176675699999998,2.8531951015,-0.1647312782,0.4313725490000001,0.0442211301,2.8183089826999996,0.2538395133,0.9798768534,-1.6664447303999999,267.0,5.6,5.2,309.0,2.8351093442,0.2322193535,0.4316655435572092,,,,,,,,1.442889771,0.3308757121,1.4788372907,-1.2016751513,6.5,5.5,1.5,1.0,5.5,60,0.007751325000000002,-0.2527341326,1.2513564818,0.2045636706,2.0190211459,-0.6661865425,-0.7037684272,3.6153846154,4.3,4.7777777778,3.8888888889,3.2,2264.2166666667003,8,8,3378.3333333333003,2.8,1.6363636363999998,3.5833333332999997,2.4285714286,1.25,0.7981536578,0.5753656030000001
s149,1.0537250895999999,0.33522267380000004,1.7005956180000001,2.4,2.0666666666999998,0.0,2.1034482759,0.033333333300000004,-0.7020815961,-1.2859508143,3.4799607812,0.4133351157,1.8628118265,-0.2104710034,-6.822567797612691,-6.341435044729682,5.533333333300001,4.1428571429000005,4.6666666667,2.25,2.75,2.6,3.1428571429,27,3.7732447553,0.2341876349,2.3884485171,0.8333333333,0.1666666667,13.0,0.05833333330000001,1,-0.005,-3.75,9.3333333333,0.0388095238,1,-0.0017809523999999998,-4.6714285714,1.0909090909,-0.0120842132,0.7000480859999999,9.5,10.6,2.3414974666,0.3578406214,2.2118066009,-0.9805021982,0.6944444444,3.8333333332999997,4.8333333333,1.1526795099489118,4.1666666667,3.3333333332999997,4.5,4.3333333333,4.1666666667,4.3333333333,3.5,3.3333333332999997,2.3333333333,5.1666666667,3.0,4.1666666667,-1.9148154525,-0.2670192075,0.0,5.320134937200001,3.8769030002,0.1161609161,3.5871072369999997,27.7777777778,66.6666666667,51.851851851899994,2.0,5.75,2.0,3.125,2.25,2.0,3.125,32,-0.6385135918,3.4121682313,16,111.0,7,1.6,0.8774719237999999,0.0012237025,0.99453125,0.0017994426,0.6666666667000001,-6.449609932071973,-6.449609932071973,-5.553730190361736,3,-0.6334305109,1.2982134307,0.3726237414,2.0191810568,-0.7157889886000001,2.9333333333,301.8333333333,3.4095495264999998,0.32687128520000003,2.0805225505,-27.0,52.5,2.4849066497880004,,0.5103874254,10,1.9600365165,0.4954038021,2.3925701593,-0.4137947906,0.6666666667000001,0.5,0.5,0.4595323293573874,67.0,0.6000000000000001,1.0,1.0,0.8,2.9764618091000004,0.5020950171999999,2.1687346104,-1.5519849654,0.4938875306,0.0411754757,2.7593346430000003,0.31473407870000003,1.8901679733,-0.2372290013,,6.0,6.3,320.8333333333,3.6603171391000004,0.3795480106,0.7892282465642279,289.3333333333,285.6666666667,4.1245162923,0.29801719730000004,2.3402290727,-3.6666666667,-39.8888258516,2.7161254207,0.40523748880000005,2.5007939682,-0.471939134,3.0,3.5,1.5,1.5,5.0,56,-0.5631974029,-0.020885228999999998,2.0235844178,0.3434530789,1.8457983667,0.050999620200000005,-0.4602653632,2.6923076923,3.8,2.2222222222,1.8888888889,2.9333333333,2201.0648148148002,8,8,3865.25,2.8,2.2727272727,3.1666666667000003,2.4285714286,2.4166666667,0.8186787320000001,0.1980654319
s161,1.1644779619,0.2049040144,1.4504338679,2.05,27.6923076923,0.1333333333,15.217391304300001,0.23333333329999997,-0.6114037890999999,-1.0628376975,3.373551806,0.29233537870000004,1.7882034881000002,-1.3642580746000001,-8.036620301606721,-5.5749442401902485,5.0,3.7142857143,4.1666666667,2.75,2.0,3.2,3.8571428571,36,4.0169015756,0.2295780359,2.2176906841,1.0,0.0,9.3333333333,0.125,2,-0.0116666667,-4.5833333333,10.1666666667,0.27372185990000003,3,-0.021212707799999998,-1.742373238,1.2727272726999999,-0.2206835762,1.0034187048,9.0,8.5,2.3281948128,0.41764402520000005,2.1416685531,-0.17010604140000002,0.4722222222,2.6666666667000003,4.0,0.1541506798558298,3.1666666667000003,2.8333333332999997,4.0,5.1666666667,5.5,5.0,3.5,1.8333333333,1.6666666666999999,2.0,1.8333333333,4.6666666667,-1.9706312736000002,0.2665056351,0.4181320954,4.4838707464,2.5516455157,0.18424025579999997,2.102493031,55.5555555556,44.4444444444,37.037037037,4.8333333333,5.0,2.5,2.125,2.375,2.7142857143,3.125,40,-1.2494826612,3.4664424285,25,209.0,8,1.1333333333,0.8344177246000001,0.0010259156,1.0,0.0016173992,0.4166666667,-4.625581180301964,-4.625581180301964,-3.6646748864517766,2,-0.9966490320999999,1.4916530832,0.36446892259999997,2.3215892201,-0.4715029877,3.7333333332999996,400.3333333333,3.1812235277,0.2926660861,1.630891936,5.0,75.0,1.0986122886681098,8.4523597064,0.4860994280000001,15,1.9080466685,0.5357941222,2.3252360354,-0.4191657946,0.8333333333,0.4166666667,0.8333333333,0.08004270764276712,115.0,0.2,0.30000000000000004,0.9,0.2,3.0404674876,0.4195432443,1.4446256749000002,-0.8665637317,0.5452322738000001,0.0884913115,2.6758665037,0.23542140400000006,1.9459191659000001,-0.4391928106,258.5,6.9,5.4,243.8333333333,4.0759553419,0.34475085549999995,0.4837389951095982,230.1666666667,252.1666666667,2.9680132286000003,0.2955261857,1.6028789908,22.0,10.857978279000001,1.9601306387000001,0.35223343939999996,1.901347937,-0.4223353948,6.0,6.0,3.0,1.0,5.0,50,0.1031378726,-0.5312721764,1.3836333000999999,0.32117858250000003,1.6153405308000002,-0.6263476038,-0.2547482809,3.9230769231,4.1,3.6666666667,2.4444444444,2.6,1962.5470899471,19,5,3346.6666666666997,2.2,1.7272727273,2.4166666667,2.0,1.75,0.17463895940000002,0.17774387060000002
