,NBAC,NBAVRT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTAC,ANTALTAC,ANTALTRT,ANTAVRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTAC,CRTAVRT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFAC,DRFAVRT,DRFPINAC,DRFPINRT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAC,DPEAVRT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGAC,GNGDRPIM,GRTSGRIT,HIRAC,HIRAVRT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGAC,LOGAVRT,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSOVTAC,PRSPLB,PRSRVS,PRPSLOPE,PRPTAOAC,PRPTATAC,RPMSCOR,REPAC,REPAVRT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMAC,SMAVRT,SHFTAC,SHFTAVRT,SHFTLR,SIMAC,SIMAVRT,SIMSIMAC,SIMSIMRT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRAC,STRAVRT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,TXTAC,TXTAVRT,TXTCSCRT,TXTTAIOR,TXTTSCRT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTAVRT,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s092,0.8270509978,-646.0,2.9,-614.8125,-0.4666666667,765.0,-1571.5,-0.4,545.0,0.9861111111,0.027777777799999997,27.0,-599.5,-0.0416666667,-103.0,-0.027777777799999997,5.5,-0.0005692798000000001,-0.0033625107,-0.0264765625,-12.0,-17.0,-20.0,5.0,6.0,13.0,24.0,40.0,0.9866666667,-439.0,0.5,-0.5,13.791666666700001,0.0458333333,2.0,-0.0101666667,-3.2916666667000003,11.347826087,0.1345993117,2.0,-0.0091347099,-2.8046951819,-11.0,11.0,-0.2870185816,-1.205233717,6.4,4.8,0.9722222222,-723.0,0.0,-71.0,0.3888888889,10.0,20.0,7.0,11.0,22.0,16.0,22.0,15.0,17.0,8.0,10.0,12.0,13.0,8.0,18.0,-0.125,150.5,0.0,-51.5,0.96875,-497.0,0.9772727273,33.3333333333,-33.3333333333,-29.6296296296,5.0,3.6666666667,26.0,10.0,23.0,16.0,16.0,48.0,0.9714285714,0.7142857143000001,22.0,0.5638888889,-767.0,203.0,6.0,-15.0,16.0,0.7333761692,0.9,0.001379564,0.9477935791,1.0,0.0025050339,0.6944444444,-0.009797959,-0.009797959,-0.009797959,2.0,,,,,,,,,,,4.5333333333,-252.0,-3.0,126.0,46.0,0.6666666667000001,16.4774725675,-12.3481876025,0.6464459263,0.9393939393999999,0.9090909091,11.0,0.9722222222,-738.0,0.0,-195.5,0.3636363636,0.0,0.2727272727,0.2727272727,116.0,0.11111111109999999,0.0,0.33333333330000003,0.33333333330000003,0.9535714286,-575.0,0.4250614251,-461.0,0.050432751500000005,0.98,-486.5,0.0,-46.0,355.0,6.5,6.3,-255.6666666667,-233.6666666667,-244.6666666667,11.0,48.2125,0.9361702128,-678.0,-0.1304347826,-168.0,6.0,6.0,3.0,1.0,3.0,-62.0,0.8675799087,-671.0,-76.5,85.3333333333,131.0,4.0,2.3333333333,4.25,1.75,2.2142857143,2106.6296296296,-8.0,8.0,3805.8333333333003,-692.9825,-1.4635395334999999,0.8002453161,-21.0,-10.0,-27.0,-23.0,-22.0,0.8312751778,0.4751914597
s093,0.8303167421000001,-622.0,2.25,-1176.6842105263001,-0.3666666667,450.0,-447.9444444444,-0.4,510.0,0.9929078014,-0.0303030303,-5.5,-750.5,-0.0208333333,-40.0,0.0,69.5,-0.0022120888,-0.0085203247,-0.1342958984,-9.0,-12.0,-14.0,6.0,6.0,12.0,21.0,45.0,0.9797297296999999,-490.0,0.6666666667000001,-0.1666666667,14.958333333299999,-0.07083333330000001,1.0,-0.0165,-0.5416666667,12.5,0.5843174924,3.0,-0.0194273003,-7.595551061699999,-11.0,10.0,-0.0196251866,-0.9373099673999999,8.3,7.6,0.9722222222,-876.5,-0.055555555599999994,-43.0,0.027777777799999997,9.0,13.0,6.0,15.0,16.0,18.0,26.0,22.0,18.0,22.0,13.0,7.0,11.0,11.0,18.0,0.0,297.0,-0.4,-110.0,0.9224137931,-511.0,0.5634146340999999,27.7777777778,-33.3333333333,-48.148148148100006,4.8,4.6666666667,30.0,9.0,18.0,15.0,26.0,41.0,0.9657142857,0.6825396825000001,25.0,0.37359550560000004,-1155.0,133.0,8.0,-15.0,20.0,0.7454021454,0.9,0.0021894911,0.8454101562,0.8,0.0020420599,0.4722222222,-0.0256124969,-0.06403124240000001,-0.1265219767,3.0,0.9583333333,-794.5,-0.1176470588,-397.5,0.0,28.0,-0.1176470588,-425.5,-0.0869565217,-106.0,4.4,,,,43.0,,,,0.3339035457,0.9536082473999999,0.9536082473999999,10.0,0.9436619718000001,-837.0,-0.055555555599999994,-101.0,0.5454545454999999,0.45454545450000006,0.7272727273,0.6363636364,107.0,0.0,0.7777777778,0.5555555556,0.44444444439999997,0.9964285714,-657.0,0.45454545450000006,-653.5,0.0520772046,0.98,-479.0,-0.04,-6.0,427.0,6.0,6.5,-321.1666666667,-288.0,-317.3333333333,29.3333333333,18.0041666667,0.9895833333,-628.0,-0.0208333333,22.0,7.0,5.0,5.0,1.0,6.0,-59.0,0.9152542373,-892.0,-61.0,26.0,-33.5,4.090909090899999,4.5555555556,2.875,3.75,2.8571428571,1468.8083333333,-4.0,9.0,4077.75,-677.9103260869999,-0.067026654,-0.5897528824,-18.0,-11.0,-26.0,-25.0,-28.0,0.8475502033000001,0.2037607306
s094,0.8018018018,-674.5,2.2,-1439.0666666667,-0.5,700.0,-607.7368421053,-0.3666666667,450.0,0.9652777778,-0.055555555599999994,6.5,-533.0,0.0416666667,5.0,-0.0833333333,45.5,-0.00034568310000000004,-0.0007527542000000001,-0.0018691406,-10.0,-12.0,-15.0,7.0,8.0,13.0,19.0,44.0,1.0,-361.0,0.1666666667,-0.6666666667000001,7.5,0.075,3.0,-0.0033333333,-1.5833333333,5.833333333300001,0.20637007079999997,1.0,-0.0049787664,-1.1954499494,-12.0,11.0,-0.36573816659999997,-0.24020836559999997,7.7,6.4,0.9722222222,-696.5,-0.055555555599999994,12.0,0.8333333333,8.0,11.0,6.0,19.0,26.0,22.0,29.0,24.0,24.0,11.0,9.0,10.0,12.0,25.0,33.0,0.0,270.0,0.0,-67.0,1.0,-477.0,1.0,0.0,11.1111111111,-25.925925925900003,5.0,5.0,28.0,28.0,28.0,24.0,19.0,55.0,0.9628571429,0.6285714286,32.0,0.7000000000000001,-883.5,252.0,9.0,-16.0,22.0,0.7495971680000001,0.7000000000000001,0.0008340883000000001,1.0,1.0,0.0013659757999999998,0.5555555556,-0.0038729833,-0.0038729833,-0.0099597577,1.0,0.9791666667,-724.5,0.0066170389,-103.5,0.0322580645,28.5,-0.0256410256,-132.0,-0.043478260899999996,-86.0,4.8666666667000005,-250.6666666667,18.0,72.0,46.0,0.8555555556000001,19.4234451361,-10.0494443174,0.4671794118,0.96,0.945,11.0,0.9859154929999999,-884.5,0.055555555599999994,25.5,0.5454545454999999,1.0,0.45454545450000006,0.8181818181999999,137.0,0.22222222219999999,0.5555555556,0.44444444439999997,0.7777777778,0.9892857143000001,-558.0,0.4039408867,-425.0,0.0224644491,0.93,-394.0,-0.14,-68.5,253.5,6.6,6.2,-233.0,-228.6666666667,-222.6666666667,-6.0,4.7930555556000005,0.9791666667,-497.5,-0.0416666667,-97.5,7.0,6.0,7.0,5.0,5.0,-43.0,0.9635535308,-699.0,2.0,-35.3333333333,-45.0,4.4545454545,2.7777777778,4.375,1.75,2.8571428571,3505.9958333333,-0.0,7.0,5659.833333333299,-735.4522613065,-24.4682058625,2.2694328857,-15.0,-14.0,-22.0,-26.0,-29.0,0.20138454260000002,0.2686613974
s096,0.8253968254,-469.0,2.3,-1392.6521739129998,-0.23333333329999997,978.0,-430.1818181818,-0.2666666667,452.0,0.9930555556,0.0,38.5,-571.0,0.0,-86.0,-0.027777777799999997,96.0,-0.0005824718,-0.001962204,-0.012375,-17.0,-20.0,-17.0,5.0,5.0,13.0,17.0,38.0,0.9866666667,-417.5,1.0,-0.0,8.2916666667,0.07083333330000001,3.0,-0.0055000000000000005,-1.4583333333,7.458333333300001,0.0963095238,3.0,-0.0064809524,-1.6535714286,-11.0,10.0,-0.14418976090000002,-1.2489252884,9.4,8.4,0.9861111111,-678.0,0.055555555599999994,8.0,0.8611111111,10.0,14.0,9.0,13.0,17.0,13.0,14.0,16.0,16.0,15.0,9.0,8.0,8.0,6.0,22.0,-0.125,110.0,0.0,-128.5,0.9609375,-440.0,0.9659090909,38.8888888889,-0.0,-22.2222222222,6.0,3.3333333332999997,17.0,25.0,27.0,21.0,21.0,50.0,0.9885714286,0.8857142856999999,18.0,0.8611111111,-796.0,310.0,7.0,-16.0,15.0,0.7643220902000001,1.0,0.0016471514,0.8376403809,1.0,0.0021824425,0.5277777778,-0.0015811388,-0.0006324555,-0.0015811388,3.0,0.9895833333,-740.0,-0.0294117647,-381.0,0.0,33.0,-0.0294117647,-414.0,0.0208333333,-22.0,3.6666666667,-288.3333333333,10.0,41.0,46.0,0.8333333333,-1.3219880204,10.02529874,0.47482626229999997,0.9898989898999999,0.9797979798,12.0,0.9436619718000001,-729.0,-0.055555555599999994,73.0,0.45454545450000006,0.0909090909,0.8333333333,0.2727272727,106.0,0.44444444439999997,0.11111111109999999,0.44444444439999997,0.0,0.9857142857,-627.5,0.5995085995,-453.0,0.128387999,0.95,-459.0,-0.02,-21.5,320.0,5.1,6.9,-244.3333333333,-272.1666666667,-247.3333333333,-24.8333333333,-2.2944444444,0.9895833333,-738.0,-0.0208333333,-104.0,2.0,4.0,4.0,4.0,5.0,-31.0,0.9681818181999999,-669.5,-21.5,-18.0,-17.5,3.3636363636,2.1111111111,3.875,2.125,2.7857142857,1787.7424242424,-8.0,8.0,2553.5,-608.77,-2.5085608407,1.7929408043,-26.0,-13.0,-24.0,-25.0,-15.0,0.1413967971,0.16546289490000002
s097,0.8101851851999999,-556.5,1.75,-761.0909090908999,-0.2666666667,380.0,-303.4545454545,-0.2666666667,233.0,0.9791666667,0.0,56.0,-677.0,-0.0416666667,-48.0,-0.027777777799999997,61.0,-0.0018367681,-0.0287686768,-0.14846972660000002,-12.0,-12.0,-16.0,7.0,10.0,15.0,19.0,40.0,0.98,-454.0,0.1666666667,-0.33333333330000003,19.1666666667,-0.05833333330000001,1.0,0.0013333332999999998,-4.3333333333,28.5,-0.0144025934,1.0,6.85397e-05,-1.0280950911,-12.0,16.0,0.32732359920000004,-0.5707085679999999,8.2,6.3,1.0,-933.0,0.0,-25.5,0.0,13.0,16.0,9.0,15.0,20.0,16.0,24.0,23.0,22.0,12.0,27.0,16.0,24.0,11.0,32.0,0.0,43.5,0.0,-104.5,1.0,-634.0,1.0,38.8888888889,-55.5555555556,-44.4444444444,6.0,5.3333333333,30.0,25.0,17.0,17.0,25.0,57.0,0.9914285714,0.9142857143,26.0,0.6055555556000001,-794.0,218.0,6.0,-16.0,20.0,0.8579833984,0.9,0.0012796054,0.984375,1.0,0.0015701081,0.5,-0.25,-0.1265219767,-0.158113883,5.0,0.9375,-842.0,-0.1935483871,-382.5,0.0,54.5,-0.1935483871,-437.0,0.0187057634,-136.0,3.5333333333,-414.6666666667,-18.5,50.5,46.0,0.6555555556,13.946506843,-11.876712978499999,0.49996814590000005,0.9899497487,0.9698492462,12.0,0.9577464789,-833.5,0.0,-110.0,0.5454545454999999,0.6363636364,0.9090909091,0.7272727273,115.0,0.33333333330000003,0.7777777778,0.6666666667000001,0.22222222219999999,0.9857142857,-821.0,0.40931372549999995,-535.0,0.0303863593,0.99,-534.0,-0.02,-69.0,321.0,5.4,4.6,-283.6666666667,-279.8333333333,-260.6666666667,-19.1666666667,22.6125,1.0,-698.0,0.0,-95.0,6.0,6.0,6.0,1.0,1.0,-51.0,0.9519450801,-642.5,44.5,18.1666666667,-61.5,3.6363636364,3.6666666667,3.875,2.0,3.1428571429,1917.0520833332998,-17.0,7.0,2511.4166666667,-589.28,0.541700332,0.3479221528,-15.0,-13.0,-24.0,-14.0,-27.0,0.1848131277,0.5151528476
s098,0.8314606742,-623.5,2.4,-810.7368421053,-0.3666666667,966.0,-1717.6111111111,-0.4,378.0,0.9861111111,0.027777777799999997,7.5,-629.5,-0.0416666667,-75.0,-0.027777777799999997,47.0,-0.0001049916,-0.0006257801000000001,-0.0049609375,-20.0,-17.0,-23.0,7.0,9.0,14.0,16.0,55.0,0.9933333333,-524.0,0.6666666667000001,-0.0,14.875,0.17083333329999997,1.0,-0.0055000000000000005,-2.2916666667,12.5,0.2390070922,1.0,-0.0048699764,-1.1991725768,-11.0,12.0,-0.1610379224,-0.9252034453,7.8,7.6,0.7794117647000001,-996.0,-0.1764705882,-8.5,0.3888888889,9.0,17.0,6.0,27.0,25.0,23.0,25.0,27.0,27.0,13.0,6.0,16.0,13.0,27.0,26.0,-0.0714285714,92.0,0.0,36.0,0.9840000000000001,-776.0,0.9886363636,11.1111111111,11.1111111111,-0.0,6.2,3.0,28.0,35.0,29.0,27.0,30.0,37.0,0.92,0.45396825399999996,32.0,0.4119318182,-1296.0,145.0,8.0,-19.0,28.0,0.7632787704,0.6000000000000001,0.0011140227,0.8879852295,0.8,0.0013438489000000002,0.6388888889000001,-0.0006324555,-0.0015811388,-0.0038729833,1.0,0.9263157895,-986.5,-0.1140552995,-371.0,0.064516129,-92.5,-0.1785714286,-278.5,-0.0784729586,-191.0,5.2,,,,39.0,,,,0.6544873017,0.9210526316,0.8894736842000001,6.0,0.9154929576999999,-1017.0,0.0,162.0,0.6363636364,0.1818181818,0.75,0.5454545454999999,132.5,0.22222222219999999,0.22222222219999999,0.7777777778,1.0,0.9892086331,-671.0,0.4314214464,-449.0,0.07471856959999999,0.97,-589.0,-0.02,-43.5,352.5,6.0,5.7,-294.6666666667,-377.6666666667,-371.0,-6.666666666699999,81.6444444444,0.9684210526,-802.0,-0.021719858199999997,-65.0,7.0,3.0,7.0,1.0,4.0,-37.0,0.8521939954000001,-751.0,-100.0,49.6666666667,-40.0,3.3636363636,2.7777777778,3.0,2.625,3.4285714286,2747.5,-0.0,8.0,5536.333333333299,,,,-12.0,-21.0,-12.0,-13.0,-41.0,0.35941737970000004,0.3479613939
s099,0.7875288684,-466.0,1.65,-501.9642857143,-0.0666666667,236.0,-277.0,-0.033333333300000004,165.0,0.9305555556,0.055555555599999994,27.5,-545.5,-0.1458333333,-95.0,0.0,-12.5,-0.0010417030000000002,-0.0033634033,-0.1940957031,-10.0,-19.0,-17.0,9.0,7.0,12.0,21.0,50.0,0.96,-404.0,0.5,-0.33333333330000003,6.375,0.0041666667,2.0,-0.0038333333,-1.9583333333,6.333333333300001,0.0079987387,2.0,-0.0055122977,-2.7064326256,-12.0,12.0,0.6206907388,-0.3151220892,7.6,5.9,0.9444444444,-752.0,0.055555555599999994,-103.0,0.0,17.0,20.0,8.0,9.0,24.0,27.0,28.0,30.0,30.0,21.0,15.0,6.0,13.0,5.0,28.0,-0.0625,182.0,-0.0625,151.0,0.9841269841,-675.0,0.9375,44.4444444444,-33.3333333333,-22.2222222222,5.0,5.666666666699999,23.0,22.0,33.0,19.0,28.0,45.0,0.9571428570999999,0.5714285714,30.0,0.3539325843,-648.0,126.0,5.0,-15.0,18.0,0.8103168488,0.9,0.0013731656,0.8968307495000001,0.9,0.0024342351,0.6944444444,-0.0038729833,-0.0099597577,-0.0039735241,4.0,0.8645833333,-669.0,-0.1254480287,-235.5,-0.0084889643,-41.0,-0.1169590643,-194.5,-0.06136363640000001,-110.0,3.4,-332.6666666667,-0.0,110.0,47.0,0.6853932584,-12.3689138902,14.909109561700001,0.2027971735,0.9547738693,0.9296482412,7.0,0.9577464789,-897.0,0.0,-52.5,0.5454545454999999,0.0909090909,1.0,1.0,120.0,0.22222222219999999,0.875,0.8888888889000001,0.11111111109999999,0.9607142857,-625.0,0.5925925926,-485.0,0.05946482559999999,0.95,-415.0,-0.1,-54.5,267.5,6.0,5.1,-257.6666666667,-249.5,-228.3333333333,-21.1666666667,18.265277777799998,0.9583333333,-597.5,-0.0416666667,-63.0,4.0,5.0,4.0,1.0,6.0,-39.0,0.8386363636,-615.0,-41.5,-43.1666666667,15.5,4.5454545455,1.6666666666999999,4.5,2.25,2.6428571429,1486.3636363635999,-26.0,7.0,2040.4166666667002,,,,-18.0,-19.0,-26.0,-25.0,-22.0,0.8581592075000001,0.3900451268
s102,0.8046511628,-479.0,1.6,-1413.5294117647,-0.43333333329999996,650.0,-472.7647058824,-0.43333333329999996,550.0,0.9375,0.027777777799999997,104.0,-574.0,-0.1458333333,-55.5,-0.055555555599999994,50.5,-0.0261929579,-0.0079602356,-0.7880820313,-15.0,-13.0,-16.0,4.0,5.0,15.0,23.0,50.0,0.9866666667,-485.5,0.6666666667000001,-0.1666666667,12.0,-0.075,0.0,0.0003333333,-0.33333333330000003,27.9130434783,-0.004545454500000001,0.0,-0.0055566188,-0.6184210526,-13.0,10.0,0.09087120970000001,-0.6657958843999999,6.7,4.8,0.8873239437,-857.0,-0.1209150327,4.5,0.0833333333,17.0,16.0,11.0,6.0,24.0,24.0,28.0,30.0,35.0,25.0,15.0,13.0,16.0,5.0,19.0,-0.25,113.5,-0.1333333333,-198.5,0.9285714286,-421.0,0.8321839080000001,44.4444444444,-11.1111111111,-18.5185185185,4.0,4.3333333333,25.0,24.0,19.0,16.0,26.0,47.0,0.9314285714,0.5174603175,21.0,0.3042253521,-569.5,108.0,7.0,-16.0,17.0,0.6904129505000001,0.5,0.0016462818,0.6801437378,0.8,0.0017187646,0.75,-0.25,-0.06403124240000001,-0.06403124240000001,4.0,0.8854166667000001,-699.0,-0.2653508772,-233.0,-0.0619195046,66.0,-0.2034313725,-299.0,-0.0363636364,-168.5,4.0,-399.1666666667,-23.0,62.5,47.0,,,,0.5566739089,0.9270833333,0.9114583333,13.0,0.5882352941,-939.5,-0.0980392157,-70.0,0.8181818181999999,0.3636363636,0.8181818181999999,0.7272727273,103.5,0.0,0.22222222219999999,0.6666666667000001,0.0,0.9637681159,-702.0,0.4888337469,-465.0,0.0718888273,0.91,-611.0,-0.1,-40.5,380.0,5.7,6.1,-386.3333333333,-299.6666666667,-262.1666666667,-37.5,-20.0194444444,0.9263157895,-606.0,0.0195035461,-50.5,6.0,5.0,3.0,2.0,7.0,-45.0,0.7339901478,-626.0,-30.5,54.8333333333,-82.5,3.9090909091,3.4444444444,3.75,2.0,3.0,1783.5988095238001,-20.0,6.0,2221.0833333333,,,,-18.0,-15.0,-24.0,-20.0,-15.0,0.8315301179000001,0.6093769210000001
s103,0.8290993072,-695.0,1.8,-1250.7391304348,-0.23333333329999997,664.0,-631.0,-0.33333333330000003,324.0,0.993006993,-0.028571428599999997,17.5,-702.0,-0.0208333333,-69.0,0.0,-67.5,-0.0157563286,-0.013944458000000002,-0.0676484375,-14.0,-19.0,-27.0,7.0,11.0,13.0,22.0,31.0,0.9864864865,-547.0,0.1666666667,-0.5,11.458333333299999,0.0125,1.0,-0.0005,-5.625,7.125,0.16168437030000002,3.0,-0.0050804249,-2.2086494689,-20.0,16.0,0.05678410790000001,-0.6941529234999999,6.1,4.6,,,,,0.1388888889,14.0,17.0,10.0,21.0,24.0,24.0,26.0,27.0,22.0,18.0,14.0,18.0,25.0,32.0,29.0,-0.125,205.0,-0.14285714289999998,44.5,0.9674796748,-565.0,0.8571428570999999,11.1111111111,-0.0,-14.8148148148,5.4,4.0,25.0,20.0,23.0,18.0,21.0,39.0,0.9828571429,0.8539682540000001,20.0,0.3983286908,-828.0,143.0,3.0,-27.0,28.0,0.7385379792,0.8,0.0010727896,0.7926330565999999,0.9,0.0011125346,0.6388888889000001,-0.0256124969,-0.0256124969,-0.06403124240000001,2.0,0.9375,-948.0,-0.0969551282,-275.5,0.03125,41.0,-0.12820512820000002,-316.5,0.0029644269,-103.0,3.5333333333,-439.1666666667,-46.0,145.0,29.0,0.8192771084,-11.5155628611,17.260283318499997,0.5936422140000001,0.9945652173999999,0.9619565217,3.0,0.8873239437,-1152.0,-0.22222222219999999,-379.5,0.45454545450000006,0.0,0.1818181818,0.5454545454999999,87.0,0.33333333330000003,0.7777777778,0.8888888889000001,1.0,0.9857142857,-724.5,0.4826732673,-549.5,0.0818989383,0.93,-553.0,-0.02,-98.0,346.0,4.6,4.7,-327.3333333333,-271.1666666667,-253.0,-18.1666666667,-0.3472222222,0.9789473684,-783.0,-0.0425531915,-185.5,6.0,1.0,2.0,1.0,7.0,-50.0,0.9034482759,-732.5,-44.0,56.5,-44.0,2.7272727273000004,4.0,2.875,3.25,4.2857142857,2633.0590909091,-6.0,8.0,2609.8333333333,-704.3934010152001,-1.4483185633000002,1.3682758556,-22.0,-31.0,-40.0,-41.0,-41.0,0.593664155,0.5745071466
s105,0.6381418093,-451.0,1.05,-848.0,-0.4666666667,627.0,-1622.625,-0.2,599.0,0.9861111111,0.0,-46.5,-643.0,-0.0416666667,-13.0,-0.055555555599999994,13.5,-0.00010532799999999999,-0.000300869,-0.0019682617,-11.0,-19.0,-20.0,9.0,10.0,16.0,23.0,61.0,0.9865771812,-582.0,0.1666666667,-0.1666666667,15.875,0.07083333330000001,0.0,-0.008833333300000001,0.7083333333,22.2916666667,0.0171284635,2.0,0.005737195600000001,-2.2298488665000002,-13.0,10.0,0.0369162536,-0.9195799634999999,6.3,4.7,0.8181818181999999,-812.5,0.2111111111,-36.5,0.8611111111,20.0,11.0,11.0,17.0,14.0,30.0,28.0,33.0,21.0,21.0,5.0,5.0,5.0,5.0,9.0,-0.0666666667,163.0,-0.1875,-31.5,0.9603174603,-526.0,0.8010057470999999,77.7777777778,11.1111111111,-14.8148148148,5.8,1.6666666666999999,29.0,19.0,22.0,13.0,35.0,51.0,0.9371428570999999,0.6000000000000001,25.0,0.4317548747,-773.0,155.0,6.0,-21.0,22.0,0.7342792511,0.8,0.0019930811,0.8955169678,1.0,0.0019821293,0.6388888889000001,-0.0006324555,-0.0015811388,-0.0038729833,4.0,0.7849462366000001,-699.0,-0.6428571429000001,-197.0,-0.0625,-11.0,-0.5803571429000001,-186.0,0.0192307692,-221.0,4.0,-291.8333333333,14.0,40.0,47.0,0.7555555556,-12.161980733499998,18.332620341600002,0.5576468825,0.9427083333,0.9270833333,3.0,0.8428571429,-972.0,-0.33333333330000003,257.5,1.0,0.7272727273,0.8181818181999999,0.8181818181999999,139.0,0.0,0.22222222219999999,0.44444444439999997,0.7777777778,,,0.5088161209000001,-493.0,0.055721954100000005,0.8300000000000001,-569.0,-0.26,7.0,433.0,6.3,4.8,-220.0,-220.3333333333,-289.1666666667,68.8333333333,24.023611111100003,0.9468085106,-723.0,-0.10638297869999999,-166.5,7.0,7.0,7.0,7.0,7.0,-42.0,,,,,,3.6363636364,3.4444444444,4.625,3.25,3.7142857143,2160.1686147185997,-4.0,9.0,3798.4166666666997,-782.1326530611999,0.2707705548,1.6640897581,-12.0,-18.0,-21.0,-22.0,-30.0,0.8215974089,0.38167900549999995
s106,0.8186046512,-400.0,1.65,-1049.2916666667,-0.2,800.0,-289.7647058824,-0.43333333329999996,356.0,0.9097222222,0.027777777799999997,35.5,-572.0,-0.125,-61.0,0.0,-2.5,-1.5155499999999999e-05,-3.4138200000000005e-05,-0.0007841797,-6.0,-15.0,-10.0,12.0,3.0,16.0,23.0,65.0,0.9666666667,-338.0,0.1666666667,-0.33333333330000003,17.625,0.054166666700000005,0.0,-0.006500000000000001,-1.625,18.7083333333,0.26575899210000004,2.0,-0.0032017883,-2.2098150782,-11.0,13.0,0.09501638470000001,-0.9221298278,8.3,7.0,0.9428571429000001,-636.0,-0.0032679739000000003,21.5,0.7777777778,7.0,8.0,5.0,9.0,28.0,30.0,28.0,33.0,30.0,18.0,9.0,9.0,5.0,10.0,27.0,-0.3125,265.0,0.0,2.0,0.9296875,-389.0,0.9545454545,16.6666666667,11.1111111111,-7.4074074074,4.0,4.0,35.0,35.0,28.0,25.0,34.0,53.0,0.9685714286,0.6857142856999999,40.0,0.44943820219999997,-657.5,160.0,6.0,-16.0,16.0,0.6421589851,0.5,0.0012834576,0.6838119506999999,0.7000000000000001,0.0013489725,0.4722222222,-0.0002011893,-0.0002011893,-0.0002011893,3.0,0.8958333333,-564.0,-0.19137931030000002,-195.0,0.012962963,-34.0,-0.2043422733,-161.0,0.046511627900000005,-93.0,5.533333333300001,-283.8333333333,-47.5,12.5,47.0,0.6444444443999999,0.0048136832,1.8764282864,0.3842625785,0.93,0.975,7.0,0.9154929576999999,-755.0,0.0,-54.5,0.7272727273,1.0,0.8181818181999999,0.9090909091,149.0,0.0,0.11111111109999999,0.44444444439999997,0.11111111109999999,0.9571428570999999,-581.5,0.3936430318,-427.0,0.033057296800000004,0.95,-385.0,-0.1,-69.0,281.0,5.4,4.9,-315.1666666667,-230.6666666667,-259.3333333333,28.6666666667,32.3555555556,0.9787234043,-617.0,-0.0416666667,-121.5,7.0,7.0,7.0,1.0,3.0,-21.0,0.8333333333,-593.0,-112.0,-6.333333333300001,124.5,4.909090909100001,3.3333333332999997,4.625,1.625,2.0714285714,1548.5303030303,-4.0,10.0,4390.8333333333,-478.9375,0.05602783150000001,0.7684553512000001,-9.0,-10.0,-11.0,-17.0,-14.0,0.4162853786,0.6711490993000001
