,NBAC,NBAVRT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTAC,ANTALTAC,ANTALTRT,ANTAVRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTAC,CRTAVRT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFAC,DRFAVRT,DRFPINAC,DRFPINRT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAC,DPEAVRT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGAC,GNGDRPIM,GRTSGRIT,HIRAC,HIRAVRT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGAC,LOGAVRT,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSOVTAC,PRSPLB,PRSRVS,PRPSLOPE,PRPTAOAC,PRPTATAC,RPMSCOR,REPAC,REPAVRT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMAC,SMAVRT,SHFTAC,SHFTAVRT,SHFTLR,SIMAC,SIMAVRT,SIMSIMAC,SIMSIMRT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRAC,STRAVRT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,TXTAC,TXTAVRT,TXTCSCRT,TXTTAIOR,TXTTSCRT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTAVRT,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s450,0.8423326134,-618.5,3.15,-1434.6666666667002,-0.2,742.0,-550.7727272727,-0.2666666667,541.0,1.0,0.0,19.5,-611.0,0.0,-36.5,0.0,-12.0,-0.010512208899999998,-2.3063798828,-0.2560898438,-10.0,-12.0,-18.0,9.0,8.0,15.0,21.0,46.0,0.98,-394.0,0.8333333333,-0.0,6.041666666699999,-0.0625,2.0,-0.0081666667,-2.7083333332999997,6.166666666699999,0.0079764903,2.0,-0.0080142737,-0.9363979848999999,-11.0,14.0,-0.1374406363,-0.9550444665,7.2,6.8,0.9859154929999999,-1014.0,0.0,-217.0,0.0,8.0,16.0,5.0,8.0,19.0,25.0,29.0,33.0,29.0,27.0,9.0,14.0,7.0,12.0,23.0,-0.1875,323.0,0.0,-14.0,0.968503937,-356.0,0.9886363636,22.2222222222,-33.3333333333,-33.3333333333,5.0,2.3333333333,29.0,25.0,25.0,16.0,19.0,34.0,0.9914285714,0.9142857143,30.0,0.4157303371,-958.0,148.0,8.0,-16.0,21.0,0.888521862,0.9,0.0017309969,1.0,1.0,0.0018450159,0.7222222222,-0.06403124240000001,-0.06403124240000001,-0.158113883,2.0,0.9583333333,-850.0,-0.0314685315,-148.0,0.0454545455,-26.0,-0.0769230769,-122.0,0.041607565,-149.5,4.3333333333,-356.0,-70.0,115.0,46.0,0.8,-15.597905351700001,21.3971561364,0.4424708494,1.0,0.9849246231,16.0,0.9154929576999999,-1029.0,0.05882352940000001,-75.0,0.9090909091,0.3636363636,0.8181818181999999,0.8181818181999999,119.0,0.33333333330000003,0.22222222219999999,0.7777777778,0.7777777778,0.9964285714,-821.0,0.5481481481,-516.0,0.054713459299999996,0.97,-422.0,-0.02,-32.0,310.0,7.3,7.2,-297.5,-271.8333333333,-302.6666666667,30.8333333333,-36.409722222199996,0.9895833333,-714.0,-0.0208333333,-92.0,5.0,5.0,5.0,2.0,6.0,-50.0,0.9336384439,-750.0,-89.0,41.1666666667,75.0,4.3636363636,4.4444444444,4.0,1.875,3.0714285714,1531.8466666667002,-9.0,8.0,3743.4166666666997,-560.1934673367,-1.3862943611,1.1349799328,-16.0,-14.0,-27.0,-23.0,-32.0,0.8126815854,0.3929136181
s451,0.8256880734,-676.5,2.15,-614.6315789473999,-0.3666666667,715.0,-1404.7142857142999,-0.30000000000000004,400.0,0.9652777778,-0.055555555599999994,11.5,-663.0,-0.0625,-63.5,-0.027777777799999997,121.5,-3.02162e-05,-0.0017713318,-0.0106191406,-10.0,-12.0,-13.0,4.0,5.0,10.0,20.0,53.0,1.0,-472.0,0.8333333333,-0.0,13.958333333299999,0.0625,1.0,-0.0028333333,-2.625,15.541666666700001,0.010476190500000001,1.0,-0.00015238100000000002,-3.9380952381,-11.0,12.0,-0.1580180448,-0.7129976662999999,7.4,8.3,1.0,-802.0,0.0,-143.0,0.8055555556,11.0,13.0,6.0,5.0,30.0,16.0,17.0,22.0,25.0,11.0,10.0,9.0,12.0,5.0,30.0,0.0,15.0,0.0,-54.5,1.0,-766.0,1.0,22.2222222222,11.1111111111,-0.0,5.2,1.3333333333,29.0,34.0,32.0,17.0,29.0,40.0,0.9885714286,0.8857142856999999,35.0,0.6611111111,-1532.5,238.0,8.0,-16.0,15.0,0.7293655396000001,0.5,0.0010473463,1.0,1.0,0.0010621789,0.6388888889000001,-0.0015811388,-0.0015811388,-0.009797959,3.0,0.9375,-748.5,-0.068202765,-118.5,-0.038095238100000005,27.5,-0.0301075269,-146.0,-0.0691699605,-74.0,5.0,-359.1666666667,-6.5,99.0,46.0,0.7888888889,-4.1590127806,11.566940189,0.6377633009,0.995,1.0,15.0,0.9436619718000001,-817.0,-0.055555555599999994,-74.0,0.7272727273,0.9090909091,1.0,0.9090909091,133.5,0.11111111109999999,0.33333333330000003,0.7777777778,0.0,1.0,-719.0,0.4362745098,-501.0,0.08392892269999999,0.98,-499.5,0.0,-32.0,337.0,4.9,6.1,-392.3333333333,-317.6666666667,-270.6666666667,-47.0,29.1375,0.9583333333,-643.0,-0.0416666667,-52.0,6.0,6.0,7.0,2.0,7.0,-27.0,0.9862385320999999,-807.0,-89.0,16.3333333333,32.0,4.7272727273,1.7777777778,3.125,1.0,2.0714285714,2855.9555555556,-2.0,6.0,4804.6363636364,-714.61,-2.0951879931999997,2.3006319674,-12.0,-17.0,-16.0,-13.0,-12.0,0.51847973,0.176661702
s453,0.8153153153,-738.0,2.35,-693.6818181817999,-0.2666666667,820.0,-1669.1052631579,-0.3666666667,570.0,0.9930555556,0.027777777799999997,64.5,-740.0,0.0,-115.5,0.0,37.0,-0.1484696896,-0.0704035645,-0.2560898438,-11.0,-19.0,-21.0,11.0,10.0,16.0,7.0,46.0,0.9933333333,-521.0,0.33333333330000003,-0.0,10.0,2.7755575619999997e-16,1.0,-6.938893904000001e-18,4.440892099e-16,24.2083333333,-0.1130550622,0.0,-0.0026394315999999996,-0.9915630551,-13.0,15.0,-0.24045093469999998,-0.3458355135,8.9,8.9,0.9411764706,-1019.5,-0.0625,-1.0,0.055555555599999994,5.0,19.0,10.0,12.0,21.0,25.0,30.0,9.0,21.0,10.0,7.0,12.0,18.0,9.0,19.0,0.125,291.0,0.0,23.5,0.9133858268,-557.0,0.7155172414000001,44.4444444444,-11.1111111111,-22.2222222222,4.6,1.6666666666999999,25.0,21.0,28.0,20.0,21.0,51.0,0.9714285714,0.7650793651000001,27.0,0.32102272730000003,-533.0,113.0,10.0,-16.0,24.0,0.7586198807000001,0.9,0.0009973241,1.0,1.0,0.0016370173999999999,0.4722222222,-0.06403124240000001,-0.06403124240000001,-0.06403124240000001,2.0,0.8736842105,-777.0,-0.44444444439999997,-56.0,0.0,-44.0,-0.44444444439999997,-12.0,0.0297619048,42.0,4.0666666667,,,,40.0,0.5333333333,-5.2974742799,6.0056123623,0.6477011979999999,0.9682539683,0.9312169312,6.0,0.8857142856999999,-1181.5,0.0036764706,-87.5,0.6363636364,0.5454545454999999,1.0,1.0,111.0,0.5555555556,0.8888888889000001,0.5555555556,0.8888888889000001,0.9821428570999999,-685.0,0.4154228856,-499.5,0.0534652054,0.97,-530.0,-0.02,-14.0,380.0,5.9,4.9,-433.0,-237.6666666667,-308.3333333333,70.6666666667,73.1638888889,0.9578947368,-832.0,-0.08510638300000001,-179.5,5.0,6.0,6.0,3.0,6.0,-38.0,0.7608200456,-817.0,6.0,8.0,-176.0,3.6363636364,3.8888888889,3.625,2.625,2.9285714286,1612.4242424242002,-2.0,11.0,5918.083333333299,-536.5527638191,-0.5678916972,0.9733568053,-17.0,-19.0,-14.0,-15.0,-32.0,0.9166965387,0.1534768705
s456,0.7506234414,-462.0,1.3,-737.380952381,-0.30000000000000004,500.0,-1309.4210526316,-0.3666666667,475.0,1.0,0.0,-42.0,-643.0,0.0,-72.5,0.0,76.0,-0.0016009205,-0.002521286,-0.0014824219,-12.0,-21.0,-21.0,10.0,10.0,14.0,13.0,39.0,0.8933333333000001,-486.0,0.6666666667000001,-0.1666666667,19.2916666667,0.2291666667,2.0,-0.0148333333,-7.125,6.416666666699999,-0.0016949153,0.0,-0.0024096385999999997,-0.2838472534,-14.0,13.0,0.0290088098,-0.5355575654,6.7,7.0,,,,,0.2777777778,13.0,21.0,8.0,21.0,17.0,23.0,22.0,27.0,23.0,15.0,12.0,20.0,9.0,22.0,18.0,,,,,,,,55.5555555556,-33.3333333333,-51.851851851899994,4.2,6.0,16.0,25.0,22.0,24.0,28.0,54.0,0.9657142857,0.6571428571,24.0,0.33832335329999996,-533.0,113.0,9.0,-24.0,23.0,0.7262480736,0.8,0.0007537971000000001,0.7526407838,0.9,0.0008973645000000002,0.4722222222,-0.009797959,-0.06403124240000001,-0.158113883,6.0,0.8645833333,-776.0,-0.2637571157,-52.0,0.0265654649,-16.0,-0.2903225806,-36.0,-0.0516840883,-135.5,4.1333333332999995,-273.1666666667,16.5,125.5,43.0,,,,0.45057689729999995,0.7772020725000001,0.7512953368,10.0,0.9436619718000001,-1111.0,-0.11111111109999999,102.0,0.2727272727,0.5454545454999999,0.8181818181999999,0.5454545454999999,118.0,0.44444444439999997,0.6666666667000001,0.5555555556,0.8888888889000001,0.9489051095,-816.5,0.4746192893,-573.0,0.10191747710000001,0.9191919192,-539.0,-0.1195918367,-68.5,335.0,5.7,5.1,-329.3333333333,-244.8333333333,-249.0,4.1666666667,156.66527777780001,0.9468085106,-737.0,-0.021276595699999998,-151.5,4.0,5.0,7.0,4.0,6.0,-47.0,0.8475750577000001,-827.0,-91.0,-36.6666666667,75.0,3.6363636364,2.4444444444,3.5,3.25,3.8571428571,3664.1520833333,-2.0,7.0,4006.6666666666997,,,,-10.0,-15.0,-17.0,-23.0,-38.0,0.8060803131000001,0.3561214143
s459,0.8175519630000001,-694.0,1.95,-124.3846153846,-0.1333333333,158.0,-297.2857142857,-0.0666666667,140.0,0.9930555556,-0.027777777799999997,52.0,-638.0,-0.0208333333,-161.5,0.0,62.5,-0.0074909089,-0.0111574707,-0.1528662109,-19.0,-24.0,-22.0,7.0,6.0,14.0,21.0,26.0,0.9666666667,-500.0,0.6666666667000001,-0.33333333330000003,12.333333333299999,-0.0166666667,1.0,-0.001,-3.75,8.7916666667,0.0587697423,0.0,-0.0014139651,-0.7406483790999999,-15.0,17.0,-0.17879878219999998,-0.5867699972,7.8,7.0,0.9154929576999999,-890.0,-0.055555555599999994,-13.0,0.0,12.0,22.0,9.0,14.0,23.0,21.0,16.0,24.0,28.0,13.0,14.0,12.0,12.0,7.0,28.0,0.0,37.5,-0.33333333330000003,-264.5,0.9444444444,-636.0,0.6439393939,22.2222222222,-55.5555555556,-55.5555555556,4.8,1.6666666666999999,22.0,32.0,23.0,14.0,21.0,48.0,0.9628571429,0.6285714286,17.0,0.35344827590000005,-511.0,123.0,5.0,-17.0,17.0,0.7500877380000001,0.8,0.0016015729,0.7776842117,0.9,0.0014468801999999998,0.5833333333,-0.06403124240000001,-0.06403124240000001,-0.06403124240000001,2.0,0.9684210526,-751.0,-0.11111111109999999,-597.5,0.0,126.0,-0.11111111109999999,-723.5,0.0192973775,17.0,4.2666666667,-277.6666666667,-48.5,85.0,43.0,0.7640449438,2.2389600125999998,3.3358788511,0.5782953093000001,0.9898989898999999,0.9141414140999999,12.0,0.8169014084999999,-917.0,-0.055555555599999994,-154.0,0.8181818181999999,0.1818181818,0.8181818181999999,0.2727272727,113.0,0.11111111109999999,0.6666666667000001,0.33333333330000003,0.0,0.9678571429,-770.0,0.5098522167,-483.0,0.0640730763,0.95,-485.0,-0.06,-40.5,327.0,6.3,7.9,-316.3333333333,-245.0,-254.6666666667,9.6666666667,0.5319444444,0.9375,-704.0,-0.0833333333,-267.0,7.0,3.0,6.0,6.0,5.0,-56.0,0.8812785388000001,-699.0,-62.0,6.5,29.0,3.7272727273000004,3.8888888889,2.5,1.625,3.4285714286,2126.7016666667,-4.0,8.0,4656.4166666667,-645.0175,0.0430417513,-0.0430417513,-27.0,-23.0,-38.0,-28.0,-21.0,0.4377562331,0.7594474231999999
s461,0.8137931034,-553.5,1.8,-317.57692307689996,-0.1333333333,470.0,-745.3636363636,-0.2666666667,200.0,1.0,0.0,72.0,-730.5,0.0,-37.0,0.0,9.5,-0.0021575573,-0.006274719200000001,-0.0079033203,-16.0,-19.0,-19.0,9.0,10.0,14.0,15.0,44.0,1.0,-450.5,0.5,-0.1666666667,7.625,0.0041666667,1.0,-0.0018333332999999998,-1.875,7.833333333300001,-0.0757683215,2.0,-0.0043687943,-1.9089834515,-11.0,17.0,0.1079307456,-0.886428372,6.9,6.5,0.9166666667,-799.5,-0.055555555599999994,-125.0,0.75,5.0,17.0,8.0,31.0,30.0,27.0,25.0,23.0,18.0,12.0,7.0,18.0,20.0,30.0,33.0,0.0,400.5,-0.125,78.0,0.984375,-554.5,0.875,44.4444444444,-11.1111111111,-22.2222222222,6.0,3.3333333332999997,26.0,27.0,21.0,20.0,25.0,46.0,0.9971428571,0.9714285714,27.0,0.4273743017,-1274.0,153.0,6.0,-18.0,27.0,0.7385105133000001,0.6000000000000001,0.0011846006,0.9598880768000001,0.8,0.0012976711,0.5833333333,-0.0038729833,-0.009797959,-0.0256124969,4.0,0.8279569892,-1158.0,-0.1238095238,81.0,0.0357142857,110.5,-0.1595238095,-29.5,-0.051209103799999996,-292.0,4.5333333333,-387.1666666667,-47.5,32.0,39.0,0.7777777778,-18.1175353574,24.5654662541,0.5854811429,0.9949748744,0.9798994975,10.0,0.9295774648,-808.0,0.0032679739000000003,-39.5,0.5454545454999999,0.5454545454999999,0.6363636364,0.7272727273,120.0,0.33333333330000003,0.7777777778,0.8888888889000001,1.0,0.9892857143000001,-861.0,0.5260545906,-536.0,0.1134917998,1.0,-599.0,0.0,9.5,291.0,6.2,5.0,-304.3333333333,-244.3333333333,-241.6666666667,-2.6666666667000003,8.1569444444,0.9895833333,-778.0,-0.0208333333,-140.0,5.0,2.0,5.0,3.0,6.0,-37.0,0.9795454545,-811.5,-9.0,-1.0,-28.0,3.7272727273000004,2.8888888889,3.25,2.125,3.4285714286,2338.3375,-15.0,6.0,2331.4166666667,-861.9924623116001,0.1940376502,0.6326409230000001,-19.0,-24.0,-28.0,-27.0,-37.0,0.532143099,0.2399847399
s462,0.8046511628,-525.5,1.55,-739.5,-0.2,487.0,-1120.5925925925999,-0.1,220.0,,,,,,,,,-7.800649999999999e-05,-0.0029641876000000003,-0.0241005859,-16.0,-14.0,-23.0,8.0,9.0,14.0,22.0,35.0,0.9594594595,-528.5,0.1666666667,-0.33333333330000003,14.5,0.05,1.0,-0.0043333333000000005,-5.0833333333,16.0833333333,0.0498483316,0.0,8.61476e-05,-1.121536906,-13.0,12.0,0.0278288156,-0.9562267319,6.3,6.4,0.5932203389999999,-1388.0,0.0769230769,-46.5,0.055555555599999994,11.0,13.0,14.0,24.0,25.0,24.0,27.0,27.0,22.0,16.0,13.0,10.0,12.0,15.0,25.0,-0.1333333333,-44.0,-0.2857142857,-258.5,0.9349593495999999,-598.0,0.6912972085,11.1111111111,-55.5555555556,-62.962962963,6.2,4.0,25.0,27.0,20.0,19.0,20.0,55.0,0.9542857143,0.6444444443999999,20.0,0.48,-806.0,168.0,10.0,-18.0,20.0,0.6388552904,0.8,0.0013530346,0.7451288223,0.9,0.001863902,0.5555555556,-0.009797959,-0.1265219767,-0.25,2.0,,,,,,,,,,,4.9333333333,,,,42.0,,,,0.8624257218000001,0.9175824176,0.7912087912000001,10.0,0.8333333333,-1359.0,-0.1666666667,-178.0,0.2727272727,0.5454545454999999,0.6363636364,0.6363636364,111.5,0.33333333330000003,0.7777777778,0.8888888889000001,0.7777777778,0.9372693727,-675.5,0.4162436548,-523.0,0.07366598320000001,0.87,-594.0,-0.14,-27.0,306.0,4.8,4.4,-327.3333333333,,,,,0.9157894737,-777.0,-0.12810283690000002,-194.5,5.0,6.0,4.0,1.0,6.0,-53.0,0.7659090909,-733.0,-81.5,-14.666666666700001,37.5,4.090909090899999,3.0,4.0,2.875,3.2142857143,2648.8666666667,-1.0,7.0,4602.5,,,,-18.0,-12.0,-36.0,-25.0,-32.0,0.6542605562,0.1995555068
s467,0.7927107062000001,-713.0,2.0,-851.12,-0.1666666667,387.0,-331.75,-0.2,412.0,0.9930555556,-0.027777777799999997,24.0,-653.0,0.0208333333,-41.0,0.0,104.0,-0.15734846500000002,-20.8790830078,-0.18335546879999998,-8.0,-18.0,-21.0,7.0,6.0,12.0,13.0,54.0,0.9866666667,-484.5,0.0,-0.8333333333,12.041666666700001,-0.0291666667,1.0,0.0031666666999999996,-1.2916666667,7.291666666699999,0.0951041443,2.0,-0.0015069787,-2.028022332,-11.0,14.0,0.1787792867,-0.7385464856,5.6,3.3,0.9722222222,-680.5,0.0,-77.0,0.027777777799999997,5.0,14.0,5.0,7.0,17.0,23.0,25.0,27.0,27.0,16.0,8.0,5.0,5.0,5.0,11.0,-0.125,152.0,-0.0625,78.5,0.9763779528,-730.0,0.9375,11.1111111111,-11.1111111111,-25.925925925900003,5.0,4.6666666667,30.0,28.0,31.0,24.0,29.0,45.0,0.9971428571,0.9714285714,38.0,0.5055865922,-837.0,181.0,7.0,-16.0,16.0,0.6438240050999999,0.7000000000000001,0.0008910011,0.65,0.8,0.0017257695000000002,0.5833333333,-0.25,-0.25,-0.25,1.0,0.8631578947,-757.0,-0.3636363636,-284.5,-0.0294117647,-28.5,-0.3342245989,-256.0,-0.052439024400000006,-118.0,5.8666666667000005,-275.8333333333,-32.5,150.5,47.0,0.6222222222,-3.1941004024,5.1069855326999996,0.42769500950000006,1.0,0.9644670051,2.0,0.9718309859,-927.0,0.055555555599999994,-73.0,0.45454545450000006,0.6363636364,0.5454545454999999,0.6363636364,140.0,0.22222222219999999,0.0,0.22222222219999999,0.44444444439999997,0.9856115108,-666.5,0.4183168317,-513.0,0.040202439900000005,1.0,-561.0,0.0,-89.5,286.5,5.5,5.4,-306.3333333333,-226.3333333333,-255.5,29.1666666667,-72.6152777778,0.9895833333,-657.0,-0.0208333333,-141.5,6.0,7.0,6.0,2.0,1.0,-36.0,0.7060185185000001,-677.0,-7.0,103.1666666667,-42.5,3.8181818182,2.3333333333,4.0,2.5,2.2857142857,3424.3761904762,-1.0,6.0,5546.0,-765.5625,0.16158565830000002,1.0911773102,-18.0,-20.0,-22.0,-26.0,-21.0,0.5636077225,0.6444832007
s468,0.7309523809999999,-384.0,1.1,-601.6190476190001,-0.30000000000000004,777.0,-1398.0,-0.43333333329999996,417.0,0.9366197183,0.0301587302,-3.0,-607.0,-0.17021276600000002,-97.0,0.0015873016000000002,78.5,-4.3599e-06,-4.2168e-06,-0.0006933594,-9.0,-16.0,-13.0,11.0,8.0,13.0,11.0,53.0,0.92,-360.5,0.6666666667000001,-0.1666666667,11.625,0.1041666667,2.0,-0.0241666667,-6.041666666699999,6.125,0.0906862745,0.0,-0.0021666667,-0.9901960784,-12.0,15.0,-0.2105410317,-0.3604082203,7.7,4.9,0.6521739129999999,-629.0,-0.1666666667,27.5,0.8611111111,17.0,16.0,7.0,15.0,27.0,24.0,26.0,26.0,21.0,16.0,12.0,8.0,7.0,5.0,21.0,,,,,,,,44.4444444444,11.1111111111,-7.4074074074,5.0,3.0,26.0,27.0,26.0,20.0,28.0,48.0,0.9571428570999999,0.6222222222,34.0,0.36723163840000006,-695.5,130.0,9.0,-16.0,19.0,0.6772982836,0.6000000000000001,0.0012811597,0.6381545067000001,0.8,0.0015206618,0.5277777778,-0.0002011893,-0.0002011893,-0.0008898748000000002,3.0,0.8586956522,-939.0,-0.2320512821,-275.5,0.0196969697,-148.0,-0.25174825170000004,-127.5,-0.0866250866,10.0,5.4,,,,46.0,0.5555555556,-6.8757261775,8.0384128492,0.7496762737999999,0.9157894737,0.9263157895,6.0,0.7361111111,-648.0,0.1764705882,-110.0,0.7272727273,0.7272727273,0.5454545454999999,0.9090909091,138.0,0.6666666667000001,0.33333333330000003,0.7777777778,0.33333333330000003,0.9386281588,-616.5,0.3290816327,-329.0,-0.004571389699999999,0.91,-599.0,-0.02,-65.5,282.0,7.1,6.0,-379.3333333333,,,,,0.9789473684,-719.0,-0.0416666667,-93.5,5.0,6.0,7.0,2.0,7.0,-25.0,0.8521939954000001,-692.0,-28.0,33.5,-67.5,3.6363636364,2.8888888889,3.875,3.0,2.8571428571,1846.0277777777999,-12.0,7.0,3889.6666666666997,,,,-12.0,-17.0,-15.0,-18.0,-16.0,0.8641007274,0.3005941055
s469,0.8018433180000001,-594.0,1.7000000000000002,-799.875,-0.2,585.0,-303.8695652174,-0.23333333329999997,300.0,0.9861111111,-0.055555555599999994,48.0,-685.0,0.0,-54.0,0.0,11.0,-0.0019628162,-0.1178544922,-0.3255136719,-9.0,-16.0,-19.0,5.0,5.0,14.0,17.0,49.0,1.0,-435.5,0.1666666667,-0.5,17.0833333333,0.125,1.0,-0.0016666667,-2.5,17.875,0.0467735348,0.0,0.0054302633999999995,-1.7771084337,-11.0,18.0,-0.0313445314,-1.1247700844,6.3,5.4,0.9722222222,-708.0,0.0,-17.5,0.0,14.0,13.0,6.0,14.0,21.0,18.0,24.0,23.0,24.0,18.0,15.0,9.0,11.0,7.0,23.0,0.0,234.0,0.0,79.0,1.0,-585.5,1.0,27.7777777778,-0.0,-14.8148148148,5.8,3.6666666667,28.0,31.0,31.0,21.0,21.0,43.0,0.9885714286,0.8857142856999999,38.0,0.6166666667,-813.0,222.0,8.0,-16.0,20.0,0.7259790421,0.7000000000000001,0.0012726102,0.8725616454999999,0.9,0.0017990564000000002,0.5833333333,-0.158113883,-0.158113883,-0.158113883,2.0,0.96875,-839.0,-0.1034482759,-281.5,0.0,-28.5,-0.1034482759,-253.0,-0.0666666667,-111.0,4.6666666667,-299.5,25.0,116.5,44.0,0.6777777778,9.5935780524,-6.969720336699999,0.5117351171,0.96875,0.9739583333,14.0,0.9014084507,-761.0,0.0,-51.5,0.7272727273,0.3636363636,0.45454545450000006,0.9090909091,128.0,0.33333333330000003,0.33333333330000003,0.5555555556,0.5555555556,0.9821428570999999,-627.0,0.5465686275,-453.5,0.0824397399,0.97,-461.0,-0.02,-21.5,309.5,6.1,6.0,-356.6666666667,-264.1666666667,-253.3333333333,-10.833333333299999,24.0194444444,0.9895833333,-719.0,0.0208333333,-194.5,6.0,3.0,7.0,3.0,7.0,-30.0,0.9318181818,-693.0,-35.0,5.1666666667,10.0,3.8181818182,2.7777777778,4.125,2.75,3.1428571429,2439.3642857143,-12.0,5.0,5099.6666666667,-575.4375,1.0764903716,-0.2498117984,-13.0,-21.0,-21.0,-16.0,-30.0,0.8324493087,0.5012340848
s471,0.796728972,-484.0,1.9,-1076.95,-0.33333333330000003,579.0,-414.9411764706,-0.43333333329999996,394.0,0.9856115108,-0.0571428571,17.0,-646.0,-0.043478260899999996,-93.0,0.0,40.0,-0.006017352100000001,-5.5678173827999995,-0.4368291016,-11.0,-20.0,-15.0,7.0,9.0,13.0,18.0,34.0,1.0,-455.0,0.0,-0.6666666667000001,14.75,0.075,1.0,-0.006,-0.75,17.7916666667,0.0085714286,1.0,-0.0022761904999999997,-3.5857142857,-11.0,14.0,0.1695965364,0.15421938570000002,6.8,5.0,0.8309859155,-872.0,-0.1176470588,-68.5,0.1666666667,16.0,20.0,7.0,13.0,20.0,22.0,20.0,20.0,17.0,13.0,10.0,18.0,12.0,15.0,25.0,-0.125,75.5,-0.25,-393.0,0.9523809524,-511.0,0.75,33.3333333333,-11.1111111111,-33.3333333333,5.8,4.3333333333,24.0,25.0,28.0,20.0,22.0,47.0,0.9885714286,0.9619047619,26.0,0.3003003003,-546.5,100.0,4.0,-17.0,20.0,0.7242507935,0.6000000000000001,0.00150287,0.7269584656,0.7000000000000001,0.0014840076,0.5555555556,-0.0256124969,-0.06403124240000001,-0.0636371852,4.0,0.7934782609000001,-636.0,-0.5454545454999999,-439.5,-0.037037037,-129.0,-0.5084175084,-310.5,0.1714285714,-120.0,4.4,-260.8333333333,14.0,7.0,42.0,0.6741573034,8.7765643621,-6.7913798165,0.7428714658000001,0.9844559584999999,0.9585492228,7.0,0.7536231884000001,-1039.0,-0.0032679739000000003,-123.0,0.7272727273,0.8181818181999999,0.3636363636,0.9090909091,117.0,0.6666666667000001,1.0,0.7777777778,0.5555555556,0.9892473118,-769.0,0.4143920596,-475.0,0.0228259692,1.0,-523.5,0.0,-83.0,375.5,5.7,5.3,-299.5,-154.0833333333,-244.3333333333,90.25,-70.9722222222,0.9565217390999999,-831.0,-0.0909090909,-294.5,5.0,6.0,7.0,2.0,6.0,-56.0,0.8914549654,-691.0,-45.0,-6.833333333300001,24.5,3.7272727273000004,2.5555555556,3.875,1.5,3.3571428571,2789.8866666667,-6.0,8.0,4624.1666666667,-625.2128205128,1.2637567367,0.7172447321000001,-19.0,-19.0,-19.0,-24.0,-36.0,0.8348524595,0.6225294788
