,adaptive_n_back.acc,adaptive_n_back.avg_rt,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.acc,attention_network_task.alerting_acc,attention_network_task.alerting_rt,attention_network_task.avg_rt,attention_network_task.conflict_acc,attention_network_task.conflict_rt,attention_network_task.orienting_acc,attention_network_task.orienting_rt,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,bis11_survey.Attentional,bis11_survey.Motor,bis11_survey.Nonplanning,bis_bas_survey.BAS_drive,bis_bas_survey.BAS_fun_seeking,bis_bas_survey.BAS_reward_responsiveness,bis_bas_survey.BIS,brief_self_control_survey.self_control,choice_reaction_time.acc,choice_reaction_time.avg_rt,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dickman_survey.dysfunctional,dickman_survey.functional,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.acc,directed_forgetting.avg_rt,directed_forgetting.proactive_interference_acc,directed_forgetting.proactive_interference_rt,discount_titrate.percent_patient,dospert_eb_survey.ethical,dospert_eb_survey.financial,dospert_eb_survey.health_safety,dospert_eb_survey.recreational,dospert_eb_survey.social,dospert_rp_survey.ethical,dospert_rp_survey.financial,dospert_rp_survey.health_safety,dospert_rp_survey.recreational,dospert_rp_survey.social,dospert_rt_survey.ethical,dospert_rt_survey.financial,dospert_rt_survey.health_safety,dospert_rt_survey.recreational,dospert_rt_survey.social,dot_pattern_expectancy.AY-BY_acc,dot_pattern_expectancy.AY-BY_rt,dot_pattern_expectancy.BX-BY_acc,dot_pattern_expectancy.BX-BY_rt,dot_pattern_expectancy.acc,dot_pattern_expectancy.avg_rt,dot_pattern_expectancy.dprime,eating_survey.cognitive_restraint,eating_survey.emotional_eating,eating_survey.uncontrolled_eating,erq_survey.reappraisal,erq_survey.suppression,five_facet_mindfulness_survey.act_with_awareness,five_facet_mindfulness_survey.describe,five_facet_mindfulness_survey.nonjudge,five_facet_mindfulness_survey.nonreact,five_facet_mindfulness_survey.observe,future_time_perspective_survey.future_time_perspective,go_nogo.acc,go_nogo.dprime,grit_scale_survey.grit,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.score,holt_laury_survey.safe_choices,impulsive_venture_survey.impulsiveness,impulsive_venture_survey.venturesomeness,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,leisure_time_activity_survey.activity_level,local_global_letter.acc,local_global_letter.avg_rt,local_global_letter.conflict_acc,local_global_letter.conflict_rt,local_global_letter.congruent_facilitation_acc,local_global_letter.congruent_facilitation_rt,local_global_letter.incongruent_harm_acc,local_global_letter.incongruent_harm_rt,local_global_letter.switch_cost_acc,local_global_letter.switch_cost_rt,mindful_attention_awareness_survey.mindfulness,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,mpq_control_survey.control,probabilistic_selection.overall_test_acc,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,psychological_refractory_period_two_choices.task1_acc,psychological_refractory_period_two_choices.task2_acc,ravens.score,recent_probes.acc,recent_probes.avg_rt,recent_probes.proactive_interference_acc,recent_probes.proactive_interference_rt,selection_optimization_compensation_survey.compensation,selection_optimization_compensation_survey.elective_selection,selection_optimization_compensation_survey.loss_based_selection,selection_optimization_compensation_survey.optimization,self_regulation_survey.control,sensation_seeking_survey.boredom_susceptibility,sensation_seeking_survey.disinhibition,sensation_seeking_survey.experience_seeking,sensation_seeking_survey.thrill_adventure_seeking,shape_matching.acc,shape_matching.avg_rt,shift_task.acc,shift_task.avg_rt,shift_task.learning_rate,simon.acc,simon.avg_rt,simon.simon_acc,simon.simon_rt,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.acc,stroop.avg_rt,stroop.stroop_acc,stroop.stroop_rt,ten_item_personality_survey.agreeableness,ten_item_personality_survey.conscientiousness,ten_item_personality_survey.emotional_stability,ten_item_personality_survey.extraversion,ten_item_personality_survey.openness,theories_of_willpower_survey.endorse_limited_resource,threebytwo.acc,threebytwo.avg_rt,threebytwo.cue_switch_cost_rt,threebytwo.task_inhibition,threebytwo.task_switch_cost_rt,time_perspective_survey.future,time_perspective_survey.past_negative,time_perspective_survey.past_positive,time_perspective_survey.present_fatalistic,time_perspective_survey.present_hedonistic,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.avg_rt,two_stage_decision.model_based,two_stage_decision.model_free,upps_impulsivity_survey.lack_of_perseverance,upps_impulsivity_survey.lack_of_premeditation,upps_impulsivity_survey.negative_urgency,upps_impulsivity_survey.positive_urgency,upps_impulsivity_survey.sensation_seeking,writing_task.neutral_probability,writing_task.positive_probability
s002,0.726342711,-608.5,1.2,-386.5652173913,-0.2333333333,453.0,-817.1923076923,-0.1333333333,325.0,0.9930555556,0.0,-67.0,-741.0,-0.0208333333,-120.0,-0.0277777778,36.5,-0.029923370100000003,-0.1478212891,-0.0556884766,-18.0,-21.0,-25.0,9.0,9.0,13.0,9.0,33.0,0.98,-454.0,0.1666666667,-0.1666666667,11.75,-0.0666666667,0.0,-7.285838599000001e-17,-2.25,8.0833333333,0.037762384600000004,0.0,-0.001822838,0.33501259450000004,-12.0,13.0,0.1387440396,-0.43240473690000003,8.0,10.3,0.9275362319,-1145.5,-0.1764705882,39.5,0.1944444444,10.0,5.0,9.0,6.0,18.0,21.0,32.0,21.0,17.0,10.0,12.0,5.0,15.0,16.0,28.0,-0.0625,530.0,0.125,87.0,0.9527559055,-687.0,0.9770114943,11.1111111111,-44.4444444444,-59.2592592593,5.8,1.6666666667,28.0,28.0,29.0,19.0,28.0,49.0,0.98,0.8,28.0,0.3126760563,-691.0,111.0,6.0,-25.0,20.0,0.7541481018,0.7000000000000001,0.0017554871,0.7393355608000001,0.7000000000000001,0.0013716979000000002,0.5277777778,-0.06403124240000001,-0.158113883,-0.0256124969,4.0,0.7191011236,-788.0,-0.2128205128,-160.5,-0.23030303030000002,38.5,0.0174825175,-199.0,-0.15476190480000002,-79.5,4.0666666667,,,,38.0,,,,0.5320132074,0.9833333333000001,0.9777777778000001,4.0,0.8732394366,-1138.0,-0.1111111111,70.0,,,,,122.0,0.2222222222,0.2222222222,0.6666666667000001,0.1111111111,0.9820788530000001,-761.0,,,,0.93,-601.0,-0.06,-52.5,351.5,4.8,6.1,-294.8333333333,-307.0,-332.6666666667,25.6666666667,149.2652777778,0.9894736842,-716.0,0.0208333333,-140.0,6.0,3.0,7.0,3.0,7.0,-38.0,0.7989130435,-1114.0,-226.0,109.5,-61.5,2.9090909091,2.6666666667000003,4.625,3.125,4.1428571429,1795.1016666667,-8.0,8.0,3727.25,-689.7964824121,-0.16486882220000001,0.23897679430000002,-14.0,-21.0,-34.0,-42.0,-34.0,0.8172749921,0.1922162034
s005,0.7788235294,-563.0,1.65,-677.1363636364,-0.2666666667,750.0,-1597.05,-0.33333333330000003,580.0,1.0,0.0,17.0,-607.0,0.0,-61.5,0.0,30.0,-0.000525995,-0.0041643982,-0.0276582031,-8.0,-18.0,-15.0,9.0,10.0,15.0,13.0,41.0,1.0,-476.5,0.8333333333,-0.1666666667,13.4166666667,0.275,3.0,-0.0306666667,-2.9166666667000003,13.0416666667,0.4185577722,3.0,-0.0250756442,-3.7905236908,-11.0,17.0,0.2518581217,-1.2169609029,9.2,8.0,0.7361111111,-832.0,-0.3888888889,-149.0,0.1666666667,10.0,15.0,5.0,8.0,18.0,26.0,30.0,30.0,34.0,23.0,9.0,8.0,12.0,6.0,23.0,0.1875,-56.5,0.1833333333,-121.5,0.9606299213,-451.0,0.9219696970000001,22.2222222222,11.1111111111,-33.3333333333,4.8,4.3333333333,32.0,27.0,20.0,25.0,33.0,46.0,0.9628571429,0.8063492063000001,28.0,0.48739495800000004,-866.5,174.0,6.0,-18.0,19.0,0.7475608826,1.0,0.0009119887,0.920829773,0.9,0.001067059,0.5555555556,-0.0256124969,-0.0256124969,-0.06403124240000001,4.0,0.9894736842,-787.5,-0.0344827586,-164.5,0.0,28.5,-0.0344827586,-193.0,-0.022222222200000002,-65.0,5.0666666667,-295.6666666667,-7.0,114.0,43.0,,,,0.6320956121,0.9744897959000001,0.9846938776,14.0,0.9571428571,-852.0,-0.0555555556,-96.0,0.6363636364,0.8181818182,1.0,0.8181818182,131.0,0.0,0.7777777778,0.7777777778,0.4444444444,1.0,-943.0,0.47117794490000003,-506.0,0.0445575732,1.0,-572.5,0.0,-4.5,302.5,6.5,5.1,-379.1666666667,-250.1666666667,-309.0,58.8333333333,50.9333333333,1.0,-572.0,0.0,-59.0,5.0,5.0,7.0,2.0,6.0,-33.0,0.8637413395,-695.0,3.5,-3.1666666667,-52.0,3.9090909091,3.0,3.375,2.0,3.2142857143,1915.6111111111,-19.0,7.0,2585.75,-867.2825,-1.2107524913,1.5888186252,-16.0,-13.0,-19.0,-13.0,-31.0,0.8868519986000001,0.4059011843
s006,0.8004926108,-560.0,1.4,-1455.0555555556,-0.4,736.0,-455.4166666667,-0.2,750.0,0.9375,-0.0555555556,34.5,-607.0,-0.1458333333,-77.0,-0.1388888889,63.5,-7.0924e-06,-6.78453e-05,-29.6327324219,-11.0,-23.0,-23.0,11.0,12.0,16.0,17.0,34.0,0.8493150685,-500.0,0.1666666667,-0.8333333333,19.5833333333,-0.0166666667,1.0,0.0006666667,1.0,28.2173913043,-0.18391812870000002,2.0,0.0043567251,-2.6725146199000003,-19.0,16.0,-0.011319034700000001,0.0127370793,8.5,8.5,0.8695652174,-732.5,-0.07638888890000001,-328.5,1.0,5.0,5.0,5.0,5.0,5.0,35.0,35.0,35.0,35.0,35.0,5.0,5.0,5.0,5.0,5.0,-0.25,478.0,-0.25,79.5,0.9193548387,-471.5,0.7264705882,27.7777777778,11.1111111111,3.7037037037,4.4,5.6666666667,33.0,19.0,34.0,6.0,13.0,53.0,0.9771428571,0.8222222222000001,28.0,0.40057636890000003,-738.0,139.0,0.0,-27.0,22.0,0.527438736,0.6000000000000001,0.0017382296,0.7636162281000001,0.8,0.0020427238,0.5,-0.25,-0.25,-0.25,5.0,0.8854166667000001,-835.0,-0.1771929825,-233.0,-0.038095238100000005,-71.0,-0.1390977444,-162.0,-0.2272727273,-118.0,3.8,,,,44.0,,,,0.4031998195,0.8423913043,0.7880434783,4.0,0.8333333333,-989.5,-0.1633986928,-74.0,0.33333333330000003,0.1818181818,0.7272727273,0.5454545455,111.5,0.5555555556,0.6666666667000001,0.75,0.4444444444,0.9563636364,-714.0,0.48941798940000003,-532.0,0.0212836617,0.8958333333,-636.5,-0.0833333333,-87.0,341.5,5.3,4.9,,-336.1666666667,-303.1666666667,-33.0,69.3263888889,0.9677419355,-725.0,-0.0222016651,-146.0,7.0,7.0,7.0,7.0,7.0,-42.0,0.8380281690000001,-755.0,-1.5,30.3333333333,-26.0,3.7272727273,4.0,4.0,3.0,4.0714285714,2209.1783333333,-21.0,4.0,3224.1666666667,-581.0609137056,-0.4553857187,1.0327010837,-17.0,-22.0,-32.0,-35.0,-30.0,0.8338361601000001,0.4540214179
s007,,,,-782.9230769231,-0.1333333333,470.0,-244.16,-0.1666666667,340.0,0.9577464789000001,0.0833333333,23.0,-715.0,-0.1063829787,-121.5,-0.026984127,71.0,-0.0005751163,-0.0008470039,-0.0081005859,-13.0,-18.0,-22.0,10.0,8.0,14.0,20.0,49.0,0.9669421488000001,-527.0,0.1666666667,-0.6666666667000001,4.8333333333,0.033333333300000004,0.0,0.0013333333,-0.4166666667,13.0416666667,0.2115478865,1.0,-0.0035254237,0.8082499489,-13.0,16.0,0.429502064,-0.5991357069000001,9.6,6.4,,,,,0.3611111111,13.0,28.0,9.0,17.0,24.0,21.0,26.0,26.0,28.0,12.0,10.0,26.0,20.0,25.0,33.0,0.0,425.0,-0.125,40.5,0.9206349206000001,-647.0,0.7151162791,44.4444444444,11.1111111111,-22.2222222222,5.4,4.6666666667,22.0,21.0,21.0,21.0,23.0,50.0,0.9542857143000001,0.6952380952,22.0,0.28,-874.0,98.0,9.0,-21.0,21.0,0.8018417358000001,0.9,0.0007886168000000001,0.8767990112,1.0,0.0012070223,0.7777777778,-0.06403124240000001,-0.06403124240000001,-0.0256124969,2.0,0.752688172,-833.5,-0.4356617647,-184.5,0.019675925900000002,-119.0,-0.4553376906,-65.5,0.006410256400000001,53.0,3.8,,,,43.0,0.5222222222,8.6329234757,-8.6372057447,0.5112262406,0.9427083333,0.9375,10.0,0.9154929577,-1361.0,0.0,-409.5,0.4545454545,0.5454545455,0.5454545455,0.9090909091,110.5,0.6666666667000001,0.4444444444,0.5555555556,1.0,0.9534050179,-851.0,0.3291457286,-623.5,0.006016204000000001,0.98,-539.0,-0.04,-46.0,517.0,5.1,5.4,-416.3333333333,-343.1666666667,-437.0,93.8333333333,-0.08750000000000001,0.9325842697000001,-989.0,-0.0495449949,-61.5,7.0,6.0,5.0,2.0,5.0,-48.0,0.6330049261,-888.5,25.0,110.5,-232.0,3.7272727273,4.0,3.125,3.25,3.5,2282.5555555556,5.0,8.0,6112.1666666667,,,,-19.0,-21.0,-35.0,-29.0,-33.0,0.8621573749,0.6821860019
s009,0.8215859031,-439.0,2.7,-1156.5652173913,-0.2333333333,615.0,-501.0434782609,-0.2333333333,420.0,0.9791666667000001,0.0555555556,-2.0,-534.0,0.0208333333,-20.5,0.0277777778,54.0,-0.0005145003,-0.0019907761,-0.010146484400000001,-14.0,-23.0,-24.0,7.0,9.0,13.0,18.0,29.0,0.96,-416.0,0.8333333333,-0.0,13.7083333333,0.4208333333,2.0,-0.0118333333,-6.4583333333,5.25,0.11418439720000001,2.0,-0.0049527187,-2.4048463357,-15.0,11.0,0.1593423691,-1.1747285803,6.8,4.8,0.9722222222,-778.5,0.1111111111,20.0,0.7222222222,18.0,13.0,11.0,8.0,21.0,14.0,21.0,19.0,16.0,11.0,13.0,9.0,14.0,11.0,24.0,-0.1875,317.0,-0.1333333333,39.0,0.9520000000000001,-356.0,0.8551724138000001,50.0,-22.2222222222,-48.1481481481,5.2,4.6666666667,21.0,18.0,27.0,18.0,23.0,33.0,0.9942857143,0.9428571429,17.0,0.6218487395,-876.0,222.0,9.0,-18.0,18.0,0.6171309948,0.8,0.0017705286000000002,0.985546875,1.0,0.0028862039000000003,0.7222222222,-0.0038729833,-0.0004,-0.009797959,2.0,0.9895833333,-738.0,-0.0416666667,-242.0,0.0,-35.0,-0.0416666667,-207.0,0.0208333333,42.0,4.0,-228.3333333333,8.5,73.0,32.0,0.8333333333,-8.3796570593,14.6540357536,0.6676807246,0.9747474747,0.9696969697000001,6.0,0.9014084507000001,-1014.5,-0.1111111111,-223.5,0.0909090909,0.1818181818,0.5454545455,0.1818181818,71.0,0.6666666667000001,1.0,0.8888888889000001,0.33333333330000003,0.9928571429,-569.5,0.6073170732000001,-379.0,0.1462449228,0.99,-387.0,-0.02,14.0,268.0,6.8,6.4,-247.6666666667,-204.5,-225.0,20.5,-33.0472222222,1.0,-753.5,0.0,-111.0,4.0,3.0,5.0,2.0,5.0,-67.0,0.9498861048,-609.0,8.0,30.1666666667,-16.0,3.4545454545,3.1111111111,3.625,3.25,3.4285714286,1251.3159722222,-5.0,11.0,3222.6666666667,-459.355,0.6258949536,-0.1528096578,-24.0,-28.0,-33.0,-39.0,-25.0,0.1779068063,0.4556380051
s011,0.8512931034000001,-437.0,3.2,-697.2222222222,-0.4,690.0,-1437.5714285714,-0.30000000000000004,365.0,0.9861111111,0.0,48.5,-609.5,-0.0208333333,-96.0,-0.0555555556,62.5,-0.044047226,-0.0051069641,-0.00015283200000000002,-9.0,-13.0,-17.0,3.0,6.0,10.0,15.0,54.0,0.9866666667,-386.5,0.33333333330000003,-0.33333333330000003,5.3333333333,0.058333333300000005,1.0,-0.0026666667,-1.75,6.9130434783,0.130866426,3.0,-0.0025487365,-3.7931923672,-11.0,10.0,0.19393002980000001,-0.9515309845000001,7.9,9.8,1.0,-789.0,0.0,-410.5,0.0,16.0,28.0,11.0,9.0,25.0,20.0,28.0,23.0,31.0,8.0,11.0,5.0,17.0,5.0,35.0,-0.0666666667,232.0,-0.125,-4.5,0.9763779528000001,-400.0,0.875,33.3333333333,-22.2222222222,-29.6296296296,6.0,2.0,35.0,34.0,29.0,18.0,21.0,57.0,0.9857142857000001,0.8825396825,40.0,0.7402234637,-878.0,265.0,4.0,-15.0,15.0,0.7708899498,1.0,0.0016033788,0.8675750732,0.9,0.0018161934000000002,0.5833333333,-0.25,-0.25,-0.25,2.0,1.0,-827.0,0.0,-208.0,0.0,-31.0,0.0,-177.0,0.0,-132.0,5.8,-262.5,8.0,84.0,48.0,0.8666666667,1.0782063195,6.9911453835,0.2325498095,0.9899497487000001,0.9547738693000001,12.0,0.9710144928000001,-975.0,0.0,-348.0,0.7272727273,0.9090909091,0.8181818182,0.9090909091,142.0,0.4444444444,0.4444444444,0.6666666667000001,0.1111111111,0.9928571429,-608.0,0.539408867,-459.5,0.0917039711,0.98,-451.5,-0.04,-76.0,316.0,5.7,6.3,-226.3333333333,-241.0,-247.6666666667,6.6666666667,96.3097222222,0.9895833333,-598.0,-0.0208333333,-157.5,7.0,3.0,4.0,7.0,7.0,-24.0,0.9658314351,-523.0,22.0,-2.5,-13.0,4.2727272727,1.8888888889,2.25,1.5,2.7857142857,1371.7153679654,-11.0,8.0,2094.9166666667,-570.03,-0.43564870440000003,-0.3646431136,-15.0,-20.0,-22.0,-27.0,-24.0,0.1925341667,0.2404360379
s012,0.8228941685000001,-496.0,3.25,-1377.6315789474,-0.36666666670000003,796.0,-466.1304347826,-0.2333333333,527.0,0.9861111111,0.0,33.5,-641.5,-0.0208333333,-77.0,-0.0555555556,139.0,-0.0011767575,-0.010140686000000001,-0.0590556641,-14.0,-15.0,-21.0,8.0,5.0,14.0,16.0,44.0,0.9866666667,-448.0,0.8333333333,-0.1666666667,5.6666666667,0.058333333300000005,2.0,-0.0086666667,-2.9166666667000003,3.9583333333,0.1687969925,3.0,-0.0115213033,-1.9323308271,-11.0,15.0,-0.3553490939,-0.7137797811000001,8.4,8.6,0.9577464789000001,-881.5,0.0,-93.0,0.1666666667,18.0,20.0,8.0,9.0,22.0,18.0,24.0,25.0,26.0,18.0,20.0,10.0,14.0,6.0,23.0,0.0,-20.0,0.0,-84.0,1.0,-812.0,1.0,22.2222222222,-11.1111111111,-55.5555555556,2.2,5.0,27.0,22.0,29.0,18.0,9.0,32.0,0.9571428571,0.6222222222,21.0,0.5277777778,-766.5,190.0,8.0,-16.0,14.0,0.6499261856,0.9,0.0010140799,1.0,1.0,0.0020015881,0.6666666667000001,-0.25,-0.06403124240000001,-0.06403124240000001,2.0,0.9052631579,-861.0,-0.0994708995,-93.0,0.055411255400000005,11.5,-0.1548821549,-104.5,-0.0022148394000000003,-167.5,3.4,-331.6666666667,7.5,81.0,43.0,0.5888888889,27.3376402867,-25.2123453648,0.6264483412,0.9296482412,0.8592964824,15.0,0.8857142857,-820.0,0.0,-18.5,0.5454545455,0.3636363636,1.0,0.8181818182,114.0,0.4444444444,0.6666666667000001,0.6666666667000001,0.2222222222,0.9928571429,-741.5,0.4617283951,-496.0,0.0590870111,0.98,-527.0,-0.04,-10.0,338.0,5.9,6.0,-301.0,-263.1666666667,-286.6666666667,23.5,9.8805555556,0.9677419355,-807.5,-0.0222016651,-151.5,2.0,5.0,4.0,3.0,3.0,-32.0,0.9405034325,-637.0,21.0,18.1666666667,-47.5,4.2727272727,2.5555555556,2.5,1.5,1.9285714286000002,2230.165,-3.0,8.0,4731.5,-734.9621212121,-0.6838735438,0.501551987,-17.0,-14.0,-26.0,-26.0,-14.0,0.23654425440000001,0.1860625235
s017,0.8046511628,-472.0,2.0,-1219.9090909091,-0.2666666667,789.0,-432.6296296296,-0.1,550.0,0.9930555556,0.0,52.5,-613.0,0.0208333333,-68.5,0.0277777778,121.0,-0.00011245850000000001,-0.00019663,-0.0006987305,-19.0,-17.0,-18.0,8.0,6.0,15.0,21.0,49.0,1.0,-439.0,0.6666666667000001,-0.1666666667,9.7083333333,0.10416666670000001,3.0,-0.011166666700000001,-2.125,7.9583333333,0.1894025605,3.0,-0.0077980085,-1.8536882747,-11.0,13.0,0.18364322830000002,-1.3700064956,9.3,7.6,0.9857142857000001,-782.0,0.0,-39.0,0.8333333333,15.0,17.0,9.0,15.0,14.0,13.0,27.0,19.0,20.0,12.0,11.0,12.0,8.0,12.0,17.0,0.0625,479.0,0.0,102.5,0.9682539683,-760.5,0.875,38.8888888889,-33.3333333333,-40.7407407407,4.4,5.3333333333,18.0,19.0,26.0,20.0,20.0,46.0,0.9857142857000001,0.8825396825,22.0,0.6852367688000001,-780.0,246.0,3.0,-18.0,20.0,0.767848587,0.9,0.0024491452000000003,0.98984375,1.0,0.0027049544,0.5833333333,-0.0002011893,-0.0002011893,-0.0002011893,5.0,0.9578947368,-936.0,-0.1034482759,-269.5,-0.03125,-71.0,-0.0721982759,-198.5,-0.0039584364,-154.0,3.5333333333,-293.1666666667,14.5,160.0,43.0,,,,0.58484855,0.985,0.965,10.0,0.9850746269,-912.5,0.0,-312.5,0.6363636364,0.6363636364,0.9090909091,0.8181818182,130.0,0.1111111111,0.7777777778,0.4444444444,0.6666666667000001,0.9770992366000001,-662.0,0.45137157110000004,-535.0,0.0676643665,0.99,-531.0,-0.02,-42.5,310.0,6.5,5.6,-268.5,-250.3333333333,-295.0,44.6666666667,98.025,0.9789473684000001,-742.0,-0.0004432624,-211.5,7.0,7.0,6.0,1.0,4.0,-53.0,0.9681818182,-703.0,1.5,-53.5,-38.0,4.5454545455,3.3333333333,4.25,2.375,2.2857142857,1481.6893939394,-1.0,10.0,3958.5,-752.895,-3.1094480307,2.7572274371,-19.0,-10.0,-18.0,-18.0,-33.0,0.185612246,0.17430210710000002
s020,0.7762237762,-461.0,1.85,-564.7083333333,-0.2,610.0,-1060.7777777778,-0.1,340.0,0.9784172662,-0.0285714286,-59.5,-610.5,-0.044444444400000005,-109.0,0.0017316017000000002,27.5,-0.00023432030000000001,-0.009369873,-0.0126279297,-11.0,-20.0,-21.0,11.0,10.0,14.0,14.0,41.0,0.9523809524,-566.5,0.6666666667000001,-0.33333333330000003,9.8333333333,0.4,1.0,-0.006,-1.9166666667,7.2916666667,0.0038725986000000003,0.0,-0.0009140546000000001,-0.8612740142,-12.0,16.0,-0.0335462443,-0.6750894226,7.5,5.2,0.9285714286000001,-1189.0,-0.1111111111,106.5,0.0,11.0,9.0,8.0,6.0,18.0,19.0,17.0,28.0,24.0,15.0,12.0,11.0,8.0,9.0,16.0,-0.1333333333,302.5,-0.0625,-82.5,0.9527559055,-494.0,0.9034090909,27.7777777778,-11.1111111111,-44.4444444444,5.4,3.3333333333,25.0,24.0,22.0,17.0,20.0,46.0,0.9885714286,0.9111111111,30.0,0.3536231884,-672.0,122.0,7.0,-22.0,17.0,0.6603252411,0.8,0.0017003689000000002,0.7410667896,0.7000000000000001,0.0015159826000000001,0.47222222220000004,-0.0256124969,-0.06403124240000001,-0.06403124240000001,1.0,0.9255319149000001,-880.0,-0.1842105263,-351.0,0.0,-141.0,-0.1842105263,-210.0,-0.0016611296000000001,-54.5,3.9333333333000002,-285.6666666667,33.0,36.5,43.0,0.5,3.7318341441,-3.4417341323,0.6229103774,0.9329896907,0.9742268041000001,8.0,0.8571428571,-966.0,-0.1078431373,-287.5,0.6363636364,0.8181818182,0.5454545455,0.5454545455,100.5,0.4444444444,0.7777777778,0.4444444444,0.2222222222,0.9677419355,-608.5,0.43349753690000004,-389.5,0.0501444983,0.99,-707.0,0.02,46.5,381.5,6.3,5.7,-286.3333333333,-240.0,-361.3333333333,121.3333333333,18.3513888889,0.9255319149000001,-669.0,-0.0638297872,-160.0,5.0,6.0,6.0,5.0,3.0,-46.0,0.8452655889,-813.0,6.0,7.1666666667,-100.0,3.0,2.3333333333,3.75,2.875,3.4285714286,2750.9476190476,-12.0,6.0,3479.3333333333,-617.3287292818,0.594460772,-0.1424756482,-18.0,-19.0,-24.0,-32.0,-24.0,0.1805794197,0.3909019375
s026,0.8250000000000001,-438.0,2.0,-874.0833333333,-0.2,263.0,-333.875,-0.2,489.0,0.9861111111,0.0,-6.5,-580.5,0.0,-4.5,0.0,23.0,-0.0001688719,-0.0010027084,-0.023130859400000002,-11.0,-15.0,-20.0,8.0,6.0,14.0,17.0,51.0,0.98,-398.0,0.6666666667000001,-0.1666666667,13.25,0.025,1.0,0.001,-2.75,10.0833333333,0.0009003215,0.0,-0.0002593783,-0.07395498390000001,-11.0,11.0,-0.2888881723,-0.9523625263000001,9.8,7.1,0.9583333333,-826.0,0.0,-29.5,0.8888888889000001,11.0,20.0,7.0,8.0,14.0,23.0,20.0,20.0,25.0,14.0,9.0,8.0,10.0,5.0,18.0,0.0,25.5,0.0,-7.5,0.9921875,-787.0,0.9886363636000001,27.7777777778,-11.1111111111,-14.8148148148,5.0,6.0,28.0,26.0,34.0,17.0,19.0,36.0,0.9714285714,0.8158730159,29.0,0.5722222222000001,-1298.0,206.0,8.0,-15.0,14.0,0.5657946467,0.6000000000000001,0.0019503946,1.0,1.0,0.0027379268,0.4444444444,-0.0006324555,-0.0006324555,-0.0015811388,6.0,0.9479166667000001,-677.0,-0.1111111111,-94.0,-0.0555555556,-45.0,-0.0555555556,-49.0,-0.0281007752,-23.0,4.7333333333,,,,46.0,0.5060240964,1.9133373883,-1.6080014509,0.57614781,0.9899497487000001,0.9597989950000001,13.0,0.8732394366,-968.5,0.0,73.0,0.6363636364,0.9090909091,0.9090909091,0.8181818182,142.0,0.2222222222,0.2222222222,0.2222222222,0.0,0.9892086331000001,-763.0,0.4791154791,-427.0,0.0421807819,0.98,-416.5,-0.04,-38.5,272.5,6.1,4.5,-314.6666666667,-189.6666666667,-236.6666666667,47.0,26.9041666667,0.9791666667000001,-605.5,0.0,-53.0,5.0,6.0,7.0,5.0,4.0,-49.0,0.9068627451,-762.0,-34.0,-31.1666666667,-78.0,4.0909090909,2.1111111111,3.875,1.875,2.5,1949.3041666667,-15.0,7.0,2732.1666666667,-491.8725,-1.0122824975,0.9634923334000001,-17.0,-15.0,-20.0,-18.0,-16.0,0.1857878768,0.14822084630000001
