,adaptive_n_back.EZ_drift,adaptive_n_back.EZ_non_decision,adaptive_n_back.EZ_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,angling_risk_task_always_sunny.release_score,attention_network_task.EZ_drift,attention_network_task.EZ_non_decision,attention_network_task.EZ_thresh,attention_network_task.alerting_EZ_drift,attention_network_task.alerting_EZ_non_decision,attention_network_task.alerting_EZ_thresh,attention_network_task.conflict_EZ_drift,attention_network_task.conflict_EZ_non_decision,attention_network_task.conflict_EZ_thresh,attention_network_task.orienting_EZ_drift,attention_network_task.orienting_EZ_non_decision,attention_network_task.orienting_EZ_thresh,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,bis11_survey.Attentional,bis11_survey.Motor,bis11_survey.Nonplanning,bis_bas_survey.BAS_drive,bis_bas_survey.BAS_fun_seeking,bis_bas_survey.BAS_reward_responsiveness,bis_bas_survey.BIS,brief_self_control_survey.self_control,choice_reaction_time.EZ_drift,choice_reaction_time.EZ_non_decision,choice_reaction_time.EZ_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dickman_survey.dysfunctional,dickman_survey.functional,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.EZ_drift,directed_forgetting.EZ_non_decision,directed_forgetting.EZ_thresh,directed_forgetting.proactive_interference_EZ_drift,directed_forgetting.proactive_interference_EZ_non_decision,directed_forgetting.proactive_interference_EZ_thresh,discount_titrate.percent_patient,dospert_eb_survey.ethical,dospert_eb_survey.financial,dospert_eb_survey.health_safety,dospert_eb_survey.recreational,dospert_eb_survey.social,dospert_rp_survey.ethical,dospert_rp_survey.financial,dospert_rp_survey.health_safety,dospert_rp_survey.recreational,dospert_rp_survey.social,dospert_rt_survey.ethical,dospert_rt_survey.financial,dospert_rt_survey.health_safety,dospert_rt_survey.recreational,dospert_rt_survey.social,dot_pattern_expectancy.AY-BY_EZ_drift,dot_pattern_expectancy.AY-BY_EZ_non_decision,dot_pattern_expectancy.AY-BY_EZ_thresh,dot_pattern_expectancy.BX-BY_EZ_drift,dot_pattern_expectancy.BX-BY_EZ_non_decision,dot_pattern_expectancy.BX-BY_EZ_thresh,dot_pattern_expectancy.EZ_drift,dot_pattern_expectancy.EZ_non_decision,dot_pattern_expectancy.EZ_thresh,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,eating_survey.cognitive_restraint,eating_survey.emotional_eating,eating_survey.uncontrolled_eating,erq_survey.reappraisal,erq_survey.suppression,five_facet_mindfulness_survey.act_with_awareness,five_facet_mindfulness_survey.describe,five_facet_mindfulness_survey.nonjudge,five_facet_mindfulness_survey.nonreact,five_facet_mindfulness_survey.observe,future_time_perspective_survey.future_time_perspective,go_nogo.bias,go_nogo.dprime,grit_scale_survey.grit,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.prob_weighting,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,impulsive_venture_survey.impulsiveness,impulsive_venture_survey.venturesomeness,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,leisure_time_activity_survey.activity_level,local_global_letter.EZ_drift,local_global_letter.EZ_non_decision,local_global_letter.EZ_thresh,local_global_letter.conflict_EZ_drift,local_global_letter.conflict_EZ_non_decision,local_global_letter.conflict_EZ_thresh,local_global_letter.global_bias_EZ_drift,local_global_letter.global_bias_EZ_non_decision,local_global_letter.global_bias_EZ_thresh,local_global_letter.switch_cost_EZ_drift,local_global_letter.switch_cost_EZ_non_decision,local_global_letter.switch_cost_EZ_thresh,mindful_attention_awareness_survey.mindfulness,motor_selective_stop_signal.EZ_drift,motor_selective_stop_signal.EZ_non_decision,motor_selective_stop_signal.EZ_thresh,motor_selective_stop_signal.SSRT,mpq_control_survey.control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.EZ_drift,recent_probes.EZ_non_decision,recent_probes.EZ_thresh,recent_probes.proactive_interference_EZ_drift,recent_probes.proactive_interference_EZ_non_decision,recent_probes.proactive_interference_EZ_thresh,selection_optimization_compensation_survey.compensation,selection_optimization_compensation_survey.elective_selection,selection_optimization_compensation_survey.loss_based_selection,selection_optimization_compensation_survey.optimization,self_regulation_survey.control,sensation_seeking_survey.boredom_susceptibility,sensation_seeking_survey.disinhibition,sensation_seeking_survey.experience_seeking,sensation_seeking_survey.thrill_adventure_seeking,shape_matching.EZ_drift,shape_matching.EZ_non_decision,shape_matching.EZ_thresh,shape_matching.stimulus_interference_EZ_drift,shape_matching.stimulus_interference_EZ_non_decision,shape_matching.stimulus_interference_EZ_thresh,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.EZ_drift,simon.EZ_non_decision,simon.EZ_thresh,simon.simon_EZ_drift,simon.simon_EZ_non_decision,simon.simon_EZ_thresh,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.EZ_drift,stim_selective_stop_signal.EZ_non_decision,stim_selective_stop_signal.EZ_thresh,stim_selective_stop_signal.SSRT,stop_signal.EZ_drift,stop_signal.EZ_non_decision,stop_signal.EZ_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.proactive_SSRT_speeding,stroop.EZ_drift,stroop.EZ_non_decision,stroop.EZ_thresh,stroop.stroop_EZ_drift,stroop.stroop_EZ_non_decision,stroop.stroop_EZ_thresh,ten_item_personality_survey.agreeableness,ten_item_personality_survey.conscientiousness,ten_item_personality_survey.emotional_stability,ten_item_personality_survey.extraversion,ten_item_personality_survey.openness,theories_of_willpower_survey.endorse_limited_resource,threebytwo.EZ_drift,threebytwo.EZ_non_decision,threebytwo.EZ_thresh,threebytwo.cue_switch_cost_EZ_drift_100.0,threebytwo.cue_switch_cost_EZ_drift_900.0,threebytwo.cue_switch_cost_EZ_non_decision_100.0,threebytwo.cue_switch_cost_EZ_non_decision_900.0,threebytwo.cue_switch_cost_EZ_thresh_100.0,threebytwo.cue_switch_cost_EZ_thresh_900.0,threebytwo.task_switch_cost_EZ_drift_100.0,threebytwo.task_switch_cost_EZ_drift_900.0,threebytwo.task_switch_cost_EZ_non_decision_100.0,threebytwo.task_switch_cost_EZ_non_decision_900.0,threebytwo.task_switch_cost_EZ_thresh_100.0,threebytwo.task_switch_cost_EZ_thresh_900.0,time_perspective_survey.future,time_perspective_survey.past_negative,time_perspective_survey.past_positive,time_perspective_survey.present_fatalistic,time_perspective_survey.present_hedonistic,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,upps_impulsivity_survey.lack_of_perseverance,upps_impulsivity_survey.lack_of_premeditation,upps_impulsivity_survey.negative_urgency,upps_impulsivity_survey.positive_urgency,upps_impulsivity_survey.sensation_seeking,writing_task.neutral_probability,writing_task.positive_probability
06acef2f-9e16-4a16-ac87-9e032feaa6dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08c9d27c-e51e-46e7-82f8-c3287d96b48a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s061,1.3016304535,0.4593677195,1.3888425902,2.4,,,,,,,,,,,,,,,,,,,,,,4.0,4.2857142857,4.6,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,2.021315984,0.5451953549,1.7518088968,-0.026332071500000002,0.14719381750000002,0.0202735379,,3.3333333333,2.3333333333,2.8333333333,2.6666666667000003,3.5,,,,,,,,,,,1.1974224124,0.42517402190000003,-0.7366964053,-0.060629964,-0.0304984336,0.041560896800000004,2.5197683655,0.2895053367,1.2710479609,-0.2331515124,3.5345441135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8881900807,0.4882189315,0.9990014686,-3.6428743303,0.07442794800000001,-0.3041303999,1.9827053856,0.0264678899,0.3507344458,-2.2112470579,0.07927871160000001,-0.1921088617,3.4666666667,,,,,,,,,12.0,,,,,,,0.6666666667000001,0.5833333333,0.4166666667,,,,,,,,,,,,,,,,,,,2.8128796525,0.3655619431,0.8682728510000001,-1.1045652039,0.09388774550000001,-0.3539679684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535.0,-8.0,7.0,5085.0,,,,,,,,,,
s130,1.1868753228,0.49193562090000004,1.0825272682,1.9,,,,,,,3.4856635331,0.4418100849,1.1045666241,-0.1836685817,0.029826988500000002,0.0455707873,-0.07867337640000001,0.0396089165,0.0231041571,0.6130006589,0.15117491160000002,-0.3872531589,0.000253358,0.0032947693,0.0117138672,4.2,3.4285714286,3.8333333333,2.75,1.75,3.2,3.8571428571,39.0,3.7135415239,0.24360281560000002,1.5350423677,0.8333333333,0.1666666667,4.1666666667,0.025,2.0,-0.0046666667000000005,-2.25,12.375,-0.037200000000000004,1.0,-0.003624,-1.782,1.0,1.0,,,5.0,4.3,2.1471829702,1.0006447571,1.6491185768,-0.1778858342,-0.062327108000000006,0.1223813789,0.7222222222,2.1666666667,2.5,1.5,2.5,4.0,4.3333333333,5.0,4.6666666667,4.1666666667,3.3333333333,2.1666666667,1.8333333333000001,1.8333333333000001,1.1666666667,3.5,1.0679814601,0.18274972550000002,-0.1749278249,0.7825935141,-0.0259666877,0.0303021765,4.117166862,0.2645892969,1.1765826475,0.0,5.3201349372,61.1111111111,66.6666666667,44.4444444444,4.8333333333,4.5,2.875,2.625,2.125,2.5714285714000003,2.75,40.0,-0.8893284577,4.1867508355,22.0,196.0,10.925098711,0.9214174355,0.2565783653,8.0,1.1052631579,1.1333333333,0.6022460938,0.00041412590000000003,1.0,0.0015774063,0.6666666667000001,0.0015811388,0.0015811388,0.0015811388,0.6666666667000001,0.6666666667000001,0.6666666667000001,0.6666666667000001,2.0,1.9644322217,0.7759506188,1.7480812861000001,-0.1779831506,0.2233558142,-0.1246888047,-0.3379644645,0.1634811207,-0.654669703,-0.4598491973,0.3859862504,-0.5321579516,3.1333333333,2.6550324869,0.4212503454,1.6884925417,569.0,41.0,4.5937759497,4.0629697216,0.4614495809,15.0,1.5823744642,0.6362860187,1.7811196541,-0.6028486837,0.20278680200000002,0.20719038080000002,0.5833333333,0.1666666667,0.33333333330000003,0.5,101.5,0.1,0.0,0.2222222222,0.0,2.781836429,0.5490223403,1.6267689827,-0.1674203287,0.1550959616,-0.15506397560000001,0.5514705882000001,0.1108425089,-0.005324981,6.509715984,0.41902882700000005,0.2581343747,3.7422778316,0.23583591850000002,1.4144606741999999,1.4499430245,0.14059299050000001,-0.4579663035,305.5,6.0,5.3,4.2805100826,0.4935571587,1.0433121363,363.8333333333,3.4191858162,0.3149330144,1.761661377,304.5,296.3333333333,-8.1666666667,2.9546953251,0.43112779830000003,1.3030607823,-1.4586164238000001,-0.0440994597,0.1221429806,5.0,4.5,2.0,1.0,4.0,44.0,2.3630107911,0.4416470618,1.5503787202,0.6898764556,0.7219852916,0.0885024485,0.0603368216,-0.2784454431,-0.1433215951,-1.2899168716,-1.0522271873,0.0304134388,-0.08031784060000001,0.1475222406,0.1891134753,3.7692307692,3.4,2.7777777778,2.4444444444,2.2666666667,2866.7958333333,-8.0,7.0,6982.5454545455,0.8965235324,-0.017820156400000002,-0.1010989031,2.2,1.6363636364,2.75,1.2857142857000001,1.75,0.8066187305,0.409298362
s172,,,,,,,,,,,3.2859957927,0.4008391369,1.1673361399,-0.1749302542,-0.0340056834,0.5231058219,-0.47328502250000004,0.0864846848,-0.2440747567,-1.1342343322,0.0750867467,0.0707482537,0.0083281077,0.21982324220000002,0.0215087891,3.2,4.0357142857,3.2666666667,,,,,,3.5869762964,0.3123800667,1.0028815256,,,,,,,,,,,,,,,0.18806780650000002,0.6523494082,,,2.8856724468,0.39512842070000004,1.4722721724,-0.5554201925,0.0401426913,-0.0396788626,,,,,,,,,,,,,,,,,-0.856813468,0.18143920200000002,-0.40989221070000004,0.7952210806000001,-0.063919958,-0.0266171191,2.8827288533,0.3160295441,1.0449340638,0.3298219498,4.6604910377,33.3333333333,11.1111111111,18.5185185185,4.8333333333,2.0,4.25,4.625,4.125,2.8571428571,4.375,51.0,-0.9437793146000001,3.5708010963,31.0,131.0,10.925098711,0.9214174355,0.2565783653,8.0,1.2631578947,1.8,,,,,0.6944444444,,,,,,,,3.0,,,,,,,,,,,,,4.8666666667000005,,,,,41.0,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,2.3553261696,0.3575470402,0.8070893899,-1.2341468599,0.0725648539,-0.3466329549,,6.2,6.4,,,,,,,,,,,,,,,,,,,,,,25.0,2.815359786,0.38791274800000003,0.8697073169,0.6788886004,1.0650214758,-0.0247034431,0.0167690472,0.10004652600000001,0.052301025800000005,-0.23263940460000002,-0.1892968672,0.030792000200000003,0.0019245186,-0.0134790547,-0.1309304564,3.3846153846,1.9,3.7777777778,2.3333333333,3.6,1745.4027777778,2.0,10.0,1900.0833333333,-0.484851425,-0.10641694010000001,-0.6037340917,,,,,,0.8684241622000001,0.2504469146
s192,3.0098173868,0.32010856660000003,0.9648974362,2.7,,,,,,,2.8539367415,0.3957243479,0.9488823497000001,0.3512105712,0.0675907892,-0.09857352750000001,-2.6796123872,0.011106455500000001,-0.11849082620000001,-1.7453869218,0.0584516979,0.0208775684,9.51596e-05,0.0004177914,0.0008754883,4.0,3.7142857143,4.2,2.25,2.75,2.8,3.2857142857,,3.5283760066000003,0.2591166117,0.8152151331,1.0,0.0,6.7083333333,0.1625,3.0,-0.0051666667,-3.125,,,,,,1.0833333333,1.2727272727,0.1513643633,0.8605018272,,,,,,,,,0.3888888889,2.1666666667,2.8333333333,1.3333333333000001,4.0,3.6666666667000003,5.3333333333,3.6666666667000003,5.6666666667,4.5,3.0,,,,,,,,,,,,,,,,,55.5555555556,77.7777777778,40.7407407407,3.8333333333,4.75,3.0,1.875,2.25,2.4285714286,2.75,50.0,,,,,2.3916188301,-2.7538603758,0.3492235958,5.0,1.0,1.6,,,,,0.7222222222,,,,,,,,6.0,1.7752729043,0.4039718955,1.4259366316,-0.794943367,0.3136719552,-0.7603432924,-0.5426589277,0.11800277470000001,-0.4494090278,0.27478580210000003,0.0894611423,0.16181266900000002,3.0666666667,,,,,42.0,,,,,,,,,,,0.5833333333,0.5,0.4166666667,0.75,99.0,0.1,0.30000000000000004,0.5555555556,0.7000000000000001,,,,,,,,,,,,,3.7558206217,0.2861499493,0.9255230853,-0.3029750854,0.02671091,-0.1140295585,,7.4,6.7,,,,,,,,,,,2.000191361,0.31498210460000003,1.2655922402,-1.1006289612,0.048474461,0.1558534654,,,,,,38.0,,,,,,,,,,,,,,,,4.0769230769,3.6,3.4444444444,2.3333333333,2.9333333333000002,1826.825,5.0,10.0,4033.75,,,,,,,,,,
s234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9206057250000002,0.4131269873,0.9598177574000001,488.8333333333,,,,0.1743401045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s251,1.0028481457,0.3374554741,1.1346014914,1.35,26.3636363636,7.8954203395,550.0,21.6666666667,6.2042528658,480.0,3.0457528677,0.4479306865,1.1673133757,-0.5003162058,0.0218802627,0.1360848496,-0.6101200357000001,0.0229199166,-0.1565870428,0.7126716669000001,0.2054592677,-0.7631684393,2.26777e-05,0.0027131042,0.14846972660000002,4.0,4.6428571429000005,4.7666666667,3.0,3.5,4.0,3.4285714286,43.0,3.3062556251,0.35040619,1.0184620343,0.8333333333,0.0,4.5,7.285838599000001e-17,2.0,-2.1033522150000003e-17,-1.5,3.1666666667,0.044181213600000005,1.0,-0.0008528678,-0.27514546970000003,1.0,1.0,-0.0470699433,0.41172022680000003,7.8,7.8,2.8436627353,0.6595378866,1.7452296887,-1.3435800632000001,-0.0683907571,0.6320082714,0.1388888889,1.1666666667,1.5,1.3333333333000001,2.6666666667000003,3.0,6.3333333333,3.0,5.1666666667,4.3333333333,3.1666666667,1.6666666667,2.0,2.8333333333,3.5,5.1666666667,0.48682638600000006,0.3061664502,-0.2832202814,0.282594518,0.055649204,0.1488266097,2.5191934883,0.32314717460000003,1.2713380127,0.4847229195,4.3506890982,27.7777777778,44.4444444444,40.7407407407,5.6666666667,4.0,3.0,3.5,3.125,3.0,3.5,46.0,-1.1195720593,3.7262636324000002,26.0,157.0,59.8991114415,-8.5507035957,0.8568707964000001,6.0,1.2105263158,1.6,0.6792004108,0.0010228949,1.0,0.0021486855,0.6944444444,0.06403124240000001,0.06403124240000001,0.06403124240000001,0.2222222222,0.2222222222,0.2222222222,0.2222222222,4.0,1.9411670581,0.5623614497,1.4946789778,-1.2787530272,0.1443677034,0.0036760626,-0.6241552332,-0.0573335148,-0.0872258586,-0.1172376252,0.1558761543,-0.10815538840000001,3.8666666667,2.7864831166,0.45353990920000004,0.9449499790000001,314.6666666667,46.0,0.5660375674,4.3686233713,0.5444027916,10.0,2.124864171,0.80239685,1.3193127444,0.1956757051,0.12066010190000001,-0.3715248634,0.6666666667000001,0.75,,0.9166666667000001,113.0,0.1,0.2,0.5555555556,0.9,3.154526403,0.5871582455000001,1.5642519043,-1.5436514342,0.0119234956,0.41378611120000003,0.3965087282,0.0678696497,-0.0020688289,26.3653921449,0.5744258964,0.09376266450000001,2.7296334939999998,0.423363888,1.0080237215,-0.3266077477,0.0414945726,-0.1466627761,339.0,3.5,5.1,3.6883833853,0.47039970140000004,0.9639312647,355.1666666667,3.0766631417,0.4810266025,0.9562078889000001,304.8333333333,277.6666666667,-27.1666666667,3.1074193758,0.5518557479,1.4654851312,-0.4055011291,0.0853558626,-0.0503916008,6.5,4.5,4.0,4.5,5.5,44.0,2.5746859007,0.5504005149,1.1815571933,0.31606923140000004,0.6303648564000001,-0.0182038655,-0.023827336,0.3256121072,0.1262904047,-0.49865907410000004,-0.3361095096,0.0416572169,0.020406050800000002,-0.0881728424,-0.118839471,3.4615384615,2.8,3.7777777778,2.3333333333,3.5333333333,2853.7583333333,5.0,6.0,3682.75,0.6334710296,0.39784074680000003,2.2570656679,2.2,2.0909090909,2.5,2.1428571429,2.6666666667000003,0.1349080446,0.1822075693
s358,2.6586728915,0.32379947610000004,1.0963226128,2.6,19.4347826087,8.6435792615,423.0,28.0,4.8218253805,454.0,4.0583048702,0.511988829,1.0503596978,0.1116207432,0.029142588100000002,-0.0289634701,-0.9337927476000001,0.043472404400000005,-0.130300608,-0.2522123086,0.0092221822,0.0616184036,0.0002446334,0.0012486458,0.0198671875,3.9333333333000002,4.1071428571,4.9333333333,3.0,3.5,3.2,3.0,46.0,3.0498818342,0.3004695965,1.2760560932,0.5,0.33333333330000003,4.7083333333,0.0375,2.0,-0.0035,-1.0416666667,5.7916666667,0.0379039497,2.0,-0.0070125673000000005,-2.3460502693,1.0833333333,1.0909090909,0.016048144400000002,0.7191574724,6.5,4.8,1.4021530328,0.4836290224,1.2896515066,-0.3064472519,0.2005992237,-0.00023469540000000002,0.75,2.1666666667,3.0,2.0,4.5,4.6666666667,4.0,4.3333333333,4.1666666667,3.3333333333,1.8333333333000001,2.1666666667,2.5,3.0,5.6666666667,5.3333333333,1.211289161,0.1027942265,-0.2644695113,0.0111818764,-0.0396410629,0.3328429764,2.9118788131,0.40637477240000003,1.6581437784,0.1932209246,4.933693088,33.3333333333,11.1111111111,44.4444444444,3.0,2.75,3.25,2.75,3.5,2.5714285714000003,3.25,43.0,-0.8308046694000001,3.7967503866000003,24.0,110.0,59.8991114415,-8.5507035957,0.8568707964000001,6.0,1.1052631579,1.8,0.7619184971,0.0012825116,1.0,0.0016162291,0.5277777778,0.0015650846,0.009797959,0.0256124969,0.48148148150000003,0.6666666667000001,0.4444444444,0.33333333330000003,3.0,1.6186326705,0.5303557614000001,1.4814326416,-1.3817448291,0.22592836360000002,-0.44987695980000003,0.33158730070000003,-0.0444312693,0.24150285600000002,-0.1576569236,0.222588635,-0.2061950354,3.8,2.4743837645,0.36137387600000004,0.9135756907,275.6666666667,38.0,2.5307066547,8.521936844,0.49005586170000004,11.0,1.4747606264,0.4601187889,1.3993411187,-1.8634261856,-0.1633608271,0.7986330448000001,0.5833333333,0.4166666667,0.6666666667000001,0.5833333333,108.0,0.2,0.8,,1.0,2.5557190657,0.4372530886,1.6567182839,-1.3096164221,0.0757199605,0.0836385238,0.3980099502,0.0159606815,0.0058988948,43.5524470674,0.6874046028,0.0222945617,1.9830651421,0.26029619260000003,1.2316020203,-0.23366612820000002,-0.0256187707,0.1426154019,345.5,6.0,5.4,4.0677926373,0.36276338300000005,0.8277943667000001,286.6666666667,2.8550597569000002,0.3780657631,1.0646002397,250.6666666667,295.8333333333,45.1666666667,2.8641059491,0.4462283392,1.5825530109,-0.46017332910000003,0.10158311910000001,-0.0285227968,6.5,5.5,3.5,1.0,4.0,27.0,1.600760877,0.4207353156,1.367862002,-0.059408551000000004,-0.0155161189,-0.0038507071,-0.0256536401,0.1154114247,0.0301750735,-0.9956342657,-0.3450973988,0.0624707253,0.1401349317,-0.0201651407,-0.2903613369,3.6923076923,2.4,3.5555555556,2.6666666667000003,3.4666666667,2728.1583333333,-6.0,10.0,5790.0833333333,0.10621558980000001,-0.048887957100000004,-0.2773555261,1.7000000000000002,1.8181818182,2.0,1.6428571429,3.5,0.8959030026,0.4431999285
s373,1.7271041964,0.38463940300000005,1.595385112,2.45,21.4285714286,14.3046963835,555.0,13.3913043478,8.5106304138,292.0,3.1735847145,0.3592259256,1.7833090101,-1.6326127214000001,-0.053786396900000005,0.6924565442,-0.058632270900000005,0.016664968500000002,0.032870162,-0.4089815717,-0.0033396063000000003,0.1638915354,,,,,,,3.25,3.0,3.0,3.4285714286,33.0,3.0073081426,0.31500073440000004,1.6616894701,0.33333333330000003,0.6666666667000001,,,,,,4.5,0.0029262345,1.0,-0.0032599065,-1.8100995733,,,-0.2102620152,1.1042743627,9.7,9.1,,,,,,,,1.3333333333000001,2.8333333333,1.6666666667,3.1666666667,3.6666666667000003,,,,,,,,,,,,,,,,,,,,,,,,,4.8333333333,2.25,,,,,,,,,23.0,228.0,9.0437809954,0.5979101855,0.7676050061,8.0,,,,,,,,0.25,0.158113883,0.25,0.037037037,0.0,0.1111111111,0.0,6.0,,,,,,,,,,,,,3.4,,,,,,,,,8.0,,,,,,,,,,,105.0,0.5,0.6000000000000001,0.7777777778,0.5,2.5866535864999998,0.5119060558,1.4773407066,-0.6775424391,0.1286402146,-0.1853435049,,,,,,,,,,,,,,,,,,,,,,,,,,2.991492049,0.505013825,1.5222761140999999,-0.2005016678,0.1331370355,-0.1409662689,,,,,,,,,,,,,,,,,,,,,,3.5384615385,2.6,3.8888888889,1.7777777778,3.4,,,,,-0.7399755666000001,-0.13483985340000001,-0.764985503,,,,,,0.8722340719,0.4027759495
