,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,kirby.percent_patient,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT.logTr,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh.logTr,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free.logTr,writing_task.neutral_probability,writing_task.positive_probability
s589,2.4266880603,-0.4361270372,0.13741642880000002,2.0554350413,3.2,50.0,4.1028445417,26.7058823529,8.0059720356,-1.0935437789,-1.0158490027,2.468231213,0.36573498530000004,1.4821428447,-1.0903415598,-7.96974079277092,-6.7929640030681355,-5.752509160340435,3.9877559079,0.31468971560000003,1.4309710314,1.0,0.0,5.0833333333,0.1333333333,3.0,-0.0146666667,-2.1666666667,6.5,0.3780141844,3.0,-0.0142600473,-3.981678487,0.2021685788,0.7333377545,8.1,9.2,1.1997399772,0.5287648701000001,1.6760261371,-0.1362710952,0.3611111111,-0.5175061496,1.096633025,-0.42503709440000004,3.1507729495,2.077406181,0.0048497886,2.0904065973,-0.9304295772000001,2.8283362605,133.0,2.3916188301,0.3492235958,5.0,0.8382949829,0.0011184091000000001,0.9980468750000001,0.0015961272,0.7222222222,-6.449609932071972,-6.449609932071972,-4.625581180301964,0.5925925926,-1.0096432759,-0.1082399783,1.3449153926,0.3172708448,2.0147410413,-0.40921141990000004,5.8176070687262555,2.489380669,0.2057724481,0.6036829835015212,-1.1938703217,-0.5453009598,-5.2095510858,0.4537413153,17.0,1.7069365542,0.5172119313,1.8889888004,-0.5971859058,3.437905277,0.3111857223,2.3553400689,-2.1048368782,0.48019801980000004,0.0748202552,0.001137439,8.2844114234,0.5162754239,0.14830615020000001,2.5136650382,0.23701779580000001,1.6927180908000001,-0.6518140624000001,313.0,7.7,7.3,448.5,1.4798671993,0.33285714752400003,0.7787040301247523,-0.6102149176,287.1666666667,1.5819597872,0.2967319305960001,0.6600877248426059,2.0313121646,0.2530076133,1.9094298878,-0.8101568431,-0.12307512,1.6747389297000002,0.0175230463,2.6789386224,-0.2793978686,1997.6208333333,6.0,8.0,2234.3333333333,1.1243428257,-3.367744343653693,0.8436956752,0.6725318633
s590,2.318467597126,-0.5431464922039998,0.085936668561,2.334256147349001,2.302000000000001,23.98019110805202,8.381253746837002,17.441162913875008,6.044927574154002,-0.5993808891,-0.9039153766,4.1496615438,0.2970094815,2.6340281880000003,-1.7039613488,-8.738257513806479,-6.439613572499611,-3.9992773199638334,3.6031324769930007,0.25691007160999996,1.4780360294650001,0.5,0.5,1.1666666667,0.1,2.0,-0.0016666667,-0.75,6.405416666666998,0.054959358345000014,1.31,-0.0032719146030000005,-1.7687353008849993,0.09149219250600005,0.690110501635,7.6099999999999985,7.126999999999998,1.9673624200000002,0.4654854772,1.9951878474,-0.1727556111,0.42472222221699996,-2.3857749724809993,-0.19524392576900007,0.043252635867999996,4.468803270496002,3.3481824401840004,0.18115287366300004,1.9839872049600016,-1.0614254681600002,3.602157077932998,206.55,12.471844508984997,0.3593756779660003,6.47,0.7698842202439997,0.0011114980649999998,0.9412259263939998,0.0012906515669999996,0.5749999999989999,-5.415024799547143,-3.959887242987386,-3.785302563934357,0.285555555559,-1.012046099623,-0.018384380334000004,1.8442210324700017,0.38770805042800016,1.9516832696180004,-0.437730873599,5.721830848271688,2.9253707487310003,0.2816544698749999,0.4284406344449148,-0.8903138827100007,-0.3951614764750001,2.2213714046289983,0.4322289527299999,11.66,1.5495072545630006,0.49164356825600003,2.1794770352230004,-0.4601138515170002,3.00199856225,0.4061773693779999,1.8487577789670004,-1.4677344809230002,0.45912609020999967,0.04914644701500001,-0.0001966051520000001,7.417104375176999,0.5980752822919999,0.21008750477299998,3.134378219598,0.25916928863200006,1.5011951696889998,-0.5716558827060002,302.065,6.4,6.8,260.87333333333703,2.7785240523159995,0.32400317630199993,0.4604124418220104,-0.7627129359310001,258.467499999998,2.761739231133,0.305818752097,0.525882248620391,2.696321202686,0.322604291099,1.9548279782700002,-1.088165293377,-0.09890226627700002,2.130449127029999,0.316781448898,1.8875129234730001,-0.3086227191509999,1976.0742487155035,2.27,8.59,3687.3578030303047,-0.1881164005919999,-2.2225846841054673,0.6921356309570004,0.3925538461180002
s591,2.3022085057930015,-0.521944760381,0.06456950800099999,2.2987849682940005,2.23,21.814106821257994,8.859962655044006,18.639793535673004,6.212819039266998,-0.5236884444459999,-0.9894360729599998,3.620167768644001,0.3309340656430002,1.923188332852999,-1.0700818401880003,-8.725352709766202,-6.45943205776608,-3.9433352578463223,3.4932943621550003,0.2629972625939999,1.4434917951929997,0.7016666666589997,0.173333333334,6.691666666660998,0.03387499999900002,1.54,-0.0030633333419999996,-1.3799999999960004,7.430000000004003,0.05047887581300002,1.09,-0.0030672571580000014,-1.421461154809999,0.07796387982400003,0.637331743355,7.793000000000004,6.822999999999996,2.167604288161,0.4027616650529996,1.998179536529999,-0.182966858474,0.41000000000099973,-2.1329079941769993,-0.49806427769399997,-0.06425007502,4.172149060249003,3.043555613721998,0.163503247779,1.9177350023010007,-1.0613674595820004,3.484544190652,184.26,12.407788848748,0.38807607641500036,6.61,0.7535661643759997,0.001213567668,0.912972561351,0.0013160676069999997,0.5255555555599993,-5.22191161211368,-3.8697183169520906,-3.4720511908970586,0.3111111111119999,-1.1147364284949997,0.0027077079280000017,1.6401618748950006,0.39381892436799987,1.7881873468110008,-0.41983912796699974,5.727948677361623,2.3297829773069996,0.2575977002709999,0.4652370834165179,-0.5942522600349998,-0.37357322523600034,0.0777616550520001,0.328090065056,11.91,1.5414500630530004,0.4535407839160001,2.1707538282959997,-0.45380111952700025,2.7045465713980006,0.4036919897549999,1.7463136027540005,-1.2946868207289999,0.4540412120809998,0.044040851921000004,0.000196907246,7.132809238682001,0.5928321463299999,0.18608035219100003,3.048820241483,0.2588683380880001,1.4657406992809998,-0.6238752910260003,303.815,6.457000000000002,6.376999999999998,286.42500000000194,2.599040509324,0.32421176195199997,0.4064164231713756,-0.6786918959909998,264.1775000000061,2.7025358671319997,0.2941888050080001,0.4534651946426397,2.5137314702909994,0.31400735122599993,1.8452104911810003,-1.1071885554429999,-0.09750303357800001,1.893381183345,0.31264555449500003,1.6836851159610005,-0.3055271432169999,1946.093034652247,2.43,8.44,3461.704015151517,-0.230872520661,-2.7330197492498316,0.5627492336910005,0.39139287607000006
s592,2.2600863673129994,-0.517137688368,0.08598019639300006,2.1376247925429994,2.1374999999999997,15.0769230769,7.6572740680999996,9.6538461538,4.2326569215,-0.5465259607269999,-0.9932598966069998,3.7249609649849993,0.3410932197930001,2.0746675781799997,-1.240920468515,-9.008967977945899,-6.484283217289356,-4.020001523669578,3.64382807538,0.26552215129999995,1.468617435095,0.6649999999929999,0.20666666666899997,8.75,-0.1166666667,2.0,-0.002860000002000001,-2.0,8.194166666667002,0.042586236441,1.22,-0.0035554091570000005,-1.660791737496,0.08796895898800003,0.6506427164109998,7.674999999999996,6.983999999999998,3.3269587132,0.3921468987,1.997537615292998,-0.0440708276,0.38499999999999984,-2.393740392131,-0.38391576841400016,-0.03513318134200001,4.344647926828002,3.191657189361998,0.17415632246800009,1.8975234317440013,-1.078019404736,3.5767837454479987,191.96,1.2928725743,0.0438060331,4.0,0.7452293752420003,0.0011776704040000001,0.9043465152919999,0.0013306245479999998,0.5625000000019998,-5.110737341180847,-3.858195365883288,-3.378934892161332,0.2903703703719999,-1.0458079724,0.1957032226,2.0008825984,0.3788660823,2.097476917,-0.432874087,5.709149075258475,2.8325520981929992,0.27375681120699996,0.4554058513108664,-0.7854643673550008,-0.3898382508630002,1.2803599552170002,0.27866896750000003,11.7,1.4745647194,0.4529328125,1.6587428131,-0.5057667592,2.9367649830270004,0.40198012849799986,1.7671667754710003,-1.4794952881490002,0.4583968074619998,0.04894284146900002,-8.642537600000002e-05,7.021607839464004,0.567450529462,0.2051976090460001,3.227063483964001,0.25875256058,1.5429062670029998,-0.604084498997,340.5,6.199000000000001,6.081999999999997,274.046666666669,2.786743409913999,0.32139402968599984,0.4441859560084705,-0.7443363567729996,265.47250000000605,2.702171207255999,0.30236449328100007,0.47421937511922657,2.6539774965620007,0.3183060833419999,1.9251219714919996,-1.0946368192869995,-0.09128259284599999,1.9230505231899986,0.313211555552,1.7331380648700005,-0.3051024576699998,1932.2203657008304,3.38,8.35,3319.4689393939398,-0.2083637660760001,-2.368094825550181,0.6093564751440004,0.39796605265100005
s593,2.587113761,-0.43299179860000003,0.044727114000000005,2.3628038026000002,3.45,26.380952381,4.587768417,16.5909090909,5.5175830708,-0.6645957612000001,-0.9955199082,2.9810946258,0.4451730195,1.2090629472,-0.4219790217,-8.61166487285859,-6.782264160406251,-3.8211616250551663,3.0231497458,0.1606396646,1.5639222073,1.0,0.0,4.5416666667,0.1625,2.0,-0.0138333333,-2.875,4.7916666667,0.0438095238,2.0,-0.0055809524,-1.9547619048,0.4722190465,0.8473190808000001,6.7,7.225999999999999,0.8123263886000001,0.4527139779,1.8583878921,-0.281066098231,0.2222222222,-2.2650643978,0.2850710239,0.4181320954,4.4838707464,3.1626647622,0.0124045458,2.6979287337,-1.2083775268,3.5486526974,210.0,7.6113128603,0.3752535483,7.0,0.5,0.0012266363800000006,1.0,0.0017652447,0.6944444444,-4.625581180301964,-4.625581180301964,-2.748384152235016,0.37037037040000004,-0.7451443262,0.3148390928,1.7803002297,0.409607317,1.7145973922,-0.4705081082,5.82452409235233,2.9337261532000003,0.2901807909,0.43676364293311326,-0.7215922858,-0.1501599427,4.0087425577,0.3339012638,15.0,1.7181291345,0.5563121593,1.9507583676,-0.3869089845,2.4674867732,0.40824113100000003,1.5662872508999999,-1.3165902269,0.4058679707,0.0689762701,0.00014589680000000002,7.3051053628,0.5426659412,0.1835969567,3.7931678602,0.285460973,1.0793031218,-0.8999699554,283.5,6.3,6.0,249.1666666667,4.6552077981,0.3224691394,0.8981279598608369,-0.36639545160000003,265.3333333333,2.7087889966,0.27936201320000004,0.17027584243898342,2.2042169293000002,0.3266709467,1.5143309073,-1.206910428,-0.0834731714,2.6708824509999998,0.2818214871,1.6126429828000002,-0.3267207254,2311.5,-2.0,7.0,4718.25,0.3836361183,-1.8659582040236578,0.1221876321,0.39408449943300006
s594,2.6898692643,-0.5778644803,0.2167744962,1.2261444418,1.7000000000000002,35.97323639605901,9.735508647895005,23.261170447080005,8.577639441920002,-0.6612461517,-1.0945209401,3.2706915152000002,0.23626779550000002,1.5688010401999999,-1.9807965355000001,-7.193089443262118,-5.4356961279562,-2.4685912534670664,3.9748078277000003,0.2192304212,1.2258822096,0.8333333333,0.0,7.5833333333,0.0166666667,1.0,-0.0023333333,-3.0,14.6666666667,0.07813507098200004,2.0,-0.0017070707,-2.1353907457130004,0.1394935688,0.8973930423,8.1,6.2,2.3547383870000003,0.3578923532,1.5419173076,-0.2967633955,0.1388888889,-5.1867993295,0.5410422159,0.33223158610000003,4.6556717651,5.4823941487,0.005978928200000001,2.4070107437,-0.9928100529,3.4727396196,190.0,7.6113128603,0.3752535483,7.0,0.6976028442000001,0.0013134144,0.7873829365,0.0013415844,0.6666666667000001,-3.664674886451777,-2.748384152235016,-2.748384152235016,0.2592592593,-1.2935588223,0.1137700496,2.9986955566,0.3169111637,1.6189693622,-0.43944568570000003,5.545177444479562,2.6260896451,0.2713588729,-0.0667704506802834,-1.1290212238,-0.2008534582,-2.128147769988001,0.2943590444,18.0,1.2570454299,0.33225492090000003,1.6631516137,-0.3228157822,2.3726032534,0.3531020975,1.0232069581,-2.2942520333,0.5123762376000001,0.0864794621,-0.0003358942,5.4581843103,0.483099357,0.2928522228,3.3371129953,0.22661773140000002,0.9293158344,-0.5775833892000001,258.5,8.2,7.1,266.0,2.423108616,0.25263892190000004,0.04477026375698916,-0.4252167535,268.5,2.4113339198,0.2822410703,-0.010609530961825524,2.1160304865,0.26650406800000004,1.1676244721,-1.0782782356,-0.13017873230000002,1.9213100954,0.2660356432,1.3044466152,-0.33429561900000004,1678.3416666667,13.0,8.0,2571.5,0.2968579146,-2.265917990415316,0.9084467919,0.22403748980000002
s595,2.4498848829,-0.5981800352000001,0.2106498152,1.9743977645,2.15,29.038461538500002,10.7869579372,16.3636363636,4.1120665011,-0.5743725105,-1.0100864183,3.3934085551,0.3148013008,1.5630767698999999,-0.5011025042,-9.150500057648472,-7.094383697002527,-10.69292098910783,3.3517723261,0.2613529839,1.2277086948,0.8333333333,0.1666666667,0.5416666667,0.0125,1.0,0.00016666670000000001,-0.375,2.125,0.009355828200000001,1.0,-0.0010937774000000001,-1.3113496933,0.28917636750000003,0.6725665403000001,6.7,6.3,2.0603355626,0.3331572398,2.4288438203,-0.5027985632,0.622777777766,-2.8876791005999998,-0.8494086812,0.4207109379,4.4787130615,3.2638879146,0.0787954721,2.2657182946,-1.3107727352,2.8368142551,162.0,59.8991114415,0.8568707964000001,6.0,0.8287109375,0.0014049716,1.0,0.0019021873000000002,0.6944444444,-7.365900695568905,-7.365900695568905,-6.449609932071972,0.7407407407000001,-0.6218349527,0.059135278000000006,2.7070544641,0.3396834814,1.9705582375750004,-0.4867013812,6.031085821051798,2.7770215113,0.2800875822,0.4894689354398625,-1.016675571,-0.2754321443,-4.1669331926,0.5482298379,18.0,1.6946878874,0.4683397852,2.3119982115,-0.502775086,2.418787039,0.40717624890000004,1.9991626476,-1.1648465402000001,0.5012345679,0.1151323516,0.0035720988,7.0526605201,0.4642792117,0.2156002139,2.7940278551,0.2758719296,1.1915737321,-0.5712045349,284.5,6.3,6.9,455.1666666667,1.9655435033000002,0.3069956499,0.23645081308738697,-0.7740419901000001,328.8333333333,2.2089915625,0.30357597210000004,0.28737300126920323,2.4742637905000002,0.36825487630000003,1.9784880939,-1.1189709353,-0.223257794,1.7352788737,0.3147043215,1.8738507505,-0.4305112545,1760.4074074074,-2.0,8.0,6356.8181818182,-0.4465891254,-2.61576531117748,0.6506626944,0.28770505080000003
s596,1.6872284477,-0.5663916552,0.038172706300000005,2.18381334,1.35,19.2727272727,7.9173216863,29.6666666667,15.9631929579,-0.5095022247000001,-1.0216944491,3.5849472905,0.3989617831,2.157521462,-0.6206837238,-9.132916751765867,-6.098223061733371,-5.29929440369342,4.6575854687,0.268221035,1.3845326539,0.6666666667000001,0.1666666667,6.75,0.1333333333,2.0,-0.004075000001000003,-3.0,9.6666666667,0.055759599300000004,2.0,-0.003328975123000001,-2.4745409015,0.2743607464,0.5524072794,8.5,6.2,2.6408914013,0.31010612390000003,2.2895619333,-0.1305026599,0.6111111111,-3.7722380484,-1.0164610146,0.33223158610000003,4.6556717651,3.7224851528,0.06827677060000001,2.8812607632000002,-0.6968457445,3.0769339562,185.0,25.7627506452,0.3968411315,9.0,0.9441162109000001,0.0011031466,0.9500000000000001,0.0009740240000000001,0.47222222220000004,-5.638101113058649,-4.625581180301964,-4.625581180301964,0.37037037040000004,-0.3988221375,-0.13043179530000001,0.12412895460000001,0.3843536351799999,1.3776786392,-0.275622391,5.83139359924875,2.3538360147,0.288546670658,0.927629180390612,-0.23710064660000002,-0.6365372348,-0.6271976382000001,0.5132702098,11.0,1.6284271455,0.4753946848,1.8946798254,-0.3803672273,1.9892495146,0.39834645630000004,1.6038397231000001,-1.1637193973,0.3524590164,0.0404971811,0.0018084224,2.646669937,0.4419907125,0.17051660700000001,2.6966396346,0.28794837,1.3760983236,-0.3248305194,338.0,5.6,5.2,333.1666666667,2.0157436314,0.34223202070000003,0.3583506952129458,-0.6196925467000001,116.5833333333,2.5563432841,0.18211504010000001,0.6574279772317836,2.5104954698,0.30652416400000004,2.1564553776,-1.1620580343,-0.0523041361,0.9701340957000001,0.0198390532,2.1494308166,-0.27819081290000003,2432.3666666667,-4.0,10.0,5453.5,-0.8697115321000001,-2.7832779684670514,0.4305953518,0.3350592382
s597,2.3591028512,-0.6472568550000001,0.1450258875,1.6255851294,1.5,30.581849606960997,10.795845784275008,22.530593723657002,6.444963073531999,-0.2477245756,-0.9930866654,3.5776395388,0.36504888090000004,1.6770731784000001,-0.3129795718,-6.593367548305895,-6.533356572973305,-4.651541403170214,4.41072007,0.2398431749,1.650060345,1.0,0.0,3.8333333333,0.025,2.0,-0.014,-1.5,13.0833333333,0.0527380952,2.0,-0.0085095238,-2.455952381,-0.0410279348,0.7009785982000001,7.6,7.8,2.2116165314,0.4021887766,1.9402750937,-0.31060342620000003,0.1944444444,-4.2793589337,-1.0015878622,0.1910395678,4.9380558016,3.5074260557,0.1636192445,1.6670042882,-1.0170844173,3.9312389163,191.0,-31.6061405541,0.3994728374,2.0,0.5,0.0011711911960000001,1.0,0.0011123861,0.5833333333,-5.553730190361736,-4.625581180301964,-3.664674886451777,0.4444444444,-1.3606195599,-0.1148237634,1.9193111577000002,0.3595453591,1.3561413308999999,-0.33611085620000003,5.819588248175467,3.6856570271,0.30565966,0.5281573003646166,-1.6706887567000002,-0.6816881687,-19.8106532044,0.4109635459,15.0,1.5263699785,0.4474102579,1.9298080509000002,-0.4377475696,2.8180998969,0.3879787349,2.0509781003,-0.6279157793,0.3830845771,0.0770464072,-0.0013807718,7.1520603186,0.6030937967000001,0.1396800453,2.6243921266,0.12623302490000002,1.8775750521,-0.5640263958,278.5,7.1,6.3,307.526666666671,2.8079028387770006,0.32624921711199995,0.4799660854649163,-0.760930399759,173.5,3.0228184699,0.3301842997,0.4935852621827887,2.9809520255,0.3174943328,1.988865992,-1.2883607514,-0.1267299641,1.5593561834,0.3098841715,1.5296840635,-0.2906545396,2684.1,3.0,9.0,3957.25,0.2614817356,-2.6280035642056236,0.8223739102000001,0.22262613650000002
s598,2.8562960498,-0.4162556967,0.1301789202,3.1348895064,4.05,47.95,9.281985949,21.875,6.731765494,-0.4964912533,-1.0750038843,4.5012204721,0.41945109750000004,2.2845192171,-0.7747380205000001,-8.012703899870651,-5.228435397092515,-4.199705077879927,4.1261217131,0.3303799927,1.5688034553999999,0.8333333333,0.1666666667,4.4166666667,0.0166666667,1.0,6.505213035e-19,-1.75,8.75,0.1406779661,0.0,0.0013975904000000001,0.0370635083,0.1611879956,0.8277198984,8.5,8.7,2.2471709958,0.47756766500000003,1.8658639415,-0.2526545314,0.3888888889,-2.8295109374000003,-0.4285235784,0.1910395678,4.9380558016,4.1573407317,0.0489708315,3.6425275167,-1.1652624446,3.6348828618,188.0,59.8991114415,0.8568707964000001,6.0,0.7000000000000001,0.0012290856,1.0,0.0010821713000000001,0.7777777778,-7.365900695568905,-7.824046010856292,-5.553730190361736,0.7037037037,-0.6005869772,0.3479564216,2.1250787407,0.5007637321,1.7061680486,-0.37809941690000004,5.741399338227508,5.0739510416,0.3174286018,1.0780869220227558,-1.3838734219,-0.2953698373,2.0401489646149993,0.48003602780000004,15.0,1.6210932233,0.5337796081,1.8422387291,-0.4977314229,4.5555443306,0.5092830068,2.1935256512,-1.6955835445,0.4436090226,0.0517998603,0.0017890419,8.4810492039,0.6465672475,0.1783994452,2.953409319,0.3093343489,1.4056139085,-0.7174431525,344.0,6.6,6.8,294.6666666667,3.8230018069,0.3522219435,0.7804517053608898,-0.8118078247,275.8333333333,4.385763045,0.3192348667,0.7771294529785635,3.7448437548999998,0.3633044023,2.5166240167,-1.3040867433,-0.0997094511,3.1406318514000002,0.3921198502,1.7403398689,-0.25412705220000004,1993.8484848485,1.0,10.0,3809.25,0.49951320870000004,-2.454894050582629,0.8588102445,0.1693346122
s601,2.7152286505000003,-1.0128178054,0.0317542184,2.3441483145,1.4,40.7647058824,2.7048431508,25.6842105263,1.2495613265,-0.7463998612,-1.0304071963,3.2948505633,0.35585660210000003,1.6821168055,-0.8029968603000001,-9.372726369133382,-7.31557300232058,-3.083582069554997,4.5362484058,0.24973695280000002,1.5829030732,0.0,0.5,13.0833333333,0.19166666670000002,1.0,0.0016666667,-5.9166666667,13.7916666667,0.10416445944899999,3.0,-0.0168414634,-5.737804878,0.1653534738,0.6181873585000001,6.5,6.2,1.7360336323,0.4126633678,1.2858347448,-0.1147694363,0.2777777778,-2.8129758691,0.5606969017,0.0,5.3201349372,4.3287884732,0.1160822715,2.6683437377,-1.4375347416,3.0903382679,210.0,2.3916188301,0.3492235958,5.0,0.6778330922,0.0006345731000000001,0.9650390625,0.0008969201000000001,0.4444444444,-4.625581180301964,-3.664674886451777,-3.664674886451777,0.37037037040000004,-1.1330253198,0.24747929970000002,1.6659023628,0.3563852198,1.8332706416,-0.26405648870000004,5.566434283504978,3.9201176143,0.3002643074,0.3815075135541748,-2.2367674697,-0.40228799330000004,1.275597311625999,0.2951541317,7.0,1.6665794816,0.47338064090000004,2.3770010368,-0.4629916121,2.9488662699,0.4346585395,1.2225077218,-1.7081242018,0.49264705880000004,0.0581785404,0.0014946517,4.6807440005,0.3438708916,0.1778414253,2.2106738404,0.2860002947,1.1982002661,-0.9731102404,304.5,6.0,6.4,251.1666666667,3.1302316289,0.324652863,0.28162549787596153,-0.7704755366,246.0,3.3994958037,0.3417099839,0.3142253586108619,2.1602480029,0.3325671001,1.7757725487,-1.0636610645,-0.09567667,2.5199851263,0.3166967512,1.3052844645000001,-0.3121490873,2556.869047619,-3.0,6.0,5522.0,-0.9466213389,-2.4545120295135976,0.8257162117,0.3578093886
s602,1.8411930214889995,-0.44387175071100016,0.049006893713999994,1.8573633849679998,1.476722222222,18.883478666763992,9.844639519690997,17.77008000202899,6.3066024474220015,-0.5388639015190002,-0.9900754063940006,3.0812116504770013,0.34067703223700024,1.7781877222959992,-0.7016990581159998,-8.290942450587671,-6.6985511575885575,-4.421697642303856,3.228044544052001,0.27350208791999997,1.4279315249270008,0.5683333333249997,0.26833333333,17.9166666667,0.1166666667,0.0,-0.005,2.0833333333,13.288356389990003,0.016107361869,0.36,-0.0007625971710000021,-0.6460771018099996,0.12036582256499999,0.347722119665,5.2,2.8,-0.0451067655,0.3725120738,1.3182623661,-0.3831554216,0.379722222219,-1.9248501255019996,-0.6081005160299998,-0.22698323528299993,2.7714519552610004,2.000838319493001,0.13801699614299995,1.7430694668870015,-0.9913447581089995,3.0250520410150012,113.0,4.000073688072,0.25501051060200014,4.78,0.667278514859,0.0013116612559999998,0.7528842349059996,0.0013903744840000004,0.5300000000009998,-5.033324058062675,-3.873396030581735,-3.580580375064235,0.211111111113,-1.0220366928370002,-0.1818095297480001,0.972531099654,0.36223969749499974,1.5431959824019996,-0.38647432264099996,5.743216848859956,2.118696070472999,0.2834987643629999,0.44309759825052825,-0.5573446586890001,-0.29876086096300014,-1.1779985316610009,0.41593921159999986,0.0,1.115723143907,0.4488915849540003,2.053786555935001,-0.42984461888700004,0.393017628,0.38328136666699997,1.7257656300000002,0.0467965778,0.40667719512799994,0.03246249832099998,-0.0002653909550000001,6.159365059627999,0.5161917296699998,0.13699747042000004,2.413041424341999,0.270557677539,1.4194990349220007,-0.5810864317740002,339.22,6.024999999999998,5.516999999999999,316.22333333333603,2.2151822734110005,0.32116871137599995,0.4034392731600656,-0.6189292016420005,281.9083333333411,2.3587217229790003,0.2842133068530001,0.4215661668500856,1.9460664690200005,0.32423502180899993,1.8250127193099985,-1.0000501166170002,-0.092731711747,1.382856529838,0.16421084540299993,1.7871292960049998,-0.29398078107299996,2131.304730282527,6.32,7.59,3576.7310984848514,-0.28499288146600005,-2.834000232775781,0.1117514668,0.39226651560000003
