,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,kirby.percent_patient,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT.logTr,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh.logTr,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free.logTr,writing_task.neutral_probability,writing_task.positive_probability
s526,2.3604578184,-0.8958801805000001,0.0580626951,2.8669213343,1.55,38.0,10.1825444034,23.0555555556,8.7680719071,-0.33435650850000004,-0.9461174817,3.3119338314,0.3801670163,2.4022172117,-1.2339984974,-11.187478064848095,-7.625095566905964,-7.171316609647562,3.852781233,0.26032708860000003,1.5710903233,0.5,0.5,9.5416666667,0.1375,2.0,-0.0085,-4.375,7.5416666667,0.0647058824,1.0,-0.0048333333,-1.0661764706,0.5233091429,0.6694903823,7.7,6.6,2.5455910233,0.4706169471,2.374113976151001,-0.30204467960000003,0.6111111111,-3.0477074938,-0.6692853832,0.342201409,4.6357321192,3.5476852341000003,0.23999402220000002,2.0707162123,-1.1652624446,3.6348828618,187.0,7.6113128603,0.3752535483,7.0,0.9634521484,0.0007946167000000001,0.9921875,0.0007006981000000001,0.5833333333,-7.365900695568905,-6.449609932071972,-6.449609932071972,0.7037037037,-0.7580322753000001,0.2122384467,1.7550564203999999,0.369340535,2.2563299157,-0.6139301038,5.457455587886334,3.499323445049999,0.1812417249,0.6286189410558114,-1.9845014303,-0.2504407931,2.705914811544,0.5901456505,14.0,1.3503935486,0.58887133,2.4682799965,-0.4767720633,1.8096129061,0.4383680904,1.596254271,-1.1671100749,0.488372093,0.058169564300000004,-0.0002387086,5.1063593616,0.7063248444,0.2664223296,3.0671037029,0.2472682804,2.0195364345,-0.42324890470000004,289.5,5.3,4.9,239.0,3.1939894046,0.3064854084,1.0625337843564742,-0.7647060282,238.5,4.629919205,0.2792230251,1.0834511623870162,3.9113954736,0.37032240720000004,2.5085101109,-1.1733515743,-0.0749349082,2.2205448231,0.1304110124,2.991822534,-0.2952609648,2818.0476190476,5.0,5.0,5608.8333333333,0.2657346208,-1.3359327652486386,0.14603367820000002,0.8527215385
s541,1.6291893692000001,-0.1555638547,0.2075714002,2.8005694049,3.25,28.8260869565,7.6434890529,13.9130434783,3.5791446855,-0.17805945280000002,-0.8310855912,3.0377290017,0.3585806379,2.6123507357999998,-0.6595928555,-7.6294188133218785,-5.589304869253587,-7.557895270299842,2.6672883364,0.3220469955,1.8219441514999999,0.8333333333,0.1666666667,3.2083333333,0.0958333333,3.0,-0.006500000000000001,-0.7916666667000001,7.2916666667,0.1687055477,3.0,-0.008212152,-1.6958951433,-0.0636580621,0.8820932382000001,8.3,7.8,1.7453201472000002,0.539462077,2.7152940423,-0.0870863474,0.1944444444,-2.4588428359,0.32792724830000003,0.0,5.3201349372,3.8906986268,0.1453298225,3.4430202532,-0.7539398563,2.6397773563999998,182.0,7.6113128603,0.3752535483,7.0,0.7228126526,0.0007161371000000001,0.9234664917000001,0.0009942838,0.7222222222,-4.625581180301964,-4.625581180301964,-3.664674886451777,0.40740740740000003,-1.2585953861,0.0713880114,1.9187334711,0.3636963413,1.9916349282999999,-0.4549880737,5.619192406355703,3.2415269464,0.3071861187,0.604546484817541,-1.1939802369,-0.459222844,8.8437932529,0.5385294125,16.0,1.6912103235189995,0.5224671790430001,2.181897809472,-0.4696975603510001,1.9249665851,0.525885461,1.4442826247,-0.31984358420000003,0.5667506297,0.050030909400000004,-0.0014304604,11.9546157826,0.5943888846000001,0.16077924,2.6479478522,0.3498769997,1.4835818159,-0.36961976100000005,302.0,6.6,6.9,234.0,2.5966744583,0.32582357771799997,0.5736072327277337,-0.2330858201,267.473333333332,3.1838686567289978,0.3096384517079999,0.6689601808018447,1.8427770886000001,0.3674308677,1.9017198217,-0.873008438,-0.1706559433,2.0485618382,0.3775484296,2.2657752345,-0.3711112971,2101.4566666667,2.0,9.0,4402.4166666667,-1.0545602065,-2.4304030672033345,0.5626039922,0.1838705044
s546,1.9092721373,-0.3438651351,0.0504437906,2.0161142208,2.4,48.8,12.4291677326,33.1176470588,2.8914173199,-0.6707243819,-1.020036942,3.8977991936,0.3651833788,2.6314212048,-0.9114252801,-8.00708042167031,-6.599644819180491,-4.456615491664954,4.048773486,0.2854226295,1.2247107542,0.8333333333,0.1666666667,3.4166666667,0.0166666667,1.0,-0.005,-0.4166666667,5.4583333333,0.13902522150000002,2.0,-0.0069597819,-0.2811860941,0.1417553004,0.9928858209,8.5,6.3,1.9403941196,0.5640274884,2.0474702514,-0.6459442529,0.33333333330000003,-3.6845928693000003,0.4308894694,0.3346735035,4.6507879302,2.5395492203,0.0292303301,2.3177878011,-0.4564488425,4.0713367236,100.0,7.6113128603,0.3752535483,7.0,0.7384960175,0.0013895493,1.0,0.0016886521000000002,0.5555555556,-2.748384152235016,-5.553730190361736,-5.553730190361736,0.48148148150000003,-0.6721321346,-0.5882346503,1.9339313872,0.43529759760000003,2.1773428395,-0.41640524100000004,6.1413203026524315,2.5953562605,0.31392178330000003,0.36930573464250216,-0.5305175160000001,-0.2658260598,-0.7923903576,0.6556181247,17.0,1.8148738623,0.49499854120000003,2.2485220898,-0.47974180850000003,1.9648294628,0.2964443385,2.0619400213,-0.2693614668,0.2864321608,-0.012395119100000001,0.0011000515,6.667255528308999,0.7562674254,0.016122234200000002,3.1095286975,0.2583342462,1.6360352232,-0.5021159358,315.0,5.6,6.3,322.1666666667,3.3560498144,0.33134022090000004,0.9821219287712877,-1.018101354,203.0,2.859538388,0.2857400715,0.7692125625650095,2.2425958339,0.3483645644,2.0544496744,-0.8321194788,0.0075913237,1.137689199,0.0265287272,2.3400074424,-0.2416446919,2170.0966666667,10.0,6.0,6040.0833333333,0.0011349439000000001,-2.697250619184495,0.1168813711,0.2070585655
s548,1.5407085554520001,-0.41033464138999987,0.0218107788,1.8592999497,1.1,3.7,9.6958931939,1.3333333333000001,4.1881057634,-0.4677974998,-1.0463261217,4.4597232403,0.40155962700000003,2.6380534999,-0.1291660699,-7.399925011133427,-6.620028217154853,-4.524899962449839,3.613181365,0.2646121813,1.7043396699,0.0,0.1666666667,16.625,-0.0791666667,0.0,0.0038333333,0.2083333333,23.0454545455,0.0771342383,0.0,-0.0005538462,-0.25173454,0.0,0.0,7.5,7.2,0.6612216806,0.1431228165,2.3833566623999998,-0.47779267740000003,0.4405555555499999,-2.8162298144999998,-1.2483769026,-0.7548590441,3.810416849,3.0761198899,0.14063192800000002,1.7254806679999999,-1.0170844173,3.9312389163,105.0,-0.8201295979000001,0.29890834720000004,3.0,0.5,0.0012847385820000004,0.5080590129,0.0004562044,0.5555555556,-5.495699901275234,-4.065535845323856,-3.8433528356873303,0.0,-1.2594572974,0.037693934400000004,0.7868277644,0.1924908073,1.6254521327,-0.270235536,5.6857486363136465,2.681819293785,0.3035869289250001,0.5476669638365613,-1.0957833347600006,-0.35118642806599987,-2.787668791448001,0.255120292,3.0,1.8167640989,0.4486125191,2.5211647268,-0.5998383902000001,2.8025199469,0.3740169654,1.982952741,-1.2921621487000001,0.45137157110000004,0.0284030404,-0.0030582147000000003,12.123319977,0.4596940605,0.14341419700000002,2.789586592,0.2737389899,1.5120382462,-0.6832321981,263.0,5.5,5.2,269.1666666667,2.8767300009000003,0.3458639007,1.0779593547757194,-0.4266527102,268.4208333333391,2.7707063368100004,0.30849781176800006,0.5232131899395924,3.1229338394,0.336952866,1.7040093654000001,-0.7677130129,-0.1328192902,1.4919937927,0.3756203622,2.1712018812,-0.3126629329,2450.7314814815,7.0,8.0,4823.0,-0.18508065281499994,-2.620605970777819,0.2267024943,0.3630828068
s549,2.8864887104,-0.49231452870200004,0.11978917700000001,2.396168349,1.15,11.2666666667,1.2015315896,10.8846153846,1.9662537593,-0.5921628663,-0.9035152277,4.0143258412,0.3325264476,2.8804691775,-1.0621772582,-8.462351375485039,-7.595678528062906,-6.651569910791653,4.0127584161,0.22114498100000002,1.4811281309,0.5,0.5,1.5416666666999999,0.0208333333,1.0,-0.0005,-0.45833333330000003,1.2083333333,0.0191489362,2.0,-0.00043262410000000003,-0.2021276596,0.1564737596,0.5931261056,6.8,6.0,2.423371216,0.5978979883000001,1.7790161381,-0.5088987057000001,0.8333333333,-2.4313807998,-0.33292481890000003,-0.3719338943,3.8121088774,2.6389525095,0.1074774228,1.8054562118000002,-0.8903224109000001,3.6777149035,128.0,59.8991114415,0.8568707964000001,6.0,0.8592147827000001,0.0010194791,1.0,0.0012516268,0.3888888889,-6.449609932071972,-8.511264302067358,-6.449609932071972,0.7407407407000001,-0.5502436177,-0.0636850076,1.4598390712,0.4148206559,1.9859220521,-0.5145709232,5.752292015924461,3.0263005915899988,0.2838620378830001,0.553018056421876,-1.0930157351580003,-0.369062397383,0.9439220514510002,0.4503310078,8.0,1.801511971,0.5695090495,2.0291898678,-0.7324614515,3.2974801829000002,0.5292677412,1.5056739652,-1.1900345804999999,0.485,0.054085431,-0.0055561245000000006,9.8689887804,0.6039872026,0.1227776599,2.880905077,0.2339916378,1.535332919,-0.2698070329,290.5,4.8,4.9,317.1666666667,1.5596215074000002,0.3216671129,0.557766223001382,-0.5025088966,232.3333333333,2.9424873113,0.3337762737,0.6469360211669097,2.5766603907,0.3595676926,1.8057816089,-1.3896632647,-0.1280002847,1.5436209722,0.0217782116,2.7980774074,-0.4261237167,2436.6287878788,-3.0,11.0,4078.4166666667,0.0145472862,-1.3475320930364934,0.1643518844,0.1475838908
s553,0.7056914393,-0.1376550524,0.018310428,1.8326745393000001,1.2,33.6363636364,8.9418515955,10.1363636364,2.7306977051,-0.1833986337,-0.9825640509,3.551265191,0.3876103435,2.2214537261,-0.7519874052000001,-8.503773545521607,-4.2654422335373665,-3.5423132662535513,4.1059684447,0.2672959789,1.5696010908,0.5,0.33333333330000003,4.875,-0.0041666667,0.0,-0.0018333333,0.2916666667,10.2916666667,0.0733670374,1.0,-0.0002653185,-4.8892821031,0.496245853,0.5081194343000001,7.1,6.3,0.4383961651,0.5752488581,1.8916871776000002,-0.33772256212599994,0.1666666667,-0.0627189646,-0.2313494623,-0.3818207369,3.7658133658,1.7629110192000002,0.3300455908,1.9861005185,-0.41348168350000003,4.6313963585,144.0,25.7627506452,0.3968411315,9.0,0.7659355164,0.0007733419000000001,0.8846771240000001,0.0008134536,0.5277777778,-3.6869826661541367,-2.067339257049917,-3.664674886451777,0.2592592593,-0.3243961916,0.026200859700000002,1.1123132439,0.36244255362699995,2.9837742463,-0.2894202194,5.857456850592483,2.9049436377,0.3282033366,0.7216798809078887,-1.5679709353,-0.41627124600000004,-3.086468732225001,0.7784892522,8.0,0.6332750021,0.2673377294,2.5397630603,-0.40580339120000003,3.0635632619,0.3972201648,1.7660913805970007,-1.5646909197,0.5913705584,0.1134187889,-0.000701021,6.592928628,0.6242121125,0.2038969474,3.0701429808,0.16840899,2.2170220684,-0.6458096232,366.0,4.8,4.9,412.6666666667,2.2679112316,0.31731456280000003,0.6230234967313658,-1.0131106987,278.1666666667,3.1577934149,0.3499772036,0.45366575715086904,2.4492850264,0.4404243358,2.2769027433,-1.2937861276,-0.1424389629,2.2664710989,0.32598231710000003,2.6486012050000003,-0.3366488331,2841.0555555556,4.0,8.0,2984.4166666667,0.0864742558,-1.4981760875050512,0.8308374900000001,0.38715396490000004
s554,2.9146615493,-0.8027068134,0.2342579649,1.8324145191999999,2.05,36.67761345969801,12.374303963775002,25.808464934103004,6.963953336449999,-0.1787585676,-1.0777299577,4.0913689296,0.36756046800000003,2.0354289085,-1.0631824886,-12.07049335128835,-6.715787232869717,-5.041074362608497,3.5660859884000002,0.37766345760000003,1.3756766153,1.0,0.0,17.7916666667,0.1708333333,3.0,-0.007500000000000001,-3.7916666667000003,18.5,0.027659574500000002,2.0,-0.004655572692999998,-5.6436170213,-0.0859892555,0.8976714677000001,6.9,7.3,2.2876156722,0.5493272959000001,1.9674164182,-0.5763668919,0.7222222222,-3.7328007816,-2.6729204501,-0.5629734621,4.194188013,3.8336413219,0.14933085940000002,2.2332639653,-1.0385004382,3.3813588491,224.0,1.2928725743,0.0438060331,4.0,0.7928710938,0.0019242926000000002,1.0,0.0014605934,0.5555555556,-5.553730190361736,-4.625581180301964,-4.625581180301964,0.48148148150000003,-1.1524722178,-0.175198986,2.2419835883,0.39088584260000003,1.4576682183,-0.4519202581,5.991047793611556,2.1096004303,0.2906617778,0.37962410865060275,-1.5915656271,-0.46811925320000003,0.1314522665670002,0.4605822453,12.0,1.6797364739,0.470040744,1.6275014853,-0.6563492431,3.4004125645,0.38754552210000004,1.1460776038,-1.5674636167,0.4914425428,0.1261312189,-0.0008674019,9.8120600201,0.5814560832,0.1646011142,2.3370281908,0.2670108987,1.6166638229,-0.1696513868,345.5,6.5,5.7,327.3333333333,2.8415974552,0.3252523217,0.6662119779645478,-0.6976467334,253.1666666667,2.5420388791,0.296455794201,1.127289388214014,2.6912551121,0.4192047346,1.5644726431,-0.9557072492,-0.09782021,1.6962788224,0.2735150851,1.8292680849,-0.3484201233,3044.7023809524,-1.0,7.0,4412.6666666667,0.191546564,-2.790967629072481,0.8513549121,0.2048830082
s555,2.3687650223,-0.30788224940000003,0.2641186903,2.0495945547,3.25,13.8461538462,3.6953192846,9.2173913043,2.8277283163,-0.5613970895,-1.0097010519,4.8222378792,0.2884438968,2.9186561617,-1.6087438224000001,-11.187658632191177,-9.918333205952633,-6.0622726651585195,3.871902266669998,0.2192126583,2.0179884877,0.6666666667000001,0.1666666667,2.2916666667,0.0375,3.0,-0.0025,-0.625,6.4166666667,0.12715339550000002,3.0,-0.0063614667,-2.2584074637000002,0.1486656374,0.8778451698,6.6,7.3,2.8804470966,0.3566711953,3.0693736036,-0.5167631104,0.6111111111,-5.4109882096,-2.0117080765,0.1910395678,4.9380558016,6.1704662129,0.2347959574,1.8211327037,0.0,3.7091648721099966,228.0,3.1133116671,0.12380790750000001,4.0,0.8784576416000001,0.0008363981000000001,1.0,0.0007726543,0.6111111111,-7.365900695568905,-7.365900695568905,-6.449609932071972,0.7407407407000001,-1.1315440244000001,0.3209722094,2.3208455236,0.4236807523,2.4596247751,-0.32600131190000003,5.541916926429759,3.1606660343020008,0.263904836593,0.5548832883746229,-3.1354256879,-0.36011395030000004,3.9717226323,0.6991107784,17.0,1.7854721728,0.5305784338,2.4844014533,-0.4868270354,4.3774911107,0.3968464627,1.6806560515,-2.2791214256,0.3480392157,-0.0255258183,0.000866757,1.0,0.0,0.1,4.9850136209,0.2747803595,2.1577976167,-0.42845218100000004,329.5,7.0,6.8,263.8333333333,3.182226975260999,0.3748532663,0.5429275693336101,-1.2505492431,217.8333333333,3.3344360088619998,0.393911444,1.0442609189203678,3.6165286817,0.32398922750000003,2.9247093672,-0.9604123722000001,-0.126191399,2.5966381817,0.2826679268,2.0869849902,-0.28427700570000003,1683.1944444444,-2.0,9.0,5803.25,0.6636253921,-0.9577583767088068,0.8001659335,0.5360006371
s556,0.7877921159,-0.2629024132,0.0246263325,1.7138653581,1.05,17.68,10.6876876202,6.9545454545,4.3036780806,-0.4297789225,-0.9840481412000001,3.2853723859,0.3695241319,1.4790129575,-1.0131840383,-6.376017702272779,-4.5761045247380565,-4.341565214879939,3.6024566498,0.3015054165,1.4967261713,0.6666666667000001,0.0,13.3333333333,0.1833333333,0.0,0.0023333333,0.6666666667000001,3.0416666667,-0.012532808400000001,0.0,-0.0002519685,0.0295275591,0.806031169,0.09572394890000001,7.0,5.5,0.7568804827000001,0.0747850273,2.2919637992,-0.4074023795,0.3158333333329999,-1.1872887335,1.4918416832,0.5852987131,4.1495375109,2.0785316122,0.1039905109,2.2054434862,-1.327315884,3.310775983,162.0,1.2928725743,0.0438060331,4.0,0.4121016979,0.0021113333,0.5823420882,0.0012063136,0.1944444444,-4.625581180301964,-3.664674886451777,-2.748384152235016,0.2962962963,-1.4178482351000001,-0.5144605335,1.8758663955000001,0.3795623457,1.3426822691,-0.35769914350000004,5.79452277744492,2.610310878897999,0.297385256047,0.603294979459537,-0.7387858949370003,-0.3257998897730001,0.8386160899,0.13725071020000001,4.0,0.7423724460000001,0.4554811831,2.1443854209,-0.4124542497,2.9214243154,0.479505369,1.4987757196,-0.9943191497,0.3136246787,-0.009407236900000001,-0.0022402553,1.0,0.0,0.1,2.924659875,0.2275120438,1.6927031321000001,-0.6676599983,350.0,4.8,4.9,335.1583333333351,2.423743012962001,0.32612030424,0.5003780706468409,-0.6541835373080002,293.9000000000091,2.552435485537001,0.30862403720899995,0.5059965876880915,3.6160046428,0.43727784210000004,1.674086392,-1.4887373228,-0.0684753511,1.0225854362,0.0400846657,2.4564913669,-0.23653354240000002,2382.2222222222,4.0,7.0,4567.3333333333,-0.24239469997700014,-2.6007997069176234,0.8939293807,0.7553309773
s557,2.0942411419,-0.5466786406,0.1511589556,1.9846593870000002,1.75,34.0,8.94427191,44.9090909091,14.0317821067,-0.7457547941,-1.1140720353,3.6171076729,0.35175580900000003,2.1087619873,-1.2045253731,-10.11810753290946,-10.184959613750465,-5.439242102705928,4.1415614452,0.28923189860000004,1.4480622295,0.5,0.1666666667,10.7916666667,-0.0208333333,1.0,-0.0008333333,-4.5416666667,15.4166666667,0.0552419355,0.0,-0.008924731200000001,-3.6021505376,0.22972386938999997,0.6378527973690002,9.0,6.3,2.182622211901999,0.4790077472880001,2.1007608415599996,-0.3681718326540001,0.5277777778,-0.4327309983,1.3669483528,-0.3884511935,3.7790742791,2.9330718602,0.2838138163,1.7672831259000001,-1.012929116136,3.5366565519199975,183.92,7.6113128603,0.3752535483,7.0,0.7416572571000001,0.0009524917,1.0,0.0020646181,0.6224999999969996,-6.60580537666609,-6.301954147205632,-5.7405122209777595,0.6200000000020002,-1.0792086724,-0.2745611797,2.1643117263000002,0.4531963402,2.0671880895,-0.48249244090000004,5.708217071723956,4.0887619121,0.3512735629,0.6908279765842531,-0.676920516,-0.09412921760000001,1.7506376783659994,0.4293551114,8.0,1.620792866223999,0.526979455411,2.060829137348,-0.452405404307,4.1563214028,0.4457373706,2.8925127808,-1.875128416,0.468859292198,0.056533674558000006,-0.0009255298350000002,6.185352410268999,0.5207332243389997,0.19959453906900002,3.2845636253619994,0.280274426002,1.5437439260319998,-0.5559807065280001,338.0,5.8,6.1,292.23000000000405,2.8691803936250007,0.319122141159,0.5557723582741424,-0.8484303352499998,264.7191666666619,2.9693431592789996,0.3134842276630001,0.5657940331104094,2.840901071005001,0.34718263436800006,2.0818484337620005,-1.0538051619450004,-0.0490784936,2.2674596662,0.3594575338,2.2823323866,-0.32394737900000004,2138.062766642622,5.01,7.47,3788.776363636369,0.4883358534,-2.1422912151374653,0.14865779640000001,0.3781859406
s558,2.190549178354,-0.527956353339,0.12115608089199999,2.238266691438001,2.2615,25.996429250477014,9.543808092044005,20.063260014081003,5.870583242757999,-0.3836730718,-1.014435147,3.5946771014000003,0.3842466611,1.7110801413,-1.5528689043,-8.491437188195405,-6.404880586141473,-4.256776390830184,3.4290713148,0.312801176,1.4798707876,0.8333333333,0.0,5.889166666666,0.058041666666,2.01,-0.004110000004,-1.3470833333320003,5.1666666667,0.08970117400000001,3.0,-0.0038633938,-1.2038420491,0.05030920599099999,0.695566115605,7.790000000000001,7.307999999999998,2.037681907103,0.44153254485599974,2.1416845422829995,-0.29722807350900016,0.43444444444499986,-2.6467101145839984,-0.35473581952700006,0.012313343456999996,4.30718878859,3.4792061701659986,0.14921787622199997,1.9808684215559997,-0.9801424664770002,3.5974673155970005,228.0,1.2928725743,0.0438060331,4.0,1.0,0.0003038656,1.0,0.0006217368000000001,0.5,-5.2225876140359,-4.137380676993911,-3.692246114399389,0.314444444446,-1.0994724484,-0.2169410076,1.418654209,0.45443647800000003,1.8139140713000002,-0.6355631546,5.74725071333158,2.7156591677380004,0.283595927662,0.4670021019342909,-0.9991124887360004,-0.41170602074700013,1.7494068030289986,0.7723147771000001,12.71,1.6310214078040002,0.4856862154930002,2.230162309462001,-0.46219354783100014,2.751998352913999,0.41830069209599985,1.7080430128520008,-1.3228133713179997,0.45683065223099995,0.041024152498,-2.5542672999999995e-05,7.336570645061996,0.5723555675850002,0.1740733023300001,2.996119977306999,0.2735741770030001,1.5727014148930005,-0.547622705895,318.605,5.9,6.3,294.425,2.576020634184,0.330030505254,0.491988532625514,-0.7356958961410003,256.6416666666639,2.8389171715080015,0.31018777593600017,0.5898406366855385,2.629102769385,0.33806783978899996,1.9465209612140004,-1.086398869213,-0.098666778755,1.9741908919050002,0.31407362762200014,1.9694750415509994,-0.3015229784890001,2002.5774895915292,1.53,8.21,3932.6179924242424,-0.03385368815900003,-2.5147616332682152,0.5444263957620005,0.3944616453689999
s561,2.0719993309,-0.6515535777,0.1667094884,1.5609107828000002,1.35,55.7857142857,8.8594024059,31.0666666667,1.6676187757,-0.5858883153000001,-0.9404060899000001,2.4567716752,0.2794080055,1.9492376196999999,-0.1649558672,-6.821750258199092,-6.735009170818473,-4.857891428734917,2.6571429992,0.2753028923,1.5759698401,0.8333333333,0.0,12.4583333333,-0.0125,0.0,-0.0025,0.2083333333,16.9583333333,0.0032052578000000003,0.0,-0.0010050556000000001,0.5679474216,0.1199504807,0.9290000223,9.9,11.0,1.0500801041,0.3646420587,2.305986959,-0.2145616864,0.3950000000009999,-1.8549134666,-2.3844212384,-1.1368128097,2.2736256194,1.435129952,0.1429284357,1.6878466983,-1.1652624446,3.6348828618,118.0,0.269837789,0.1762174164,5.0,0.7822845459000001,0.0013455043819999997,1.0,0.0024709171,0.6666666667000001,-5.364079435395514,-1.8444397271102142,-3.732394705005882,0.0740740741,-0.9698191534,-0.16341126450000001,1.3677470137,0.42395363420000004,1.7833196693,-0.4576228241,5.739634548025382,2.5325103899820003,0.29914945485399996,0.4441609031886486,-0.8913568551750002,-0.30152632215999997,-1.4602883295,0.5082499006,6.0,1.3463668511,0.4406772372,2.2179208011,-0.3378560023,2.1630703302,0.44679911,1.4396163003,-0.2003199215,0.3009950249,-0.021313188900000002,-0.0002978029,0.0682146517,0.0017914245,0.10863455820000001,2.1363948600000002,0.3063148248,2.2548414877000003,-0.2821610295,281.0,6.3,5.6,318.6666666667,2.684650658,0.3273184381,0.07075486202949786,-0.5156772643,248.5,2.9652269585,0.2485226587,0.352249805740798,2.4810021072,0.3050495708,1.6351480247999999,-1.1290655889,-0.09554721790000001,1.9350509941,0.3089454117,1.5354079265,-0.3587010128,1615.2001180638,27.0,5.0,1911.1666666667,-0.226371827818,-2.9132726220992198,0.82900109,0.3047287849
