,NBHD,NBHDL,NBHN,NBHT,NBMEANLD,ARTKCLCK,angling_risk_task_always_sunny.keep_coef_of_variation,ARTRCLCK,angling_risk_task_always_sunny.release_coef_of_variation,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,BITIHDSL,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTBETA,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,KRBPCTP,LOGCONHD,LOGGBHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,motor_selective_stop_signal.SSRT.logTr,MOSHD,MOSHN,motor_selective_stop_signal.hddm_thresh.logTr,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,SHFTBETA,SHFTMDCY,SHFTMLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,stim_selective_stop_signal.reactive_control_hddm_drift,SSSSRTHI,SSSSRTLO,SSHD,SSHN,stop_signal.hddm_thresh.logTr,SSPASS,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD,32HD,32HN,32HT,32TSCHD,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,two_stage_decision.model_free.logTr,WRTNEUPR,WRTPOSPR
s525,2.346640253068,-0.5563584535289998,0.07307054671300002,2.1911339745229994,2.1605,24.69629372576901,9.018190263331002,17.834692500201996,6.882272447516001,-0.570103302744,-0.9831457310359998,3.7109892275859977,0.341870512165,2.027856531509,-1.2305590061850002,-8.679326482767562,-6.595513815697776,-3.949485827860408,3.6448799840180017,0.2567845083960001,1.46077259749,0.6566666666599997,0.215000000002,6.350000000004003,0.037708333334000026,1.66,-0.0029716666720000003,-1.4749999999970005,7.959583333338003,0.044672655104000016,1.27,-0.0034256880310000004,-1.5868908258239995,0.10044362326500003,0.659485493056,7.744,6.905999999999998,2.203300431832,0.4119093847879997,2.032214670507999,-0.21255830227900005,0.3666666666659999,-2.531163841708,-0.4264454698130001,0.04997377851399999,4.376055865845003,3.137195829786998,0.16557132117899998,1.8914046053770008,-1.0630991536190006,3.5836602977169965,275.0,7.6113128603,0.37525354829999996,7.0,0.7804939270000001,0.001193112,0.8704833984,0.0010513789,0.5522222222219996,-4.625581180301964,-2.7483841522350163,-1.8444397271102144,0.2592592593,-1.0440793338959995,-0.021417657840000003,1.8292890897870016,0.3843445118219999,1.8628538672890007,-0.42786904962899996,5.797070409079658,2.7709832537,0.2612215465,0.5414274154970825,-0.7902108953,-0.1884966544,2.183473022566,0.3853957801649999,10.64,1.6225144039630004,0.4604739930020002,2.1271159973200007,-0.4476357217540001,2.860726975373,0.40680494684099977,1.7609760749769998,-1.3636435915529999,0.45974300118100003,0.04631762824000002,-7.560202400000009e-05,7.264365249624998,0.5755010176220001,0.203740079526,3.166089218543002,0.257088841845,1.5186008721669992,-0.5965267104550003,307.61,6.416999999999999,6.268,290.53500000000196,2.659853313067,0.32556422994900003,0.4304133582655754,-0.73599113049,262.26333333333696,284.56666666666706,2.7555581633029997,0.3066661449280002,0.4780890756545241,25.42083333333899,-0.03880866118099999,0.059471498764999985,2.581797450500998,0.322901048054,1.902536159187,-1.1149412869769997,-0.09247939210999996,2.102176539512,0.3159210949250001,1.7913443636200002,-0.3007379585309998,2032.6944444444,2.0,9.0,2631.0,-0.21788110457800008,-2.335816166077977,0.5860463981270003,0.3719312723150002
s526,2.3604578184,-0.8958801805000001,0.0580626951,2.8669213343,1.55,38.0,10.1825444034,23.055555555599998,8.7680719071,-0.33435650850000004,-0.9461174817,3.3119338313999998,0.38016701630000005,2.4022172117,-1.2339984974,-11.187478064848097,-7.625095566905963,-7.171316609647563,3.852781233,0.26032708860000003,1.5710903233000002,0.5,0.5,9.5416666667,0.1375,2.0,-0.0085,-4.375,7.541666666699999,0.0647058824,1.0,-0.0048333333,-1.0661764706,0.5233091429,0.6694903823,7.7,6.6,2.5455910233,0.4706169471,2.374113976151001,-0.30204467960000003,0.6111111111,-3.0477074938,-0.6692853832,0.342201409,4.6357321192,3.5476852341000003,0.2399940222,2.0707162123,-1.1652624446,3.6348828618,187.0,7.6113128603,0.37525354829999996,7.0,0.9634521484,0.0007946167000000001,0.9921875,0.0007006981000000001,0.5833333333,-7.365900695568905,-6.449609932071973,-6.449609932071973,0.7037037037,-0.7580322753000001,0.21223844670000003,1.7550564204,0.369340535,2.2563299157,-0.6139301038,5.457455587886334,3.4993234450499986,0.18124172489999998,0.6286189410558114,-1.9845014303,-0.2504407931,2.705914811544,0.5901456505,14.0,1.3503935486,0.58887133,2.4682799965,-0.4767720633,1.8096129061000001,0.43836809039999997,1.5962542709999998,-1.1671100748999998,0.48837209299999995,0.0581695643,-0.0002387086,5.1063593616,0.7063248444,0.2664223296,3.0671037029000003,0.24726828039999998,2.0195364345,-0.4232489047,289.5,5.3,4.9,239.0,3.1939894046,0.3064854084,1.0625337843564742,-0.7647060281999999,238.5,276.1666666667,4.629919205,0.2792230251,1.0834511623870162,37.6666666667,-0.9004199498000001,0.0739412963,3.9113954736000003,0.3703224072,2.5085101109,-1.1733515743,-0.0749349082,2.2205448231,0.1304110124,2.9918225339999998,-0.2952609648,2818.0476190476,5.0,5.0,5608.833333333299,0.2657346208,-1.3359327652486386,0.14603367820000002,0.8527215385
s541,1.6291893692,-0.1555638547,0.2075714002,2.8005694049,3.25,28.8260869565,7.6434890529,13.913043478299999,3.5791446855,-0.17805945280000002,-0.8310855912,3.0377290017000003,0.3585806379,2.6123507358,-0.6595928555,-7.6294188133218785,-5.589304869253587,-7.557895270299842,2.6672883364,0.3220469955,1.8219441515,0.8333333333,0.1666666667,3.2083333332999997,0.0958333333,3.0,-0.006500000000000001,-0.7916666667000001,7.291666666699999,0.16870554769999999,3.0,-0.008212152,-1.6958951433000002,-0.0636580621,0.8820932382000001,8.3,7.8,1.7453201472000002,0.539462077,2.7152940423,-0.0870863474,0.19444444440000003,-2.4588428359,0.32792724830000003,0.0,5.320134937200001,3.8906986268,0.1453298225,3.4430202532,-0.7539398562999999,2.6397773564,182.0,7.6113128603,0.37525354829999996,7.0,0.7228126526,0.0007161371000000001,0.9234664917,0.0009942838,0.7222222222,-4.625581180301964,-4.625581180301964,-3.6646748864517766,0.4074074074,-1.2585953861,0.07138801139999999,1.9187334711000001,0.3636963413,1.9916349283,-0.4549880737,5.619192406355703,3.2415269464,0.3071861187,0.604546484817541,-1.1939802368999999,-0.45922284399999996,8.8437932529,0.5385294125,16.0,1.6912103235189997,0.5224671790430001,2.181897809472,-0.4696975603510001,1.9249665851,0.525885461,1.4442826247,-0.31984358420000003,0.5667506297,0.0500309094,-0.0014304604,11.9546157826,0.5943888846000001,0.16077924,2.6479478522,0.34987699969999997,1.4835818159,-0.3696197610000001,302.0,6.6,6.9,234.0,2.5966744583000003,0.325823577718,0.5736072327277337,-0.2330858201,267.473333333332,283.5350000000091,3.1838686567289978,0.3096384517079999,0.6689601808018447,25.671666666666997,-0.099431100802,0.18849702948,1.8427770886,0.36743086770000005,1.9017198217,-0.8730084379999999,-0.17065594329999997,2.0485618382,0.3775484296,2.2657752345,-0.3711112971,2101.4566666667,2.0,9.0,4402.4166666667,-1.0545602065000002,-2.4304030672033345,0.5626039922,0.18387050440000002
s546,1.9092721373,-0.3438651351,0.050443790599999996,2.0161142208,2.4,48.8,12.4291677326,33.1176470588,2.8914173199,-0.6707243818999999,-1.020036942,3.8977991936,0.3651833788,2.6314212048,-0.9114252801,-8.00708042167031,-6.599644819180491,-4.456615491664953,4.048773486,0.28542262949999997,1.2247107542,0.8333333333,0.1666666667,3.4166666667000003,0.0166666667,1.0,-0.005,-0.4166666667,5.458333333300001,0.13902522150000002,2.0,-0.0069597819,-0.2811860941,0.14175530039999998,0.9928858209,8.5,6.3,1.9403941196,0.5640274884,2.0474702514,-0.6459442529,0.33333333330000003,-3.6845928693,0.4308894694,0.3346735035,4.6507879302,2.5395492203,0.029230330099999997,2.3177878011,-0.4564488425,4.0713367236,100.0,7.6113128603,0.37525354829999996,7.0,0.7384960175,0.0013895493,1.0,0.0016886521000000002,0.5555555556,-2.7483841522350163,-5.553730190361736,-5.553730190361736,0.4814814815,-0.6721321346,-0.5882346503,1.9339313872,0.4352975976,2.1773428395,-0.416405241,6.141320302652432,2.5953562605,0.31392178330000003,0.36930573464250216,-0.5305175160000001,-0.2658260598,-0.7923903576000001,0.6556181247,17.0,1.8148738622999998,0.4949985412,2.2485220898,-0.4797418085,1.9648294628,0.2964443385,2.0619400213,-0.2693614668,0.2864321608,-0.0123951191,0.0011000514999999998,6.667255528308999,0.7562674254,0.016122234200000002,3.1095286975,0.2583342462,1.6360352232,-0.5021159358,315.0,5.6,6.3,322.1666666667,3.3560498144,0.33134022090000004,0.9821219287712876,-1.0181013540000001,203.0,250.0,2.8595383880000003,0.28574007149999997,0.7692125625650095,47.0,-0.8075615811,0.4392435979,2.2425958339,0.34836456439999997,2.0544496744,-0.8321194787999999,0.0075913237,1.137689199,0.0265287272,2.3400074424,-0.2416446919,2170.0966666667,10.0,6.0,6040.083333333299,0.0011349439,-2.697250619184495,0.11688137109999999,0.2070585655
s548,1.540708555452,-0.4103346413899999,0.0218107788,1.8592999497,1.1,3.7,9.6958931939,1.3333333333,4.188105763399999,-0.46779749979999996,-1.0463261217,4.4597232403,0.401559627,2.6380534999000003,-0.1291660699,-7.399925011133428,-6.620028217154852,-4.524899962449839,3.613181365,0.26461218129999997,1.7043396699000002,0.0,0.1666666667,16.625,-0.0791666667,0.0,0.0038333333,0.20833333329999998,23.0454545455,0.0771342383,0.0,-0.0005538462,-0.25173454,0.0,0.0,7.5,7.2,0.6612216806,0.1431228165,2.3833566624,-0.4777926774,0.4405555555499999,-2.8162298145,-1.2483769026,-0.7548590440999999,3.8104168489999997,3.0761198899,0.14063192800000002,1.725480668,-1.0170844173,3.9312389163,105.0,-0.8201295979000001,0.29890834720000004,3.0,0.5,0.0012847385820000006,0.5080590129,0.0004562044,0.5555555556,-5.495699901275233,-4.065535845323857,-3.8433528356873294,0.0,-1.2594572974,0.0376939344,0.7868277644,0.1924908073,1.6254521327,-0.270235536,5.685748636313647,2.6818192937850003,0.3035869289250001,0.5476669638365613,-1.0957833347600006,-0.3511864280659999,-2.7876687914480014,0.25512029199999997,3.0,1.8167640988999998,0.44861251909999994,2.5211647268,-0.5998383902000001,2.8025199469,0.3740169654,1.9829527409999999,-1.2921621487,0.4513715711,0.0284030404,-0.0030582147000000003,12.123319977000001,0.45969406049999995,0.14341419700000002,2.789586592,0.2737389899,1.5120382462000002,-0.6832321981,263.0,5.5,5.2,269.1666666667,2.8767300009000003,0.3458639007,1.0779593547757194,-0.4266527102,268.4208333333391,295.79666666667305,2.7707063368100004,0.3084978117680001,0.5232131899395924,33.340833333333,0.11591962089900006,0.12308349800000001,3.1229338394,0.336952866,1.7040093654,-0.7677130129,-0.1328192902,1.4919937927000002,0.3756203622,2.1712018812,-0.31266293289999997,2450.7314814815,7.0,8.0,4823.0,-0.18508065281499994,-2.620605970777819,0.2267024943,0.3630828068
s549,2.8864887104,-0.492314528702,0.119789177,2.396168349,1.15,11.2666666667,1.2015315895999998,10.8846153846,1.9662537593,-0.5921628663,-0.9035152276999999,4.0143258412,0.3325264476,2.8804691775,-1.0621772582,-8.462351375485039,-7.595678528062907,-6.651569910791652,4.0127584161000005,0.221144981,1.4811281309,0.5,0.5,1.5416666667,0.0208333333,1.0,-0.0005,-0.4583333333,1.2083333333,0.0191489362,2.0,-0.0004326241,-0.2021276596,0.1564737596,0.5931261056,6.8,6.0,2.423371216,0.5978979883000001,1.7790161381,-0.5088987057000001,0.8333333333,-2.4313807998,-0.33292481890000003,-0.3719338943,3.8121088774,2.6389525094999997,0.1074774228,1.8054562118,-0.8903224109000001,3.6777149035,128.0,59.8991114415,0.8568707964000001,6.0,0.8592147827000001,0.0010194791,1.0,0.0012516267999999999,0.3888888889,-6.449609932071973,-8.511264302067357,-6.449609932071973,0.7407407407000001,-0.5502436177000001,-0.0636850076,1.4598390712,0.41482065590000006,1.9859220521,-0.5145709232,5.752292015924461,3.0263005915899988,0.2838620378830001,0.553018056421876,-1.0930157351580003,-0.369062397383,0.9439220514510002,0.4503310078,8.0,1.801511971,0.5695090495,2.0291898678,-0.7324614515000001,3.2974801829,0.5292677412,1.5056739652000002,-1.1900345805,0.485,0.054085430999999996,-0.0055561245000000006,9.8689887804,0.6039872025999999,0.1227776599,2.880905077,0.2339916378,1.535332919,-0.26980703289999997,290.5,4.8,4.9,317.1666666667,1.5596215074000002,0.3216671129,0.557766223001382,-0.5025088966,232.3333333333,297.5,2.9424873113,0.3337762737,0.6469360211669097,65.1666666667,-0.5728036442000001,0.1795897207,2.5766603907,0.3595676926,1.8057816088999998,-1.3896632647,-0.1280002847,1.5436209722,0.0217782116,2.7980774074,-0.42612371670000004,2436.6287878788003,-3.0,11.0,4078.4166666666997,0.0145472862,-1.3475320930364934,0.16435188439999998,0.1475838908
s553,0.7056914393000001,-0.1376550524,0.018310428,1.8326745393,1.2,33.6363636364,8.9418515955,10.1363636364,2.7306977051,-0.1833986337,-0.9825640509,3.551265191,0.3876103435,2.2214537261,-0.7519874052000001,-8.503773545521607,-4.265442233537367,-3.5423132662535517,4.1059684447,0.2672959789,1.5696010908000002,0.5,0.33333333330000003,4.875,-0.0041666667,0.0,-0.0018333332999999998,0.2916666667,10.2916666667,0.0733670374,1.0,-0.00026531849999999996,-4.8892821031,0.49624585299999996,0.5081194343000001,7.1,6.3,0.43839616509999996,0.5752488581,1.8916871776,-0.33772256212599994,0.1666666667,-0.0627189646,-0.2313494623,-0.38182073689999996,3.7658133657999997,1.7629110192000002,0.33004559079999995,1.9861005185,-0.4134816835,4.6313963585,144.0,25.7627506452,0.3968411315,9.0,0.7659355164,0.0007733419000000001,0.8846771240000001,0.0008134536,0.5277777778,-3.6869826661541367,-2.067339257049917,-3.6646748864517766,0.2592592593,-0.3243961916,0.0262008597,1.1123132439,0.362442553627,2.9837742463,-0.2894202194,5.857456850592482,2.9049436376999997,0.3282033366,0.7216798809078887,-1.5679709353,-0.416271246,-3.0864687322250015,0.7784892522,8.0,0.6332750021,0.2673377294,2.5397630603,-0.4058033912,3.0635632619,0.39722016479999994,1.7660913805970009,-1.5646909197,0.5913705584000001,0.11341878890000001,-0.000701021,6.592928627999999,0.6242121125,0.20389694739999997,3.0701429808,0.16840899,2.2170220684,-0.6458096232,366.0,4.8,4.9,412.6666666667,2.2679112316,0.31731456280000003,0.6230234967313658,-1.0131106987,278.1666666667,325.1666666667,3.1577934149,0.3499772036,0.453665757150869,47.0,0.3004059099,0.0648102253,2.4492850263999997,0.44042433579999996,2.2769027433,-1.2937861276,-0.1424389629,2.2664710989,0.32598231710000003,2.6486012050000003,-0.33664883310000004,2841.0555555555998,4.0,8.0,2984.4166666666997,0.0864742558,-1.4981760875050512,0.8308374900000001,0.3871539649
s554,2.9146615493,-0.8027068134,0.23425796489999998,1.8324145192,2.05,36.67761345969801,12.374303963775002,25.808464934103004,6.963953336449999,-0.17875856760000003,-1.0777299577,4.0913689296,0.367560468,2.0354289085,-1.0631824886,-12.07049335128835,-6.715787232869718,-5.041074362608497,3.5660859884,0.3776634576,1.3756766153,1.0,0.0,17.7916666667,0.17083333329999997,3.0,-0.0075000000000000015,-3.7916666667,18.5,0.0276595745,2.0,-0.004655572692999998,-5.6436170213,-0.08598925550000001,0.8976714677000001,6.9,7.3,2.2876156722,0.5493272959000001,1.9674164182,-0.5763668919,0.7222222222,-3.7328007816000004,-2.6729204501,-0.5629734621,4.194188013,3.8336413219,0.14933085940000002,2.2332639653,-1.0385004381999998,3.3813588491,224.0,1.2928725743,0.043806033099999996,4.0,0.7928710938,0.0019242926,1.0,0.0014605934,0.5555555556,-5.553730190361736,-4.625581180301964,-4.625581180301964,0.4814814815,-1.1524722178,-0.17519898600000003,2.2419835883,0.3908858426,1.4576682183,-0.4519202581,5.991047793611556,2.1096004303,0.2906617778,0.3796241086506028,-1.5915656271,-0.4681192532,0.1314522665670002,0.4605822453,12.0,1.6797364738999998,0.470040744,1.6275014853,-0.6563492431,3.4004125645,0.3875455221,1.1460776038,-1.5674636166999998,0.4914425428,0.1261312189,-0.0008674019,9.8120600201,0.5814560832,0.1646011142,2.3370281908000003,0.2670108987,1.6166638228999999,-0.1696513868,345.5,6.5,5.7,327.3333333333,2.8415974551999996,0.3252523217,0.6662119779645478,-0.6976467334,253.1666666667,305.6666666667,2.5420388791,0.296455794201,1.1272893882140143,52.5,0.6244003451,0.3787851488,2.6912551121,0.4192047346,1.5644726431,-0.9557072492,-0.09782021,1.6962788224,0.2735150851,1.8292680849,-0.3484201233,3044.7023809524,-1.0,7.0,4412.6666666667,0.19154656399999997,-2.790967629072481,0.8513549120999999,0.2048830082
s555,2.3687650223,-0.30788224940000003,0.2641186903,2.0495945547,3.25,13.846153846199998,3.6953192845999996,9.2173913043,2.8277283163,-0.5613970895,-1.0097010519,4.8222378792,0.2884438968,2.9186561617,-1.6087438224,-11.187658632191177,-9.918333205952633,-6.06227266515852,3.871902266669998,0.21921265829999997,2.0179884877000003,0.6666666667000001,0.1666666667,2.2916666667,0.0375,3.0,-0.0025,-0.625,6.416666666699999,0.12715339550000002,3.0,-0.0063614667,-2.2584074637,0.1486656374,0.8778451698,6.6,7.3,2.8804470966,0.3566711953,3.0693736036000003,-0.5167631104,0.6111111111,-5.4109882096,-2.0117080765,0.1910395678,4.9380558016,6.170466212899999,0.23479595739999998,1.8211327037,0.0,3.709164872109997,228.0,3.1133116670999996,0.1238079075,4.0,0.8784576416000001,0.0008363981000000001,1.0,0.0007726542999999999,0.6111111111,-7.365900695568905,-7.365900695568905,-6.449609932071973,0.7407407407000001,-1.1315440244,0.3209722094,2.3208455236,0.42368075229999996,2.4596247751,-0.32600131190000003,5.541916926429759,3.1606660343020008,0.263904836593,0.5548832883746229,-3.1354256879,-0.36011395030000004,3.9717226323,0.6991107784,17.0,1.7854721728,0.5305784338,2.4844014533000003,-0.4868270354,4.3774911107,0.3968464627,1.6806560515,-2.2791214256,0.3480392157,-0.0255258183,0.000866757,1.0,0.0,0.1,4.985013620899999,0.2747803595,2.1577976167,-0.428452181,329.5,7.0,6.8,263.8333333333,3.1822269752609986,0.37485326630000004,0.5429275693336101,-1.2505492431,217.8333333333,206.3333333333,3.334436008862,0.393911444,1.0442609189203678,-11.5,0.7271213273,0.25716905326999995,3.6165286817,0.32398922750000003,2.9247093672,-0.9604123722,-0.126191399,2.5966381817,0.2826679268,2.0869849902,-0.28427700570000003,1683.1944444444,-2.0,9.0,5803.25,0.6636253921,-0.9577583767088068,0.8001659335,0.5360006371
s556,0.7877921159000001,-0.2629024132,0.0246263325,1.7138653581,1.05,17.68,10.6876876202,6.954545454500001,4.3036780806,-0.4297789225,-0.9840481412,3.2853723858999997,0.3695241319,1.4790129575,-1.0131840383,-6.376017702272779,-4.5761045247380565,-4.341565214879939,3.6024566498,0.3015054165,1.4967261713,0.6666666667000001,0.0,13.333333333299999,0.18333333329999998,0.0,0.0023333333,0.6666666667000001,3.0416666667000003,-0.0125328084,0.0,-0.0002519685,0.029527559100000003,0.806031169,0.0957239489,7.0,5.5,0.7568804827000001,0.0747850273,2.2919637992,-0.4074023795,0.3158333333329999,-1.1872887335,1.4918416831999999,0.5852987131,4.1495375109,2.0785316122,0.1039905109,2.2054434862,-1.3273158840000001,3.310775983,162.0,1.2928725743,0.043806033099999996,4.0,0.4121016979,0.0021113333,0.5823420882,0.0012063136,0.19444444440000003,-4.625581180301964,-3.6646748864517766,-2.7483841522350163,0.2962962963,-1.4178482351,-0.5144605335,1.8758663955,0.3795623457,1.3426822691,-0.35769914350000004,5.79452277744492,2.610310878897999,0.297385256047,0.6032949794595369,-0.7387858949370003,-0.3257998897730001,0.8386160898999999,0.1372507102,4.0,0.7423724460000001,0.4554811831,2.1443854209,-0.4124542497,2.9214243154000004,0.47950536899999996,1.4987757196,-0.9943191497,0.3136246787,-0.0094072369,-0.0022402553,1.0,0.0,0.1,2.924659875,0.22751204379999998,1.6927031321,-0.6676599983,350.0,4.8,4.9,335.1583333333351,2.423743012962001,0.32612030424000005,0.5003780706468409,-0.6541835373080002,293.90000000000913,325.69000000000597,2.552435485537001,0.30862403720899995,0.5059965876880915,31.125833333335,-0.12963007418499994,0.09193435117700004,3.6160046427999997,0.4372778421,1.674086392,-1.4887373228,-0.0684753511,1.0225854362,0.0400846657,2.4564913669,-0.2365335424,2382.2222222222,4.0,7.0,4567.3333333333,-0.2423946999770001,-2.6007997069176234,0.8939293806999999,0.7553309773000001
s557,2.0942411419,-0.5466786406,0.1511589556,1.984659387,1.75,34.0,8.94427191,44.9090909091,14.031782106700001,-0.7457547941,-1.1140720353,3.6171076729,0.35175580900000003,2.1087619873,-1.2045253731,-10.11810753290946,-10.184959613750463,-5.439242102705928,4.1415614452,0.28923189860000004,1.4480622294999999,0.5,0.1666666667,10.791666666700001,-0.0208333333,1.0,-0.0008333333,-4.5416666667,15.416666666700001,0.0552419355,0.0,-0.008924731200000001,-3.6021505376,0.22972386939,0.6378527973690002,9.0,6.3,2.182622211901999,0.4790077472880001,2.10076084156,-0.3681718326540001,0.5277777778,-0.4327309983,1.3669483528,-0.3884511935,3.7790742791,2.9330718601999997,0.28381381629999997,1.7672831259,-1.0129291161360001,3.536656551919997,183.92,7.6113128603,0.37525354829999996,7.0,0.7416572571000001,0.0009524917,1.0,0.0020646181,0.6224999999969996,-6.60580537666609,-6.301954147205633,-5.74051222097776,0.6200000000020002,-1.0792086723999998,-0.2745611797,2.1643117263,0.45319634020000005,2.0671880894999997,-0.4824924409,5.708217071723956,4.0887619121,0.3512735629,0.6908279765842531,-0.6769205159999999,-0.0941292176,1.7506376783659994,0.4293551114,8.0,1.620792866223999,0.526979455411,2.060829137348,-0.452405404307,4.1563214028,0.4457373706,2.8925127807999997,-1.875128416,0.46885929219800004,0.05653367455800001,-0.0009255298350000002,6.185352410268999,0.5207332243389997,0.199594539069,3.2845636253619994,0.28027442600200003,1.5437439260319998,-0.5559807065280001,338.0,5.8,6.1,292.23000000000405,2.8691803936250007,0.319122141159,0.5557723582741424,-0.8484303352499998,264.7191666666619,285.3416666666751,2.969343159279,0.3134842276630001,0.5657940331104094,14.093333333338,-0.28226971606600004,0.11876331871399998,2.8409010710050016,0.3471826343680001,2.0818484337620005,-1.0538051619450004,-0.0490784936,2.2674596662,0.3594575338,2.2823323866,-0.32394737900000004,2138.062766642622,5.01,7.47,3788.776363636369,0.4883358534,-2.1422912151374653,0.1486577964,0.37818594060000005
s558,2.190549178354,-0.5279563533389999,0.121156080892,2.238266691438001,2.2615,25.996429250477014,9.543808092044005,20.063260014081003,5.8705832427579985,-0.3836730718,-1.014435147,3.5946771014000003,0.3842466611,1.7110801412999999,-1.5528689043000001,-8.491437188195405,-6.4048805861414735,-4.256776390830184,3.4290713148000003,0.312801176,1.4798707876,0.8333333333,0.0,5.889166666666,0.058041666666000004,2.01,-0.004110000004,-1.3470833333320005,5.1666666667,0.08970117400000001,3.0,-0.0038633938,-1.2038420491,0.050309205990999986,0.6955661156049999,7.790000000000001,7.307999999999998,2.037681907103,0.4415325448559997,2.1416845422829995,-0.29722807350900016,0.4344444444449999,-2.6467101145839984,-0.3547358195270001,0.012313343456999996,4.30718878859,3.479206170165998,0.14921787622199995,1.980868421556,-0.9801424664770002,3.5974673155970005,228.0,1.2928725743,0.043806033099999996,4.0,1.0,0.0003038656,1.0,0.0006217368000000001,0.5,-5.2225876140359,-4.137380676993911,-3.6922461143993885,0.314444444446,-1.0994724484,-0.2169410076,1.418654209,0.454436478,1.8139140713,-0.6355631546,5.74725071333158,2.7156591677380004,0.283595927662,0.4670021019342909,-0.9991124887360004,-0.4117060207470001,1.7494068030289986,0.7723147771000001,12.71,1.6310214078040002,0.4856862154930002,2.230162309462001,-0.4621935478310002,2.751998352913999,0.4183006920959999,1.7080430128520008,-1.3228133713179997,0.456830652231,0.041024152498,-2.5542672999999995e-05,7.336570645061996,0.5723555675850002,0.1740733023300001,2.996119977306998,0.2735741770030001,1.5727014148930003,-0.5476227058950001,318.605,5.9,6.3,294.425,2.5760206341839997,0.330030505254,0.49198853262551395,-0.7356958961410003,256.6416666666639,288.80666666666804,2.838917171508001,0.31018777593600017,0.5898406366855385,23.057500000002012,0.03502493757700001,0.10105424571,2.6291027693849998,0.338067839789,1.9465209612140004,-1.086398869213,-0.09866677875499999,1.974190891905,0.3140736276220001,1.9694750415509996,-0.3015229784890001,2002.5774895915285,1.53,8.21,3932.6179924242415,-0.03385368815900003,-2.5147616332682152,0.5444263957620005,0.3944616453689999
s561,2.0719993309,-0.6515535777,0.1667094884,1.5609107828000002,1.35,55.785714285699996,8.859402405900001,31.0666666667,1.6676187756999998,-0.5858883153000001,-0.9404060899,2.4567716752,0.2794080055,1.9492376197,-0.1649558672,-6.821750258199093,-6.735009170818473,-4.857891428734917,2.6571429992,0.2753028923,1.5759698401,0.8333333333,0.0,12.458333333299999,-0.0125,0.0,-0.0025,0.20833333329999998,16.9583333333,0.0032052578000000003,0.0,-0.0010050556,0.5679474216,0.1199504807,0.9290000223,9.9,11.0,1.0500801040999999,0.3646420587,2.305986959,-0.2145616864,0.3950000000009999,-1.8549134666,-2.3844212384,-1.1368128097,2.2736256194,1.4351299519999998,0.1429284357,1.6878466983000002,-1.1652624446,3.6348828618,118.0,0.269837789,0.1762174164,5.0,0.7822845459000001,0.0013455043819999993,1.0,0.0024709171,0.6666666667000001,-5.364079435395514,-1.8444397271102144,-3.732394705005882,0.0740740741,-0.9698191534,-0.1634112645,1.3677470137,0.4239536342,1.7833196693,-0.4576228241,5.739634548025383,2.5325103899820003,0.299149454854,0.4441609031886486,-0.8913568551750002,-0.30152632216,-1.4602883295,0.5082499006,6.0,1.3463668511000002,0.44067723719999996,2.2179208011,-0.33785600229999996,2.1630703302,0.44679911,1.4396163003,-0.2003199215,0.30099502489999996,-0.0213131889,-0.0002978029,0.0682146517,0.0017914245000000002,0.1086345582,2.13639486,0.3063148248,2.2548414877000003,-0.2821610295,281.0,6.3,5.6,318.6666666667,2.6846506580000002,0.3273184381,0.07075486202949786,-0.5156772643,248.5,323.1666666667,2.9652269585,0.2485226587,0.35224980574079795,74.6666666667,0.2295331661,-0.0212023547,2.4810021072,0.3050495708,1.6351480248,-1.1290655889,-0.0955472179,1.9350509941,0.3089454117,1.5354079265,-0.3587010128,1615.2001180638001,27.0,5.0,1911.1666666667002,-0.22637182781800003,-2.91327262209922,0.82900109,0.3047287849
