index,Speeded IP,Strategic IP,Discounting,Perc / Resp,Caution
s130,1.5215051690941792,0.16442635195451719,-0.7490086727198205,0.43473263659985234,1.2329410225024566
s251,0.9438415201104787,0.03481671288395464,1.2209556302020683,1.5858391399794254,0.05083137553512439
s358,0.39523657087134123,-0.21146947856464582,0.07008535263820637,0.2830292293199332,-0.19859192685885582
s445,-1.1131354610683526,-0.49120150067575585,1.209762299516475,-0.905852357894701,0.640364187571929
s465,-1.4367801319830487,-0.2534631326764557,-0.7511598374822862,0.9281563450321774,0.7806441288954842
s483,0.40761572790457484,0.7485159487120784,0.4240973051664588,-1.3046480023554916,-0.012333346182348824
s491,1.3167516951420677,1.3205977307940209,-0.3548555986859349,0.1627893765982119,-0.1571514161556362
s495,1.9507594361065583,1.475232810446047,1.2839486339950312,-0.456666286501545,0.1439043257102824
s497,-0.9729913360203812,-0.89603522285841,-0.03952870532583346,0.6021301175060575,1.9858386567062476
s499,-1.4114899640466503,0.27534496967953676,1.0358666025948995,-0.1183189248544538,-0.9903219919535988
s512,-0.39024018956384143,-0.5961253397824079,-1.012082677268782,0.10882756433880013,-1.164813037960889
s526,1.1655487798516622,-0.7318118021674213,-0.9242081449300988,-0.5071862767507372,2.0997893596579504
s541,0.07619416758556634,1.5823467082026963,0.5240186770467952,0.589104011774928,1.1998843220409188
s546,-0.0336403474669327,0.5111547623677068,0.2401958218515023,0.3511249335125188,0.9191678393065447
s548,-0.06230406539238362,-1.7275457387574735,1.1420576999868146,-0.691734829455571,0.7470484205489067
s549,0.46406409784544683,-0.9631432721414666,-1.0675611705478052,0.31249332178006906,0.839962970210311
s553,0.09213322334661073,-0.9401031354813745,1.0719359606084657,0.9241181155622427,1.8364130932383713
s554,0.33046223163627064,0.894202191761158,0.004291836111630623,0.7086769072208755,-0.4523117700340784
s555,2.044376141165636,0.7960161830010927,-1.081881380408522,-0.5180570273053605,2.545793702972342
s556,-0.5913945087008275,-1.36060144145814,0.8627795911302836,0.4603136555744015,-0.044456388701934434
s561,-1.0388150599344868,0.23720521324138902,0.9777922673423715,-0.350521566262996,0.02077630062987926
s570,-0.5535800263612847,0.28760911786671894,-0.29952567500280997,0.285592288561533,1.5320403623068832
s572,1.0355611980031159,0.2774024950289531,1.1167420568924298,-0.46411752124577993,-0.3274373667019121
s573,0.29255059219512003,-1.14745365790593,1.2039931333279492,-0.45875779538957256,0.1108899577196225
s574,-1.086421278636633,-0.8472157038778632,0.4945735238545362,-0.5659065000791385,0.1819174497815401
s581,0.024808006269120945,0.2926331669047865,1.2112391460598064,1.458810115778852,-0.32156037374599444
s583,0.7405438686701339,-0.15745663493148956,-0.6591363264160999,0.3663795238393267,1.762837367250962
s584,-0.30809677423503673,-1.5202821935030562,-0.43249394674107366,-0.374542605084974,-0.3075560115146171
s585,0.4854774891679158,-0.783864885240324,1.3119286107835848,-1.4926083994173232,0.6999990233893021
s586,-2.141794466214815,-1.8359275716321561,0.9640466651448572,0.7239118557871468,-0.3693278427718615
s587,1.0678435453552684,-0.8926751734406915,0.9922317668801329,-0.26624806640986376,1.9146675920514342
