index,Speeded IP,Strategic IP,Discounting,Perc / Resp,Caution
s589,-0.5090017033461952,2.3140164542440758,-0.38104580149707856,-0.2647150342291104,-0.06642958063000326
s593,0.6023113913897079,1.2239452925350043,0.588083848044356,-0.05138083146690385,-0.5585905012941889
s594,0.6208884566823111,1.3021634298607336,1.1092298144746404,-1.5554532009683153,-2.56561640841081
s595,0.005819882871006145,0.7964966211181952,-1.0616193059124408,0.6804210056141612,-0.8028809666360531
s596,-0.049501549438299694,-0.3845837945198409,0.3003961848219783,0.1355220692851488,0.02530503121675207
s597,0.7693409558250323,0.480131345907336,0.2807115864228271,-0.647144483304473,-0.06533467197753703
s598,1.939776341088895,0.7436906272012643,-0.8203055634039065,0.8845672634459941,1.4105821753429737
s601,1.1631330934406476,-0.5885263170409917,0.5929907711842922,-0.41294702527475935,-1.0634111368193009
s604,-0.48627176550077367,0.44143249920927213,0.5409878263964045,1.9129254068874908,0.6646203231945488
s605,-0.06792889931058774,-0.9588904198658874,-1.3202859414646015,-1.283971579234273,-0.9668441785391763
s606,0.49707378015173526,0.08256019512021813,-1.0500960302076296,0.10564413219855714,0.08040463606721991
s607,0.6861322115696364,-0.7449471375273836,-0.3140727416392244,0.484554535796439,-0.5608854446564975
s608,-0.8523203723806222,0.20100820188949206,-1.9513645539501614,1.842485525126347,0.24561894114394098
s609,0.7319818433321376,1.3757493552256557,0.514158399944778,2.0021390111601742,0.3924476534518378
s611,0.10959705613146724,0.3957150751886512,-0.8607307408945217,-0.42433438238917526,-0.5993922668610083
s612,-2.504803546751418,-1.2019407235848312,-1.4413016589091654,0.5074141045190901,-0.07628395874890041
s613,-1.3617349445970148,-1.1937070093507263,0.25829931154123875,-0.03486688130427774,0.5508059193650638
s615,1.4101845589096969,1.1099762875328736,-1.2621891987811877,-0.5965155990191842,-1.186644258754103
s616,0.98355607838111,-0.37005186694364295,0.3454035212399005,-0.34960135540802134,1.0252613989438761
s617,1.138975013112386,0.6549251463661772,0.6736699378491215,-0.038704407504015825,-0.876396988929464
s618,-0.31225310454420724,-0.31852776640262986,-1.6070851391295666,-0.833798875554368,-0.013361590262394626
s619,-2.2895224873722024,-1.8466166694367951,1.0110300714454046,0.3848462346546733,-1.4366195587106687
s621,0.9505395647894801,1.2235065253432873,-1.3425158356338633,-0.7773815908316635,-0.010333152235054838
s622,0.12808129617917655,0.24694354267310584,0.8385107472078327,-0.3933416171441062,-0.05453702586815544
s624,-0.6831949002858939,0.1880630527482616,0.3965573135739645,0.09285929585652822,-1.4752709284968384
s626,-1.887306254245629,-1.7621746455792853,-1.0621336125818865,-0.12825713795525748,-1.732662222330978
s627,0.2708814099978362,1.7758773820024902,-0.13193182576279425,-0.42092994399595407,-0.5496350437714596
s629,-2.1370284971566442,-2.0155382689504706,-1.2215945177022844,-0.33518636545172775,-0.7074569342496344
s631,0.059561859849555136,1.0224819082047898,0.6522897833527241,-0.5199665417243119,-1.1970963885139823
s633,-0.05390632490884394,-0.2865940506338664,1.2149998342712018,0.787003123815638,-1.548018266659625
s634,0.5399532686535675,1.65812371373382,-1.2847301666450015,-1.065880303573497,-1.288034949730071
s635,-0.08676428129314856,0.6310877495677086,-0.2011536330945454,0.2710524309467007,-0.4648422832116074
s636,-1.5807770677440263,-0.7870486336117638,0.9897881809209655,0.2023042075684118,0.6535810133758901
s637,-0.13922832523265485,0.25703690524986683,-0.9894026161720997,-1.5197002902197343,0.9991235392189632
s640,2.270464160389344,0.9187868191748256,-0.8449344885929736,0.43022012193716447,0.6949947799455085
s641,0.3809830360325385,0.6006382346364636,-0.12287325258680114,-1.2527883183209856,-2.0818407439922226
s642,-0.6371860272139457,0.4957279484114517,-1.3537240260957946,-1.2541105181402914,-0.7414145550502451
s644,-1.8953065748658204,0.5239289854255931,1.0872931128760965,0.9899618050763748,0.2096371159176045
s645,1.1075568790176877,0.8119626355361438,0.053948606758178946,1.4438282840997088,-0.29001630347384566
s646,-0.19973229593892816,-1.556027881207027,0.893685887971269,-0.740201708597888,-0.6294024232223397
s647,-0.39735157998683635,0.2018531867045207,1.2252642075103497,0.15727395422151455,-0.38858647141267183
s648,0.08132409673228083,-0.10140785102905196,-0.8976097818736722,0.43245459393113267,-0.13186505532985046
s649,-1.5315855831099427,-1.1023745628766726,-2.03569896088156,-0.6571620942877622,0.27747174614975695
