,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,dot_pattern_expectancy.bias,DPEDPRIM,DPEHD,DPEHN,DPEHT,go_nogo.bias,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,WRTNEUPR,WRTPOSPR
s259,,,,,24.875,0.2,573,22.55,0.33333333330000003,431,-0.1018957809,-0.6559266121,2.3115956458,0.3636150687,1.9396996101,-0.4322860009,0.46463124079999996,29.025238281300002,26.370041992199997,1.1425079368000002,0.2852950721,1.6109316875,0.6666666667000001,0.0,12.75,0.225,0,-0.001,-1.6666666666999999,19.5833333333,-0.0466193656,0,-0.006349749599999999,-0.1168614357,-0.1405635552,0.7884228734000001,9.3,7.0,1.3953068055000002,0.4357653485,1.7562147732,-0.9219584672,0.027777777799999997,-2.305124677,-1.362289626,-0.20355320579999997,2.0903488788,1.374096574,0.2854371844,1.4809424634000001,-0.9227923031,2.0608533909999998,,7,0.7388153076,0.002644253,0.7172607422,0.0028095753999999996,0.6388888889000001,0.25,0.25,0.25,-0.9858694276,1.3929418538999998,0.4122332038,1.420946726,-0.4297731631,361.1666666667,2.0008965506,0.2945281996,1.2472504817,6.5,49.0,,,0.4440222517,7,1.1578995015,0.4588253763,1.8004149152000002,0.0201404975,1.3935835072999998,0.4937315061,1.7444020255000001,-1.0558164199,0.2823218997,0.0048699454,1.3780136622,0.3172767774,1.2356944417,-0.9467539143000001,460.0,6.4,7.6,450.3333333333,1.5218376709,0.3710636303,1.0946341523999998,306.3333333333,353.6666666667,1.7877888757,0.38189471659999996,1.1406330452,47.3333333333,-45.199597787799995,1.4337132283,0.3332697276,1.5153713838,-1.3592266113999998,-0.5224175869000001,-0.2963197157,1.228909566,0.32476406539999997,1.4560007756,-0.4537696861,0.0100576172,2088.4986111110998,6,8,4248.3333333333,,,0.1675391866,0.3841961797
s262,0.6637421767,0.24135998739999998,1.3926944472999998,1.3,30.7692307692,0.1333333333,794,16.5,0.2,379,-1.4649329118,-1.7404537741,2.9395242004,0.4980456125,1.4589503937000001,-0.7818397837000001,4.3625e-06,0.0029648743000000003,0.0005427246000000001,3.3084284695,0.4268689017,1.4402678947999998,0.1666666667,0.33333333330000003,10.25,0.033333333300000004,0,-0.0023333333,8.604228441e-16,19.3333333333,-0.054893238399999995,0,-0.014120996399999999,-4.120106761600001,-0.1382701665,0.5675759029999999,6.0,6.1,2.1775129854,0.5255714220000001,2.0280431274,-0.5682811879999999,0.6111111111,-0.4812081794,2.1097568346,0.1910395678,4.9380558016,2.2005080786,0.0470946429,2.782789042,-0.9437793146,3.5708010963,214.0,5,0.6991075515999999,0.0017055592999999998,0.7930145264,0.0018119816,0.30555555560000003,0.0002011893,0.0008898748000000002,0.0015811388,-1.3102191459,1.001453361,0.5101912279,1.7934507179,-0.8492774405,,,,,,,16.5767394359,-12.2536842265,0.8510518098000001,6,1.3442547969,0.47853939869999995,2.0444658778,0.2793723564,2.4775466069,0.47135203090000005,1.8360367255,-2.2906982692,0.35750000000000004,0.026711755499999996,3.0999597666,0.2997762077,2.5167828216999997,-0.3390685363,457.0,6.0,5.0,285.5,4.4216288625,0.360753262,2.2295095471,554.75,532.5,3.1658957947000004,0.3924890635,1.6567667663999999,-22.25,12.435443037999999,1.9982066949000001,0.4597375855,1.9416133016,-1.4137517438999998,0.16941791550000002,0.022063641600000003,1.1333731748,0.1812330827,2.2358990486000003,-0.5019096290999999,-0.4232439468,2395.695,9,8,3125.5833333333003,-1.7332661847000002,1.4982122773,0.4635058485,0.4505220142
s264,0.48962115829999997,0.2818493191,1.4365134403,1.05,19.08,0.1666666667,448,16.7222222222,0.4,290,-0.37017983229999996,-0.8959101470999999,1.6273898833000002,0.1843685411,1.9720255294,-0.06136621580000001,0.0072476925000000015,0.0191414185,0.1869287109,2.03271193,0.2855228814,1.5016701025,0.8333333333,0.1666666667,15.916666666700001,0.15,0,0.004,-0.5,16.0,-0.0354907539,0,-0.0043535867,-0.2588904694,0.1372707082,0.8871473225000001,7.5,5.5,,,,,0.0,-1.0847967141,-0.1890143187,-0.5970658977000001,2.7774090108999996,1.7450710629,0.1470650549,1.7232570400999998,-1.0816155204,3.2951286846,117.0,10,0.6076866865,0.0010839903999999999,0.6068635941,0.0020897739,0.3611111111,0.25,0.25,0.25,-0.6653352716000001,0.9575817086,0.33931202580000003,1.5776849178999999,-0.1917960607,394.8333333333,1.396322312,0.329644826,1.1198842421,-70.5,-21.5,,,0.3739539232,7,0.8933399287,0.3437331275,1.8773137445,-0.7264342491,2.5086026799,0.4086749,1.6783129318,-1.0099267963,0.3589108911,0.025156151600000003,2.3460196987,0.26610150039999997,1.272505417,-1.1647722152,383.0,3.6,4.5,341.3333333333,1.5736050815,0.2028417494,1.4850031675,279.3333333333,307.1666666667,2.072084519,0.3495431029,1.2122610067,27.8333333333,60.6212556913,2.1278755974,0.3103276427,2.4822007304,-0.8014101701,-0.3797454838,-0.7093739856999999,0.4726170494,0.0074995932000000015,1.9802867132,-0.0943751583,0.24987028879999998,2791.7305555556,27,2,2539.9166666667,,,0.3995219635,0.4837047450000001
s265,0.979369215,0.0690232367,1.7179607107,1.95,25.1739130435,0.23333333329999997,564,18.7826086957,0.23333333329999997,410,-0.6098202727,-0.4453698854,2.0534073283,0.2884658329,1.6876883151,-0.6429805270000001,0.0008273732,0.0027303162,0.012794921899999999,1.8828624216,0.2212388182,1.4411777688999998,0.6666666667000001,0.1666666667,10.0,2.2204460489999999e-16,1,0.0036666666999999997,-2.3333333333,6.958333333300001,0.065152134,2,-0.0090806616,-3.0481927711,0.6466681504999999,0.3851428674,7.2,4.9,0.7842395584,0.3797552363,1.6155623979,-0.046838458,0.19444444440000003,-3.3895234808,-3.5781973938,-0.33602316330000004,1.3093250545000001,1.1735217728,0.0742168736,1.4981545587,-1.1543905379000001,2.3804143391,129.0,6,0.6584772348,0.0012880778,0.7155580997000001,0.0017411071,0.6111111111,0.0636371852,0.06403124240000001,0.0256124969,-2.6098952576,1.6428412029,0.35802214810000005,1.3013969056,0.12019498460000001,,,,,,,,,0.5271598123,6,0.8056161568000001,0.4490459354,1.9483994264,-0.6295869474,1.281409611,0.0135055558,3.3643765729000004,-0.3716268819,0.4229828851,0.0805766881,2.4047018534999998,0.2649254407,0.9482883515999999,-1.0820477554999999,372.0,5.2,5.3,318.6666666667,1.41124248,0.33169803140000004,1.3339227629000001,276.8333333333,314.8333333333,1.6550659266,0.3212458448,1.2195299312999999,38.0,58.8721527321,1.8308442411,0.1850863713,2.5250632148000003,-0.7762146405,-0.1467999509,-0.3846903288,0.6997625836,0.0421819161,1.8847649065,-0.06579367650000001,0.1982008621,2173.7783333333,8,6,3099.75,-0.38299225229999995,0.38299225229999995,0.1908178884,0.6324724611
s269,,,,,43.411764705900005,0.43333333329999996,698,28.529411764699997,0.43333333329999996,443,-0.27313581070000004,-1.059610402,2.4535425138,0.3442134112,1.4468622496999999,-0.6306333803999999,0.00011753229999999999,0.0021016235,0.000625,2.7767517776,0.2813329147,1.3697965522,0.5,0.33333333330000003,12.625,0.0291666667,1,-0.0011666667,-6.291666666699999,18.2916666667,-0.08392282960000001,1,0.0008694534,-3.1430868167000003,-0.0446213783,0.9901976213,11.1,6.2,1.1997301474,0.48458233759999997,1.8595151982,0.5391030817,0.25,-6.9179444749000005,-5.3890680352,0.597416838,4.1253012613,1.8034844922,0.188445121,1.7083112268,-1.1652624446,3.6348828618,108.0,10,0.93203125,0.0011740332000000002,1.0,0.001676346,0.8333333333,0.0256124969,0.06403124240000001,0.06403124240000001,-1.6989290553,1.1551120694,0.34036638080000003,1.1696042246,-0.2285312377,353.6666666667,2.7890041305,0.2777493098,1.3779761494999998,6.0,-10.0,,,0.6525905031,7,1.3381284626,0.6427073982,2.1466878021,-0.5836701417,3.4305258261,0.3796824082,2.1236589047,-2.1293219126,0.457002457,0.0511903629,2.4983788631,0.3086179167,1.1335277486,0.2531385161,338.0,5.6,5.9,,,,,301.3333333333,334.3333333333,2.2369830885,0.3058942441,1.1541082406,33.0,2.6898788189,1.6087725919999998,0.3441240534,1.6737652469,-1.1020831248,-0.2078738668,0.1952115143,1.2222662914,0.168612916,1.8193188177,0.0749822149,0.201844325,2714.4598765432,13,8,4887.0833333333,1.437685307,0.6443570164,0.8198669131999999,0.32098996609999997
s273,0.7923649337,0.2373701657,2.1320849025,1.95,24.761904761900002,0.30000000000000004,490,19.75,0.33333333330000003,380,-0.4729473914,-0.40958520719999997,4.7810049384,0.3922949641,2.8032753707,-1.1110977126000001,3.18892e-05,0.0001314659,0.0064716797,7.7592296815,0.3720561057,2.1411040825,1.0,0.0,9.1666666667,0.0166666667,1,-0.003,-2.0833333333,10.5,0.08397017710000002,2,-0.0015340167999999999,-1.6304753029,-0.0912419511,0.917553975,8.8,7.1,2.5087021081,0.5890515503,2.1762895809000002,-0.2221775936,0.1388888889,3.3573326562,9.9414932061,0.0,5.320134937200001,4.623554062799999,0.3112270639,1.9544283278999999,-0.5402436899,4.8849203713,161.0,7,0.8220962524000001,0.0008248242,0.943359375,0.0009889722,0.6944444444,0.0038729833,0.009797959,0.06403124240000001,-0.3718626858,1.9409740232,0.5004142093,2.7841565495999996,-0.7261568356,470.0,3.6736078857999996,0.4199787532,1.3744549603999998,24.0,43.0,-23.6448153655,29.942451503,0.4944998318,14,2.0061938161,0.6246464161,2.213260918,-0.7016141705000001,3.1757247173,0.5337784664,2.0211080317,-1.2784318076999999,0.4235588972,0.1081432622,5.3887860801,0.3823880024,1.6325677952000002,-1.9051657105000002,415.0,6.9,5.4,389.1666666667,4.7920498731,0.4187741901,1.7141882082,361.5,383.3333333333,5.206599907,0.4929170047,2.2378609127,21.8333333333,2.8417839380000003,2.8919255566000004,0.4466345115,2.2369478291,-1.223621737,-1.4199600424,-1.5324334151,1.7048833582,0.2261882609,2.7155932147,0.5503096908,1.2600130602,2019.6266666667002,13,8,2751.1666666666997,1.3816050208000001,1.32175584,0.8895616256000001,0.17557143329999997
s275,0.9370126134,0.080844149,1.4665335286,1.75,28.2307692308,0.1333333333,712,16.4761904762,0.30000000000000004,328,-0.6897275005,-1.7288233844,3.2075964067,0.3754795058,1.7403504328,-0.6403481802000001,0.0039046072999999997,29.5330664063,0.07702441410000001,2.4982875778,0.2821485063,1.5121586616,0.33333333330000003,0.1666666667,16.9166666667,0.1416666667,0,0.0043333333000000005,-0.9166666667,13.291666666700001,-0.007443229599999999,0,0.0027863751000000003,-0.6448696384,-0.013235236899999999,0.6158667134,8.9,7.4,1.3544499019,0.3335819231,2.0727202591,-0.6447510535000001,0.027777777799999997,-3.5875139699000003,-1.8045171999,-0.3542521885,2.0574838772999997,0.943110124,0.0228841468,1.68043637,-1.192241406,2.5997515967,108.0,5,0.6677640914999999,0.0019576386,0.7219851017000001,0.0022155287000000003,0.6944444444,0.25,0.158113883,0.06403124240000001,-0.6750787898,1.3142064894,0.4188629418,1.6487874182,-0.4364380028,,,,,,,,,0.5101431512,4,1.2205979755,0.376902231,2.0422279831,-0.786102352,2.5539520847999997,0.3991035348,1.5542945525999998,-1.2067457782,0.465,0.07517016950000001,2.6865025506999998,0.3523201835,1.0645368305,-0.9205827684,346.0,5.2,4.2,,,,,374.4166666667,415.6666666667,3.1885299992,0.3538558956,1.3025898979000001,41.25,4.3902344356,1.3585658414,0.3699565235,1.6209930203,-0.2913660784,0.0489395263,-0.21382574850000002,1.3050584587,0.39387642429999997,1.5117967646,-0.9777113752,-0.1396944654,2121.7351611352,17,5,3411.1818181818,,,0.19627801309999998,0.15487799800000002
s277,0.8663505809000001,0.1927313675,1.1414666085,1.45,27.869565217399998,0.23333333329999997,601,12.684210526300001,0.3666666667,231,-0.5811455382999999,-0.7518822929000001,3.8054480463,0.3101020228,1.7646049459,-1.2222269873,4.3625e-06,0.0024509429999999997,0.0630703125,3.975626278,0.2407246975,1.3219183876,0.5,0.0,9.75,0.1083333333,0,-0.003,-0.4166666667,23.75,-0.0360837438,1,0.00043103449999999996,-5.0677339901,0.2659011966,0.4247465325,8.8,8.0,1.7537917134,0.38762383270000006,1.9524793684,-0.3806679175,0.0,-6.442669501699999,-3.9641008826,0.6656247704,3.9888853964999997,1.7992412911000002,0.0360213119,1.6822003255000002,-1.2890129855,3.38738178,107.0,5,0.5739326834,0.0013139897,0.6589939117,0.0017681358000000004,0.6944444444,0.009797959,0.009797959,0.0256124969,-1.4419802690999999,1.5381172759000001,0.3374526201,1.1067598034000001,-0.8460674279000001,,,,,,,,,0.31497668149999997,9,1.2908088898,0.5810238963000001,1.8152719029,-0.2366790764,2.8648220204,0.34287570430000003,1.1521501221,-1.4838439056,0.39408867,0.0231861659,3.5236838207,0.2513744624,1.1894768934,-1.8298114032,276.0,5.8,5.1,272.8333333333,3.1749407447,0.2754258546,1.5790189624000002,190.1666666667,187.5,2.7537153385,0.3126955697,1.272241711,-2.6666666667000003,-1.7579564489,1.8882508883000002,0.2388714933,1.4033406330000002,-1.7734339229,0.0757172604,-0.7050287202000001,0.7986951120000001,0.2473116313,1.2007791373,-1.5490937487,-0.0105824133,1708.9388888889002,11,7,6604.6363636364,,,0.1835441694,0.1969288188
s284,1.2989825916,0.31796739700000004,1.800516255,2.35,42.0,0.33333333330000003,799,31.15,0.33333333330000003,591,0.1112503909,-0.8848542916000001,3.1515738316000004,0.3616831061,1.6569474437,-2.4689552283,3.39167e-05,2.32019e-05,4.07715e-05,2.7572987119,0.3102941004,1.450972549,0.8333333333,0.1666666667,21.2083333333,0.0125,1,0.0008333333,-3.2916666667000003,24.625,0.0416076845,1,-0.00030535889999999997,-2.4082912032,0.13987416290000002,0.7121384944,6.6,5.7,1.9313512009,0.5883733972,2.1062348388,-0.22646940350000003,0.8055555556,1.9498727954,4.032541645299999,0.0,5.320134937200001,4.427180528,0.1158628602,3.5814293105,-1.2083775268,3.5486526974,194.0,4,0.8195009231999999,0.002107337,1.0,0.0021065183,0.5833333333,0.0015811388,0.0006324555,0.0038729833,-0.8410251648,1.4434295746999999,0.6509864808,1.9157750561000002,-0.44714321659999995,400.3333333333,3.1740417296,0.3325470936,1.5095860183,10.0,20.5,9.8350552752,-1.8384837725,0.7071992249,17,1.4842813667,0.5905866205,1.8468889211,-0.5142474967,3.5427402457999997,0.4981236441,2.1417720005,-1.4606420959,0.5382716049,0.046938374000000005,3.4813014686000003,0.3478136578,1.3887768878,-0.23542903899999998,365.0,7.3,6.2,269.1666666667,4.7073219259,0.4228634282,1.7654244729,334.0,405.1666666667,2.3655278271,0.384461289,1.4249472971,71.1666666667,7.6824836601,2.5257228074,0.42425910270000006,2.1877615162,-1.4810542463,-0.9952538618,-0.2930156028,1.619440281,0.42670242630000005,1.8854388637,0.2287155786,0.0317757266,1488.0916666667001,15,8,2599.0833333333,2.6040604876,-1.1349799328,0.41563222619999995,0.3300184097
s285,1.0174403732,0.2629802295,1.2803765575,1.85,23.2,0.1666666667,569,15.4,0.1666666667,371,-0.6306908383000001,-1.0514776773999999,4.8186148038,0.4626456021,2.8055837817,0.16596834230000002,0.00301103,0.0054602203000000005,19.3032089844,1.6415951834,0.1272305474,2.2459901347,0.6666666667000001,0.0,11.75,0.033333333300000004,2,-0.003,-1.75,18.75,0.2416666667,2,0.003,-3.2142857143,-0.17157823100000003,0.7331566681999999,6.1,5.3,1.225504835,0.5342213635999999,1.6154932253,-0.8258638461000001,0.055555555599999994,-2.380824938,-1.3788378562999999,-0.2327949135,2.6871330603,1.4976077948,0.0952857691,1.8830723996,-0.0784585451,3.3153561287,177.0,8,0.7300182342,0.0013440289000000002,0.7433322906000001,0.0014796676,0.7777777778,0.1265219767,0.25,0.25,-0.7574020593,1.3893399412,0.4681538711,2.0099075416,-0.444931212,362.5,2.7475189257,0.3470371339,1.5562029341,-16.5,37.0,,,0.6586843165999999,9,1.0556201459,0.9271344162999999,1.8007864494,-0.25731924840000003,2.4504069858,0.5008361575,1.8899819345,-1.3604260288999999,0.5038560411,0.0528343432,1.7947050124,0.2980579614,1.7427025820000002,-0.21124281469999998,358.5,6.0,5.3,237.5,2.847015911,0.1833072434,4.3690104832,245.1666666667,320.3333333333,3.1533731642,0.31295205190000003,2.5346135156000003,75.1666666667,11.08160299,2.7326502389,0.3802114396,3.3006267505,-1.1871102516,-0.1581917585,-0.4026496080000001,1.2641928387,0.1003721659,2.256217296,-0.060179029800000006,0.3678191021,3319.3037037036997,7,7,4148.25,-0.955295951,1.7578579176,0.8377817513,0.6604157922999999
s286,,,,,25.695652173899997,0.23333333329999997,562,18.8260869565,0.23333333329999997,422,-0.9299993795,-0.7417194134999999,3.5913262066000002,0.3885471134,2.6409964742,-0.29411952280000003,4.9652200000000005e-05,0.0001096616,0.0008349608999999999,2.2709527793,0.3438877191,1.2336949346,0.5,0.33333333330000003,7.625,0.1958333333,2,-0.0001666667,-3.4583333332999997,6.5,0.0557356608,2,-0.011927680800000002,-4.3732335827,-0.0796617916,0.7616849481999999,7.0,5.4,0.6855189284000001,0.44746115729999997,1.8118483438,-0.1008296787,0.5,-0.9638947656999999,-0.5742954068,-0.8486696147,2.2841016937000003,1.4909350405,0.0750998153,2.0438594877000003,-0.7017421781000001,4.5619233948,131.0,4,0.5485244751,0.0016216418,0.5,,0.3888888889,0.0038729833,0.0099597577,0.0015811388,-1.4152898918,1.4405819659,0.5574323885,1.446699925,-0.35245342399999996,,,,,,,-14.060070250999999,14.614665733399999,0.5254265695,3,1.4237072505,0.6079826893,1.7393031630000002,-0.48059738049999995,2.0391722914,0.50976465,1.9870245441,-0.8197241996,0.3840399002,0.0415772222,2.1944230937,0.2904702551,2.1881499666999997,-0.23485695059999998,397.0,5.4,4.3,335.5,2.065081132,0.363594077,2.3663957438,259.3333333333,288.0,2.3221200214,0.33932261220000004,1.9982024113,28.6666666667,232.0620380739,2.5612341132000003,0.4660749459,2.0039534487,-1.0295518487,0.5722856049,0.38388660399999996,0.6665967212,0.38522013479999995,1.1352496961,-1.4312011176,-0.436347882,3297.3916666666996,8,2,3984.4166666666997,0.2228915669,-0.1518805313,0.8529540904999999,0.35773059020000003
s290,1.3638682263,0.2349836498,1.1194929834,1.3,61.923076923100005,0.5666666667,753,21.411764705899998,0.43333333329999996,337,-0.2043216048,-0.4451271513,2.7211818722000003,0.3102758912,1.7264430215000002,-1.0555547359,0.0034728603000000005,0.0002559519,0.0043378906,3.2301634299,0.2813254852,1.5154200743,0.1666666667,0.6666666667000001,11.416666666700001,0.15,1,-0.005,-2.6666666667000003,7.916666666699999,0.24780884809999998,2,-0.0106252087,-1.4307178631,0.15544215779999998,0.35072618180000004,6.4,4.9,0.5978588443,0.41164375259999997,1.425074717,,0.055555555599999994,-1.6944407175999998,0.15865826060000002,-0.256142756,2.8129842727999996,1.4602451652000001,0.0197779184,1.7472116878,-1.4100946559,2.1640450968000002,96.0,10,0.6764450073,0.0017479510000000002,0.8079563141,0.0022566206,0.5277777778,0.009797959,0.0256124969,0.25,-0.9907001361,1.719094197,0.393867995,1.7738895137000001,0.2325959006,,,,,,,10.6172051464,-11.0607612635,0.3434520414,1,0.3792827896,0.039662478,2.0976314183,-0.1411137835,1.6382088935,0.3795962583,1.6002593083,-0.9385906406,,,1.1050819326,0.31449714970000003,1.6596751432,0.1580289764,350.0,6.7,5.2,,,,,319.0833333333,251.8333333333,1.8779956088,0.0959313506,1.7681403343000002,-67.25,-21.595159235700002,2.0895734561,0.2903163977,1.5076093259,-1.6867948716999999,-0.0645664034,-0.3050949626,0.5637499965999999,0.0207275107,1.7801179034,-0.27801317470000003,0.20398861829999998,1255.6228349673,23,7,2215.0833333333,-0.7007818026,0.8272571095,0.6833190498,0.5656568138
s291,0.6323906954,0.0296035981,2.0596642641,1.55,17.821428571400002,0.0666666667,478,9.8076923077,0.1333333333,245,-0.7237875186,-1.7326115088,3.2531502910000003,0.4553191901,1.6784900232000002,-0.38057168560000004,0.0008140069,0.0043742981,0.006261718800000001,1.8165577617,0.28926499640000003,1.8086318453,1.0,0.0,6.208333333300001,0.12916666670000002,3,-0.0075000000000000015,-1.4583333333,8.5416666667,0.1831648129,3,-0.010051365,-2.5202224469,0.0751174973,0.8132746183,5.4,7.3,0.48640023299999996,0.2159382472,2.0914983603,-0.1072545451,0.19444444440000003,-2.123322047,-2.358994981,-0.9640691781,2.5149008205000003,1.3376883612,0.0754722615,2.3020023276,-0.8075379761,4.3503317988,140.0,6,0.8475082398,0.0016766198,0.996484375,0.001584192,0.75,0.009797959,0.06403124240000001,0.0256124969,-0.9469625776,1.5894827921999999,0.5584844482,1.8548363647,-0.4153782311,397.3333333333,2.685557766,0.3472776546,1.3150960978,74.5,90.0,,,0.6779185027,6,0.7227011995,0.7513474509999999,2.0221232413,-0.0162484175,2.2782798568,0.4760779449,2.1068232694,-1.2455762629,0.4761904762,0.0366930559,1.7009847335,0.4230670138,1.4599241881,-0.462919759,464.0,5.9,4.8,,,,,293.3333333333,302.5,1.9691912344,0.3719691247,1.1831515383,9.1666666667,-5.8135788262,2.7565547595999997,0.3740093703,2.2070143027,-0.1097088051,-0.10664946369999999,-0.2534493062,1.2155071956999999,0.4124779203,1.7390743012999998,-0.2100509009,0.2044669232,2469.1916666667003,1,8,4629.3636363636,,,0.21506010379999999,0.1886160737
s293,1.0901745583,0.286226468,1.6557434703999998,2.65,29.25,0.33333333330000003,560,21.8421052632,0.3666666667,390,-0.9200444469,-0.37870801950000005,4.3423176902,0.2888365489,2.6054270823,-1.2895920427,0.0001220775,0.0017595596000000004,0.0015620117,5.1020456146,0.2684915044,1.6226994942,0.8333333333,0.1666666667,10.125,-0.1375,2,-0.0105,-5.2083333333,15.833333333299999,0.06951896390000001,2,-0.0061017576,-1.6341350601,0.1041282565,0.8346826987,7.4,6.5,2.6537674543,0.3972006506,1.9521929822,-0.7996960562000001,0.8611111111,-2.6911343232,-1.402948747,0.3298219498,4.6604910377,3.2509587857,0.25541696480000003,1.4314914682,-1.1195720593,3.7262636324,219.0,7,0.7524780273,0.0010347609,0.9091598511,0.0011956102,0.6388888889000001,0.0015811388,0.0002011893,0.0006324555,-1.6397736052,2.4417961188999997,0.4874769149,1.5231311025,-0.1387454658,370.8333333333,2.7790015097000005,0.3256727081,1.1610431176,36.0,41.0,15.2669196491,-8.5876012626,0.3914615082,15,2.2438812897,0.4827472424,1.4524640197999998,-0.6185760640000001,4.8993058753,0.3975053078,1.6621785544,-2.0028135661,0.6212871287,0.1183174285,4.3613047804,0.29830713010000004,1.6916388066,-0.4189802894,315.0,5.9,7.1,282.6666666667,4.2456092718,0.30462892399999997,1.6650800258,262.5,253.8333333333,2.0535954622,0.0340954648,2.0175989485,-8.6666666667,44.9875,3.6494560788999997,0.353146771,2.0324826874,-1.2637266967,-0.2557172351,-0.30502914410000004,2.6371557175,0.2993198205,2.2353472152,-0.255193506,0.2185786696,1947.1666666667002,-6,9,6231.083333333299,1.0623593037,1.6916760107000002,0.9203562909999999,0.4124631911
s294,1.2514430711,0.2680267925,1.0455619278,1.8,27.0,0.23333333329999997,594,30.0,0.43333333329999996,480,-0.8281611901,-0.8361139488,3.49924627,0.32432116899999996,1.8475788462,-2.2997865431,0.0041403499000000005,0.0080561218,0.0383935547,4.4938784922,0.26575003989999996,1.3564769825999998,0.33333333330000003,0.33333333330000003,10.5833333333,0.0416666667,2,-0.0033333333,-2.25,13.875,0.0239401496,1,-0.0039975062000000006,-5.6450540316,-0.1705116855,0.6577499262000001,8.3,6.9,2.5180579752,0.35381876450000005,1.6973299941,-0.3492671042,0.1388888889,1.0756847103,3.4254806964999998,0.0,5.320134937200001,4.1030090528,0.2464240192,1.3009480772,-1.0170844173,3.9312389163,223.0,8,0.7423341751000001,0.0010935314,0.6980741501000001,0.0010783608,0.6388888889000001,0.0256124969,0.06403124240000001,0.0256124969,-1.6878937531,1.7325267135,0.3973131665,1.4040636362,-0.5346602469,342.1666666667,3.1398645951999997,0.33962136130000004,1.2460931603,28.5,13.0,-11.6762827917,13.3918652077,0.4087249924,12,2.2115022959,0.3935442380000001,1.7638072487,-0.9284018102,3.2095244574,0.34833131040000004,1.8665785072,-2.4611082586,0.4083129584,0.0633472348,3.0635735712,0.28773933949999997,1.1593646006,-0.8289821699000001,292.0,5.8,6.7,259.1666666667,2.8741520964,0.3359985996,1.7440291949000002,215.6666666667,205.8333333333,3.0976771713,0.3063393137,1.548209509,-9.8333333333,2.3325406758000002,2.7713047110000004,0.3149752529,2.0678580188,-1.4866421628,0.035085573700000004,-0.7684794301000001,1.4844242322999999,0.3355463917,1.4812477133000002,-0.2823440575,0.1806612936,1423.2121212120999,12,10,2061.8333333333,-0.7631776677000001,0.8021374643000001,0.8415547079000001,0.3477816307
