,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s082,1.3798249163999998,0.1012662888,1.8044425904,2.45,31.4583333333,0.2,720,23.681818181799997,0.2666666667,506,-0.2850136815,-1.1528306395,3.8924493942000002,0.3175784854,2.0125470813,-0.6461154308,0.0002384741,0.0015404434,0.05459375,2.7333333332999996,2.8928571429,4.6,1.5,1.0,2.4,1.8571428571000002,48,5.9526283264,0.2431435745,1.8914861905000002,0.6666666667000001,0.0,5.958333333300001,0.0041666667,1,-0.0038333333,-2.7916666667000003,3.7083333332999997,0.0502525253,2.0,0.0010606061,-2.0858585859,1.0833333333,1.1818181818,-0.12233371119999999,0.6323626457,8.3,7.3,2.9953787233999996,0.4021395161,2.4439333377000003,-0.6390310422000001,0.22222222219999999,3.1666666667000003,3.5,1.0,1.1666666667,3.3333333332999997,4.6666666667,4.6666666667,5.0,4.1666666667,2.8333333332999997,1.5,3.0,2.0,1.1666666667,5.0,-0.1438096858,0.8820308775,0.0,5.320134937200001,3.5473159216,0.0158092798,3.6770177428,11.1111111111,0.0,11.1111111111,5.666666666699999,5.5,4.625,3.875,4.875,3.2857142857,2.5,31,-0.9575666758,4.0502743994,35,233.0,7,1.0,1.0666666667,0.8056304931999999,0.0018937548,0.8680659293999999,0.0021259087,0.6388888889000001,0.0038729833,0.0038729833,0.0256124969,1,-0.3929496429,1.887641994,0.3945342522,2.6511856679,-0.4001265172,5.4,267.3333333333,3.7034572534,0.31485943969999997,2.22041138,0.5,115.5,47,6.9779141275,-5.6665655616,0.6319495059,11,1.4471819887,0.4393799467,2.4467342718,-0.4985123034,0.0833333333,0.6666666667000001,0.25,0.33333333330000003,129.0,0.1,0.2,0.5,0.0,3.366547802,0.36542810259999997,2.5282948978,-2.1754143186,0.3832923833,0.026727515700000003,3.9457411074,0.2845056368,1.5961134601,-1.0064794678,252.0,7.3,5.7,260.0,4.3656263686,0.33290042880000004,2.8877948062,217.5,247.6666666667,3.8722736669,0.32084972910000004,1.8361063543,30.1666666667,43.8494572462,3.1219701581,0.3998136314,1.8552322541,-0.6711540573,5.0,6.0,4.5,1.0,1.5,43,-0.6716213801,-0.6006388299000001,2.181226447,0.241551572,2.3414078171,0.1463815645,0.12243673769999999,3.0,3.0,1.8888888889,2.1111111111,2.0,2231.475,-1,9,6488.333333333299,-0.0907793093,-0.3399795539,-0.1953894535,1.5,1.1818181818,1.0,1.1428571429,1.3333333333,0.6486152767000001,0.5123222555
s083,1.3480358109000001,0.3764692275,1.2790841598,2.1,38.92,0.1666666667,921,17.363636363599998,0.2666666667,364,0.0902509923,-2.8160601279,0.6988062204000001,0.2658204617,1.6280456325,-0.5548246193999999,0.0007403777000000001,0.0093823242,0.13905175779999998,2.3333333333,4.5357142857,3.8333333332999997,2.75,2.25,3.2,2.8571428571,36,4.6805474556,0.3086097344,1.4947797077,0.33333333330000003,0.6666666667000001,5.541666666699999,-0.0041666667,1,0.0001666667,-1.4583333333,9.7916666667,0.016799831799999998,1.0,-0.0010235492,-4.2989907485000005,1.0,1.0,0.0170030038,0.8913356179,7.1,5.9,2.5292093384000003,0.4760876617,1.9826236706,-0.3082153474,0.25,2.5,4.1666666667,1.5,1.8333333333,4.8333333333,5.833333333300001,4.0,5.666666666699999,6.166666666699999,3.1666666667000003,3.0,6.166666666699999,3.0,3.0,7.0,-1.0416957622,-1.189328366,-0.48135578549999997,1.6949242847,1.1934947139,0.0532936577,2.1148893943,0.0,100.0,70.3703703704,7.0,4.5,4.875,3.875,4.625,3.7142857143,4.5,56,-1.1622509791,3.1338577672000003,34,185.0,7,1.25,1.0666666667,0.8477905273,0.0009738966,1.0,0.0010411182,0.4722222222,0.009797959,0.0256124969,0.0256124969,2,-2.1984562569,1.3042233898,0.507632685,1.6677132633,0.08851056480000001,4.3333333333,,,,,,,45,,,0.7204340251000001,6,1.0994089025,0.2402075521,2.1530820253,0.0265089748,1.0,0.33333333330000003,0.4166666667,0.75,110.0,0.0,0.4,0.7000000000000001,0.2,1.713305081,0.165622395,2.5121775863,-1.1927888226999999,0.41089108909999994,0.025627925000000003,3.2390352456,0.35241163200000003,1.4695578727,-0.5688910049,380.0,5.8,5.3,317.8333333333,3.5271016166000004,0.3821696568,1.1210931709,305.1666666667,303.3333333333,1.7498521919,0.0817163484,2.3008464424,-1.8333333333,2.0047333903999998,2.3673290771,0.4356201222,1.3222899066,-1.7581063409,6.5,3.0,6.5,4.5,5.0,44,,,,,,,,4.6923076923,4.4,2.5555555556,1.5555555556,2.2,2605.4537037037,9,7,2905.3333333333003,-0.7927084888,0.6046065363,-0.3827524711,1.1,1.7272727273,2.3333333333,1.1428571429,1.5,0.2343559896,0.2767393032
s084,0.8776548202000001,0.2720835244,0.9410976889,1.05,37.277777777800004,0.4,630,31.15,0.33333333330000003,598,0.030117578800000006,-0.503134547,3.4227857125,0.3984175685,1.8146276552,-0.9438514047,0.0033494841000000003,0.028026123000000003,0.0811591797,3.4666666667,3.7857142857,3.9,3.0,2.5,4.0,3.5714285714000003,43,4.0734116641,0.2518476629,1.6045125594,0.1666666667,0.6666666667000001,11.625,0.0291666667,1,-0.0041666667,-2.5416666667,18.0,0.0312599681,0.0,-0.0057812714,-1.5881749828999998,1.0,1.8181818182,0.2467294936,0.6542091896000001,5.9,5.8,1.1857203484,0.2860647357,1.6448383744,-0.9173752202,0.0,1.1666666667,3.6666666667,1.0,3.0,3.8333333332999997,6.0,3.5,5.1666666667,3.5,2.0,1.6666666666999999,2.0,2.5,2.3333333333,5.1666666667,,,,,,,,44.4444444444,66.6666666667,59.2592592593,5.3333333333,2.0,4.875,5.0,4.125,3.2857142857,2.625,47,-1.0199797456,2.2552282759,35,104.0,9,1.25,1.6666666666999999,0.6555591583,0.0019921078,0.8457717895999999,0.0021987495,0.3888888889,0.158113883,0.158113883,0.25,1,-2.8751617545999997,1.4722363368,0.3413180203,1.0206258112,-0.266505769,4.8,,,,,,,41,0.8581946015,1.0256362521,0.5328206152,4,1.6670266499000002,0.4089099793,1.4286399357,0.017671544600000002,0.75,0.5833333333,0.6666666667000001,0.9166666667,125.0,0.0,0.4,0.5,0.7000000000000001,2.7374242595999996,0.4107791892,1.4230847147,-2.5485425184,0.3558897243,0.011884411200000002,2.3905641738999996,0.2255384247,1.0403633502,-1.7671360006,270.5,5.6,4.4,344.0,2.7550781843000003,0.2508441715,1.2701560465000001,,,,,,,,2.1837472357,0.28937629330000003,1.7361388875,-1.5989252722,6.0,6.0,6.5,4.0,4.0,37,0.3886998185,0.1469282318,0.33718443189999997,0.2460994421,1.452790007,-0.6814042961,-0.0899913801,4.3846153846,3.0,4.5555555556,2.3333333333,3.4,3252.1458333333003,15,5,3943.75,-0.1861116615,0.36901939799999994,-0.2271920816,1.8,2.0,2.4166666667,2.0,2.5,0.8112706842,0.5942283082
s085,1.3951129581000001,0.2787649081,1.2141151933,3.75,47.61904761899999,0.30000000000000004,971,39.0,0.4666666667,594,-0.40607668469999997,-0.9622075081,4.3003399298,0.3546546168,1.9799443018,-1.1420688405,0.0017226785,0.011180206299999999,0.1320664063,5.9333333333,4.4642857143,4.7666666667,2.75,3.25,3.4,2.5714285714000003,48,6.1879219313,0.3046631715,1.7454046208,0.6666666667000001,0.1666666667,10.2916666667,0.0125,2,-0.0111666667,-2.625,17.8333333333,-0.1415692821,1.0,-0.0041035058,-1.909015025,1.0,1.0,0.1002739573,1.1614670692,9.3,7.5,2.7682930912,0.38282647020000005,1.7681370318,-0.9463447681999999,0.11111111109999999,1.6666666666999999,2.6666666667000003,1.5,3.6666666667,4.5,4.0,4.1666666667,5.0,4.8333333333,2.3333333333,1.0,2.6666666667000003,2.3333333333,4.3333333333,5.1666666667,-2.5304804916999997,0.0038829501,0.0,5.320134937200001,4.3592165569,0.1654964384,3.005083458,27.7777777778,0.0,25.925925925900003,6.0,5.25,2.0,4.75,4.0,3.0,4.25,44,-0.8075379761,4.3503317988,23,157.0,9,1.125,1.8,0.6433485508,0.0011979283,0.6122137308000001,0.0013118010999999998,0.6388888889000001,0.06403124240000001,0.06403124240000001,0.158113883,3,-0.4921123306,3.0552227679,0.38417770689999997,2.2758076147,-0.1977299236,3.7333333332999996,254.5,3.3858608794,0.28828292839999997,2.5844366875,7.0,234.0,45,-3.7078404868,4.8462615516000005,0.3087063875,12,2.5846498769,0.4224235921,1.8488814818000001,-0.4319123926,0.6666666667000001,0.8333333333,0.9166666667,0.9166666667,116.0,0.6000000000000001,0.1,0.4,0.9,3.6148236748,0.4263600871,1.7965376501,-2.2495677937000003,0.4,0.0475985258,4.170994009,0.2918936193,1.5404053922,-1.2722622507,349.5,6.5,6.7,273.8333333333,5.3569594446,0.2550007663,4.7329210116,235.1666666667,270.3333333333,4.1210385974,0.25660787490000003,3.7301856405,35.1666666667,75.03928571430001,4.329592324,0.5000342977000001,1.8367264427,-0.5437924833000001,5.0,6.0,5.5,2.0,6.0,42,0.1009228706,0.17524893500000002,2.0511143889,0.32588672490000004,1.6215589575999998,-0.4257607827,-0.8901202567000001,3.9230769231,3.4,2.5555555556,2.8888888889,3.2,1738.3777777778,5,8,3663.9166666666997,-0.4837718127,-0.1968576562,-0.8342764257999999,1.8,1.5454545455000002,1.0833333333,1.0,3.5,0.3289153696,0.1420185338
s086,0.8052418664000001,0.1945521601,1.6145016622,1.3,20.7894736842,0.3666666667,356,18.055555555599998,0.4,305,-0.6395162071,-0.4227542444,2.4747547735,0.4058052646,1.6502060509,-0.06600416519999999,0.0013323203,0.0019241179999999998,0.0759648438,3.1333333333,3.1428571429,4.6333333333,1.75,2.5,2.6,2.4285714286,44,2.1091626049000003,0.3126458881,1.9834360544999998,0.33333333330000003,0.1666666667,15.791666666700001,0.12916666670000002,2,-0.016166666700000002,-3.375,8.0833333333,-0.0135227515,1.0,-0.0017150182,-1.8549455245,1.1666666667,1.4545454544999998,0.3103200089,0.5942309822,7.2,7.5,1.5066682369,0.45691931,2.2799724231000003,-0.7042757590000001,0.22222222219999999,1.1666666667,1.3333333333,1.8333333333,2.3333333333,2.8333333332999997,3.8333333332999997,4.5,4.0,4.0,3.1666666667000003,1.3333333333,1.1666666667,2.1666666667,2.5,3.6666666667,-3.1509917266,0.6224509429,-0.0782505426,3.2247421738999997,1.5596091099,0.1771261552,1.4252711252,33.3333333333,0.0,18.5185185185,4.6666666667,5.0,3.75,3.875,3.875,3.4285714286,3.625,43,-0.8893284576999999,4.1867508355,30,321.0,7,1.0,1.4666666667,0.7515197754,0.0007976451000000001,0.9664916992,0.0015050874,0.44444444439999997,0.009797959,0.009797959,0.06403124240000001,2,-0.2759060933,1.6266380158000002,0.3107002521,2.7876264088,-0.0905740822,5.0666666667,,,,,,,44,,,0.5751925036000001,3,0.8382363677,0.2506045999,2.19069487,-0.13599723689999998,0.75,1.0,,0.75,122.0,0.0,0.4,0.6000000000000001,0.30000000000000004,1.7163636433000002,0.21995153239999998,2.0395399263,-0.8448943591,0.3975,0.022817095000000003,2.9899862898,0.36120515700000005,1.9405259396,-0.7082935454000001,319.5,6.0,5.5,255.8333333333,3.2851202000999997,0.4347688563,1.7399459132,247.3333333333,352.3333333333,2.2266768803,0.3107363118,1.8160363649000002,105.0,-5.5032327586,2.0629245722,0.37546211770000004,2.7350781389999996,-0.8912566108000001,5.0,5.0,6.0,2.0,4.5,40,0.1522908714,0.3220565245,1.0291090078,0.0759398679,2.152787768,-0.3387509841,-0.1430285412,3.7692307692,2.5,3.6666666667,2.6666666667000003,3.2,3250.2296296296004,6,7,3168.6666666666997,0.06530810840000001,-0.33882209799999996,0.010984884299999999,1.6,2.0,2.1666666667,1.7857142857,2.3333333333,0.334625789,0.2907726251
s087,1.1037012205,0.30248248380000003,1.5800468889,1.8,25.9615384615,0.1333333333,650,22.0,0.1666666667,525,-0.3257788995,-1.4143788111000002,3.0054004468,0.4520886562,1.5746866694,-0.8667929350000001,0.0193363733,0.0503444824,0.02503125,4.3333333333,4.0714285714,3.3,2.0,2.5,3.2,4.0,39,3.6686984010000003,0.4164853088,1.6883336051,0.0,0.6666666667000001,8.125,0.0291666667,1,-0.0001666667,-2.5416666667,10.5416666667,0.1365248227,3.0,-0.0062884161,-2.3445626478,1.0,1.1818181818,-0.2255702879,0.9683921294,6.8,7.2,2.444216689,0.5554416382,1.8299096155,0.031314835299999996,0.1388888889,1.8333333333,2.5,1.8333333333,3.0,3.8333333332999997,5.3333333333,5.833333333300001,6.166666666699999,6.5,3.8333333332999997,1.3333333333,1.5,2.6666666667000003,1.1666666667,5.0,-4.285186505,0.3104147937,0.0,5.320134937200001,2.6908475948,0.3165377,1.4582845742,55.5555555556,66.6666666667,55.5555555556,4.6666666667,5.0,3.0,2.25,2.875,2.1428571429,4.5,37,-1.0170844173,3.9312389163,25,221.0,6,1.1875,1.0,0.6957855225,0.0007631073000000001,0.9926757812,0.0010523216,0.4722222222,0.158113883,0.06403124240000001,0.158113883,2,-0.3802745113,0.7314079551999999,0.0380665319,2.4582695479,0.10974543279999999,4.1333333332999995,317.3333333333,3.4500734092000003,0.4144676275,1.5398139931,53.5,31.5,46,5.6666612049000005,1.1219048317,0.7230582115,4,1.2768746342,0.6456760102,2.1552754235,0.0963670073,0.9166666667,0.5,1.0,0.9166666667,112.0,0.2,0.7000000000000001,0.4,0.0,3.2576457991,0.4915301332,1.6333607093,-3.3819810387,0.5301507538,0.0093435811,3.8799975291,0.3761883054,1.5460190475,-0.2841369186,380.0,5.4,5.0,455.5,4.145108215,0.4775615680000001,1.4310027115,298.8333333333,325.1666666667,3.7924387885,0.4317079245,2.393415433,26.3333333333,58.655240981000006,3.1263207094,0.3965632723,2.6838440467,-2.3781039521,5.0,6.5,2.0,2.0,5.0,54,-0.2374224012,-0.2865363986,1.633572038,0.48779751549999995,1.5023585959999999,-0.28418111220000003,-0.7029411707000001,4.2307692308,4.9,2.6666666667000003,3.1111111111,2.6666666667000003,2163.25,-2,11,4009.6666666666997,0.460090872,-0.0185666554,1.7567107519,1.6,1.2727272726999999,3.0,1.1428571429,1.3333333333,0.22336701809999998,0.2045619152
s088,1.6399327897,0.2784795484,1.3035338384000001,2.5,12.777777777799999,0.1,330,8.4615384615,0.1333333333,210,-0.24175505579999998,-0.5485687206000001,4.7252869754,0.33412360700000004,2.6666513916,-2.0422334988,0.0009909803,0.012914398200000001,0.025967773399999998,2.4,3.2857142857,3.6666666667,3.0,1.75,3.4,3.1428571429,46,7.18892948,0.28692062020000003,1.6448390654,0.0,0.6666666667000001,2.0,2.4286128660000003e-17,1,-0.001,-1.4166666666999999,4.375,0.0028967254000000003,1.0,-0.0017783375,-1.048488665,1.0,1.2727272726999999,-0.017888307200000002,0.3403141361,6.7,7.3,4.0261310737,0.4867493974,1.6627814697999999,-0.0926597184,0.0833333333,1.5,1.3333333333,1.6666666666999999,4.6666666667,4.5,4.0,6.333333333300001,5.3333333333,5.5,2.3333333333,1.8333333333,1.0,2.1666666667,4.1666666667,6.0,-1.9801598194999999,0.3164455914,0.0,5.320134937200001,4.5708302678,0.3055247088,1.164943667,27.7777777778,22.2222222222,51.851851851899994,6.0,4.5,4.0,2.875,4.25,2.5714285714000003,3.875,49,-0.8075379761,4.3503317988,27,193.0,7,1.0625,1.4666666667,0.9450439453,0.0013409981,0.937109375,0.0013637120000000002,0.5,0.06403124240000001,0.06403124240000001,0.06403124240000001,2,-1.4703983493000001,2.0441271435,0.4784799958,1.5010703024,-0.44575909770000005,4.5333333333,296.1666666667,3.6326817876999997,0.2857882147,2.2033727292,-17.0,163.0,46,,,0.4735300556,4,2.7769844039,0.4425308205,2.1752641074000003,-0.5019927559,0.75,0.0833333333,1.0,0.5833333333,119.0,0.30000000000000004,0.2,0.7000000000000001,0.4,3.5977263338,0.4928352869,2.6374979566,-1.7491636779,0.4731707317,0.031636202599999996,5.2739446913,0.28161148469999997,1.5280200225999998,-1.1462354237999999,326.5,5.8,5.5,240.3333333333,4.383018717300001,0.2706021795,5.0720131988,260.6666666667,255.3333333333,4.431282168,0.2159519341,4.3008524387,-5.3333333333,51.9291666667,3.7672823507,0.4058111379,2.0153087082,-1.2614693246,6.0,5.5,6.0,1.0,5.0,45,-0.7405870973,-0.4892258054,2.3088296941,0.3768303195,1.6908797834,-0.6336150275,0.7927693759000001,3.7692307692,3.2,3.6666666667,3.2222222222,3.4666666667,2750.7916666666997,6,6,5283.25,-0.4983149686,0.29528552820000004,-0.06939081970000001,1.7000000000000002,1.2727272726999999,1.25,1.0714285714,2.1666666667,0.8052031304999999,0.3696780009
s089,1.2600402057,0.41989998079999996,1.7304815563999998,2.35,22.608695652199998,0.23333333329999997,500,16.8,0.1666666667,411,-0.6287529839,-0.5900364408000001,3.7355026251999996,0.4629690930000001,2.025215512,-1.1570236607,0.0039603883,0.0329987793,0.1882236328,3.8,3.6071428571,4.2333333333,2.75,2.0,3.6,3.1428571429,39,2.6746352251000003,0.4041997954,1.7118107358,0.0,0.5,19.75,-0.075,0,-0.012666666699999999,-0.75,11.833333333299999,-0.0090686275,1.0,-0.0013039216,-2.0441176471,1.0833333333,1.6363636363999998,-0.036500316500000005,0.3551630662,8.5,6.5,1.3753030638,0.4786887106,2.1994372862,0.0534937436,0.0,2.5,2.0,1.1666666667,2.6666666667000003,4.1666666667,5.833333333300001,6.5,6.5,5.3333333333,4.6666666667,2.1666666667,1.0,1.5,1.6666666666999999,4.3333333333,-1.4857773265,-0.5934670593,-0.5629734621,4.194188013,2.3490823198,0.3604787747,2.205157414,88.8888888889,55.5555555556,85.1851851852,6.833333333300001,4.25,3.5,4.5,2.625,4.5714285714,2.875,55,-1.2083775268,3.5486526974,22,219.0,7,1.0625,1.0,0.6394451140999999,0.0013401079,0.6581768990000001,0.0013052178,0.5,0.0256124969,0.0250316331,0.0256124969,2,-1.4798037768999999,1.7985547763999998,0.5407559458,1.6556037881,-0.6170470639,4.3333333333,,,,,,,46,,,0.6359358781000001,11,1.4748862394,0.7701490341,1.8189613162,-0.10398137369999999,0.25,0.6666666667000001,0.33333333330000003,,135.5,0.2,0.2,0.5,0.0,2.5189372188,0.5232516592,2.2036731321,-0.6877199240999999,0.3903061224,0.000236539,3.2358241086,0.3394813957,2.2758588144,-0.7122535566,449.5,5.0,4.7,473.0,3.6776133315,0.428428846,1.5372564345000002,318.8333333333,346.0,2.3947499868,0.3593868995,1.6314590053,27.1666666667,40.6369604994,2.0121877688,0.4313969199,2.0500550863,-1.0420141512,6.5,5.5,6.5,2.0,4.0,30,-1.0553828153,-0.1398765259,1.5370933975,0.4617347366,1.643863649,-0.4001927555,-0.6468830093,4.0769230769,3.6,4.4444444444,3.0,2.8666666667,2053.0066137566,15,7,4787.5833333333,0.1063632267,0.1178876521,-0.1086620699,1.5,1.2727272726999999,1.9166666666999999,1.1428571429,1.5,0.8542763256,0.37742599509999997
s090,0.6933992193,0.08650648100000001,1.4037602250999999,1.45,16.64,0.1666666667,407,11.5,0.1333333333,289,-0.717603489,-1.0538668108,3.6609037722,0.4278949123,1.3509229108,-0.8108336452,0.1320666552,0.46578222659999996,0.0551259766,3.4666666667,2.4285714286,2.2,4.0,2.0,4.0,3.1428571429,64,4.595343279100001,0.278533653,1.6465095056,0.33333333330000003,0.1666666667,11.375,0.0291666667,0,0.0035,-0.375,10.4583333333,-0.13257731960000002,0.0,-0.006903092800000001,-1.4017182131,1.0,1.3636363636000002,0.3172088614,0.4441437245,5.8,3.8,2.0611085555,0.5122803139000001,1.7288451612,-0.6313721424000001,0.0,1.5,1.0,1.5,1.5,5.5,5.1666666667,7.0,5.666666666699999,6.666666666699999,2.5,1.0,1.0,2.6666666667000003,1.0,6.333333333300001,-0.6750584129,0.06093789290000001,-0.5616381195,3.4239749998,2.1874797429,0.255261002,1.9319578975999998,66.6666666667,0.0,7.4074074074,7.0,1.0,4.75,4.875,5.0,4.7142857143,4.875,46,-1.0816155204,3.2951286846,39,220.0,10,1.0,1.1333333333,0.5912388802,0.0012596607,0.6528867722,0.0011271783999999999,0.3888888889,0.25,0.25,0.25,6,,,,,,5.6,318.3333333333,2.5280314655000002,0.34285078939999997,1.1734399275,23.5,31.0,47,,,0.6016565711999999,6,1.5799476797,0.5422306903,1.6344964377000002,-0.44179728240000005,0.6666666667000001,0.5,0.5,0.75,147.0,0.1,0.1,0.5,0.1,2.8195724562,0.40024898840000006,2.1114609657,-1.4429894657,0.32598039219999997,-0.0120274618,2.5107351659,0.3353645427,1.4012478208,-0.1933032594,298.0,4.4,3.9,319.8333333333,3.2610083916000003,0.3430508782,1.4691114154,268.3333333333,347.6666666667,3.5640662808999997,0.31035383699999997,1.7925509953999998,79.3333333333,69.96279635260001,2.1146594265000003,0.3919785689,1.7578050853,-1.995585998,5.0,7.0,3.5,7.0,6.0,47,-0.04845046099999999,0.042193025300000006,1.3192480356,0.3094210495,2.1972775204,-0.25895287699999997,0.034013556800000004,4.6923076923,2.5,3.8888888889,2.1111111111,2.2666666667,2688.0740740741,2,8,4291.6666666667,,,,1.0,1.0,1.0,1.0,1.5,0.7953035443,0.20787994280000002
s091,1.2101409847,0.24096710329999999,1.0702072651,1.65,34.0909090909,0.2666666667,720,21.0526315789,0.3666666667,380,-0.20933311359999998,-1.3551776452000002,3.6628304422,0.356367855,1.7179481036000002,-0.1590903545,0.0011686342,0.001537632,0.0329902344,6.333333333300001,3.6785714286,4.9,2.5,2.25,3.4,3.7142857143,49,5.920900864400001,0.26917758480000004,1.2189252987,0.8333333333,0.0,12.833333333299999,0.0666666667,1,-0.0016666667,-1.0,17.25,-0.0523640662,2.0,-0.008761229300000001,-2.3096926713999997,1.0,1.1818181818,0.0524459772,1.1841357133,7.6,6.5,3.0995100431,0.4067765472,2.0470304012000002,-0.0945348236,0.30555555560000003,2.0,2.3333333333,1.3333333333,1.5,3.3333333332999997,4.6666666667,3.1666666667000003,4.8333333333,5.5,1.8333333333,1.6666666666999999,1.5,2.0,1.1666666667,5.0,-1.7864630211,1.9967476178,0.0,5.320134937200001,4.7539202201999995,0.1486764873,2.7175796837,16.6666666667,22.2222222222,29.6296296296,6.0,2.25,1.75,3.0,3.875,3.1428571429,3.625,47,-0.8893284576999999,4.1867508355,23,222.0,9,1.125,1.0,0.8051666259999999,0.0013351366,1.0,0.0020942295,0.6388888889000001,0.009797959,0.0256124969,0.0256124969,3,-3.1116258804,0.9172137054,0.328313332,1.2887409614,-0.5355438963,2.6,211.3333333333,4.8818700097,0.2485060472,2.1053676697,-0.5,65.5,39,3.5516423795,0.9660498864,0.5040214336000001,17,1.6020469136000002,0.40675806859999997,1.5025363466,-0.3122331465,0.75,0.5833333333,0.5833333333,0.5,105.0,0.0,0.1,0.2,0.0,3.0870803581,0.360480027,1.25085817,-1.7057990249,0.43734643729999995,0.08469268210000001,5.368762488400001,0.2540580798,1.3291132769,-1.6767308683000002,265.5,4.9,5.3,274.3333333333,3.42261834,0.31255037020000004,1.3982643729,225.0,222.3333333333,3.4318140037,0.3129982677,1.8392614442,-2.6666666667000003,131.7209401709,3.8250691954,0.31638989079999996,2.8898725684,-0.8284801407,6.5,5.5,4.5,3.5,4.0,51,-0.6882435759000001,-1.4003859686000002,1.8382083937,0.3068410036,1.3167495369,-0.4829874924,0.5403594679,3.6923076923,3.3,3.2222222222,2.6666666667000003,2.5333333333000003,1811.1645472582998,17,8,2933.3333333333003,-0.5100484402000001,-0.1222326874,0.1410391933,2.5,1.9090909091,1.6666666666999999,1.1428571429,1.25,0.4543755474,0.5359600138
