,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,BITIHDSL,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSHD,SSHN,SSHT,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s262,0.6645728713,0.241261872,1.3926780316,1.3,30.7692307692,0.1333333333,16.5,0.2,-1.459313043,-1.7494216309,2.9371271169,0.4980344406,1.459210483,-0.7907745417,-12.342465270435726,-5.820920642034834,-7.518908549011238,3.3136093032,0.28383741965399983,1.443179515,0.1666666667,0.33333333330000003,10.25,0.033333333300000004,0.0,-0.0023333333,8.604228441e-16,19.3333333333,-0.054893238399999995,0.0,-0.014120996399999999,-4.120106761600001,-0.1382701665,0.5675759029999999,6.0,6.1,2.1756115463,0.5255379946000001,2.0283869836000004,-0.5767486233,0.6111111111,-0.4854369881,2.1088704100999998,0.1910395678,4.9380558016,2.1991971123,0.0473487763,2.7786055007,-0.9437793146,3.5708010963,214.0,5.0,0.6991075515999999,0.0017055592999999998,0.7930145264,0.0018119816,0.30555555560000003,-8.511264302067357,-7.024429779290929,-6.449609932071973,-1.3118431431,1.002100363,0.5098904438,1.7948084777000002,-0.8552905917,349.3866666666691,2.808369611011001,0.32966223688499985,1.5264249656439999,18.94,69.6,16.5767394359,0.8510518098000001,6.0,1.3434043404,0.4792805525,2.0376176792,0.2970760639,2.4797649558000003,0.4708298509,1.8408593458000002,-2.2869991371,0.35750000000000004,0.026711755499999996,3.0992493552999996,0.30008969399999996,2.5115960563999997,-0.3420839315,457.0,6.0,5.0,285.5,4.421166281700001,0.3609420995,0.8008318326092259,282.74166666667,3.1701436003,0.3923526942,1.6598388916999998,2.0000125416,0.4601035362,1.9422209181,-1.4127759356999998,0.17919365559999997,0.021815728399999998,1.1327119237999999,0.1810572155,2.2369849478,-0.4594703247,-0.8272446218,2395.695,9.0,8.0,3125.5833333333003,-0.1776538675,0.3391724299,0.8858022715999999,0.4635058485,0.4505220142
s264,0.4837676496,0.2823046718,1.4332804977000002,1.05,19.08,0.1666666667,16.7222222222,0.4,-0.3634628238,-0.9026288183,1.6293285725,0.358675140519,1.9728860875,-0.060502044299999995,-7.410591238564647,-3.955900783895741,-1.677027959946015,2.0341552958,0.2855369421,1.5027017451,0.8333333333,0.1666666667,15.916666666700001,0.15,0.0,0.004,-0.5,16.0,-0.0354907539,0.0,-0.0043535867,-0.2588904694,0.1372707082,0.8871473225000001,7.5,5.5,1.3101700894730002,0.37272408089299996,1.937833096235,-0.4199485707340001,0.0,-1.0998519456,-0.2090240706,-0.5970658977000001,2.7774090108999996,1.7495482644999998,0.1470788248,1.7260304749000002,-1.0816155204,3.2951286846,117.0,10.0,0.6076866865,0.0010839903999999999,0.6068635941,0.0020897739,0.3611111111,-3.2335409417817758,-3.0977757431096484,-3.1442295437961816,-0.6605540279000001,0.9635559059,0.33926886030000003,1.5775539102,-0.1951089502,338.2050000000082,2.2711049241029997,0.312556217276,1.4844231762259998,16.035,69.735,2.134749411522999,0.3739539232,7.0,0.8928663724,0.34282692929999997,1.8810753872,-0.7233418467,2.5088077467,0.4085672589,1.6788509017000002,-1.0184614584,0.3589108911,0.025156151600000003,2.3442999985,0.2660477882,1.2727076377,-1.1634955008,383.0,3.6,4.5,341.3333333333,1.5703270624,0.20292969789999998,0.3938449632405688,279.3333333333,2.0731849351,0.34950739490000005,1.2129322184,2.1213478381999997,0.3101904452,2.4804015193,-0.8053218689,-0.3777801161,-0.7127650795999999,0.47331545090000005,0.007528595600000001,1.9801871625999998,-0.2614075533,-0.1762866716,2791.7305555556,27.0,2.0,2539.9166666667,-0.32025782671900005,-0.003869980272000009,-0.383069648614,0.3995219635,0.4837047450000001
s265,0.9781972154999999,0.0691134667,1.7193441669999998,1.95,25.1739130435,0.23333333329999997,18.7826086957,0.23333333329999997,-0.6091113874,-0.44577343399999997,2.0517954845,0.2883926301,1.6864517819,-0.6496856861,-7.097254815947223,-5.903337852316548,-4.358706913335868,1.8854332236000002,0.2211517816,1.4419976295,0.6666666667000001,0.1666666667,10.0,2.2204460489999999e-16,1.0,0.0036666666999999997,-2.3333333333,6.958333333300001,0.065152134,2.0,-0.0090806616,-3.0481927711,0.6466681504999999,0.3851428674,7.2,4.9,0.7850715670999999,0.3793632076,1.6188908219,-0.055194358000000006,0.19444444440000003,-3.3784519007,-3.5745492447000005,-0.33602316330000004,1.3093250545000001,1.1734048627,0.074448415,1.4966348697999998,-1.1543905379000001,2.3804143391,129.0,6.0,0.6584772348,0.0012880778,0.7155580997000001,0.0017411071,0.6111111111,-2.7545573065347257,-2.7483841522350163,-3.6646748864517766,-1.3325062691800005,1.6391252575,0.3581748517,1.2998746996,0.1151624397,326.23166666666907,2.2232691442809998,0.30123094538600004,1.4888725345100005,18.515,63.14,1.0583914759970001,0.5271598123,6.0,0.8058912292,0.4492263639,1.9469165366999999,-0.6250968979,1.2849403593000002,0.3746653582589999,1.7902919451550003,-0.3698705442,0.4229828851,0.0805766881,2.4053373753,0.2648048206,0.9504050443,-1.0818360276,372.0,5.2,5.3,318.6666666667,1.4089953000000002,0.3317801515,0.2872007575883637,276.8333333333,1.6566615488,0.321207913,1.2198897953,1.8258177513,0.185384185,2.5145515793,-0.7719065375,-0.13903125630000002,-0.39096200560000005,0.6997731358,0.0422157223,1.8849148656,-0.33870236260000003,-0.1064406386,2173.7783333333,8.0,6.0,3099.75,-0.460745542,-0.0157205534,-0.27111569609999997,0.1908178884,0.6324724611
s269,1.028945203898,0.15426714799299998,1.6036164086389997,1.9520000000000004,43.411764705900005,0.43333333329999996,28.529411764699997,0.43333333329999996,-0.2745922448,-1.072664782,2.4552845119,0.34414574880000004,1.4469294695,-0.6381039763,-9.048797368539367,-6.165045137698858,-7.377758908227872,2.7698698516,0.2812573195,1.3692643883000002,0.5,0.33333333330000003,12.625,0.0291666667,1.0,-0.0011666667,-6.291666666699999,18.2916666667,-0.08392282960000001,1.0,0.0008694534,-3.1430868167000003,-0.0446213783,0.9901976213,7.654999999999998,6.2,1.2004776165,0.4847880075,1.8593282582,0.5404895197,0.25,-6.9047098954,-5.3931131249,0.597416838,4.1253012613,1.7982745456,0.1886363275,1.7061356263999998,-1.1652624446,3.6348828618,108.0,10.0,0.93203125,0.0011740332000000002,1.0,0.001676346,0.8333333333,-3.6646748864517766,-2.7483841522350163,-2.7483841522350163,-1.6995757434999998,1.1514803222,0.3404952813,1.1689967320999999,-0.2268838446,353.6666666667,2.7929689013999996,0.2777652403,1.379115211,6.0,-10.0,1.7640558829880002,0.6525905031,7.0,1.3376001079000002,0.6417599871,2.1497417469,-0.580862097,3.4333777082999997,0.3796243165,2.1258758533,-2.1298310169,0.457002457,0.0511903629,2.4942202491,0.30842445830000004,1.1343070826000001,0.2556157246,338.0,5.6,5.9,320.631666666663,3.0345328032249985,0.32435040945599997,0.4442998451575821,301.3333333333,2.2390148609,0.30582132370000004,1.1550665833,1.6042382228,0.34364753200000003,1.6766669288,-1.1022182004,-0.2038724739,0.1850009073,1.2228329435,0.1686426954,1.8194940681,-0.1274307366,0.3251764629,2714.4598765432,13.0,8.0,4887.0833333333,0.5890790572,0.3723533807,0.7749361816,0.8198669131999999,0.32098996609999997
s273,0.7913329261000001,0.2371718443,2.1326440904,1.95,24.761904761900002,0.30000000000000004,19.75,0.33333333330000003,-0.4738708365,-0.4089456783,4.7641773806,0.39353522729999996,2.7810176793,-1.1043474868,-10.353243163490902,-8.93676305556391,-5.040319590561871,7.7786690976,0.3719407179,2.1471094369,1.0,0.0,9.1666666667,0.0166666667,1.0,-0.003,-2.0833333333,10.5,0.08397017710000002,2.0,-0.0015340167999999999,-1.6304753029,-0.0912419511,0.917553975,8.8,7.1,2.5066892182,0.5890085547999999,2.1740614549,-0.21576178489999998,0.1388888889,3.3461837069,0.27798940579,0.0,5.320134937200001,4.6244418416,0.3115356265,1.9500070283000002,-0.5402436899,4.8849203713,161.0,7.0,0.8220962524000001,0.0008248242,0.943359375,0.0009889722,0.6944444444,-5.553730190361736,-4.625581180301964,-2.7483841522350163,-0.366492663,1.939304514,0.5008124257000001,2.7817613875,-0.7248396449000001,470.0,3.6740263064999996,0.41985812549999996,1.3749991558,24.0,43.0,-23.6448153655,0.4944998318,14.0,1.9986669011000002,0.6251251889,2.2048518145,-0.6813588248000001,3.1779001091000003,0.5336371585999999,2.021865278,-1.2695720271,0.4235588972,0.1081432622,5.3869716984,0.3822560077,1.6343354378,-1.8963793743000001,415.0,6.9,5.4,389.1666666667,4.780327805,0.4189851436,0.5351142121934934,361.5,5.202485731,0.4929245509,2.2351252603,2.8903801714,0.4470008856,2.2350577149,-1.2211562872,-1.4145704794999998,-0.2681683252600001,1.7053998645,0.2261641445,2.7159328764999997,-0.1010384573,0.4406927135,2019.6266666667002,13.0,8.0,2751.1666666666997,0.5127586338,0.6455320167,0.5296650061,0.8895616256000001,0.17557143329999997
s275,0.9355288914,0.0808178583,1.4676214386000002,1.75,28.2307692308,0.1333333333,16.4761904762,0.30000000000000004,-0.6881425843000001,-1.7282281412,3.2024019005,0.3757608892,1.7349338521000002,-0.6399121063000001,-5.5455980641276055,-5.337323701864964,-2.5636328411495626,2.4980527812999997,0.28188414710000004,1.5138049662000002,0.33333333330000003,0.1666666667,16.9166666667,0.1416666667,0.0,0.0043333333000000005,-0.9166666667,13.291666666700001,-0.007443229599999999,0.0,0.0027863751000000003,-0.6448696384,-0.013235236899999999,0.6158667134,8.9,7.4,1.3537191304,0.333535813,2.0743350145,-0.6400432536999999,0.027777777799999997,-3.5951418466000002,-1.8144283325,-0.3542521885,2.0574838772999997,0.9439648055,0.022723082599999996,1.6792924925,-1.192241406,2.5997515967,108.0,5.0,0.6677640914999999,0.0019576386,0.7219851017000001,0.0022155287000000003,0.6944444444,-3.242952463215508,-1.8444397271102144,-2.7483841522350163,-0.6750351018999999,1.3133087138,0.4186233913,1.6495796281,-0.4297477275,349.103333333336,2.6165310687659997,0.3118760986209999,1.36505825908,23.135,59.17,0.2819071493240001,0.5101431512,4.0,1.223206447,0.37691085609999997,2.0449658772,-0.7772831018,2.5564063095,0.3990649357,1.5558299599,-1.2088992906,0.465,0.07517016950000001,2.6858301813,0.35231561650000004,1.0640919469,-0.9207720215,346.0,5.2,4.2,329.706666666662,2.569808791288,0.3417878552519999,0.44465109809937,374.4166666667,3.1890869066,0.3539466833,1.3021804036,1.3550236866,0.36976653859999997,1.6197800705,-0.28611204360000003,0.053260912,-0.2108530481,1.3046373177,0.39393175119999996,1.5116577834,-0.9696172069,-0.3279399951,2121.7351611352,17.0,5.0,3411.1818181818,-0.2552677459380001,-0.03669420363,-0.4249601340130001,0.19627801309999998,0.15487799800000002
s277,0.8617126959999999,0.19268826400000005,1.1413480552,1.45,27.869565217399998,0.23333333329999997,12.684210526300001,0.3666666667,-0.5740578858000001,-0.75348658,3.8055272429,0.31010136110000003,1.7623110841999998,-1.2112114918,-12.342465270435726,-6.011282430520536,-2.7635051035067386,3.9721162479000003,0.24073350079999997,1.3219085094,0.5,0.0,9.75,0.1083333333,0.0,-0.003,-0.4166666667,23.75,-0.0360837438,1.0,0.00043103449999999996,-5.0677339901,0.2659011966,0.4247465325,8.8,8.0,1.7565665622000002,0.3876196892,1.9512223356,-0.36733471939999995,0.0,-6.4279198289999995,-3.9404166185,0.6656247704,3.9888853964999997,1.7940708961,0.0360412492,1.6806505033,-1.2890129855,3.38738178,107.0,5.0,0.5739326835,0.0013139897,0.6589939117,0.0017681358000000004,0.6944444444,-4.625581180301964,-4.625581180301964,-3.6646748864517766,-1.4460298069,1.5355246406999998,0.33725654050000003,1.1083115696999999,-0.8291839794,293.91999999999393,2.698485460354,0.2939216262190001,1.425397352125,10.905,82.685,3.8714769447929984,0.31497668149999997,9.0,1.2886304992,0.5812046431,1.8171389913,-0.2206308419,2.8641339654,0.3428835925,1.1527709885,-1.4804306938999998,0.39408867,0.0231861659,3.5248847612,0.2514242467,1.1902940881,-1.8258459183000002,276.0,5.8,5.1,272.8333333333,3.1795027410000003,0.275203745,0.4599046776271736,190.1666666667,2.7546864447000003,0.31268885620000003,1.2732115655,1.8861008822999998,0.23878854789999998,1.4047395255,-1.7732368196,0.0684539374,-0.7064899912,0.7987873256999999,0.2473833013,1.2000622905,-1.5060517526,-0.4072143967,1708.9388888889002,11.0,7.0,6604.6363636364,-0.023042265755,-0.05403934140299998,-0.04914217659300005,0.1835441694,0.1969288188
s284,1.2981409093,0.3179017756,1.8007178964,2.35,42.0,0.33333333330000003,31.15,0.33333333330000003,0.1106234684,-0.8830363766,3.1518622007999997,0.36156914689999997,1.6565510873,-2.4657364229,-10.291600091113477,-10.671276386093624,-10.107527250051266,2.7525307002,0.31025046240000004,1.4503415593,0.8333333333,0.1666666667,21.2083333333,0.0125,1.0,0.0008333333,-3.2916666667000003,24.625,0.0416076845,1.0,-0.00030535889999999997,-2.4082912032,0.13987416290000002,0.7121384944,6.6,5.7,1.9330966366,0.5888205173000001,2.1041623187000003,-0.2268797992,0.8055555556,1.9221473180000002,3.9925687448000002,0.0,5.320134937200001,4.4348389607,0.1143742795,3.6034552124,-1.2083775268,3.5486526974,194.0,4.0,0.8195009231999999,0.0021073369,1.0,0.0021065183,0.5833333333,-6.449609932071973,-7.365900695568905,-5.553730190361736,-0.8433107297,1.4456512118,0.6514916537000001,1.9145824561000002,-0.4455252182,400.3333333333,3.1833359358999997,0.3324471137,1.5120127622,10.0,20.5,9.8350552752,0.7071992249,17.0,1.4841770324,0.5904261115999999,1.8497591698,-0.5088368471,3.5376946776,0.4982350851,2.1402571563999997,-1.4591965169999999,0.5382716049,0.046938374000000005,3.4812485891000002,0.3480213227,1.3869907606999998,-0.2368670266,365.0,7.3,6.2,269.1666666667,4.7207722385,0.42251710719999996,0.5728220116503987,334.0,2.3681949156,0.3845369096,1.4251963307,2.5171219860000003,0.4248795995,2.1808254032,-1.4673452568,-0.9957721220999999,-0.2837288094,1.6189085278,0.426623559,1.8858831854,-0.18479664280000002,-0.349793092,1488.0916666667001,15.0,8.0,2599.0833333333,1.0950811904,-0.2767423304,1.3060544215,0.41563222619999995,0.3300184097
s285,1.0213186474,0.26285744699999997,1.280604023,1.85,23.2,0.1666666667,15.4,0.1666666667,-0.6287009729999999,-1.0573691127,4.8276831206,0.4623173154,2.8158057239,0.1670450733,-5.805473066064888,-5.210266142053934,-3.255929942091049,1.6411983366,0.279676218961,2.2442926377,0.6666666667000001,0.0,11.75,0.033333333300000004,2.0,-0.003,-1.75,18.75,0.2416666667,2.0,0.003,-3.2142857143,-0.17157823100000003,0.7331566681999999,6.1,5.3,1.226259305,0.5336485809,1.6177826348000002,-0.8240534947,0.055555555599999994,-2.3666168144,-1.3675805598,-0.2327949135,2.6871330603,1.4992195547,0.0949636884,1.8866847459,-0.9056563902819998,3.3153561287,177.0,8.0,0.7300182343000001,0.0013440289000000002,0.7433322906000001,0.0014796676,0.7777777778,-2.067339257049917,-3.2690621285256487,-3.059411521727913,-0.7507255020000001,1.3929770981,0.4679722438,2.0121691622,-0.44804807869999996,344.0000000000041,2.624600485728,0.316555572628,1.6137167330030004,18.2,84.62,-0.0043585684259995535,0.6586843165999999,9.0,1.0572357584,0.5159623680579999,1.8006862686000003,-0.245910905,2.4476932706,0.5007917349000001,1.8883499293000001,-1.3499489619999998,0.5038560411,0.0528343432,1.7933867142,0.2976486497,1.7452802854,-0.21933947199999998,358.5,6.0,5.3,237.5,2.8538586933000003,0.1816037319,0.7277501033546472,245.1666666667,3.1536468905,0.3128156506,2.5364832802,2.7344975801999998,0.38018749380000005,2.108494058042,-1.1856476812999999,-0.1463872131,-0.4038687407,1.2634727617,0.10035940859999999,2.2559745997,-0.107059943,0.2382709121,3319.3037037036997,7.0,7.0,4148.25,-0.5715640083,0.7429612378,-0.22168531019999999,0.8377817513,0.6604157922999999
s286,0.880832271322,0.17398136698300004,1.5361344895479996,1.6100000000000008,25.695652173899997,0.23333333329999997,18.8260869565,0.23333333329999997,-0.9195640833,-0.7478450600000001,3.5823802912000002,0.3891922304,2.6293923543,-0.2966784463,-9.91046785828356,-9.118111297542196,-7.088125660557113,2.2739116964,0.34383500409999995,1.2341046987,0.5,0.33333333330000003,7.625,0.1958333333,2.0,-0.0001666667,-3.4583333332999997,6.5,0.0557356608,2.0,-0.011927680800000002,-4.3732335827,-0.0796617916,0.7616849481999999,7.0,5.4,0.6807244155000001,0.4477196735,1.8098556747,-0.0928628274,0.5,-0.9597010537999999,-0.5620253190000001,-0.8486696147,2.2841016937000003,1.4946709347,0.0749251132,2.0480364094,-0.7017421781000001,4.5619233948,131.0,4.0,0.5485244751,0.0016216417,0.5,0.0016293327599999998,0.3888888889,-5.553730190361736,-4.609202534990781,-6.449609932071973,-1.4106092986,1.4432728946000002,0.5576991484,1.4472501247,-0.3448663282,344.0066666666721,2.4219500547290003,0.33623826779199995,1.5817552433559998,18.415,70.665,-14.060070250999999,0.5254265695,3.0,1.4228506898,0.6078466337,1.7382912665999999,-0.46296708420000005,2.0357261131,0.5096571937000001,1.986455818,-0.8243880193,0.3840399002,0.0415772222,2.1926834191999998,0.2902528485,2.1875007103,-0.2312253043,397.0,5.4,4.3,335.5,2.0653460375,0.3638442728,0.8603723896228039,259.3333333333,2.3212358511,0.3395198849,1.9955726872,2.5637711541,0.4657140349,2.0047618038999997,-1.0271538626999999,0.5699685518000001,0.3867521727,0.6661182058,0.3851673614,1.1349598167000001,-1.3369300606999999,-0.3859909817,3297.3916666666996,8.0,2.0,3984.4166666666997,-0.5683711019000001,-0.0680385678,-0.43487861340000006,0.8529540904999999,0.35773059020000003
s290,1.3638205528999998,0.2349743164,1.1189324438,1.3,61.923076923100005,0.5666666667,21.411764705899998,0.43333333329999996,-0.21211495449999998,-0.436196027,2.7188872016000003,0.31019531770000003,1.7265237416,-1.0517130175,-5.662776673029508,-8.270521021763368,-5.440367085890387,3.2304867470999996,0.2812106807,1.5166133959,0.1666666667,0.6666666667000001,11.416666666700001,0.15,1.0,-0.005,-2.6666666667000003,7.916666666699999,0.24780884809999998,2.0,-0.0106252087,-1.4307178631,0.15544215779999998,0.35072618180000004,6.4,4.9,0.5979790365000001,0.4111019432,1.4252541147,-0.5631111168430001,0.055555555599999994,-1.6770272639,0.1811984752,-0.256142756,2.8129842727999996,1.4619199985,0.0200262998,1.7463793523,-1.4100946559,2.1640450968000002,96.0,10.0,0.6764450073,0.0017479510000000002,0.8079563141,0.0022566206,0.5277777778,-4.625581180301964,-3.6646748864517766,-3.5536792424981614,-0.9891981534,1.7154812722,0.3937937254,1.7735850099,0.2366085544,331.40166666667005,2.304826628553,0.3126284817590001,1.4120368947510005,15.23,55.44,10.6172051464,0.3434520414,1.0,0.38117199409999997,0.483667214065,2.0963744848,-0.11587805039999999,1.6367373125,0.379842171,1.599875809,-0.9398750842,0.4433966632920001,0.04097234536900001,1.1100076041,0.3144128389,1.6608432943,0.1639184015,350.0,6.7,5.2,316.41499999999786,2.5851646333300007,0.3177308845890001,0.3800478982060918,319.0833333333,1.8779122797999999,0.29970611236300004,1.7669016380000002,2.0902522888,0.29018353129999996,1.5096043593000001,-1.6890485094999999,-0.0638291561,-0.29990332740000003,0.5643519383,0.0207763502,1.7793214270000002,-0.46354971,-0.17524419940000002,1255.6228349673,23.0,7.0,2215.0833333333,-1.0981627284,0.4013452792,-1.0135061289,0.6833190498,0.5656568138
s291,0.6328630828,0.0298506438,2.0594793718,1.55,17.821428571400002,0.0666666667,9.8076923077,0.1333333333,-0.7135646892,-1.7372666841000002,3.2592360989,0.4553067578,1.6797609247,-0.36492009119999996,-7.113541715339184,-5.43200920632923,-5.07330056286712,1.8174714940999999,0.2893406294,1.8086690174,1.0,0.0,6.208333333300001,0.12916666670000002,3.0,-0.0075000000000000015,-1.4583333333,8.5416666667,0.1831648129,3.0,-0.010051365,-2.5202224469,0.0751174973,0.8132746183,5.4,7.3,0.4868108134,0.2157298373,2.090444729,-0.1093326011,0.19444444440000003,-2.1209318141,-2.3642797571000003,-0.9640691781,2.5149008205000003,1.3387427955,0.0759660707,2.3046974181,-0.8075379761,4.3503317988,140.0,6.0,0.8475082397,0.0016766198,0.996484375,0.001584192,0.75,-4.625581180301964,-2.7483841522350163,-3.6646748864517766,-0.9483123913,1.587772975,0.558286097,1.8559656257,-0.41563886969999997,397.3333333333,2.6918908849000003,0.34730680140000003,1.3164270046,74.5,90.0,5.730983776161995,0.6779185027,6.0,0.7196153823999999,0.7514479228000001,2.021948048,-0.0173353574,2.2783663122999998,0.476094665,2.1077963559,-1.2423341319,0.4761904762,0.0366930559,1.7051563938,0.4230505508,1.4622879016,-0.4655605926,464.0,5.9,4.8,340.405000000001,2.649109417624,0.35644433119599994,0.59059357209927,293.3333333333,1.9691200675999998,0.371982595,1.1827375579000001,2.7571616195999997,0.373842479,2.2080969407,-0.10671818710000001,-0.1046587641,-0.25179619940000003,1.2139886873,0.4123344346,1.7389631492,-0.3634722567,-0.018342154399999998,2469.1916666667003,1.0,8.0,4629.3636363636,-0.14592886653100007,0.03176987903499999,-0.18198817690700006,0.21506010379999999,0.1886160737
s293,1.0920538517,0.2861815125,1.6575214058,2.65,29.25,0.33333333330000003,21.8421052632,0.3666666667,-0.9270021626,-0.3767073511,4.3368461753,0.28917131300000004,2.5981269726000003,-1.2842695704,-9.010854469012648,-6.342691728516871,-6.4617807371957685,5.0922993476,0.2690349258,1.6139727661,0.8333333333,0.1666666667,10.125,-0.1375,2.0,-0.0105,-5.2083333333,15.833333333299999,0.06951896390000001,2.0,-0.0061017576,-1.6341350601,0.1041282565,0.8346826987,7.4,6.5,2.6518003547,0.397390994,1.9505409744,-0.7864436239,0.8611111111,-2.6669175877,-1.399001977,0.3298219498,4.6604910377,3.2474405989,0.2555968191,1.4288742555,-1.1195720593,3.7262636324,219.0,7.0,0.7524780273,0.0010347609,0.9091598511,0.0011956102,0.6388888889000001,-6.449609932071973,-8.511264302067357,-7.365900695568905,-1.6491757789,2.4360508717,0.48696719270000005,1.5251685287,-0.146989411,370.8333333333,2.7802693375,0.3256770049,1.1623759511,36.0,41.0,15.2669196491,0.3914615082,15.0,2.2440668632,0.4827372231,1.4506498219,-0.6126130017,4.8866703025,0.3978186221,1.6559559238,-1.9938838788,0.6212871287,0.1183174285,4.3611063605,0.2981589518,1.6914354681000001,-0.41506258240000005,315.0,5.9,7.1,282.6666666667,4.2476224332,0.3045647761,0.509825320669625,262.5,2.0536597345,0.30633620090899993,2.0183564755,3.6493758248000003,0.35339630270000005,2.0299509446,-1.2641047948,-0.2573821146,-0.3057309366,2.6378021265,0.29927869630000004,2.2352429899,-0.1804505837,-0.0392008971,1947.1666666667002,-6.0,9.0,6231.083333333299,0.6728978601000001,0.6627387574,1.045707248,0.9203562909999999,0.4124631911
s294,1.2507038394,0.26803077350000004,1.0453563719,1.8,27.0,0.23333333329999997,30.0,0.43333333329999996,-0.8389582562000001,-0.8452542056000001,3.5024143163,0.3239227898,1.8515919528,-2.2870985753,-5.486975026113151,-4.82132300451433,-3.2598656798303978,4.494386978500001,0.2657955334,1.3555134524,0.33333333330000003,0.33333333330000003,10.5833333333,0.0416666667,2.0,-0.0033333333,-2.25,13.875,0.0239401496,1.0,-0.0039975062000000006,-5.6450540316,-0.1705116855,0.6577499262000001,8.3,6.9,2.5138723675,0.3542104575,1.693909391,-0.34009359200000006,0.1388888889,1.0797298275,3.4380657420999996,0.0,5.320134937200001,4.107433586,0.2461686132,1.3059383133,-1.0170844173,3.9312389163,223.0,8.0,0.7423341751000001,0.0010935314,0.6980741501000001,0.0010783608,0.6388888889000001,-3.6646748864517766,-2.7483841522350163,-3.6646748864517766,-1.6862401121,1.7328736053,0.3974772893,1.4024388462000001,-0.5407569805,342.1666666667,3.1413871345,0.33973035560000003,1.2460382628,28.5,13.0,-11.6762827917,0.4087249924,12.0,2.2086216543,0.3942105693,1.7592742511000001,-0.9282341854,3.2106170820999997,0.34847903410000003,1.8657014973,-2.4620509288999997,0.4083129584,0.0633472348,3.0640151962,0.287688475,1.159556355,-0.8269009281,292.0,5.8,6.7,259.1666666667,2.8760433344000003,0.33623092649999997,0.5551756456483727,215.6666666667,3.1003948639999996,0.30633796760000004,1.5488635715,2.7752312926,0.31524027579999997,2.067531549,-1.4849652063,0.0352383904,-0.7634560731000001,1.4841513144,0.3356226896,1.4814846267,-0.1935385802,-0.5329478017,1423.2121212120999,12.0,10.0,2061.8333333333,-0.757041222,0.1784801149,-0.7637982521000001,0.8415547079000001,0.3477816307
s295,1.2989144513,0.2414391538,1.1845939042,1.7000000000000002,36.526315789499996,0.3666666667,36.3888888889,0.4,-0.2677164829,-0.053510160999999994,2.411480643,0.35414021012100005,2.7032844534,-0.8026946020000001,-6.189333801384488,-3.4567064774340404,-1.9177280144714288,1.8212560105000002,0.1724896612,1.9036301938,0.5,0.1666666667,16.375,0.12916666670000002,0.0,-0.0031666666999999996,-1.7916666666999999,15.333333333299999,0.2767605634,1.0,0.0007042254,-4.338028168999999,-0.17353555280000002,0.6769979520999999,6.9,5.2,0.9224681396,0.4378038178,1.5449399276,-0.5375154306000001,0.22222222219999999,-3.4739414425999997,-1.9737334729,-0.1364446349,1.956131737,1.0276891841,0.1400824577,1.471611077,-0.7742705470000001,2.3578969031,148.0,7.0,0.7039533615000001,0.0010890973,0.7589918137,0.001165779,0.5277777778,-4.625581180301964,-3.6646748864517766,-4.609202534990781,-1.6678313846000001,1.1349349293000002,0.36360408270000005,1.6291983483,-0.2393749505,298.6666666667,1.9342027393,0.2968837868,1.3892901674,-14.0,50.0,-9.9986154274,0.448377728,6.0,0.7818147752,0.5038190878000001,1.6870442416999998,-0.46193595369999996,1.5460982491,0.2565731276,2.0827692386,-0.2225427694,0.3673469388,0.0095626474,2.4575807049000002,0.2696916434,1.6288923353,-0.7537136056,368.0,5.6,3.9,253.6666666667,2.6674442676,0.3100130772,0.5335686507878651,274.5,1.6218999768,0.29247733342899995,2.3814811313,2.1750308461899994,0.3283767043479999,1.935177394551,-0.9473620508590002,0.1574183974,-0.5663985593,0.9580995687999999,0.094275595,2.07827018,-0.2052455878,0.0349400188,2463.8333333333,-9.0,7.0,4645.2,-0.250502941797,0.02141742205200001,-0.25872898698599994,0.5966857211000001,0.1786433984
