,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,BITIHDSL,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSHD,SSHN,SSHT,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s128,1.142186081506,0.17951516989699998,1.5662697125629996,2.105500000000001,16.875,0.2,14.166666666700001,0.2,0.3167262521,-1.5051850351,3.0042060864,0.39696580979999996,1.4317471945,-0.9000432443999999,-7.777211118651996,-3.86866516488494,-3.9640875655857433,4.5070765635,0.26312019400000003,1.9965930792,0.1666666667,0.6666666667000001,5.0833333333,0.05,3.0,-0.006666666700000001,-0.75,10.875,0.043577700600000005,2.0,-0.0073253012,-2.2627118644,0.6402580971,0.4527921196,7.3,7.2,3.0385060427,0.33050344719999997,1.9125967824,-0.6735784795,0.22222222219999999,-3.8601217431,-2.42013803,0.33223158610000003,4.6556717651,2.8556899764,0.185437247,1.7434988996,-1.2083775268,3.5486526974,212.0,10.0,0.6460633516000001,0.0009903153,0.90440979,0.0019969699,0.6111111111,-2.7483841522350163,-2.7483841522350163,-4.609202534990781,-0.8143924231999999,1.1780860263,0.42058524090000005,1.8531946784,-0.8531345038,344.1666666667,2.5143911722,0.3152128544,1.2803494659999999,28.0,27.0,4.753492887678998,0.5370140674,13.0,2.2883944313,0.32613114930000003,2.1429083944,0.2036237559,2.9720374370999996,0.401670614,1.173153464,-2.5824342534,0.5049019607999999,0.057497587999999995,3.1118395300999997,0.2875413725,1.3430948684,-0.8809444790000001,330.0,5.8,5.7,375.5,2.7219242095,0.34841034600000004,-0.09163432542262144,287.3333333333,2.7491748558,0.3225153194,1.2968163701,2.3671916198,0.3269670767,1.586776063,-1.5849516785,-0.2025241031,0.1162609811,1.6225507735,0.2994261237,1.6948491019999998,-0.2402542984,-0.34883303090000006,1992.3074074074,6.0,6.0,4085.0,-0.5599074145,-0.2488307947,-0.8042495037,0.5120689884,0.404661714
s129,0.8064902722,0.0423158529,1.5606753899,1.55,27.5714285714,0.30000000000000004,37.7,0.33333333330000003,-0.0527065427,-1.1120427954,3.3738388463,0.3720655478,1.7805248954,-0.5882193354999999,-9.178662457416713,-7.391679836279275,-1.3622269437281935,4.7285072538,0.295872548,1.3543098412,0.5,0.1666666667,11.625,-0.0958333333,1.0,0.0001666667,-6.958333333300001,6.916666666699999,-0.032683215099999996,1.0,-0.0010260047,-1.0780141844,0.3131532952,0.5796377532,6.3,4.9,1.8382907847,0.5054950202,1.5191206021,0.0619839913,0.3611111111,-2.2427322378,1.0217700978,0.1910395678,4.9380558016,3.8479644287,0.22440497760000003,1.8545785427,-1.0170844173,3.9312389163,197.0,8.0,0.5,0.00123727969,0.9959472656,0.001198879,0.3611111111,-6.449609932071973,-3.8024674024666982,-4.609202534990781,-1.1797687904,1.5554870387000002,0.4732747232,1.6532175664,-0.4595274857,352.48000000000803,2.6663550805520004,0.3159202228230002,1.4742397368950009,14.98,70.505,32.2421398659,0.45106912509999997,12.0,1.1052194243,0.6404144829,1.5143943228,-0.2775696251,3.0022612083999998,0.412124746,1.2079602339,-1.7373256578,0.4172839506,-0.0193792504,3.3361681085000003,0.2828263496,0.9631107695,-1.0435452095,344.5,5.8,4.0,328.07333333332787,3.4296233446259987,0.329334220027,0.4968894552184345,300.1666666667,2.5807351967,0.3491065686,1.2986486194,1.9318191432,0.332712341,1.8104003796,-0.6967347773999999,-0.2763532499,-0.06101845,1.5112948166,0.3865792536,1.4277351918999999,-0.5053006675,-0.6009473989999999,2180.1018518519,9.0,8.0,3577.8333333333003,-0.2785073938,0.36745099439999995,0.5832982819,0.8072834293000001,0.26956558950000004
s131,1.3409393106999998,0.048208603700000005,1.5647324479,2.05,26.6,0.1666666667,24.238095238099998,0.30000000000000004,-0.29135505920000004,-0.8061204562000001,2.9839188994,0.4337754907,1.4835970157,-1.0164384697,-6.671046946717631,-6.218259678509687,-3.562809680087444,5.869154888200001,0.2860834979,1.7972689402209991,0.0,0.33333333330000003,5.0,-0.05,2.0,-0.01,-1.8333333333,11.875,0.041498861684999985,2.0,-0.0063498738,-1.3113961312,0.033347436099999996,0.7412209987,7.9,7.3,3.4404878883,0.522853589,2.2447737339,-0.6756881643000001,0.0833333333,2.8354825014999996,2.9236059851,0.1910395678,4.9380558016,4.7031519426,0.41617248619999997,3.9255927063,-1.0816155204,3.2951286846,199.0,4.0,0.8737045287999999,0.0008780447,0.9306152343999999,0.0009876406,0.5277777778,-2.7483841522350163,-3.7269342144725046,-3.407438789905548,-0.7075991442,2.2857497433,0.460131,2.1288142241,-0.15170961200000002,364.565000000006,3.0445052637960015,0.32728294828099985,1.5810377855399995,20.89,85.18,6.8550300053,0.5521626271,8.0,1.5034387978000001,0.6748485403000001,1.6906617486000002,-0.1377838286,4.1521815463,0.4664600107,3.0798200079000004,-1.6828054066999998,0.3414634146,0.016891993600000002,3.3978650955929983,0.37166412979999996,1.9252934507,-0.2758486109,295.5,5.4,5.5,470.8333333333,4.1496310689,0.357304864,0.63818178166277,369.9166666667,3.1068793612,0.34906193924499995,1.7600290700379997,1.5644137157,0.5461910157000001,1.7567920012,-0.3954879963,-0.3977042934,-0.4898001347,0.6186792170000001,0.1304044034,1.8181840082,-0.1172773681,-0.48538145549999995,2163.2,23.0,6.0,3259.0,-0.5583993321,0.4660771203,-0.2807896137,0.6995827156000001,0.4404997832
s135,0.6622343289,0.0139223018,1.7046092100999999,1.3,8.3,0.0,6.04,0.1666666667,-0.4744328292,-0.950614205,4.2502484541,0.3970678110000001,2.3607802779,-0.1854001008,-9.050771539739332,-3.5466451965171752,-10.7146617985253,2.5181021675,0.3166158891,1.9579997749,0.5,0.5,10.375,0.07083333330000001,0.0,0.0051666667,0.2916666667,7.875,-0.012487361,0.0,-0.0009929221,0.2290192113,0.086229188281,0.2106034576,7.6,2.8,2.8575691595999997,0.4343584419,2.3578846395,-0.08727407710000001,0.0,-3.5680488801,-2.5645831664000003,-0.0920465747,3.1862650416000005,2.0077406391999997,0.1403212647,2.0440593225,-0.8742787237,3.2356769612000003,107.0,8.0,0.6998468399000001,0.0011921025,0.7828738212999999,0.001180926,0.33333333330000003,-1.8444397271102144,-2.067339257049917,-1.8444397271102144,-0.309783464,1.7083339348000002,0.45923810090000006,1.9913903600999998,-0.6025148188,334.1950000000112,2.541969002908,0.31807267181300003,1.5596875377329995,16.67,80.975,2.3738483490999998,0.6569096418,2.0,1.3417829271,0.5374754817,1.9875517449,0.1330838691,2.8517451957,0.2366549613,3.1641063910000002,-0.2497618323,0.5558739254999999,0.07470942080000001,1.7572677628000002,0.2936065453,1.9149017056,-0.16704142,342.0,5.4,5.6,339.0,2.4744605792,0.44822544159999994,0.7166186094674902,218.3333333333,1.3002270233,0.3316236296069999,2.0155560743,2.2743185784,0.40785007219999997,1.7286916528,-0.6488067221,-0.0057080646,-0.1480447961,0.260540411,0.0039293776,1.9100395133,-0.12755925070000002,-0.2178845649,2198.2037037037,11.0,7.0,3121.8333333333003,-0.3578606258070001,-0.029021591319000006,-0.270628651045,0.8962352025,0.20416923190000003
s140,0.8511699023999999,0.20105873579999997,1.4146345055,1.6,21.8518518519,0.1,24.0,0.1666666667,0.25420117649999996,-1.2627308539,3.4840909481,0.3681388765,1.6142286316999999,-1.4091449921,-7.521141268413688,-5.05285636061147,-3.4604063795720963,3.6301222027,0.27960069130000004,1.5605129283,0.1666666667,0.5,7.916666666699999,-0.0416666667,2.0,-0.0183333333,-1.6666666666999999,6.375,-0.029170879700000006,2.0,-0.0106309403,-2.8159757331,0.2701149425,0.6048214831000001,6.0,5.0,1.7035484475,0.43602572729999994,2.2887832674,-0.1924279289,0.1388888889,0.08058690710000001,1.2891977018,0.0,5.320134937200001,3.7521041656,0.1079635276,2.4162219775670004,-0.8075379761,4.3503317988,166.0,7.0,0.7277178287999999,0.0014794007,1.0,0.0023555868,0.3888888889,-6.449609932071973,-4.625581180301964,-3.6646748864517766,-1.0953174187,1.3662029433,0.38341453119999996,2.0802832572,-0.3907934693,324.8333333333,3.0236604085,0.3241961633,1.4078866558,33.5,54.0,4.63996475,0.4440443933,6.0,1.2004728759999999,0.6464158498,1.6963799606,-0.6908835978,2.7116240310000004,0.4103878963,2.2645222042,-0.9967129817,0.5049019607999999,0.0589092645,3.4230264434,0.3526067436,1.7162622915,-0.35722671289999997,291.5,6.4,6.1,334.8333333333,2.7662795343,0.33696799850000003,0.3570558630598313,233.1666666667,2.5155050277,0.3420029571,1.2397266016,2.4693461855,0.30939256239999996,1.9464541183,-1.2514052311,-0.8242900273999999,-0.647277151,1.2134292474,0.3138820074,1.8234063005,-0.6427853468,-0.2313767684,1434.9479797979998,12.55,6.0,2556.25,0.08168049250000001,-0.4119755868,-0.1565580544,0.1401508039,0.1936424316
s142,0.9381954648,0.0242737337,2.0190067987,2.25,23.0833333333,0.2,13.0,0.2666666667,0.0554005792,-0.2398728652,3.8461969626999997,0.36571197130000005,2.0829451034,0.2519696066,-8.7285718463263,-3.0264029240097456,-3.494810759249928,3.7595247897000004,0.28552661300000004,1.4930009631999999,0.33333333330000003,0.6666666667000001,4.7916666667,0.0458333333,2.0,-0.0101666667,-1.125,7.333333333300001,0.035950582,2.0,-0.004597555613,-1.4745762712,-0.31343437469999996,0.7277996259,6.6,5.7,1.9936212854,0.3333352978,1.9987680688,-0.9391168323000001,0.0833333333,-0.1215568202,0.3235598771,0.3298219498,4.6604910377,3.1897234292000003,0.20948308559999998,2.4138971433000003,-0.8893284576999999,4.1867508355,109.0,8.0,0.7695135117,0.0021706898,0.8,0.0025718289000000003,0.44444444439999997,-2.7483841522350163,-1.8444397271102144,-1.8444397271102144,-1.7657692393000002,1.5238336138,0.36911063299999997,1.3107073341,-0.6160295148,281.8333333333,3.0824444077999997,0.33767291409999994,1.5468126331,33.0,34.5,1.849019635029,0.5690094626000001,9.0,1.7523878509,0.43647310659999994,1.9127289183,-0.2217936584,3.4937238919999998,0.41865790329999997,1.6578397675999998,-1.4141514850999999,0.4226044226,0.0762286152,3.2075605964,0.3084316809,1.5202737263,-0.6165477122999999,282.0,6.0,5.6,275.0,4.299612536600001,0.3900081175,0.34394402175410954,268.1666666667,2.2920640897,0.31690305854600004,2.3929461111,2.9478098761,0.3356328682,1.8615047249,-1.6249299351,-0.26498283520800003,-0.135973813106,1.4323595645529996,0.257053657165,1.814035027329,-0.425940728679,-0.360914212228,1923.7097402597,3.0,9.0,2994.8333333333003,-0.4537304128,-0.2146143504,-0.6456059803,0.6321433967,0.4058560122
s145,0.9275286698,0.0950315551,1.6003708376,1.75,30.1923076923,0.1333333333,22.6666666667,0.4,0.1340318032,-1.6391657890000002,1.0268737894,0.3579442295000001,2.0102044909,-0.20393608149999998,-5.763833447915436,-3.8864435423035486,-3.3913735317004337,1.9224479601,0.1806592808,1.3263817258,0.33333333330000003,0.33333333330000003,6.208333333300001,0.0125,2.0,-0.0041666667,-1.9583333333,21.2916666667,-0.1552380952,3.0,-0.0097428571,-2.5642857143,-0.40549062469999997,0.6374337846,6.1,5.5,1.5397659509,0.4935224172,1.8140208803,-0.5654493501,0.055555555599999994,-2.3679889856000003,-0.03415236,-0.13699841289999998,3.3422379144,2.0648540423,0.2397197932,1.3282684171,-0.9149312012,2.189887142,118.0,7.0,0.7779518126999999,0.0010220871,0.8549896240000001,0.0014857978,0.6666666667000001,-2.7483841522350163,-2.7483841522350163,-3.6646748864517766,-0.7349399318000001,0.9505859076,0.31779030810000003,1.4343021666,-0.6513463711999999,325.651666666665,2.386538011136999,0.303364974981,1.3773019877340007,13.925,54.35,1.2419181292,0.4278465461,10.0,1.730596866,0.5630824422,2.1883266513,0.025400034,2.36788338,0.45125935079999996,1.7894781734,-1.4471047006,0.46305418719999997,0.0184443957,1.3514311640999999,0.2485014918,1.0148794594,-2.2148919565000003,271.0,4.4,5.0,388.6666666667,2.8366937626,0.30028928390000004,0.5051459693416558,252.8333333333,2.0002236347,0.24081380149999998,1.507237477,1.5795831045000002,0.30766102289999997,1.7331913415,-1.1217406041,-0.192045025,-0.4755221699,0.7049219209,0.0185014238,2.1599501649,-0.4861244761,-0.518788005,3116.4851851852004,1.0,6.0,4876.0,-0.48453426689999995,-0.3301815466,-0.7560397538,0.7632798057,0.3830170567
s149,1.0155908163,0.0949576928,1.9994205977000001,2.35,51.0454545455,0.2666666667,33.8461538462,0.5666666667,-0.7165868059999999,-0.5392524236,3.8357298554000003,0.4336077828,2.1822493454,0.0088096472,-7.571422301169585,-6.143824431367217,-3.447711816169765,4.1219881094,0.2697387283,1.5577393393,0.5,0.33333333330000003,7.75,0.0916666667,2.0,-0.0046666667000000005,-4.0,4.4166666667,0.0668674699,2.0,-0.0033416377,-2.9745762712,0.4124048525,0.6450999049,8.5,9.4,1.9251112698,0.37818380520000006,2.3521873238,-0.4270887939,0.25,3.2097061511000002,3.4745610786000003,-0.3719338943,3.8121088774,2.8306927522000005,0.236133325,1.9717849418,-1.0705413209999999,3.8243251091,124.0,8.0,0.6545940399,0.0018414176,0.7896682739,0.0019780252,0.4166666667,-3.6869826661541367,-3.6646748864517766,-4.625581180301964,-0.8688135877000001,1.3072581568,0.4340692138,1.7128720965000002,-0.4500173057,346.44333333332787,2.770847891038,0.3155306348590001,1.6008090579879997,23.56,73.485,-2.0702605419,0.5244258821000001,9.0,1.5885376241,0.6116879298,2.1535877753,0.033825933100000004,3.2258348144,0.4786999085,2.2659550362,-0.9482276817,0.4611528822,0.0155649446,4.5103084671,0.31960722150000004,2.0200060427,-0.1830253341,298.5,6.3,5.8,392.0,3.4814254839,0.2974347893,0.6394246678514016,314.8333333333,4.5930871551,0.3154344095,2.3422424246,3.340707408,0.34441045229999995,3.1379183405,-0.7116435157000001,0.1846053493,-0.5343535271000001,2.1287692324000003,0.051330687400000005,2.9353535782,-1.452346766,-0.2730499535,2311.6518518519,-5.0,8.0,6297.375,-0.4414309445,0.2803125869,-0.4354431785,0.182304558,0.7134658071000001
s155,0.7814197610000001,0.0349043713,1.5567675366999998,1.2,29.44,0.1666666667,27.1,0.33333333330000003,-0.3301271532,-1.3801188199,2.7071801043,0.4084052106,1.7074462077,-0.6353909550000001,-8.06380686799394,-3.963958979974565,-4.209781717109662,2.1960583558,0.24747272739999998,1.8071308409,0.33333333330000003,0.33333333330000003,6.25,0.0166666667,0.0,0.0016666667,0.4166666667,10.5,0.0472689076,1.0,0.0036823528999999997,-1.6155462185,0.0380324688,0.8886701475000001,7.1,5.7,1.4281215915599998,0.4019655224700001,1.9710265507219995,-0.527099351429,0.6944444444,-2.254317004495,-1.198545474374,-0.3077707923949999,3.115648269675,1.7950560134060003,0.14260918825000002,1.9054466745360004,-0.9756559860609999,2.3758656898,100.0,0.0,0.6578575015,0.0011338843,0.5,0.0015163321460000005,0.6111111111,-4.625581180301964,-4.625581180301964,-4.625581180301964,-1.5132071482,0.6998978081999999,0.42121607542599976,1.8958409017,-0.4700285495,353.10000000000707,2.429670722376001,0.31629014267900024,1.5281577413789995,24.585,73.935,-2.260212023,0.7765839543999999,6.0,1.3283647111,0.4280026064,1.9089541380000001,-0.7319496566,2.5327712583,0.39637289649999996,1.4875893328,-1.1226708116,0.2719546742,0.0069910956,2.9223748514,0.2963180026,1.7917477275,0.29718276990000003,374.0,4.7,5.1,333.37666666665285,2.5988737651280007,0.31709210783800024,0.5206135868390619,297.1666666667,2.4274219456,0.3060128864,1.7060893108000001,1.9875783997,0.3285476248,1.8903454939,-0.1280417116,0.2447535798,0.1838109655,0.4495704403,0.023893757,1.7884750219,-0.5110470850000001,-0.31014563430000003,2955.9383333333003,8.0,6.0,3780.25,-0.304203467,-0.445794331,-0.9308932622,0.1987360592,0.4114155234
s156,0.7058014369000001,0.026216813300000003,1.5370255063,1.55,31.814814814800002,0.1,23.51242195696001,0.5666666667,-0.7299078158000001,-1.0763281547,3.0350820099,0.3712794139,1.5226293849,-1.4265278312,-7.171311143122607,-5.464836710574101,-1.6958014171564797,2.617883539,0.2626436574,0.9811844332999999,0.33333333330000003,0.5,15.666666666700001,-0.0666666667,1.0,0.0006666667,-3.8333333332999997,9.1666666667,0.1356330014,1.0,0.0011038407,-5.0581182686,0.4181227143,0.47907354729999996,7.3,6.6,1.8908629774,0.5255025347,2.0702468938,-0.7556637256000001,0.1666666667,-3.1118397698,1.0741866734,0.3298219498,4.6604910377,3.0835550269,0.25072009160000003,1.2150742349,-1.3273158840000001,3.310775983,139.0,4.0,0.6525222778,0.0012222583999999999,0.8285911441,0.0013580352,0.4722222222,-4.625581180301964,-4.625581180301964,-2.7483841522350163,-1.1430259865999999,1.4429538037,0.46950861909999997,1.3749111087,-0.4886701114,436.0,2.6772602124,0.369629837,1.1501511369,71.5,47.0,27.209957333600002,0.5230898820000001,7.0,1.4157939288,0.5328488077,1.5686507062,-0.3640765028,2.6690188835,0.41608729270000006,1.1404941937000002,-1.9625350709,0.38083538079999996,0.046343496399999996,3.1153081652999997,0.3190454091,1.1114465661,-1.688690721,315.0,6.0,5.3,225.1666666667,2.5591368023000003,0.24567125129999998,0.9573853469068612,281.5,3.344798054,0.2212231221,1.7006116936720002,1.9672736343,0.34724514230000003,1.652443296,-1.3362498176,0.2315830196,0.5222622763,1.6961382423,0.3923206859,1.3323247235,-0.6976498452000001,-0.3644385163,2499.5273809524,4.0,8.0,5963.083333333299,-0.15926694330000002,-0.5674583101,-0.6102494344,0.2339155232,0.17040895829999997
s161,1.1381032846999999,0.1223579569,1.9899488137,2.5,25.08,0.1666666667,18.8,0.1666666667,-0.3934919716,-1.3130693016,3.3069613833,0.34596799370000003,1.7939320941999999,-0.7563245070000001,-8.450552350452428,-6.496564195604602,-4.0439931146330315,4.1189378525,0.2712358771,1.7033137753999998,1.0,0.0,5.875,0.09187500000100006,3.0,-0.0165,-4.0416666667,8.0416666667,0.4014100269,3.0,-0.0153706356,-3.2835720680000002,0.022629006299999997,1.1993555376,8.0,7.7,2.5427670223,0.4755737819,2.0142493057,-0.4716959569,0.33333333330000003,-1.8939158375,-0.3449147852,-0.4250370944,3.1507729495,2.452310604,0.1929566778,1.7289473222999998,-0.8893284576999999,4.1867508355,214.0,7.0,0.7877197266,0.00102094,1.0,0.0015991465,0.4166666667,-4.625581180301964,-3.6869826661541367,-3.6646748864517766,-0.7535781164,1.2073612297,0.44237774590000006,2.047302365,-0.38496006299999996,358.0,2.7280474904000003,0.27654584260000004,1.4596592975999998,23.0,105.0,5.5292220488,0.4669794415,14.0,2.1978789311,0.491596718,2.1117970546,0.1665268858,2.3620758922,0.36120931619999996,2.1455840936,-0.6860054911,0.5476772616,0.0410267282,1.9504462529,0.24203047379999998,1.4272349729,-0.6295589924,259.0,6.2,5.7,231.3333333333,3.5226070042,0.35957506450000004,0.7104221260564576,262.3333333333,2.4638687023,0.33473172,1.5303275732,1.8019216503,0.3091468047,2.0152680435,-0.31023259140000004,-0.4188960919,-0.3661467103,1.5436042651,0.2883284873,2.0720758803,-0.4129828704,-0.22970005780000002,1792.630952381,16.0,7.0,2559.6666666667,0.5668639662,-0.2683369326,0.7469756262,0.8711101844,0.3617688944
s163,0.9237934997,0.1738061859,1.5104993023,1.55,28.0869565217,0.23333333329999997,20.1818181818,0.2666666667,-0.6470649451,-1.7547097244,2.7539950302999996,0.3508165357,1.3515197437,-0.97549927,-9.28313904778641,-8.259114249688494,-4.504459135360597,2.7031303738999997,0.2459262166,1.8169893404,0.6666666667000001,0.0,7.5,1.526556659e-16,2.0,-2.6020852140000003e-18,-2.5,4.0,-2.081668171e-17,0.0,-1.101549407e-16,4.996003611e-16,-0.033013487200000004,0.7615916258000001,8.2,7.7,1.9339766447,0.4616528351,1.7557752711,-1.2573625318,0.8888888889000001,-2.3816185422,0.4241229556,-0.14226252420000002,3.3527661372,1.9058069919999998,0.0466517776,1.8487731499000002,-1.2890129855,3.38738178,187.0,7.0,0.6195231438000001,0.0016746128,0.7696991444,0.0017931877,0.5277777778,-5.553730190361736,-5.553730190361736,-6.449609932071973,-0.2972377901,2.2934956745,0.3897061147,1.7196094457000002,-0.9134153131999999,276.8333333333,2.3051756203,0.30790971770000003,1.3328632848,5.5,138.5,12.0793055776,0.5548022683,10.0,1.6811872302000002,0.5441290488,1.7681825919999998,-0.4368503125,2.0696762525,0.36642565579999997,1.6177941112,-1.0734798626,0.5916870416000001,0.1175088097,2.9438602834000003,0.26695641540000004,1.7806962652,-1.0603540504,397.0,6.3,5.5,304.983333333333,3.0086529331979994,0.32443230855800004,0.6286628671592678,230.6666666667,2.2650144416,0.3646460826,1.3686246830000002,1.9175272889,0.3583713645390001,2.3818948977,-0.10180250689999999,-0.1858246063,-0.5083005931,1.5616737987,0.0922965609,2.1819258831,-0.6989961306,-0.1970002464,2436.0222222222,1.0,11.0,3140.6666666666997,0.1208541732,-0.4815201204,-0.2456863526,0.1515648788,0.529170145
s165,1.1281944963,0.237786555,1.4442506897,1.85,19.2307692308,0.1333333333,17.5,0.2,-0.426405476,-0.2979072701,5.0035733036000005,0.3855005353,3.0494762926999996,-0.2348158844,-5.682994832646339,-5.490005613211789,-3.3249764363352723,4.9675938226,0.3027986111,1.9686251662,0.5,0.33333333330000003,10.2916666667,-0.0458333333,1.0,0.0015,-6.041666666699999,9.2083333333,0.0281690141,0.0,-0.006084506999999999,-1.5281690141,0.1608233,0.6283703578000001,8.1,6.5,1.6133997858000002,0.4511675988,2.6513068569,-0.22734685059999998,0.0,-3.5490023864,-3.1665195556,0.20693496649999998,4.9062650043,1.9220369609999999,0.0061376168000000005,2.270870184688,-0.8075379761,4.3503317988,206.0,6.0,0.8070190429999999,0.0016292123999999998,0.89765625,0.0019741832,0.5833333333,-1.8444397271102144,-1.8444397271102144,-1.8444397271102144,-0.9563953787,1.6583365077,0.4931870539,2.0275784041,-0.2674414157,262.1666666667,4.1046247715,0.34157596219999997,2.0597602784999998,14.0,50.0,33.638482138,0.8071910568999999,4.0,1.3029592054,0.45438992340000006,2.3406293775,0.1681989062,3.254332049,0.4327857996,2.6481411816,-1.8985772523,0.49257425740000005,0.0635596685,3.4922052845,0.32674310230000003,1.8288796117,-0.34375627700000005,364.5,5.3,4.3,286.5,4.6698542648000005,0.3732560957,0.7614119687519029,239.6666666667,4.613355535,0.3938082631,1.9406885185,2.7710067581,0.4820382484,2.302807951,-0.9616896187,-0.21042958579999999,-0.0828541691,1.7373947167,0.2729074382,1.8080931201850008,0.513872371,0.0530762382,2652.9314814814998,17.0,5.0,2705.25,-0.022541702279000014,0.011842687400000013,-0.09270828079000004,0.49891534369999996,0.1914306723
s168,1.5968373728,0.4447157341,1.9820906813,3.65,1.0,0.0,0.9333333333,0.0,-0.1784478519,-1.1017803919,3.3253125641000003,0.3130074788,1.5461603066,-0.9959831420360004,-7.92685229135188,-4.326174410417135,-5.410646551521956,7.414397198,0.2669055429,1.5961850429000002,0.8333333333,0.1666666667,7.25,0.0666666667,2.0,-0.0013333332999999998,-1.3333333333,21.9166666667,0.2271428571,2.0,-0.0025142857,-3.0833333332999997,-0.0124748458,1.0463428282,7.5,7.7,2.6817535043,0.35958304950000003,2.2437067853,-0.5666628914,0.5,-0.53267435,1.0184049193,0.0,5.320134937200001,3.3937357431999997,0.21882023670000003,2.0268818022,-0.9575666758,4.0502743994,186.0,6.0,0.6925447464000001,0.0016239510999999998,0.9984375,0.0022941762000000003,0.7222222222,-2.7483841522350163,-3.6646748864517766,-4.609202534990781,-1.1792684359,2.0826078725999997,0.4219896659,1.3227161831,-0.30262440949999997,259.3333333333,4.2740222889999995,0.2859766749,1.8014512059999999,2.0,-7.5,-5.5606805381,0.3966477785,15.0,1.7439021450999999,0.5243318702,1.8854457523,-0.06695570099999999,4.4776715601,0.3932914953,1.9343217006,-1.4860852690000002,0.4170731707,0.0821625508,4.3956665288,0.2598573675,1.2902950436,-1.6600567995,285.0,7.6,7.1,312.8333333333,3.7751895937,0.31083270539999996,0.2817937033592591,249.8333333333,3.9463293888999997,0.292619742,1.4697318002000002,3.162648668,0.3677988351,1.6056290881000002,-2.0513710188,-0.6225747157,-0.7445184655,1.7738080335,0.2342427915,2.031063402,-0.6580111192,0.1942086555,1549.9833333333,1.0,11.0,3285.0,0.25737991660000004,0.033743725700000005,0.23170673519999999,0.6636948689000001,0.162081627
s170,0.9062606241,0.2246767092,1.1841421142,1.85,32.368421052600006,0.3666666667,18.9473684211,0.3666666667,-0.9383036045,-0.5329733629,2.6993341,0.31555458470000003,1.5050711807,-1.0541471826,-7.960818077368216,-7.621148433101696,-7.105230108889375,2.295729955,0.24364934989999998,1.3709547883000002,0.5,0.1666666667,15.958333333299999,0.27083333330000003,2.0,-0.0047983333300000005,-2.7287499999989997,12.375,0.20502873559999998,3.0,-0.007867816100000001,-4.4088669950999995,0.13830892460000002,0.40235932840000005,8.0,7.8,1.4608965044,0.3394516128,1.8290928021000001,-0.19360092969999998,0.3888888889,-3.7151403466,-3.0054530286000003,-0.33672694870000003,2.9741526582,2.0454948421,0.0153726831,1.9410183915,-1.0385004381999998,3.3813588491,142.0,3.0,0.6391280413,0.0012768052999999999,0.944140625,0.0024660852,0.5,-7.365900695568905,-6.449609932071973,-4.609202534990781,-1.7378578921,1.5672493144,0.44325773079999997,1.3080378420999998,-0.1645477202,460.6666666667,2.2594439745,0.3134371045,1.354420816,51.5,92.5,0.8268323051569998,0.4794762317,8.0,1.4187625882,0.4579797565,1.8140856092,-0.19935764649999999,3.0187302212000002,0.34317449479999995,2.2317945177,-0.8819324706,0.4558823529,-0.0134877658,2.4566679096,0.2829743269,1.135123435,-1.6515115972999999,272.5,6.2,5.1,323.60333333333193,2.609548116795,0.327954572762,0.4036701849386367,419.0,2.3548505179,0.27004487110000003,1.8114845237000001,1.7516699286,0.3062489739,2.0169600549,-1.3049676522,0.0492335419,0.7316796498999999,1.0817238817000001,0.2250749504,1.6198439703,-0.5226043015999999,-0.5477147806,1563.119047619,20.0,6.0,2055.0833333333,-0.9435964816,0.3672014072,-0.6734330443000001,0.3444379439,0.2784116774
