,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium,bickel_titrator.auc_small,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.prop_healthy_choice,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AX_errors,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.AY_errors,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.BX_errors,dot_pattern_expectancy.BY_errors,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.omission_errors,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.prob_weighting,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.global_congruent_errors,local_global_letter.global_error_cost,local_global_letter.global_incongruent_errors,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.local_congruent_errors,local_global_letter.local_error_cost,local_global_letter.local_incongruent_errors,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.negative_priming,shape_matching.positive_priming,shape_matching.prime_trials,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.conceptual_responses,shift_task.fail_to_maintain_set,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_fit,shift_task.model_learning_rate,shift_task.nonperseverative_errors,shift_task.perseverative_errors,shift_task.perseverative_responses,shift_task.total_errors,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.commission_errors,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.inhibition_slope,stop_signal.omission_errors,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stop_signal.total_errors,stroop.congruent_errors,stroop.errors,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.incongruent_errors,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s011,1.4236172954000001,0.0979423514,1.4608552828999999,3.2,40.5555555556,0.4,690,18.3333333333,0.30000000000000004,365,-0.7036745994,-1.2773634332000001,3.5129195049,0.3551980826,1.8657941492,-1.1746085079,0.040532534200000005,0.1262636986,0.24120547950000001,0.044047226,0.0051069641,0.00015283200000000002,4.5663118712,0.2586607756,1.3824439948,0.33333333330000003,0.33333333330000003,5.3333333333,0.058333333300000005,1,-0.0026666667,-1.75,6.9130434783,0.130866426,3.0,-0.0025487365,-3.7931923672,0.19393002980000001,0.1428571429,0.9515309845000001,7.9,9.8,2.0920299616,0.3227650681,2.3500991767,-1.0076009563,0.0,0.0,-4.3961586235,1.0,-2.957445655,2.0,0.0,-0.7548590441,3.810416849,3.4705178767,0.21901367830000001,1.5220708680000001,-0.7625664513,0.11428571430000001,3.9332268227,0.0031746032000000003,265.0,1.2928725743,0.514558072,0.0438060331,4,0.7708899498,0.0016033788,0.8675750732,0.0018161934000000002,0.5833333333,0.866,0.8834645520000001,0.8834645520000001,0.866,0.25,0.25,0.25,-0.9816870967,0.0,,0.0,2.6686655233,0.3572493873,2.5310587915,0.0,,0.0,-0.5373239888,259.5,3.8231744736,0.3036288241,1.6947284412,-8.0,84.0,1.0782063195,6.9911453835,0.2325498095,12,1.6710064062,0.3774073242,2.421460752,-0.7243682006000001,3.3497230724,0.4242845216,1.5642708874,7.0,14.0,0.1035714286,-2.5202831564,0.539408867,135.0,13.0,0.09415104140000001,-0.0002613996,6.536819127,0.5234334218,-228.7515713438,0.23394345560000002,98.0,89.0,172.0,187.0,3.5714446363,0.3208583085,1.1885198853,-1.7751402303,316.0,5.7,6.3,193.3333333333,3.6851132797,0.3518033272,2.1310765835,240.0,247.6666666667,0.5277777778,3.8633792039,0.318563423,1.9595088387000001,0.0069876687000000005,0.009523809500000001,7.6666666667,96.7917874738,0.165,0.0,1.0,2.9409288431,0.34776572110000004,1.7689088810000002,1.0,-1.8922339491,0.0082601971,-0.011010106700000001,2.7439454075,0.3477161427,1.2988064738,-0.49495301410000003,-0.040956949400000005,1371.7153679654,11,8,2094.9166666667,-0.1869713624,-0.6970368060000001,-0.5990588585000001,0.1925341667,0.2404360379
s012,2.1533503267,0.31773210360000004,1.4810090871,3.25,44.1578947368,0.36666666670000003,796,24.5652173913,0.2333333333,527,-0.7267599584000001,-0.9139577362,3.1956818011,0.2964819985,2.2769690276,-1.561937866,0.16681763700000002,0.0936986301,0.0955256849,0.0011767575,0.010140686000000001,0.0590556641,3.1037352116,0.2621982607,1.4809104215,0.8333333333,0.1666666667,5.6666666667,0.058333333300000005,2,-0.0086666667,-2.9166666667000003,3.9583333333,0.1687969925,3.0,-0.0115213033,-1.9323308271,-0.3553490939,0.0208333333,0.7137797811000001,8.4,8.6,2.0160752455,0.497742059,1.8904292561,-0.3507232196,0.1666666667,0.0,0.063081916,0.0,0.3324732037,0.0,0.0,0.0,5.3201349372,3.7875325221000002,0.0621784156,5.821480417,-1.0820225484,0.3714285714,2.8201893119,0.0063492063,190.0,10.925098711,0.9214174355,0.2565783653,8,0.6499261856,0.0010140799,1.0,0.0020015881,0.6666666667000001,0.9538658187000001,0.9140590093000001,0.9538658187000001,0.9538658187000001,0.25,0.06403124240000001,0.06403124240000001,-0.5510587220000001,0.1666666667,-95.5,0.3571428571,1.4617441325,0.3635144302,1.9236417477,0.0,-552.0,0.0,-0.4335588442,347.1666666667,2.4267166895,0.2864833731,1.4887863119,-7.5,81.0,27.3376402867,-25.2123453648,0.6264483412,15,1.5349512975000001,0.5095222685,1.5484092715000002,-0.1540319601,2.9189238092,0.39588037600000003,2.3381316779,76.0,12.5,0.1035714286,-1.4772372442,0.4617283951,98.0,9.0,0.1077804578,-0.0039121115,11.4537029351,0.7105333401,-251.9027084213,0.17543797600000002,117.0,101.0,156.0,218.0,2.4034570106,0.2847408006,1.5379539663,-0.6404945781,338.0,5.9,6.0,303.0,3.2102822132,0.3160440288,1.3805453343,275.6666666667,295.6666666667,0.5055555556,2.1827436165,0.3162921085,1.4157706096,0.0045768279,0.0785714286,20.0,20.8802469136,0.2066666667,1.0,3.0,2.3064804964,0.3683992696,2.2985731428,2.0,-0.9588942866000001,0.4416795193,0.20178311370000002,1.9699718904,0.3138444877,1.6118937457,-0.6078250773,0.2661280612,2230.165,3,8,4731.5,-0.0919935404,-0.1003198587,-0.10730006160000001,0.23654425440000001,0.1860625235
s013,1.363454237,0.1523171821,1.5340740833000002,2.15,22.4074074074,0.1,586,23.4736842105,0.36666666670000003,424,-0.0713415208,-0.8390759407,5.1564421808,0.37087413280000003,2.9813106379,-0.792210947,0.5187517123000001,0.1171678082,0.0752568493,0.0005160177,0.0025000534,0.0058095703000000005,5.7095589473,0.3000474597,1.5987080888,0.5,0.5,9.2083333333,0.36250000000000004,3,-0.0248333333,-1.7083333333000001,4.9166666667,0.028331648100000002,2.0,-0.0127332659,-2.2335692619,0.7785107695,0.1428571429,0.36017186970000004,9.0,9.3,2.4045657692,0.5206775562,1.6779147970000001,-0.3432479966,0.7777777778,0.0,-0.9841180891,0.0,0.8822618905,0.0,0.0,0.0,5.3201349372,3.7184191588,0.2545674761,2.1176880746,-0.7017421781000001,0.0571428571,4.5619233948,0.0,218.0,10.925098711,0.9214174355,0.2565783653,8,0.7021778107000001,0.0011535233,0.7785831451,0.0013447607,0.5833333333,0.9904938162,0.9979994990000001,0.9904938162,0.9904938162,0.0015811388,0.009797959,0.009797959,-0.7383345033000001,0.0,-308.0,0.11764705880000001,2.0349380704,0.5682466755000001,1.8044342749000002,0.0,-334.0,0.0555555556,-0.2601993033,288.8333333333,2.983971548,0.2826644178,1.4600180213,65.0,-51.0,1.3199854212,-0.9613955142,0.5857221139000001,13,2.0616746738,0.5242873566,1.9922557125,-1.0642090129,4.6121722786,0.44107162650000004,1.8212034221,-19.0,-13.0,0.1214285714,-2.3945994657,0.4232673267,65.0,6.0,0.0394048285,0.0032251616,7.5033997263,0.9716477020000001,-257.3563654453,0.1406663793,114.0,119.0,170.0,233.0,4.4427483397,0.3710398721,1.7952686625,-1.1737520878,316.5,5.6,6.5,294.8333333333,4.9020229952,0.3298905066,2.3467083279,266.1666666667,308.6666666667,0.5166666667,4.8976720722,0.2922980984,2.3125736314,0.0132865941,0.0047619048,42.5,44.2660994367,0.15833333330000002,0.0,3.0,2.3044131585,0.4001816127,2.086373481,3.0,-2.0397270576,-0.4204082022,-0.3901288202,2.6617334469,0.3668221289,1.6341528051,0.4181854768,-0.47246962530000003,2806.9880952381,5,7,4206.1666666667,0.4956201602,0.33337924290000004,2.2689832052,0.8504350938,0.3524325797
s014,0.7800571518,0.0431136379,1.4060747811,1.5,16.1481481481,0.1,426,12.1538461538,0.1333333333,303,0.2900029652,-1.7317149473,0.7716491912,0.12176398070000001,1.9106477994,0.0256937921,0.1895907534,0.0731506849,0.0343613014,0.001261544,0.0085062256,0.3257021484,2.1445031679,0.0697105356,2.485207759,0.33333333330000003,0.5,8.0416666667,0.0291666667,1,-0.0078333333,-3.125,4.25,0.1512254902,3.0,-0.0077058824,-2.6666666667000003,-0.1140992804,0.125,0.7487803391000001,7.2,5.7,1.6266148451,0.3381627983,1.8888021191000002,-1.0343827912,0.0,4.0,-1.3238934326,3.0,-0.7455270963,2.0,0.0,-0.3446865999,2.6242163319,1.6515290341000002,0.06620727700000001,1.9813148854,-0.3258414813,0.11428571430000001,3.0597768827,0.0317460317,168.0,46.0626954627,1.000384038,0.8291899447000001,10,0.7172293186,0.0011741687,0.5847579479,0.0008385868,0.5277777778,0.866,0.8834645520000001,0.8834645520000001,0.866,0.158113883,0.25,0.25,-1.1272186111,0.0,-171.0,0.058823529400000005,1.2315929603,0.3545034432,1.5701517213,0.0666666667,27.0,0.6666666667000001,-0.295105306,348.1666666667,2.1583779157,0.22625824300000003,1.3984306575,46.5,24.0,,,0.2956460299,6,1.0258920057,0.39943226730000003,2.0234245461,-0.4845252473,0.8898241581,0.030019935100000002,2.4919544672000002,-72.0,18.0,0.1484375,-0.508153465,0.3282828283,18.0,2.0,0.029927517400000003,-0.006301911,24.7614290148,0.3315461544,-384.4541046528,0.009975492400000001,170.0,96.0,127.0,266.0,1.8389339586000002,0.3198033631,1.7239141892,-0.9090729695,315.5,6.0,4.7,,,,,224.8333333333,250.5,0.5333333333,2.9050178344,0.273900338,2.0309532539,0.0060708372,0.059523809500000004,25.6666666667,15.6246753247,0.2016666667,1.0,3.0,2.3497586548,0.3382032394,1.8763684550000002,2.0,-1.0683998679,-0.4131019741,0.3533945844,0.7180483669000001,0.08524316430000001,2.0120521507,-0.14094087600000002,-1.0926942045,2810.0145833333,9,5,4402.6666666667,-0.5053968396,-0.2140226029,-0.7849978324,0.7998899836000001,0.3405855003
s015,1.6880969831,0.2162035965,1.2876186982,2.55,44.0666666667,0.5,624,24.5,0.33333333330000003,460,-0.8436920275,-0.7806072847000001,3.9805695141,0.31052443290000004,2.2578946125,-1.3567438021,0.20336729450000002,0.0554152397,0.054412671200000005,0.001157664,0.008427215600000001,0.0292744141,3.4890295141,0.28485414200000003,1.4101439477,0.5,0.33333333330000003,8.375,0.1625,2,-0.0025,-7.2083333333,6.25,0.13857142860000002,1.0,-0.0017428571,-3.6142857143000002,0.07950538110000001,0.20408163270000002,0.7646721157,6.0,5.5,1.3872616587,0.3889150836,1.7773432319,0.086841761,0.1111111111,0.0,-1.1493712972,1.0,-0.4283953831,1.0,0.0,-0.6385366708,4.0430615957,2.8020465269,0.026453126400000002,2.7053796034,-0.9928100529,0.22857142860000002,3.4727396196,0.0031746032000000003,218.0,7.6113128603,0.7339492028,0.3752535483,7,0.6677876472000001,0.0014048019,0.9998046875000001,0.0016761451,0.5833333333,0.9538658187000001,0.9538658187000001,0.9538658187000001,0.9012813101,0.06403124240000001,0.1265219767,0.158113883,-1.3077812218,0.0,-54.5,0.3076923077,1.7955743024,0.3768396606,1.5426839725,0.0,-132.5,0.1428571429,-0.46014144630000003,298.0,3.4670632457,0.31543942540000003,1.4331773438,0.0,84.0,,,0.5386307889,8,1.2588082767,0.4504771484,1.9841418579,0.0426876651,2.9442356358,0.4132959504,1.5130449134,14.5,-13.5,0.0866425993,-1.3847054272000001,0.512254902,124.0,13.0,0.1272805526,-0.0046817774,7.4255555812,0.6590349803000001,-253.1761954335,0.2210203987,112.0,87.0,161.0,199.0,1.7440370436000001,0.27568329540000003,1.326948913,-0.5925543728,288.5,6.8,6.6,287.5,3.1970984254,0.359141044,1.0791909205,230.6666666667,242.1666666667,0.5333333333,3.3388446765,0.3218221473,1.4366044421,0.015019354300000001,0.0404761905,11.5,34.7606433777,0.18833333330000002,2.0,5.0,2.0191601559,0.3158818619,1.9112075958,3.0,-0.7052229735000001,-0.39143753200000003,-0.0526025959,1.2245853212,0.3265413266,1.4778869655,-0.7926086909000001,-0.22797565150000001,1979.000617284,21,7,3214.75,0.2061693243,0.6995693651,-0.4913984703,0.18584720400000002,0.34868715570000003
s016,1.1739452524,0.1536284753,1.3502811366,1.65,18.5652173913,0.2333333333,407,18.3913043478,0.2333333333,398,-0.0429449396,-1.4072735984,2.3246085296,0.38196169620000003,1.241847221,-1.4944813865,0.7312585616,0.3011960616,0.1711318493,2.2841900000000002e-05,0.0002564487,0.0016552734,3.4063901774,0.23823920110000002,1.5253279644000002,0.5,0.1666666667,13.3333333333,0.0416666667,1,-0.0016666667,-3.3333333333,10.5833333333,-0.026056338000000002,0.0,0.0023943662000000003,-0.2746478873,0.0018743411,0.3265306122,0.978093639,8.1,4.7,2.6552455463999998,0.4148783176,1.3453514747,-0.2909516944,0.9166666667000001,1.0,-0.9484628612,2.0,-0.0877529878,0.0,0.0,0.1910395678,4.9380558016,2.7150595576,0.021122027300000002,2.9954780878,-1.4013457528,0.4285714286,3.1627162453,0.0,120.0,25.7627506452,0.9984046207,0.3968411315,9,0.6846951008000001,0.0017568476000000002,0.6621181488,0.0013839845,0.5833333333,0.999299955,0.999299955,0.9991661563,0.999299955,0.0006324555,0.0004,0.0006324555,-1.5853210674,0.0,-133.0,0.3571428571,1.7166841081,0.3964531489,1.4099795861,0.0476190476,-206.5,0.30000000000000004,-0.9443429789000001,332.8333333333,2.7678225055,0.2631128096,1.4995922842,-10.5,-11.0,,,0.3657674092,6,1.2347569863,0.553927131,1.3095119919,-0.3297518628,2.5175321384,0.3720151212,1.6415546946,-2.0,-2.5,0.1285714286,-1.1927150019,0.4414634146,90.0,9.0,0.1352514824,-0.0070652477,10.0626241602,0.6113351483,-278.9695961838,0.20120127200000001,138.0,91.0,144.0,229.0,2.4124349692,0.2368119642,1.014672036,-1.360767884,348.0,6.0,5.7,350.1666666667,2.7764552616,0.3246593182,1.6027243334999999,315.6666666667,337.5,0.5388888889,2.626222894,0.30942929610000003,1.2544548312,0.0117987838,0.0785714286,21.8333333333,49.078951679,0.2166666667,0.0,4.0,2.1930531431,0.3458853141,1.6247654425,4.0,-1.4761445971,-0.4186872587,-0.3135529985,1.3096095936,0.2920739151,1.4745259402,-0.22853009100000002,-0.5819919312,1743.3083333333,10,9,3615.0,,,,0.8220265439000001,0.2013756881
s017,1.0616877026,0.027302057600000002,1.7035901003,2.0,37.5,0.2666666667,789,21.3333333333,0.1,550,-1.014674367,-0.3790029319,3.5373997371,0.3303273681,2.0684437529,-1.7357226793,0.4447148973,0.6562619863,0.47102054790000003,0.00011245850000000001,0.00019663,0.0006987305,5.8184264545,0.2321926164,2.5047891661,0.6666666667000001,0.1666666667,9.7083333333,0.10416666670000001,3,-0.011166666700000001,-2.125,7.9583333333,0.1894025605,3.0,-0.0077980085,-1.8536882747,0.18364322830000002,0.0208333333,1.3700064956,9.3,7.6,2.3461603511,0.44463716070000003,1.9891592173000001,-0.5675844809,0.8333333333,0.0,-0.246570529,1.0,0.0052279604,2.0,1.0,-0.7548590441,3.810416849,1.8207126078,0.1261528314,2.3772608760000002,-0.7625664513,0.11428571430000001,3.9332268227,0.0031746032000000003,246.0,0.0331595576,-1.0338362518,-0.6040336065,3,0.767848587,0.0024491452000000003,0.98984375,0.0027049545,0.5833333333,0.9997499962,0.9997499962,0.9997499962,0.9997499962,0.0002011893,0.0002011893,0.0002011893,-0.8720203599,0.0,-219.5,0.1666666667,1.6844076246,0.43592140290000003,1.9058040693,0.0,,0.0,-0.343170238,282.6666666667,3.0212148086,0.2136222191,2.2761317853,-14.5,160.0,,,0.58484855,10,2.0709244946,0.5227037386,2.0188232501,-0.6032485502,2.7871220771000003,0.4233840535,1.6593008039,-15.0,-18.0,0.13740458020000001,-2.0258297529,0.45137157110000004,96.0,12.0,0.0285210007,0.0041517908,7.7285297787000005,0.46008032790000003,-248.8866619729,0.22111305950000001,115.0,105.0,165.0,220.0,3.3876564532,0.29090421380000003,1.7022650082,-0.3850560542,310.0,6.5,5.6,251.0,3.7696179525,0.2966614521,2.7138504171,246.8333333333,295.0,0.5166666667,3.0426350253,0.3317619489,1.6607965515,0.0041655484,0.0285714286,48.1666666667,98.0324196876,0.17500000000000002,1.0,2.0,2.4440337291,0.41627636100000004,1.8061372682,1.0,-1.7703160586000002,-0.08660739270000001,0.5844345789000001,2.0724096014,0.34024772740000003,1.7941695465,-0.3054997292,-0.1104894772,1481.6893939394,1,10,3958.5,1.2207520206,-0.1697443685,0.8160758892000001,0.185612246,0.17430210710000002
s018,1.5839438315,0.1120562692,1.6277153098000001,2.5,28.125,0.2,650,16.8421052632,0.36666666670000003,310,-0.2535700094,-1.2646058704,2.6792812133,0.3842977715,1.800924503,-0.3513313225,0.0897123288,0.06965068490000001,0.0386635274,0.0039904875,0.0065501709,0.0522021484,2.9039936321,0.2665125175,1.5988497759,0.6666666667000001,0.33333333330000003,13.8333333333,0.2083333333,3,-0.0083333333,-3.3333333333,13.9583333333,0.2622332859,3.0,-0.016727088,-4.9679943101,0.4820169651,0.2653061224,0.3721206409,9.3,5.7,2.2025383197,0.42514531400000005,1.9738824554,-0.7223815078,0.0,2.0,-0.48647575660000003,0.0,-0.5219400471,3.0,0.0,-0.5542288687,2.8827508555,2.1508614576,0.2726051825,1.8858037528,-0.8742787237,0.22857142860000002,3.2356769612,0.0063492063,,46.0626954627,1.000384038,0.8291899447000001,10,0.6659279823,0.0019058830000000001,0.7882110596,0.0027078689000000003,0.5833333333,0.9538658187000001,0.8834645520000001,0.9538658187000001,0.9538658187000001,0.158113883,0.06403124240000001,0.06403124240000001,-1.2524169381,0.0,182.0,0.23529411760000002,1.9341877515,0.3847591879,1.7422380444,0.0,,0.0,-0.1399760981,350.0,2.6470907055,0.3388845205,1.5092291083,18.5,21.0,,,0.5681403456,14,1.3268498554,0.4308824217,2.1713516901,-0.4977969781,2.9940205818,0.3877689503,1.4833108858,-31.0,-15.5,0.1321428571,-1.2373704392,0.2634146341,38.0,3.0,-0.0096334899,0.0004512294,28.0529774585,0.24798113500000002,-107.7111725347,0.08466253500000001,187.0,115.0,143.0,302.0,3.5961381378,0.2984646101,1.5747035261,-0.9035183368,399.0,6.9,7.3,352.3333333333,3.1109390143,0.3501475137,1.4195062259,323.3333333333,427.8333333333,0.48888888890000004,2.8200960799,0.22034645220000001,1.9901232756,0.0015744033000000001,0.054761904800000004,104.5,58.9768217054,0.185,1.0,1.0,2.6006284425,0.285822002,1.9040822822,0.0,-1.2690617189,-0.278592451,-0.4436287921,1.7217844969,0.3544975058,1.6031421680000002,-0.0782007255,-0.2893868587,1919.09375,12,6,3500.5833333333,-0.7593529021000001,-0.013699926400000001,-0.9126030885,0.3565769224,0.1548013954
s019,1.128895155,0.2107107916,1.4381775804,1.85,36.35,0.33333333330000003,679,22.5714285714,0.30000000000000004,434,-0.5432796854,-0.3145640541,3.6269288470000003,0.3381978451,1.5915971853,-2.0987335513,0.3166523973,0.0380881849,0.08587328770000001,0.0027439678,0.030159912100000002,0.055425781300000004,4.0742896025,0.2690853804,1.1457514672,0.1666666667,0.6666666667000001,8.8333333333,-0.025,1,0.0006666667,-2.1666666667,16.375,0.1503861004,1.0,-0.0054440154,-1.8243243243,0.0109983284,0.2244897959,1.1656895758,8.1,6.4,1.6755952956,0.3893135787,1.698428796,-0.443422284,0.0277777778,0.0,-1.409538415,4.0,0.1133357581,1.0,0.0,-0.5629734621,4.194188013,2.4701937428000003,0.19867044990000002,1.5060945329000002,-0.9437793146000001,0.2,3.5708010963,0.0031746032000000003,175.0,59.8991114415,-8.5507035957,0.8568707964000001,6,0.7385317802,0.0014053336000000001,0.8894531250000001,0.0017720488,0.5555555556,0.866,0.8834645520000001,0.8834645520000001,0.866,0.158113883,0.25,0.25,-1.5202082066,0.1818181818,-109.0,0.6000000000000001,0.8953316919000001,0.38953677000000003,1.1307528885,0.1818181818,50.0,0.4545454545,-0.4693679744,273.8333333333,2.6340221107,0.2616368763,1.6795893821,6.0,65.5,8.0015597358,-2.2601786806,0.5934771002,7,,,,,3.1866623306,0.44688232710000003,1.3552811765000001,-20.0,21.0,0.1178571429,-0.6582488031,0.2975,44.0,5.0,-0.0205347127,0.0040996792,9.6900749311,0.7162356312,-240.8096413168,0.1608279674,158.0,123.0,151.0,281.0,2.7263468125,0.24618205680000002,1.1772128837,-1.4006931728,261.0,5.7,5.0,292.8333333333,4.0497570512,0.3236376877,1.309105916,211.1666666667,272.0,0.5111111111000001,2.8155601968,0.28687447590000004,1.4139736925,0.009245999500000001,0.0619047619,60.8333333333,67.5252268982,0.19666666670000002,1.0,14.0,1.3592526647,0.37950593850000003,1.4846903846,13.0,-1.7856184307,-0.2526591237,-0.1514167317,1.3391466541,0.2784739087,1.3579046013,-0.4923802889,-0.3107784733,2078.775,1,9,3395.25,-0.328261664,0.4877916077,0.3333183487,0.7690950804000001,0.4129067849
s020,0.8351194033,0.1060063024,1.4756793221,1.85,26.6666666667,0.2,610,12.962962963,0.1,340,0.0816957392,-1.0388396265,2.4043530131,0.310884598,1.7729483115,0.048755886000000005,0.6531181507,0.10786301370000001,0.1130068493,0.00023432030000000001,0.009369873,0.0126279297,1.8910588509,0.2576600882,1.6640195512,0.6666666667000001,0.33333333330000003,9.8333333333,0.4,1,-0.006,-1.9166666667,7.2916666667,0.0038725986000000003,0.0,-0.0009140546000000001,-0.8612740142,-0.0335462443,0.1632653061,0.6750894226,7.5,5.2,1.350756969,0.4550099822,2.2220232769,-0.40342166500000004,0.0,3.0,-1.9498011265000001,2.0,0.8119650105,1.0,0.0,-0.1448413667,3.3579238221,2.1943706002,0.20091645230000002,1.6169370744,-0.6807759697,0.0857142857,4.096807786,0.0031746032000000003,122.0,7.6113128603,0.7339492028,0.3752535483,7,0.6603252411,0.0017003689000000002,0.7410667896,0.0015159825,0.47222222220000004,0.9538658187000001,0.9784630806000001,0.9538658187000001,0.9538658187000001,0.0256124969,0.06403124240000001,0.06403124240000001,-1.3764410438999999,0.0,222.0,0.1818181818,1.5157847715,0.4221284517,1.7666004056,0.0,-45.0,0.1875,0.020214910200000002,,,,,,,3.7318341441,-3.4417341323,0.6229103774,8,1.011922676,0.41121413290000003,1.8953786007,-0.3374040713,2.6239281795,0.41121879990000004,1.4092220591,33.5,-37.5,0.10394265230000001,-1.4762700483,0.43349753690000004,81.0,10.0,0.1211781794,-0.0073593067,1.0,0.0,-430.213723237,0.1,128.0,102.0,147.0,230.0,2.434977609,0.3230539544,2.1486546308,0.21545111660000002,381.5,6.3,5.7,253.3333333333,1.8189319530999999,0.4014835049,1.3042230237,245.0,364.3333333333,0.5111111111000001,2.0990482444,0.32986722500000004,1.5369151977,0.0022738336,0.0833333333,119.3333333333,12.8482783357,0.2116666667,2.0,7.0,1.8208401904,0.2880649369,1.7795122159,5.0,-0.9501238630000001,-0.0487875797,-0.059017405,1.0575805787,0.21841402710000002,1.9730115625,-0.4423692218,0.061972684800000004,2750.9476190476,12,6,3479.3333333333,-0.7749274191000001,0.0413395533,-0.5395458058,0.1805794197,0.3909019375
