,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s273,0.6935111473000001,0.0005000941,2.389557967,1.9500000000000002,-24.7619047619,-0.30000000000000004,490.0,-19.75,-0.33333333330000003,380.0,-0.4587319996,-0.4095236511,4.7844704503,0.3916637096,2.8127059923,-1.1084480043,-3.18892e-05,-0.0001314659,-0.0064716797,7.8239478153,0.3711082741,2.1722677423,1.0,-0.0,9.1666666667,0.0166666667,1.0,-0.003,-2.0833333333,10.5,0.0839701771,2.0,-0.0015340168,-1.6304753028999999,-0.09124195110000001,-0.917553975,8.8,7.1,2.4974395510000003,0.5921228196,2.152371274,-0.2390222264,0.1388888889,3.2379679644,1.0783491466639998,1.0,4.6089168023,0.3119689561,1.9420369564,0.9714285714,161.0,7.0,0.8220962524000001,0.0008248242,0.9433593750000001,0.0009889722000000001,0.6944444444,-0.0038729833,-0.009797959,-0.06403124240000001,-0.38211963400000004,1.9573505789,0.4984354407,2.8155900811,-0.7206472204000001,-445.0,3.6692073383,0.4198458746,1.3743277615,-24.0,43.0,-23.6448153655,29.942451503,0.4944998318,14.0,2.0074430313,0.6261122979,2.2027200253,-0.7074037773,3.1753048696,0.5337610382,2.0213889309,-1.264245353,0.4235588972,0.1081432622,5.3912940359,0.38346275100000005,1.6185764509,-1.8982806635,415.0,6.9,5.4,-368.0,5.1976449433,0.4930285552,2.232527845,2.9048491056,0.44652590940000003,2.2452300328,-1.2138418885,-1.4203394006,-0.4174116476789998,1.7051156968,0.2260557641,2.7165354512,0.5477235437,1.2774902084,2019.6266666667,-13.0,8.0,2751.1666666667,1.3816050208,2.7033608607,0.8895616256000001,0.1755714333
s275,0.9331178189,0.0807423087,1.4669015101,1.75,-28.2307692308,-0.1333333333,712.0,-16.4761904762,-0.30000000000000004,328.0,-0.6844918582,-1.7438123081999999,3.2072151188,0.3755857486,1.7378523249,-0.6331205823,-0.0039046073,-0.015572458534000006,-0.07702441410000001,2.4922318944,0.28212294,1.5119470986999999,0.33333333330000003,-0.1666666667,16.9166666667,0.1416666667,0.0,0.0043333333000000005,-0.9166666667000001,13.2916666667,-0.0074432296,0.0,0.0027863751000000003,-0.6448696384,-0.0132352369,-0.6158667134,8.9,7.4,1.3570314078,0.3301470953,2.084708875,-0.6334918696,0.0277777778,-3.645251294,-2.0151148669,0.6666666667000001,0.8745292491000001,0.0013150623,1.6206482759,0.5365079365000001,108.0,5.0,0.6677640915,0.0019576386,0.7219851017000001,0.0022155287000000003,0.6944444444,-0.08422046593000006,-0.158113883,-0.06403124240000001,-0.6648227966,1.3112178639,0.4188110823,1.6500341695,-0.43156061910000004,-326.3716666666721,2.596814363021,0.33084844674499997,1.3927711924819997,-10.19,53.31,2.5469638880959997,0.14460818497700043,0.5101431512,4.0,1.2249340260000001,0.3763319563,2.0477035211,-0.7858952279,2.5564470934,0.39917836560000003,1.5549005619,-1.2055397945,0.465,0.07517016950000001,2.6764371124,0.3527849745,1.0608260058,-0.9359643349000001,346.0,5.2,4.2,-362.9166666667,3.1930077929,0.353826621,1.3043178832,1.352735628,0.3699728762,1.6197286228999999,-0.2999280595,0.0539851504,-0.19883724830000002,1.3069553628000001,0.393890754,1.5115940592000001,-0.985275011,-0.1403709146,2121.7351611352,-17.0,5.0,3411.1818181818,0.5596059493209996,0.585093315725,0.1962780131,0.15487799800000002
s277,0.8637368013000001,0.1926321996,1.1416426556000001,1.45,-27.8695652174,-0.2333333333,601.0,-12.6842105263,-0.36666666670000003,231.0,-0.5792817508,-0.7603144850000001,3.8114606075,0.3101667393,1.7649742836,-1.2095143237000001,-4.3625e-06,-0.002450943,-0.0630703125,3.9769011501,0.2405149363,1.3250831067,0.5,-0.0,9.75,0.1083333333,0.0,-0.003,-0.4166666667,23.75,-0.0360837438,1.0,0.0004310345,-5.0677339901,0.2659011966,-0.4247465325,8.8,8.0,1.7543644217,0.38772168030000004,1.9483932248,-0.3752568063,0.0,-6.3852429022,-4.1586271565,0.908045977,1.7357915996000002,0.0034037417000000003,1.7500296155,0.6571428571,107.0,5.0,0.5739326834,0.0013139897,0.6589939117,0.0017681358000000002,0.6944444444,-0.009797959,-0.009797959,-0.0256124969,-1.4237791718000001,1.5380532925,0.3372732728,1.1064921887,-0.8333400288,-283.20833333332797,2.656379354009,0.303822497381,1.4407476696500001,-8.495,69.625,2.4191818566969987,-2.517370396145,0.3149766815,9.0,1.2865806655,0.5813226949,1.8159144770000002,-0.22231322380000001,2.8572325323000003,0.34284137740000004,1.1517306724,-1.4869371913,0.39408867000000003,0.0231861659,3.5236330465,0.2510666454,1.1900703552,-1.8387705725,276.0,5.8,5.1,-191.6666666667,2.7529824321,0.3126305521,1.274083231,1.8959000414,0.2388105754,1.4040965364,-1.7749691409000001,0.07003329200000001,-0.7130655516000001,0.7991246614,0.2472819538,1.2005279443,-0.31104548098,-0.008236401800000001,1708.9388888889,-11.0,7.0,6604.6363636364,0.4320266508,0.5507102567959997,0.1835441694,0.19692881880000002
s284,1.2974712517,0.3181106443,1.8009432922,2.35,-42.0,-0.33333333330000003,799.0,-31.15,-0.33333333330000003,591.0,0.12138288480000001,-0.8889921732,3.1581099358,0.3614174262,1.6614000790999999,-2.4992707603,-3.39167e-05,-2.3201900000000002e-05,-4.07715e-05,2.7531441503,0.3106404298,1.4478930638,0.8333333333,-0.1666666667,21.2083333333,0.0125,1.0,0.0008333333,-3.2916666667,24.625,0.0416076845,1.0,-0.0003053589,-2.4082912032,0.13987416290000002,-0.7121384944,6.6,5.7,1.9269716914,0.5912009134,2.0946967284,-0.2299115585,0.8055555556,1.9446549283,4.0106803172,1.0,4.5127993607,0.10330680440000001,3.7708731058,0.7142857143,194.0,4.0,0.8195009232,0.002107337,1.0,0.0021065183,0.5833333333,-0.0015811388,-0.0006324555,-0.0038729833,-0.835002325,1.4424484687999999,0.6529240103,1.9094172020000002,-0.44661461690000004,-374.3333333333,3.1779372889,0.3324275185,1.5120128699,-10.0,20.5,9.8350552752,-1.8384837725,0.7071992249,17.0,1.4839559477,0.5909512303000001,1.8435151921,-0.5057513569000001,3.5276771386,0.49943395970000004,2.1246481257,-1.4530226384,0.5382716049,0.046938374000000005,3.4613382514,0.3496097677,1.3705628561,-0.2281482055,365.0,7.3,6.2,-334.0,2.3650882776,0.3846967991,1.4229884498,2.5250437385,0.4242385095,2.188836169,-1.4517819604,-0.9902708743,-0.284048436,1.6210443253,0.4265728324,1.885727265,0.2137655846,0.024825535000000003,1488.0916666667,-15.0,8.0,2599.0833333333,2.4850011276,1.4690805547,0.4156322262,0.3300184097
s285,1.0179588575,0.2628247802,1.2824863004,1.85,-23.2,-0.1666666667,569.0,-15.4,-0.1666666667,371.0,-0.64970184,-1.0591510051,4.8059584831,0.46479935320000004,2.7764654903,0.1681081854,-0.00301103,-0.0054602203000000005,-0.07906041016799999,1.3181999422000001,0.2774312020320001,2.1794884873,0.6666666667000001,-0.0,11.75,0.033333333300000004,2.0,-0.003,-1.75,18.75,0.2416666667,2.0,0.003,-3.2142857143,-0.171578231,-0.7331566682,6.1,5.3,1.2303162517,0.5349489608,1.6149910085,-0.8242626903,0.0555555556,-2.3453896355,-1.3388594018,0.8091954023,1.4962846157,0.0946854399,1.8867767304,0.9015873016,177.0,8.0,0.7300182342,0.0013440289,0.7433322906000001,0.0014796676,0.7777777778,-0.1265219767,-0.052411785161999985,-0.07419434795699997,-0.7466532869,1.3996184622,0.4677866476,2.0136404843,-0.44661225250000003,-313.5,2.7410298707000003,0.3469746757,1.5561787526000002,16.5,37.0,0.2153438306350001,2.0777494449939993,0.6586843166,9.0,1.0603885115,0.5299173726230001,1.7975718738,-0.2737825695,2.4543755246,0.5009958007,1.8889728782000001,-1.3469858294,0.5038560411,0.0528343432,1.7903497318000001,0.2968012657,1.7506408779,-0.20863690740000002,358.5,6.0,5.3,-239.1666666667,3.1488912868,0.3134833602,2.5295410976,2.7377430886000003,0.3798954819,2.0484944966299996,-1.197833714,-0.16795631090000002,-0.4080925479,1.2664626519,0.0999821662,2.2603379203,-0.0336270928,0.3727979087,3319.3037037037,-7.0,7.0,4148.25,-0.9552959510000001,0.8025619665,0.8377817513,0.6604157923
s286,0.9121815020299997,0.15461377000600002,1.655894877540001,1.8270000000000002,-25.6956521739,-0.2333333333,562.0,-18.8260869565,-0.2333333333,422.0,-0.9314398751,-0.7447728324,3.5903567668000003,0.3884848302,2.6407475322,-0.3020428911,-4.96522e-05,-0.00010966160000000001,-0.0008349609,2.271504704,0.344064001,1.2320370847,0.5,-0.33333333330000003,7.625,0.1958333333,2.0,-0.00016666670000000001,-3.4583333333,6.5,0.0557356608,2.0,-0.0119276808,-4.3732335827,-0.0796617916,-0.7616849482,7.0,5.4,0.6798654535,0.4480584945,1.8129957799,-0.10992303290000001,0.5,-0.9788014420000001,-0.5764882984,0.5921288014,1.4965352705,0.07342084700000001,2.051365438,0.9428571429,131.0,4.0,0.5485244751,0.0016216418000000001,0.5,0.00158771901,0.3888888889,-0.0038729833,-0.0099597577,-0.0015811388,-1.4254975521,1.4311593195,0.5579890532,1.4445189474,-0.34189434490000004,-347.74000000000814,2.4104826854630006,0.3453682776589999,1.4971046774949996,-9.01,73.955,-14.060070251,14.6146657334,0.5254265695,3.0,1.4248790415,0.6082720871,1.7390869649,-0.47651391800000004,2.0411258474,0.5099564948,1.9872275068,-0.8223844945000001,0.3840399002,0.0415772222,2.1985846623,0.28900272190000004,2.1986465787,-0.2311591661,397.0,5.4,4.3,-357.3333333333,2.3178820323,0.33964238820000003,1.9947780636,2.5625684357000003,0.46520671210000003,2.0118021544,-1.0301202299,0.5724506793,0.38616340190000004,0.6657645464,0.385121145,1.1355554961,-1.4334388900000001,-0.4268095148,3297.3916666667,-8.0,2.0,3984.4166666667,0.2228915669,0.07101103560000001,0.8529540905,0.35773059020000003
s290,1.0291696464,0.0041908616,1.6063406543,1.3,-61.9230769231,-0.5666666667,753.0,-21.4117647059,-0.4333333333,337.0,-0.1927370074,-0.4477975918,2.7189536197,0.310034116,1.7251094384,-1.0305584467,-0.0034728603,-0.0002559519,-0.0043378906,3.2251212933,0.28156604490000003,1.511132508,0.1666666667,-0.6666666667000001,11.4166666667,0.15,1.0,-0.005,-2.6666666667000003,7.9166666667,0.2478088481,2.0,-0.010625208700000001,-1.4307178631,0.1554421578,-0.35072618180000004,6.4,4.9,0.5950790999000001,0.41192025800000004,1.4240425601,-0.562949435206,0.0555555556,-1.6449731963,0.1829682565,0.8268072289,1.466307203,0.0143939159,1.7710467744,0.3650793651,96.0,10.0,0.6764450073,0.0017479510000000002,0.8079563141,0.0022566206,0.5277777778,-0.009797959,-0.0256124969,-0.063559414366,-0.9902188536000001,1.7198616592,0.39346182630000004,1.7774551707000001,0.23591158780000002,-303.51,2.263257289361001,0.308070927403,1.3962942495410002,-2.585,40.46,10.6172051464,-11.0607612635,0.3434520414,1.0,0.3325938866,0.4727247373149999,1.9150220328,-0.0702443038,1.6392090568,0.3801363393,1.597916184,-0.9419817288000001,0.4354285363009998,0.045246460823999995,1.1029711146,0.31506329250000004,1.6574926145000002,0.1626481524,350.0,6.7,5.2,-296.0833333333,1.8715108641,0.3070704640319999,1.7670279696,2.0924736949,0.2903752739,1.5081879288,-1.6828493885,-0.0560217108,-0.3075512411,0.5323525287,0.00022258990000000002,1.7344829673,-0.2833973018,0.21891834000000002,1255.6228349673,-23.0,7.0,2215.0833333333,0.7876617852510002,0.8022754093050004,0.6833190498,0.5656568138
s291,0.6300238774,0.024071127,2.0734715125,1.55,-17.8214285714,-0.0666666667,478.0,-9.8076923077,-0.1333333333,245.0,-0.6984541705,-1.724585163,3.2502391592,0.4559498388,1.6735917091,-0.36597221750000003,-0.0008140069,-0.0043742981,-0.006261718800000001,1.8144689881,0.2894502034,1.8087823489,1.0,-0.0,6.2083333333,0.12916666670000002,3.0,-0.007500000000000001,-1.4583333333000001,8.5416666667,0.1831648129,3.0,-0.010051365000000001,-2.5202224469,0.0751174973,-0.8132746183,5.4,7.3,0.4812826972,0.2032868743,2.1141336462,-0.1084251593,0.1944444444,-2.088063173,-2.3396792602,0.6022267206,1.3343635261,0.0703376954,2.3237365658,0.9142857143,140.0,6.0,0.8475082398,0.0016766198000000001,0.9964843750000001,0.0015841920000000001,0.75,-0.009797959,-0.06403124240000001,-0.0256124969,-0.9480814093000001,1.5851996974,0.5591125059000001,1.8500310927,-0.419885534,-377.3333333333,2.6858218853,0.3474092562,1.3127426344,-74.5,90.0,2.1701223504730005,1.5484210147469988,0.6779185027,6.0,0.7205779595,0.7548400584,2.016076914,-0.015713668400000002,2.2807217194,0.47622996300000003,2.1055350402,-1.2395094009,0.4761904762,0.0366930559,1.700722994,0.42652757480000003,1.4418818272,-0.4647812173,464.0,5.9,4.8,-298.3333333333,1.9704800947,0.372131549,1.1825763163,2.7520817222,0.3746481031,2.2009191809,-0.1114569913,-0.1129846556,-0.2595120182,1.2144482459,0.4126235223,1.7378361448000001,-0.20168700450000002,0.2121990869,2469.1916666667,-1.0,8.0,4629.3636363636,0.414285454875,0.4968980707550002,0.2150601038,0.1886160737
s293,1.0922341014,0.2860642735,1.6620173124000002,2.65,-29.25,-0.33333333330000003,560.0,-21.8421052632,-0.36666666670000003,390.0,-0.91313318,-0.3724620543,4.3488634618,0.2882847865,2.612746901,-1.3141606338,-0.0001220775,-0.0017595596000000002,-0.0015620117,5.1021606737,0.26827098990000003,1.6257849101000001,0.8333333333,-0.1666666667,10.125,-0.1375,2.0,-0.0105,-5.2083333333,15.8333333333,0.06951896390000001,2.0,-0.0061017576,-1.6341350601,0.1041282565,-0.8346826987,7.4,6.5,2.651628052,0.3974837513,1.9473810635,-0.8121461152,0.8611111111,-2.5962134225,-1.3552033248,0.9772727273,3.2471598568,0.2556715951,1.4283595993,0.7714285714,219.0,7.0,0.7524780273,0.0010347609000000001,0.9091598511000001,0.0011956102,0.6388888889000001,-0.0015811388,-0.0002011893,-0.0006324555,-1.6294889725,2.4448712215,0.4873850663,1.5247239937,-0.1290497464,-356.3333333333,2.7756384388,0.3257680741,1.1624691024,-36.0,41.0,15.2669196491,-8.5876012626,0.39146150820000003,15.0,2.2459067543,0.4824150589,1.4512113033,-0.6438141712000001,4.9064633029,0.3974260155,1.6643118195,-1.9955135534,0.6212871287,0.1183174285,4.3755750842,0.2974401564,1.7041302031,-0.4221240062,315.0,5.9,7.1,-236.0,2.0550136012,0.3127787414569999,2.0236944777,3.6358253708,0.35399327010000003,2.0188349668,-1.259211139,-0.2662823018,-0.29754754840000003,2.6402452621,0.29907334500000005,2.2394577888000002,-0.2467008702,0.2093500392,1947.1666666667,6.0,9.0,6231.0833333333,1.0623593037,2.7540353143000003,0.920356291,0.4124631911
s294,1.2468318694,0.2679973839,1.0446254914,1.8,-27.0,-0.2333333333,594.0,-30.0,-0.4333333333,480.0,-0.8445718894,-0.8414647521,3.500968885,0.3237398609,1.853992815,-2.3088487588,-0.0041403499000000005,-0.0080561218,-0.0383935547,4.49235806,0.26576977830000004,1.3569977044,0.33333333330000003,-0.33333333330000003,10.5833333333,0.0416666667,2.0,-0.0033333333,-2.25,13.875,0.023940149600000002,1.0,-0.0039975062000000006,-5.6450540316,-0.1705116855,-0.6577499262000001,8.3,6.9,2.5175382497000003,0.3527127861,1.7071788173,-0.3585390782,0.1388888889,1.0579019722,3.3877218518,1.0,4.1093023268,0.24606848010000001,1.3081681138,0.8285714286,223.0,8.0,0.7423341751,0.0010935314,0.6980741501000001,0.0010783608,0.6388888889000001,-0.0256124969,-0.06403124240000001,-0.0256124969,-1.6801114145,1.7311154967,0.3976775182,1.399119829,-0.5424027133,-327.1666666667,3.1415877685,0.3398906451,1.2432005112,-28.5,13.0,-11.6762827917,13.3918652077,0.40872499240000004,12.0,2.2086713911,0.39326953800000003,1.766372913,-0.9391936281000001,3.2086890818000002,0.34838233160000004,1.8673673288,-2.4678306402,0.40831295840000004,0.0633472348,3.0676614576,0.2875778518,1.158281941,-0.8316027537,292.0,5.8,6.7,-212.1666666667,3.0988502021,0.306373039,1.5479213991,2.7547213321,0.3158174923,2.0546383782,-1.4792062574,0.035608041,-0.7701400379000001,1.4821318171,0.3355598159,1.4817391892,-0.2758117681,0.190662314,1423.2121212121,-12.0,10.0,2061.8333333333,-0.7631776677000001,0.0389597966,0.8415547079,0.3477816307
s295,1.2968482206,0.2412691508,1.184435627,1.7000000000000002,-36.5263157895,-0.36666666670000003,670.0,-36.3888888889,-0.4,600.0,-0.2744207271,-0.034246503000000005,2.4169820801,0.35533723511600007,2.7312429602,-0.8263893449,-0.002051193,-0.0315334473,-0.1469404297,1.8232510639,0.1691446089,1.9184565269,0.5,-0.1666666667,16.375,0.12916666670000002,0.0,-0.0031666667,-1.7916666667,15.3333333333,0.2767605634,1.0,0.0007042254,-4.338028169,-0.1735355528,-0.6769979521,6.9,5.2,0.9215990294,0.43721615140000003,1.5479860572000002,-0.5090602779,0.2222222222,-3.4429771879,-1.9359648124,0.6674698795,1.0239705369,0.1398486451,1.4734293059,0.6317460317,148.0,7.0,0.7039533615,0.0010890973000000001,0.7589918137,0.001165779,0.5277777778,-0.009797959,-0.0256124969,-0.0099597577,-1.6486494784999999,1.1388873542,0.3632404239,1.6301267835000002,-0.2435373089,-300.6666666667,1.9193484340000002,0.2968809301,1.386276996,14.0,50.0,-9.9986154274,9.7421406485,0.44837772800000003,6.0,0.7809402674,0.5039885303,1.6887600927,-0.46649924140000004,1.5443726446000001,0.25627920260000003,2.0861969988,-0.2157301734,0.3673469388,0.0095626474,1.7140846986,0.280724587751,2.1000490015,-0.3243309795,368.0,5.6,3.9,-256.5,1.6266026371,0.306328787466,2.3883095337,2.155462689077001,0.338490091193,1.9052362430070005,-0.9829760799500002,0.165828588,-0.5699535631,0.9576173279,0.09394822280000001,2.0788154387,-0.2704739732,0.3472601414,2463.8333333333,9.0,7.0,4645.2,0.23241608875900013,0.7288833007759998,0.5966857211000001,0.17864339840000001
s297,0.9049958025,0.0016824966000000001,2.111716793,2.25,-8.7857142857,-0.0666666667,236.0,-6.9,-0.0,200.0,-0.3566563425,-0.3919318426,3.9958978534,0.3304034618,2.6412543114,-2.0785609412,-0.0014532627000000001,-0.0001032186,-0.0015380859,4.1830473569,0.3228297384,1.4376911191000001,0.6666666667000001,-0.1666666667,12.8333333333,0.033333333300000004,0.0,-0.0006666667,-0.75,5.0416666667,-0.0031802479,0.0,0.0001564723,0.0396260923,0.1873569638,-1.0306676384,8.5,8.0,1.9564205808000001,0.6103159101,1.4976659128,-1.2859759873,0.8888888889000001,-3.592293112,-1.3822519556000001,0.9655172414000001,2.1533830125,0.20033353710000001,1.9265720162000002,0.9428571429,229.0,7.0,0.7702789307,0.0015742123,0.8066543579000001,0.0019333463000000002,0.5277777778,-0.0006324555,-0.0002011893,-0.0006324555,-0.8777628592000001,1.9118505568000002,0.4299754919,2.2085141908,-0.1477805374,-247.6666666667,2.913803362,0.36729028010000003,1.2078112176,1.0,120.0,0.7798380077,0.6910333951000001,0.5655629598,7.0,1.7359028025,0.5570634608,1.5460282776,-0.1070427864,3.3579767268,0.4820461395,1.8474564759,-1.2861746790000002,0.5075376884,0.010323096300000001,2.6423519487,0.3313012072,1.1416911366,-1.2839516818,470.0,6.0,5.6,-240.1666666667,2.7231757598,0.3450648194,1.3582775979,3.0310760298,0.3921269894,1.9377796548,-1.5660253946,-0.35701293840000003,-0.041685921800000005,2.8374582612,0.32443303900000003,1.773816284,0.642108517,0.0037243648000000002,1602.9545454545,4.0,11.0,4250.4545454545,0.5408685385,-0.5230581922,0.3817240736,0.2038620603
s301,0.6521429400000001,0.1236710075,1.7393458084,1.45,-32.0833333333,-0.2,737.0,-36.4761904762,-0.30000000000000004,736.0,-0.8802903146000001,-0.9263731257000001,3.4451224177,0.39180787240000003,1.4404170875,-2.1468562316,-0.0005028185,-0.0001786108,-0.06353125,4.9032612756,0.21555845510000002,1.6873440231,0.6666666667000001,-0.0,5.4166666667,0.225,3.0,-0.008,-3.1666666667,8.875,0.22100529100000002,3.0,-0.0088402116,-2.1899470899,0.08017734049900001,-0.6236887961,6.5,4.3,2.5284356801,0.4587577839,1.5988837404,0.09229719260000001,0.2222222222,-0.3271351992,0.1915221838,1.0,4.442099666,0.13972478060000001,3.4058232903,0.8571428571,155.0,8.0,0.886328125,0.0007751817,0.9,0.0010083544,0.6388888889000001,-0.0038729833,-0.0256124969,-0.0256124969,-0.9340088806,1.8623975561,0.33878503930000003,1.3796941033,-0.6550112537,-278.3333333333,3.1905801547,0.3261438869,1.3407782848,-2.0,49.5,21.8520841376,-16.2994774929,0.3341647071,6.0,1.8332190569,0.436942665,1.7562174226,-0.0704738564,4.4095109322,0.3999009035,1.4214940284,-1.7791712496,0.3651960784,-0.0050770152,4.97664306,0.3347725795,1.5962368006,-0.49616771540000004,288.0,5.3,4.7,-232.1666666667,2.8888424061,0.35091707380000003,1.7083496189,3.4694694694,0.33496866480000004,1.4443667197,-1.0655046289,-0.34328439800000005,-0.0430915806,1.3747249981,0.2963324553,1.4267684022,-0.23291046470000001,-0.5141739904,2113.925,-17.0,5.0,3427.0,0.108111549,0.9343092374,0.8556654589,0.2894830708
s303,0.6547525319,0.00038,1.3387911498,1.3,-29.380952381,-0.30000000000000004,589.0,-16.3636363636,-0.2666666667,344.0,-0.5585225452,-1.2350870907,3.4278807376,0.3292916085,1.6945668759,-1.34291532,-0.00021198600000000003,-0.0033814697,-0.0586552734,2.2327331291,0.2952793039,1.3459039268000001,0.1666666667,-0.5,5.4166666667,-0.0083333333,0.0,-0.0013333333,-0.8333333333,11.125,0.0845070423,1.0,-0.0011267606,-2.0774647887,0.0630460449,-0.1468038455,7.622999999999999,7.2,1.5204846016,0.5161669275,2.1258569945,-0.2271734518,0.5833333333,-1.4164241020000001,1.1410971445,0.9030172414000001,1.7493011593999999,0.0006000339,1.7232296618,0.3587301587,108.0,7.0,0.6493050575,0.0025105014,0.846773529,0.0028174094,0.75,-0.0250474647,-0.0099597577,-0.0256124969,-1.0443311268,1.5210816043,0.3945488736,1.2811986052,-1.0438187478,-328.3666666666671,2.6923455953859996,0.31606378972899984,1.4724080326760003,0.425,46.465,-2.6298538247,3.482256425,0.4750307546,5.0,0.8154692920000001,0.49984136051199995,2.2880523704,-0.1538875808,2.1687442797,0.42908027190000003,1.4468290041,-1.868460941,0.3115577889,0.034885665100000005,2.5799123021,0.3351831557,1.2662096436999999,-0.48653223290000003,354.0,7.8,5.7,-287.47333333333705,2.7078944356179995,0.32048701685599995,1.57477939813,1.2308429458,0.355562660901,2.2597753617,-0.5121295450000001,-0.2130171667,0.1121303334,1.6848719991999999,0.308816325,1.3256336683,-0.4690187964,-0.41291211310000003,1402.9091630592,-23.0,7.0,1820.9090909091,0.8365076762009998,0.558436995616,0.9467385392000001,0.2368048757
