,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s114,0.8954987235,0.15009409170000002,2.07819795,2.15,-50.6666666667,-0.5,710.0,-30.7142857143,-0.5333333333,400.0,-0.2741200311,-1.0361681312,3.0076180313,0.3549365104,1.8051694189,-1.6853072228000001,-0.0001369792,-0.00032802010000000003,-0.0009274902000000001,4.1482675156,0.2990774705,1.391050827,1.0,-0.0,11.3333333333,-0.0666666667,1.0,-0.0026666667,-3.3333333333,12.0833333333,-0.0926041667,2.0,0.0014958333000000001,-3.3177083333,-0.1428571429,-1.0919080919,8.1,7.8,2.0008604476,0.4545123646,2.5308902744,-0.8690172835000001,0.8888888889000001,-1.8698079325,0.2102128096,0.9261363636000001,2.2454175472,0.0007092157,2.075326657,0.9142857143,191.0,7.0,0.8469238281,0.0010305459,1.0,0.0007238719,0.6666666667000001,-0.0004,-0.0006324555,-0.0015811388,-0.6029885811,1.9149641813,0.4294047339,2.0209267469,-0.0531423695,-386.5,3.1465923546,0.317391023,1.4418853934,-39.0,90.5,-2.7351233054,17.4038412037,0.4050108498,16.0,1.8801824106,0.5776307661,1.902926918,-0.30730832010000003,2.9590719872999998,0.4283909166,2.4467518934,-1.0499197565,0.37974683540000004,0.0556798686,3.6155826621,0.3112085012,1.9133089791,-0.881280112,272.0,6.6,5.4,-279.3333333333,3.9636951074,0.3338672516,1.8268396923,3.4258896338,0.30118620500000004,2.1121808674,-1.2205967364,-0.1882370643,-0.2070824397,1.9139743051,0.0490033328,1.912827585033,0.1567737883,-0.1454018061,2805.53125,2.0,8.0,5532.6666666667,1.849014637,1.2359101641,0.5121754442,0.6783154804
s123,1.1763512508,0.25437660830000003,1.0324821205,1.3,-25.5714285714,-0.30000000000000004,532.0,-28.88,-0.1666666667,704.0,-0.8642442029,-0.647432399,2.2498386447,0.3264600962,1.0446059899,-0.7873701068000001,-0.0002673607,-0.0045248108,-0.1168076172,1.8758338249,0.2634171243,0.8986256875,0.0,-0.1666666667,14.9583333333,0.04508333333700004,1.0,-0.0011666667,-3.375,22.0869565217,-0.0346674877,2.0,-0.007148275900000001,-3.4895320197,-0.4880753786,-0.6414462781,9.2,6.8,1.1751105787,0.3698054772,1.3595464159000001,-0.5632286678,0.0555555556,-1.8911394883,-1.9291805378,0.6439393939,2.5119356166999998,0.28541069150000004,1.0631992086,0.8,147.0,5.0,0.63859272,0.0016944568,0.7497940063,0.0021338437,0.3888888889,-0.0636371852,-0.06403124240000001,-0.06403124240000001,-1.2916972784,1.2999385251,0.3142176894,1.2350748813,-0.1640255574,-257.8333333333,1.9807675844000001,0.2949487494,1.1704234303,-7.0,18.0,4.649652491564996,-3.4832476096320004,0.3752646685,4.0,0.509274372,0.2710856461,1.4506552692,0.0240989204,2.4480082275,0.39129042080000004,1.099738708,-2.2554368642,0.4310344828,0.0358547295,1.4424157373,0.2764453287,0.9330022193,-2.1667077581,306.0,4.9,4.4,-246.3333333333,2.219552013,0.2731343041,1.3240532255,2.2188510884,0.3025218282,1.5839902619,-1.8581071776,-0.110220471,-0.2117738636,0.6842869513000001,0.023900693,1.7266599147,-0.4303760761,0.0126608119,2438.8729166667,-13.0,5.0,4646.0,-0.2267194672,-0.19594780850000001,0.3547658628,0.16837524710000001
s128,1.1763704910420003,0.155967555099,1.5119466336399998,2.0840000000000005,-16.875,-0.2,385.0,-14.1666666667,-0.2,320.0,0.3223138574,-1.4908205093,3.0021652345,0.3969009845,1.4331739494,-0.9020831652,-0.001038223449,-0.020886230500000002,-0.018985351600000002,4.5078916594,0.26297234880000003,1.9997801821,0.1666666667,-0.6666666667000001,5.0833333333,0.05,3.0,-0.006666666700000001,-0.75,10.875,0.043577700600000005,2.0,-0.0073253012,-2.2627118644,0.6402580971,-0.45279211960000004,7.3,7.2,3.064487937,0.3269600185,1.9481201692,-0.6586502262,0.2222222222,-2.4115076368,-0.9712138412,0.9770114943,2.8530532978,0.1854470745,1.7411341445000001,0.7142857143,212.0,10.0,0.6460633516000001,0.0009903153,0.90440979,0.0019969699000000002,0.6111111111,-0.06403124240000001,-0.06403124240000001,-0.0099597577,-0.8143653711000001,1.1741425339,0.4196867594,1.8556994179,-0.8635673144,-343.6666666667,2.5081082853,0.3152923694,1.2796572889,-28.0,27.0,5.374549342658997,-0.637398639627,0.5370140674,13.0,2.294511722,0.3235587894,2.1569973666,0.19365017280000002,2.9701190881,0.4015993117,1.173417135,-2.5814212796,0.5049019608,0.057497588,3.1068764184,0.2873269961,1.3428585495,-0.8841142676,330.0,5.8,5.7,-288.8333333333,2.7501103683,0.3224803383,1.2974611384,2.3735197337000002,0.3270384934,1.5901482558,-1.573602862,-0.2011017353,0.1176020739,1.6205201045000002,0.2994731416,1.6952785074999999,-0.2372533667,-0.5655672860000001,1992.3074074074,-6.0,6.0,4085.0,-0.1717073556,-0.15822400520000002,0.5120689884,0.404661714
s129,0.8036383394000001,0.0419087194,1.5613954057,1.55,-27.5714285714,-0.30000000000000004,552.0,-37.7,-0.33333333330000003,711.0,-0.055691292100000005,-1.1050327151000001,3.3564633071,0.37227902820000003,1.7737332323000001,-0.5997640804000001,-0.00010321850000000001,-0.0006163597,-0.2560898438,4.7274390386,0.2958526207,1.3533442027,0.5,-0.1666666667,11.625,-0.0958333333,1.0,0.00016666670000000001,-6.9583333333,6.9166666667,-0.0326832151,1.0,-0.0010260047,-1.0780141844,0.3131532952,-0.5796377532,6.3,4.9,1.8475349799,0.5061644114,1.5158636427,0.07053497780000001,0.3611111111,-2.5389539886,-1.0644230533,0.9886363636000001,2.9241909635,0.00034244820000000004,2.7304359877,0.8285714286,197.0,8.0,0.5,0.0011995995419999998,0.9959472656,0.0011988790000000001,0.3611111111,-0.0015811388,-0.0223156422,-0.0099597577,-1.1708602368,1.5597895721000001,0.4734896377,1.6538980483999999,-0.4513180411,-340.1666666667,2.6315387478,0.33134260800000004,1.1915659431,24.5,8.0,32.2421398659,-25.2199653047,0.4510691251,12.0,1.1055710461000001,0.6406156272,1.5171840431999999,-0.28090706790000003,3.0028419305,0.41217508410000003,1.2069247337,-1.7173039103,0.4172839506,-0.0193792504,3.3284467285,0.2828594444,0.9609093093000001,-1.0509989607,344.5,5.8,4.0,-288.1666666667,2.5795607777000003,0.34909034720000004,1.2983272255,1.9259303616999999,0.3330559368,1.8051942267,-0.6888822585000001,-0.2736739789,-0.0686125355,1.5110615817,0.38643261030000003,1.4281557173000001,-0.3566913493,-0.48685539380000004,2180.1018518519,-9.0,8.0,3577.8333333333,-1.324124281,0.0779184371,0.8072834293000001,0.26956558950000004
s131,1.338789052,0.0480091185,1.5646657365999999,2.05,-26.6,-0.1666666667,640.0,-24.2380952381,-0.30000000000000004,479.0,-0.3056256753,-0.8129760615,2.969749491,0.4341221303,1.4777969616,-0.985693746,-0.0012670715,-0.014150621960000003,-0.11061078614799996,5.8982403508,0.2843857593,1.8049080218609999,0.0,-0.33333333330000003,5.0,-0.05,2.0,-0.01,-1.8333333333000001,11.875,0.07661858020000001,2.0,-0.0063498738,-1.3113961312,0.0333474361,-0.7412209987,7.9,7.3,3.4420000166999998,0.523417347,2.2410135165,-0.644285085,0.0833333333,2.7995102983,2.8664083918000003,0.9886363636000001,4.7132573777,0.4171371096,3.9203833343000003,0.7111111111,199.0,4.0,0.8737045288,0.0008780447,0.9306152344,0.0009876406000000001,0.5277777778,-0.06403124240000001,-0.062070711370999974,-0.0842036807,-0.6958830402,2.2921787351000003,0.4601511613,2.1329676463,-0.1482994347,-341.22666666667203,3.0222557724800003,0.335407110473,1.604280646608,-16.685,62.33,6.8550300053,-4.4895453369,0.5521626271,8.0,1.4978692333999999,0.6766760392000001,1.6845590343999999,-0.1341565892,4.1473814124,0.46746015090000004,3.0687181097,-1.6848543743,0.3414634146,0.016891993600000002,3.4022618609489994,0.37329181300000003,1.9042581378999999,-0.2808977422,295.5,5.4,5.5,-337.9166666667,3.1175282195,0.3431083017309999,1.7908361230519998,1.5673224823,0.5462767241,1.7573335588,-0.3958621794,-0.3923453671,-0.5018874983,0.5648116654,0.0130298631,1.9795986596000001,0.2410901444,0.27760530440000003,2163.2,-23.0,6.0,3259.0,-0.5667592977,0.6372135066,0.6995827156000001,0.4404997832
s135,0.6361869711,0.00040511050000000004,1.6289882440999999,1.3,-8.3,-0.0,244.0,-6.04,-0.1666666667,143.0,-0.45512848600000005,-0.9528259185,4.2594201063,0.39679568460000003,2.3640698416,-0.1758429884,-0.0001173005,-0.028821167,-2.22168e-05,2.5181096844,0.3175390658,1.9509927599,0.5,-0.5,10.375,0.07083333330000001,0.0,0.0051666667,0.2916666667,7.875,-0.012487361,0.0,-0.0009929221,0.2290192113,0.11710705310000005,-0.21060345760000002,7.6,2.8,2.8600209778,0.4338231582,2.3645819206,-0.096003236,0.0,-3.6069312692,-2.6147090683,0.8873563218,2.0047671592,0.1398026598,2.0442556308,0.7650793651000001,107.0,8.0,0.6998468399000001,0.0011921025,0.7828738213,0.0011809260000000001,0.33333333330000003,-0.158113883,-0.1265219767,-0.158113883,-0.32071260490000003,1.7144513048,0.4591711462,1.9953284163,-0.6058510817,-310.07000000000403,2.397572926348001,0.323808593325,1.5031338283059998,-13.13,66.09,2.3738483491,-1.3750494328,0.6569096418,2.0,1.3361925457,0.5375567009000001,1.9848722578,0.11936894890000001,2.8585954178,0.2361200436,3.1726671613,-0.2371684751,0.5558739255,0.07470942080000001,1.7587920105000001,0.2923787664,1.9231701149,-0.1678516544,342.0,5.4,5.6,-210.3333333333,1.2295739154,0.322416567168,2.1685739671,2.2745120316,0.4078165002,1.7265702031,-0.6528289399,-0.030107496600000002,-0.18004339900000002,0.2606746991,0.0004763796,1.8432162659,-0.0791637424,-0.0405205884,2198.2037037037,-11.0,7.0,3121.8333333333,0.08548160649599999,0.4867958961140001,0.8962352025,0.2041692319
s140,0.8485192005000001,0.20124608900000002,1.4140725669,1.6,-21.8518518519,-0.1,550.0,-24.0,-0.1666666667,575.0,0.2438726958,-1.2704806571,3.492715201,0.36780997130000004,1.6196363779,-1.4315655696,-0.0005415142000000001,-0.0063910522,-0.0314169922,3.6344121849,0.2793875233,1.5651255648,0.1666666667,-0.5,7.9166666667,-0.0416666667,2.0,-0.0183333333,-1.6666666667,6.375,-0.029170879700000003,2.0,-0.0106309403,-2.8159757331,0.2701149425,-0.6048214831000001,6.0,5.0,1.7002553625,0.4363194239,2.2807598762,-0.1829844659,0.1388888889,0.1520522558,1.3348562331,1.0,3.8468356835,0.08459631570000001,2.3747269777640003,0.9142857143,166.0,7.0,0.7277178288,0.0014794007,1.0,0.0023555868,0.3888888889,-0.0015811388,-0.009797959,-0.0256124969,-1.0920703351,1.3668953075,0.38246261330000003,2.0835857989,-0.39323124330000003,-328.8333333333,3.0118377584,0.3241477908,1.4048834854,-33.5,54.0,4.63996475,-4.2366130235,0.4440443933,6.0,1.2016943963,0.6474883523,1.6924771544000001,-0.7041471713,2.7157460232,0.4095608196,2.2739161515,-1.0022376318,0.5049019608,0.0589092645,3.4152339416,0.3547675904,1.6944257138,-0.3683740348,291.5,6.4,6.1,-239.1666666667,2.5139423236000003,0.3420607641,1.2391852468,2.4637147652999998,0.3096030128,1.93932585,-1.2444359778,-0.8296981007,-0.6416448671,1.211790777,0.31413639,1.822299475,-0.2965300771,-0.17672631020000001,1434.947979798,-10.41,6.0,2556.25,0.8367289090000001,0.3522205936,0.1401508039,0.1936424316
s142,0.9377348232,0.0212906065,2.0319380133,2.25,-23.0833333333,-0.2,534.0,-13.0,-0.2666666667,271.0,0.0567567553,-0.23035172610000001,3.8519567871,0.3655810041,2.0869532856,0.2683299501,-0.0001618935,-0.0484897461,-0.0303544922,3.7606043459,0.285432297,1.4965498125,0.33333333330000003,-0.6666666667000001,4.7916666667,0.0458333333,2.0,-0.0101666667,-1.125,7.3333333333,0.035950582,2.0,-0.004158324513,-1.4745762712000001,-0.3134343747,-0.7277996259,6.6,5.7,1.9893310604,0.3318935967,2.0028104161,-0.9351435285,0.0833333333,-0.1087077956,0.337221948,0.9772727273,3.1762362684,0.2098047764,2.4035911328,0.8857142857,109.0,8.0,0.7695135117,0.0021706898000000002,0.8,0.0025718289000000003,0.4444444444,-0.06403124240000001,-0.158113883,-0.158113883,-1.7469894843,1.5210070345,0.3688949211,1.3117828598,-0.6109519664,-287.3333333333,3.0661723436,0.3378713674,1.541606479,-33.0,34.5,1.465555217092,2.837307915893,0.5690094626000001,9.0,1.747491417,0.4356519049,1.9131304011,-0.21918800400000002,3.4957587849,0.4185210205,1.6597276661,-1.4245714154,0.42260442260000003,0.0762286152,3.2073406495,0.3082814763,1.5252305072999999,-0.6028372286,282.0,6.0,5.6,-276.6666666667,2.2924321536,0.30638487051700003,2.3939883957,2.9467088983,0.3357736655,1.8620056513,-1.6336262419,-0.3205026953570001,-0.09607410820100007,1.4424080320879997,0.23751446801099985,1.829179804258001,-0.3622226104139999,-0.2754989515719999,1923.7097402597,-3.0,9.0,2994.8333333333,0.6248784107,0.18816075910000002,0.6321433967,0.4058560122
s145,0.9263779461,0.0947521882,1.6016513563,1.75,-30.192307692299998,-0.1333333333,760.0,-22.6666666667,-0.4,390.0,0.1599293919,-1.5048355329,0.9521047076,0.35312985028000016,1.9457198264,-0.1828714799,-0.0031390551,-0.0205181885,-0.09344833741,1.9280200034,0.1801814237,1.3281705897,0.33333333330000003,-0.33333333330000003,6.2083333333,0.0125,2.0,-0.0041666667,-1.9583333333000001,21.2916666667,-0.1552380952,3.0,-0.0097428571,-2.5642857143,-0.4054906247,-0.6374337846,6.1,5.5,1.5301785291,0.4942063244,1.808261077,-0.5681310483,0.0555555556,-2.3432751311,-0.051544539300000004,0.9022058824,2.0645769191,0.2399882164,1.3277829792,0.5492063492,118.0,7.0,0.7779518127,0.0010220871000000001,0.854989624,0.0014857978000000001,0.6666666667000001,-0.06403124240000001,-0.06403124240000001,-0.0256124969,-0.7400095819,0.9523711618,0.31757449790000003,1.4350898264,-0.6545881054,-251.1666666667,1.9681890707,0.22807065310000002,1.3122370036,15.5,2.5,1.2419181292,-1.3412774059,0.4278465461,10.0,1.724549829,0.5625668508,2.1823813071,0.0061748548,2.3648585243999998,0.45154776890000003,1.7862845029,-1.4734820219,0.4630541872,0.0184443957,1.3481109726,0.24766148070000002,1.0176474425,-2.2102228436,271.0,4.4,5.0,-252.8333333333,1.9949571985,0.240848058,1.5061465939,1.5816908295,0.30779940240000003,1.7310697172,-1.1127617447,-0.1862683949,-0.47128738470000003,0.7039543309,0.0165099558,2.1665369461,-0.0955356266,-0.23041034640000002,3116.4851851852,-1.0,6.0,4876.0,0.1137097103,-0.1274523465,0.7632798057,0.3830170567
s149,1.0148834898,0.09401678150000001,2.0062379663,2.35,-51.0454545455,-0.2666666667,1073.0,-33.8461538462,-0.5666666667,408.0,-0.7197604699,-0.5329983726,3.8392701363,0.43411844250000003,2.1801349542,0.0253801424,-0.0005149595,-0.0021466980000000003,-0.0318183594,4.1141946196,0.2695976782,1.5565317079,0.5,-0.33333333330000003,7.75,0.09166666670000001,2.0,-0.0046666667000000005,-4.0,4.4166666667,0.0668674699,2.0,-0.0033416377,-2.9745762712,0.41240485250000003,-0.6450999049,8.5,9.4,1.9210116492,0.3766700055,2.3598472333,-0.425301937,0.25,3.2102884823,3.4862412611,0.9261363636000001,2.8324306797,0.2357931121,1.9733679013,0.8,124.0,8.0,0.6545940399,0.0018414176000000001,0.7896682739,0.0019780252,0.4166666667,-0.0250474647,-0.0256124969,-0.009797959,-0.8702878263,1.3069162948,0.43372768910000004,1.7145588798,-0.4540464665,-335.97833333333506,2.849447915890999,0.3201258763860001,1.5402945579810001,-19.715,82.92,-2.0702605419,6.6927874602,0.5244258821000001,9.0,1.5885957544,0.6127267626,2.1448373136,0.0257411006,3.23307293,0.4779047585,2.2772807504,-0.9545978395,0.4611528822,0.0155649446,4.5123991529000005,0.3198328462,2.0182596983,-0.2021815683,298.5,6.3,5.8,-314.8333333333,4.6019047734,0.3150284654,2.3500793263,3.3495204732,0.3440659459,3.1489122051,-0.7123429305,0.1808809421,-0.5341369047,2.1287218527,0.0505866607,2.940071353,-0.1220603999359999,0.3728154165,2311.6518518519,5.0,8.0,6297.375,-0.035207156600000004,0.6446947972,0.182304558,0.7134658071000001
s155,0.7353226927000001,0.0004035667,1.4819298829,1.2,-29.44,-0.1666666667,693.0,-27.1,-0.33333333330000003,506.0,-0.3223084473,-1.3825592277,2.7027036368,0.4091449059,1.6994985817,-0.6223260371,-0.0003147264,-0.018987793000000003,-0.0148496094,2.2027918418,0.2462035864,1.8177310232,0.33333333330000003,-0.33333333330000003,6.25,0.0166666667,0.0,0.0016666667,0.4166666667,10.5,0.0472689076,1.0,0.0036823529,-1.6155462185,0.038032468800000004,-0.8886701475000001,7.1,5.7,1.3431953022479999,0.39862997220999996,1.9463919907000002,-0.4739426029060004,0.6944444444,-2.5844504034529994,-0.7559575661479998,0.806579925807,1.6426721227990007,0.10701677843500003,1.8359983953070003,0.7650793651000001,100.0,0.0,0.6578575015,0.0011338843,0.5,0.0016093298530000005,0.6111111111,-0.009797959,-0.009797959,-0.009797959,-1.5052652568,0.6930389935,0.4056444835150002,1.917030081,-0.48207176900000004,-318.73166666666805,2.482308482896999,0.32786097646699985,1.5082860191679992,-8.525,42.14,-2.2602120230000002,2.0772529858,0.7765839544,6.0,1.3238579171,0.42819005250000003,1.9065109481,-0.7344557829,2.5277389143,0.3963610233,1.4853114491000001,-1.1106966344,0.2719546742,0.0069910956,2.9235802301,0.29547917500000004,1.7993212203,0.3052560858,374.0,4.7,5.1,-273.1666666667,2.4325806975,0.3060502115,1.7070460803,1.9857708976000001,0.3283154306,1.8902782453,-0.13345869970000002,0.23451531180000001,0.1864665023,0.44821441110000004,0.022087071,1.7939487933,-0.6041326026,-0.3437820118,2955.9383333333,-8.0,6.0,3780.25,0.7246378477000001,0.21381222390000001,0.1987360592,0.41141552340000004
s156,0.6977198947000001,0.010168976100000001,1.5572792246,1.55,-31.814814814800002,-0.1,817.0,-27.252710329592997,-0.5666666667,710.0,-0.7424419594,-1.0607344505,3.0346716518,0.3709064969,1.5262961192,-1.4306997915,-0.0007683147,-0.0042330322,-0.18345214840000001,2.6044669224,0.26278530840000003,0.9773262029,0.33333333330000003,-0.5,15.6666666667,-0.0666666667,1.0,0.0006666667,-3.8333333333,9.1666666667,0.1356330014,1.0,0.0011038407,-5.0581182686,0.41812271430000003,-0.4790735473,7.3,6.6,1.8924491729000001,0.5275916523,2.0590819598,-0.7533454813,0.1666666667,-3.0734760891,1.0775821551,0.9772727273,3.0832868624,0.2509835311,1.2116412255,0.6285714286,139.0,4.0,0.6525222778,0.0012222584,0.8285911441,0.0013580352000000001,0.47222222220000004,-0.009797959,-0.009797959,-0.06403124240000001,-1.1400738102,1.4453306229,0.4693486193,1.3742811207,-0.49934797550000004,-393.0,2.6719197539,0.36977521480000003,1.1472334951,-71.5,47.0,27.2099573336,-25.1453731518,0.5230898820000001,7.0,1.4136906572,0.5336417104,1.5637121177000002,-0.3744595556,2.6638478222,0.41598015180000003,1.1411915796,-1.9688928950000002,0.3808353808,0.0463434964,3.1114489639,0.31938846590000003,1.109237866,-1.6955176762000002,315.0,6.0,5.3,-286.5,3.3399062536,0.2210384129,1.6824934950079997,1.9678069011,0.3469207261,1.6535779489,-1.3512476363,0.21689250740000002,0.5258953065,1.6951993102,0.39230462730000004,1.3325112436,-0.6248470319,-0.6112445266000001,2499.5273809524,-4.0,8.0,5963.0833333333,0.5259430471000001,-0.0787931761,0.2339155232,0.1704089583
s161,1.0181295472,0.0003087767,2.1011145492,2.5,-25.08,-0.1666666667,602.0,-18.8,-0.1666666667,450.0,-0.3817587501,-1.3107487557,3.3155776957,0.34553609550000003,1.803116511,-0.7503208797,-0.0002137823,-0.0015086136,-0.0175273438,4.139561535,0.2698688278,1.7207777399,1.0,-0.0,5.875,0.09687500000500003,3.0,-0.0165,-4.0416666667,8.0416666667,0.4014100269,3.0,-0.0153706356,-3.283572068,0.0226290063,-1.1993555376,8.0,7.7,2.5417963457,0.47639862730000004,2.0096020127,-0.4645984353,0.33333333330000003,-1.5508317555,0.014790146,0.8522727273,2.4425213106,0.19316334810000002,1.7264478376999999,0.8857142857,214.0,7.0,0.7877197266,0.0010209400000000001,1.0,0.0015991466,0.4166666667,-0.009797959,-0.0250474647,-0.0256124969,-0.75013169,1.2089712958,0.44212297100000003,2.0514904768,-0.3806115661,-341.5,2.7200985757,0.2766149173,1.4576312509,-23.0,105.0,5.5292220488,1.9296181931,0.46697944150000004,14.0,2.2053335304,0.4908749685,2.1195904376,0.1448326237,2.3649819555000002,0.3612057654,2.1470529174,-0.6754967156,0.5476772616,0.0410267282,1.9507608484,0.23994255620000002,1.4389651539,-0.6424101743,259.0,6.2,5.7,-262.3333333333,2.4642089327,0.33471312010000004,1.5301311307,1.80273689,0.3093027358,2.0184633959,-0.3189178881,-0.4043863935,-0.37169585790000004,1.5407348105,0.2883615083,2.0698949449,-0.3569775919,0.1501643691,1792.630952381,-16.0,7.0,2559.6666666667,1.5189660093000001,0.8372475245000001,0.8711101844,0.36176889440000004
s163,0.9269982735000001,0.17334844970000002,1.5125517605,1.55,-28.0869565217,-0.2333333333,615.0,-20.1818181818,-0.2666666667,424.0,-0.6442708119,-1.7565492122,2.7556818531,0.3509583935,1.3515223578,-0.9900290052,-9.29788e-05,-0.0002588882,-0.0110595703,2.7114144625,0.2450418952,1.8315216407000001,0.6666666667000001,-0.0,7.5,1.526556659e-16,2.0,-2.6020852140000003e-18,-2.5,4.0,-2.0816681710000002e-17,0.0,-1.101549407e-16,4.996003611e-16,-0.033013487200000004,-0.7615916258000001,8.2,7.7,1.9414008217,0.46241857100000006,1.7504563831,-1.2669564504,0.8888888889000001,-2.4701447279,-0.2977473239,0.9030172414000001,1.6354302815000001,0.00028336050000000003,1.7422844699,0.6571428571,187.0,7.0,0.6195231438000001,0.0016746128,0.7696991444,0.0017931877000000001,0.5277777778,-0.0038729833,-0.0038729833,-0.0015811388,-0.2904905821,2.2974390156,0.38952959740000004,1.7218980642,-0.9157724931000001,-286.8333333333,2.2974197189,0.3079113357,1.3309568149,-5.5,138.5,12.0793055776,-6.4196109716,0.5548022683,10.0,1.6730574318,0.5444672494,1.7671958562999999,-0.45275440800000005,2.0692401211,0.3662412785,1.6195688704,-1.0553116158,0.5916870416000001,0.11750880970000001,2.9507673903000002,0.26577685100000004,1.7929697775000002,-1.0652658082,397.0,6.3,5.5,-239.1666666667,2.2608700157,0.364632263,1.3679674454000001,1.917111189,0.3547392165420002,2.3865108293,-0.0914178075,-0.1872993934,-0.5057462061,1.5652578415,0.0921070277,2.1862775952,-0.5479777577,0.5347803646,2436.0222222222,-1.0,11.0,3140.6666666667,1.08469725,0.4428433638,0.1515648788,0.529170145
