,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEBXBHD,DPEDPRIM,DPEHD,DPEHN,DPEHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s210,1.4581832803,0.047452628,1.636193463,3.0,-15.0,-0.0666666667,405.0,-10.6923076923,-0.1333333333,267.0,-0.4522697177,-0.6538297983,2.9520312465,0.3458962352,1.695989371,-0.7674306126999999,-0.0018394121,-0.0137371826,-0.0734179688,-2.6666666667000003,-3.6428571429,-2.7666666667000004,4.0,3.75,3.8,1.5714285713999998,45.0,3.2343388437000002,0.2587297373,1.8759281072,0.5,-0.1666666667,15.583333333299999,-0.05833333330000001,1.0,-0.004,-1.8333333333,13.875,-0.10810920119999999,1.0,-0.006075631999999999,-4.1612740142,-1.4166666666999999,1.9090909091,0.031231926000000007,-0.08278060129999999,7.4,6.2,1.6981198116999998,0.4061764835,1.8446570826,-0.9660871882,0.055555555599999994,3.3333333332999997,2.6666666667000003,2.0,4.8333333333,3.5,4.1666666667,4.8333333333,3.6666666667,3.6666666667,2.0,2.1533333333300004,2.6666666667000003,5.1666666667,6.166666666699999,6.833333333300001,-0.9206700132,0.415737819,0.9885057470999999,2.0749865768999998,0.0001836554,2.1246660022,0.0,-0.0,-14.8148148148,7.0,4.0,4.5,5.0,3.875,4.0,3.0,52.0,0.8857142856999999,36.0,136.0,9.0,-1.125,1.9333333333000002,0.6978212356999999,0.001295878,0.996484375,0.0013183792999999998,0.6388888889000001,-0.158113883,-0.07940364121099999,-0.07911336235899998,4.0,-1.2366892803,1.5241155106000002,0.4530132662,1.6950983769,-0.081453996,5.533333333300001,-250.6666666667,2.8202138838999997,0.3049683394,1.4053949957,-34.0,34.0,47.0,11.248810190499999,-6.9695381446,0.6003165960000001,9.0,1.8761952313999999,0.44282675369999996,2.0137166397,-0.4218905019,0.75,0.4166666667,0.33333333330000003,1.0,129.0,0.9,1.0,0.9,0.9,3.6205274315,0.46908510579999996,2.0413122340000003,-1.0994794307,0.5405405405,0.0730221497,3.3030800338999997,0.2048031136,1.7103080903,0.0648587686,298.0,6.8,4.4,-262.5,-272.6666666667,2.4011522667,0.2351848797,1.7593940099,10.1666666667,5.2180555556,2.7538149733,0.3592800939,1.9759850514,-0.9731057365000001,6.0,6.5,6.5,6.5,6.5,-53.0,-0.4224321509,0.024653716699999998,1.3401978533,0.35578403420000004,1.3872421622,-0.4942056964,-0.9670715879,2.7,3.5555555556,1.7777777778,3.7333333332999996,2599.630952381,-6.0,5.0,3176.0833333333003,0.3098083801,0.10810516,-1.2,-2.0,-2.8333333332999997,-2.6428571429,-4.0,0.2001532982,0.6726721022000001
s212,1.080488875609,0.14753431831600008,1.6431505292189996,2.0705,-36.722222222199996,-0.4,621.0,-38.75,-0.4666666667,585.0,0.2717864377,-0.8699519112999999,2.9119402089,0.4101945799,1.7722716764,-0.3763070953,-0.0002643586,-0.0023357849,-0.0747724609,-3.8666666667,-3.5357142857,-4.0333333333,2.5,2.5,4.0,3.7142857143,48.0,3.1246563312,0.2971115905,1.6523007548000002,0.6666666667000001,-0.0,22.2916666667,-0.1458333333,2.0,0.0025,-1.0416666667,23.6666666667,-0.0400823759,1.0,0.0004430956,-1.3452200303,-1.0,1.2727272726999999,0.4004689754,-0.1471178039,8.4,5.0,1.2674342634,0.3678781227,1.9554186349,-0.7313113590000001,0.027777777799999997,2.5,1.5,1.3333333333,3.5,6.166666666699999,5.1666666667,6.333333333300001,6.0,4.1666666667,2.5,2.1666666667,1.0,1.5,3.1666666667000003,6.833333333300001,-2.5476205253999997,-0.11684978609999999,0.8915229884999999,1.600757454,0.0369778058,1.9579602092,50.0,-0.0,-25.925925925900003,3.6666666667,1.75,3.0,5.0,4.75,2.7142857143,4.125,39.0,0.7047619048,20.0,216.0,2.0,-1.125,1.4,0.6271502495,0.0014620693,0.7122373581,0.0016188009,0.6111111111,-0.009797959,-0.009797959,-0.0256124969,2.0,-1.1665388123,1.4606669577000002,0.3621618396,1.5007273769,-0.3677615696,4.7333333333,-334.0,3.1128520626999996,0.27660219080000004,2.2556999951,-8.0,167.0,47.0,8.3603249057,-5.3001195796000005,0.28511673200000004,13.0,1.3272353679,0.5634683132,1.9707832137,-0.5309425219,0.75,0.4166666667,0.9166666667,0.5833333333,120.0,0.4,0.30000000000000004,0.6000000000000001,0.2,2.2366625424,0.4117279445920002,1.83231964396,-0.13977597190000002,0.5886699507,0.0645004004,2.6672922562,0.29403970300000004,2.0510445946,0.0217750883,397.0,6.9,6.6,-349.6666666667,-348.5,2.5332895236,0.2402255734,2.7998749887,-1.1666666667,112.01944444440001,2.6788030275,0.37946279039999997,2.134275861,-0.7252891233000001,5.0,6.0,6.0,3.0,6.0,-48.0,0.5713021676,0.0390871876,1.772457783,0.3615620262,1.9406209431,-1.0108015731,-0.6448197537,4.1,2.4444444444,3.2222222222,3.1333333333,1738.7727272727,-4.0,10.0,4222.4166666667,0.0786431273,1.4292194058,-2.0,-1.1818181818,-1.5833333333,-1.1428571429,-2.5833333333,0.8357688665,0.14707988360000002
s216,0.8393949023999999,0.3287147402,1.8306227746,1.9,-26.75,-0.33333333330000003,504.0,-21.0,-0.2666666667,440.0,-0.11288137699999999,-0.5076177493999999,3.1388623663999997,0.3342893461,2.7314721658999996,-0.0460449611,-0.0017248410580000002,-0.013256341362,-0.1860732422,-4.0,-3.1428571429,-4.1333333332999995,1.5,1.0,2.4,4.0,38.0,3.7261249422,0.2761590601,2.2956581906999998,0.1666666667,-0.5,11.083333333299999,-0.05833333330000001,2.0,-0.0206666667,-4.3333333333,15.625,-0.0327042629,2.0,-0.0076589698,-2.8128330373000003,-1.0833333333,1.0,-0.2085515069,-0.6439070682,9.2,6.4,2.0897518442,0.4866766344,2.2892996891,-0.8481104590999999,0.0,4.1666666667,2.0,1.3333333333,2.6666666667000003,4.1666666667,4.3333333333,6.0,5.0,6.0,4.3333333333,1.5,1.0,1.5,2.0,2.3333333333,0.3038899096,2.6996419483,0.9034090909,1.6600754737999999,0.273810671,1.5900145124,16.6666666667,-100.0,-77.7777777778,4.3333333333,5.75,4.0,1.0,2.125,2.1428571429,3.375,36.0,0.9365079365,35.0,123.0,9.0,-1.0625,1.1333333333,0.6128288269000001,0.0010091155,0.9802734375,0.0013951362,0.6666666667000001,-0.158113883,-0.07072397171899998,-0.07683221247800003,2.0,-0.6963245559000001,0.6541845076,0.494098577,2.0250459828,-0.4210469534,4.4,-391.5,2.659352638,0.3546216736,1.4238582765999999,-8.5,46.5,46.0,-14.7074204514,16.5656694453,0.7850874534000001,10.0,1.6783961535,0.5968518105,1.7425711197999998,-0.4599524764,0.5833333333,0.9166666667,0.8333333333,0.8333333333,110.0,0.0,0.2,0.2,0.1,2.6295637305,0.453998487,1.9647126019,-1.4842057768,0.2890625,0.009538600999999999,2.2555828284,0.3349179827,1.2763715926,-1.3602233497999998,375.0,6.1,4.8,-391.25,-354.6666666667,3.1570473065,0.35111057300000004,1.5651229419,-36.5833333333,15.0333333333,2.0070371078,0.35015129340000006,1.89959962,-1.1219961283,6.5,7.0,1.5,1.0,1.5,-55.0,-0.0115978579,-0.2705762326,0.2912430856,0.0092674623,1.8444975372,-0.20017073559999998,-0.2772466046,4.3,4.2222222222,2.5555555556,1.4666666667,2933.8296296296003,-5.0,7.0,4667.0,-1.0407631721,-0.4571002244,-1.2,-1.0,-2.3333333333,-2.0,-1.1666666667,0.8423075923000001,0.16638733790000002
s218,0.8613304972489996,0.15774064383399994,1.6352173277950004,1.813500000000001,-61.0,-0.29499999999899995,562.0,-30.3571428571,-0.5333333333,385.0,-0.4823542714,-0.8718270965,3.6967838157,0.4597649843,2.3202642019,0.004963921699999999,-0.0006536582000000001,-0.011934082,-0.0878203125,-2.3333333333,-2.7142857143,-2.0,4.0,2.25,4.0,2.1428571429,65.0,4.5347862988,0.18721894100000003,2.2999285472,0.1666666667,-0.5,9.9583333333,0.0291666667,2.0,-0.0131666667,-2.0416666667,13.125,0.0525423729,2.0,-0.0033175414,-1.7530120482,-1.0,1.9090909091,0.1546970836,-0.9238391407,7.4,5.8,0.7119358184000001,0.2052207005,2.1116582124,-0.2595537612,0.11111111109999999,1.0,1.0,1.0,2.1666666667,2.5,6.333333333300001,7.0,7.0,6.666666666699999,6.0,1.0,1.0,1.0,2.1666666667,3.5,-1.3823638754790009,0.15898013036499994,0.8859677903500003,2.1687646964719995,0.16553397520800006,2.0638854032169998,77.7777777778,-0.0,-0.0,5.833333333300001,1.0,5.0,5.0,4.25,3.4285714286,4.875,52.0,0.8571428570999999,40.0,187.0,4.0,-1.125,1.0666666667,0.7965556145,0.0008272122,0.7000974655000001,0.0007464227000000001,0.44444444439999997,-0.0256124969,-0.06403124240000001,-0.158113883,6.0,-0.7994463165000001,1.2434657706,0.38437254880000005,2.0742867500999997,-0.054877257199999994,6.0,-326.016666666668,2.750454406379,0.3262993962440002,1.5813622590439995,-8.89,59.465,47.0,2.2720330362579984,0.3245921783190001,0.7491619978,9.0,1.1441385531000001,0.525628439834,1.9049202613999998,-0.6361426883,0.5,0.75,0.6666666667000001,0.75,149.0,0.2,0.1,0.6000000000000001,0.1,3.0640252671,0.34310015039999997,3.0632001193000002,-0.9052004670999999,0.41854636590000005,0.049521551399999995,2.9390884017249994,0.3162894728960002,1.5807556132469998,-0.6893535855009999,280.5,4.8,4.7,-262.0,-285.3333333333,3.052961129,0.3518860427,1.7852257904000002,23.3333333333,-9.7652777778,1.9036796361,0.3350064907,1.8919789286000002,-0.8792168229999999,6.5,6.5,6.5,6.5,6.5,-33.0,-1.2713436037999999,-0.1758298146,1.1177508982,0.1790068433,2.1693170652,-0.22511550040300013,-0.0266035568,1.4,4.3333333333,1.2222222222,1.8666666666999998,2186.8125,-23.0,6.0,2995.8333333333003,-0.8626836827000001,1.1869048958,-1.0,-1.3636363636000002,-1.0833333333,-1.5,-2.25,0.8508906281999999,0.3931058543
s226,1.1173657234,0.0379496883,2.0953757194,2.2,-38.5714285714,-0.30000000000000004,760.0,-30.4761904762,-0.30000000000000004,610.0,-0.4693086781,-0.9115369044,3.6541772176999996,0.3320362597,1.8050333498,-2.2350484175,-0.0006845233,-0.011454956100000002,-0.013441406299999998,-3.7333333332999996,-5.6785714286,-5.2,3.5,3.5,4.0,2.4285714286,47.0,6.617425380299999,0.2408435484,1.3109598852,0.33333333330000003,-0.0,12.625,-0.0458333333,2.0,-0.0101666667,-2.375,15.666666666700001,0.1663632327,0.0,-0.004397868599999999,-0.21380994670000003,-1.080833333327,2.0,-0.113315206,-1.0097552813,9.0,7.5,2.1553009124,0.3524690165,1.9219214387999999,-0.5536620836,0.1666666667,1.8333333333,1.8333333333,2.0,3.5,5.5,4.3333333333,5.833333333300001,5.1666666667,4.0,3.6666666667,2.1666666667,1.3333333333,4.3333333333,3.3333333332999997,6.5,-0.6397505111,0.953913243,0.9375,3.3031320866000002,0.14332765279999998,2.0654770612,38.8888888889,-0.0,-40.740740740700005,5.833333333300001,4.5,4.75,4.75,4.375,3.1428571429,3.5,50.0,0.7682539683,34.0,194.0,8.0,-1.266875,1.9333333333000002,0.7755329132000001,0.0016303798,0.7846649170000001,0.001846009,0.6666666667000001,-0.0256124969,-0.0256124969,-0.0256124969,2.0,-0.7623134673,1.2727204957,0.6112664968,1.864631324,-0.3758384464,5.2,-206.5,2.9530784442,0.2462491724,1.7997420830000002,25.0,151.0,42.53,-5.6483563578,11.643884778099999,0.5292736422000001,3.0,1.7093505803,0.3666143443,1.8957970786000002,-0.5098811295,0.5833333333,0.0833333333,0.33333333330000003,0.5833333333,107.0,0.4,0.5,0.8,0.9,2.7318507395999996,0.4026403112,1.7400067242,-1.3586026428,0.4938271605,0.10022894130000001,4.4096609945,0.2625648002,1.4113601743000002,-1.3127488226,289.0,6.0,6.0,-177.1666666667,-224.1666666667,3.1970216244,0.27969440900000003,1.6001223325999998,47.0,102.84027777780001,3.0857767681,0.35375927700000004,1.8494841381,-1.9188085651,6.5,6.0,7.0,4.5,7.0,-31.0,-1.2706063209,-0.32563548631999983,1.983836977,0.3273335731,1.5085419816999999,0.26537403930000003,-0.017097124301000008,2.9,3.7777777778,2.8888888889,4.6666666667,1901.2530303029998,-5.0,9.0,3397.75,0.7034882042530001,0.963791723695,-1.2,-2.2727272727,-2.4166666667,-1.8571428571000002,-3.5833333332999997,0.35868262360000003,0.1460237583
s228,1.0858839313,0.1107415125,1.9130399634,2.3,-38.65,-0.33333333330000003,723.0,-20.7142857143,-0.30000000000000004,415.0,-0.1249203514,-1.5292439669,2.5353477851,0.3655543125,1.4756978174000002,-1.1844927245,-0.0002454215,-0.0034228058,-0.0153105469,-5.2,-3.6428571429,-4.3333333333,2.0,1.5,4.0,4.0,27.0,3.2539428183999997,0.2517033332,1.503767728,0.8333333333,-0.1666666667,10.25,0.25833333329999997,3.0,-0.009000000000000001,-1.6666666666999999,9.0833333333,0.3141051567,2.0,-0.0012295248,-2.2648129424000003,-1.0,1.0,-0.08627816529999999,-0.8103757513000001,8.0,7.2,1.8485193631,0.4479563949,1.5998531717,-0.8801732401000001,0.5833333333,2.1666666667,3.5,1.1666666667,1.0,2.1666666667,4.0,4.3333333333,5.0,4.6666666667,3.1666666667000003,2.5,2.5,2.1666666667,1.3333333333,3.6666666667,-3.1063790042000003,-0.4431129243,0.9261363636,2.085204415,0.0013095966,2.0089062481999997,38.8888888889,-66.6666666667,-59.2592592593,3.3333333332999997,4.25,2.75,3.625,2.5,2.0,3.25,35.0,0.5428571429,16.0,217.0,7.0,-1.0,1.0,0.6816086768999999,0.0010317555,0.7780120850000001,0.0017704798000000002,0.7222222222,-0.0015811388,-0.0015811388,-0.009797959,5.0,-2.0288245601,1.6221350212999999,0.3637816437,1.3518820511,-0.6464023789000001,3.2666666667000004,-402.8333333333,2.5301087547,0.33521099730000004,1.2405178071,-26.0,44.0,47.0,-9.8297921872,22.1545963638,0.455163537,13.0,2.3026069894,0.5091373003999999,1.9090287942,-0.68815768,0.1666666667,0.9166666667,1.0,0.5833333333,82.5,0.0,0.30000000000000004,0.2,0.153,2.7118081152999998,0.4702768994,1.2256256491,-1.5530849474000001,0.5632754342,0.0434706301,2.4225183467,0.3283925847,1.104379635,-0.9674214315999999,330.0,6.0,5.1,-263.0,-293.1666666667,2.6678367338,0.3430183844,1.2515091749,30.1666666667,31.3555555556,1.7915161648,0.3821387145,1.6234624275999998,-2.0730997883,2.5,4.0,1.5,1.0,1.0,-59.0,-0.5938773867,-0.1937307854,0.9061731713,0.0221677771,2.1125126778,0.0700341892,-0.0193365524,3.7,4.4444444444,1.5555555556,1.8666666666999998,1847.36,-9.0,8.0,2270.25,0.905853474,0.6282217374,-2.6,-1.0,-2.6666666667000003,-1.9285714286,-1.0,0.8569180750000001,0.1895440625
s233,0.4919137519,0.0049953725,2.0318779636,1.4,-38.869565217399995,-0.23333333329999997,844.0,-25.15,-0.33333333330000003,462.0,-0.48132287009999997,-1.7732277616999998,2.8064892560000003,0.4117847258,1.6016335861000002,0.2684828702,-0.0002653221,-0.0008551483,-0.0098642578,-5.2,-4.2142857143,-3.6,2.5,1.75,3.6,4.0,32.0,4.5650132805000005,0.29204012160000004,1.458914448,0.5,-0.33333333330000003,9.7916666667,0.0041666667,2.0,-0.0178333333,-3.875,13.125,0.1661016949,1.0,-0.0035421687000000007,-3.220645293,-1.1666666667,1.0909090909,-0.22097902100000005,-0.5230769231,8.4,6.2,2.3371229131,0.403325819,2.0398169773,0.07522849179999999,0.4166666667,2.5,1.8333333333,2.1666666667,1.6666666666999999,4.6666666667,4.6666666667,6.5,5.3333333333,6.5,3.8333333332999997,2.6666666667000003,1.0,3.5,1.1666666667,5.3333333333,0.14526800439999998,2.1653234928,0.9260057470999999,2.3890607309,0.1795790273,2.3361531574,33.3333333333,-44.4444444444,-59.2592592593,3.0,1.0,3.875,5.0,1.5,1.7142857143,4.625,27.0,0.7142857143000001,15.0,210.0,7.0,-1.375,1.0666666667,0.7727680206,0.0007756982000000001,0.8542480469,0.0012128666,0.5833333333,-0.0038729833,-0.0038729833,-0.0038729833,2.0,-0.3757777686,0.6584983552,0.6208653539,1.8396925751,-0.3828290926,4.3333333333,-433.6666666667,2.6414606985,0.3071315886,1.3691453781999998,-47.5,64.5,43.0,0.8108356098,4.2177268827,0.5572900235,13.0,1.2713995764,0.4797095046,2.0603013379,-1.2284458263,0.5,0.5833333333,0.7108333333320002,0.33333333330000003,98.0,0.7000000000000001,0.5,0.5,0.0,2.0967865585,0.4420149469,1.8139423215000001,-0.8744301704,0.3909774436,0.0410391739,2.6716289341999997,0.30964679770000003,1.4794837031999999,-1.3767406876,348.5,4.9,4.2,-266.6666666667,-298.3333333333,2.7136285822,0.31352303070000004,1.774523355,31.6666666667,111.7944444444,1.8711747225,0.39399192369999997,1.987423104,-1.539361341,2.5,5.0,1.0,2.0,3.5,-44.0,-0.245163496,-0.6319845110000001,1.4324784589,0.1243831909,2.5075880462,-0.13423856439999998,0.5191577695,4.6,2.7777777778,1.5555555556,1.4,2682.4666666667003,-7.0,4.0,6183.416666666701,0.0948892158,1.6635051337,-2.7,-1.4545454544999998,-3.3333333332999997,-2.9285714286,-1.0,0.19640047239999997,0.1771131816
s237,1.3638169291,0.2221133744,1.3389149941,2.2,-45.285714285699996,-0.30000000000000004,901.0,-17.8571428571,-0.30000000000000004,350.0,-0.21665783449999998,-0.4574877478,2.4655809825,0.3481774581,1.4950446275,-0.34801999650000004,-0.0012732785450000005,-0.0314814453,-0.06559960940000001,-3.0666666667,-4.1428571429000005,-5.1,3.0,3.25,2.8,2.7142857143,35.0,3.2098583533,0.2624088496,1.0464205675,0.5,-0.0,9.625,0.1541666667,3.0,-0.0045000000000000005,-2.375,12.375,0.20369774920000003,1.0,0.0002036442,0.0045016077,-1.0,1.9090909091,0.1580012138,-1.3648204921,7.5,7.7,2.7404911455,0.3317050353,1.5923402125,-0.9478844651,0.055555555599999994,3.1666666667000003,2.1666666667,1.5,3.5,4.0,3.8333333332999997,4.6666666667,5.5,6.166666666699999,2.0,2.8333333332999997,1.0,3.5,2.8333333332999997,5.3333333333,-2.4675558716999997,0.7092466287,0.9034090909,2.1381345517,0.2171614752,1.1621298570999998,33.3333333333,-33.3333333333,-33.3333333333,5.0,4.25,3.75,2.25,3.125,2.8571428571,3.375,41.0,0.6476190476,26.0,175.0,3.0,-1.375,1.2666666667,0.6201343536,0.0015002931,0.8934570312000001,0.002010747,0.5277777778,-0.158113883,-0.158113883,-0.06403124240000001,1.0,-1.2886213578,1.7175722865,0.3669979468,1.4957792063,-0.4583369937,4.6666666667,-367.5,2.5005763079000003,0.2982489934,1.6322777765,-47.5,119.5,40.0,-6.9868187855,10.400322901100001,0.3936674914,9.0,1.4791311968,0.4138090696,1.4356089578,-0.5743361065,0.8333333333,0.9166666667,0.9166666667,0.8333333333,108.0,0.7000000000000001,0.5239999999999999,0.9,0.2,2.1064819575,0.4021698881,1.3263958764,-1.7296875955000002,0.48536585369999996,0.054726393899999996,3.1692769105000003,0.2708850612,1.2732908519,-1.4189817566,333.5,6.4,5.3,-257.8333333333,-289.8333333333,2.4393604352,0.28771381170000004,1.3010388351,32.0,-5.9611111111,3.0849270301,0.4164937009,1.7838912541,-1.5315755766,4.5,4.0,4.0,2.5,4.0,-26.0,-0.0109512335,-0.7455928984,1.2673609622,0.06847428380000001,2.036059863,-0.4775790405,0.49352478270000005,3.8,3.0,2.8888888889,3.3333333332999997,1918.8958333332998,-0.0,8.0,5279.2916666667,1.2442739532,0.35923576479999997,-2.0,-2.1818181818,-2.4166666667,-2.1428571429,-2.4166666667,0.8559064772,0.5889799385
s238,1.1924982246,0.0032547804,1.9275907874,2.3,-49.2727272727,-0.2666666667,1021.0,-24.1578947368,-0.3666666667,432.0,-0.2398725883,-0.941871074,2.6984319368,0.4411296846,1.6656518659,-0.43280838229999996,-0.0028597186,-0.0119874268,-0.0023320313,-2.3333333333,-2.8214285714000003,-2.5666666667,2.75,2.25,3.0,3.0,61.0,4.3283994183,0.3180156484,1.8180805596,0.0,-0.8333333333,1.625,0.0375,2.0,0.0001666667,-0.9583333333,6.666666666699999,0.0686352254,1.0,-0.0015759599,-2.9626460768,-1.0,1.3636363636000002,0.4713576475,0.0567936932,7.3,5.7,2.261124042,0.4726645197,1.7313298831000001,-0.0047373164,0.5277777778,1.0,1.0,1.0,1.8333333333,1.5,6.666666666699999,6.833333333300001,6.666666666699999,5.3333333333,3.3333333332999997,1.0,1.0,1.6666666666999999,1.6666666666999999,4.1666666667,-5.4075863657,-2.6710697232,0.8310606061,1.312763107,0.0356455497,1.7638737207,61.111111111099994,-33.3333333333,-25.925925925900003,5.666666666699999,2.0,4.625,3.875,4.5,3.0,3.0,43.0,0.8222222222000001,36.0,212.0,8.0,-1.0,1.0,0.6627759933,0.001089941,0.9633224487,0.0013113884,0.5277777778,-0.158113883,-0.1265219767,-0.158113883,3.0,-0.3892763588,1.1185139774,0.4509174267760003,1.916215054535,-0.2156226006,5.0666666667,-383.1666666667,2.1197248866,0.32751184829999996,1.2275662479,3.5,42.5,46.0,3.5855754938,-0.8693581765,0.6288319792,4.0,1.8177559212999999,0.5770140363,1.8823579415,-0.1251787075,0.75,0.8333333333,0.5833333333,0.8333333333,129.0,0.30000000000000004,0.1,0.4,0.22099999999999986,2.836790178,0.44540770248999983,1.8210139665939995,-0.9297146682999999,0.49118387909999994,0.0443704483,2.5698581486000003,0.34566797229999996,1.3820340477000002,-0.2019441964,406.5,4.6,4.0,-366.8333333333,-407.1666666667,2.368172368,0.3071726956,1.3357274264,40.3333333333,-17.827777777799998,2.2865165721,0.46195465259999996,1.9398293398,-0.8607734288000001,5.5,6.0,5.5,6.0,5.5,-36.0,-0.7258445724,0.1561870923,1.4303987112,0.1829170146,2.2118027947,0.4210121435,-0.0554011337,2.1,3.8888888889,2.6666666667000003,2.8666666667,2602.4037037037,-10.0,5.0,4280.5833333333,-0.31097763510000004,1.0600492539,-1.3,-1.4545454544999998,-1.9166666666999999,-1.8571428571000002,-1.9166666666999999,0.8103906163,0.4772554192
s244,0.6878244459999999,0.0611354037,1.6097413593,1.55,-12.8,-0.1666666667,317.0,-4.8965517241,-0.033333333300000004,137.0,-0.1600822024,-1.4130523935,2.5795495652000002,0.4016354347,1.6644277140000001,-1.2217729631999998,-0.0010569142999999998,-0.002919342,-0.0463085938,-4.3333333333,-3.75,-4.6,1.5,2.25,2.6,3.8571428571,36.0,3.9303193213,0.29689455870000003,1.411436989,0.33333333330000003,-0.5,2.9166666667000003,0.008333333299999999,0.0,-0.0003333333,0.0833333333,3.6666666667,0.04,2.0,-0.0044,-2.1142857143,-1.0,1.2727272726999999,0.5505107832,-0.24744608399999998,7.7,7.0,2.4782967432,0.4929945744,2.3646961253,-0.4364350326,0.4166666667,3.6666666667,2.3333333333,2.0,2.8333333332999997,3.8333333332999997,4.6666666667,5.666666666699999,5.833333333300001,6.166666666699999,4.0,2.5,1.0,4.0,1.6666666666999999,4.8333333333,-1.7052669454,0.8428843245000001,0.9886363636,3.9841338391,0.18230470920000003,2.76333896,44.4444444444,-66.6666666667,-48.148148148100006,3.6666666667,4.0,3.125,4.0,2.125,3.4285714286,3.5,38.0,0.8,22.0,159.0,9.0,-1.0625,1.2666666667,0.6640334487,0.0006344755000000001,0.6184956789,0.0007189592999999999,0.5277777778,-0.015704178000000003,-0.0006324555,-0.0038729833,3.0,-0.9789982864,0.6231592793999999,0.3484634928,1.6435901887000002,-0.3468396626,4.0666666667,-403.3333333333,2.4247700547,0.4185397408,1.3522115299000002,1.5,-4.5,45.0,-17.2030284015,18.3875772967,0.6213461987000001,6.0,1.311346385,0.4714463963,2.1771819896,-0.5866967255000001,0.4166666667,0.0833333333,0.6666666667000001,0.1666666667,89.0,0.5,0.7000000000000001,0.4,0.2,1.9328636093,0.2966550821,2.5129809639,-1.418767246,0.4103896104,0.0438647544,3.5318635201,0.3281213773,1.5895732700999998,-2.2285689232,354.0,5.1,4.6,-298.0,-324.6666666667,4.2960106594,0.36255429219999996,2.1317009368,26.6666666667,56.4291666667,2.3739151419,0.3453111534,2.5538289555,-0.8522636209000001,3.0,6.0,2.0,2.0,5.5,-54.0,-0.31522135300000004,-0.099429814,2.0777598132,0.3799997263,1.6790687055000002,-0.0578544366,-0.4558113532,3.8,2.7777777778,3.4444444444,2.4666666666999997,3736.8229166666997,-0.0,8.0,3830.8333333333003,1.6660102170000002,0.9886113934999999,-2.4,-2.0,-2.1666666667,-1.0714285714,-1.6666666666999999,0.7931470495,0.21927084510000003
