,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEBXBHD,DPEDPRIM,DPEHD,DPEHN,DPEHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s099,1.0332767722,0.24473225829999998,1.1380788068,1.65,-8.642857142899999,-0.0666666667,236.0,-5.8620689655,-0.033333333300000004,165.0,-0.1403000572,-1.9066209146000002,2.7702687874,0.3615288803,1.2138463194,-0.2154649214,-0.0010417030000000002,-0.0033634033,-0.1940957031,-3.0666666667,-4.1428571429000005,-3.6666666667,3.0,2.5,3.0,3.4285714286,50.0,2.9173410020999997,0.2527642838,1.2008407490000002,0.5,-0.33333333330000003,6.375,0.0041666667,2.0,-0.0038333333,-1.9583333333,6.333333333300001,0.0079987387,2.0,-0.0055122977,-2.7064326256,-1.0833333333,1.1818181818,0.6206907388,-0.3151220892,7.6,5.9,2.1041786086000003,0.4524574296,1.6480360883,-0.29202201440000003,0.0,3.5,4.1666666667,1.5,2.1666666667,4.6666666667,5.3333333333,5.5,6.0,5.5,3.8333333332999997,2.6666666667000003,1.1666666667,2.5,1.6666666666999999,5.833333333300001,-1.2916459004,-0.937085039,0.9375,2.4312908694,0.1263128742,2.5769022411,61.111111111099994,-66.6666666667,-29.6296296296,5.0,5.75,3.375,3.125,4.75,3.1428571429,4.0,45.0,0.5714285714,30.0,126.0,5.0,-1.0625,1.2666666667,0.8103168488,0.0013731656,0.8968307495000001,0.0024342351,0.6944444444,-0.0038729833,-0.0099597577,-0.0039735241,4.0,-0.6965212995000001,1.3314932695,0.2840926538,1.638975076,-0.46013723009999996,3.4,-332.6666666667,2.4182482551,0.3332389828,1.3147856874,-0.0,110.0,47.0,-12.3689138902,14.909109561700001,0.2027971735,7.0,1.7867885382000002,0.4233060293,1.9862949915,-0.3340440241,0.5833333333,0.0833333333,0.6083333333269997,0.7774999999990001,120.0,0.2,0.411,0.9,0.1,2.8861346043,0.34044213380000005,1.9058118931999999,-1.5814778258000002,0.5925925926,0.05946482559999999,2.7819464212000002,0.2318024125,1.2304003587,-1.2125101437,267.5,6.0,5.1,-249.5,-228.3333333333,2.7347995194,0.29313208350000003,1.5674371212,-21.1666666667,18.265277777799998,2.2265809388999998,0.2732588119,1.7099345441999998,-0.7956843867000001,5.5,5.5,3.5,1.5,6.0,-39.0,-0.2041349843,0.5012016277,1.3008140854,0.2628739388,1.4639029127,-0.6432097097999999,-1.0162048474,1.7000000000000002,4.5555555556,2.2222222222,2.6,1486.3636363635999,-26.0,7.0,2040.4166666667002,0.5764767997089998,0.4809002092729999,-2.0,-1.9090909091,-2.4166666667,-1.9285714286,-2.0,0.8581592075000001,0.3900451268
s102,1.0926372467,0.2252481756,1.1997404104,1.6,-41.176470588200004,-0.43333333329999996,650.0,-34.1176470588,-0.43333333329999996,550.0,-0.6363519436999999,-1.160567345,2.1375123716,0.3093607503,1.591071104,-0.8448852950000001,-0.001262454151,-0.0079602356,-0.07794549316999999,-5.2666666667,-3.0357142857,-3.4333333333,1.5,2.0,3.8,3.8571428571,50.0,3.0007996379,0.23616000690000002,1.7010227103000002,0.6666666667000001,-0.1666666667,12.0,-0.075,0.0,0.0003333333,-0.33333333330000003,27.9130434783,-0.004545454500000001,0.0,-0.0055566188,-0.6184210526,-1.1666666667,1.0,0.09087120970000001,-0.6657958843999999,6.7,4.8,1.3647794665000001,0.4174980288,1.8037736992,-0.4106708802,0.0833333333,3.5,3.3333333332999997,2.1666666667,2.0,4.3333333333,5.0,5.666666666699999,6.0,6.5,5.0,2.8333333332999997,2.8333333332999997,2.8333333332999997,1.6666666666999999,3.5,-1.1929975034,0.0277794133,0.8321839080000001,1.5332352612,0.0001596716,1.5518229619,61.111111111099994,-44.4444444444,-22.2222222222,4.1666666667,3.75,3.5,3.375,2.5,2.5714285714000003,3.625,47.0,0.5174603175,21.0,108.0,7.0,-1.0625,1.2,0.6904129505000001,0.0016462818,0.6801437378,0.0017187646,0.75,-0.05418292112200003,-0.06403124240000001,-0.06403124240000001,4.0,-0.8552358669000001,1.0150925312999999,0.3978549297760001,2.0595330296000003,-0.4991284822,4.0,-399.1666666667,2.4013584888,0.2903490515,1.1944443633,-23.0,62.5,47.0,-1.0245249962559997,4.789527138410999,0.5566739089,13.0,0.3902392268,0.47095320539999996,1.5115452244,-0.49217208079999997,0.8333333333,0.33333333330000003,0.75,0.75,103.5,0.0,0.2,0.7000000000000001,0.0,2.1595677356,0.38484222939999996,1.7718867855000002,-0.7103263315999999,0.4888337469,0.0718888273,1.9364426505,0.2979392172,1.5870929268,-0.6167385097,380.0,5.7,6.1,-299.6666666667,-262.1666666667,2.8307068413,0.1962262172,2.157947528,-37.5,-20.0194444444,1.9536371687,0.2793508245,1.5925063706,0.0286935911,6.0,5.0,2.0,2.0,5.5,-45.0,-0.5011695953,-0.6512992253000001,0.7691112080000001,0.28317496540000003,1.4289303793,0.0307969387,0.2606127761,3.5,3.8888888889,2.0,3.0666666667,1783.5988095238001,-20.0,6.0,2221.0833333333,0.21701384302200016,0.5224949447360001,-1.9,-1.4545454544999998,-2.1666666667,-1.5,-1.5,0.8315301179000001,0.6093769210000001
s103,0.8611203676000001,0.2823939324,1.6496011834000002,1.8,-29.695652173899997,-0.23333333329999997,664.0,-16.95,-0.33333333330000003,324.0,-0.2613351861,-0.7846459968,3.797271205,0.37670959119999997,2.6487037432,0.51146373,-0.00097741035,-0.013944458000000002,-0.0676484375,-4.4,-4.5357142857,-6.1333333333,2.5,3.75,3.2,3.7142857143,31.0,2.5405961991,0.2924675496,1.6155446266,0.1666666667,-0.5,11.458333333299999,0.0125,1.0,-0.0005,-5.625,7.125,0.16168437030000002,3.0,-0.0050804249,-2.2086494689,-1.1891666666629996,1.6363636363999998,0.05678410790000001,-0.6941529234999999,6.1,4.6,1.487551806472,0.44653234141099996,1.999930208935999,-0.3982384116000001,0.1388888889,3.1666666667000003,3.3333333332999997,1.8333333333,4.3333333333,4.5,4.8333333333,5.1666666667,5.5,4.1666666667,3.3333333332999997,3.5,3.3333333332999997,4.5,6.5,5.833333333300001,-1.8599179511000001,-1.3861302786,0.8571428570999999,2.3622807551,0.2629075508,1.8349444412,22.2222222222,-22.2222222222,-25.925925925900003,5.3333333333,4.25,3.625,2.875,3.125,3.0,3.0,39.0,0.8539682540000001,20.0,143.0,3.0,-1.75,2.0,0.7385379792,0.0010727896,0.7926330565999999,0.0011125346,0.6388888889000001,-0.0256124969,-0.0256124969,-0.06403124240000001,2.0,-1.0255036312,1.5553408578,0.4426067447,1.9886103023,-0.2379826963,3.5333333333,-439.1666666667,2.4820860023,0.26653003610000003,1.866045655,-46.0,145.0,40.14,-11.5155628611,17.260283318499997,0.5936422140000001,3.0,1.0573248227,0.4587032014,2.1814276777,-0.6461107656,0.5,0.0,0.1666666667,0.5833333333,87.0,0.30000000000000004,0.8,0.8,1.0,2.7834402712,0.4669313073,1.7506310265,-1.4000975634,0.4826732673,0.0818989383,2.4431351123,0.3369453781,1.3360229317,-1.0874613145,346.0,4.6,4.7,-271.1666666667,-253.0,3.0840294625999998,0.3300013214,1.6711706581,-18.1666666667,-0.3472222222,2.6564392001,0.4320533647,1.9069911471,-1.4884280481999999,4.5,4.52,2.0,1.0,7.0,-50.0,-0.47582121619999995,-0.0460847551,1.3437106038,0.0031553733,2.5921336826,-0.35778507649999997,0.0311778937,4.1,2.7777777778,3.3333333332999997,4.1333333332999995,2633.0590909091,-6.0,8.0,2609.8333333333,1.4483185633000002,1.3682758556,-2.4,-3.0,-3.6666666667,-3.2142857143,-3.6666666667,0.593664155,0.5745071466
s105,0.8899887420000001,0.2642928741,1.0647028603,1.05,-41.5,-0.4666666667,627.0,-25.5,-0.2,599.0,0.1016103673,-0.5860600579,3.1326295145999996,0.34107865719999997,2.0762225833000003,-0.6777580490999999,-0.00010532799999999999,-0.000300869,-0.0019682617,-3.6,-3.8928571429,-4.2666666667,3.25,3.25,4.0,3.8571428571,61.0,2.6419394792,0.281158891,1.8947268221,0.1666666667,-0.1666666667,15.875,0.07083333330000001,0.0,-0.008833333300000001,0.7083333333,22.2916666667,0.0171284635,2.0,0.005737195600000001,-2.2298488665000002,-1.1666666667,1.0909090909,0.0369162536,-0.9195799634999999,6.3,4.7,1.0670402006,0.3813199803,1.7023215258000002,0.7885801209000001,0.8611111111,4.0,2.1666666667,2.0,3.5,2.6666666667000003,6.166666666699999,5.833333333300001,6.5,3.8333333332999997,3.6666666667,1.0,1.0,1.0,1.8333333333,2.3333333333,-0.7177425679,-0.8768826287999999,0.8010057470999999,2.101534892,0.22431354239999998,1.6535391744999999,100.0,-0.0,-18.5185185185,6.0,1.5,4.125,2.75,3.25,2.5714285714000003,5.0,51.0,0.6000000000000001,25.0,155.0,6.0,-1.375,1.6,0.7342792511,0.0019930811,0.8955169678,0.0019821293,0.6388888889000001,-0.0006324555,-0.0015811388,-0.0038729833,4.0,-1.9722489475999998,0.9255802412999999,0.275275515,1.6150103597,-0.2505600911,4.0,-291.8333333333,2.4793237905,0.3335838175,1.4096655487,14.0,40.0,47.0,-12.161980733499998,18.332620341600002,0.5576468825,3.0,1.1183167676,0.5171178263,1.6817197741999999,-0.3702501361,1.0,0.75,0.8333333333,0.8333333333,139.0,0.0,0.2,0.5,0.8,2.432679503207,0.4111003831629999,1.806755083449001,-1.3456443783079999,0.5088161209000001,0.055721954100000005,1.5710534537,0.3370356534,1.2294406162,-1.3267588923,433.0,6.3,4.8,-220.3333333333,-289.1666666667,2.4833097563,0.3039894857,1.2878630105,68.8333333333,24.023611111100003,1.8853792832,0.276612201,2.1634166526,-1.0665993075,7.0,7.0,7.0,7.0,7.0,-42.0,-0.3639341510339999,-0.07380714745599999,1.144501278279,0.20666879549699999,1.823988436117001,-0.15424214768499994,-0.32847560394399994,3.5,4.6666666667,3.3333333332999997,3.7333333332999996,2160.1686147185997,-4.0,9.0,3798.4166666666997,-0.2707705548,1.6640897581,-1.3,-1.8181818182,-1.9166666666999999,-1.6428571428999998,-2.75,0.8215974089,0.38167900549999995
s106,0.9507228001000001,0.0009099428,1.5381747663,1.65,-34.6666666667,-0.2,800.0,-21.8823529412,-0.43333333329999996,356.0,-0.276981146,-1.4369802042,2.5392574323,0.3817457752,1.1637402704000002,-0.186918405,-1.5155499999999999e-05,-3.4138200000000005e-05,-0.0007841797,-2.0,-3.0714285714,-2.6,4.0,1.0,4.0,3.7142857143,65.0,5.365456352,0.2435954095,1.1329566186,0.1666666667,-0.33333333330000003,17.625,0.054166666700000005,0.0,-0.006500000000000001,-1.625,18.7083333333,0.26575899210000004,2.0,-0.0032017883,-2.2098150782,-1.0,1.2727272726999999,0.09501638470000001,-0.9221298278,8.3,7.0,2.2844505918,0.35297601840000004,1.5932242682000002,-0.1769877795,0.7777777778,1.3333333333,1.5,1.0,1.6666666666999999,5.3333333333,6.166666666699999,5.833333333300001,6.666666666699999,5.833333333300001,3.1666666667000003,1.6666666666999999,1.6666666666999999,1.0,1.8333333333,5.666666666699999,-3.1243977168,1.8893620916999998,0.9545454545,2.3927407648,0.2182078823,1.1867080815,22.2222222222,-0.0,-14.8148148148,4.0,4.25,5.0,5.0,3.875,4.1428571429000005,4.75,53.0,0.6857142856999999,40.0,160.0,6.0,-1.0625,1.1333333333,0.6421589851,0.0012834576,0.6838119506999999,0.0013489725,0.4722222222,-0.0002011893,-0.0002011893,-0.0002011893,3.0,-1.5062215822,1.7409980353999999,0.34730569990000004,1.2811300237,-0.3839004778,5.533333333300001,-283.8333333333,2.4572479263,0.3524061411,0.7313029354,-47.5,12.5,47.0,0.0048136832,1.8764282864,0.3842625785,7.0,1.7001071046,0.4317921457,1.5735201330000002,-0.3340659299,0.75,1.0,0.8333333333,0.9166666667,149.0,0.0,0.1,0.5,0.1,2.7414772631999997,0.389064645,1.3633415078,-2.4834352246,0.3936430318,0.033057296800000004,3.3256012309000003,0.2612693041,1.0586855358,-2.1758459484,281.0,5.4,4.9,-230.6666666667,-259.3333333333,1.7194682507,0.1562721426,1.7616648398,28.6666666667,32.3555555556,2.5772758268,0.3517135158,1.6536117679,-1.3453804709000001,5.0,7.0,4.0,1.0,2.0,-21.0,-0.7154983523999999,-0.7165672239,1.3932567306,0.3365800779,1.1948316607,-0.422839119,0.485689474,3.2,4.6666666667,1.8888888889,2.1333333333,1548.5303030303,-4.0,10.0,4390.8333333333,-0.05602783150000001,0.7684553512000001,-1.0,-1.0,-1.0,-1.2857142857,-1.25,0.4162853786,0.6711490993000001
s107,1.0188438793999999,0.0006463086,2.2703753713,2.25,-35.1052631579,-0.3666666667,622.0,-41.0588235294,-0.43333333329999996,649.0,-0.5515381399,-0.7383196682000001,3.5317893053,0.339610585,2.0752981508,-0.7807457565000001,-0.0002609609,-0.0015495758,-0.006838867199999999,-4.1333333332999995,-3.3571428571,-5.666666666699999,3.0,3.0,3.4,2.8571428571,39.0,3.5974667078,0.30961017679999997,1.2464640432,0.6666666667000001,-0.33333333330000003,11.208333333299999,0.1625,2.0,0.0028333333,-4.5416666667,13.541666666700001,0.1211586902,1.0,0.0024072207999999997,-3.7315281276,-1.1666666667,1.0909090909,0.2234873837,-0.6430794458,6.7,7.8,1.9194336491,0.34739612680000004,1.8593204263,0.3011317099,0.33333333330000003,1.6666666666999999,3.0,2.1666666667,3.3333333332999997,3.1666666667000003,4.8333333333,4.6666666667,4.6666666667,4.5,3.0,2.0,3.3333333332999997,3.5,3.5,4.1666666667,-3.136041567,-0.8690425095000001,0.9375,1.8262664538,0.0002742329,2.0313713468,55.5555555556,-66.6666666667,-55.5555555556,5.0,3.75,2.375,2.0,4.5,3.1428571429,2.875,47.0,0.7396825397,27.0,164.0,6.0,-1.4375,1.4666666667,0.6801818848000001,0.0010243000000000001,1.0,0.0012345529,0.5,-0.009797959,-0.0250474647,-0.0256124969,2.0,-0.7322005612000001,1.5902025373000002,0.5035361871,2.0785123689,-0.3230284994,3.4666666667,-300.0,2.8850218804,0.2929006437,1.4800433458000002,-21.5,38.5,35.0,-29.7529814543,34.0019393471,0.5763595557,11.0,1.4167540158,0.4723740183,1.9420071661000002,-0.6499004627,0.5833333333,0.5,0.5833333333,1.0,96.5,0.2,0.6000000000000001,0.6000000000000001,0.4,2.6678565391,0.4805600193,1.9642195204,-1.7350029994999998,0.5975,0.055891168600000006,3.0233343155,0.3127401781,1.6056326784,0.2937960509,299.5,5.8,5.1,-260.3333333333,-273.0,3.2431046018000003,0.3161086866,1.9597617053,12.666666666700001,-14.730555555599999,3.0966912701,0.3284265857,2.2695014336000003,-0.34966040860000003,6.0,5.0,5.5,3.0,4.0,-43.0,0.1340446052,-0.4106985174,2.1883313517,0.3144939779,1.8328912799,-0.9568608608,0.15470520140000002,3.1,3.5555555556,2.5555555556,3.6,2470.2454545455,1.0,10.0,3937.25,-0.6260322439,0.4760826753,-2.1,-2.0,-2.5833333333,-1.9285714286,-2.5,0.2205553883,0.1797998153
s108,0.8553622756999999,0.0089143026,1.8314087549,1.75,-30.9545454545,-0.2666666667,656.0,-22.5,-0.4,383.0,-0.5823720132,-1.3041241324,3.8598325451999997,0.4999694111,1.7605302622,-0.2672980217,-3.02162e-05,-9.2679e-05,-0.0111357422,-4.0,-4.3928571429000005,-5.5666666667,3.0,2.75,3.4,3.8571428571,29.0,4.1617236841,0.3267415127,1.4072272041,1.0,-0.0,4.4583333333,0.1125,3.0,-0.0041666667,-2.2083333333,2.3333333333,0.0208037825,1.0,-0.0018321513,-1.2913711584,-1.1666666667,1.1818181818,0.4588078619,0.0018674994,6.6,6.5,2.027502361,0.4790297885,2.3060004386,-0.0921993535,0.7777777778,2.3333333333,1.8333333333,2.1666666667,1.1666666667,3.6666666667,3.1666666667000003,3.3333333332999997,4.6666666667,5.833333333300001,3.1666666667000003,2.3333333333,2.0,3.1666666667000003,1.1666666667,6.0,-2.8977124657999997,0.7919592342,0.9534883720999999,2.3665458576,0.2249214664,2.0497184845,50.0,-66.6666666667,-33.3333333333,2.5,2.75,2.75,3.125,3.625,2.1428571429,3.25,31.0,0.9142857143,17.0,202.0,6.0,-1.3125,1.0666666667,0.8256057739,0.0009403176,1.0,0.0011827446,0.6111111111,-0.0015811388,-0.0015811388,-0.0038729833,1.0,-0.3820760538,1.9899291413999998,0.3103201592,1.949096539227999,-0.4406576632,3.4,-367.3333333333,2.6673001158000003,0.31779143519999997,1.7255151536000002,-31.0,87.5,44.0,19.2029985213,-10.4122079373,0.6453253666000001,14.0,1.4777023622999998,0.511143672,2.4608809404,-0.0359500215,0.5833333333,0.25,1.0,0.4166666667,81.0,0.30000000000000004,0.7000000000000001,0.5540000000000002,0.0,2.8284797493,0.4223709156,2.1532503606,-1.5753221141,0.4950738916,0.06720196340000001,3.3454602615,0.33935289049999995,1.3394809401,-0.7497922551999999,349.5,6.9,5.8,-281.6666666667,-310.0,2.9054783356000002,0.30812877899999996,2.1406105272,28.3333333333,34.467097222229,3.4189409882,0.43946358409999997,2.3855312626,-0.90879155,5.0,3.5,1.5,1.0,4.5,-55.0,0.0342819741,-0.4784898679,1.8534975755,0.43365221020000005,1.7587200561,-0.3904263425,0.17107405969999998,4.4,2.7777777778,2.2222222222,3.1333333333,2609.7727272726997,5.0,11.0,4432.4545454545005,0.922043496658,0.9041756097060004,-2.7,-1.8181818182,-3.0833333332999997,-1.1428571429,-1.5,0.8789986569,0.4867264704
s109,0.9362411231,0.0245928365,1.8634767443,1.8,-20.9545454545,-0.2666666667,438.0,-17.0869565217,-0.23333333329999997,374.0,-0.9143521666,-0.4393738236,2.2999468535,0.3627072546,1.641680321,-0.28347356300000004,-0.0004429626,-0.0013471909000000002,-0.0090263672,-3.1333333333,-2.9285714286,-3.9666666667,3.0,2.5,3.4,2.8571428571,45.0,2.3752883028,0.25672200440000004,2.4216856925,0.6666666667000001,-0.1666666667,8.4166666667,0.0666666667,1.0,0.0016666667,-1.5,10.875,0.0375,1.0,-0.0017450979999999998,-1.0196078431,-1.1666666667,1.2727272726999999,-0.1375755588,-0.5784639895,7.3,7.2,1.4652496480000001,0.4443382603,2.0792836246,-0.4474870123,0.30555555560000003,2.0,2.3333333333,1.8333333333,4.1666666667,4.0,6.0,4.8333333333,5.5,4.8333333333,3.0,1.1666666667,2.3333333333,2.8333333332999997,5.3333333333,4.6666666667,-0.7031943772,-1.4958968475999999,0.8011285120010001,1.00742533,0.0549411603,1.7015954756,44.4444444444,-44.4444444444,-62.962962963,5.5,5.5,3.125,3.0,3.25,3.2857142857,3.5,48.0,0.7365079365,25.0,133.0,6.0,-1.0625,1.8666666666999998,0.7423069,0.0015015254999999998,0.9576660156,0.0018466348999999999,0.3888888889,-0.0038729833,-0.009797959,-0.009797959,5.0,-0.6618132683,1.397498474,0.49564694649999996,2.2866270209,-0.2493383206,3.4,-288.1666666667,1.4884638251,0.32483276887100004,1.8990077403999999,-50.5,27.5,44.0,2.3498472124000003,0.4593555351,0.7997560254,9.0,1.1243390545,0.5756943457,1.734058359,-0.1239829769,0.4166666667,0.75,0.75,1.0,112.0,0.1,0.2,0.5,0.9,1.9741755568,0.431193638418,1.8844981773400007,-0.46841534799999995,0.39454094289999997,0.029271392099999998,1.8246059779,0.3337059873,2.1459265401,-0.23978187260000003,367.445,6.0,6.7,-266.6666666667,-359.6666666667,2.2995739544,0.38567253079999997,1.4008753259,93.0,-65.23888888890001,2.1314356565,0.4697964132,1.9478702427,-0.9253654698,6.5,5.5,6.0,2.0,3.5,-40.0,-0.1837480998,0.4263549328,1.2321597765,0.0045446971999999995,2.4716737942,-0.1149456901,-0.7513557773999999,2.7,4.3333333333,2.1111111111,2.7333333332999996,2495.975,-15.0,5.0,3599.0,-0.5974312389,-0.2525907526,-1.9,-1.8181818182,-1.8333333333,-1.4285714286000002,-2.8333333332999997,0.7896617864000001,0.3525971572
s110,0.4702833893,0.1881919962,1.1463632291,1.3,-26.75,-0.2,616.0,-12.72,-0.1666666667,308.0,-0.8312965763,-0.8331025777000001,2.4610314518000003,0.2697002409,1.2170533176,-1.6403251201,-0.0014359542289999994,-0.0367980957,-0.09900195310000001,-5.1333333332999995,-3.3214285714000003,-5.3,1.5,2.25,2.8,3.5714285714000003,38.0,2.7607793787,0.2155454425,1.4712029097,0.33333333330000003,-0.33333333330000003,5.1666666667,0.1,2.0,-0.0003333333,-1.6666666666999999,10.75,-0.046582406500000006,2.0,-0.0092861476,-1.9732052578,-1.0,1.0,0.5658187411,-0.45819244159999994,5.7,4.6,1.211793433,0.3046230829,1.6899168836000003,-0.4086410021,0.0,1.0,2.0,1.1666666667,3.6666666667,3.0,6.5,6.5,6.666666666699999,6.0,3.6666666667,1.3333333333,2.1666666667,2.5,2.3333333333,4.5,-2.3424221029,0.1217898615,0.9772727273,2.5364233511000003,0.17843701550000002,1.3445307547999998,61.111111111099994,-55.5555555556,-48.148148148100006,4.3333333333,5.0,3.0,2.0,2.75,3.0,4.375,48.0,0.9428571429000001,26.0,120.0,9.0,-1.125,1.1333333333,0.6435934067,0.0008878011,0.8122179032,0.0013406951999999999,0.3888888889,-0.0256124969,-0.158113883,-0.1265219767,4.0,-1.1972944596049993,1.321415102523,0.376181403797,1.5334383985210005,-0.349584020921,3.7333333332999996,-310.330000000004,2.424082384249,0.3072517438780001,1.4126809132489992,-8.56,52.4,43.0,2.994731957767998,0.051802803309000334,0.44218470979999996,7.0,0.8405288170999999,0.2466829403,1.5818671812,-0.0203941516,0.8333333333,0.6666666667000001,0.75,0.8333333333,107.0,0.2,0.1,0.5,0.4,2.3978954262,0.36493302689999996,1.904869724,-2.1551840913,0.4458438287,0.0110473978,1.342114976,0.19945700170000003,0.8759981627000001,-2.4184631191,287.5,5.5,4.7,-262.029166666665,-276.44333333332986,2.43036789221,0.2924222019680001,1.6211741168180005,21.266666666663003,45.606875000002006,1.9132997284,0.29987587250000003,1.5025342819,-1.5242977419,4.5,5.5,2.5,1.0,2.0,-48.0,-0.2662013147110001,-0.263813486383,0.9547622076469996,0.13800600272699995,1.8641714971819987,-0.274552839067,-0.064129500504,3.8,2.8888888889,3.3333333332999997,3.4,2182.7481481481,-4.0,7.0,3268.5,0.06521653268199999,0.5487442127279999,-2.3,-1.8181818182,-2.25,-1.7857142857,-1.6666666666999999,0.876295535,0.39704768799999995
s111,1.2246736357999999,0.2492677096,1.6828306129,2.35,-22.9545454545,-0.2666666667,501.0,-13.6363636364,-0.2666666667,290.0,-0.9412486037,-1.6004349423000002,2.9673686256,0.3837557558,2.2574411463999997,-0.6574565179999999,-0.0009273878,-0.012668294875000008,-0.059725585899999996,-4.2,-4.079285714294004,-6.2666666667,2.75,2.5,3.4,3.5714285714000003,39.0,3.5561658122,0.28919731060000003,1.7329960018,0.8333333333,-0.1666666667,14.916666666700001,-0.125,0.0,0.0006666667,-0.5,20.4583333333,0.12916666670000002,1.0,-0.0031176471000000003,-4.2549019608,-1.0833333333,1.0,0.1778842246,-0.9441226354,10.5,10.9,0.5869960482000001,0.40836171409999994,1.8116419483,-0.3733604534360002,0.0833333333,1.6666666666999999,3.6666666667,1.6666666666999999,4.8333333333,4.5,6.0,5.0,6.5,5.0,3.5,1.6666666666999999,2.5,2.3333333333,2.6666666667000003,3.8333333332999997,-1.7997011910609997,-0.4935558922249996,0.8968336522079999,2.148842437231001,0.17030113754300005,2.011488930368,27.7777777778,-66.6666666667,-18.5185185185,4.5,3.75,4.125,4.125,3.875,3.2857142857,3.875,54.0,0.8222222222000001,24.0,160.0,5.0,-1.32625,1.8,0.7748316765000001,0.0015883648000000002,0.9517501831,0.0019421935999999998,0.6111111111,-0.0256124969,-0.0250474647,-0.06403124240000001,3.0,-1.0817261853,2.0577905943,0.4622988119,1.8196406071,0.026662732600000003,4.4666666667,-347.5,2.7369107171,0.34349966909999996,1.3682056522,-2.0,-5.0,41.88,-8.6357489967,8.4124412388,0.6066099114,11.0,1.5408139744,0.3879396453,1.9883293775,-0.7605931382000001,0.5833333333,0.6666666667000001,0.33333333330000003,1.0,99.0,0.0,0.30000000000000004,0.8,0.4,2.2389972934999998,0.4836358972,1.8005948516999999,-0.8398661170999999,0.5259259259000001,0.0461780116,3.0880062197000004,0.33670060310000005,1.7504184274,-0.289517097,361.0,6.3,6.5,-270.5,-340.0,2.2406328575,0.325017926939,2.4111212678,69.5,80.9097222222,1.8356123405000002,0.32106421809999997,1.8099158057,-0.9878688785999999,5.5,3.0,3.0,7.0,7.0,-46.0,-0.1556130605,0.008837433,1.6090026688999999,0.3280193082,1.396319375,-0.8300587551999999,-0.8535504274,4.5,3.5555555556,3.2222222222,4.4666666667,2836.81,-6.0,7.0,4958.9166666667,0.1252287189,1.3636029499000002,-2.2,-3.0,-3.1666666667000003,-2.6428571429,-3.8333333332999997,0.1935873171,0.3772382368
